fact_unit,2014-11-14,2015-03-03,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-08-05,2016-11-04,2017-02-24,2017-05-04,2017-08-03,2017-11-03,2018-02-22,2018-05-09,2018-08-06,2018-11-07,2019-02-21,2019-05-08,2019-08-06,2019-11-06,2020-02-24,2020-05-07,2020-08-06,2020-11-04,2021-02-23,2021-05-05,2021-08-03,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-04,2023-02-17,2023-05-10,2023-08-08,2023-11-06,2024-02-16,2024-05-06,2024-08-06,2024-11-04,2025-02-13,2025-05-01,2025-08-04,2025-11-03
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12Months / USD,,,,,,,,,,,,,,,,,10218000000.0,10218000000.0,5020000000.0,5020000000.0,5020000000.0,5020000000.0,805000000.0,,,,,,,14990000000.0,14990000000.0,14990000000.0,14990000000.0,14990000000.0,17574000000.0,17574000000.0,17574000000.0,17574000000.0,3044000000.0,3044000000.0,3044000000.0,3044000000.0,9560000000.0,9560000000.0,9560000000.0
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss / USD,,,,,,,,,,,,,,,,,98000000.0,98000000.0,90000000.0,90000000.0,90000000.0,90000000.0,7000000.0,,,,,,,322000000.0,322000000.0,322000000.0,322000000.0,322000000.0,1363000000.0,1363000000.0,1363000000.0,1363000000.0,24000000.0,24000000.0,24000000.0,24000000.0,265000000.0,265000000.0,265000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26067000000.0,26067000000.0,24007000000.0,24007000000.0,24007000000.0,24007000000.0,29777000000.0,29777000000.0,29777000000.0,29777000000.0,32765000000.0,32765000000.0,32765000000.0
DebtSecuritiesAvailableForSaleRealizedGain / USD,,,,,,,,,,,,,,,,,,18000000.0,8000000.0,10000000.0,13000000.0,11000000.0,8000000.0,16000000.0,21000000.0,19000000.0,0.0,3000000.0,4000000.0,41000000.0,3000000.0,6000000.0,9000000.0,6000000.0,7000000.0,9000000.0,9000000.0,15000000.0,9000000.0,18000000.0,27000000.0,13000000.0,5000000.0,5000000.0,14000000.0
DebtSecuritiesAvailableForSaleRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,16000000.0,,,13000000.0,11000000.0,8000000.0,16000000.0,21000000.0,19000000.0,0.0,3000000.0,4000000.0,25000000.0,3000000.0,6000000.0,9000000.0,4000000.0,4000000.0,5000000.0,5000000.0,10000000.0,5000000.0,14000000.0,19000000.0,9000000.0,5000000.0,5000000.0,14000000.0
DebtSecuritiesAvailableForSaleRealizedLoss / USD,,,,,,,,,,,,,,,,,,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,0.0,0.0,0.0,2000000.0,3000000.0,4000000.0,4000000.0,5000000.0,4000000.0,4000000.0,8000000.0,4000000.0,0.0,0.0,0.0
DebtSecuritiesAvailableForSaleUnrealizedLossPosition / USD,,,,,,,,,,,,,,,,,18363000000.0,18363000000.0,20216000000.0,20216000000.0,20216000000.0,20216000000.0,805000000.0,,,,,,,16226000000.0,16226000000.0,16226000000.0,16226000000.0,16226000000.0,23208000000.0,23208000000.0,23208000000.0,23208000000.0,23549000000.0,23549000000.0,23549000000.0,23549000000.0,26668000000.0,26668000000.0,26668000000.0
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss / USD,,,,,,,,,,,,,,,,,330000000.0,330000000.0,744000000.0,744000000.0,744000000.0,744000000.0,7000000.0,,,,,,,377000000.0,377000000.0,377000000.0,377000000.0,377000000.0,2462000000.0,2462000000.0,2462000000.0,2462000000.0,2023000000.0,2023000000.0,2023000000.0,2023000000.0,2257000000.0,2257000000.0,2257000000.0
DebtSecuritiesHeldToMaturityAllowanceForCreditLossExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDate / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9361000000.0,9373000000.0,9042000000.0,9064000000.0,8728000000.0,8054000000.0,8350000000.0,8132000000.0,7924000000.0,8067000000.0,7540000000.0,7515000000.0,7379000000.0,7295000000.0
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateRollingAfter10Years / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8747000000.0,8804000000.0,8506000000.0,8540000000.0,8225000000.0,7569000000.0,7887000000.0,7682000000.0,7490000000.0,7645000000.0,7136000000.0,7129000000.0,7008000000.0,6938000000.0
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateRollingAfter5Through10Years / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateRollingAfterOneThroughFiveYears / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,569000000.0,536000000.0,524000000.0,503000000.0,485000000.0,463000000.0,450000000.0,434000000.0,422000000.0,404000000.0,386000000.0,371000000.0,357000000.0
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateRollingWithinOneYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242000000.0,2242000000.0,2242000000.0,9834000000.0,9834000000.0,9834000000.0,9834000000.0,9184000000.0,9184000000.0,9184000000.0,9184000000.0,8599000000.0,8599000000.0,8599000000.0
DebtSecuritiesRealizedGainLoss / USD,,,,,,,,,,,,,,,,,9000000.0,16000000.0,8000000.0,10000000.0,13000000.0,11000000.0,8000000.0,12000000.0,15000000.0,19000000.0,0.0,3000000.0,4000000.0,19000000.0,3000000.0,6000000.0,9000000.0,4000000.0,4000000.0,5000000.0,5000000.0,10000000.0,5000000.0,14000000.0,19000000.0,9000000.0,5000000.0,5000000.0,14000000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,269000000.0,,,,-47000000.0,,,,145000000.0,,,,225000000.0,,,,159000000.0,,,,-142000000.0,,,,90000000.0,,,,64000000.0,,,,-181000000.0,,,,-345000000.0,,,,88000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,-110000000.0,306000000.0,58000000.0,36000000.0,31000000.0,-53000000.0,14000000.0,56000000.0,76000000.0,141000000.0,30000000.0,94000000.0,143000000.0,249000000.0,39000000.0,-20000000.0,-23000000.0,153000000.0,8000000.0,10000000.0,23000000.0,-136000000.0,-1000000.0,-10000000.0,-41000000.0,97000000.0,-134000000.0,-208000000.0,-251000000.0,64000000.0,80000000.0,199000000.0,214000000.0,-238000000.0,-47000000.0,78000000.0,124000000.0,-429000000.0,-63000000.0,-40000000.0,-61000000.0,57000000.0,0.0,-32000000.0,-50000000.0
DeferredIncomeTaxLiabilities / USD,,1339000000.0,,,,1429000000.0,,,,1666000000.0,,,,1811000000.0,,,,1267000000.0,,,,1365000000.0,,,,1418000000.0,,,,1429000000.0,,,,1408000000.0,,,,1600000000.0,,,,1647000000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,37000000.0,,,,-6000000.0,,,,-4000000.0,,,,24000000.0,,,,-6000000.0,,,,6000000.0,,,,7000000.0,,,,0.0,,,,-57000000.0,,,,-84000000.0,,,,-31000000.0,,,
DeferredTaxAssetsGross / USD,,1333000000.0,,,,1093000000.0,,,,1059000000.0,,,,1204000000.0,,,,801000000.0,,,,902000000.0,,,,631000000.0,,,,898000000.0,,,,1511000000.0,,,,3147000000.0,,,,3216000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414000000.0,,,,1414000000.0,,,,1432000000.0,,,
DeferredTaxAssetsNet / USD,,1140000000.0,,,,936000000.0,,,,936000000.0,,,,1097000000.0,,,,696000000.0,,,,792000000.0,,,,552000000.0,,,,800000000.0,,,,1408000000.0,,,,3014000000.0,,,,3079000000.0,,,
DeferredTaxAssetsOther / USD,,0.0,,,,1000000.0,,,,5000000.0,,,,6000000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,19000000.0,,,,9000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,475000000.0,,,,456000000.0,,,,465000000.0,,,,471000000.0,,,,310000000.0,,,,308000000.0,,,,315000000.0,,,,622000000.0,,,,448000000.0,,,,511000000.0,,,,555000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,193000000.0,,,,157000000.0,,,,123000000.0,,,,107000000.0,,,,105000000.0,,,,110000000.0,,,,79000000.0,,,,98000000.0,,,,103000000.0,,,,133000000.0,,,,137000000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,296000000.0,,,,380000000.0,,,,455000000.0,,,,522000000.0,,,,352000000.0,,,,364000000.0,,,,370000000.0,,,,376000000.0,,,,379000000.0,,,,413000000.0,,,,421000000.0,,,
DeferredTaxLiabilitiesInvestments / USD,,,,,,,,,,,,,,22000000.0,,,,37000000.0,,,,51000000.0,,,,71000000.0,,,,76000000.0,,,,95000000.0,,,,87000000.0,,,,12000000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,811000000.0,,,,825000000.0,,,,882000000.0,,,,881000000.0,,,,525000000.0,,,,527000000.0,,,,513000000.0,,,,459000000.0,,,,331000000.0,,,,287000000.0,,,,297000000.0,,,
DeferredTaxLiabilitiesMortgageServicingRights / USD,,50000000.0,,,,46000000.0,,,,47000000.0,,,,49000000.0,,,,34000000.0,,,,51000000.0,,,,75000000.0,,,,87000000.0,,,,130000000.0,,,,203000000.0,,,,252000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,124000000.0,,,,164000000.0,,,,213000000.0,,,,234000000.0,,,,182000000.0,,,,195000000.0,,,,186000000.0,,,,262000000.0,,,,256000000.0,,,,470000000.0,,,,532000000.0,,,
DeferredTaxLiabilitiesTaxDeferredIncome / USD,,,,,,,,,,,,,,0.0,,,,27000000.0,,,,50000000.0,,,,79000000.0,,,,62000000.0,,,,85000000.0,,,,12000000.0,,,,3000000.0,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax / USD,,414000000.0,,,,606000000.0,,,,,,,,,,,,585000000.0,,,,618000000.0,,,,551000000.0,,,,571000000.0,,,,465000000.0,,,,504000000.0,,,,446000000.0,,,
DefinedBenefitPlanAmortizationOfGainsLosses / USD,-10000000.0,-38000000.0,-2000000.0,-5000000.0,-7000000.0,-14000000.0,-4000000.0,-7000000.0,-12000000.0,-10000000.0,,,,-15000000.0,,,,-16000000.0,,,,-18000000.0,,,,-17000000.0,,,,-19000000.0,,,,-17000000.0,,,,-17000000.0,,,,-14000000.0,,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax / USD,,-169000000.0,,,,174000000.0,,,,237000000.0,,,,7000000.0,,,,54000000.0,,,,-31000000.0,,,,49000000.0,,,,-49000000.0,,,,37000000.0,,,,-74000000.0,,,,-52000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter / USD,,,,,,,,,,,,,,,,,,,,,,348000000.0,,,,351000000.0,,,,339000000.0,,,,369000000.0,,,,366000000.0,,,,352000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,67000000.0,,,,69000000.0,,,,70000000.0,,,,70000000.0,,,,73000000.0,,,,72000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive / USD,,,,,,,,,,,,,,,,,,,,,,69000000.0,,,,70000000.0,,,,69000000.0,,,,75000000.0,,,,75000000.0,,,,73000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour / USD,,,,,,,,,,,,,,,,,,,,,,68000000.0,,,,70000000.0,,,,69000000.0,,,,74000000.0,,,,75000000.0,,,,73000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree / USD,,,,,,,,,,,,,,,,,,,,,,68000000.0,,,,70000000.0,,,,68000000.0,,,,73000000.0,,,,75000000.0,,,,74000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,68000000.0,,,,70000000.0,,,,68000000.0,,,,71000000.0,,,,74000000.0,,,,73000000.0,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,51000000.0,84000000.0,17000000.0,35000000.0,53000000.0,73000000.0,18000000.0,37000000.0,55000000.0,73000000.0,,,,74000000.0,,,,68000000.0,,,,69000000.0,,,,79000000.0,,,,72000000.0,,,,82000000.0,,,,85000000.0,,,,93000000.0,,,
DefinedBenefitPlanInterestCost / USD,34000000.0,63000000.0,12000000.0,24000000.0,36000000.0,53000000.0,12000000.0,24000000.0,36000000.0,52000000.0,,,,48000000.0,,,,48000000.0,,,,46000000.0,,,,43000000.0,,,,45000000.0,,,,40000000.0,,,,34000000.0,,,,37000000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,-4000000.0,150000000.0,-2000000.0,-4000000.0,-7000000.0,-3000000.0,-1000000.0,-4000000.0,-5000000.0,-8000000.0,,,,-8000000.0,,,,-1000000.0,,,,-2000000.0,,,,-16000000.0,,,,-5000000.0,,,,-22000000.0,,,,-16000000.0,,,,-39000000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1 / USD,,-92000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-15000000.0,,,,0.0,,,
DefinedBenefitPlanServiceCost / USD,3000000.0,42000000.0,1000000.0,2000000.0,3000000.0,3000000.0,1000000.0,2000000.0,2000000.0,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,,3000000.0,,,
DefinedContributionPlanCostRecognized / USD,,60000000.0,,,,70000000.0,,,,60000000.0,,,,52000000.0,,,,55000000.0,,,,61000000.0,,,,68000000.0,,,,72000000.0,,,,78000000.0,,,,63000000.0,,,,86000000.0,,,
DefinedContributionPlanEmployerMatchingContributionPercent / pure,,0.03,,,,0.05,,,,0.05,,,,0.05,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,
DemandDepositAccounts / USD,,24931000000.0,,,,26086000000.0,,,,27649000000.0,,,,28472000000.0,,,,29279000000.0,,,,29458000000.0,,,,29233000000.0,,,,43831000000.0,,,,49443000000.0,,,,49283000000.0,,,,37107000000.0,,,
Deposits / USD,86903000000.0,86903000000.0,95707000000.0,95707000000.0,95707000000.0,95707000000.0,102539000000.0,102539000000.0,102539000000.0,102539000000.0,109804000000.0,109804000000.0,109804000000.0,109804000000.0,115089000000.0,115089000000.0,115089000000.0,115089000000.0,119575000000.0,119575000000.0,119575000000.0,119575000000.0,125313000000.0,125313000000.0,125313000000.0,125313000000.0,147164000000.0,147164000000.0,147164000000.0,147164000000.0,154361000000.0,154361000000.0,154361000000.0,154361000000.0,180724000000.0,180724000000.0,180724000000.0,180724000000.0,177342000000.0,177342000000.0,177342000000.0,177342000000.0,174776000000.0,174776000000.0,174776000000.0
DepositsFairValueDisclosure / USD,86907000000.0,86907000000.0,95710000000.0,95710000000.0,95710000000.0,95710000000.0,102528000000.0,102528000000.0,102528000000.0,102528000000.0,109796000000.0,109796000000.0,109796000000.0,109796000000.0,115039000000.0,115039000000.0,115039000000.0,115039000000.0,119503000000.0,119503000000.0,119503000000.0,119503000000.0,125340000000.0,125340000000.0,125340000000.0,125340000000.0,147223000000.0,147223000000.0,147223000000.0,147223000000.0,154366000000.0,154366000000.0,154366000000.0,154366000000.0,180566000000.0,180566000000.0,180566000000.0,180566000000.0,177096000000.0,177096000000.0,177096000000.0,177096000000.0,174651000000.0,174651000000.0,174651000000.0
DepositsMoneyMarketDeposits / USD,,31245000000.0,,,,33345000000.0,,,,36727000000.0,,,,38176000000.0,,,,37454000000.0,,,,35701000000.0,,,,38725000000.0,,,,48569000000.0,,,,47216000000.0,,,,49905000000.0,,,,53812000000.0,,,
DepositsSavingsDeposits / USD,,7509000000.0,,,,7824000000.0,,,,8218000000.0,,,,8964000000.0,,,,9518000000.0,,,,12007000000.0,,,,13779000000.0,,,,18044000000.0,,,,22030000000.0,,,,29805000000.0,,,,27983000000.0,,,
Depreciation / USD,,163000000.0,,,,138000000.0,,,,117000000.0,,,,116000000.0,,,,130000000.0,,,,124000000.0,,,,117000000.0,,,,116000000.0,,,,110000000.0,,,,98000000.0,,,,107000000.0,,,
DepreciationAmortizationAndAccretionNet / USD,304000000.0,467000000.0,96000000.0,196000000.0,313000000.0,404000000.0,113000000.0,234000000.0,350000000.0,386000000.0,112000000.0,245000000.0,387000000.0,471000000.0,124000000.0,258000000.0,371000000.0,515000000.0,122000000.0,243000000.0,357000000.0,487000000.0,132000000.0,270000000.0,432000000.0,486000000.0,204000000.0,316000000.0,419000000.0,633000000.0,152000000.0,317000000.0,453000000.0,578000000.0,67000000.0,327000000.0,448000000.0,625000000.0,118000000.0,230000000.0,352000000.0,565000000.0,102000000.0,245000000.0,374000000.0
DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216000000.0,1216000000.0,1216000000.0,842000000.0,842000000.0,842000000.0,842000000.0,440000000.0,440000000.0,440000000.0,440000000.0,408000000.0,408000000.0,408000000.0
DerivativeAssetCollateralObligationToReturnCashOffset / USD,,0.0,,,0.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,26000000.0,26000000.0,26000000.0,26000000.0,4000000.0,4000000.0,4000000.0,4000000.0,45000000.0,45000000.0,45000000.0,45000000.0,70000000.0,70000000.0,70000000.0,70000000.0,56000000.0,56000000.0,56000000.0,56000000.0,58000000.0,58000000.0,58000000.0,58000000.0,374000000.0,374000000.0,374000000.0,374000000.0,682000000.0,682000000.0,682000000.0,682000000.0,677000000.0,677000000.0,677000000.0
DerivativeAssetFairValueGrossLiability / USD,128000000.0,128000000.0,161000000.0,161000000.0,161000000.0,161000000.0,178000000.0,178000000.0,178000000.0,178000000.0,106000000.0,106000000.0,106000000.0,106000000.0,72000000.0,72000000.0,72000000.0,72000000.0,87000000.0,87000000.0,87000000.0,87000000.0,107000000.0,107000000.0,107000000.0,107000000.0,182000000.0,182000000.0,182000000.0,182000000.0,235000000.0,235000000.0,235000000.0,235000000.0,623000000.0,623000000.0,623000000.0,623000000.0,471000000.0,471000000.0,471000000.0,471000000.0,391000000.0,391000000.0,391000000.0
DerivativeAssets / USD,650000000.0,650000000.0,629000000.0,629000000.0,629000000.0,629000000.0,625000000.0,625000000.0,625000000.0,625000000.0,627000000.0,627000000.0,627000000.0,627000000.0,617000000.0,617000000.0,617000000.0,617000000.0,317000000.0,317000000.0,317000000.0,317000000.0,807000000.0,807000000.0,807000000.0,807000000.0,1915000000.0,1915000000.0,1915000000.0,1915000000.0,1216000000.0,1216000000.0,1216000000.0,1216000000.0,842000000.0,842000000.0,842000000.0,842000000.0,440000000.0,440000000.0,440000000.0,440000000.0,408000000.0,408000000.0,408000000.0
DerivativeFairValueOfDerivativeAsset / USD,778000000.0,778000000.0,790000000.0,790000000.0,790000000.0,790000000.0,807000000.0,807000000.0,807000000.0,807000000.0,759000000.0,759000000.0,759000000.0,759000000.0,693000000.0,693000000.0,693000000.0,693000000.0,449000000.0,449000000.0,449000000.0,449000000.0,984000000.0,984000000.0,984000000.0,984000000.0,2153000000.0,2153000000.0,2153000000.0,2153000000.0,1509000000.0,1509000000.0,1509000000.0,1509000000.0,1839000000.0,1839000000.0,1839000000.0,1839000000.0,1593000000.0,1593000000.0,1593000000.0,1593000000.0,1476000000.0,1476000000.0,1476000000.0
DerivativeFairValueOfDerivativeLiability / USD,1067000000.0,1067000000.0,773000000.0,773000000.0,773000000.0,773000000.0,666000000.0,666000000.0,666000000.0,666000000.0,778000000.0,778000000.0,778000000.0,778000000.0,533000000.0,533000000.0,533000000.0,533000000.0,415000000.0,415000000.0,415000000.0,415000000.0,322000000.0,322000000.0,322000000.0,322000000.0,634000000.0,634000000.0,634000000.0,634000000.0,922000000.0,922000000.0,922000000.0,922000000.0,3111000000.0,3111000000.0,3111000000.0,3111000000.0,2183000000.0,2183000000.0,2183000000.0,2183000000.0,1710000000.0,1710000000.0,1710000000.0
DerivativeGainLossOnDerivativeNet / USD,67000000.0,26000000.0,8000000.0,17000000.0,21000000.0,70000000.0,4000000.0,7000000.0,23000000.0,33000000.0,6000000.0,17000000.0,33000000.0,32000000.0,10000000.0,32000000.0,47000000.0,65000000.0,5000000.0,43000000.0,100000000.0,66000000.0,72000000.0,167000000.0,357000000.0,205000000.0,356000000.0,534000000.0,541000000.0,263000000.0,-101000000.0,-108000000.0,-93000000.0,443000000.0,23000000.0,115000000.0,201000000.0,-72000000.0,27000000.0,14000000.0,33000000.0,112000000.0,10000000.0,22000000.0,22000000.0
DerivativeLiabilities / USD,939000000.0,939000000.0,612000000.0,612000000.0,612000000.0,612000000.0,485000000.0,485000000.0,485000000.0,485000000.0,659000000.0,659000000.0,659000000.0,659000000.0,310000000.0,310000000.0,310000000.0,310000000.0,292000000.0,292000000.0,292000000.0,292000000.0,120000000.0,120000000.0,120000000.0,120000000.0,128000000.0,128000000.0,128000000.0,128000000.0,197000000.0,197000000.0,197000000.0,197000000.0,1909000000.0,1909000000.0,1909000000.0,1909000000.0,1562000000.0,1562000000.0,1562000000.0,1562000000.0,1220000000.0,1220000000.0,1220000000.0
DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197000000.0,197000000.0,197000000.0,1909000000.0,1909000000.0,1909000000.0,1909000000.0,1562000000.0,1562000000.0,1562000000.0,1562000000.0,1220000000.0,1220000000.0,1220000000.0
DerivativeLiabilityCollateralRightToReclaimCashOffset / USD,,,,,0.0,0.0,3000000.0,3000000.0,3000000.0,3000000.0,13000000.0,13000000.0,13000000.0,13000000.0,151000000.0,151000000.0,151000000.0,151000000.0,36000000.0,36000000.0,36000000.0,36000000.0,95000000.0,95000000.0,95000000.0,95000000.0,324000000.0,324000000.0,324000000.0,324000000.0,490000000.0,490000000.0,490000000.0,490000000.0,579000000.0,579000000.0,579000000.0,579000000.0,150000000.0,150000000.0,150000000.0,150000000.0,99000000.0,99000000.0,99000000.0
DerivativeLiabilityFairValueGrossAsset / USD,128000000.0,128000000.0,161000000.0,161000000.0,161000000.0,161000000.0,178000000.0,178000000.0,178000000.0,178000000.0,106000000.0,106000000.0,106000000.0,106000000.0,72000000.0,72000000.0,72000000.0,72000000.0,87000000.0,87000000.0,87000000.0,87000000.0,107000000.0,107000000.0,107000000.0,107000000.0,182000000.0,182000000.0,182000000.0,182000000.0,235000000.0,235000000.0,235000000.0,235000000.0,623000000.0,623000000.0,623000000.0,623000000.0,471000000.0,471000000.0,471000000.0,471000000.0,391000000.0,391000000.0,391000000.0
DerivativeNotionalAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250495000000.0,250495000000.0,250495000000.0,309553000000.0,309553000000.0,309553000000.0,309553000000.0,279484000000.0,279484000000.0,279484000000.0
DirectFinancingLeaseDeferredSellingProfit / USD,,,,,,,,,,,,,,,,,,,259000000.0,244000000.0,232000000.0,225000000.0,,,,225000000.0,,,,166000000.0,,,,136000000.0,,,,132000000.0,,,,121000000.0,,,
DirectFinancingLeaseInterestIncome / USD,,,,,,,,,,,,,,,,,,,20000000.0,40000000.0,58000000.0,77000000.0,20000000.0,40000000.0,58000000.0,77000000.0,18000000.0,37000000.0,54000000.0,77000000.0,13000000.0,25000000.0,37000000.0,64000000.0,11000000.0,21000000.0,34000000.0,49000000.0,12000000.0,24000000.0,36000000.0,46000000.0,11000000.0,20000000.0,31000000.0
DirectFinancingLeaseLeaseReceivable / USD,,,,,,,,,,,,,,,,,,,,,1670000000.0,1739000000.0,,,,1739000000.0,,,,1381000000.0,,,,1195000000.0,,,,1193000000.0,,,,942000000.0,,,
DirectFinancingLeaseNetInvestmentInLeaseExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586000000.0,,,,1479000000.0,,,,1148000000.0,,,
DirectFinancingLeaseUnguaranteedResidualAsset / USD,,,,,,,,,,,,,,,,,,,1082000000.0,1071000000.0,1072000000.0,1013000000.0,,,,1013000000.0,,,,746000000.0,,,,521000000.0,,,,413000000.0,,,,322000000.0,,,
DividendsCommonStock / USD,,,,,,,,,,,,,,,,,,0.46,0.22,0.44,,,,,,,,,,,,,,,,,,,,,609000000.0,779000000.0,197000000.0,391000000.0,581000000.0
DividendsCommonStockCash / USD,145000000.0,16000000.0,16000000.0,48000000.0,90000000.0,16000000.0,16000000.0,48000000.0,161000000.0,806000000.0,53000000.0,117000000.0,179000000.0,214000000.0,72000000.0,143000000.0,233000000.0,241000000.0,108000000.0,215000000.0,344000000.0,322000000.0,149000000.0,297000000.0,459000000.0,471000000.0,168000000.0,336000000.0,504000000.0,617000000.0,167000000.0,335000000.0,502000000.0,672000000.0,165000000.0,360000000.0,569000000.0,670000000.0,205000000.0,410000000.0,609000000.0,779000000.0,197000000.0,391000000.0,581000000.0
DividendsPreferredStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87000000.0,113000000.0,30000000.0,65000000.0,103000000.0
DividendsPreferredStockCash / USD,,,,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,14000000.0,7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,7000000.0,7000000.0,14000000.0,14000000.0,15000000.0,33000000.0,50000000.0,29000000.0,22000000.0,50000000.0,75000000.0,73000000.0,23000000.0,55000000.0,81000000.0,107000000.0,24000000.0,56000000.0,81000000.0,113000000.0,23000000.0,57000000.0,87000000.0,113000000.0,30000000.0,65000000.0,103000000.0
EarningsPerShareBasic / USD/shares,-6.39,1.15,0.3,0.86,1.19,-6.12,0.38,0.74,1.14,1.55,0.41,0.87,1.43,1.55,0.61,1.24,1.92,1.97,0.78,1.66,2.57,3.26,0.92,1.87,2.84,3.54,0.03,0.56,1.23,3.82,1.38,2.83,4.01,2.22,0.94,1.59,2.85,5.18,1.0,1.93,2.79,4.12,0.66,1.44,2.21
EarningsPerShareDiluted / USD/shares,-6.39,1.15,0.3,0.86,1.19,-6.12,0.38,0.73,1.13,1.55,0.41,0.87,1.42,1.55,0.61,1.24,1.92,1.97,0.78,1.65,2.57,3.25,0.92,1.86,2.83,3.52,0.03,0.55,1.23,3.81,1.37,2.81,3.99,2.22,0.93,1.58,2.84,5.16,1.0,1.92,2.78,4.1,0.65,1.44,2.2
