fact_unit,2014-11-14,2015-03-03,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-09,2016-08-05,2016-11-04,2017-02-24,2017-05-04,2017-08-03,2017-11-03,2018-02-22,2018-05-09,2018-08-06,2018-11-07,2019-02-21,2019-05-08,2019-08-06,2019-11-06,2020-02-24,2020-05-07,2020-08-06,2020-11-04,2021-02-23,2021-05-05,2021-08-03,2021-11-03,2022-02-23,2022-05-04,2022-08-03,2022-11-04,2023-02-17,2023-05-10,2023-08-08,2023-11-06,2024-02-16,2024-05-06,2024-08-06,2024-11-04,2025-02-13,2025-05-01,2025-08-04,2025-11-03
IncreaseDecreaseInOtherOperatingAssets / USD,-530000000.0,-76000000.0,-280000000.0,-57000000.0,2033000000.0,-827000000.0,136000000.0,138000000.0,306000000.0,295000000.0,339000000.0,450000000.0,305000000.0,467000000.0,-282000000.0,-32000000.0,155000000.0,274000000.0,-331000000.0,-283000000.0,918000000.0,502000000.0,96000000.0,221000000.0,506000000.0,1217000000.0,1022000000.0,2454000000.0,2960000000.0,853000000.0,773000000.0,2129000000.0,2393000000.0,3979000000.0,1216000000.0,3345000000.0,1700000000.0,1719000000.0,372000000.0,827000000.0,732000000.0,1894000000.0,47000000.0,-277000000.0,14000000.0
IncreaseDecreaseInOtherOperatingLiabilities / USD,-573000000.0,-169000000.0,-73000000.0,335000000.0,2256000000.0,-398000000.0,-101000000.0,-62000000.0,-5000000.0,239000000.0,265000000.0,253000000.0,62000000.0,-161000000.0,-179000000.0,-655000000.0,-138000000.0,-59000000.0,-255000000.0,-109000000.0,339000000.0,-119000000.0,-211000000.0,-79000000.0,133000000.0,303000000.0,-170000000.0,299000000.0,569000000.0,331000000.0,-17000000.0,247000000.0,833000000.0,1001000000.0,1400000000.0,348000000.0,577000000.0,757000000.0,845000000.0,990000000.0,718000000.0,1036000000.0,-206000000.0,-316000000.0,-549000000.0
InterestAndDividendIncomeOperating / USD,2625000000.0,3846000000.0,893000000.0,1810000000.0,2723000000.0,3501000000.0,942000000.0,1894000000.0,2868000000.0,3664000000.0,1019000000.0,2065000000.0,3144000000.0,3854000000.0,1160000000.0,2365000000.0,3629000000.0,4266000000.0,1328000000.0,2739000000.0,4216000000.0,4920000000.0,1570000000.0,3150000000.0,4688000000.0,5758000000.0,1478000000.0,2828000000.0,4108000000.0,6189000000.0,1216000000.0,2427000000.0,3649000000.0,5357000000.0,1213000000.0,2839000000.0,4808000000.0,4851000000.0,2402000000.0,4933000000.0,7528000000.0,7060000000.0,2610000000.0,5185000000.0,7724000000.0
InterestAndDividendIncomeSecurities / USD,348000000.0,620000000.0,149000000.0,303000000.0,458000000.0,477000000.0,159000000.0,314000000.0,468000000.0,619000000.0,145000000.0,286000000.0,432000000.0,621000000.0,160000000.0,314000000.0,469000000.0,584000000.0,168000000.0,333000000.0,500000000.0,625000000.0,166000000.0,330000000.0,483000000.0,672000000.0,147000000.0,277000000.0,398000000.0,642000000.0,128000000.0,252000000.0,368000000.0,519000000.0,138000000.0,339000000.0,582000000.0,487000000.0,266000000.0,533000000.0,823000000.0,840000000.0,399000000.0,816000000.0,1239000000.0
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio / USD,,,,,,,,,,,,,,,,,,,,,,4249000000.0,1381000000.0,2773000000.0,4129000000.0,5010000000.0,1302000000.0,2494000000.0,3614000000.0,5441000000.0,1061000000.0,2119000000.0,3197000000.0,4719000000.0,1048000000.0,2418000000.0,4075000000.0,4253000000.0,2047000000.0,4179000000.0,6345000000.0,5968000000.0,2051000000.0,4062000000.0,6038000000.0
InterestAndFeeIncomeLoansHeldForSaleMortgages / USD,10000000.0,17000000.0,1000000.0,2000000.0,4000000.0,12000000.0,2000000.0,5000000.0,8000000.0,5000000.0,3000000.0,6000000.0,10000000.0,10000000.0,4000000.0,8000000.0,13000000.0,15000000.0,4000000.0,9000000.0,23000000.0,18000000.0,11000000.0,26000000.0,45000000.0,37000000.0,15000000.0,35000000.0,56000000.0,63000000.0,18000000.0,42000000.0,63000000.0,75000000.0,16000000.0,33000000.0,51000000.0,82000000.0,15000000.0,35000000.0,55000000.0,124000000.0,20000000.0,37000000.0,56000000.0
InterestAndFeeIncomeOtherLoansHeldForSale / USD,0.0,0.0,12000000.0,22000000.0,22000000.0,0.0,1000000.0,4000000.0,7000000.0,23000000.0,1000000.0,5000000.0,6000000.0,7000000.0,1000000.0,3000000.0,6000000.0,6000000.0,4000000.0,7000000.0,9000000.0,10000000.0,4000000.0,6000000.0,8000000.0,10000000.0,9000000.0,16000000.0,32000000.0,13000000.0,6000000.0,8000000.0,9000000.0,33000000.0,7000000.0,32000000.0,47000000.0,13000000.0,5000000.0,17000000.0,25000000.0,,,,
InterestBearingDepositLiabilities / USD,61972000000.0,61972000000.0,69621000000.0,69621000000.0,69621000000.0,69621000000.0,74890000000.0,74890000000.0,74890000000.0,74890000000.0,81332000000.0,81332000000.0,81332000000.0,81332000000.0,85810000000.0,85810000000.0,85810000000.0,85810000000.0,90117000000.0,90117000000.0,90117000000.0,90117000000.0,96080000000.0,96080000000.0,96080000000.0,96080000000.0,103333000000.0,103333000000.0,103333000000.0,103333000000.0,104918000000.0,104918000000.0,104918000000.0,104918000000.0,131441000000.0,131441000000.0,131441000000.0,131441000000.0,140235000000.0,140235000000.0,140235000000.0,140235000000.0,137856000000.0,137856000000.0,137856000000.0
InterestBearingDepositsInBanks / USD,233000000.0,233000000.0,370000000.0,370000000.0,370000000.0,370000000.0,356000000.0,356000000.0,356000000.0,356000000.0,439000000.0,439000000.0,439000000.0,439000000.0,192000000.0,192000000.0,192000000.0,192000000.0,148000000.0,148000000.0,148000000.0,148000000.0,297000000.0,297000000.0,297000000.0,297000000.0,306000000.0,306000000.0,306000000.0,306000000.0,316000000.0,316000000.0,316000000.0,316000000.0,303000000.0,303000000.0,303000000.0,303000000.0,405000000.0,405000000.0,405000000.0,405000000.0,635000000.0,635000000.0,635000000.0
InterestBearingDomesticDepositChecking / USD,,13630000000.0,,,,16394000000.0,,,,17921000000.0,,,,20714000000.0,,,,22229000000.0,,,,23067000000.0,,,,24840000000.0,,,,27204000000.0,,,,30409000000.0,,,,39721000000.0,,,,31876000000.0,,,
InterestExpenseDeposits / USD,176000000.0,375000000.0,33000000.0,67000000.0,108000000.0,216000000.0,52000000.0,112000000.0,177000000.0,156000000.0,60000000.0,123000000.0,194000000.0,237000000.0,86000000.0,188000000.0,311000000.0,270000000.0,145000000.0,326000000.0,540000000.0,441000000.0,287000000.0,595000000.0,892000000.0,785000000.0,227000000.0,351000000.0,440000000.0,1155000000.0,50000000.0,92000000.0,127000000.0,509000000.0,25000000.0,79000000.0,255000000.0,160000000.0,550000000.0,1273000000.0,2171000000.0,651000000.0,987000000.0,1952000000.0,2942000000.0
InterestExpenseLongTermDebt / USD,16000000.0,24000000.0,16000000.0,33000000.0,55000000.0,31000000.0,32000000.0,63000000.0,95000000.0,82000000.0,43000000.0,91000000.0,143000000.0,132000000.0,60000000.0,130000000.0,201000000.0,196000000.0,89000000.0,196000000.0,305000000.0,286000000.0,121000000.0,223000000.0,317000000.0,426000000.0,90000000.0,156000000.0,210000000.0,410000000.0,49000000.0,94000000.0,136000000.0,260000000.0,41000000.0,98000000.0,215000000.0,178000000.0,203000000.0,401000000.0,568000000.0,374000000.0,174000000.0,370000000.0,547000000.0
InterestExpenseOperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702000000.0,2775000000.0,1048000000.0,1168000000.0,2333000000.0,3503000000.0
InterestExpenseShortTermBorrowings / USD,,,,,,,,,,,,,,,,,,,,,,,2000000.0,6000000.0,8000000.0,15000000.0,1000000.0,1000000.0,1000000.0,10000000.0,,0.0,0.0,2000000.0,0.0,10000000.0,21000000.0,1000000.0,6000000.0,28000000.0,36000000.0,23000000.0,7000000.0,11000000.0,14000000.0
InterestIncomeDepositsWithFinancialInstitutions / USD,9000000.0,4000000.0,1000000.0,2000000.0,4000000.0,11000000.0,1000000.0,2000000.0,4000000.0,5000000.0,2000000.0,4000000.0,6000000.0,5000000.0,3000000.0,8000000.0,13000000.0,8000000.0,6000000.0,14000000.0,21000000.0,18000000.0,8000000.0,15000000.0,23000000.0,29000000.0,5000000.0,6000000.0,8000000.0,30000000.0,3000000.0,6000000.0,12000000.0,11000000.0,4000000.0,17000000.0,53000000.0,16000000.0,69000000.0,169000000.0,280000000.0,128000000.0,140000000.0,270000000.0,391000000.0
InterestIncomeExpenseAfterProvisionForLoanLoss / USD,1932000000.0,2814000000.0,687000000.0,1471000000.0,2214000000.0,2579000000.0,778000000.0,1541000000.0,2321000000.0,2982000000.0,813000000.0,1646000000.0,2505000000.0,3100000000.0,909000000.0,1865000000.0,2855000000.0,3389000000.0,1013000000.0,2049000000.0,3119000000.0,3852000000.0,1075000000.0,2144000000.0,3188000000.0,4206000000.0,560000000.0,1256000000.0,1965000000.0,4221000000.0,1257000000.0,2594000000.0,3772000000.0,2970000000.0,1144000000.0,2433000000.0,3975000000.0,4923000000.0,1475000000.0,2887000000.0,4237000000.0,5538000000.0,1271000000.0,2499000000.0,3696000000.0
InterestIncomeExpenseNet / USD,2279000000.0,3227000000.0,808000000.0,1641000000.0,2461000000.0,3058000000.0,836000000.0,1676000000.0,2532000000.0,3301000000.0,904000000.0,1827000000.0,2772000000.0,3402000000.0,1005000000.0,2031000000.0,3093000000.0,3758000000.0,1091000000.0,2212000000.0,3360000000.0,4173000000.0,1160000000.0,2326000000.0,3471000000.0,4532000000.0,1160000000.0,2320000000.0,3457000000.0,4614000000.0,1117000000.0,2241000000.0,3386000000.0,4586000000.0,1147000000.0,2652000000.0,4317000000.0,4512000000.0,1643000000.0,3231000000.0,4753000000.0,6012000000.0,1442000000.0,2852000000.0,4221000000.0
InterestIncomeSecuritiesTaxable / USD,348000000.0,618000000.0,149000000.0,303000000.0,458000000.0,477000000.0,159000000.0,314000000.0,468000000.0,619000000.0,145000000.0,286000000.0,432000000.0,621000000.0,160000000.0,314000000.0,469000000.0,584000000.0,168000000.0,333000000.0,500000000.0,625000000.0,166000000.0,330000000.0,483000000.0,672000000.0,147000000.0,277000000.0,398000000.0,642000000.0,128000000.0,252000000.0,368000000.0,519000000.0,138000000.0,339000000.0,582000000.0,487000000.0,266000000.0,533000000.0,823000000.0,840000000.0,399000000.0,816000000.0,1200000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,505000000.0,,,,716000000.0,,,,1184000000.0,,,,1560000000.0,,,,837000000.0,,,,347000000.0,,,,989000000.0,,,
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet / USD,23000000.0,17000000.0,16000000.0,-15000000.0,-13000000.0,-9000000.0,1000000.0,4000000.0,4000000.0,2000000.0,0.0,1000000.0,7000000.0,1000000.0,4000000.0,7000000.0,17000000.0,15000000.0,12000000.0,11000000.0,10000000.0,4000000.0,4000000.0,4000000.0,2000000.0,7000000.0,94000000.0,86000000.0,76000000.0,36000000.0,-141000000.0,334000000.0,624000000.0,-704000000.0,-514000000.0,-728000000.0,-904000000.0,-914000000.0,-938000000.0,-984000000.0,-621000000.0,-718000000.0,-612000000.0,-546000000.0,-396000000.0
InterestReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,495000000.0,495000000.0,495000000.0,495000000.0,449000000.0,449000000.0,449000000.0,449000000.0,450000000.0,450000000.0,450000000.0,450000000.0,820000000.0,820000000.0,820000000.0,820000000.0,875000000.0,875000000.0,875000000.0,875000000.0,816000000.0,816000000.0,816000000.0
LaborAndRelatedExpense / USD,1261000000.0,1743000000.0,405000000.0,872000000.0,1281000000.0,1652000000.0,419000000.0,830000000.0,1234000000.0,1678000000.0,425000000.0,857000000.0,1289000000.0,1636000000.0,446000000.0,878000000.0,1316000000.0,1714000000.0,470000000.0,923000000.0,1397000000.0,1766000000.0,509000000.0,1016000000.0,1524000000.0,1880000000.0,549000000.0,1062000000.0,1586000000.0,2026000000.0,548000000.0,1072000000.0,1581000000.0,2123000000.0,594000000.0,1277000000.0,1916000000.0,2132000000.0,658000000.0,1273000000.0,1932000000.0,2549000000.0,691000000.0,1336000000.0,1983000000.0
LeaseCost / USD,,,,,,,,,,,,,,,,,,,44000000.0,89000000.0,134000000.0,179000000.0,,,,179000000.0,,,,179000000.0,,,,173000000.0,,,,166000000.0,,,,224000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,859000000.0,845000000.0,823000000.0,806000000.0,,,,921000000.0,,,,879000000.0,,,,1180000000.0,,,,1085000000.0,,,,1083000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,249000000.0,262000000.0,269000000.0,,,,,294000000.0,,,,258000000.0,,,,324000000.0,,,,262000000.0,,,,267000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,150000000.0,,,,149000000.0,,,,157000000.0,,,,207000000.0,,,,210000000.0,,,,204000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,90000000.0,93000000.0,96000000.0,,,,,90000000.0,,,,78000000.0,,,,123000000.0,,,,111000000.0,,,,108000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,115000000.0,118000000.0,121000000.0,100000000.0,,,,111000000.0,,,,106000000.0,,,,142000000.0,,,,140000000.0,,,,140000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,140000000.0,143000000.0,146000000.0,125000000.0,,,,130000000.0,,,,129000000.0,,,,178000000.0,,,,161000000.0,,,,171000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,157000000.0,160000000.0,162000000.0,150000000.0,,,,147000000.0,,,,151000000.0,,,,206000000.0,,,,201000000.0,,,,193000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,97000000.0,95000000.0,90000000.0,85000000.0,,,,86000000.0,,,,79000000.0,,,,114000000.0,,,,108000000.0,,,,127000000.0,,,
Liabilities / USD,102958000000.0,102958000000.0,113589000000.0,113589000000.0,113589000000.0,113589000000.0,118562000000.0,118562000000.0,118562000000.0,118562000000.0,129773000000.0,129773000000.0,129773000000.0,129773000000.0,132066000000.0,132066000000.0,132066000000.0,132066000000.0,139701000000.0,139701000000.0,139701000000.0,139701000000.0,143532000000.0,143532000000.0,143532000000.0,143532000000.0,160676000000.0,160676000000.0,160676000000.0,160676000000.0,164989000000.0,164989000000.0,164989000000.0,164989000000.0,203043000000.0,203043000000.0,203043000000.0,203043000000.0,197622000000.0,197622000000.0,197622000000.0,197622000000.0,193267000000.0,193267000000.0,193267000000.0
LiabilitiesAndStockholdersEquity / USD,122154000000.0,122154000000.0,132857000000.0,132857000000.0,132857000000.0,132857000000.0,138208000000.0,138208000000.0,138208000000.0,138208000000.0,149520000000.0,149520000000.0,149520000000.0,149520000000.0,152336000000.0,152336000000.0,152336000000.0,152336000000.0,160518000000.0,160518000000.0,160518000000.0,160518000000.0,165733000000.0,165733000000.0,165733000000.0,165733000000.0,183349000000.0,183349000000.0,183349000000.0,183349000000.0,188409000000.0,188409000000.0,188409000000.0,188409000000.0,226733000000.0,226733000000.0,226733000000.0,226733000000.0,221964000000.0,221964000000.0,221964000000.0,221964000000.0,217521000000.0,217521000000.0,217521000000.0
LoansAndLeasesReceivableImpairedCommitmentToLend / USD,52000000.0,52000000.0,53000000.0,53000000.0,53000000.0,53000000.0,15000000.0,15000000.0,15000000.0,15000000.0,42000000.0,42000000.0,42000000.0,42000000.0,39000000.0,39000000.0,39000000.0,39000000.0,30000000.0,30000000.0,30000000.0,30000000.0,42000000.0,42000000.0,42000000.0,42000000.0,49000000.0,49000000.0,49000000.0,49000000.0,56000000.0,56000000.0,56000000.0,56000000.0,81000000.0,81000000.0,81000000.0,81000000.0,,,,221000000.0,,,
LoansHeldForSaleFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676000000.0,825000000.0,825000000.0,825000000.0
LoansReceivableFairValueDisclosure / USD,85724000000.0,85724000000.0,93674000000.0,93674000000.0,93674000000.0,93674000000.0,99026000000.0,99026000000.0,99026000000.0,99026000000.0,107537000000.0,107537000000.0,107537000000.0,107537000000.0,111168000000.0,111168000000.0,111168000000.0,111168000000.0,116627000000.0,116627000000.0,116627000000.0,116627000000.0,119792000000.0,119792000000.0,119792000000.0,119792000000.0,123678000000.0,123678000000.0,123678000000.0,123678000000.0,128156000000.0,128156000000.0,128156000000.0,128156000000.0,151601000000.0,151601000000.0,151601000000.0,151601000000.0,140504000000.0,140504000000.0,140504000000.0,140504000000.0,136293000000.0,136293000000.0,136293000000.0
LoansReceivableHeldForSaleAmount / USD,176000000.0,176000000.0,256000000.0,256000000.0,256000000.0,256000000.0,325000000.0,325000000.0,325000000.0,325000000.0,583000000.0,583000000.0,583000000.0,583000000.0,497000000.0,497000000.0,497000000.0,497000000.0,1219000000.0,1219000000.0,1219000000.0,1219000000.0,1946000000.0,1946000000.0,1946000000.0,1946000000.0,3564000000.0,3564000000.0,3564000000.0,3564000000.0,2733000000.0,2733000000.0,2733000000.0,2733000000.0,774000000.0,774000000.0,774000000.0,774000000.0,676000000.0,676000000.0,676000000.0,779000000.0,858000000.0,858000000.0,858000000.0
LongTermDebt / USD,1405000000.0,1405000000.0,4642000000.0,4642000000.0,4642000000.0,4642000000.0,9886000000.0,9886000000.0,9886000000.0,9886000000.0,12790000000.0,12790000000.0,12790000000.0,12790000000.0,11765000000.0,11765000000.0,11765000000.0,11765000000.0,15925000000.0,15925000000.0,15925000000.0,15925000000.0,14047000000.0,14047000000.0,14047000000.0,14047000000.0,8346000000.0,8346000000.0,8346000000.0,8346000000.0,6932000000.0,6932000000.0,6932000000.0,6932000000.0,15887000000.0,15887000000.0,15887000000.0,15887000000.0,13467000000.0,13467000000.0,13467000000.0,13467000000.0,12401000000.0,12401000000.0,12401000000.0
LongTermDebtFairValue / USD,1404000000.0,1404000000.0,4706000000.0,4706000000.0,4706000000.0,4706000000.0,9837000000.0,9837000000.0,9837000000.0,9837000000.0,12849000000.0,12849000000.0,12849000000.0,12849000000.0,11891000000.0,11891000000.0,11891000000.0,11891000000.0,15877000000.0,15877000000.0,15877000000.0,15877000000.0,14228000000.0,14228000000.0,14228000000.0,14228000000.0,8850000000.0,8850000000.0,8850000000.0,8850000000.0,7188000000.0,7188000000.0,7188000000.0,7188000000.0,15469000000.0,15469000000.0,15469000000.0,15469000000.0,13012000000.0,13012000000.0,13012000000.0,13012000000.0,12247000000.0,12247000000.0,12247000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,2367000000.0,2374000000.0,2372000000.0,2621000000.0,2614000000.0,2499000000.0,2513000000.0,1981000000.0,1981000000.0,1630000000.0,1630000000.0,1630000000.0,1630000000.0,1297000000.0,1297000000.0,1299000000.0,1297000000.0,1805000000.0,1820000000.0,2324000000.0,2023000000.0,2354000000.0,3862000000.0,,2653000000.0,,,,1877000000.0,,,,3077000000.0,,,,2489000000.0,,,,5949000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,0.0,0.0,0.0,0.0,0.0,5256000000.0,6004000000.0,4251000000.0,0.0,5997000000.0,5847000000.0,4097000000.0,0.0,6244000000.0,6743000000.0,3244000000.0,0.0,,,,2504000000.0,,,1364000000.0,1361000000.0,1945000000.0,1939000000.0,1933000000.0,1931000000.0,758000000.0,9002000000.0,7000000000.0,751000000.0,11858000000.0,5936000000.0,999000000.0,470000000.0,4662000000.0,2380000000.0,1945000000.0,1346000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,11000000.0,747000000.0,756000000.0,752000000.0,764000000.0,2000000.0,5000000.0,1009000000.0,1350000000.0,1318000000.0,352000000.0,1099000000.0,1098000000.0,1092000000.0,1083000000.0,745000000.0,741000000.0,751000000.0,759000000.0,768000000.0,769000000.0,293000000.0,292000000.0,292000000.0,,1402000000.0,,,,1022000000.0,,,,1000000.0,,,,1745000000.0,,,,1000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,13000000.0,11000000.0,10000000.0,8000000.0,7000000.0,753000000.0,2000000.0,2000000.0,2000000.0,2000000.0,1316000000.0,1325000000.0,1324000000.0,1316000000.0,1084000000.0,1082000000.0,1080000000.0,1087000000.0,2097000000.0,2114000000.0,2119000000.0,765000000.0,782000000.0,783000000.0,184000000.0,184000000.0,1228000000.0,1229000000.0,1229000000.0,1229000000.0,997000000.0,989000000.0,972000000.0,973000000.0,1000000.0,2000000.0,2000000.0,5000000.0,2218000000.0,2695000000.0,2696000000.0,2700000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,5000000.0,762000000.0,761000000.0,758000000.0,761000000.0,753000000.0,1514000000.0,1521000000.0,1511000000.0,1489000000.0,998000000.0,1762000000.0,1760000000.0,2492000000.0,1305000000.0,1303000000.0,1303000000.0,1316000000.0,1327000000.0,1341000000.0,3644000000.0,2115000000.0,2142000000.0,2145000000.0,780000000.0,778000000.0,108000000.0,107000000.0,107000000.0,108000000.0,1229000000.0,1878000000.0,1878000000.0,2477000000.0,1428000000.0,2014000000.0,2631000000.0,2518000000.0,9000000.0,9000000.0,8000000.0,4000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,755000000.0,3000000.0,0.0,0.0,5764000000.0,759000000.0,761000000.0,2807000000.0,8000000000.0,1487000000.0,1491000000.0,3491000000.0,5235000000.0,2473000000.0,2471000000.0,7972000000.0,9982000000.0,4989000000.0,4748000000.0,3201000000.0,6347000000.0,9359000000.0,1364000000.0,1971000000.0,1968000000.0,774000000.0,771000000.0,768000000.0,765000000.0,108000000.0,107000000.0,3357000000.0,8608000000.0,2488000000.0,2489000000.0,9489000000.0,6240000000.0,2971000000.0,3189000000.0,3330000000.0,2401000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,748000000.0,747000000.0,749000000.0,,1508000000.0,756000000.0,752000000.0,,1356000000.0,4000000.0,4000000.0,,923000000.0,172000000.0,2000000.0,,2000000.0,1000000.0,1000000.0,,107000000.0,106000000.0,17000000.0,,,,
MarketingAndAdvertisingExpense / USD,56000000.0,86000000.0,20000000.0,41000000.0,60000000.0,76000000.0,22000000.0,51000000.0,76000000.0,86000000.0,24000000.0,49000000.0,73000000.0,101000000.0,26000000.0,55000000.0,82000000.0,98000000.0,25000000.0,59000000.0,95000000.0,105000000.0,27000000.0,55000000.0,86000000.0,129000000.0,24000000.0,51000000.0,75000000.0,112000000.0,19000000.0,50000000.0,82000000.0,100000000.0,26000000.0,65000000.0,119000000.0,111000000.0,38000000.0,94000000.0,142000000.0,166000000.0,35000000.0,84000000.0,124000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-2335000000.0,-3264000000.0,4431000000.0,7188000000.0,6332000000.0,-502000000.0,3370000000.0,4048000000.0,1845000000.0,9403000000.0,717000000.0,5503000000.0,7331000000.0,4485000000.0,579000000.0,1811000000.0,890000000.0,10455000000.0,1241000000.0,2791000000.0,4815000000.0,1429000000.0,-639000000.0,-328000000.0,584000000.0,6352000000.0,10767000000.0,13072000000.0,12084000000.0,1490000000.0,3689000000.0,1721000000.0,2800000000.0,15372000000.0,3138000000.0,11040000000.0,8803000000.0,4636000000.0,-5219000000.0,-4897000000.0,-2461000000.0,9907000000.0,-1622000000.0,-2463000000.0,-3610000000.0
NetCashProvidedByUsedInInvestingActivities / USD,218000000.0,919000000.0,-5036000000.0,-5610000000.0,-7407000000.0,-2453000000.0,-1740000000.0,-4970000000.0,-4196000000.0,-10274000000.0,-2321000000.0,-5637000000.0,-8699000000.0,-5905000000.0,-1143000000.0,-1885000000.0,-3924000000.0,-11326000000.0,-1118000000.0,-3373000000.0,-5063000000.0,-3984000000.0,-1471000000.0,-1288000000.0,-1786000000.0,-7077000000.0,-8768000000.0,-7599000000.0,-5499000000.0,-3875000000.0,-1072000000.0,-1703000000.0,-2987000000.0,-6136000000.0,-3914000000.0,-13362000000.0,-12479000000.0,-10486000000.0,1492000000.0,4641000000.0,5023000000.0,-12637000000.0,1039000000.0,1218000000.0,1379000000.0
NetCashProvidedByUsedInOperatingActivities / USD,1636000000.0,1714000000.0,700000000.0,1021000000.0,1207000000.0,2649000000.0,98000000.0,515000000.0,831000000.0,1390000000.0,374000000.0,704000000.0,1198000000.0,1229000000.0,853000000.0,537000000.0,1450000000.0,1490000000.0,704000000.0,1415000000.0,1207000000.0,1883000000.0,472000000.0,577000000.0,970000000.0,1767000000.0,-1327000000.0,-1413000000.0,-755000000.0,1697000000.0,-690000000.0,-110000000.0,1170000000.0,111000000.0,1554000000.0,-322000000.0,2678000000.0,2275000000.0,1154000000.0,1276000000.0,2291000000.0,4119000000.0,554000000.0,1388000000.0,1518000000.0
NetIncomeLoss / USD,-3578000000.0,643000000.0,166000000.0,479000000.0,668000000.0,-3426000000.0,209000000.0,399000000.0,619000000.0,865000000.0,223000000.0,466000000.0,763000000.0,840000000.0,320000000.0,638000000.0,986000000.0,1045000000.0,388000000.0,813000000.0,1256000000.0,1652000000.0,439000000.0,892000000.0,1341000000.0,1721000000.0,34000000.0,287000000.0,601000000.0,1791000000.0,611000000.0,1259000000.0,1789000000.0,1057000000.0,420000000.0,784000000.0,1420000000.0,2319000000.0,511000000.0,989000000.0,1419000000.0,2073000000.0,334000000.0,726000000.0,1108000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,-3578000000.0,643000000.0,166000000.0,479000000.0,668000000.0,-3426000000.0,209000000.0,399000000.0,612000000.0,865000000.0,216000000.0,459000000.0,749000000.0,833000000.0,313000000.0,631000000.0,972000000.0,1031000000.0,381000000.0,806000000.0,1242000000.0,1638000000.0,424000000.0,859000000.0,1291000000.0,1692000000.0,12000000.0,237000000.0,526000000.0,1718000000.0,588000000.0,1204000000.0,1708000000.0,950000000.0,396000000.0,728000000.0,1339000000.0,2206000000.0,488000000.0,932000000.0,1332000000.0,1960000000.0,304000000.0,661000000.0,1005000000.0
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,918000000.0,996000000.0,0.0,,,,992000000.0,,,
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,27171000000.0,27102000000.0,0.0,,,,27113000000.0,,,
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,24966000000.0,24975000000.0,0.0,,,,24982000000.0,,,
