fact_unit,2009-07-27,2009-10-26,2010-02-18,2010-04-26,2010-07-26,2010-11-01,2011-02-17,2011-05-02,2011-08-01,2011-10-31,2012-02-16,2012-04-30,2012-07-30,2012-10-29,2013-02-21,2013-04-29,2013-07-29,2013-10-28,2014-02-20,2014-04-24,2014-07-23,2014-10-24,2015-02-19,2015-04-27,2015-07-27,2015-10-26,2016-02-18,2016-04-21,2016-07-22,2016-10-21,2017-02-16,2017-04-24,2017-07-21,2017-10-20,2018-02-15,2018-06-28,2018-07-20,2018-10-19,2019-02-21,2019-04-19,2019-07-19,2019-10-18,2020-02-20,2020-04-28,2020-07-17,2020-10-20,2021-02-18,2021-04-16,2021-07-20,2021-10-21,2022-02-17,2022-04-22,2022-07-22,2022-10-20,2023-02-16,2023-04-21,2023-07-21,2023-10-19,2024-02-15,2024-04-19,2024-07-19,2024-10-17,2025-02-20,2025-04-30,2025-07-30,2025-10-29
AccountsAndOtherReceivablesNetCurrent / USD,,,,,,,,,,,307000000.0,,,,290000000.0,,290000000.0,,223000000.0,,,,277000000.0,,,,439000000.0,,,,362000000.0,,,,364000000.0,364000000.0,,,339000000.0,,,,336000000.0,,,,274000000.0,,,,314000000.0,,,,465000000.0,,,,479000000.0,,,,385000000.0,,,
AccountsPayableAndAccruedLiabilitiesCurrent / USD,,2724000000.0,2724000000.0,2648000000.0,2648000000.0,2648000000.0,2648000000.0,3002000000.0,3002000000.0,3002000000.0,3002000000.0,2996000000.0,2996000000.0,2996000000.0,2996000000.0,3061000000.0,2996000000.0,3061000000.0,3061000000.0,3265000000.0,3265000000.0,3265000000.0,3265000000.0,3548000000.0,3548000000.0,3548000000.0,3547000000.0,3490000000.0,3490000000.0,3419000000.0,3419000000.0,3510000000.0,3460000000.0,3460000000.0,3460000000.0,3460000000.0,3781000000.0,3781000000.0,3781000000.0,3623000000.0,3623000000.0,3623000000.0,3623000000.0,3496000000.0,3496000000.0,3496000000.0,3496000000.0,3792000000.0,3792000000.0,3792000000.0,3792000000.0,4392000000.0,4392000000.0,4392000000.0,4392000000.0,4087000000.0,4087000000.0,4087000000.0,4087000000.0,4467000000.0,4467000000.0,4467000000.0,4161000000.0,3731000000.0,3731000000.0,3731000000.0
AccountsPayableTradeCurrent / USD,,,,,,,1384000000.0,,,,1626000000.0,,,,1612000000.0,,1612000000.0,,1620000000.0,,,,1790000000.0,,,,1919000000.0,,,,1886000000.0,,,,1907000000.0,1907000000.0,,,2321000000.0,,,,2177000000.0,,,,2098000000.0,,,,2259000000.0,,,,2734000000.0,,,,2538000000.0,,,,2438000000.0,,,
AccountsReceivableNetCurrent / USD,,,,,,,2283000000.0,,,,2447000000.0,,,,2512000000.0,,2512000000.0,,2568000000.0,,,,2449000000.0,,,,2366000000.0,,,,2343000000.0,,,,2288000000.0,2288000000.0,,,2559000000.0,,,,2505000000.0,,,,2479000000.0,,,,2412000000.0,,,,2687000000.0,,,,2824000000.0,,,,2622000000.0,,,
AccrualForEnvironmentalLossContingencies / USD,,,,,287000000.0,287000000.0,287000000.0,272000000.0,272000000.0,272000000.0,272000000.0,226000000.0,226000000.0,226000000.0,226000000.0,332000000.0,226000000.0,332000000.0,332000000.0,310000000.0,337000000.0,337000000.0,337000000.0,317000000.0,317000000.0,317000000.0,317000000.0,233000000.0,233000000.0,233000000.0,233000000.0,285000000.0,285000000.0,285000000.0,285000000.0,285000000.0,258000000.0,258000000.0,258000000.0,291000000.0,291000000.0,291000000.0,291000000.0,304000000.0,304000000.0,304000000.0,304000000.0,300000000.0,300000000.0,300000000.0,300000000.0,282000000.0,282000000.0,282000000.0,282000000.0,217000000.0,217000000.0,217000000.0,217000000.0,227000000.0,227000000.0,227000000.0,227000000.0,222000000.0,222000000.0,222000000.0
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,59000000.0,59000000.0,59000000.0,83000000.0,83000000.0,83000000.0,83000000.0,59000000.0,59000000.0,59000000.0,59000000.0,101000000.0,59000000.0,101000000.0,101000000.0,105000000.0,133000000.0,133000000.0,133000000.0,141000000.0,141000000.0,141000000.0,141000000.0,51000000.0,51000000.0,51000000.0,51000000.0,76000000.0,76000000.0,76000000.0,76000000.0,76000000.0,73000000.0,73000000.0,73000000.0,105000000.0,105000000.0,105000000.0,105000000.0,62000000.0,62000000.0,62000000.0,62000000.0,99000000.0,99000000.0,99000000.0,99000000.0,97000000.0,97000000.0,97000000.0,97000000.0,50000000.0,50000000.0,50000000.0,50000000.0,52000000.0,52000000.0,52000000.0,52000000.0,39000000.0,39000000.0,39000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,51000000.0,,51000000.0,,71000000.0,,,,80000000.0,,,,61000000.0,,,,106000000.0,,,,94000000.0,94000000.0,,,100000000.0,,,,112000000.0,,,,46000000.0,,,,46000000.0,,,,36000000.0,,,,37000000.0,,,,128000000.0,,,
AccruedSalariesCurrent / USD,,,,,,,355000000.0,,,,405000000.0,,,,414000000.0,,414000000.0,,459000000.0,,,,506000000.0,,,,497000000.0,,,,466000000.0,,,,443000000.0,443000000.0,,,441000000.0,,,,424000000.0,,,,455000000.0,,,,505000000.0,,,,534000000.0,,,,501000000.0,,,,630000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,5245000000.0,5245000000.0,5245000000.0,5559000000.0,5559000000.0,5559000000.0,5559000000.0,5729000000.0,5729000000.0,5729000000.0,5729000000.0,5893000000.0,5893000000.0,5893000000.0,5893000000.0,6142000000.0,5893000000.0,6142000000.0,6142000000.0,4805000000.0,4805000000.0,4805000000.0,4805000000.0,4378000000.0,4378000000.0,4378000000.0,4378000000.0,4434000000.0,4434000000.0,3927000000.0,3927000000.0,3875000000.0,3398000000.0,3398000000.0,3397000000.0,3397000000.0,3770000000.0,3770000000.0,3770000000.0,3828000000.0,3828000000.0,3828000000.0,3828000000.0,4082000000.0,4082000000.0,4082000000.0,4082000000.0,4349000000.0,4349000000.0,4349000000.0,4349000000.0,4532000000.0,4532000000.0,4532000000.0,4532000000.0,4649000000.0,4649000000.0,4649000000.0,4649000000.0,4963000000.0,4963000000.0,4963000000.0,4505000000.0,4217000000.0,4217000000.0,4217000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1628000000.0,-1628000000.0,-1628000000.0,-1261000000.0,-1261000000.0,-1261000000.0,-1261000000.0,-1411000000.0,-1411000000.0,-1411000000.0,-1411000000.0,-1800000000.0,-1800000000.0,-1800000000.0,-1800000000.0,-1666000000.0,-1800000000.0,-1666000000.0,-1666000000.0,-1666000000.0,-1666000000.0,-1260000000.0,-1260000000.0,-1260000000.0,-1260000000.0,-1260000000.0,-2116000000.0,-2116000000.0,-2116000000.0,-2116000000.0,-2702000000.0,-2702000000.0,-2702000000.0,-2702000000.0,-2356000000.0,-2356000000.0,-2356000000.0,-2356000000.0,-2057000000.0,-2057000000.0,-2057000000.0,-2057000000.0,-2300000000.0,-2300000000.0,-2300000000.0,-2300000000.0,-2350000000.0,-2350000000.0,-2350000000.0,-2350000000.0,-2599000000.0,-2750000000.0,-2750000000.0,-2750000000.0,-2750000000.0,-2810000000.0,-2810000000.0,-2810000000.0,-2810000000.0,-2239000000.0,-2239000000.0,-2239000000.0,-2239000000.0,-3108000000.0,-3108000000.0,-3108000000.0
AdditionalPaidInCapitalCommonStock / USD,,,580000000.0,609000000.0,609000000.0,609000000.0,609000000.0,725000000.0,725000000.0,725000000.0,725000000.0,783000000.0,783000000.0,783000000.0,783000000.0,870000000.0,783000000.0,870000000.0,870000000.0,953000000.0,953000000.0,953000000.0,953000000.0,1028000000.0,1028000000.0,1028000000.0,1028000000.0,635000000.0,635000000.0,635000000.0,635000000.0,701000000.0,701000000.0,701000000.0,701000000.0,707000000.0,756000000.0,756000000.0,756000000.0,899000000.0,788000000.0,788000000.0,788000000.0,950000000.0,950000000.0,950000000.0,950000000.0,1008000000.0,1008000000.0,1008000000.0,1008000000.0,1081000000.0,1081000000.0,1081000000.0,1081000000.0,1130000000.0,1130000000.0,1130000000.0,1130000000.0,1202000000.0,1202000000.0,1202000000.0,1202000000.0,1272000000.0,1272000000.0,1272000000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition / USD,,,,,,,,,-3000000.0,2000000.0,6000000.0,-11000000.0,-3000000.0,4000000.0,12000000.0,5000000.0,12000000.0,40000000.0,11000000.0,-2000000.0,14000000.0,40000000.0,55000000.0,7000000.0,24000000.0,40000000.0,58000000.0,2000000.0,23000000.0,34000000.0,64000000.0,-16000000.0,-9000000.0,12000000.0,46000000.0,46000000.0,-16000000.0,-8000000.0,35000000.0,-19000000.0,-19000000.0,-19000000.0,4000000.0,-10000000.0,-10000000.0,-10000000.0,4000000.0,-8000000.0,-8000000.0,-8000000.0,10000000.0,-4000000.0,-4000000.0,-4000000.0,13000000.0,-12000000.0,-12000000.0,-12000000.0,25000000.0,-1000000.0,-1000000.0,-1000000.0,10000000.0,-11000000.0,-11000000.0,-11000000.0
AdvertisingExpense / USD,,,,,,,310000000.0,,,,268000000.0,,,,288000000.0,,288000000.0,,245000000.0,,,,174000000.0,,,,235000000.0,,,,297000000.0,,,,324000000.0,324000000.0,,,322000000.0,,,,313000000.0,,,,280000000.0,,,,283000000.0,,,,223000000.0,,,,243000000.0,,,,159000000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,122000000.0,,,,91000000.0,,,,71000000.0,,71000000.0,,77000000.0,,,,74000000.0,,,,87000000.0,,,,46000000.0,,,,36000000.0,36000000.0,,,25000000.0,,,,24000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0,44000000.0,44000000.0,44000000.0,44000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,31000000.0,29000000.0,23000000.0,23000000.0,23000000.0
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,-1000000.0,-1000000.0,,-1000000.0,-1000000.0,-1000000.0,,,-8000000.0,-12000000.0,-18000000.0,0.0,7000000.0,4000000.0,3000000.0,-1000000.0,-2000000.0,-3000000.0,-2000000.0,0.0,0.0,0.0
AllowanceForDoubtfulAccountsReceivableRecoveries / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14000000.0,6000000.0,44000000.0,46000000.0,55000000.0,3000000.0,7000000.0,15000000.0,19000000.0,2000000.0,2000000.0,6000000.0
AmortizationOfIntangibleAssets / USD,,,,,61000000.0,93000000.0,135000000.0,32000000.0,62000000.0,92000000.0,126000000.0,31000000.0,62000000.0,92000000.0,124000000.0,29000000.0,123000000.0,27000000.0,120000000.0,26000000.0,60000000.0,88000000.0,107000000.0,30000000.0,61000000.0,93000000.0,119000000.0,33000000.0,66000000.0,99000000.0,126000000.0,30000000.0,60000000.0,91000000.0,132000000.0,132000000.0,63000000.0,95000000.0,121000000.0,36000000.0,70000000.0,103000000.0,129000000.0,32000000.0,67000000.0,101000000.0,143000000.0,36000000.0,68000000.0,104000000.0,136000000.0,39000000.0,80000000.0,126000000.0,138000000.0,43000000.0,85000000.0,125000000.0,172000000.0,41000000.0,81000000.0,121000000.0,145000000.0,35000000.0,70000000.0,100000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,7100000.0,7000000.0,5100000.0,3700000.0,2600000.0,1800000.0,6200000.0,600000.0,0.0,600000.0,1200000.0,0.0,1200000.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,1100000.0,1100000.0,1000000.0,600000.0,1600000.0,1000000.0,1000000.0,1000000.0,1500000.0,2100000.0,2000000.0,900000.0,0.0,500000.0,0.0,1400000.0,500000.0,500000.0,900000.0,900000.0,1200000.0,900000.0,900000.0,900000.0,400000.0,700000.0,1300000.0
AssetImpairmentCharges / USD,,,,,-69000000.0,-69000000.0,69000000.0,,,,32000000.0,53000000.0,53000000.0,53000000.0,53000000.0,53000000.0,53000000.0,53000000.0,53000000.0,,,,53000000.0,,19000000.0,19000000.0,,19000000.0,19000000.0,19000000.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,9000000.0,9000000.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,21000000.0,93000000.0,290000000.0,290000000.0,290000000.0,21000000.0,,,,231000000.0,,,
AssetRetirementObligation / USD,,,,,,,13000000.0,,,,13000000.0,,,,12000000.0,,12000000.0,,13000000.0,,,,12000000.0,,,,18000000.0,,,,13000000.0,,,,18000000.0,18000000.0,,,19000000.0,,,,22000000.0,,,,21000000.0,,,,21000000.0,,,,22000000.0,,,,23000000.0,,,,15000000.0,,,
