fact_unit,2009-07-29,2009-10-30,2010-02-23,2010-04-30,2010-07-30,2010-11-04,2011-02-25,2011-05-05,2011-08-05,2011-11-04,2012-02-24,2012-05-04,2012-08-03,2012-11-02,2013-02-22,2013-05-03,2013-08-02,2013-11-01,2014-02-24,2014-05-02,2014-07-31,2014-10-31,2015-02-24,2015-05-05,2015-08-04,2015-11-05,2016-02-24,2016-05-04,2016-08-04,2016-11-03,2017-02-23,2017-05-03,2017-08-03,2017-11-02,2018-02-22,2018-05-03,2018-08-02,2018-11-02,2019-02-22,2019-04-30,2019-07-31,2019-10-31,2020-02-20,2020-04-22,2020-07-22,2020-10-21,2021-02-05,2021-04-28,2021-07-22,2021-10-27,2022-02-04,2022-04-27,2022-07-27,2022-10-26,2023-02-03,2023-04-26,2023-07-26,2023-10-25,2024-02-02,2024-04-24,2024-07-24,2024-10-23,2025-02-14,2025-04-24,2025-07-29,2025-10-23
AccountsPayableCurrent / USD,324000000.0,324000000.0,324000000.0,503000000.0,503000000.0,503000000.0,503000000.0,621000000.0,621000000.0,621000000.0,621000000.0,625000000.0,625000000.0,625000000.0,625000000.0,625000000.0,444000000.0,444000000.0,444000000.0,422000000.0,422000000.0,422000000.0,422000000.0,437000000.0,437000000.0,437000000.0,437000000.0,386000000.0,386000000.0,386000000.0,386000000.0,396000000.0,396000000.0,396000000.0,396000000.0,466000000.0,466000000.0,466000000.0,466000000.0,478000000.0,478000000.0,478000000.0,478000000.0,388000000.0,388000000.0,388000000.0,388000000.0,415000000.0,415000000.0,415000000.0,415000000.0,571000000.0,571000000.0,571000000.0,571000000.0,851000000.0,851000000.0,851000000.0,851000000.0,802000000.0,802000000.0,802000000.0,802000000.0,820000000.0,820000000.0,820000000.0
AccountsReceivableNetCurrent / USD,913000000.0,913000000.0,913000000.0,1277000000.0,1277000000.0,1277000000.0,1277000000.0,1518000000.0,1518000000.0,1518000000.0,1518000000.0,1545000000.0,1545000000.0,1545000000.0,1545000000.0,1545000000.0,1230000000.0,1230000000.0,1230000000.0,1203000000.0,1203000000.0,1203000000.0,1203000000.0,1246000000.0,1246000000.0,1246000000.0,1246000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1267000000.0,1267000000.0,1267000000.0,1267000000.0,1278000000.0,1278000000.0,1278000000.0,1278000000.0,1207000000.0,1207000000.0,1207000000.0,1207000000.0,1074000000.0,1074000000.0,1074000000.0,1074000000.0,1414000000.0,1414000000.0,1414000000.0,1414000000.0,1701000000.0,1701000000.0,1701000000.0,1701000000.0,1895000000.0,1895000000.0,1895000000.0,1895000000.0,1787000000.0,1787000000.0,1787000000.0,1787000000.0,1719000000.0,1719000000.0,1719000000.0
AccruedIncomeTaxesCurrent / USD,40000000.0,40000000.0,40000000.0,128000000.0,128000000.0,128000000.0,128000000.0,109000000.0,109000000.0,109000000.0,109000000.0,101000000.0,101000000.0,101000000.0,101000000.0,101000000.0,79000000.0,79000000.0,79000000.0,119000000.0,119000000.0,119000000.0,119000000.0,71000000.0,71000000.0,71000000.0,71000000.0,95000000.0,95000000.0,95000000.0,95000000.0,83000000.0,83000000.0,83000000.0,83000000.0,128000000.0,128000000.0,128000000.0,128000000.0,103000000.0,103000000.0,103000000.0,103000000.0,46000000.0,46000000.0,46000000.0,46000000.0,134000000.0,134000000.0,134000000.0,134000000.0,121000000.0,121000000.0,121000000.0,121000000.0,189000000.0,189000000.0,189000000.0,189000000.0,172000000.0,172000000.0,172000000.0,172000000.0,159000000.0,159000000.0,159000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,4017000000.0,4017000000.0,4017000000.0,3547000000.0,3547000000.0,3547000000.0,3547000000.0,3227000000.0,3227000000.0,3227000000.0,3227000000.0,2705000000.0,2705000000.0,2705000000.0,2705000000.0,2705000000.0,2979000000.0,2979000000.0,2979000000.0,3157000000.0,3157000000.0,3157000000.0,3157000000.0,3426000000.0,3426000000.0,3426000000.0,3426000000.0,2869000000.0,2869000000.0,2869000000.0,2869000000.0,2411000000.0,2411000000.0,2411000000.0,2411000000.0,2125000000.0,2125000000.0,2125000000.0,2125000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2437000000.0,2437000000.0,2437000000.0,2437000000.0,2512000000.0,2512000000.0,2512000000.0,2512000000.0,2717000000.0,2717000000.0,2717000000.0,2717000000.0,3074000000.0,3074000000.0,3074000000.0,3074000000.0,3269000000.0,3269000000.0,3269000000.0,3269000000.0,3907000000.0,3907000000.0,3907000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-790000000.0,-790000000.0,-790000000.0,-621000000.0,-621000000.0,-621000000.0,-621000000.0,-701000000.0,-701000000.0,-701000000.0,-701000000.0,-776000000.0,-776000000.0,-776000000.0,-776000000.0,-776000000.0,-699000000.0,-699000000.0,-699000000.0,-528000000.0,-528000000.0,-528000000.0,-528000000.0,-532000000.0,-532000000.0,-532000000.0,-532000000.0,-532000000.0,-532000000.0,-532000000.0,-532000000.0,-526000000.0,-526000000.0,-526000000.0,-526000000.0,-384000000.0,-384000000.0,-384000000.0,-384000000.0,-473000000.0,-473000000.0,-473000000.0,-473000000.0,-347000000.0,-347000000.0,-347000000.0,-347000000.0,-360000000.0,-360000000.0,-360000000.0,-360000000.0,-157000000.0,-157000000.0,-157000000.0,-157000000.0,-254000000.0,-254000000.0,-254000000.0,-254000000.0,-205000000.0,-205000000.0,-205000000.0,-205000000.0,-140000000.0,-140000000.0,-140000000.0
AdditionalPaidInCapitalCommonStock / USD,1022000000.0,1022000000.0,1022000000.0,1086000000.0,1086000000.0,1086000000.0,1086000000.0,1114000000.0,1114000000.0,1114000000.0,1114000000.0,1194000000.0,1194000000.0,1194000000.0,1194000000.0,1194000000.0,1176000000.0,1176000000.0,1176000000.0,1211000000.0,1211000000.0,1211000000.0,1211000000.0,1368000000.0,1368000000.0,1368000000.0,1368000000.0,1629000000.0,1629000000.0,1629000000.0,1629000000.0,1674000000.0,1674000000.0,1674000000.0,1674000000.0,1776000000.0,1776000000.0,1776000000.0,1776000000.0,1950000000.0,1950000000.0,1950000000.0,1950000000.0,2110000000.0,2110000000.0,2110000000.0,2110000000.0,2333000000.0,2333000000.0,2333000000.0,2333000000.0,2630000000.0,2630000000.0,2630000000.0,2630000000.0,2951000000.0,2951000000.0,2951000000.0,2951000000.0,3362000000.0,3362000000.0,3362000000.0,3362000000.0,3935000000.0,3935000000.0,3935000000.0
AdvertisingExpense / USD,,,,,,,123000000.0,,,,42000000.0,,,,44000000.0,44000000.0,,,43000000.0,,,,46000000.0,,,,46000000.0,,,,45000000.0,,,,46000000.0,,,,44000000.0,,,,39000000.0,,,,34000000.0,,,,30000000.0,,,,28000000.0,,,,27000000.0,,,,27000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,-30000000.0,-30000000.0,,23000000.0,23000000.0,23000000.0,,18000000.0,18000000.0,18000000.0,18000000.0,19000000.0,19000000.0,19000000.0,19000000.0,19000000.0,31000000.0,31000000.0,31000000.0,22000000.0,22000000.0,22000000.0,22000000.0,12000000.0,12000000.0,12000000.0,12000000.0,7000000.0,7000000.0,7000000.0,7000000.0,17000000.0,17000000.0,17000000.0,17000000.0,8000000.0,8000000.0,8000000.0,8000000.0,19000000.0,19000000.0,19000000.0,19000000.0,8000000.0,8000000.0,8000000.0,8000000.0,11000000.0,11000000.0,11000000.0,11000000.0,8000000.0,8000000.0,8000000.0,8000000.0,13000000.0,13000000.0,13000000.0,13000000.0,16000000.0,16000000.0,16000000.0,16000000.0,21000000.0,21000000.0,21000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,140000000.0,137.0,123000000.0,101.0,97000000.0,96000000.0,135000000.0,10000000.0,8000000.0,56000000.0,66000000.0,66000000.0,51000000.0,65000000.0,24000000.0,31000000.0,23000000.0,0.0,52000000.0,10000000.0,12000000.0,11000000.0,0.0,12000000.0,12000000.0,12000000.0,11000000.0,22000000.0,19000000.0,15000000.0,12000000.0,6000000.0,6000000.0,6000000.0,0.0,5000000.0,5000000.0,4000000.0,6000000.0,9000000.0,9000000.0,7000000.0,4000000.0,9000000.0,9000000.0,4000000.0,6000000.0,3000000.0,3000000.0,3000000.0,4000000.0,5000000.0,5000000.0,5000000.0,3000000.0,8000000.0,9000000.0,9000000.0,5000000.0,14000000.0,11000000.0,9000000.0
Assets / USD,11923000000.0,11923000000.0,11923000000.0,12119000000.0,12119000000.0,12119000000.0,12119000000.0,13401000000.0,13401000000.0,13401000000.0,13401000000.0,20497000000.0,20497000000.0,20497000000.0,20497000000.0,20497000000.0,20021000000.0,20021000000.0,20021000000.0,18938000000.0,18938000000.0,18938000000.0,18938000000.0,17722000000.0,17722000000.0,17722000000.0,17372000000.0,16230000000.0,16230000000.0,16230000000.0,16230000000.0,16431000000.0,16431000000.0,16431000000.0,16431000000.0,17642000000.0,17642000000.0,17642000000.0,17642000000.0,17137000000.0,17137000000.0,17137000000.0,17137000000.0,18018000000.0,18018000000.0,18018000000.0,18018000000.0,19351000000.0,19351000000.0,19351000000.0,19351000000.0,24676000000.0,24676000000.0,24676000000.0,24676000000.0,27207000000.0,27207000000.0,27207000000.0,27207000000.0,32348000000.0,32348000000.0,32348000000.0,32348000000.0,35509000000.0,35509000000.0,35509000000.0
