fact_unit,2010-08-06,2010-11-05,2011-02-28,2011-03-14,2011-05-10,2011-08-10,2011-08-19,2011-11-09,2012-02-29,2012-05-10,2012-08-09,2012-11-07,2013-02-28,2013-05-08,2013-08-06,2013-08-08,2013-11-05,2014-02-27,2014-05-09,2014-08-06,2014-11-06,2015-02-24,2015-05-06,2015-08-06,2015-08-21,2015-11-05,2016-02-29,2016-03-10,2016-05-10,2016-08-09,2016-11-07,2017-03-01,2017-05-09,2017-08-07,2017-11-06,2018-02-28,2018-05-08,2018-06-06,2018-08-06,2018-11-02,2019-02-27,2019-05-03,2019-08-01,2019-11-01,2020-02-26,2020-04-30,2020-07-30,2020-10-29,2021-02-23,2021-04-29,2021-08-04,2021-10-28,2022-02-24,2022-04-28,2022-07-28,2022-10-27,2023-02-24,2023-04-27,2023-07-27,2023-10-26,2024-02-22,2024-04-25,2024-07-25,2024-10-31,2025-02-25,2025-04-24,2025-08-01,2025-10-30
AccountsPayableOtherCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772000000.0,,772000000.0,772000000.0,772000000.0,691000000.0,691000000.0,691000000.0,691000000.0,856000000.0,856000000.0,,856000000.0,862000000.0,862000000.0,854000000.0,857000000.0,898000000.0,898000000.0,898000000.0,898000000.0,975000000.0,975000000.0,,975000000.0,1073000000.0,1073000000.0,,1073000000.0,1053000000.0,1053000000.0,1053000000.0
AccountsReceivableNetCurrent / USD,,,816000000.0,816000000.0,839000000.0,816000000.0,839000000.0,839000000.0,839000000.0,910000000.0,910000000.0,910000000.0,910000000.0,933000000.0,933000000.0,910000000.0,933000000.0,933000000.0,1041000000.0,1041000000.0,1041000000.0,1041000000.0,1044000000.0,1044000000.0,1041000000.0,1044000000.0,1044000000.0,1044000000.0,1258000000.0,1258000000.0,1258000000.0,1258000000.0,2080000000.0,2080000000.0,2080000000.0,2080000000.0,2246000000.0,2080000000.0,2246000000.0,2246000000.0,2246000000.0,2379000000.0,2379000000.0,2379000000.0,2379000000.0,2621000000.0,2621000000.0,2621000000.0,2621000000.0,2555000000.0,2555000000.0,2408000000.0,2408000000.0,2370000000.0,2370000000.0,2370000000.0,2370000000.0,2387000000.0,2387000000.0,2387000000.0,2387000000.0,2572000000.0,2572000000.0,2572000000.0,2572000000.0,2494000000.0,2494000000.0,2494000000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,25000000.0,28000000.0,28000000.0,28000000.0,28000000.0,29000000.0,29000000.0,28000000.0,29000000.0,29000000.0,29000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,27000000.0,27000000.0,33000000.0,27000000.0,,33000000.0,33000000.0,20000000.0,20000000.0,20000000.0,20000000.0,30000000.0,30000000.0,30000000.0,30000000.0,34000000.0,34000000.0,34000000.0,35000000.0,23000000.0,23000000.0,23000000.0,23000000.0,9000000.0,9000000.0,9000000.0,9000000.0,19000000.0,19000000.0,19000000.0,19000000.0,18000000.0,18000000.0,18000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,51000000.0,44000000.0,44000000.0,51000000.0,,44000000.0,44000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000000.0,78000000.0,,,78000000.0,98000000.0,,
AccruedEmployeeBenefitsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,65000000.0,,65000000.0,65000000.0,32000000.0,,32000000.0,32000000.0,31000000.0,,,31000000.0,28000000.0,,
AccruedSalesCommissionCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000000.0,177000000.0,177000000.0,177000000.0,184000000.0,,,184000000.0,,184000000.0,,,172000000.0,,,169000000.0,169000000.0,,,,179000000.0,,173000000.0,95000000.0,95000000.0,101000000.0,,101000000.0,101000000.0,124000000.0,,124000000.0,124000000.0,106000000.0,,,106000000.0,97000000.0,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,257000000.0,257000000.0,,,,,,,356000000.0,,,,372000000.0,,,372000000.0,,386000000.0,,,,413000000.0,,,413000000.0,,468000000.0,468000000.0,,,,497000000.0,,,,528000000.0,,528000000.0,,,642000000.0,,,,877000000.0,,,,768000000.0,,,,891000000.0,,,,1121000000.0,,,,1241000000.0,,,,1269000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,-38000000.0,-38000000.0,,,,42000000.0,,,,22000000.0,,22000000.0,,,51000000.0,,,,277000000.0,,,,120000000.0,,,,66000000.0,,,,146000000.0,,,,170000000.0,,,,189000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-594000000.0,-594000000.0,-594000000.0,-594000000.0,-541000000.0,-594000000.0,-541000000.0,-541000000.0,-594000000.0,-747000000.0,-747000000.0,-747000000.0,-543000000.0,,,-543000000.0,,-541000000.0,-693000000.0,-693000000.0,-693000000.0,-744000000.0,-1066000000.0,-1066000000.0,-744000000.0,-1066000000.0,-850000000.0,-850000000.0,-1037000000.0,-1037000000.0,-1037000000.0,-1037000000.0,-1884000000.0,-1884000000.0,-1884000000.0,-1884000000.0,-1513000000.0,-1884000000.0,-1513000000.0,-1513000000.0,-1513000000.0,-1961000000.0,-1961000000.0,-1961000000.0,-1961000000.0,-2227000000.0,-2227000000.0,-2227000000.0,-2227000000.0,-2359000000.0,-2359000000.0,-2359000000.0,-2359000000.0,-2186000000.0,-2186000000.0,-2186000000.0,-2186000000.0,-2621000000.0,-2621000000.0,-2621000000.0,-2621000000.0,-2856000000.0,-2856000000.0,-2856000000.0,-2856000000.0,-3158000000.0,-3158000000.0,-3158000000.0
AdditionalPaidInCapitalCommonStock / USD,918000000.0,918000000.0,918000000.0,918000000.0,985000000.0,918000000.0,985000000.0,985000000.0,985000000.0,1073000000.0,1073000000.0,1073000000.0,1073000000.0,1125000000.0,1125000000.0,1073000000.0,1125000000.0,1125000000.0,1316000000.0,1316000000.0,1316000000.0,1316000000.0,1524000000.0,1524000000.0,1316000000.0,1524000000.0,1524000000.0,1524000000.0,,,,,,,,,,,,10538000000.0,10538000000.0,10615000000.0,10615000000.0,10615000000.0,10615000000.0,10687000000.0,10687000000.0,10687000000.0,10687000000.0,10748000000.0,10748000000.0,10748000000.0,10748000000.0,10804000000.0,10804000000.0,10804000000.0,10804000000.0,10876000000.0,10876000000.0,10876000000.0,10876000000.0,10910000000.0,10910000000.0,10910000000.0,10910000000.0,10989000000.0,10989000000.0,10989000000.0
