fact_unit,2009-07-31,2009-10-27,2010-02-24,2010-04-28,2010-07-27,2010-10-28,2011-02-23,2011-04-26,2011-07-27,2011-10-27,2012-02-23,2012-04-25,2012-07-25,2012-10-26,2013-02-28,2013-04-24,2013-07-24,2013-10-30,2014-02-27,2014-04-23,2014-07-24,2014-10-29,2015-02-25,2015-04-22,2015-07-22,2015-10-29,2016-02-24,2016-04-27,2016-07-27,2016-10-26,2017-02-22,2017-04-21,2017-07-26,2017-10-25,2018-02-23,2018-04-25,2018-07-25,2018-10-25,2019-02-22,2019-04-25,2019-07-24,2019-10-22,2020-02-21,2020-04-29,2020-07-28,2020-10-27,2021-02-19,2021-04-28,2021-07-27,2021-10-26,2022-02-17,2022-04-26,2022-07-27,2022-10-25,2023-02-22,2023-04-25,2023-07-25,2023-10-24,2024-02-20,2024-04-30,2024-07-23,2024-10-22,2025-02-20,2025-04-29,2025-07-24,2025-10-28
AccountsPayableCurrent / USD,,882313000.0,740797000.0,629965000.0,704747000.0,728420000.0,738093000.0,705309000.0,881141000.0,927616000.0,674766000.0,954217000.0,1019310000.0,996734000.0,909649000.0,999685000.0,1102148000.0,1034921000.0,965149000.0,1023284000.0,1117459000.0,1121001000.0,922999000.0,1130338000.0,1244574000.0,1266167000.0,998484000.0,1174840000.0,1253894000.0,1216342000.0,1042182000.0,1152923000.0,1289406000.0,1224358000.0,1157561000.0,1221778000.0,1783648000.0,1832434000.0,1034608000.0,1975323000.0,2049123000.0,2165724000.0,1791500000.0,1894000000.0,2067900000.0,2028400000.0,1799400000.0,1958400000.0,1848400000.0,2056200000.0,1876300000.0,2217000000.0,2502800000.0,2675400000.0,2117800000.0,2860800000.0,2992900000.0,2808400000.0,2403000000.0,2513600000.0,2489700000.0,2424800000.0,2436500000.0,2453900000.0,2493900000.0,2537700000.0
AccountsReceivableNetCurrent / USD,1092306000.0,1072964000.0,870675000.0,785640000.0,908660000.0,901199000.0,769985000.0,797816000.0,986327000.0,1069890000.0,696055000.0,1012150000.0,1183825000.0,1173581000.0,916661000.0,1135174000.0,1237832000.0,1263079000.0,989873000.0,1130940000.0,1299679000.0,1348607000.0,1032508000.0,1174116000.0,1402803000.0,1408967000.0,1097751000.0,1234612000.0,1454045000.0,1413946000.0,1130565000.0,1290749000.0,1473078000.0,1458073000.0,1114275000.0,1356851000.0,2377874000.0,2426222000.0,1230987000.0,2326411000.0,2625066000.0,2584280000.0,2104600000.0,2339600000.0,2659100000.0,2479000000.0,2018800000.0,2291500000.0,2472500000.0,2454500000.0,2088900000.0,2414100000.0,2590600000.0,2598000000.0,2078100000.0,2783600000.0,2982500000.0,2897600000.0,2352400000.0,2909200000.0,3117800000.0,2940900000.0,2563600000.0,2809100000.0,3048100000.0,2973400000.0
AccrualForEnvironmentalLossContingenciesComponentAmount / USD,,,,,,,,,,70000000.0,66852000.0,67700000.0,66200000.0,66700000.0,56952000.0,56500000.0,56600000.0,56900000.0,59245000.0,59300000.0,63000000.0,55300000.0,57927000.0,58200000.0,59000000.0,60100000.0,61129000.0,61200000.0,60700000.0,60900000.0,70513000.0,70500000.0,70500000.0,70800000.0,77762000.0,77400000.0,85100000.0,82200000.0,93191000.0,92800000.0,92800000.0,92700000.0,91300000.0,90200000.0,92200000.0,91900000.0,90800000.0,89100000.0,86000000.0,82200000.0,78700000.0,77200000.0,71000000.0,70700000.0,72700000.0,62300000.0,,,70300000.0,,,,70600000.0,,,
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,,,,,,,,,60000000.0,60100000.0,60048000.0,42800000.0,42900000.0,42800000.0,42847000.0,17100000.0,17100000.0,17100000.0,17101000.0,15400000.0,15400000.0,15400000.0,15385000.0,16900000.0,16900000.0,16900000.0,16868000.0,22500000.0,22500000.0,22500000.0,22493000.0,20000000.0,30400000.0,32600000.0,19969000.0,27000000.0,27000000.0,27000000.0,28600000.0,51000000.0,51000000.0,51000000.0,51000000.0,57600000.0,57600000.0,57600000.0,57600000.0,68600000.0,68600000.0,68600000.0,68600000.0,45900000.0,45900000.0,45900000.0,45900000.0,50200000.0,50200000.0,50200000.0,50200000.0,92400000.0,94400000.0,93600000.0
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121200000.0,126400000.0,114281000.0,143400000.0,143000000.0,143900000.0,129856000.0,161600000.0,160200000.0,162900000.0,163847000.0,177800000.0,215100000.0,209900000.0,179600000.0,319000000.0,319700000.0,321800000.0,322500000.0,308600000.0,311100000.0,310500000.0,314800000.0,293300000.0,283800000.0,271100000.0,300500000.0,272500000.0,269200000.0,268000000.0,277400000.0,248200000.0,240700000.0,260100000.0,240200000.0,224800000.0,222100000.0,209800000.0
AccumulatedCapitalizedInterestCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1391241000.0,1392675000.0,1327286000.0,1365471000.0,1377089000.0,1397160000.0,1396357000.0,1410582000.0,1477575000.0,1512770000.0,1402472000.0,1496513000.0,1531849000.0,1527666000.0,1474057000.0,1558607000.0,1578540000.0,1607350000.0,1516420000.0,1652738000.0,1717031000.0,1706341000.0,1621695000.0,1750330000.0,1792433000.0,1783826000.0,1719997000.0,1824415000.0,1863680000.0,1847539000.0,1814230000.0,1929613000.0,1966218000.0,1973189000.0,1881569000.0,2051052000.0,2061519000.0,2142091000.0,2005045000.0,2139711000.0,2121264000.0,2206475000.0,2089700000.0,2278800000.0,2433500000.0,2464800000.0,2263300000.0,2556100000.0,2582800000.0,2638700000.0,2547200000.0,2676600000.0,2726800000.0,2755800000.0,2714300000.0,2871300000.0,2885900000.0,2913100000.0,2797200000.0,3059700000.0,2942600000.0,2982300000.0,2981600000.0,3126800000.0,3157700000.0,3227800000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-182879000.0,-221481000.0,-198603000.0,-414814000.0,-368066000.0,-334150000.0,-410618000.0,-306984000.0,-323983000.0,-292164000.0,-317455000.0,-257548000.0,-245156000.0,-317859000.0,-278321000.0,-336320000.0,-349288000.0,-357350000.0,-367878000.0,-368986000.0,-370389000.0,-370389000.0,-370389000.0,-321044000.0,-321044000.0,-321044000.0,-321044000.0,-528305000.0,-516662000.0,-569417000.0,-471958000.0,-568085000.0,-662089000.0,-658221000.0,-587095000.0,-549413000.0,-519236000.0,-452301000.0,-540351000.0,-335655000.0,-542449000.0,-610596000.0,-384900000.0,-632200000.0,-630800000.0,-767100000.0,-629900000.0,-901100000.0,-867200000.0,-792300000.0,-679500000.0,-763800000.0,-701200000.0,-786700000.0,-718300000.0,-742000000.0,-914600000.0,-1062500000.0,-698400000.0,-665800000.0,-651300000.0,-756400000.0,-700600000.0,-705000000.0,-776900000.0,-676200000.0
AdditionalPaidInCapital / USD,,,,,,,,,,1182805000.0,1068963000.0,1261595000.0,1289455000.0,1304503000.0,1222909000.0,1391806000.0,1429209000.0,1552202000.0,1297625000.0,1729395000.0,1773060000.0,1798797000.0,1673788000.0,1951076000.0,1980760000.0,2019493000.0,1847801000.0,2187144000.0,2241197000.0,2287106000.0,2079639000.0,2372641000.0,2412599000.0,2451196000.0,2330426000.0,2547621000.0,2606757000.0,2654176000.0,2488564000.0,2761206000.0,2795196000.0,2851983000.0,2723200000.0,2945600000.0,3010700000.0,3079300000.0,2896400000.0,3215500000.0,3289100000.0,3373300000.0,3153000000.0,3543600000.0,3608100000.0,3688100000.0,3491400000.0,3842700000.0,3880300000.0,3919600000.0,3793000000.0,3998000000.0,4044600000.0,4103900000.0,3963900000.0,4298800000.0,4342000000.0,4471400000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,,,,206800000.0,,,,318100000.0,,,,312800000.0,,,,313400000.0,,,,309500000.0,,,,317100000.0,82100000.0,163600000.0,244800000.0
