fact_unit,2009-07-24,2009-10-23,2010-02-05,2010-04-23,2010-07-22,2010-10-22,2011-02-10,2011-04-27,2011-07-27,2011-10-26,2012-02-09,2012-05-10,2012-08-09,2012-11-07,2013-02-22,2013-05-10,2013-08-08,2013-11-07,2014-02-14,2014-04-30,2014-07-31,2014-10-29,2015-02-13,2015-04-29,2015-07-29,2015-10-30,2016-02-10,2016-05-10,2016-08-09,2016-10-26,2017-02-13,2017-05-03,2017-08-02,2017-11-02,2018-02-09,2018-05-02,2018-08-02,2018-11-01,2019-02-08,2019-05-02,2019-08-01,2019-10-31,2020-02-11,2020-05-08,2020-08-04,2020-11-03,2021-02-24,2021-05-05,2021-08-04,2021-11-03,2022-02-25,2022-05-09,2022-06-30,2022-08-03,2022-11-03,2023-02-14,2023-05-03,2023-08-02,2023-11-02,2024-02-21,2024-05-02,2024-08-01,2024-10-30,2025-02-12,2025-05-01,2025-07-31,2025-11-04
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835000000.0,4835000000.0,4835000000.0,4835000000.0,3597000000.0,3597000000.0,3597000000.0,3597000000.0,2189000000.0,2266000000.0,2189000000.0,2189000000.0,2189000000.0,2544000000.0,2544000000.0,2544000000.0,2544000000.0,2659000000.0,2659000000.0,2659000000.0,2659000000.0,3144000000.0,3144000000.0,3144000000.0
AccountsReceivableNetCurrent / USD,1928000000.0,,,1563000000.0,1563000000.0,1563000000.0,1563000000.0,1932000000.0,1932000000.0,1932000000.0,1932000000.0,1613000000.0,1613000000.0,1613000000.0,1613000000.0,2789000000.0,2795000000.0,2795000000.0,2795000000.0,2721000000.0,2981000000.0,2981000000.0,2981000000.0,3482000000.0,3482000000.0,3482000000.0,3482000000.0,3187000000.0,3187000000.0,3187000000.0,3187000000.0,4158000000.0,4158000000.0,4158000000.0,4158000000.0,4445000000.0,4445000000.0,4445000000.0,4445000000.0,4607000000.0,4607000000.0,4607000000.0,4607000000.0,4592000000.0,4592000000.0,4592000000.0,4592000000.0,3231000000.0,3231000000.0,3231000000.0,3231000000.0,1869000000.0,1932000000.0,1869000000.0,1869000000.0,1869000000.0,2217000000.0,2217000000.0,2217000000.0,2217000000.0,2342000000.0,2342000000.0,2342000000.0,2342000000.0,2738000000.0,2738000000.0,2738000000.0
AccountsReceivablePurchase / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781000000.0,1584000000.0,2698000000.0,3529000000.0,781000000.0,1584000000.0,2698000000.0,3529000000.0,1023000000.0,3781000000.0,1838000000.0,2962000000.0,3840000000.0,1044000000.0,1911000000.0,3088000000.0,3981000000.0,1108000000.0,1979000000.0,3124000000.0,4056000000.0,1060000000.0,1961000000.0,3177000000.0
AccrualForEnvironmentalLossContingenciesGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000000.0,429000000.0,,466000000.0,466000000.0,466000000.0,,496000000.0,496000000.0,496000000.0,496000000.0,478000000.0,478000000.0,478000000.0,478000000.0,483000000.0,483000000.0,483000000.0,483000000.0,352000000.0,366000000.0,352000000.0,352000000.0,352000000.0,409000000.0,409000000.0,409000000.0,409000000.0,428000000.0,428000000.0,428000000.0,428000000.0,403000000.0,403000000.0,403000000.0
AccruedLiabilitiesCurrent / USD,,,,923000000.0,923000000.0,923000000.0,923000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1255000000.0,1255000000.0,1255000000.0,1255000000.0,1800000000.0,1800000000.0,1800000000.0,1796000000.0,1633000000.0,1633000000.0,1633000000.0,1633000000.0,1539000000.0,1539000000.0,1539000000.0,1539000000.0,2376000000.0,2376000000.0,2376000000.0,2376000000.0,3460000000.0,3460000000.0,3460000000.0,3460000000.0,1837000000.0,1837000000.0,1837000000.0,1837000000.0,2112000000.0,2112000000.0,2112000000.0,2112000000.0,1981000000.0,1981000000.0,1981000000.0,1981000000.0,2078000000.0,2078000000.0,2078000000.0,2078000000.0,1137000000.0,1230000000.0,1137000000.0,1137000000.0,1137000000.0,1226000000.0,1226000000.0,1226000000.0,1226000000.0,1375000000.0,1375000000.0,1375000000.0,1375000000.0,1468000000.0,1468000000.0,1468000000.0
AccumulatedDeferredInvestmentTaxCredit / USD,,,,,,,-224000000.0,,,,212000000.0,,,,200000000.0,,,,251000000.0,,,,490000000.0,,,,555000000.0,,,,622000000.0,,,,-658000000.0,,,,-732000000.0,,,,-724000000.0,,,,668000000.0,,,,464000000.0,,19000000.0,,,15000000.0,,,,14000000.0,,,,13000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,9023000000.0,9023000000.0,9023000000.0,10064000000.0,10064000000.0,10064000000.0,10064000000.0,-10959000000.0,10959000000.0,10959000000.0,10959000000.0,12184000000.0,12184000000.0,12184000000.0,12184000000.0,13713000000.0,13713000000.0,13713000000.0,13713000000.0,14742000000.0,14742000000.0,14742000000.0,14742000000.0,16375000000.0,16375000000.0,16375000000.0,16375000000.0,19169000000.0,19169000000.0,19169000000.0,19169000000.0,21064000000.0,21064000000.0,21064000000.0,21064000000.0,22902000000.0,22902000000.0,22902000000.0,22902000000.0,23979000000.0,23979000000.0,23979000000.0,23979000000.0,26727000000.0,26727000000.0,26727000000.0,26727000000.0,14430000000.0,13346000000.0,14430000000.0,14430000000.0,14430000000.0,15930000000.0,15930000000.0,15930000000.0,15930000000.0,17251000000.0,17251000000.0,17251000000.0,17251000000.0,18445000000.0,18445000000.0,18445000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2251000000.0,,,-2089000000.0,-2089000000.0,-2089000000.0,-2089000000.0,-2423000000.0,-2423000000.0,-2423000000.0,-2423000000.0,-2450000000.0,-2450000000.0,-2450000000.0,-2450000000.0,-2767000000.0,-2767000000.0,-2767000000.0,-2767000000.0,-2767000000.0,-2040000000.0,-2767000000.0,-2767000000.0,-2040000000.0,-2040000000.0,-2040000000.0,-2040000000.0,-2684000000.0,-2684000000.0,-2684000000.0,-2624000000.0,-2660000000.0,-2660000000.0,-2660000000.0,-2660000000.0,-3026000000.0,-3026000000.0,-3026000000.0,-3026000000.0,-2995000000.0,-2995000000.0,-2995000000.0,-2995000000.0,-3194000000.0,-3194000000.0,-3194000000.0,-3194000000.0,-3400000000.0,-3400000000.0,-3400000000.0,-3400000000.0,-2750000000.0,-3400000000.0,-2750000000.0,-2750000000.0,-2750000000.0,-638000000.0,-638000000.0,-638000000.0,-638000000.0,-726000000.0,-726000000.0,-726000000.0,-726000000.0,-720000000.0,-720000000.0,-720000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,225000000.0,225000000.0,-225000000.0,228000000.0,228000000.0,228000000.0,211000000.0,199000000.0,199000000.0,199000000.0,199000000.0,293000000.0,293000000.0,-293000000.0,293000000.0,-272000000.0,-272000000.0,272000000.0,272000000.0,311000000.0,311000000.0,311000000.0,311000000.0,284000000.0,284000000.0,284000000.0,284000000.0,334000000.0,334000000.0,334000000.0,334000000.0,322000000.0,322000000.0,322000000.0,,319000000.0,283000000.0,283000000.0,283000000.0,243000000.0,243000000.0,243000000.0,243000000.0,366000000.0,366000000.0,366000000.0,366000000.0,320000000.0,334000000.0,320000000.0,320000000.0,320000000.0,327000000.0,327000000.0,327000000.0,327000000.0,317000000.0,317000000.0,317000000.0,317000000.0,406000000.0,406000000.0,406000000.0
AllowanceForDoubtfulOtherReceivablesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000000.0,34000000.0,36000000.0,36000000.0,36000000.0,48000000.0,48000000.0,48000000.0,48000000.0,71000000.0,71000000.0,71000000.0,71000000.0,72000000.0,71000000.0,72000000.0,72000000.0,72000000.0,82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,82000000.0,107000000.0,107000000.0,107000000.0
