fact_unit,2010-08-05,2010-08-09,2010-11-08,2011-02-28,2011-05-09,2011-08-05,2011-11-08,2012-02-29,2012-05-10,2012-08-08,2012-11-09,2013-03-01,2013-05-10,2013-08-09,2013-11-08,2014-03-03,2014-05-12,2014-08-08,2014-11-07,2015-02-27,2015-05-08,2015-08-07,2015-11-09,2016-02-26,2016-05-06,2016-08-05,2016-11-04,2017-03-01,2017-05-05,2017-08-04,2017-11-03,2018-02-28,2018-05-09,2018-08-08,2018-11-09,2019-02-28,2019-05-07,2019-08-07,2019-11-08,2020-02-28,2020-05-08,2020-08-06,2020-11-05,2021-02-26,2021-05-06,2021-08-05,2021-11-04,2022-02-25,2022-05-04,2022-08-03,2022-11-03,2023-02-24,2023-05-04,2023-08-02,2023-11-09,2024-02-23,2024-05-09,2024-08-06,2024-11-07,2025-02-27,2025-05-07,2025-08-05,2025-11-06
AccruedInvestmentIncomeReceivable / USD,70673000.0,70673000.0,70673000.0,70673000.0,74837000.0,74837000.0,74837000.0,74837000.0,70739000.0,70739000.0,70739000.0,70739000.0,71748000.0,71748000.0,71748000.0,71748000.0,66848000.0,66848000.0,66848000.0,66848000.0,74316000.0,74316000.0,74316000.0,74316000.0,87206000.0,87206000.0,87206000.0,87206000.0,124483000.0,124483000.0,124483000.0,124483000.0,113133000.0,113133000.0,113133000.0,113133000.0,114641000.0,114641000.0,114641000.0,114641000.0,117937000.0,117937000.0,117937000.0,117937000.0,103299000.0,103299000.0,103299000.0,103299000.0,85453000.0,85453000.0,85453000.0,85453000.0,159000000.0,159000000.0,159000000.0,159000000.0,236000000.0,236000000.0,236000000.0,236000000.0,298000000.0,298000000.0,298000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,138526000.0,138526000.0,138526000.0,138526000.0,204503000.0,204503000.0,204503000.0,204503000.0,153923000.0,153923000.0,153923000.0,153923000.0,287017000.0,287017000.0,287017000.0,204503000.0,74964000.0,74964000.0,74964000.0,153923000.0,128856000.0,128856000.0,128856000.0,287017000.0,-16502000.0,-16502000.0,-16502000.0,74964000.0,-114541000.0,-114541000.0,-114541000.0,128856000.0,118044000.0,118044000.0,118044000.0,-16502000.0,-178720000.0,-178720000.0,-178720000.0,-114541000.0,212091000.0,212091000.0,212091000.0,118044000.0,488895000.0,488895000.0,488895000.0,-178720000.0,-64600000.0,-64600000.0,-64600000.0,212091000.0,-1646000000.0,-1646000000.0,-1646000000.0,489000000.0,-676000000.0,-676000000.0,-676000000.0,-65000000.0,-720000000.0,-720000000.0,-720000000.0
AcquisitionCostRatio / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,0.177,0.175
AdditionalPaidInCapitalCommonStock / USD,253466000.0,253466000.0,253466000.0,253466000.0,110325000.0,110325000.0,110325000.0,110325000.0,161419000.0,161419000.0,161419000.0,161419000.0,227778000.0,227778000.0,227778000.0,227778000.0,299517000.0,299517000.0,299517000.0,299517000.0,383073000.0,383073000.0,383073000.0,383073000.0,467339000.0,467339000.0,467339000.0,467339000.0,531687000.0,531687000.0,531687000.0,531687000.0,1230617000.0,1230617000.0,1230617000.0,1230617000.0,1793781000.0,1793781000.0,1793781000.0,1793781000.0,1889683000.0,1889683000.0,1889683000.0,,1977794000.0,1977794000.0,1977794000.0,1977794000.0,2085075000.0,2085075000.0,2085075000.0,2085075000.0,2211000000.0,2211000000.0,2211000000.0,2211000000.0,2327000000.0,2327000000.0,2327000000.0,2327000000.0,2510000000.0,2510000000.0,2510000000.0
AdvancesFromFederalHomeLoanBanks / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000000.0,,,,80000000.0,,,,0.0,,,,0.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56089000.0,,,,56582000.0,,,,67863000.0,,,,55935000.0,,,,63848000.0,,,,69892000.0,,,,87000000.0,,,,88000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45087000.0,,,,45406000.0,,,,56098000.0,,,,49179000.0,,,,55502000.0,,,,60345000.0,,,,76000000.0,,,,77000000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,,,,,11170000.0,,,,25520000.0,,,,22968000.0,4748000.0,9628000.0,14493000.0,22926000.0,31294000.0,62118000.0,93942000.0,19343000.0,26736000.0,53208000.0,79523000.0,125778000.0,20417000.0,40211000.0,60214000.0,105670000.0,16631000.0,33120000.0,49835000.0,82104000.0,14402000.0,29688000.0,49823000.0,69031000.0,27000000.0,54000000.0,80000000.0,82000000.0,23000000.0,47000000.0,71000000.0,106000000.0,21000000.0,48000000.0,136000000.0
Assets / USD,15375790000.0,15375790000.0,15375790000.0,15375790000.0,15770792000.0,15811935000.0,15811935000.0,16279228000.0,17105357000.0,17105357000.0,17105357000.0,17105357000.0,17816762000.0,17816762000.0,17816762000.0,17816762000.0,18757061000.0,18917683000.0,18930823000.0,17816762000.0,21800358000.0,22567447000.0,22608227000.0,19557054000.0,22855091000.0,23177270000.0,23177270000.0,21967742000.0,29372109000.0,29372109000.0,29372109000.0,23138931000.0,32051658000.0,32051658000.0,32051658000.0,29372109000.0,32218329000.0,32218329000.0,32218329000.0,32051658000.0,37885361000.0,37885361000.0,37885361000.0,32218329000.0,43282297000.0,43282297000.0,43282297000.0,37885361000.0,45100945000.0,45100945000.0,45100945000.0,43282297000.0,47990000000.0,47990000000.0,47990000000.0,45101000000.0,58906000000.0,58906000000.0,58906000000.0,47990000000.0,70906000000.0,70906000000.0,70906000000.0
AssumedPremiumsEarned / USD,,,,,,,,,,,,,,,,1034939000.0,,,,1165371000.0,,,,1296048000.0,,,,1574049000.0,,,,1659456000.0,,,,1730884000.0,,,,1856573000.0,,,,1988038000.0,,,,2337950000.0,,,,3213873000.0,,,,4334000000.0,,,,5768000000.0,,,
