fact_unit,2010-04-29,2010-07-29,2010-10-28,2011-02-23,2011-04-28,2011-07-28,2011-10-27,2012-02-23,2012-04-26,2012-07-26,2012-10-25,2013-02-22,2013-04-25,2013-07-25,2013-07-26,2013-11-06,2014-02-28,2014-04-24,2014-07-24,2014-10-23,2015-02-25,2015-04-23,2015-07-23,2015-10-22,2016-02-24,2016-04-29,2016-07-28,2016-10-27,2017-02-22,2017-04-27,2017-07-27,2017-11-09,2018-03-01,2018-04-26,2018-07-26,2018-10-25,2019-02-21,2019-05-10,2019-07-25,2019-10-25,2020-02-20,2020-04-21,2020-07-23,2020-10-22,2021-02-25,2021-04-22,2021-07-22,2021-10-21,2022-02-24,2022-04-21,2022-07-21,2022-10-20,2023-02-23,2023-04-20,2023-07-25,2023-10-23,2024-02-22,2024-04-22,2024-07-22,2024-10-21,2025-02-20,2025-04-22,2025-07-22,2025-10-21
AdvertisingExpense / USD,,,,,,,,31900000.0,,,,32600000.0,,,32600000.0,,42000000.0,,,,48700000.0,,,,57500000.0,,,,57100000.0,,,,65100000.0,,,,63600000.0,,,,54600000.0,,,,43100000.0,,,,51900000.0,,,,59000000.0,,,,70200000.0,,,,70100000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10900000.0,10900000.0,10900000.0,10900000.0,11200000.0,11200000.0,11200000.0,11200000.0,12900000.0,12900000.0,12900000.0,12900000.0,13900000.0,13900000.0,13900000.0,13900000.0,19100000.0,19100000.0,19100000.0,19100000.0,16700000.0,16700000.0,16700000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,15100000.0,15100000.0,15100000.0,15100000.0,7500000.0,7500000.0,7500000.0,7500000.0,5900000.0,5900000.0,5900000.0,5900000.0,6300000.0,6300000.0,5900000.0,6300000.0,6300000.0,6800000.0,6800000.0,6800000.0,6800000.0,7200000.0,7200000.0,7200000.0,7200000.0,7500000.0,7500000.0,7500000.0,7500000.0,7800000.0,7800000.0,7800000.0,7800000.0,9100000.0,9100000.0,9100000.0,9100000.0,10900000.0,10900000.0,10900000.0,10900000.0,11200000.0,11200000.0,11200000.0,11200000.0,12900000.0,12900000.0,12900000.0,12900000.0,13900000.0,13900000.0,13900000.0,13900000.0,19100000.0,19100000.0,19100000.0,19100000.0,16700000.0,16700000.0,16700000.0,16700000.0,16900000.0,16900000.0,16900000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,46100000.0,67900000.0,90000000.0,22400000.0,43300000.0,86700000.0,64800000.0,87500000.0,30200000.0,56600000.0,90400000.0,86100000.0,32700000.0,65300000.0,98300000.0,118400000.0,31300000.0,62500000.0,93000000.0,129900000.0,35700000.0,82800000.0,130300000.0,122300000.0,45000000.0,86800000.0,129800000.0,176500000.0,42200000.0,81400000.0,117900000.0,172200000.0,34100000.0,69800000.0,104900000.0,152800000.0,35000000.0,69800000.0,105800000.0,140100000.0,39400000.0,79500000.0,119600000.0,141800000.0,57300000.0,115200000.0,174400000.0,176400000.0,60700000.0,121000000.0,185400000.0,236700000.0,67000000.0,132400000.0,197000000.0
AociLossCashFlowHedgeCumulativeGainLossAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1100000.0,-1100000.0,1100000.0,-1100000.0,-1100000.0,-1100000.0,-1200000.0,-1000000.0,-1000000.0,-1000000.0,-1100000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-900000.0,-900000.0,-900000.0,-1000000.0,-800000.0,-800000.0,-800000.0
Assets / USD,3550500000.0,3550500000.0,3550500000.0,3550500000.0,3433600000.0,3433600000.0,3433600000.0,3437500000.0,3508600000.0,3508600000.0,3508600000.0,3518700000.0,4511100000.0,4511100000.0,3518700000.0,4511100000.0,4520100000.0,4539900000.0,4539900000.0,4539900000.0,4539900000.0,4674200000.0,4674200000.0,4674200000.0,4661000000.0,4501500000.0,4501500000.0,4501500000.0,4501500000.0,6664000000.0,6664000000.0,6664000000.0,6664000000.0,7233400000.0,7233400000.0,7233400000.0,7233400000.0,7153200000.0,7153200000.0,7153200000.0,7153200000.0,7909000000.0,7909000000.0,7909000000.0,7909000000.0,9611800000.0,9611800000.0,9611800000.0,9611800000.0,11040900000.0,11040900000.0,11040900000.0,11040900000.0,11547900000.0,11547900000.0,11547900000.0,11547900000.0,12280000000.0,12280000000.0,12280000000.0,12280000000.0,11759400000.0,11759400000.0,11759400000.0
AssetsCurrent / USD,416800000.0,416800000.0,416800000.0,416800000.0,429200000.0,429200000.0,429200000.0,433100000.0,452300000.0,452300000.0,452300000.0,456900000.0,529700000.0,529700000.0,456900000.0,529700000.0,538700000.0,648400000.0,648400000.0,648400000.0,648400000.0,605100000.0,605100000.0,605100000.0,590500000.0,561600000.0,561600000.0,561600000.0,561600000.0,672900000.0,672900000.0,672900000.0,672900000.0,998400000.0,998400000.0,998400000.0,998400000.0,902300000.0,902300000.0,902300000.0,902300000.0,1209400000.0,1209400000.0,1209400000.0,1209400000.0,2478300000.0,2478300000.0,2478300000.0,2478300000.0,1120900000.0,1120900000.0,1120900000.0,1120900000.0,1370500000.0,1370500000.0,1370500000.0,1370500000.0,1356300000.0,1356300000.0,1356300000.0,1356300000.0,1360600000.0,1360600000.0,1360600000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles / USD,,,,,,,,,,,,,,,,,524700000.0,111900000.0,111900000.0,111900000.0,46400000.0,,,,118100000.0,654600000.0,654600000.0,676700000.0,681000000.0,,,,681000000.0,,,,51000000.0,,,,50900000.0,,,,92000000.0,,,,59500000.0,,,,1094100000.0,,,241900000.0,187400000.0,,,,242700000.0,,,
CapitalizedComputerSoftwareGross / USD,,,,,,,,,,,,,,369900000.0,,369900000.0,369900000.0,388000000.0,388000000.0,388000000.0,388000000.0,257300000.0,257300000.0,257300000.0,257300000.0,212500000.0,212500000.0,212500000.0,212500000.0,307000000.0,307000000.0,307000000.0,307000000.0,427900000.0,427900000.0,427900000.0,427900000.0,684100000.0,684100000.0,684100000.0,684100000.0,979400000.0,979400000.0,979400000.0,979400000.0,1374500000.0,1374500000.0,1374500000.0,1374500000.0,1727300000.0,1727300000.0,1727300000.0,1727300000.0,2139100000.0,2139100000.0,2139100000.0,2139100000.0,2541000000.0,2541000000.0,2541000000.0,2541000000.0,2817500000.0,2817500000.0,2817500000.0
CashAndCashEquivalentsAtCarryingValue / USD,58200000.0,58200000.0,58200000.0,81600000.0,103100000.0,103100000.0,103100000.0,58200000.0,119400000.0,119400000.0,119400000.0,58200000.0,127700000.0,127700000.0,103100000.0,127700000.0,119400000.0,146800000.0,146800000.0,146800000.0,127700000.0,235900000.0,235900000.0,235900000.0,146800000.0,128300000.0,128300000.0,128300000.0,235900000.0,93300000.0,93300000.0,93300000.0,128300000.0,129300000.0,129300000.0,129300000.0,93300000.0,223600000.0,223600000.0,223600000.0,223600000.0,401300000.0,401300000.0,401300000.0,401300000.0,1684600000.0,1684600000.0,1684600000.0,1684600000.0,224700000.0,224700000.0,224700000.0,224700000.0,285200000.0,285200000.0,285200000.0,285200000.0,216800000.0,216800000.0,216800000.0,216800000.0,169900000.0,169900000.0,169900000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336400000.0,336400000.0,336400000.0,129300000.0,223600000.0,223600000.0,223600000.0,336400000.0,401300000.0,401300000.0,401300000.0,223600000.0,1684600000.0,1684600000.0,1684600000.0,401300000.0,224700000.0,224700000.0,224700000.0,1684600000.0,285200000.0,285200000.0,285200000.0,224700000.0,216800000.0,216800000.0,216800000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87100000.0,-9000000.0,-83000000.0,207100000.0,-90400000.0,-87800000.0,-56100000.0,-112800000.0,-31400000.0,946100000.0,1134300000.0,177700000.0,-918700000.0,-1226500000.0,340900000.0,1283300000.0,-23800000.0,-1100000.0,17000000.0,-1459900000.0,-52700000.0,-121100000.0,127400000.0,60500000.0,-15800000.0,-34900000.0,251400000.0
CommonStockDividendsPerShareCashPaid / USD/shares,0.04,0.08,0.12,0.16,0.04,0.08,0.12,0.16,0.16,0.32,0.48,0.28,0.18,0.36,0.28,0.54,0.64,0.22,0.44,0.66,0.72,0.25,0.5,0.75,0.88,0.29,0.58,0.87,1.0,0.33,0.66,0.99,1.16,0.39,0.78,1.17,1.32,0.39,0.78,1.17,1.56,0.39,0.78,1.17,1.56,0.39,0.78,1.17,1.56,0.39,0.78,1.17,1.56,0.39,0.78,1.17,1.56,0.39,0.78,1.17,1.56,0.39,0.78,1.17
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,0.39,0.78,1.17,,0.39,0.78,1.17,,0.39,0.78,1.17,1.56,0.39,0.78,1.17
CommonStockHeldInTrust / USD,41200000.0,41200000.0,41200000.0,41200000.0,41200000.0,41200000.0,41200000.0,41200000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0,5900000.0
CommonStockParOrStatedValuePerShare / USD/shares,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
CommonStockSharesAuthorized / shares,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300.0,300000000.0,300.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0
CommonStockSharesHeldInEmployeeTrust / USD,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,,5900000.0,,,
CommonStockSharesHeldInEmployeeTrustShares / shares,,,,,,,,,,,,600000.0,,,0.6,,600000.0,,,,600000.0,,,,600000.0,,,,600000.0,,,,600000.0,,,,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0,600000.0
CommonStockSharesIssued / shares,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189.3,189300000.0,189.3,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0,189300000.0
CommonStockSharesOutstanding / shares,126200000.0,126200000.0,126200000.0,126200000.0,122600000.0,122600000.0,122600000.0,122600000.0,119600000.0,119600000.0,119.6,119600000.0,120.4,120400000.0,119600000.0,120400000.0,120400000.0,121900000.0,121900000.0,121900000.0,121900000.0,119400000.0,119400000.0,119400000.0,119400000.0,118700000.0,118700000.0,118700000.0,118700000.0,119900000.0,119900000.0,119900000.0,119900000.0,120100000.0,120100000.0,120100000.0,120100000.0,120600000.0,120600000.0,120600000.0,120600000.0,121200000.0,121200000.0,121200000.0,121200000.0,121800000.0,121800000.0,121800000.0,121800000.0,122100000.0,122100000.0,122100000.0,122100000.0,122500000.0,122500000.0,122500000.0,122500000.0,123300000.0,123300000.0,123300000.0,123300000.0,124000000.0,124000000.0,124000000.0
CommonStockValue / USD,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,62500000.0,174500000.0,251600000.0,58400000.0,47100000.0,118200000.0,219700000.0,312500000.0,72700000.0,145300000.0,,248800000.0,92200000.0,153100000.0,248800000.0,251200000.0,194400000.0,96100000.0,179700000.0,270000000.0,310300000.0,81800000.0,193300000.0,251900000.0,406400000.0,53600000.0,186800000.0,275500000.0,248400000.0,202900000.0,271100000.0,490500000.0,378300000.0,271300000.0,448600000.0,644000000.0,448000000.0,140700000.0,136900000.0,136400000.0,768200000.0,-513200000.0,-500000000.0,-496300000.0,400300000.0,-175000000.0,158700000.0,437200000.0,-398600000.0,214000000.0,433900000.0,540500000.0,710400000.0,300200000.0,305000000.0,289500000.0,623900000.0,126400000.0,280800000.0,324500000.0,521100000.0,27300000.0,163200000.0,384800000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6400000.0,7000000.0,7300000.0,,,,8100000.0,,,,11000000.0,,,,12100000.0,,,,12200000.0,,,,23300000.0,,,,18900000.0,,,
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108400000.0,108400000.0,98000000.0,98000000.0,98000000.0,98000000.0,104000000.0,104000000.0,104000000.0,104000000.0,108300000.0,108300000.0,108300000.0,108300000.0,121300000.0,121300000.0,121300000.0,121300000.0,132900000.0,132900000.0,132900000.0,132900000.0,109500000.0,109500000.0,109500000.0,109500000.0,115500000.0,115500000.0,115500000.0
CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691500000.0,1068200000.0,1210700000.0,387500000.0,764400000.0,1138900000.0,1440400000.0,414100000.0,823400000.0,1256500000.0,1521700000.0,483300000.0,966200000.0,1455300000.0,1737400000.0,553400000.0,1095500000.0,1638000000.0,1980900000.0,580400000.0,1168400000.0,1753500000.0,2177200000.0,627700000.0,1258600000.0,1903700000.0
CostsAndExpenses / USD,345600000.0,656700000.0,981700000.0,1374600000.0,338700000.0,693600000.0,1057200000.0,1334200000.0,363500000.0,736000000.0,1104800000.0,1429500000.0,377600000.0,761900000.0,1375100000.0,1151400000.0,1424600000.0,417500000.0,846300000.0,1268300000.0,1593000000.0,432600000.0,879100000.0,1338800000.0,1692700000.0,497600000.0,987200000.0,1480300000.0,1798200000.0,552100000.0,1137700000.0,1729800000.0,1969700000.0,613600000.0,1204500000.0,1884700000.0,2319800000.0,721500000.0,1404800000.0,2174900000.0,2530500000.0,1464000000.0,2230100000.0,2984300000.0,2964100000.0,822000000.0,1638100000.0,2501900000.0,3843000000.0,906400000.0,1835200000.0,2784900000.0,3450900000.0,1030800000.0,2042900000.0,3044300000.0,3785900000.0,1096600000.0,2177400000.0,3250200000.0,4066200000.0,1164700000.0,2313000000.0,3507700000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,65800000.0,,,,74200000.0,,,71100000.0,,112500000.0,,,,102300000.0,,,,130900000.0,,,,140700000.0,,,,159000000.0,,,,154800000.0,,,,107800000.0,,,,9000000.0,,,,-5200000.0,,,,34800000.0,,,,108100000.0,,,,73400000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,38800000.0,,,,41300000.0,,,41300000.0,,44200000.0,,,,67400000.0,,,,51300000.0,,,,50800000.0,,,,56800000.0,,,,67000000.0,,,,71700000.0,,,,31500000.0,,,,43700000.0,,,,33700000.0,,,,44000000.0,,,,40300000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,111500000.0,,,,123700000.0,,,120300000.0,,167100000.0,,,,182200000.0,,,,198600000.0,,,,209800000.0,,,,230500000.0,,,,246100000.0,,,,192700000.0,,,,51900000.0,,,,47000000.0,,,,92500000.0,,,,191400000.0,,,,141400000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,6900000.0,,,,8200000.0,,,7900000.0,,10400000.0,,,,12500000.0,,,,16400000.0,,,,18300000.0,,,,14700000.0,,,,24300000.0,,,,13200000.0,,,,11400000.0,,,,8500000.0,,,,24000000.0,,,,39300000.0,,,,27700000.0,,,
