fact_unit,2009-08-07,2009-11-06,2010-02-26,2010-05-07,2010-08-06,2010-11-05,2011-02-25,2011-05-09,2011-08-08,2011-11-08,2012-02-28,2012-05-09,2012-08-08,2012-11-08,2013-03-01,2013-05-09,2013-08-08,2013-11-08,2014-02-28,2014-05-09,2014-08-07,2014-11-07,2015-03-02,2015-05-08,2015-08-07,2015-11-05,2016-02-25,2016-05-05,2016-08-04,2016-11-04,2017-02-24,2017-05-09,2017-08-03,2017-11-03,2018-02-21,2018-02-23,2018-05-10,2018-08-02,2018-11-02,2019-02-28,2019-05-09,2019-08-06,2019-11-08,2020-02-20,2020-05-12,2020-06-02,2020-08-10,2020-11-05,2021-02-25,2021-05-10,2021-08-05,2021-11-04,2022-02-24,2022-05-09,2022-08-04,2022-11-04,2023-02-27,2023-05-09,2023-08-08,2023-11-02,2024-02-23,2024-05-07,2024-08-06,2024-11-07,2025-02-27,2025-05-06,2025-08-05,2025-11-07
AccountsAndOtherReceivablesNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751000000.0,751000000.0,751000000.0,751000000.0,751000000.0,779000000.0,779000000.0,779000000.0,779000000.0,962000000.0,962000000.0,962000000.0,962000000.0,1066000000.0,,1066000000.0,1066000000.0,1066000000.0,1009000000.0,2144000000.0,2144000000.0,1009000000.0,2437000000.0,2437000000.0,2437000000.0,1085000000.0,3106000000.0,3106000000.0,3106000000.0,1309000000.0,3019000000.0,1112000000.0,1112000000.0,1112000000.0,2232000000.0,2232000000.0,2170000000.0
AccountsPayableCurrent / USD,,1477000000.0,1477000000.0,,1390000000.0,1390000000.0,1390000000.0,1587000000.0,1587000000.0,1587000000.0,1387000000.0,1433000000.0,1433000000.0,1433000000.0,1433000000.0,2444000000.0,2444000000.0,2444000000.0,2444000000.0,2391000000.0,2391000000.0,2391000000.0,2391000000.0,2271000000.0,2271000000.0,2271000000.0,2271000000.0,2400000000.0,2400000000.0,2400000000.0,2350000000.0,2994000000.0,2994000000.0,2994000000.0,2994000000.0,2994000000.0,3043000000.0,3043000000.0,3043000000.0,3043000000.0,3487000000.0,3487000000.0,3487000000.0,3487000000.0,3487000000.0,,3487000000.0,3487000000.0,3487000000.0,3144000000.0,3144000000.0,3144000000.0,3144000000.0,3629000000.0,3629000000.0,3629000000.0,3531000000.0,4754000000.0,4754000000.0,4754000000.0,4754000000.0,4228000000.0,4228000000.0,4228000000.0,4228000000.0,5479000000.0,5479000000.0,5436000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893000000.0,1893000000.0,1893000000.0,1893000000.0,1893000000.0,1995000000.0,1995000000.0,1995000000.0,1995000000.0,2172000000.0,2172000000.0,2172000000.0,2172000000.0,1994000000.0,,1994000000.0,1994000000.0,1994000000.0,2144000000.0,1009000000.0,1009000000.0,2144000000.0,1173000000.0,1173000000.0,1173000000.0,2437000000.0,1309000000.0,1309000000.0,1309000000.0,3106000000.0,1112000000.0,3019000000.0,3019000000.0,3019000000.0,1889000000.0,1889000000.0,1889000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,88000000.0,65000000.0,61000000.0,61000000.0,61000000.0,88000000.0,75000000.0,75000000.0,75000000.0,61000000.0,79000000.0,79000000.0,79000000.0,75000000.0,97000000.0,97000000.0,97000000.0,74000000.0,94000000.0,94000000.0,94000000.0,92000000.0,92000000.0,98000000.0,98000000.0,98000000.0,94000000.0,81000000.0,81000000.0,81000000.0,98000000.0,58000000.0,,58000000.0,58000000.0,58000000.0,75000000.0,75000000.0,75000000.0,,88000000.0,88000000.0,88000000.0,,84000000.0,84000000.0,84000000.0,,88000000.0,88000000.0,88000000.0,,73000000.0,73000000.0,68000000.0
AccumulatedDeferredInvestmentTaxCredit / USD,148000000.0,148000000.0,148000000.0,,310000000.0,310000000.0,310000000.0,359000000.0,359000000.0,359000000.0,359000000.0,384000000.0,384000000.0,384000000.0,384000000.0,458000000.0,458000000.0,458000000.0,458000000.0,442000000.0,442000000.0,442000000.0,442000000.0,427000000.0,427000000.0,427000000.0,427000000.0,472000000.0,472000000.0,472000000.0,472000000.0,493000000.0,493000000.0,493000000.0,493000000.0,493000000.0,539000000.0,539000000.0,539000000.0,539000000.0,568000000.0,568000000.0,568000000.0,568000000.0,624000000.0,,624000000.0,624000000.0,624000000.0,687000000.0,687000000.0,687000000.0,687000000.0,833000000.0,833000000.0,833000000.0,833000000.0,849000000.0,849000000.0,849000000.0,849000000.0,864000000.0,864000000.0,864000000.0,864000000.0,894000000.0,894000000.0,894000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-726000000.0,-726000000.0,-726000000.0,,-372000000.0,-372000000.0,-372000000.0,2000000.0,2000000.0,2000000.0,2000000.0,-234000000.0,-234000000.0,-234000000.0,-234000000.0,-234000000.0,-306000000.0,-306000000.0,-306000000.0,-399000000.0,-399000000.0,-399000000.0,-399000000.0,-543000000.0,-543000000.0,-543000000.0,-543000000.0,-806000000.0,-806000000.0,-806000000.0,-806000000.0,-93000000.0,-93000000.0,-93000000.0,-93000000.0,-93000000.0,-67000000.0,-67000000.0,-67000000.0,-67000000.0,-92000000.0,-92000000.0,-92000000.0,-92000000.0,-130000000.0,,-130000000.0,-130000000.0,-130000000.0,-237000000.0,-237000000.0,-237000000.0,-237000000.0,-303000000.0,-303000000.0,-303000000.0,-303000000.0,-140000000.0,-140000000.0,-140000000.0,-140000000.0,-6000000.0,-6000000.0,-6000000.0,-6000000.0,228000000.0,228000000.0,228000000.0
AdditionalCollateralAggregateFairValue / USD,,,,,6000000.0,6000000.0,6000000.0,14000000.0,14000000.0,14000000.0,14000000.0,5000000.0,5000000.0,5000000.0,5000000.0,230000000.0,230000000.0,230000000.0,230000000.0,205000000.0,205000000.0,205000000.0,205000000.0,407000000.0,407000000.0,407000000.0,407000000.0,304000000.0,304000000.0,304000000.0,304000000.0,34000000.0,34000000.0,34000000.0,34000000.0,34000000.0,59000000.0,59000000.0,59000000.0,59000000.0,44000000.0,44000000.0,44000000.0,44000000.0,79000000.0,,79000000.0,79000000.0,79000000.0,,,,,,,,32000000.0,141000000.0,141000000.0,141000000.0,141000000.0,198000000.0,198000000.0,198000000.0,198000000.0,95000000.0,95000000.0,95000000.0
AdditionalPaidInCapitalCommonStock / USD,20106000000.0,20106000000.0,20106000000.0,,20661000000.0,20661000000.0,20661000000.0,21023000000.0,21023000000.0,21023000000.0,21023000000.0,21132000000.0,21132000000.0,21132000000.0,21132000000.0,39279000000.0,39279000000.0,39279000000.0,39279000000.0,39365000000.0,39365000000.0,39365000000.0,39365000000.0,39405000000.0,39405000000.0,39405000000.0,39405000000.0,37968000000.0,37968000000.0,37968000000.0,37968000000.0,38741000000.0,38741000000.0,38741000000.0,38741000000.0,38741000000.0,38792000000.0,38792000000.0,38792000000.0,38792000000.0,40795000000.0,40795000000.0,40795000000.0,40795000000.0,40881000000.0,,40881000000.0,40881000000.0,40881000000.0,43767000000.0,43767000000.0,43767000000.0,43767000000.0,44371000000.0,44371000000.0,44371000000.0,44371000000.0,44862000000.0,44862000000.0,44862000000.0,44862000000.0,44920000000.0,44920000000.0,44920000000.0,44920000000.0,45494000000.0,45494000000.0,45494000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,40000000.0,16000000.0,27000000.0,39000000.0,67000000.0,8000000.0,19000000.0,51000000.0,52000000.0,26000000.0,46000000.0,63000000.0,78000000.0,16000000.0,32000000.0,44000000.0,85000000.0,14000000.0,33000000.0,47000000.0,61000000.0,12000000.0,27000000.0,39000000.0,14000000.0,14000000.0,15000000.0,33000000.0,50000000.0,55000000.0,,,,68000000.0,,,,,78000000.0,,,,89000000.0,,,,84000000.0,,,,88000000.0,,,,100000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,41000000.0,,,,32000000.0,,,,48000000.0,,,,52000000.0,,,,38000000.0,,,,10000000.0,10000000.0,,32000000.0,48000000.0,35000000.0,,,,43000000.0,,,,,56000000.0,,,,65000000.0,,,,61000000.0,,,,64000000.0,,,,74000000.0,,,
