fact_unit,2011-05-05,2011-07-26,2011-10-18,2012-02-28,2012-05-01,2012-07-24,2012-10-16,2013-02-28,2013-04-30,2013-07-23,2013-10-15,2014-02-25,2014-05-01,2014-07-22,2014-10-14,2015-02-24,2015-04-23,2015-07-16,2015-10-08,2016-02-25,2016-04-28,2016-07-21,2016-10-18,2017-02-28,2017-04-27,2017-07-25,2017-10-12,2018-02-20,2018-04-26,2018-07-19,2018-10-16,2019-02-21,2019-04-24,2019-07-16,2019-10-08,2020-02-20,2020-04-23,2020-07-16,2020-10-08,2021-02-25,2021-04-29,2021-07-22,2021-10-14,2022-03-01,2022-04-28,2022-07-21,2022-10-13,2023-02-23,2023-04-27,2023-07-24,2023-10-12,2024-02-26,2024-04-29,2024-07-18,2024-10-10,2025-02-24,2025-04-28,2025-07-21,2025-10-14
AmortizationOfFinancingCosts / USD,,,,,,,,,,,,,,,,,1390000.0,2771000.0,4046000.0,,,,,,,,,,,,,6400000.0,,,,11000000.0,,,,8000000.0,,,,4700000.0,,,,5500000.0,,,,7500000.0,,,,5600000.0,,,
AmortizationOfFinancingCostsAndDiscounts / USD,2544000.0,2614000.0,3664000.0,9621000.0,1424000.0,1696000.0,2543000.0,7837000.0,9824000.0,10489000.0,11942000.0,6190000.0,1431000.0,2853000.0,4264000.0,14596000.0,,,,6094000.0,1274000.0,2550000.0,3825000.0,5746000.0,1660000.0,3133000.0,4562000.0,12393000.0,1400000.0,2714000.0,9424000.0,6418000.0,1177000.0,5469000.0,6581000.0,10976000.0,1101000.0,2198000.0,3288000.0,8033000.0,1291000.0,2575000.0,3853000.0,4748000.0,1203000.0,4438000.0,5770000.0,5526000.0,1319000.0,2631000.0,3937000.0,7509000.0,1292000.0,2578000.0,3858000.0,5645000.0,1266000.0,2475000.0,3685000.0
Assets / USD,460837000.0,460837000.0,460837000.0,460837000.0,480543000.0,480543000.0,480543000.0,480543000.0,478197000.0,478197000.0,478197000.0,478197000.0,525255000.0,525255000.0,525255000.0,525255000.0,619280000.0,619280000.0,619280000.0,596333000.0,799845000.0,799845000.0,799845000.0,799845000.0,716295000.0,716295000.0,716295000.0,716295000.0,836753000.0,836753000.0,836753000.0,836753000.0,907385000.0,907385000.0,907385000.0,907385000.0,1382092000.0,1382092000.0,1382092000.0,1382092000.0,1567168000.0,1567168000.0,1567168000.0,1567168000.0,1671816000.0,1671816000.0,1671816000.0,1671816000.0,1602221000.0,1602221000.0,1602221000.0,1602221000.0,1674899000.0,1674899000.0,1674899000.0,1674899000.0,1737013000.0,1737013000.0,1737013000.0
AssetsCurrent / USD,305038000.0,305038000.0,305038000.0,305038000.0,326843000.0,326843000.0,326843000.0,326843000.0,306267000.0,306267000.0,306267000.0,306267000.0,351540000.0,351540000.0,351540000.0,351540000.0,428361000.0,428361000.0,428361000.0,428361000.0,602637000.0,602637000.0,602637000.0,602637000.0,495873000.0,495873000.0,495873000.0,495873000.0,579780000.0,579780000.0,579780000.0,579780000.0,566951000.0,566951000.0,566951000.0,566951000.0,787617000.0,787617000.0,787617000.0,787617000.0,869384000.0,869384000.0,869384000.0,869384000.0,860540000.0,860540000.0,860540000.0,860540000.0,790654000.0,790654000.0,790654000.0,790654000.0,817291000.0,817291000.0,817291000.0,817291000.0,905278000.0,905278000.0,905278000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,1700000.0,700000.0,1100000.0,1000000.0,1700000.0,700000.0,1100000.0,1000000.0,800000.0,700000.0,700000.0,3800000.0,800000.0,4000000.0,4000000.0,4000000.0,3800000.0,3800000.0,3800000.0,3800000.0,4000000.0,6900000.0,6900000.0,6900000.0,3800000.0,4300000.0,4300000.0,4300000.0,6900000.0,5400000.0,5400000.0,5400000.0,4300000.0,6900000.0,6900000.0,6900000.0,5400000.0,6700000.0,6700000.0,6700000.0,6900000.0,3100000.0,3100000.0,3100000.0
CapitalizedComputerSoftwareAccumulatedAmortization / USD,,,,49829000.0,,,,51274000.0,,,,48381000.0,,,,50267000.0,,,,54552000.0,,,,61330000.0,,,,68727000.0,,,,78696000.0,,,,89161000.0,,,,104237000.0,,,,124043000.0,,,,142509000.0,,,,165457000.0,,,,183980000.0,,,
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,7300000.0,,,,8300000.0,,,,10800000.0,,,,14800000.0,,,,18700000.0,,,,22800000.0,,,,23000000.0,,,,24300000.0,,,,28500000.0,,,
CapitalizedComputerSoftwareNet / USD,,7788000.0,7788000.0,7788000.0,8176000.0,8176000.0,8176000.0,8176000.0,11387000.0,11387000.0,11387000.0,11387000.0,14464000.0,14464000.0,14464000.0,14464000.0,20562000.0,20562000.0,20562000.0,20562000.0,28505000.0,28505000.0,28505000.0,28505000.0,40256000.0,40256000.0,40256000.0,40256000.0,52823000.0,52823000.0,52823000.0,52823000.0,63809000.0,63809000.0,63809000.0,63809000.0,73140000.0,73140000.0,73140000.0,73140000.0,81306000.0,81306000.0,81306000.0,81306000.0,95558000.0,95558000.0,95558000.0,95558000.0,108354000.0,108354000.0,108354000.0,108354000.0,134105000.0,134105000.0,134105000.0,134105000.0,155025000.0,155025000.0,155025000.0
CashAndCashEquivalentsAtCarryingValue / USD,42392000.0,42392000.0,42392000.0,45372000.0,47945000.0,47945000.0,47945000.0,42392000.0,50292000.0,50292000.0,50292000.0,47945000.0,54813000.0,54813000.0,54813000.0,50292000.0,14383000.0,14383000.0,14383000.0,54813000.0,30855000.0,30855000.0,30855000.0,14383000.0,133449000.0,133449000.0,133449000.0,30855000.0,42815000.0,42815000.0,42815000.0,133449000.0,35768000.0,35768000.0,35768000.0,42815000.0,25438000.0,25438000.0,25438000.0,35768000.0,190615000.0,190615000.0,190615000.0,25438000.0,168821000.0,168821000.0,168821000.0,190615000.0,148160000.0,148160000.0,148160000.0,168821000.0,60356000.0,60356000.0,60356000.0,148160000.0,114098000.0,114098000.0,114098000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334293000.0,254846000.0,254846000.0,254846000.0,194402000.0,237419000.0,237419000.0,237419000.0,254846000.0,483924000.0,483924000.0,483924000.0,237419000.0,502146000.0,502146000.0,502146000.0,483924000.0,490480000.0,490480000.0,490480000.0,502146000.0,395204000.0,395204000.0,395204000.0,490480000.0,403133000.0,403133000.0,403133000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39384000.0,42301000.0,90011000.0,-139891000.0,-34237000.0,80739000.0,24855000.0,60444000.0,30030000.0,84841000.0,75293000.0,-17427000.0,-5554000.0,86442000.0,125989000.0,246505000.0,73453000.0,121624000.0,166164000.0,18222000.0,-3569000.0,-53853000.0,-33418000.0,-11666000.0,49612000.0,10614000.0,24618000.0,-95276000.0,66512000.0,157543000.0,61397000.0
CashEquivalentsAtCarryingValue / USD,,44415000.0,44415000.0,44415000.0,41699000.0,41699000.0,41699000.0,41699000.0,44531000.0,44531000.0,44531000.0,44531000.0,5303000.0,5303000.0,5303000.0,5303000.0,16290000.0,16290000.0,16290000.0,16290000.0,108766000.0,108766000.0,108766000.0,108766000.0,7017000.0,7017000.0,7017000.0,7017000.0,7933000.0,7933000.0,7933000.0,7933000.0,11877000.0,11877000.0,11877000.0,11877000.0,180459000.0,180459000.0,180459000.0,180459000.0,151502000.0,151502000.0,151502000.0,151502000.0,87384000.0,87384000.0,87384000.0,87384000.0,23779000.0,23779000.0,23779000.0,23779000.0,50732000.0,50732000.0,50732000.0,50732000.0,127074000.0,127074000.0,127074000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,3.0,3.0,3.0,3.0,3.0,0.2,0.4,0.6,3.0,0.25,0.5,0.75,0.8,0.31,0.62,0.93,1.0,0.38,0.76,1.14,1.24,0.46,0.92,1.38,1.52,0.55,1.1,1.65,1.84,0.65,1.3,1.95,2.2,0.78,1.56,2.34,2.6,0.94,1.88,2.82,3.12,1.1,2.2,3.3,3.76,1.21,2.42,3.63,4.4,1.51,3.02,4.53
CommonStockParOrStatedValuePerShare / USD/shares,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,
CommonStockSharesAuthorized / shares,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,,170000000.0,,,
CommonStockSharesIssued / shares,,,,60139061.0,,,,57741208.0,,,,56313249.0,,,,55768672.0,,,,55553149.0,,,,49838221.0,,,,48100143.0,,,,42898329.0,,,,40977561.0,,,,38934009.0,,,,38868350.0,,,,36138273.0,,,,35419718.0,,,,34726182.0,,,
CommonStockSharesOutstanding / shares,,60722611.0,58245320.0,60139061.0,57899348.0,56823368.0,56846578.0,57741208.0,,,,56313249.0,,,,55768672.0,,,,55553149.0,,,,49838221.0,,,,48100143.0,,,,42898329.0,,,,40977561.0,,,,38934009.0,,,,38868350.0,,,,36138273.0,,,,35419718.0,,,,34726182.0,,,
CommonStockValueOutstanding / USD,,601000.0,601000.0,601000.0,577000.0,577000.0,577000.0,577000.0,563000.0,563000.0,563000.0,563000.0,558000.0,558000.0,558000.0,558000.0,556000.0,556000.0,556000.0,556000.0,498000.0,498000.0,498000.0,498000.0,481000.0,481000.0,481000.0,481000.0,429000.0,429000.0,429000.0,429000.0,410000.0,410000.0,410000.0,410000.0,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0,389000.0,361000.0,361000.0,361000.0,361000.0,354000.0,354000.0,354000.0,354000.0,347000.0,347000.0,347000.0,347000.0,343000.0,343000.0,343000.0
ComprehensiveIncomeNetOfTax / USD,,48014000.0,64773000.0,80979000.0,27197000.0,52476000.0,74667000.0,89283000.0,20830000.0,48835000.0,74790000.0,105700000.0,34369000.0,67683000.0,98441000.0,112407000.0,39890000.0,78562000.0,114204000.0,143387000.0,45860000.0,91930000.0,129210000.0,161910000.0,46036000.0,95685000.0,142905000.0,191902000.0,62536000.0,128492000.0,186266000.0,215116000.0,88372000.0,165177000.0,249188000.0,278985000.0,92887000.0,185230000.0,271873000.0,359924000.0,119276000.0,239477000.0,339719000.0,401396000.0,117947000.0,234796000.0,354794000.0,492614000.0,91578000.0,192387000.0,292938000.0,510071000.0,104319000.0,215077000.0,361423000.0,450389000.0,124699000.0,266194000.0,413716000.0
ConstructionInProgressGross / USD,4028000.0,4028000.0,4028000.0,4028000.0,6052000.0,6052000.0,6052000.0,6052000.0,9967000.0,9967000.0,9967000.0,9967000.0,8900000.0,8900000.0,8900000.0,8900000.0,6179000.0,6179000.0,6179000.0,6179000.0,9633000.0,9633000.0,9633000.0,9633000.0,7816000.0,7816000.0,7816000.0,7816000.0,32482000.0,32482000.0,32482000.0,32482000.0,31822000.0,31822000.0,31822000.0,31822000.0,42705000.0,42705000.0,42705000.0,42705000.0,13014000.0,13014000.0,13014000.0,13014000.0,27815000.0,27815000.0,27815000.0,27815000.0,22536000.0,22536000.0,22536000.0,22536000.0,24505000.0,24505000.0,24505000.0,24505000.0,22717000.0,22717000.0,22717000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19404000.0,19404000.0,19404000.0,19404000.0,19404000.0,19404000.0,19404000.0,19900000.0,19900000.0,19900000.0,19900000.0,20463000.0,20463000.0,20463000.0,20463000.0,19090000.0,19090000.0,19090000.0,19090000.0,29694000.0,29694000.0,29694000.0,29694000.0,28225000.0,28225000.0,28225000.0,28225000.0,25195000.0,25195000.0,25195000.0
ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueModificationOfContract / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239000.0,3917000.0,5731000.0,613000.0,3239000.0,3917000.0,5731000.0,900000.0,1807000.0,4613000.0,6258000.0,724000.0,3092000.0,3937000.0,4832000.0,803000.0,3805000.0,4784000.0,16449000.0,1159000.0,2448000.0,3774000.0,5185000.0,1162000.0,1400000.0,2456000.0,3438000.0,1330000.0,1769000.0,2281000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,2400000.0,,,,2400000.0,,,4100000.0,4100000.0,5400000.0,5400.0,5400000.0,5400000.0,5500000.0,5500000.0,5500000.0,5500000.0,5300000.0,5300000.0,5300000.0,5300000.0,5100000.0,5100000.0,5100000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,12600000.0,,,,12600000.0,,,15000000.0,15000000.0,24300000.0,24300000.0,24300000.0,24300000.0,22700000.0,22700000.0,22700000.0,22700000.0,19900000.0,19900000.0,19900000.0,19900000.0,15800000.0,15800000.0,15800000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2325000.0,-3540000.0,-5235000.0,-1083000.0,-2325000.0,-3540000.0,-5235000.0,-1361000.0,-2630000.0,-3923000.0,-5695000.0,-1417000.0,-2793000.0,-4302000.0,6205000.0,-1390000.0,-2691000.0,-3944000.0,5845000.0,-1420000.0,2855000.0,4688000.0,6654000.0,1448000.0,-2716000.0,-4680000.0,6468000.0,1364000.0,2737000.0,4292000.0
CostOfGoodsAndServicesSold / USD,,535207000.0,788442000.0,1017081000.0,277580000.0,551820000.0,824787000.0,1132305000.0,269938000.0,531456000.0,798126000.0,1181677000.0,287811000.0,575834000.0,859249000.0,1177101000.0,316810000.0,632628000.0,945682000.0,1253249000.0,344961000.0,680911000.0,1023653000.0,1399067000.0,371959000.0,747462000.0,1140236000.0,1533397000.0,430401000.0,866167000.0,1311331000.0,1704937000.0,485506000.0,971322000.0,1462008000.0,1921988000.0,513674000.0,1008650000.0,1513211000.0,2130188000.0,532945000.0,1095877000.0,1701615000.0,2216275000.0,594547000.0,1219329000.0,1832119000.0,2522918000.0,642525000.0,1321442000.0,2008188000.0,2669131000.0,638851000.0,1258822000.0,1888014000.0,2888552000.0,662777000.0,1323482000.0,1979854000.0
CurrentFederalTaxExpenseBenefit / USD,,,,21597000.0,,,,32077000.0,,,,36165000.0,,,,45110000.0,,,,54115000.0,,,,70958000.0,,,,84071000.0,,,,100673000.0,,,,81747000.0,,,,33558000.0,,,,49539000.0,,,,19894000.0,,,,74910000.0,,,,76552000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20351000.0,,,,18741000.0,,,,21833000.0,,,,23276000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,6395000.0,,,,2302000.0,,,,6075000.0,,,,6632000.0,,,,8021000.0,,,,10178000.0,,,,11892000.0,,,,15091000.0,,,,14131000.0,,,,12651000.0,,,,15335000.0,,,,10775000.0,,,,16507000.0,,,,20489000.0,,,
DebtAndCapitalLeaseObligations / USD,,,,,,,,,,,,1560792000.0,,,,1536443000.0,,,,1501164000.0,,,,2240793000.0,,,,2187877000.0,,,,3153814000.0,,,,3531584000.0,,,,4114449000.0,,,,4118873000.0,,,,5070226000.0,,,,5022233000.0,,,,4990428000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,18562000.0,,,,4748000.0,,,,7000000.0,,,,3264000.0,,,,5280000.0,,,,-873000.0,,,,862000.0,,,,-3096000.0,,,,6732000.0,,,,-1543000.0,,,,-2862000.0,,,,14301000.0,,,,-2051000.0,,,,4125000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,4500000.0,,,,-4449000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10073000.0,10073000.0,,1904000.0,1904000.0,1904000.0,1904000.0,2109000.0,2109000.0,2109000.0,2109000.0,1926000.0,1926000.0,1926000.0,1926000.0,13680000.0,13680000.0,13680000.0,13680000.0,23432000.0,23432000.0,23432000.0
DeferredIncomeTaxExpenseBenefit / USD,675000.0,4165000.0,4219000.0,19476000.0,9033000.0,8738000.0,12112000.0,6027000.0,4821000.0,4040000.0,5981000.0,8169000.0,4568000.0,2557000.0,6031000.0,4193000.0,700000.0,-2187000.0,1008000.0,6055000.0,198000.0,-1964000.0,959000.0,-132000.0,4397000.0,1775000.0,2657000.0,1713000.0,6232000.0,3581000.0,5680000.0,-3059000.0,566000.0,1484000.0,1737000.0,6160000.0,1467000.0,2276000.0,1627000.0,-872000.0,702000.0,1510000.0,3681000.0,-3297000.0,1578000.0,2561000.0,4831000.0,14424000.0,1319000.0,2490000.0,5912000.0,1988000.0,-3439000.0,-7596000.0,-12191000.0,253000.0,-3757000.0,-6246000.0,-7524000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,901000.0,,,,1279000.0,,,,1169000.0,,,,929000.0,,,,775000.0,,,,741000.0,,,,851000.0,,,,37000.0,,,,-572000.0,,,,671000.0,,,,-435000.0,,,,123000.0,,,,-461000.0,,,,577000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41223000.0,,,,108346000.0,,,,108134000.0,,,,108777000.0,,,,115582000.0,,,,122776000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,25398000.0,,,,16416000.0,,,,12242000.0,,,,6050000.0,,,,6744000.0,,,,5865000.0,,,,8935000.0,,,,2750000.0,,,,5526000.0,,,,10073000.0,,,,4195000.0,,,,1813000.0,,,,5835000.0,,,,13680000.0,,,
DeferredTaxAssetsNet / USD,,,,59890000.0,,,,51222000.0,,,,47713000.0,,,,43521000.0,,,,42993000.0,,,,,,,,,,,,32567000.0,,,,41223000.0,,,,104066000.0,,,,100534000.0,,,,97413000.0,,,,100581000.0,,,,104610000.0,,,
DeferredTaxAssetsOther / USD,,,,2597000.0,,,,3426000.0,,,,6187000.0,,,,4579000.0,,,,5082000.0,,,,5409000.0,,,,5732000.0,,,,4801000.0,,,,6029000.0,,,,6980000.0,,,,7720000.0,,,,8158000.0,,,,12150000.0,,,,13181000.0,,,
DeferredTaxAssetsTaxCreditCarryforwardsForeign / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,4600000.0,,,,9333000.0,,,,6603000.0,,,,10206000.0,,,,13464000.0,,,,16798000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10357000.0,,,,8331000.0,,,,7861000.0,,,,8849000.0,,,,10309000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,,14137000.0,,,,13905000.0,,,,12732000.0,,,,11606000.0,,,,12161000.0,,,,14411000.0,,,,18741000.0,,,,8532000.0,,,,10636000.0,,,,11874000.0,,,,14148000.0,,,,15207000.0,,,,11330000.0,,,,16176000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance / USD,,,,8339000.0,,,,8788000.0,,,,9774000.0,,,,10143000.0,,,,10359000.0,,,,10202000.0,,,,11202000.0,,,,9957000.0,,,,10253000.0,,,,11256000.0,,,,12447000.0,,,,12867000.0,,,,13039000.0,,,,12592000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,900000.0,900000.0,900000.0,770000.0,,,900000.0,770000.0,,,,799000.0,,,,456000.0,,,,155000.0,,,,,,,,,,,,4280000.0,,,,4280000.0,,,,7600000.0,,,,11364000.0,,,,15001000.0,,,,18166000.0,,,
DeferredTaxLiabilities / USD,,,,34492000.0,,,,34806000.0,,,,35471000.0,,,,37471000.0,,,,36249000.0,,,,38962000.0,,,,41294000.0,,,,29817000.0,,,,35697000.0,,,,93993000.0,,,,104729000.0,,,,99226000.0,,,,106416000.0,,,,90930000.0,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware / USD,,,,7143000.0,,,,9657000.0,,,,11674000.0,,,,13017000.0,,,,16628000.0,,,,21398000.0,,,,25869000.0,,,,22248000.0,,,,25192000.0,,,,27330000.0,,,,29596000.0,,,,19828000.0,,,,27443000.0,,,,14523000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56744000.0,,,,56446000.0,,,,51793000.0,,,,54057000.0,,,,50883000.0,,,
