fact_unit,2019-05-30,2019-08-07,2019-11-07,2020-02-10,2020-05-29,2020-08-07,2020-11-06,2021-02-09,2021-05-28,2021-08-09,2021-11-08,2022-02-09,2022-05-31,2022-08-08,2022-11-09,2023-02-08,2023-05-26,2023-08-08,2023-11-07,2024-02-08,2024-05-29,2024-08-08,2024-11-07,2025-02-07,2025-05-29,2025-08-07,2025-11-06
EmployeeRelatedLiabilitiesCurrentAndNoncurrent / USD,30270000.0,37251000.0,37251000.0,37251000.0,37251000.0,42205000.0,42205000.0,37251000.0,42205000.0,47157000.0,47157000.0,47157000.0,47157000.0,71878000.0,71878000.0,71878000.0,71878000.0,48565000.0,48565000.0,48565000.0,43960000.0,48152000.0,48152000.0,48152000.0,48152000.0,69800000.0,69800000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,39023000.0,58089000.0,53306000.0,48301000.0,42056000.0,63875000.0,57787000.0,42056000.0,46804000.0,67599000.0,61084000.0,66715000.0,59392000.0,88105000.0,80182000.0,72008000.0,64814000.0,99504000.0,83007000.0,68670000.0,60130000.0,93968000.0,75899000.0,60400000.0,51059000.0,88400000.0,70100000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions / USD,5058000.0,,,,6581000.0,,,6581000.0,8306000.0,,,,16440000.0,,,,11559000.0,,,,18143000.0,,,,4945000.0,,
EntityCommonStockSharesOutstanding / shares,84541998.0,84686637.0,84783115.0,84813121.0,84918305.0,85053103.0,85324006.0,85352713.0,85369640.0,99758941.0,100023002.0,100127204.0,100080052.0,100014639.0,99822953.0,99284443.0,98650238.0,98781406.0,98800161.0,98814035.0,98900010.0,98616743.0,98707327.0,98250789.0,98372310.0,98490606.0,98147009.0
EntityPublicFloat / USD,9552109996.0,,,,12164200000.0,,,,14957700000.0,,,,20355000000.0,,,,16561000000.0,,,,21614000000.0,,,,23874000000.0,,
EquitySecuritiesFvNiGainLoss / USD,-2731000.0,-1377000.0,-2510000.0,-4663000.0,-2731000.0,-1758000.0,-2479000.0,-2731000.0,-3579000.0,309000.0,-74000.0,138000.0,594000.0,-16000.0,-229000.0,-200000.0,-775000.0,-936000.0,-1727000.0,1385000.0,-1176000.0,73000.0,138000.0,1019000.0,1060000.0,100000.0,200000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,305927000.0,,,,368743000.0,,,368743000.0,429779000.0,,,,526317000.0,,,,856781000.0,,,,1004121000.0,,,,1271497000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,71917000.0,,,,71049000.0,,,71049000.0,95231000.0,,,,384258000.0,,,,369358000.0,,,,270365000.0,,,,259211000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,52452000.0,,,,54772000.0,,,54772000.0,69442000.0,,,,349116000.0,,,,343510000.0,,,,248061000.0,,,,243486000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,58412000.0,,,,56549000.0,,,56549000.0,78141000.0,,,,355475000.0,,,,348506000.0,,,,250617000.0,,,,245921000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,63853000.0,,,,62808000.0,,,62808000.0,82842000.0,,,,364488000.0,,,,354672000.0,,,,255383000.0,,,,248088000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,66716000.0,,,,68393000.0,,,68393000.0,89023000.0,,,,370549000.0,,,,363499000.0,,,,261498000.0,,,,253126000.0,,
FiniteLivedIntangibleAssetsGross / USD,1032907000.0,,,,973357000.0,,,973357000.0,995252000.0,,,,1424723000.0,,,,4185318000.0,,,,3080820000.0,,,,3390779000.0,,
GainLossOnSaleOfBusiness / USD,-86574000.0,-444000.0,-663000.0,508000.0,-14547000.0,-2426000.0,-2476000.0,-14547000.0,1370000.0,-10000.0,-5000.0,-5000.0,-1770000.0,-419000.0,-404000.0,-893000.0,-2030000.0,-3878000.0,-4777000.0,-3939000.0,874000.0,0.0,,,67000.0,,
GainLossOnSaleOfPropertyPlantEquipment / USD,-760000.0,568000.0,385000.0,208000.0,-2582000.0,-61000.0,-45000.0,-2582000.0,-924000.0,-237000.0,-178000.0,-865000.0,174000.0,-824000.0,-537000.0,-863000.0,1982000.0,972000.0,50000.0,-653000.0,-15117000.0,-93000.0,1103000.0,971000.0,-22193000.0,-2200000.0,-2700000.0
Goodwill / USD,2231303000.0,2322928000.0,2322928000.0,2322928000.0,2433784000.0,2356085000.0,2356085000.0,2433784000.0,2322928000.0,3026049000.0,3026049000.0,3026049000.0,2356085000.0,4404343000.0,4404343000.0,4404343000.0,3026049000.0,3879219000.0,4404343000.0,4404343000.0,3938976000.0,4070712000.0,4070712000.0,4070712000.0,3879219000.0,4095700000.0,4095700000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,74531000.0,,,,570483000.0,,1286000.0,10753000.0,1522381000.0,,1286000.0,10753000.0,7024000.0,,,,200086000.0,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,-41175000.0,,,,99481000.0,,-229654000.0,-91252000.0,-121268000.0,,-229654000.0,-91252000.0,-45946000.0,,,,-6020000.0,,
GoodwillImpairmentLoss / USD,58356000.0,,,,,,,,,,,,,,0.0,0.0,0.0,,490565000.0,490565000.0,0.0,,,,490565000.0,,
GoodwillPurchaseAccountingAdjustments / USD,,,,,,,,,,,,,1522381000.0,22088000.0,22088000.0,22088000.0,-15819000.0,,22088000.0,22088000.0,-18477000.0,,,,-2573000.0,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit / USD,,,,,,,,,,,,,7000000.0,,2358000.0,2358000.0,2358000.0,,2358000.0,2358000.0,,,,,11560000.0,,
GrossProfit / USD,1026213000.0,269050000.0,553714000.0,840711000.0,1092746000.0,305843000.0,624510000.0,1092746000.0,1174986000.0,287384000.0,617421000.0,963282000.0,1319996000.0,426282000.0,906626000.0,1444740000.0,1343100000.0,517798000.0,1050133000.0,1571630000.0,1883007000.0,529004000.0,1075232000.0,1635258000.0,1980726000.0,572400000.0,1151200000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,83051000.0,178310000.0,236070000.0,,99410000.0,216717000.0,350669000.0,,108614000.0,242399000.0,381830000.0,498754000.0,-28977000.0,60630000.0,243039000.0,517533000.0,134951000.0,-198111000.0,-37773000.0,366803000.0,166781000.0,322633000.0,512235000.0,680266000.0,175200000.0,370200000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,284459000.0,130581000.0,251378000.0,399981000.0,556197000.0,139900000.0,291300000.0
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,,,2.93,1.32,2.53,4.03,5.59,1.41,2.94
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,,,2.9,1.31,2.52,4.01,5.56,1.41,2.92
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity / USD,,,,,,,,,,,,,,,,,,,,,-41589000.0,-6791000.0,-11242000.0,-18900000.0,-450384000.0,5600000.0,5400000.0
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare / USD/shares,,,,,,,,,,,,,,,,,,,,,-0.43,-0.07,-0.11,-0.19,-4.52,0.06,0.05
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare / USD/shares,,,,,,,,,,,,,,,,,,,,,-0.42,-0.07,-0.11,-0.19,-4.49,0.06,0.05
IncomeTaxExaminationEstimateOfPossibleLoss / USD,,,,,,,,,,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0
IncomeTaxExaminationPenaltiesAndInterestAccrued / USD,295000.0,,,,360000.0,,,360000.0,243000.0,,,,106000.0,,,,152000.0,,,,140000.0,,,,143000.0,,
IncomeTaxExpenseBenefit / USD,74015000.0,12773000.0,30537000.0,39871000.0,63360000.0,14633000.0,36798000.0,63360000.0,64283000.0,19083000.0,46860000.0,71703000.0,90895000.0,-7075000.0,12907000.0,52222000.0,120663000.0,24196000.0,6365000.0,43378000.0,82344000.0,36200000.0,71255000.0,112254000.0,124069000.0,35300000.0,78800000.0
IncomeTaxesPaidNet / USD,78009000.0,,,,85629000.0,,,85629000.0,64668000.0,,,,92462000.0,,,,109646000.0,,,,138382000.0,,,,254661000.0,,
IncreaseDecreaseInAccountsPayable / USD,6884000.0,-1883000.0,-7385000.0,5119000.0,563000.0,-17276000.0,-19059000.0,563000.0,21244000.0,-17011000.0,-27545000.0,-30974000.0,-2779000.0,-4614000.0,-260000.0,-11053000.0,-7213000.0,6492000.0,15675000.0,18819000.0,14887000.0,-20572000.0,15076000.0,-6097000.0,53342000.0,-17100000.0,-16300000.0
IncreaseDecreaseInAccountsReceivable / USD,48140000.0,-39225000.0,-29024000.0,-9318000.0,37731000.0,-57620000.0,-54547000.0,37731000.0,48486000.0,-84665000.0,-88134000.0,-60574000.0,17866000.0,-41732000.0,-15932000.0,-21493000.0,-12076000.0,-26335000.0,2976000.0,32878000.0,51969000.0,-42446000.0,2464000.0,18252000.0,133304000.0,-107700000.0,-82500000.0
IncreaseDecreaseInAccruedLiabilities / USD,-5442000.0,-1465000.0,-6544000.0,2092000.0,-15555000.0,-43792000.0,-44670000.0,-15555000.0,59127000.0,-47695000.0,-55012000.0,-4341000.0,6191000.0,-41892000.0,-34984000.0,-17676000.0,9916000.0,-26963000.0,-112899000.0,-66912000.0,-16398000.0,37919000.0,-25446000.0,21750000.0,-22054000.0,1500000.0,-35300000.0
IncreaseDecreaseInDeferredIncomeTaxes / USD,488000.0,,,,-21433000.0,,,-21433000.0,-7595000.0,,,,9256000.0,,,,898000.0,,,,-86275000.0,,,,-104056000.0,,
IncreaseDecreaseInInventories / USD,12829000.0,34063000.0,32955000.0,32083000.0,5178000.0,24622000.0,26328000.0,5178000.0,14176000.0,28830000.0,27080000.0,9334000.0,39140000.0,1660000.0,57897000.0,92138000.0,-3769000.0,58076000.0,97987000.0,130434000.0,102922000.0,67956000.0,100616000.0,123349000.0,123921000.0,34100000.0,18700000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,-2324000.0,2424000.0,-4689000.0,5816000.0,1244000.0,2480000.0,-2885000.0,1244000.0,7371000.0,6729000.0,355000.0,8906000.0,-3784000.0,6747000.0,66337000.0,63393000.0,-458000.0,-6755000.0,-1269000.0,46116000.0,-7126000.0,-14355000.0,19630000.0,22841000.0,24086000.0,-9400000.0,-8600000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,35266000.0,,,,13000000.0,,,13000000.0,14250000.0,,,,14250000.0,,,,14250000.0,,,,14250000.0,,,,14250000.0,,
IntangibleAssetsNetExcludingGoodwill / USD,726980000.0,604614000.0,604614000.0,604614000.0,604614000.0,565473000.0,565473000.0,604614000.0,565473000.0,898406000.0,898406000.0,898406000.0,898406000.0,3328537000.0,3328537000.0,3328537000.0,3328537000.0,2955780000.0,2955780000.0,2955780000.0,2076699000.0,2119282000.0,2119282000.0,2119282000.0,2119282000.0,1854400000.0,1854400000.0
InterestCostsCapitalized / USD,528000.0,,,,495000.0,,,495000.0,428000.0,,,,1998000.0,,,,3886000.0,,,,6366000.0,,,,7094000.0,,
InterestCostsIncurred / USD,44520000.0,,,,50629000.0,,,50629000.0,45015000.0,,,,40279000.0,,,,37180000.0,,,,89490000.0,,,,107956000.0,,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,69295000.0,108243000.0,107956000.0,30400000.0,50100000.0
InterestPaid / USD,42797000.0,,,,48663000.0,,,48663000.0,44118000.0,,,,38021000.0,,,,36257000.0,,,,84696000.0,,,,108470000.0,,
InventoryFinishedGoods / USD,124005000.0,131051000.0,131051000.0,131051000.0,131051000.0,151381000.0,151381000.0,131051000.0,149729000.0,176623000.0,176623000.0,176623000.0,176623000.0,334880000.0,334880000.0,334880000.0,334880000.0,404238000.0,404238000.0,404238000.0,325609000.0,374182000.0,374182000.0,374182000.0,374182000.0,334900000.0,334900000.0
InventoryNet / USD,205731000.0,208243000.0,208243000.0,208243000.0,208243000.0,248259000.0,248259000.0,208243000.0,263544000.0,315067000.0,315067000.0,315067000.0,315067000.0,574999000.0,574999000.0,574999000.0,574999000.0,695493000.0,695493000.0,695493000.0,604410000.0,674535000.0,674535000.0,674535000.0,674535000.0,581300000.0,581300000.0
InventoryRawMaterials / USD,83741000.0,83009000.0,83009000.0,83009000.0,83009000.0,94321000.0,94321000.0,83009000.0,94321000.0,103939000.0,103939000.0,103939000.0,103939000.0,195035000.0,195035000.0,195035000.0,195035000.0,239081000.0,239081000.0,239081000.0,220431000.0,245942000.0,245942000.0,245942000.0,245942000.0,213100000.0,213100000.0
InventoryValuationReserves / USD,18707000.0,19754000.0,19754000.0,19754000.0,17854000.0,16149000.0,16149000.0,17854000.0,16149000.0,19778000.0,19778000.0,19778000.0,19778000.0,30937000.0,30937000.0,30937000.0,30937000.0,45582000.0,45582000.0,45582000.0,35601000.0,43893000.0,43893000.0,43893000.0,43893000.0,49800000.0,49800000.0
InventoryWorkInProcess / USD,34904000.0,30694000.0,30694000.0,30694000.0,30694000.0,35643000.0,35643000.0,30694000.0,35643000.0,54283000.0,54283000.0,54283000.0,54283000.0,76021000.0,76021000.0,76021000.0,76021000.0,97756000.0,97756000.0,97756000.0,93971000.0,98304000.0,98304000.0,98304000.0,98304000.0,83100000.0,83100000.0
Land / USD,55417000.0,63522000.0,63522000.0,63522000.0,63522000.0,65994000.0,65994000.0,63522000.0,65994000.0,69477000.0,69477000.0,69477000.0,69477000.0,84015000.0,84015000.0,84015000.0,84015000.0,84313000.0,84313000.0,84313000.0,77757000.0,90134000.0,90134000.0,90134000.0,90134000.0,106100000.0,106100000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,161203000.0,153513000.0,161431000.0,173931000.0,,,173931000.0,195073000.0,,,,229870000.0,,,,241440000.0,,,,216910000.0,,,,207093000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,28675000.0,,,,42099000.0,,,,41709000.0,,,,37947000.0,,,,41391000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,11645000.0,11428000.0,12647000.0,96249000.0,,,96249000.0,106593000.0,,,,104769000.0,,,,120359000.0,,,,104609000.0,,,,82663000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,13920000.0,13434000.0,15185000.0,14045000.0,,,14045000.0,16052000.0,,,,21419000.0,,,,19659000.0,,,,18662000.0,,,,17533000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,16377000.0,16102000.0,18564000.0,17271000.0,,,17271000.0,19160000.0,,,,26914000.0,,,,26129000.0,,,,23094000.0,,,,32753000.0,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,20882000.0,20499000.0,22915000.0,21064000.0,,,21064000.0,24593000.0,,,,34669000.0,,,,33584000.0,,,,32598000.0,,,,32753000.0,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,38576000.0,37142000.0,38178000.0,40008000.0,,,40008000.0,42626000.0,,,,38342000.0,,,,45986000.0,,,,39843000.0,,,,48254000.0,,
Liabilities / USD,1983034000.0,1887273000.0,1887273000.0,1887273000.0,1887273000.0,2018858000.0,2018858000.0,1887273000.0,2022657000.0,2683003000.0,2683003000.0,2683003000.0,2683003000.0,4878957000.0,4878957000.0,4878957000.0,4878957000.0,4734667000.0,4734667000.0,4734667000.0,4734667000.0,4748351000.0,4748351000.0,4748351000.0,4748351000.0,3531000000.0,3531100000.0
LiabilitiesAndStockholdersEquity / USD,5200334000.0,5073071000.0,5073071000.0,5073071000.0,5073071000.0,5425582000.0,5425582000.0,5073071000.0,5440867000.0,6574471000.0,6574471000.0,6574471000.0,6574471000.0,11423594000.0,11423594000.0,11423594000.0,11423594000.0,10821839000.0,10821839000.0,10821839000.0,10821839000.0,11063697000.0,11063697000.0,11063697000.0,11063697000.0,10146800000.0,10146800000.0
LiabilitiesCurrent / USD,398462000.0,465196000.0,465196000.0,465196000.0,465196000.0,503607000.0,503607000.0,465196000.0,503607000.0,577920000.0,577920000.0,577920000.0,577920000.0,922222000.0,922222000.0,922222000.0,922222000.0,861844000.0,861844000.0,861844000.0,861844000.0,931127000.0,931127000.0,931127000.0,931127000.0,1022200000.0,1022200000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,50642000.0,64012000.0,64012000.0,64012000.0,64012000.0,,
LineOfCredit / USD,331206000.0,301846000.0,301846000.0,301846000.0,301846000.0,275449000.0,275449000.0,301846000.0,275449000.0,247423000.0,247423000.0,247423000.0,247423000.0,58908000.0,58908000.0,58908000.0,58908000.0,301672000.0,301672000.0,301672000.0,301672000.0,484529000.0,484529000.0,484529000.0,484529000.0,34800000.0,34800000.0
LitigationReserve / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48200000.0,48200000.0
LitigationSettlementLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
LongTermDebt / USD,1316001000.0,1183227000.0,1183227000.0,1183227000.0,1183227000.0,1150521000.0,1150521000.0,1183227000.0,1150521000.0,1650540000.0,1650540000.0,1650540000.0,1650540000.0,2945481000.0,2945481000.0,2945481000.0,2945481000.0,3018655000.0,3018655000.0,3018655000.0,3018655000.0,3120162000.0,3120162000.0,3120162000.0,3120162000.0,1918700000.0,1918700000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,758967000.0,,,,752409000.0,,,752409000.0,1390481000.0,2416406000.0,2411054000.0,2407965000.0,2403414000.0,,,,1780047000.0,,,,1631725000.0,,,,1544131000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths / USD,0.0,,,,35000000.0,,,35000000.0,0.0,168000000.0,,,142875000.0,,,,60000000.0,,,,165938000.0,,,,125000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,392846000.0,,,,0.0,,,0.0,121250000.0,165938000.0,165938000.0,165938000.0,341408000.0,,,,614942000.0,,,,150000000.0,,,,124867000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,0.0,,,,366449000.0,,,366449000.0,27500000.0,60000000.0,60000000.0,60000000.0,165937000.0,,,,479173000.0,,,,614396000.0,,,,150000000.0,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,35033000.0,,,,0.0,,,0.0,118500000.0,142875000.0,142875000.0,142875000.0,60000000.0,,,,165938000.0,,,,662029000.0,,,,114967000.0,,
LongTermDebtNoncurrent / USD,1316001000.0,1183227000.0,1183227000.0,1183227000.0,1183227000.0,1150521000.0,1150521000.0,1183227000.0,1150521000.0,1650540000.0,1650540000.0,1650540000.0,1650540000.0,2945481000.0,2945481000.0,2945481000.0,2945481000.0,3018655000.0,3018655000.0,3018655000.0,3018655000.0,3120162000.0,3120162000.0,3120162000.0,3120162000.0,1918700000.0,1918700000.0
MachineryAndEquipmentGross / USD,631623000.0,656956000.0,656956000.0,656956000.0,656956000.0,682488000.0,682488000.0,656956000.0,682488000.0,779044000.0,779044000.0,779044000.0,779044000.0,903649000.0,903649000.0,903649000.0,903649000.0,994188000.0,994188000.0,994188000.0,959952000.0,1075082000.0,1075082000.0,1075082000.0,1075082000.0,1205400000.0,1205400000.0
MaterialsSuppliesAndOther / USD,458440000.0,483080000.0,483080000.0,483080000.0,483080000.0,508593000.0,508593000.0,483080000.0,508593000.0,565681000.0,565681000.0,565681000.0,565681000.0,597641000.0,597641000.0,597641000.0,597641000.0,637920000.0,637920000.0,637920000.0,637920000.0,692642000.0,692642000.0,692642000.0,692642000.0,749800000.0,749800000.0
MinorityInterest / USD,11340000.0,7988000.0,7988000.0,7988000.0,7988000.0,12848000.0,12848000.0,7988000.0,12848000.0,10478000.0,10478000.0,10478000.0,10478000.0,12281000.0,12281000.0,12281000.0,12281000.0,9974000.0,9974000.0,9974000.0,9974000.0,13182000.0,13182000.0,13182000.0,13182000.0,12400000.0,12400000.0
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders / USD,,,,255000.0,1400000.0,,,1400000.0,255000.0,,997000.0,627000.0,1245000.0,,997000.0,997000.0,4179000.0,,,794000.0,997000.0,,,1561000.0,794000.0,,
NetCashProvidedByUsedInFinancingActivities / USD,-267099000.0,-39214000.0,-139861000.0,-183808000.0,-356184000.0,-7607000.0,-63529000.0,-356184000.0,-294792000.0,-134000000.0,-199319000.0,442533000.0,-163146000.0,818810000.0,579703000.0,390438000.0,345620000.0,-141414000.0,-186362000.0,-306771000.0,115830000.0,-213637000.0,256577000.0,58583000.0,-498718000.0,-998900000.0,-1179900000.0
NetCashProvidedByUsedInInvestingActivities / USD,-104255000.0,-34866000.0,-68156000.0,-139562000.0,-203829000.0,-84307000.0,-185458000.0,-203829000.0,-213224000.0,-66724000.0,-112863000.0,-1035903000.0,-319735000.0,-603532000.0,-680335000.0,-760135000.0,-1154159000.0,-109417000.0,-207342000.0,-305752000.0,-666559000.0,-66596000.0,-672833000.0,-791754000.0,-383330000.0,687800000.0,582500000.0
NetCashProvidedByUsedInOperatingActivities / USD,424086000.0,100779000.0,226702000.0,360579000.0,457632000.0,109337000.0,260000000.0,457632000.0,539505000.0,134122000.0,296073000.0,501785000.0,590559000.0,97426000.0,268766000.0,513080000.0,689640000.0,231746000.0,335570000.0,541148000.0,684811000.0,281129000.0,427224000.0,718467000.0,756947000.0,303700000.0,554500000.0
NetIncomeLoss / USD,109965000.0,69991000.0,147448000.0,195306000.0,290915000.0,84590000.0,179359000.0,290915000.0,303721000.0,89597000.0,195455000.0,309956000.0,407659000.0,-21807000.0,48004000.0,191627000.0,397400000.0,111262000.0,-204023000.0,-80195000.0,243888000.0,123554000.0,238873000.0,379616000.0,107030000.0,145400000.0,295400000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,666000.0,287000.0,325000.0,893000.0,707000.0,187000.0,560000.0,707000.0,1025000.0,-66000.0,84000.0,171000.0,200000.0,-95000.0,-281000.0,-810000.0,-530000.0,-507000.0,-453000.0,-956000.0,-1018000.0,236000.0,1263000.0,1465000.0,-1217000.0,100000.0,1300000.0
NonoperatingIncomeExpense / USD,-41560000.0,-11373000.0,-22693000.0,-34517000.0,-44901000.0,-10678000.0,-20104000.0,-44901000.0,-41995000.0,-7203000.0,-14680000.0,-22280000.0,-38292000.0,-43301000.0,-70197000.0,-90721000.0,-30835000.0,-23444000.0,-50091000.0,-80556000.0,-111012000.0,-30980000.0,-66681000.0,-103549000.0,-110835000.0,-10300000.0,-35000000.0
NumberOfReportableSegments / segment,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,4.0
OperatingExpenses / USD,800007000.0,174626000.0,352711000.0,570124000.0,692863000.0,195755000.0,387689000.0,692863000.0,763962000.0,171567000.0,360342000.0,559172000.0,782950000.0,411958000.0,775799000.0,1110980000.0,794732000.0,359403000.0,1198153000.0,1528847000.0,1405192000.0,331243000.0,685918000.0,1019474000.0,1189625000.0,386900000.0,746000000.0
OperatingIncomeLoss / USD,226206000.0,94424000.0,201003000.0,270587000.0,399883000.0,110088000.0,236821000.0,399883000.0,411024000.0,115817000.0,257079000.0,404110000.0,537046000.0,14324000.0,130827000.0,333760000.0,548368000.0,158395000.0,-148020000.0,42783000.0,477815000.0,197761000.0,389314000.0,615784000.0,791101000.0,185500000.0,405200000.0
OperatingLeaseExpense / USD,,8063000.0,16074000.0,25134000.0,33701000.0,,,33701000.0,33701000.0,,,,40413000.0,,,,57817000.0,,,,52545000.0,,,,58054000.0,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,22774000.0,22774000.0,22774000.0,22774000.0,36472000.0,36472000.0,36472000.0,36472000.0,34961000.0,34961000.0,34961000.0,30065000.0,31239000.0,31239000.0,31239000.0,31239000.0,34200000.0,34200000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,129673000.0,,,129673000.0,155056000.0,,,155056000.0,,,,139557000.0,,,,145828000.0,,
OperatingLeasePayments / USD,,6880000.0,6877000.0,20656000.0,27613000.0,,,27613000.0,27613000.0,,,,29808000.0,,,,45144000.0,,,,45144000.0,,,,45249000.0,,
OperatingLeaseRightOfUseAsset / USD,,0.0,0.0,0.0,0.0,131837000.0,131837000.0,0.0,131837000.0,150142000.0,150142000.0,150142000.0,150142000.0,188480000.0,188480000.0,188480000.0,188480000.0,191741000.0,191741000.0,191741000.0,166553000.0,173201000.0,173201000.0,173201000.0,173201000.0,156400000.0,156400000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,0.046,0.046,0.044,,,0.044,0.044,,,,0.041,,,,0.034,,,,0.038,,,,0.044,,
OperatingLossCarryforwards / USD,13665000.0,,,,10942000.0,,,10942000.0,10524000.0,,,,9694000.0,,,,9407000.0,,,,8026000.0,,,,7179000.0,,
OtherAccruedLiabilitiesCurrentAndNoncurrent / USD,61379000.0,58661000.0,58661000.0,58661000.0,58661000.0,58158000.0,58158000.0,58661000.0,58158000.0,57552000.0,57552000.0,57552000.0,65303000.0,78390000.0,78390000.0,78390000.0,78390000.0,87611000.0,87611000.0,87611000.0,78689000.0,83107000.0,83107000.0,83107000.0,83107000.0,82800000.0,82800000.0
OtherAssetsNoncurrent / USD,39389000.0,60212000.0,60212000.0,60212000.0,60212000.0,51581000.0,51581000.0,60212000.0,51581000.0,52720000.0,52720000.0,52720000.0,52720000.0,70661000.0,70661000.0,70661000.0,70661000.0,78145000.0,78145000.0,78145000.0,77892000.0,66199000.0,66199000.0,66199000.0,66199000.0,83000000.0,83000000.0
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax / USD,-7463000.0,-410000.0,-823000.0,-1238000.0,-4387000.0,-505000.0,-1011000.0,-4387000.0,2538000.0,-510000.0,-1020000.0,-1530000.0,-2609000.0,-507000.0,-1014000.0,-1521000.0,1294000.0,29000.0,56000.0,83000.0,6795000.0,58000.0,117000.0,175000.0,-1264000.0,-200000.0,-100000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,-165931000.0,-130401000.0,-135672000.0,-175502000.0,254982000.0,3439000.0,-64928000.0,254982000.0,-172031000.0,27619000.0,105870000.0,234607000.0,-73076000.0,24933000.0,-43476000.0,-74114000.0,172926000.0,-178594000.0,-388396000.0,-154438000.0,-155360000.0,9793000.0,-66142000.0,67906000.0,-109638000.0,5800000.0,162900000.0
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax / USD,,169000.0,338000.0,507000.0,,170000.0,341000.0,512000.0,,174000.0,347000.0,520000.0,,174000.0,348000.0,523000.0,,-6000.0,16000.0,24000.0,,-17000.0,35000.0,52000.0,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,109638000.0,,
OtherComprehensiveIncomeLossNetOfTax / USD,,-130248000.0,-135369000.0,-175050000.0,,3629000.0,-64549000.0,12947000.0,,27937000.0,106518000.0,235579000.0,,25524000.0,-42300000.0,-72363000.0,,-178440000.0,-388093000.0,-154007000.0,,10211000.0,-65390000.0,69066000.0,-110437000.0,,
