fact_unit,2009-09-03,2009-11-09,2010-02-26,2010-04-29,2010-08-09,2010-11-04,2011-02-18,2011-05-04,2011-07-28,2011-10-28,2012-02-13,2012-04-24,2012-07-24,2012-10-22,2013-02-27,2013-04-30,2013-07-23,2013-10-23,2014-02-13,2014-04-24,2014-07-24,2014-10-23,2015-02-12,2015-04-30,2015-07-29,2015-10-23,2016-02-11,2016-04-22,2016-07-22,2016-10-28,2017-02-09,2017-04-27,2017-07-28,2017-10-27,2018-02-08,2018-04-27,2018-07-25,2018-10-26,2019-02-07,2019-04-24,2019-07-26,2019-10-30,2020-02-06,2020-05-01,2020-07-31,2020-10-30,2021-02-11,2021-04-28,2021-07-28,2021-10-29,2022-02-11,2022-04-29,2022-07-27,2022-11-01,2023-02-10,2023-05-02,2023-08-04,2023-11-03,2024-02-14,2024-05-01,2024-07-31,2024-10-30,2025-02-12,2025-05-02,2025-08-01,2025-10-31
AccountsPayableTradeCurrent / USD,274300000.0,274300000.0,274300000.0,200200000.0,200200000.0,200200000.0,200200000.0,291700000.0,291700000.0,292000000.0,292000000.0,345000000.0,345000000.0,345000000.0,345000000.0,288000000.0,288000000.0,288000000.0,288000000.0,314000000.0,314000000.0,314000000.0,314000000.0,329000000.0,329000000.0,329000000.0,329000000.0,410000000.0,410000000.0,410000000.0,410000000.0,437000000.0,437000000.0,437000000.0,437000000.0,487000000.0,487000000.0,487000000.0,487000000.0,646000000.0,646000000.0,646000000.0,646000000.0,675000000.0,675000000.0,675000000.0,675000000.0,810000000.0,810000000.0,810000000.0,810000000.0,1129000000.0,1129000000.0,1129000000.0,1129000000.0,1413000000.0,1413000000.0,1413000000.0,1413000000.0,1517000000.0,1517000000.0,1517000000.0,1517000000.0,1679000000.0,1679000000.0,1679000000.0
AccountsReceivableNetCurrent / USD,1129500000.0,1129500000.0,1129500000.0,1147100000.0,1147100000.0,1147100000.0,1147100000.0,1251900000.0,1251900000.0,1252000000.0,1252000000.0,1417000000.0,1417000000.0,1417000000.0,1417000000.0,1430000000.0,1430000000.0,1430000000.0,1430000000.0,1518000000.0,1518000000.0,1518000000.0,1518000000.0,1572000000.0,1572000000.0,1572000000.0,1572000000.0,1662000000.0,1662000000.0,1662000000.0,1662000000.0,1967000000.0,1967000000.0,1967000000.0,1967000000.0,2198000000.0,2198000000.0,2198000000.0,2198000000.0,2332000000.0,2332000000.0,2332000000.0,2332000000.0,2893000000.0,2893000000.0,2893000000.0,2893000000.0,2701000000.0,2701000000.0,2701000000.0,2701000000.0,3022000000.0,3022000000.0,3022000000.0,3022000000.0,3565000000.0,3565000000.0,3565000000.0,3565000000.0,3765000000.0,3765000000.0,3765000000.0,3765000000.0,3987000000.0,3987000000.0,3987000000.0
AccruedIncomeTaxesCurrent / USD,30000000.0,30000000.0,30000000.0,134700000.0,134700000.0,134700000.0,134700000.0,47400000.0,47400000.0,47000000.0,47000000.0,116000000.0,116000000.0,116000000.0,155000000.0,70000000.0,70000000.0,70000000.0,70000000.0,131000000.0,131000000.0,131000000.0,131000000.0,333000000.0,333000000.0,333000000.0,333000000.0,141000000.0,141000000.0,141000000.0,141000000.0,40000000.0,40000000.0,40000000.0,40000000.0,143000000.0,143000000.0,143000000.0,143000000.0,158000000.0,158000000.0,158000000.0,158000000.0,171000000.0,171000000.0,171000000.0,171000000.0,207000000.0,207000000.0,207000000.0,207000000.0,192000000.0,192000000.0,192000000.0,192000000.0,292000000.0,292000000.0,292000000.0,292000000.0,391000000.0,391000000.0,391000000.0,391000000.0,539000000.0,539000000.0,539000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287000000.0,1261000000.0,1261000000.0,1261000000.0,1261000000.0,1228000000.0,1228000000.0,1228000000.0,1228000000.0,1068000000.0,1068000000.0,1068000000.0,1068000000.0,990000000.0,990000000.0,990000000.0,990000000.0,913000000.0,913000000.0,913000000.0,913000000.0,641000000.0,641000000.0,641000000.0,641000000.0,567000000.0,567000000.0,567000000.0,567000000.0,349000000.0,349000000.0,349000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,907200000.0,907200000.0,907200000.0,1016100000.0,1016100000.0,1016100000.0,1016100000.0,1051600000.0,1051600000.0,1052000000.0,1052000000.0,1167000000.0,1167000000.0,1167000000.0,1167000000.0,1284000000.0,1284000000.0,1284000000.0,1284000000.0,1416000000.0,1416000000.0,1416000000.0,1416000000.0,1499000000.0,1499000000.0,1499000000.0,1499000000.0,1531000000.0,1531000000.0,1531000000.0,1531000000.0,1592000000.0,1592000000.0,1592000000.0,1592000000.0,1825000000.0,1825000000.0,1825000000.0,1825000000.0,1986000000.0,1986000000.0,1986000000.0,1986000000.0,2147000000.0,2147000000.0,2147000000.0,2147000000.0,2430000000.0,2430000000.0,2430000000.0,2430000000.0,2665000000.0,2665000000.0,2665000000.0,2665000000.0,2835000000.0,2835000000.0,2835000000.0,2835000000.0,3129000000.0,3129000000.0,3129000000.0,3129000000.0,3235000000.0,3235000000.0,3235000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,164800000.0,164800000.0,164800000.0,258000000.0,258000000.0,258000000.0,164800000.0,153500000.0,153500000.0,154000000.0,258000000.0,144000000.0,144000000.0,144000000.0,154000000.0,129000000.0,129000000.0,129000000.0,144000000.0,129000000.0,232000000.0,232000000.0,232000000.0,-254000000.0,-254000000.0,-254000000.0,232000000.0,-254000000.0,-254000000.0,-254000000.0,-254000000.0,-639000000.0,-639000000.0,-639000000.0,-639000000.0,-761000000.0,-761000000.0,-761000000.0,-761000000.0,-553000000.0,-553000000.0,-553000000.0,-553000000.0,-631000000.0,-631000000.0,-631000000.0,-631000000.0,-606000000.0,-606000000.0,-606000000.0,-606000000.0,-1157000000.0,-1157000000.0,-1157000000.0,-1157000000.0,-531000000.0,-531000000.0,-531000000.0,-531000000.0,-221000000.0,-221000000.0,-221000000.0,-221000000.0,-293000000.0,-293000000.0,-293000000.0
AdditionalPaidInCapitalCommonStock / USD,812800000.0,812800000.0,812800000.0,899900000.0,899900000.0,899900000.0,899900000.0,964100000.0,964100000.0,964000000.0,964000000.0,1022000000.0,1022000000.0,1022000000.0,1022000000.0,1098000000.0,1098000000.0,1098000000.0,1098000000.0,1160000000.0,1160000000.0,1160000000.0,1160000000.0,1252000000.0,1252000000.0,1252000000.0,1252000000.0,1321000000.0,1321000000.0,1321000000.0,1321000000.0,1432000000.0,1432000000.0,1432000000.0,1432000000.0,1496000000.0,1496000000.0,1496000000.0,1496000000.0,1559000000.0,1559000000.0,1559000000.0,1559000000.0,1628000000.0,1628000000.0,1628000000.0,1628000000.0,1741000000.0,1741000000.0,1741000000.0,1741000000.0,1890000000.0,1890000000.0,1890000000.0,1890000000.0,2034000000.0,2034000000.0,2034000000.0,2034000000.0,2200000000.0,2200000000.0,2200000000.0,2200000000.0,2361000000.0,2361000000.0,2361000000.0
AdjustmentForAmortization / USD,118400000.0,176500000.0,229500000.0,53800000.0,107100000.0,162600000.0,232200000.0,58400000.0,117900000.0,179000000.0,220000000.0,75000000.0,156000000.0,240000000.0,58000000.0,31000000.0,62000000.0,92000000.0,122000000.0,32000000.0,68000000.0,102000000.0,123000000.0,45000000.0,92000000.0,142000000.0,138000000.0,49000000.0,98000000.0,152000000.0,188000000.0,53000000.0,141000000.0,230000000.0,210000000.0,88000000.0,183000000.0,275000000.0,319000000.0,102000000.0,212000000.0,324000000.0,371000000.0,114000000.0,236000000.0,352000000.0,417000000.0,118000000.0,228000000.0,342000000.0,464000000.0,181000000.0,330000000.0,474000000.0,472000000.0,150000000.0,310000000.0,469000000.0,619000000.0,,,,627000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,44500000.0,44500000.0,44500000.0,66300000.0,66300000.0,66300000.0,66300000.0,57000000.0,57000000.0,57000000.0,57000000.0,56000000.0,56000000.0,56000000.0,56000000.0,58000000.0,58000000.0,58000000.0,58000000.0,72000000.0,72000000.0,72000000.0,72000000.0,59000000.0,59000000.0,59000000.0,59000000.0,61000000.0,61000000.0,61000000.0,61000000.0,56000000.0,56000000.0,56000000.0,56000000.0,59000000.0,59000000.0,59000000.0,59000000.0,64000000.0,64000000.0,64000000.0,64000000.0,88000000.0,88000000.0,88000000.0,88000000.0,131000000.0,131000000.0,131000000.0,131000000.0,167000000.0,167000000.0,167000000.0,167000000.0,154000000.0,154000000.0,154000000.0,154000000.0,182000000.0,182000000.0,182000000.0,182000000.0,213000000.0,213000000.0,213000000.0
AmortizationOfIntangibleAssets / USD,20600000.0,30400000.0,41400000.0,9600000.0,18100000.0,26700000.0,40000000.0,13500000.0,27900000.0,42000000.0,36000000.0,27000000.0,59000000.0,90000000.0,58000000.0,31000000.0,62000000.0,92000000.0,122000000.0,32000000.0,68000000.0,102000000.0,123000000.0,45000000.0,92000000.0,142000000.0,138000000.0,49000000.0,98000000.0,152000000.0,188000000.0,53000000.0,141000000.0,230000000.0,210000000.0,88000000.0,183000000.0,275000000.0,319000000.0,102000000.0,212000000.0,324000000.0,371000000.0,114000000.0,236000000.0,352000000.0,417000000.0,118000000.0,228000000.0,342000000.0,464000000.0,181000000.0,330000000.0,474000000.0,472000000.0,150000000.0,310000000.0,469000000.0,619000000.0,161000000.0,322000000.0,486000000.0,627000000.0,153000000.0,308000000.0,467000000.0
