fact_unit,2009-07-30,2009-11-17,2010-01-28,2010-04-27,2010-07-29,2010-11-12,2011-01-27,2011-04-28,2011-07-28,2011-11-16,2012-01-31,2012-04-26,2012-07-31,2012-11-16,2013-01-29,2013-04-26,2013-07-26,2013-11-14,2014-01-31,2014-04-25,2014-05-16,2014-07-25,2014-11-14,2015-01-30,2015-04-24,2015-07-31,2015-11-13,2016-01-29,2016-03-11,2016-04-29,2016-07-29,2016-11-23,2017-02-08,2017-02-23,2017-05-04,2017-08-03,2017-11-21,2018-02-02,2018-05-03,2018-08-02,2018-11-20,2019-02-01,2019-05-03,2019-08-01,2019-11-21,2020-01-31,2020-05-01,2020-07-31,2020-11-16,2021-01-29,2021-04-30,2021-07-30,2021-11-15,2022-02-02,2022-05-04,2022-08-04,2022-11-15,2023-02-01,2023-05-05,2023-08-02,2023-12-14,2024-01-30,2024-05-01,2024-07-31,2024-11-19,2025-02-05,2025-05-07,2025-08-06,2025-11-14
AllowanceForDoubtfulAccountsReceivableCurrent / USD,184000000.0,173000000.0,173000000.0,173000000.0,167000000.0,167000000.0,161000000.0,161000000.0,161000000.0,161000000.0,110000000.0,110000000.0,110000000.0,56000000.0,62000000.0,62000000.0,62000000.0,62000000.0,62000000.0,82000000.0,61000000.0,80000000.0,80000000.0,75000000.0,75000000.0,67000000.0,67000000.0,70000000.0,67000000.0,70000000.0,68000000.0,82000000.0,,70000000.0,,,173000000.0,,,,182000000.0,,,,169000000.0,,,,173000000.0,173000000.0,173000000.0,173000000.0,173000000.0,110000000.0,110000000.0,110000000.0,110000000.0,62000000.0,62000000.0,66000000.0,66000000.0,90000000.0,90000000.0,90000000.0,88000000.0,210000000.0,210000000.0,210000000.0,210000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,51000000.0,77000000.0,98000000.0,25000000.0,49000000.0,93000000.0,72000000.0,99000000.0,24000000.0,46000000.0,68000000.0,94000000.0,21000000.0,94000000.0,41000000.0,65000000.0,86000000.0,20000000.0,61000000.0,40000000.0,62000000.0,74000000.0,149000000.0,275000000.0,383000000.0,116000000.0,92000000.0,184000000.0,282000000.0,481000000.0,97000000.0,195000000.0,288000000.0,376000000.0,96000000.0,193000000.0,288000000.0,377000000.0,104000000.0,208000000.0,320000000.0,386000000.0,118000000.0,224000000.0,326000000.0,435000000.0,104000000.0,208000000.0,319000000.0,413000000.0,119000000.0,241000000.0,357000000.0,426000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,200000.0,100000.0,300000.0,200000.0,400000.0,100000.0,100000.0,100000.0,0.0,0.0,1200000.0,1500000.0,200000.0,2700000.0,2400000.0,1900000.0,1500000.0,200000.0,800000.0,1600000.0,1400000.0,200000.0,100000.0,100000.0,1400000.0,0.0,200000.0,300000.0,0.0,300000.0,300000.0,300000.0,400000.0,600000.0,500000.0,400000.0,200000.0
AssetImpairmentCharges / USD,,,,,,,,,,,23000000.0,23000000.0,,,,,,,,,,,,,,,,,,,,181000000.0,0.0,181000000.0,29000000.0,80000000.0,183000000.0,16000000.0,39000000.0,70000000.0,221000000.0,28000000.0,28000000.0,28000000.0,71000000.0,0.0,0.0,235000000.0,36000000.0,54000000.0,116000000.0,582000000.0,235000000.0,,54000000.0,94000000.0,582000000.0,0.0,361000000.0,430000000.0,,294000000.0,691000000.0,701000000.0,,9000000.0,253000000.0,333000000.0,78000000.0
AssetRetirementObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,74000000.0,59000000.0,74000000.0,74000000.0,74000000.0,61000000.0,61000000.0,61000000.0,61000000.0,29000000.0,29000000.0,29000000.0,29000000.0,30000000.0,30000000.0,30000000.0,30000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,17000000.0,17000000.0,17000000.0,17000000.0,13000000.0,13000000.0,13000000.0,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0
Assets / USD,28804000000.0,28804000000.0,25553000000.0,25553000000.0,25553000000.0,28804000000.0,27128000000.0,27128000000.0,27128000000.0,25553000000.0,26777000000.0,26777000000.0,26777000000.0,27066000000.0,12365000000.0,12365000000.0,12365000000.0,26702000000.0,12176000000.0,12176000000.0,26702000000.0,12176000000.0,12365000000.0,11809000000.0,11809000000.0,11809000000.0,12176000000.0,12321000000.0,12176000000.0,12321000000.0,12321000000.0,32812000000.0,63179000000.0,32777000000.0,63179000000.0,63179000000.0,29590000000.0,51884000000.0,51884000000.0,51884000000.0,63179000000.0,48797000000.0,48797000000.0,48797000000.0,51884000000.0,42287000000.0,42287000000.0,42287000000.0,48797000000.0,40815000000.0,40815000000.0,40815000000.0,42287000000.0,41890000000.0,41890000000.0,41890000000.0,40815000000.0,42158000000.0,42158000000.0,42158000000.0,41890000000.0,42242000000.0,42242000000.0,42242000000.0,42158000000.0,42695000000.0,42695000000.0,42695000000.0,42695000000.0
AssetsCurrent / USD,8353000000.0,8429000000.0,7967000000.0,7967000000.0,8040000000.0,8040000000.0,7353000000.0,7353000000.0,7353000000.0,7353000000.0,6433000000.0,6433000000.0,6433000000.0,18242000000.0,4334000000.0,4353000000.0,4353000000.0,4353000000.0,4067000000.0,4856000000.0,5077000000.0,4857000000.0,4857000000.0,4751000000.0,4786000000.0,4786000000.0,4786000000.0,4675000000.0,4786000000.0,4675000000.0,4763000000.0,10469000000.0,17109000000.0,10469000000.0,17109000000.0,17109000000.0,17109000000.0,12292000000.0,12292000000.0,12292000000.0,12292000000.0,11823000000.0,11823000000.0,11823000000.0,11823000000.0,12393000000.0,12393000000.0,12393000000.0,12393000000.0,10053000000.0,10053000000.0,10053000000.0,10053000000.0,9998000000.0,9998000000.0,9998000000.0,9998000000.0,11685000000.0,11685000000.0,11685000000.0,11685000000.0,10737000000.0,10737000000.0,10737000000.0,10737000000.0,11179000000.0,11179000000.0,11179000000.0,11179000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperation / USD,,,,,,,,,,324000000.0,,2000000.0,2000000.0,13960000000.0,,,,,,828000000.0,790000000.0,856000000.0,856000000.0,21000000.0,180000000.0,180000000.0,0.0,102000000.0,0.0,102000000.0,208000000.0,2787000000.0,,12565000000.0,,,10613000000.0,,,,13186000000.0,,,,10725000000.0,,,,8203000000.0,,,,158000000.0,,,,147000000.0,,,,156000000.0,,,,4700000000.0,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,126000000.0,268000000.0,156000000.0,156000000.0,404000000.0,559000000.0,324000000.0,324000000.0,324000000.0,324000000.0,,2000000.0,2000000.0,13960000000.0,,,,,,828000000.0,790000000.0,856000000.0,856000000.0,21000000.0,180000000.0,180000000.0,180000000.0,102000000.0,180000000.0,102000000.0,208000000.0,55000000.0,5812000000.0,3759000000.0,5812000000.0,5812000000.0,5812000000.0,189000000.0,189000000.0,189000000.0,189000000.0,3015000000.0,3015000000.0,3015000000.0,3015000000.0,98000000.0,98000000.0,98000000.0,98000000.0,,,,,,0.0,0.0,0.0,387000000.0,387000000.0,,,,,0.0,1552000000.0,1595000000.0,1595000000.0,1595000000.0,1595000000.0
BuildingsAndImprovementsGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091000000.0,,1767000000.0,,,2107000000.0,,,,2445000000.0,,,,1213000000.0,,,,1499000000.0,,,,1351000000.0,,,,1313000000.0,,,,1320000000.0,,,,1042000000.0,,,,1033000000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,69000000.0,119000000.0,157000000.0,35000000.0,69000000.0,119000000.0,157000000.0,26000000.0,69000000.0,116000000.0,162000000.0,41000000.0,88000000.0,136000000.0,173000000.0,50000000.0,97000000.0,145000000.0,191000000.0,61000000.0,122000000.0,188000000.0,251000000.0,57000000.0,134000000.0,218000000.0,312000000.0
CapitalizedContractCostGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000000.0,184000000.0,190000000.0,212000000.0,212000000.0,212000000.0,212000000.0,212000000.0,223000000.0,223000000.0,223000000.0,223000000.0,,,,266000000.0,,,,313000000.0,,,,380000000.0,,,,556000000.0
CapitalizedContractCostImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
CapitalizedContractCostNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266000000.0,266000000.0,266000000.0,,313000000.0,313000000.0,313000000.0,,380000000.0,380000000.0,380000000.0,,556000000.0,556000000.0,556000000.0,
CapitalizedContractCostNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000000.0,149000000.0,149000000.0,,139000000.0,139000000.0,139000000.0,,156000000.0,156000000.0,156000000.0,,265000000.0,265000000.0,265000000.0,
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117000000.0,117000000.0,117000000.0,,174000000.0,174000000.0,174000000.0,,224000000.0,224000000.0,224000000.0,,291000000.0,291000000.0,291000000.0,
CashAndCashEquivalentsAtCarryingValue / USD,1894000000.0,2193000000.0,1519000000.0,1519000000.0,1519000000.0,2193000000.0,2354000000.0,2354000000.0,2354000000.0,1519000000.0,1775000000.0,1775000000.0,1775000000.0,2115000000.0,1229000000.0,1229000000.0,1229000000.0,1581000000.0,844000000.0,844000000.0,1581000000.0,844000000.0,1229000000.0,563000000.0,563000000.0,563000000.0,844000000.0,473000000.0,844000000.0,432000000.0,892000000.0,1055000000.0,553000000.0,985000000.0,553000000.0,553000000.0,364000000.0,579000000.0,579000000.0,579000000.0,553000000.0,533000000.0,244000000.0,267000000.0,301000000.0,292000000.0,239000000.0,3685000000.0,185000000.0,2160000000.0,1006000000.0,2342000000.0,2805000000.0,1839000000.0,1883000000.0,1450000000.0,1951000000.0,1207000000.0,1787000000.0,1506000000.0,1336000000.0,1509000000.0,1975000000.0,1057000000.0,2029000000.0,1799000000.0,838000000.0,858000000.0,828000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332000000.0,332000000.0,332000000.0,654000000.0,200000000.0,200000000.0,200000000.0,332000000.0,2821000000.0,2821000000.0,2821000000.0,200000000.0,1960000000.0,1960000000.0,1960000000.0,,,,,,2066000000.0,2066000000.0,2066000000.0,,917000000.0,917000000.0,917000000.0,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2821000000.0,1342000000.0,1342000000.0,1342000000.0,1960000000.0,,,,1339000000.0,,,,2064000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000000.0,-68000000.0,-46000000.0,-322000000.0,112000000.0,58000000.0,3501000000.0,-132000000.0,-649000000.0,-1802000000.0,-466000000.0,2621000000.0,-116000000.0,-66000000.0,-503000000.0,-861000000.0,-120000000.0,478000000.0,199000000.0,-618000000.0,-490000000.0,-26000000.0,-923000000.0,725000000.0,973000000.0,37000000.0,-29000000.0,-1147000000.0
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations / USD,-454000000.0,-950000000.0,-3000000.0,-19000000.0,-47000000.0,-924000000.0,-3000000.0,-250000000.0,-5000000.0,-93000000.0,-255000000.0,-251000000.0,-251000000.0,-394000000.0,-82000000.0,-196000000.0,-425000000.0,-793000000.0,29000000.0,23000000.0,-865000000.0,-65000000.0,-284000000.0,6000000.0,-20000000.0,-1891000000.0,-68000000.0,14000000.0,-68000000.0,12000000.0,38000000.0,,,,,,,,,,,10000000.0,9000000.0,-3000000.0,-703000000.0,-11000000.0,-28000000.0,-35000000.0,-3000000.0,,,-113000000.0,-35000000.0,,,,-113000000.0,,,,,,,,-121000000.0,-8000000.0,-63000000.0,-132000000.0,-115000000.0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations / USD,479000000.0,-810000000.0,3000000.0,32000000.0,35000000.0,902000000.0,-1000000.0,-3000000.0,-7000000.0,59000000.0,265000000.0,259000000.0,259000000.0,-1444000000.0,-279000000.0,-566000000.0,-893000000.0,-1005000000.0,,-54000000.0,-1103000000.0,-82000000.0,-1316000000.0,-29000000.0,-57000000.0,1789000000.0,-111000000.0,-15000000.0,-111000000.0,-15000000.0,-37000000.0,,,,,,,,,,,-121000000.0,-228000000.0,-312000000.0,-599000000.0,-66000000.0,-153000000.0,12580000000.0,-372000000.0,,,,12611000000.0,,,,,,,,,,,,-105000000.0,-10000000.0,-15000000.0,-24000000.0,-91000000.0
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations / USD,-25000000.0,2498000000.0,,-13000000.0,12000000.0,22000000.0,4000000.0,3000000.0,12000000.0,34000000.0,-10000000.0,-8000000.0,-8000000.0,1786000000.0,414000000.0,848000000.0,1354000000.0,1767000000.0,4000000.0,63000000.0,1937000000.0,117000000.0,2030000000.0,23000000.0,77000000.0,102000000.0,149000000.0,1000000.0,149000000.0,3000000.0,-1000000.0,,,,,,,,,,,6000000.0,397000000.0,567000000.0,-271000000.0,193000000.0,502000000.0,117000000.0,996000000.0,-194000000.0,-208000000.0,-255000000.0,-541000000.0,-36000000.0,-37000000.0,-56000000.0,-260000000.0,-4000000.0,-4000000.0,-4000000.0,-64000000.0,,,,753000000.0,-135000000.0,-12000000.0,356000000.0,365000000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.29,0.88,0.58,0.87,1.04,0.25,0.5,0.75,1.16,0.26,0.52,0.78,1.0,,,,1.04,,,,1.04,,,,,,,,,,,,1.39,0.37,0.74,1.11,1.45
CommonStockParOrStatedValuePerShare / USD/shares,0.8,0.8,,,0.8,0.8,,,,0.8,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,1000000000.0,1000000000.0,814801671.0,814801671.0,814801671.0,814801671.0,814801671.0,814801671.0,814801671.0,814801671.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,825222070.0,1000000000.0,825222070.0,1000000000.0,1000000000.0,1800000000.0,,1800000000.0,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0
CommonStockSharesIssued / shares,477667844.0,477667844.0,479346720.0,479346720.0,479346720.0,479346720.0,514502770.0,514502770.0,514502770.0,514502770.0,486414669.0,486414669.0,486414669.0,486414669.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,486363050.0,422400870.0,486363050.0,422400870.0,422400870.0,717039108.0,,717039108.0,,,936247911.0,,,,945055276.0,,,,950969965.0,,,,804495430.0,,,,753907315.0,,,,737090363.0,,,,717726243.0,,,,709968796.0,,,,692964542.0
CommonStockValue / USD,382000000.0,382000000.0,3122000000.0,3122000000.0,3122000000.0,3122000000.0,2948000000.0,2948000000.0,2948000000.0,2948000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,2792000000.0,208000000.0,208000000.0,2792000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,208000000.0,4000000.0,208000000.0,4000000.0,4000000.0,7000000.0,9000000.0,7000000.0,9000000.0,9000000.0,9.0,9000000.0,9000000.0,9000000.0,9.0,10000000.0,10000000.0,10000000.0,10000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
ComprehensiveIncomeNetOfTax / USD,1388000000.0,-607000000.0,,,,,,,,,,,,,249000000.0,773000000.0,737000000.0,1605000000.0,179000000.0,154000000.0,1605000000.0,159000000.0,402000000.0,236000000.0,432000000.0,1919000000.0,515000000.0,-31000000.0,515000000.0,-36000000.0,148000000.0,560000000.0,289000000.0,560000000.0,-62000000.0,186000000.0,743000000.0,-332000000.0,-234000000.0,579000000.0,-964000000.0,289000000.0,887000000.0,1056000000.0,1710000000.0,229000000.0,872000000.0,4969000000.0,1689000000.0,414000000.0,146000000.0,42000000.0,5350000000.0,723000000.0,1160000000.0,1793000000.0,650000000.0,468000000.0,481000000.0,543000000.0,1979000000.0,165000000.0,316000000.0,1341000000.0,1055000000.0,396000000.0,49000000.0,976000000.0,1805000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,2000000.0,-2000000.0,-1000000.0,-10000000.0,2000000.0,0.0,-10000000.0,0.0,-1000000.0,2000000.0,2000000.0,4000000.0,-3000000.0,-1000000.0,-3000000.0,-3000000.0,-3000000.0,126000000.0,21000000.0,126000000.0,111000000.0,185000000.0,91000000.0,9000000.0,51000000.0,140000000.0,225000000.0,60000000.0,137000000.0,159000000.0,203000000.0,54000000.0,103000000.0,179000000.0,186000000.0,44000000.0,44000000.0,108000000.0,195000000.0,81000000.0,112000000.0,210000000.0,186000000.0,43000000.0,75000000.0,78000000.0,253000000.0,63000000.0,116000000.0,144000000.0,69000000.0,27000000.0,71000000.0,132000000.0,168000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,-579000000.0,-3229000000.0,-2543000000.0,1169000000.0,211000000.0,296000000.0,373000000.0,-2208000000.0,539000000.0,1139000000.0,1653000000.0,902000000.0,249000000.0,773000000.0,736000000.0,1595000000.0,181000000.0,154000000.0,1595000000.0,159000000.0,401000000.0,238000000.0,434000000.0,1923000000.0,512000000.0,-32000000.0,512000000.0,-39000000.0,145000000.0,686000000.0,310000000.0,686000000.0,49000000.0,371000000.0,834000000.0,-323000000.0,-183000000.0,719000000.0,-739000000.0,349000000.0,1024000000.0,1215000000.0,1913000000.0,283000000.0,975000000.0,5148000000.0,1875000000.0,458000000.0,190000000.0,150000000.0,5545000000.0,804000000.0,1272000000.0,2003000000.0,836000000.0,511000000.0,556000000.0,621000000.0,2232000000.0,228000000.0,432000000.0,1485000000.0,1124000000.0,423000000.0,120000000.0,1108000000.0,1973000000.0
ConstructionInProgressGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006000000.0,,653000000.0,,,990000000.0,,,,1252000000.0,,,,704000000.0,,,,465000000.0,,,,327000000.0,,,,500000000.0,,,,514000000.0,,,,442000000.0,,,,418000000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370000000.0,,1931000000.0,1931000000.0,1931000000.0,
