fact_unit,2010-08-04,2010-11-03,2011-02-15,2011-05-05,2011-08-03,2011-11-03,2012-02-16,2012-05-07,2012-08-01,2012-11-01,2013-02-12,2013-05-01,2013-08-01,2013-10-31,2014-02-11,2014-05-08,2014-08-07,2014-10-30,2015-02-10,2015-05-07,2015-08-05,2015-11-04,2016-02-09,2016-05-04,2016-08-04,2016-11-02,2017-02-13,2017-05-03,2017-08-02,2017-11-02,2018-02-13,2018-05-02,2018-08-01,2018-10-31,2019-02-13,2019-05-02,2019-08-01,2019-10-30,2020-02-10,2020-05-06,2020-08-05,2020-11-05,2021-02-11,2021-05-05,2021-08-04,2021-11-04,2022-02-10,2022-05-05,2022-08-04,2022-11-03,2023-02-08,2023-05-04,2023-08-02,2023-11-02,2024-02-12,2024-05-02,2024-08-01,2024-10-30,2025-02-13,2025-05-08,2025-08-06,2025-10-31
AccountsAndNotesReceivableNet / USD,72191000.0,72191000.0,72191000.0,68997000.0,68997000.0,68997000.0,68997000.0,75921000.0,75921000.0,75921000.0,75921000.0,73861000.0,73861000.0,73861000.0,73861000.0,84838000.0,84838000.0,84838000.0,84838000.0,93291000.0,93291000.0,93291000.0,93291000.0,110402000.0,110402000.0,110402000.0,110402000.0,116749000.0,116749000.0,116749000.0,116749000.0,209877000.0,209877000.0,209877000.0,209877000.0,142237000.0,142237000.0,142237000.0,142237000.0,152572000.0,152572000.0,152572000.0,152572000.0,159780000.0,159780000.0,159780000.0,159780000.0,169007000.0,169007000.0,169007000.0,169007000.0,197648000.0,197648000.0,197648000.0,197648000.0,201733000.0,201733000.0,201733000.0,201733000.0,229080000.0,229080000.0,229080000.0
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,109061000.0,109061000.0,109061000.0,102574000.0,102574000.0,102574000.0,102574000.0,104660000.0,104660000.0,104660000.0,104660000.0,120929000.0,120929000.0,120929000.0,120929000.0,156270000.0,156270000.0,156270000.0,156270000.0,145685000.0,145685000.0,145685000.0,145685000.0,146532000.0,146532000.0,146532000.0,146532000.0,201756000.0,201756000.0,201756000.0,201756000.0,196332000.0,196332000.0,196332000.0,196332000.0,177922000.0,177922000.0,177922000.0,177922000.0,255503000.0,255503000.0,255503000.0,255503000.0,228641000.0,228641000.0,228641000.0,228641000.0,235168000.0,235168000.0,235168000.0,235168000.0,190340000.0,190340000.0,190340000.0,190340000.0,174714000.0,174714000.0,174714000.0,174714000.0,183564000.0,183564000.0,183564000.0
AccumulatedDistributionsInExcessOfNetIncome / USD,486449000.0,486449000.0,486449000.0,527582000.0,527582000.0,527582000.0,527582000.0,555541000.0,555541000.0,555541000.0,555541000.0,586970000.0,586970000.0,586970000.0,586970000.0,623795000.0,623795000.0,623795000.0,623795000.0,683991000.0,683991000.0,683991000.0,683991000.0,724701000.0,724701000.0,724701000.0,724701000.0,749734000.0,749734000.0,749734000.0,749734000.0,749367000.0,749367000.0,749367000.0,749367000.0,818877000.0,818877000.0,818877000.0,818877000.0,791124000.0,791124000.0,791124000.0,791124000.0,988272000.0,988272000.0,988272000.0,988272000.0,1066932000.0,1066932000.0,1066932000.0,1066932000.0,1034186000.0,1034186000.0,1034186000.0,1034186000.0,1160474000.0,1160474000.0,1160474000.0,1160474000.0,1242654000.0,1242654000.0,1242654000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,0.0,-3940000.0,-3940000.0,-3940000.0,-3940000.0,-12388000.0,-12388000.0,-12388000.0,-12388000.0,-1417000.0,-1417000.0,-1417000.0,-1417000.0,-3515000.0,-3515000.0,-3515000.0,-3515000.0,-4110000.0,-4110000.0,-4110000.0,-4110000.0,-2577000.0,-2577000.0,-2577000.0,-2577000.0,22000.0,22000.0,22000.0,22000.0,-416000.0,-416000.0,-416000.0,-416000.0,-813000.0,-813000.0,-813000.0,-813000.0,-5644000.0,-5644000.0,-5644000.0,-5644000.0,-2047000.0,-2047000.0,-2047000.0,-2047000.0,5757000.0,5757000.0,5757000.0,5757000.0,4052000.0,4052000.0,4052000.0,4052000.0,4740000.0,4740000.0,4740000.0
AdditionalPaidInCapitalCommonStock / USD,1653177000.0,1653177000.0,1653177000.0,1666803000.0,1666803000.0,1666803000.0,1611706000.0,1764940000.0,1764940000.0,1764940000.0,1764940000.0,1875525000.0,1875525000.0,1875525000.0,1875525000.0,2062708000.0,2062708000.0,2062708000.0,2062708000.0,2281223000.0,2281223000.0,2281223000.0,2281223000.0,2381867000.0,2381867000.0,2381867000.0,2381867000.0,2718325000.0,2718325000.0,2718325000.0,2718325000.0,2855321000.0,2855321000.0,2855321000.0,2855321000.0,3004442000.0,3004442000.0,3004442000.0,3004442000.0,3166522000.0,3166522000.0,3166522000.0,3166522000.0,3297305000.0,3297305000.0,3297305000.0,3297305000.0,3488794000.0,3488794000.0,3488794000.0,3488794000.0,3821801000.0,3821801000.0,3821801000.0,3821801000.0,3959276000.0,3959276000.0,3959276000.0,3959276000.0,4248824000.0,4248824000.0,4248824000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4061000.0,4077000.0,4216000.0,9211000.0,753000.0,777000.0,927000.0,4451000.0,753000.0,777000.0,927000.0,4229000.0,4414000.0,4442000.0,4615000.0,958000.0,3982000.0,3997000.0,4035000.0,4626000.0,2805000.0,2813000.0,2939000.0,4052000.0,4601000.0,4638000.0,4886000.0,2998000.0,4645000.0,4711000.0,4979000.0,4900000.0,4614000.0,4686000.0,4972000.0
AllocatedShareBasedCompensationExpense / USD,,,,,3314000.0,4845000.0,7139000.0,2189000.0,4048000.0,6105000.0,6487000.0,2832000.0,5171000.0,8002000.0,8247000.0,3075000.0,5767000.0,8507000.0,10371000.0,3558000.0,6628000.0,9735000.0,11199000.0,3754000.0,6581000.0,9451000.0,12941000.0,3529000.0,6052000.0,8818000.0,12074000.0,3549000.0,6457000.0,9402000.0,11227000.0,3870000.0,7144000.0,9638000.0,12371000.0,3861000.0,6992000.0,10143000.0,12736000.0,3942000.0,7029000.0,10144000.0,13330000.0,4149000.0,7507000.0,10874000.0,13243000.0,4179000.0,7679000.0,11258000.0,14434000.0,4434000.0,8130000.0,11868000.0,15018000.0,4430000.0,8175000.0,11952000.0
AmortizationOfAboveAndBelowMarketLeases / USD,,,,,,,,,,,-1600000.0,,,,-1400000.0,,,,1100000.0,,,,3100000.0,,,,2400000.0,,,,2705000.0,,,,1825000.0,,,,4721000.0,,,,6837000.0,,,,6384000.0,,,,4346000.0,,,,8747000.0,,,,11106000.0,,,
AmortizationOfBelowMarketLease / USD,,,,,,,,,,,,,,,,,,,4500000.0,,,,5900000.0,,,,5800000.0,,,,7130000.0,,,,8551000.0,,,,10726000.0,,,,12445000.0,,,,9623000.0,,,,8406000.0,,,,11897000.0,,,,14543000.0,,,
Assets / USD,3222309000.0,3222309000.0,3222309000.0,3159553000.0,3159553000.0,3159553000.0,3159553000.0,3666210000.0,3666210000.0,3666210000.0,3666210000.0,3898565000.0,3898565000.0,3898565000.0,3898565000.0,4219294000.0,4219294000.0,4219294000.0,4219294000.0,4546870000.0,4546870000.0,4546870000.0,4546870000.0,4896559000.0,4896559000.0,4896559000.0,4896559000.0,5423279000.0,5423279000.0,5423279000.0,5423279000.0,6275755000.0,6275755000.0,6275755000.0,6275755000.0,6289644000.0,6289644000.0,6289644000.0,6289644000.0,6794992000.0,6794992000.0,6794992000.0,6794992000.0,7607624000.0,7607624000.0,7607624000.0,7607624000.0,7622320000.0,7622320000.0,7622320000.0,7622320000.0,8233991000.0,8233991000.0,8233991000.0,8233991000.0,8436512000.0,8436512000.0,8436512000.0,8436512000.0,8524757000.0,8524757000.0,8524757000.0
