fact_unit,2011-07-28,2011-10-27,2012-02-23,2012-04-27,2012-07-26,2012-10-25,2013-03-01,2013-04-25,2013-07-24,2013-10-24,2014-02-20,2014-04-24,2014-07-25,2014-10-30,2015-02-26,2015-04-30,2015-07-30,2015-10-29,2016-02-26,2016-04-28,2016-07-28,2016-10-27,2017-02-24,2017-04-27,2017-07-27,2017-10-26,2018-02-23,2018-04-25,2018-07-25,2018-10-24,2019-02-28,2019-04-24,2019-07-24,2019-10-23,2020-02-26,2020-04-29,2020-07-29,2020-10-28,2021-02-24,2021-04-28,2021-07-28,2021-10-27,2022-02-23,2022-04-28,2022-07-27,2022-10-26,2023-02-22,2023-04-26,2023-07-26,2023-10-25,2024-02-22,2024-04-24,2024-07-25,2024-10-23,2025-02-20,2025-05-01,2025-07-23,2025-10-29
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,4204000.0,,,,8469000.0,,,,50555000.0,,,,16436000.0,15392000.0,22394000.0,23666000.0,16424000.0,15392000.0,15392000.0,15392000.0,14902000.0,18679000.0,18679000.0,,,,,,,,,,,2984000.0,2984000.0,2984000.0,3200000.0,3000000.0,3000000.0,3000000.0,3200000.0,1500000.0,1500000.0,1500000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491000.0,3491000.0,3491000.0,3491000.0,3491000.0,3491000.0,12034000.0,40889000.0,15006000.0,15006000.0,15006000.0,51818000.0,15264000.0,15264000.0,15264000.0,52624000.0,18005000.0,18005000.0,18005000.0,62600000.0,19600000.0,19600000.0,19600000.0,74600000.0,22400000.0,22400000.0,22400000.0
AdvertisingExpense / USD,,,3300000.0,,,,3000000.0,,,,2500000.0,,,,6200000.0,2600000.0,11500000.0,20200000.0,7900000.0,35000000.0,79000000.0,113000000.0,29000000.0,34000000.0,68000000.0,95000000.0,132000000.0,23000000.0,62000000.0,87000000.0,109000000.0,23000000.0,70000000.0,108000000.0,104000000.0,33000000.0,86000000.0,130000000.0,125000000.0,54000000.0,70000000.0,202000000.0,168000000.0,65000000.0,155000000.0,252000000.0,270500000.0,55000000.0,146000000.0,,312000000.0,,,,305700000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,6460000.0,2064000.0,4265000.0,6110000.0,8306000.0,2187000.0,4928000.0,8667000.0,8103000.0,17326000.0,24482000.0,32270000.0,12282000.0,7879000.0,14259000.0,20906000.0,41549000.0,7442000.0,15857000.0,25169000.0,28267000.0,8331000.0,17670000.0,26981000.0,34537000.0,9357000.0,19460000.0,29203000.0,36349000.0,10412000.0,21640000.0,30593000.0,39030000.0,12029000.0,25845000.0,38984000.0,42718000.0,15180000.0,24707000.0,41437000.0,52255000.0,15545000.0,30689000.0,46988000.0,54104000.0,17847000.0,35959000.0,54097000.0,63700000.0,20000000.0,41900000.0,63800000.0,75200000.0,22800000.0,45500000.0,67300000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,2415000.0,2415000.0,2415000.0,2524000.0,2524000.0,2524000.0,2524000.0,2935000.0,2935000.0,2935000.0,2935000.0,3397000.0,3397000.0,3397000.0,3397000.0,4815000.0,4815000.0,4815000.0,4815000.0,7478000.0,7478000.0,7478000.0,7478000.0,6344000.0,6344000.0,6344000.0,7478000.0,6469000.0,6469000.0,6469000.0,6469000.0,5709000.0,5709000.0,5709000.0,5709000.0,4548000.0,4548000.0,4548000.0,4548000.0,15110000.0,15110000.0,15110000.0,15110000.0,13374000.0,13374000.0,13374000.0,13374000.0,12195000.0,12195000.0,12195000.0,12200000.0,23200000.0,23200000.0,23200000.0,23200000.0,22800000.0,22800000.0,22800000.0
AmortizationOfDeferredSalesCommissions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12006000.0,24275000.0,36242000.0,0.0,12407000.0,25550000.0,39189000.0,48313000.0,14747000.0,29662000.0,45017000.0,53421000.0,15317000.0,30847000.0,46728000.0,60516000.0,17583000.0,35996000.0,55373000.0,63400000.0,21900000.0,45300000.0,69800000.0,76100000.0,27200000.0,56300000.0,86100000.0
AmortizationOfFinancingCosts / USD,,,,,0.0,0.0,0.0,0.0,472000.0,1235000.0,0.0,747000.0,1513000.0,2273000.0,1989000.0,710000.0,1555000.0,2459000.0,3014000.0,827000.0,2000000.0,2000000.0,3000000.0,811000.0,2000000.0,2000000.0,3000000.0,772000.0,877000.0,3000000.0,3000000.0,200000.0,400000.0,700000.0,2000000.0,200000.0,438000.0,657000.0,950000.0,292000.0,508000.0,1082000.0,874000.0,578000.0,1159000.0,1742000.0,1658000.0,588000.0,1178000.0,1771000.0,2300000.0,600000.0,1200000.0,1800000.0,2300000.0,600000.0,1700000.0,2300000.0
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,0.0,0.0,0.0,0.0,472000.0,1235000.0,0.0,747000.0,1513000.0,2273000.0,1989000.0,710000.0,1555000.0,2459000.0,3014000.0,827000.0,1656000.0,2486000.0,3312000.0,811000.0,1610000.0,2407000.0,3311000.0,772000.0,1487000.0,2157000.0,3227000.0,219000.0,436000.0,657000.0,2303000.0,219000.0,438000.0,657000.0,876000.0,292000.0,508000.0,1082000.0,876000.0,578000.0,1159000.0,1742000.0,1658000.0,588000.0,1178000.0,1771000.0,2300000.0,600000.0,1200000.0,1800000.0,2400000.0,600000.0,,
AmortizationOfIntangibleAssets / USD,1222000.0,1762000.0,3412000.0,543000.0,1089000.0,1624000.0,2305000.0,634000.0,4214000.0,9038000.0,2237000.0,4125000.0,8019000.0,11699000.0,13607000.0,3299000.0,12335000.0,20696000.0,15183000.0,7142000.0,14107000.0,21260000.0,28432000.0,6223000.0,12052000.0,17602000.0,27931000.0,4774000.0,9344000.0,13642000.0,22731000.0,5803000.0,14619000.0,22948000.0,17671000.0,7682000.0,14857000.0,22473000.0,30881000.0,11484000.0,26419000.0,44677000.0,33995000.0,18419000.0,36764000.0,55885000.0,62457000.0,16092000.0,30970000.0,60621000.0,74800000.0,10600000.0,21000000.0,31300000.0,73600000.0,11000000.0,21200000.0,31500000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,9000.0,,0.0,0.0,0.0,,0.0,0.0,0.0,399000.0,,24000.0,24000.0,379000.0,56000.0,56000.0,56000.0,24000.0,73000.0,73000.0,73000.0,56000.0,86000.0,86000.0,86000.0,60000.0,,83000.0,76000.0,126000.0,141000.0,120000.0,82000.0,100000.0,96000.0,832000.0,708000.0,425000.0,900000.0,553000.0,433000.0,540000.0,1065000.0,1342000.0,1144000.0,400000.0,1700000.0,1100000.0,800000.0,1000000.0,1600000.0,1100000.0,900000.0
Assets / USD,439648000.0,439648000.0,439648000.0,771035000.0,771035000.0,771035000.0,771035000.0,1165139000.0,1165139000.0,1165139000.0,1165139000.0,1256982000.0,1256982000.0,1256982000.0,1256982000.0,2083682000.0,2083682000.0,2083682000.0,2070483000.0,2079571000.0,2079571000.0,2079571000.0,2079571000.0,2185063000.0,2185063000.0,2185063000.0,2185063000.0,2873441000.0,2873441000.0,2873441000.0,2873441000.0,3312957000.0,3312957000.0,3312957000.0,3312957000.0,3853986000.0,3853986000.0,3853986000.0,3853986000.0,6915420000.0,6915420000.0,6915420000.0,6915420000.0,7256871000.0,7256871000.0,7256871000.0,7256871000.0,8402470000.0,8402470000.0,8402470000.0,8402500000.0,8919700000.0,8919700000.0,8919700000.0,8919700000.0,9256800000.0,9256800000.0,9256800000.0
AssetsCurrent / USD,239173000.0,239173000.0,239173000.0,583183000.0,583183000.0,583183000.0,583183000.0,199563000.0,199563000.0,199563000.0,199563000.0,308466000.0,308466000.0,308466000.0,308466000.0,599811000.0,599811000.0,599811000.0,596476000.0,472733000.0,472733000.0,472733000.0,472733000.0,627491000.0,627491000.0,627491000.0,627491000.0,1287935000.0,1287935000.0,1287935000.0,1287935000.0,1213298000.0,1213298000.0,1213298000.0,1213298000.0,1199165000.0,1199165000.0,1199165000.0,1199165000.0,3888512000.0,3888512000.0,3888512000.0,3888512000.0,3988125000.0,3988125000.0,3988125000.0,3988125000.0,5185867000.0,5185867000.0,5185867000.0,5185900000.0,5476100000.0,5476100000.0,5476100000.0,5476100000.0,4950200000.0,4950200000.0,4950200000.0
AssetsFairValueDisclosure / USD,,,239316000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,596154000.0,596154000.0,600637000.0,600637000.0,600637000.0,600637000.0,,,,,,,,,,,,,,,,,,,,,4520000000.0,4520000000.0,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,16000000.0,,,,166000000.0,,,,,,,,20000000.0,,,,,,,,,,,,0.0,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,1000000.0,1000000.0,2200000.0,,,,1800000.0,,,,1800000.0,1000000.0,,,22400000.0,32100000.0,32100000.0,46200000.0
CapitalizedContractCostImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167700000.0,167700000.0,167700000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,205786000.0,205786000.0,159982000.0,206405000.0,206405000.0,206405000.0,205786000.0,545280000.0,545280000.0,545280000.0,206405000.0,156027000.0,156027000.0,156027000.0,545280000.0,255953000.0,255953000.0,255953000.0,156027000.0,527012000.0,527012000.0,527012000.0,255953000.0,421818000.0,421818000.0,421818000.0,527012000.0,567223000.0,567223000.0,567223000.0,421818000.0,1211463000.0,1211463000.0,1100416000.0,1100416000.0,1070731000.0,1070731000.0,1070731000.0,1070731000.0,3693813000.0,3693813000.0,3693813000.0,3693813000.0,,,,3800000000.0,,,,5000000000.0,,,,5200000000.0,4681000000.0,4681000000.0,4681000000.0
CashAndCashEquivalentsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4520000000.0,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211463000.0,567223000.0,1100416000.0,1100416000.0,1100416000.0,1211463000.0,1070731000.0,1070731000.0,1070731000.0,1100416000.0,3755912000.0,3755912000.0,3755912000.0,1070731000.0,3827126000.0,3827126000.0,3827126000.0,3755900000.0,4968000000.0,4968000000.0,4968000000.0,3827100000.0,5215900000.0,5215900000.0,5215900000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644240000.0,132401000.0,197396000.0,289203000.0,-111047000.0,857192000.0,2477674000.0,2797074000.0,-29685000.0,-65616000.0,-81003000.0,5675000.0,2685181000.0,101971000.0,136990000.0,947339000.0,71200000.0,87700000.0,237300000.0,261900000.0,1140900000.0,-264300000.0,-296400000.0,-278300000.0
CommonStockParOrStatedValuePerShare / USD/shares,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,,,,0.01,0.01,0.01,0.01,0.01,,,,0.01,,,,0.01,0.01,,
CommonStockSharesAuthorized / shares,,,30000000.0,,,,30000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,60000000.0,,,,1200000000.0,,60000000.0,60000000.0,1200000000.0,,,,1200000000.0,,,,1200000000.0,1200000000.0,1200000000.0,1200000000.0
CommonStockSharesIssued / shares,,,20773000.0,,,,25426000.0,,,,28348000.0,,,,28848000.0,,,,32318000.0,,,,32509000.0,,,,32509000.0,,,,36107000.0,,,,36446000.0,,,,36668000.0,,,,394285000.0,,,,394936000.0,,,,406700000.0,,,,408100000.0,,,
CommonStockSharesOutstanding / shares,,,20773000.0,,,,25426000.0,,,,28348000.0,,,,28848000.0,,,,32318000.0,,,,32509000.0,,,,32509000.0,,,,36107000.0,,,,36446000.0,,,,36668000.0,,,,394285000.0,,,,394936000.0,,,,406700000.0,,,,408100000.0,,,
CommonStockValue / USD,,,208000.0,,,,254000.0,,,,283000.0,,,,288000.0,,,,323000.0,,,,325000.0,,,,326000.0,,,,361000.0,,,,364000.0,,,,366000.0,,,,3943000.0,,,,3946000.0,,,,4100000.0,,,,4100000.0,,,
ComprehensiveIncomeNetOfTax / USD,,,,5557000.0,8163000.0,9710000.0,12148000.0,6028000.0,-1361000.0,7159000.0,14794000.0,-3987000.0,4314000.0,17018000.0,11965000.0,10177000.0,19149000.0,30735000.0,30722000.0,-7220000.0,-20599000.0,-26918000.0,44015000.0,16417000.0,30068000.0,52719000.0,-4675000.0,22541000.0,46556000.0,81923000.0,79626000.0,53182000.0,94958000.0,153356000.0,126714000.0,85549000.0,,,235666000.0,,121797000.0,187518000.0,318066000.0,74535000.0,137209000.0,195284000.0,234824000.0,82962000.0,148593000.0,204212000.0,287700000.0,91200000.0,195100000.0,279000000.0,346200000.0,2400000.0,21400000.0,92400000.0
ContractWithCustomerAssetGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,4000000.0,4000000.0,4000000.0,4000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9240000.0,9240000.0,9240000.0,9200000.0,12417000.0,12417000.0,12417000.0,12400000.0,13800000.0,,,,11800000.0,11800000.0,11800000.0
ContractWithCustomerAssetGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094000.0,3094000.0,3094000.0,,3953000.0,3953000.0,3953000.0,4000000.0,5800000.0,,,,5800000.0,5800000.0,5800000.0
ContractWithCustomerAssetGrossNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146000.0,6146000.0,6146000.0,,8464000.0,8464000.0,8464000.0,8400000.0,8000000.0,,,,6000000.0,6000000.0,6000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13800000.0,13800000.0,13800000.0,,,
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,5800000.0,5800000.0,,,
ContractWithCustomerAssetNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,8000000.0,8000000.0,,,
ContractWithCustomerAssetReclassifiedToReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000.0,,900000.0,1100000.0,1400000.0,,,
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,45686000.0,45686000.0,45686000.0,45686000.0,51459000.0,51459000.0,51459000.0,51459000.0,70620000.0,70620000.0,70620000.0,70620000.0,77363000.0,77363000.0,77363000.0,77363000.0,96724000.0,96724000.0,96724000.0,96724000.0,103782000.0,103782000.0,103782000.0,103800000.0,104300000.0,104300000.0,104300000.0,104300000.0,137300000.0,137300000.0,137300000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45686000.0,45686000.0,45686000.0,51459000.0,51459000.0,51459000.0,51459000.0,67274000.0,67274000.0,67274000.0,67274000.0,74851000.0,74851000.0,74851000.0,74851000.0,95471000.0,95471000.0,95471000.0,95471000.0,103567000.0,103567000.0,103567000.0,103600000.0,104200000.0,104200000.0,104200000.0,104200000.0,137100000.0,137100000.0,137100000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,4000000.0,4000000.0,3000000.0,3000000.0,3000000.0,3000000.0,2500000.0,2000000.0,2000000.0,1000000.0,2500000.0,1000000.0,1200000.0,1200000.0,1200000.0,200000.0,215000.0,215000.0,200000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200000.0,200000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,29910000.0,37508000.0,42275000.0,43121000.0,30015000.0,40796000.0,46699000.0,49937000.0,,,,,,,,,,2000000.0,0.0,,500000.0,900000.0,1600000.0,,500000.0,85300000.0,100900000.0,102800000.0,-100000.0,-500000.0,-1100000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106619000.0,162102000.0,173814000.0,62477000.0,129613000.0,201685000.0,220403000.0,71153000.0,143071000.0,214243000.0,269933000.0,78909000.0,152949000.0,230814000.0,289239000.0,88748000.0,178314000.0,270911000.0,308968000.0,95479000.0,196450000.0,304814000.0,357200000.0,119200000.0,231600000.0,355200000.0,414000000.0,141200000.0,277000000.0,417600000.0
CurrentFederalTaxExpenseBenefit / USD,,,15194000.0,,,,7061000.0,,,,22779000.0,,,,-2260000.0,,,,26516000.0,,,,24741000.0,,,,10295000.0,,,,32198000.0,,,,41453000.0,,,,36167000.0,,,,53039000.0,,,,43461000.0,,,,61300000.0,,,,116300000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,26000.0,,,,61000.0,,,,12000.0,,,,55000.0,,,,31000.0,,,,53000.0,,,,40000.0,,,,76000.0,,,,295000.0,,,,708000.0,,,,1305000.0,,,,195000.0,,,,1300000.0,,,,700000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,16813000.0,,,,8546000.0,,,,25017000.0,,,,-231000.0,,,,30543000.0,,,,27555000.0,,,,11838000.0,,,,35956000.0,,,,45266000.0,,,,42015000.0,,,,67766000.0,,,,55382000.0,,,,87200000.0,,,,148200000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,1593000.0,,,,1424000.0,,,,2226000.0,,,,1974000.0,,,,3996000.0,,,,2761000.0,,,,1503000.0,,,,3682000.0,,,,3518000.0,,,,5140000.0,,,,13422000.0,,,,11726000.0,,,,24600000.0,,,,31200000.0,,,
DebtInstrumentFaceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13587000.0,13285000.0,13285000.0,13285000.0,13285000.0,13285000.0,12056000.0,12056000.0,12056000.0,12056000.0,10790000.0,10790000.0,10790000.0,10800000.0,9500000.0,9500000.0,9500000.0,9500000.0,8100000.0,8100000.0,8100000.0
DeferredCosts / USD,,,,,918000.0,918000.0,918000.0,6622000.0,6622000.0,6622000.0,6622000.0,3893000.0,3893000.0,3893000.0,3893000.0,9864000.0,9864000.0,9864000.0,,,,,,,,,,0.0,0.0,0.0,0.0,76031000.0,76031000.0,76031000.0,76031000.0,89374000.0,89374000.0,89374000.0,89374000.0,93274000.0,93274000.0,93274000.0,93274000.0,101879000.0,101879000.0,101879000.0,101879000.0,142482000.0,142482000.0,142482000.0,142500000.0,167700000.0,,,,169600000.0,169600000.0,169600000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,-2097000.0,,,,1706000.0,,,,-14661000.0,,,,15512000.0,,,,-10919000.0,,,,-698000.0,,,,-8382000.0,,,,12586000.0,,,,-7917000.0,,,,6576000.0,,,,6881000.0,,,,-9599000.0,,,,22900000.0,,,,-20400000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,-122000.0,,,,-25000.0,,,,-18000.0,,,,5000.0,,,,28000.0,,,,0.0,,,,0.0,,,,35000.0,,,,319000.0,,,,-328000.0,,,,-1085000.0,,,,-1005000.0,,,,-7200000.0,,,,-1200000.0,,,
DeferredIncome / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000.0,23000000.0,23000000.0,23000000.0
DeferredIncomeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000.0,4500000.0,4500000.0,4500000.0
