fact_unit,2009-07-23,2009-10-21,2010-02-09,2010-04-28,2010-07-29,2010-10-27,2011-02-09,2011-04-27,2011-06-17,2011-07-27,2011-10-26,2012-02-08,2012-04-25,2012-07-25,2012-10-24,2013-02-05,2013-04-24,2013-07-24,2013-10-23,2014-02-03,2014-04-23,2014-07-23,2014-10-22,2015-02-02,2015-04-29,2015-07-29,2015-10-28,2016-02-01,2016-04-27,2016-07-27,2016-10-26,2017-01-30,2017-04-26,2017-07-26,2017-10-25,2018-01-29,2018-04-25,2018-07-25,2018-10-24,2019-01-31,2019-04-24,2019-07-24,2019-10-24,2020-01-30,2020-04-29,2020-07-30,2020-10-22,2021-01-28,2021-04-29,2021-07-29,2021-10-28,2022-01-27,2022-04-28,2022-07-28,2022-10-27,2023-01-26,2023-04-27,2023-07-27,2023-10-26,2024-01-25,2024-04-25,2024-07-25,2024-10-24,2025-01-30,2025-04-22,2025-07-22,2025-10-21
AccountsPayableCurrent / USD,,1943000000.0,1887000000.0,1921000000.0,1921000000.0,1921000000.0,1921000000.0,1573000000.0,1609000000.0,1573000000.0,1573000000.0,1573000000.0,1481000000.0,1481000000.0,1481000000.0,1481000000.0,1392000000.0,1392000000.0,1392000000.0,1392000000.0,1229000000.0,1229000000.0,1229000000.0,1229000000.0,1305000000.0,1305000000.0,1305000000.0,1305000000.0,1305000000.0,1282000000.0,1282000000.0,1282000000.0,1554000000.0,1554000000.0,1554000000.0,1554000000.0,1661000000.0,1661000000.0,1661000000.0,1661000000.0,2182000000.0,2182000000.0,2182000000.0,2182000000.0,2182000000.0,2226000000.0,2226000000.0,2226000000.0,1806000000.0,1806000000.0,1806000000.0,1806000000.0,2197000000.0,2197000000.0,2197000000.0,2197000000.0,2587000000.0,2587000000.0,2587000000.0,2587000000.0,2110000000.0,2110000000.0,2110000000.0,2110000000.0,2599000000.0,2599000000.0,2599000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,3439000000.0,,2900000000.0,,,3356000000.0,,,,3018000000.0,,,,2918000000.0,,,,2754000000.0,,,,2874000000.0,2874000000.0,,,2900000000.0,,,,3362000000.0,,,,1093000000.0,,,,1482000000.0,1482000000.0,,,1359000000.0,,,,1534000000.0,,,,1501000000.0,,,,1519000000.0,,,,1460000000.0,,,
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054000000.0,1054000000.0,1054000000.0,1054000000.0,1448000000.0,1448000000.0,1448000000.0,1448000000.0,1448000000.0,1326000000.0,1326000000.0,1326000000.0,1501000000.0,1501000000.0,1501000000.0,1501000000.0,1467000000.0,1467000000.0,1467000000.0,1467000000.0,1511000000.0,1511000000.0,1511000000.0,1511000000.0,1454000000.0,1454000000.0,1454000000.0,1454000000.0,1272000000.0,1272000000.0,1272000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,328000000.0,328000000.0,322000000.0,336000000.0,338000000.0,335000000.0,342000000.0,352000000.0,347000000.0,341000000.0,338000000.0,337000000.0,383000000.0,381000000.0,381000000.0,377000000.0,374000000.0,368000000.0,381000000.0,381000000.0,370000000.0,370000000.0,370000000.0,385000000.0,385000000.0,385000000.0,385000000.0,410000000.0,410000000.0,410000000.0,410000000.0,461000000.0,461000000.0,461000000.0,461000000.0,461000000.0,531000000.0,531000000.0,531000000.0,614000000.0,614000000.0,614000000.0,614000000.0,572000000.0,572000000.0,572000000.0,572000000.0,565000000.0,565000000.0,565000000.0,565000000.0,584000000.0,584000000.0,584000000.0,584000000.0,546000000.0,546000000.0,546000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,3803000000.0,3803000000.0,3782000000.0,4216000000.0,4216000000.0,4216000000.0,4216000000.0,3712000000.0,3346000000.0,3712000000.0,3712000000.0,3712000000.0,3933000000.0,3933000000.0,3933000000.0,3933000000.0,4146000000.0,4146000000.0,4146000000.0,4146000000.0,4337000000.0,4337000000.0,4337000000.0,4337000000.0,4611000000.0,4611000000.0,4611000000.0,4611000000.0,4611000000.0,4849000000.0,4849000000.0,4849000000.0,4831000000.0,4831000000.0,4831000000.0,4831000000.0,5066000000.0,5066000000.0,5066000000.0,5066000000.0,5369000000.0,5369000000.0,5369000000.0,5369000000.0,5369000000.0,5850000000.0,5850000000.0,5850000000.0,6335000000.0,6335000000.0,6335000000.0,6335000000.0,6819000000.0,6819000000.0,6819000000.0,6819000000.0,7258000000.0,7258000000.0,7258000000.0,7258000000.0,7964000000.0,7964000000.0,7964000000.0,7964000000.0,8733000000.0,8733000000.0,8733000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,41000000.0,41000000.0,41000000.0,0.0,41000000.0,0.0,0.0,0.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,18000000.0,18000000.0,18000000.0,18000000.0,-41000000.0,-41000000.0,-41000000.0,-41000000.0,-41000000.0,-82000000.0,-82000000.0,-82000000.0,-132000000.0,-132000000.0,-132000000.0,-132000000.0,-136000000.0,-136000000.0,-136000000.0,-136000000.0,-144000000.0,-144000000.0,-144000000.0,-144000000.0,-144000000.0,-148000000.0,-148000000.0,-148000000.0,-138000000.0,-138000000.0,-138000000.0,-138000000.0,2000000.0,2000000.0,2000000.0,-145000000.0,-161000000.0,-161000000.0,-161000000.0,-161000000.0,-138000000.0,-138000000.0,-138000000.0,-138000000.0,-140000000.0,-140000000.0,-140000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-3642000000.0,-3642000000.0,-3642000000.0,-3014000000.0,-3014000000.0,-3014000000.0,-3014000000.0,-2757000000.0,-3014000000.0,-2757000000.0,-2757000000.0,-2757000000.0,-3490000000.0,-3490000000.0,-3490000000.0,-3490000000.0,-4787000000.0,-4787000000.0,-4787000000.0,-4787000000.0,-2984000000.0,-2984000000.0,-2984000000.0,-2984000000.0,-5356000000.0,-5356000000.0,-5356000000.0,-5356000000.0,-5356000000.0,-5320000000.0,-5320000000.0,-5320000000.0,-5546000000.0,-5546000000.0,-5546000000.0,-5546000000.0,-4718000000.0,-4718000000.0,-4718000000.0,1000000.0,-52000000.0,-52000000.0,-52000000.0,-52000000.0,-52000000.0,-97000000.0,-97000000.0,-97000000.0,-128000000.0,-128000000.0,-128000000.0,-128000000.0,-143000000.0,-143000000.0,-143000000.0,-143000000.0,-153000000.0,-153000000.0,-153000000.0,-153000000.0,-128000000.0,-128000000.0,-128000000.0,-128000000.0,-152000000.0,-152000000.0,-152000000.0
AdditionalPaidInCapitalCommonStock / USD,9645000000.0,9645000000.0,9645000000.0,8657000000.0,8657000000.0,8657000000.0,8657000000.0,7778000000.0,8657000000.0,7778000000.0,7778000000.0,7778000000.0,3873000000.0,3873000000.0,3873000000.0,3873000000.0,2924000000.0,2924000000.0,2924000000.0,2924000000.0,848000000.0,848000000.0,848000000.0,848000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,44000000.0,44000000.0,44000000.0,44000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58000000.0,58000000.0,58000000.0,58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AllocatedShareBasedCompensationExpense / USD,,,,,51000000.0,79000000.0,111000000.0,34000000.0,111000000.0,69000000.0,99000000.0,101000000.0,,,,134000000.0,,,,139000000.0,,,,183000000.0,,,,144000000.0,144000000.0,,,134000000.0,,,,99000000.0,,,,93000000.0,,,,94000000.0,94000000.0,,,86000000.0,,,,127000000.0,,,,90000000.0,,,,94000000.0,,,,99000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,45000000.0,,41000000.0,,,27000000.0,,,,54000000.0,,,,60000000.0,,,,69000000.0,,,,68000000.0,68000000.0,,,59000000.0,,,,63000000.0,,,,39000000.0,,,,34000000.0,34000000.0,,,33000000.0,,,,33000000.0,,,,34000000.0,,,,8000000.0,,,,6000000.0,,,
