fact_unit,2009-10-23,2010-01-28,2010-04-22,2010-07-30,2010-10-28,2011-01-27,2011-04-28,2011-07-28,2011-10-20,2012-01-27,2012-04-19,2012-07-26,2012-10-18,2013-01-24,2013-04-18,2013-07-30,2013-10-24,2013-11-26,2014-01-23,2014-04-24,2014-07-31,2014-10-23,2015-01-26,2015-04-23,2015-07-31,2015-10-22,2015-10-27,2016-01-28,2016-04-21,2016-07-28,2016-10-20,2017-01-26,2017-04-27,2017-08-02,2017-10-26,2018-01-31,2018-04-26,2018-08-03,2018-10-24,2019-01-30,2019-04-24,2019-08-01,2019-10-23,2020-01-29,2020-04-29,2020-07-30,2020-10-27,2021-01-26,2021-04-27,2021-07-29,2021-10-26,2022-01-25,2022-04-26,2022-07-28,2022-10-25,2023-01-24,2023-04-25,2023-07-27,2023-10-24,2024-01-30,2024-04-25,2024-07-30,2024-10-30,2024-12-03,2025-01-29,2025-04-30,2025-07-30,2025-10-29
AccountsPayableCurrent / USD,3324000000.0,3324000000.0,3324000000.0,3324000000.0,4025000000.0,4025000000.0,4025000000.0,4025000000.0,4197000000.0,4197000000.0,4197000000.0,4197000000.0,4175000000.0,4175000000.0,4175000000.0,4175000000.0,4828000000.0,4175000000.0,4828000000.0,4828000000.0,4828000000.0,7432000000.0,7432000000.0,7432000000.0,7432000000.0,6591000000.0,7432000000.0,6591000000.0,6591000000.0,6591000000.0,6898000000.0,6898000000.0,6898000000.0,6898000000.0,7390000000.0,7390000000.0,7390000000.0,7390000000.0,8617000000.0,8617000000.0,8617000000.0,8617000000.0,9382000000.0,9382000000.0,9382000000.0,9382000000.0,12530000000.0,12530000000.0,12530000000.0,12530000000.0,15163000000.0,15163000000.0,15163000000.0,15163000000.0,19000000000.0,19000000000.0,19000000000.0,19000000000.0,18095000000.0,18095000000.0,18095000000.0,18095000000.0,21996000000.0,18095000000.0,21996000000.0,21996000000.0,21996000000.0,27724000000.0
AccountsReceivableNetCurrent / USD,11192000000.0,11192000000.0,11192000000.0,11192000000.0,13014000000.0,13014000000.0,13014000000.0,13014000000.0,14987000000.0,14987000000.0,14987000000.0,14987000000.0,15780000000.0,15780000000.0,15780000000.0,15780000000.0,17486000000.0,15780000000.0,17486000000.0,17486000000.0,17486000000.0,19544000000.0,19544000000.0,19544000000.0,19544000000.0,17908000000.0,19544000000.0,17908000000.0,17908000000.0,17908000000.0,18277000000.0,18277000000.0,18277000000.0,18277000000.0,22431000000.0,22431000000.0,22431000000.0,22431000000.0,26481000000.0,26481000000.0,26481000000.0,26481000000.0,29524000000.0,29524000000.0,29524000000.0,29524000000.0,32011000000.0,32011000000.0,32011000000.0,32011000000.0,38043000000.0,38043000000.0,38043000000.0,38043000000.0,44261000000.0,44261000000.0,44261000000.0,44261000000.0,48688000000.0,48688000000.0,48688000000.0,48688000000.0,56924000000.0,48688000000.0,56924000000.0,56924000000.0,56924000000.0,69905000000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1800000000.0,1800000000.0,1800000000.0,1800000000.0,2200000000.0,2200000000.0,2200000000.0,2200000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,3400000000.0,3400000000.0,3400000000.0,3400000000.0,3800000000.0,3800000000.0,3800000000.0,3800000000.0,4500000000.0,4500000000.0,4500000000.0,4500000000.0,4900000000.0,4500000000.0,4900000000.0,4900000000.0,4900000000.0,5200000000.0
AccruedIncomeTaxesCurrent / USD,725000000.0,725000000.0,725000000.0,725000000.0,1074000000.0,1074000000.0,1074000000.0,1074000000.0,580000000.0,580000000.0,580000000.0,580000000.0,789000000.0,789000000.0,789000000.0,789000000.0,592000000.0,789000000.0,592000000.0,592000000.0,592000000.0,782000000.0,782000000.0,782000000.0,782000000.0,606000000.0,782000000.0,606000000.0,606000000.0,606000000.0,580000000.0,580000000.0,580000000.0,580000000.0,718000000.0,718000000.0,718000000.0,718000000.0,2121000000.0,2121000000.0,2121000000.0,2121000000.0,5665000000.0,5665000000.0,5665000000.0,5665000000.0,2130000000.0,2130000000.0,2130000000.0,2130000000.0,2174000000.0,2174000000.0,2174000000.0,2174000000.0,4067000000.0,4067000000.0,4067000000.0,4067000000.0,4152000000.0,4152000000.0,4152000000.0,4152000000.0,5017000000.0,4152000000.0,5017000000.0,5017000000.0,5017000000.0,7211000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,6900000000.0,6900000000.0,6900000000.0,6887000000.0,7400000000.0,7400000000.0,7400000000.0,7381000000.0,7600000000.0,7600000000.0,7600000000.0,7634000000.0,9400000000.0,7634000000.0,9400000000.0,9400000000.0,9548000000.0,10400000000.0,10400000000.0,10400000000.0,10510000000.0,12100000000.0,10510000000.0,12100000000.0,12700000000.0,12100000000.0,11800000000.0,11800000000.0,11800000000.0,11800000000.0,13500000000.0,13485000000.0,13485000000.0,13485000000.0,30265000000.0,30265000000.0,30265000000.0,30265000000.0,29612000000.0,29612000000.0,29612000000.0,29612000000.0,29432000000.0,29432000000.0,29432000000.0,29432000000.0,27190000000.0,27190000000.0,27190000000.0,27190000000.0,26069000000.0,26069000000.0,26069000000.0,26069000000.0,25560000000.0,25560000000.0,25560000000.0,25560000000.0,27931000000.0,25560000000.0,27931000000.0,27931000000.0,27931000000.0,25986000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,7547000000.0,7547000000.0,7547000000.0,7547000000.0,8629000000.0,8629000000.0,8629000000.0,8629000000.0,9829000000.0,9829000000.0,9829000000.0,9829000000.0,10962000000.0,10962000000.0,10962000000.0,10962000000.0,12513000000.0,10962000000.0,12513000000.0,12513000000.0,12513000000.0,14793000000.0,14793000000.0,14793000000.0,14793000000.0,17606000000.0,14793000000.0,17606000000.0,17606000000.0,17606000000.0,19800000000.0,19800000000.0,19800000000.0,19800000000.0,24179000000.0,24179000000.0,24179000000.0,24179000000.0,29223000000.0,29223000000.0,29223000000.0,29223000000.0,35330000000.0,35330000000.0,35330000000.0,35330000000.0,43197000000.0,43197000000.0,43197000000.0,43197000000.0,51351000000.0,51351000000.0,51351000000.0,51351000000.0,59660000000.0,59660000000.0,59660000000.0,59660000000.0,68251000000.0,68251000000.0,68251000000.0,68251000000.0,76421000000.0,68251000000.0,76421000000.0,76421000000.0,76421000000.0,93653000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,969000000.0,969000000.0,969000000.0,1140000000.0,1055000000.0,1055000000.0,1055000000.0,969000000.0,1863000000.0,1863000000.0,1863000000.0,1055000000.0,1422000000.0,1422000000.0,1422000000.0,1863000000.0,1820000000.0,1863000000.0,2006000000.0,2205000000.0,1422000000.0,2731000000.0,3277000000.0,3332000000.0,1743000000.0,3757000000.0,1743000000.0,3383000000.0,3471000000.0,3708000000.0,1537000000.0,1537000000.0,1537000000.0,1537000000.0,627000000.0,627000000.0,627000000.0,627000000.0,-2187000000.0,-2187000000.0,-2187000000.0,-2187000000.0,-340000000.0,-340000000.0,-340000000.0,-340000000.0,3186000000.0,3186000000.0,3186000000.0,3186000000.0,1822000000.0,1822000000.0,1822000000.0,1822000000.0,-4678000000.0,-4678000000.0,-4678000000.0,-4678000000.0,-6343000000.0,-6343000000.0,-6343000000.0,-6343000000.0,-5590000000.0,-6343000000.0,-5590000000.0,-5590000000.0,-5590000000.0,-3347000000.0
AdvertisingExpense / USD,,,,1200000000.0,,,,1400000000.0,,,,1600000000.0,,,,1900000000.0,,1900000000.0,,,1600000000.0,,,,2600000000.0,,2600000000.0,,,2300000000.0,,,,1900000000.0,,,,1600000000.0,,,,1500000000.0,,,,1600000000.0,,,,1600000000.0,,,,1600000000.0,,,,1500000000.0,,,,1500000000.0,,1500000000.0,,,904000000.0,
AllocatedShareBasedCompensationExpense / USD,,,,1479000000.0,443000000.0,928000000.0,1409000000.0,1708000000.0,528000000.0,1081000000.0,1622000000.0,1891000000.0,558000000.0,1133000000.0,1724000000.0,2166000000.0,603000000.0,2166000000.0,1206000000.0,1805000000.0,2244000000.0,635000000.0,1226000000.0,1828000000.0,2406000000.0,646000000.0,2406000000.0,1279000000.0,1920000000.0,2446000000.0,674000000.0,1332000000.0,2004000000.0,2574000000.0,,,,2668000000.0,,,,3266000000.0,,,,3940000000.0,,,,4652000000.0,,,,5289000000.0,,,,6118000000.0,,,,7502000000.0,,7502000000.0,,,9611000000.0,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,451000000.0,451000000.0,451000000.0,451000000.0,375000000.0,375000000.0,375000000.0,375000000.0,333000000.0,333000000.0,333000000.0,333000000.0,389000000.0,389000000.0,389000000.0,389000000.0,336000000.0,389000000.0,336000000.0,336000000.0,336000000.0,301000000.0,301000000.0,301000000.0,301000000.0,335000000.0,301000000.0,335000000.0,335000000.0,335000000.0,426000000.0,426000000.0,426000000.0,426000000.0,345000000.0,345000000.0,345000000.0,345000000.0,377000000.0,377000000.0,377000000.0,377000000.0,411000000.0,411000000.0,411000000.0,411000000.0,788000000.0,788000000.0,788000000.0,788000000.0,751000000.0,751000000.0,751000000.0,751000000.0,633000000.0,633000000.0,633000000.0,633000000.0,650000000.0,650000000.0,650000000.0,650000000.0,830000000.0,650000000.0,830000000.0,830000000.0,830000000.0,944000000.0
