fact_unit,2010-10-12,2011-01-10,2011-04-29,2011-07-11,2011-10-11,2012-01-09,2012-04-30,2012-07-10,2012-10-10,2013-01-09,2013-04-29,2013-07-10,2013-10-10,2014-01-09,2014-04-29,2014-07-10,2014-10-09,2015-01-08,2015-04-28,2015-07-09,2015-10-07,2016-01-07,2016-04-25,2016-06-30,2016-10-05,2017-01-05,2017-04-27,2017-06-29,2017-10-05,2017-10-31,2018-01-05,2018-04-23,2018-06-29,2018-10-04,2019-01-09,2019-04-23,2019-06-28,2019-10-03,2020-01-08,2020-04-21,2020-07-01,2020-10-01,2021-01-07,2021-04-20,2021-06-30,2021-10-06,2022-01-06,2022-04-21,2022-06-30,2022-10-06,2023-01-05,2023-04-20,2023-06-30,2023-10-05,2024-01-05,2024-04-23,2024-07-03,2024-10-03,2025-01-10,2025-04-23,2025-07-02,2025-10-07
AccountsPayableCurrent / USD,268800000.0,268800000.0,268800000.0,129200000.0,129200000.0,129200000.0,129200000.0,130500000.0,130500000.0,130500000.0,130500000.0,209000000.0,209000000.0,209000000.0,209000000.0,295200000.0,295200000.0,295200000.0,295200000.0,285800000.0,285800000.0,285800000.0,285800000.0,429300000.0,429300000.0,429300000.0,429300000.0,559800000.0,559800000.0,429300000.0,559800000.0,559800000.0,592200000.0,592200000.0,592200000.0,592200000.0,616700000.0,616700000.0,616700000.0,616700000.0,557600000.0,557600000.0,557600000.0,557600000.0,460000000.0,460000000.0,460000000.0,460000000.0,899200000.0,899200000.0,899200000.0,899200000.0,941500000.0,941500000.0,941500000.0,941500000.0,1107100000.0,1107100000.0,1107100000.0,1107100000.0,939800000.0,939800000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,544400000.0,620400000.0,620400000.0,544400000.0,620400000.0,620400000.0,678300000.0,678300000.0,678300000.0,678300000.0,690400000.0,690400000.0,690400000.0,690400000.0,780400000.0,780400000.0,780400000.0,780400000.0,779900000.0,779900000.0,779900000.0,779900000.0,871300000.0,871300000.0,871300000.0,871300000.0,852000000.0,852000000.0,852000000.0,852000000.0,836400000.0,836400000.0,836400000.0,836400000.0,886700000.0,886700000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900000.0,159900000.0,,,,172300000.0,,,,162600000.0,,,,146700000.0,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,587200000.0,587200000.0,587200000.0,188800000.0,188800000.0,188800000.0,188800000.0,173700000.0,173700000.0,173700000.0,173700000.0,132100000.0,132100000.0,132100000.0,132100000.0,86000000.0,86000000.0,86000000.0,86000000.0,-130900000.0,-130900000.0,-130900000.0,-130900000.0,-452500000.0,-452500000.0,-452500000.0,-452500000.0,-399800000.0,-399800000.0,-452500000.0,-399800000.0,-399800000.0,-202900000.0,-202900000.0,-202900000.0,-202900000.0,-353900000.0,-353900000.0,-353900000.0,-353900000.0,-266300000.0,-266300000.0,-266300000.0,-266300000.0,-335500000.0,-335500000.0,-335500000.0,-335500000.0,-412700000.0,-412700000.0,-412700000.0,-412700000.0,28500000.0,28500000.0,28500000.0,28500000.0,376800000.0,376800000.0,376800000.0,376800000.0,-662700000.0,-662700000.0
AdditionalPaidInCapital / USD,1493200000.0,1493200000.0,1493200000.0,1602400000.0,1602400000.0,1602400000.0,1602400000.0,1691400000.0,1691400000.0,1691400000.0,1691400000.0,1907100000.0,1907100000.0,1907100000.0,1907100000.0,2116600000.0,2116600000.0,2116600000.0,2116600000.0,2269800000.0,2269800000.0,2269800000.0,2269800000.0,2589000000.0,2589000000.0,2589000000.0,2589000000.0,2755800000.0,2755800000.0,2589000000.0,2755800000.0,2755800000.0,2825300000.0,2825300000.0,2825300000.0,2825300000.0,1410800000.0,1410800000.0,1410800000.0,1410800000.0,1514600000.0,1514600000.0,1514600000.0,1514600000.0,1604200000.0,1604200000.0,1604200000.0,1604200000.0,1808900000.0,1808900000.0,1808900000.0,1808900000.0,1903000000.0,1903000000.0,1903000000.0,1903000000.0,2047300000.0,2047300000.0,2047300000.0,2047300000.0,2144600000.0,2144600000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,47500000.0,,,,56800000.0,,,,47000000.0,,,,47400000.0,,,,44200000.0,,,,50800000.0,,,,54300000.0,,,54300000.0,,53500000.0,,,,55500000.0,17200000.0,17200000.0,17200000.0,61200000.0,15500000.0,15500000.0,15500000.0,62600000.0,14700000.0,14700000.0,14700000.0,60000000.0,15900000.0,15900000.0,15900000.0,62600000.0,16700000.0,16700000.0,16700000.0,44800000.0,14500000.0,14500000.0,14500000.0,68400000.0,17300000.0,17300000.0
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities / USD,-8800000.0,38400000.0,808300000.0,11000000.0,165700000.0,89700000.0,303300000.0,166800000.0,280200000.0,298800000.0,60200000.0,24400000.0,171900000.0,82900000.0,339100000.0,-49600000.0,-1085900000.0,-1156800000.0,168500000.0,25600000.0,265600000.0,125400000.0,-1116900000.0,-34500000.0,258800000.0,276300000.0,244800000.0,26800000.0,372600000.0,244800000.0,338400000.0,353100000.0,-19400000.0,197800000.0,66900000.0,163300000.0,-242300000.0,-559100000.0,-235800000.0,-383900000.0,830200000.0,2173500000.0,2463900000.0,-1212800000.0,859100000.0,1095700000.0,722400000.0,2529700000.0,1613300000.0,2411300000.0,2848700000.0,774700000.0,358900000.0,2395700000.0,2542300000.0,2704400000.0,526200000.0,782100000.0,986000000.0,2795400000.0,-202300000.0,2161900000.0
AdvertisingExpense / USD,,,,,,,132500000.0,,,,128600000.0,,,,116000000.0,,,,121900000.0,,,,278500000.0,,,,406100000.0,,,406100000.0,,468300000.0,,,,552800000.0,,,,615700000.0,,,,700800000.0,,,,769500000.0,,,,805000000.0,,,,826400000.0,,,,860800000.0,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,56300000.0,,,,48200000.0,,,,47600000.0,,,,40800000.0,,,,49900000.0,,,,55000000.0,,,55000000.0,,54000000.0,,,,56100000.0,,,,60900000.0,,,,64100000.0,,,,60400000.0,,,,63000000.0,,,,44900000.0,,,,68500000.0,,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,3800000.0,5500000.0,1800000.0,3600000.0,5500000.0,5400000.0,1500000.0,7100000.0,11200000.0,7200000.0,10500000.0,24700000.0,36200000.0,15500000.0,11700000.0,22700000.0,32200000.0,40000000.0,4200000.0,6300000.0,40000000.0,8400000.0,40700000.0,,,,10400000.0,,,,5900000.0,,,,6000000.0,,,,5700000.0,,,,5300000.0,,,,5100000.0,,,,3200000.0,,
