fact_unit,2010-08-05,2010-11-04,2011-02-24,2011-05-06,2011-08-08,2011-11-03,2012-02-22,2012-05-04,2012-08-03,2012-11-02,2013-02-26,2013-05-03,2013-08-02,2013-11-01,2014-02-21,2014-05-02,2014-08-01,2014-10-31,2015-02-27,2015-05-04,2015-08-03,2015-10-30,2016-02-24,2016-05-09,2016-08-08,2016-11-07,2017-02-28,2017-05-08,2017-08-07,2017-11-06,2018-02-21,2018-04-30,2018-07-30,2018-10-29,2019-02-20,2019-04-29,2019-08-05,2019-10-28,2020-02-19,2020-05-11,2020-08-10,2020-11-02,2021-02-16,2021-05-03,2021-08-02,2021-11-01,2022-02-14,2022-05-02,2022-08-01,2022-10-31,2023-02-06,2023-05-01,2023-07-31,2023-10-30,2024-02-05,2024-04-29,2024-07-29,2024-10-28,2025-02-10,2025-05-05,2025-08-04,2025-11-03
AccountsPayableCurrent / USD,172900000.0,172900000.0,172900000.0,256900000.0,256900000.0,256900000.0,256900000.0,451800000.0,451800000.0,451800000.0,451800000.0,279500000.0,279500000.0,279500000.0,279500000.0,276800000.0,276800000.0,276800000.0,276800000.0,378200000.0,378200000.0,378200000.0,378200000.0,337700000.0,337700000.0,337700000.0,337700000.0,434000000.0,434000000.0,434000000.0,434000000.0,548000000.0,548000000.0,548000000.0,548000000.0,671700000.0,671700000.0,671700000.0,671700000.0,543600000.0,543600000.0,543600000.0,543600000.0,572900000.0,572900000.0,572900000.0,572900000.0,635100000.0,635100000.0,635100000.0,635100000.0,852100000.0,852100000.0,852100000.0,852100000.0,725600000.0,725600000.0,725600000.0,725600000.0,574500000.0,574500000.0,574500000.0
AccruedLiabilitiesCurrent / USD,135500000.0,135500000.0,135500000.0,162600000.0,162600000.0,162600000.0,162600000.0,239800000.0,239800000.0,239800000.0,239800000.0,228300000.0,228300000.0,228300000.0,256700000.0,220300000.0,220300000.0,220300000.0,220300000.0,287900000.0,287900000.0,287900000.0,287900000.0,246200000.0,246200000.0,246200000.0,246200000.0,405000000.0,405000000.0,405000000.0,405000000.0,612800000.0,612800000.0,612800000.0,612800000.0,659100000.0,659100000.0,659100000.0,659100000.0,538800000.0,538800000.0,538800000.0,538800000.0,570000000.0,570000000.0,570000000.0,570000000.0,747600000.0,747600000.0,747600000.0,734900000.0,1047300000.0,1047300000.0,1047300000.0,1047300000.0,663200000.0,663200000.0,663200000.0,663200000.0,760000000.0,760000000.0,760000000.0
AccruedSalariesCurrent / USD,,,,,73100000.0,73100000.0,73100000.0,125200000.0,125200000.0,125200000.0,125200000.0,102900000.0,102900000.0,102900000.0,102900000.0,91300000.0,91300000.0,91300000.0,91300000.0,117000000.0,117000000.0,117000000.0,117000000.0,95100000.0,95100000.0,95100000.0,95100000.0,155300000.0,155300000.0,155300000.0,155300000.0,201800000.0,201800000.0,201800000.0,201800000.0,240800000.0,240800000.0,,240800000.0,,,,153400000.0,,,,166800000.0,,,,285400000.0,,,,284800000.0,,,,183800000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,1299500000.0,1299500000.0,1299500000.0,1449400000.0,1449400000.0,1449400000.0,1449400000.0,1515900000.0,1515900000.0,1515900000.0,1515900000.0,1364200000.0,1364200000.0,1364200000.0,1364200000.0,1491500000.0,1491500000.0,1491500000.0,1491500000.0,1613200000.0,1613200000.0,1613200000.0,1613200000.0,1832000000.0,1832000000.0,1832000000.0,1832000000.0,2067900000.0,2067900000.0,2067900000.0,2067900000.0,2376500000.0,2376500000.0,,2376500000.0,,,,,,,,,,,,3340500000.0,,,,3155100000.0,,,,3529500000.0,3958800000.0,3958800000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-64900000.0,-64900000.0,-64900000.0,-59100000.0,-59100000.0,-59100000.0,-59100000.0,-46700000.0,-46700000.0,-46700000.0,-46700000.0,-41100000.0,-41100000.0,-41100000.0,-41100000.0,-47400000.0,-47400000.0,-47400000.0,-41100000.0,-41500000.0,-41500000.0,-41500000.0,-47400000.0,-42300000.0,-42300000.0,-42300000.0,-42300000.0,-50200000.0,-50200000.0,-50200000.0,-50200000.0,-40600000.0,-40600000.0,-40600000.0,-40600000.0,-37900000.0,-37900000.0,-37900000.0,-37900000.0,-54300000.0,-54300000.0,-54300000.0,-54300000.0,-57600000.0,-57600000.0,-57600000.0,-57600000.0,-40600000.0,-40600000.0,-40600000.0,-40600000.0,-23200000.0,-23200000.0,-23200000.0,-23200000.0,-45200000.0,-45200000.0,-45200000.0,-45200000.0,-62400000.0,-62400000.0,-62400000.0
AdditionalPaidInCapital / USD,2916600000.0,2916600000.0,2916600000.0,3016100000.0,3016100000.0,3016100000.0,3016100000.0,3113500000.0,3113500000.0,3113500000.0,3113500000.0,3156400000.0,3156400000.0,3156400000.0,3156400000.0,3210800000.0,3210800000.0,3210800000.0,3210800000.0,3281200000.0,3281200000.0,3281200000.0,3281200000.0,3420300000.0,3420300000.0,3420300000.0,3420300000.0,3473300000.0,3473300000.0,3473300000.0,3473300000.0,3593500000.0,3593500000.0,3593500000.0,3593500000.0,3702300000.0,3702300000.0,3702300000.0,3702300000.0,3809500000.0,3809500000.0,3809500000.0,3809500000.0,4133100000.0,4133100000.0,4133100000.0,4133100000.0,4633300000.0,4633300000.0,4633300000.0,4633300000.0,4670900000.0,4670900000.0,4670900000.0,4670900000.0,5210900000.0,5210900000.0,5210900000.0,5210900000.0,5372200000.0,5372200000.0,5372200000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,15000000.0,,,,19300000.0,,,,9600000.0,,,,4500000.0,,,,9100000.0,,,,14700000.0,,,,12300000.0,18800000.0,19900000.0,29200000.0,28100000.0,26100000.0,27200000.0,31600000.0,31600000.0,16000000.0,16600000.0,17100000.0,33500000.0,28500000.0,32000000.0,34200000.0,20000000.0,58800000.0,63300000.0,67400000.0,38900000.0,47600000.0,57400000.0,62600000.0,78100000.0,37700000.0,45100000.0,48100000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,33200000.0,,,,54200000.0,,,,52500000.0,,,,33500000.0,,,,20500000.0,,,,32300000.0,,,,45800000.0,,,,46900000.0,,,,56100000.0,18400000.0,41500000.0,59400000.0,69800000.0,19700000.0,47000000.0,61700000.0,78300000.0,15700000.0,33700000.0,51200000.0,79400000.0,22300000.0,51400000.0,74100000.0,67700000.0,22500000.0,49600000.0,76500000.0,101300000.0,27700000.0,59300000.0,90400000.0,100800000.0,33000000.0,65300000.0,98000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,41500000.0,54200000.0,10400000.0,20900000.0,26900000.0,52700000.0,7400000.0,12600000.0,14700000.0,33500000.0,5800000.0,16400000.0,23400000.0,20500000.0,8500000.0,21900000.0,33000000.0,32300000.0,11300000.0,25400000.0,36300000.0,45800000.0,11600000.0,27700000.0,41900000.0,46900000.0,15100000.0,35900000.0,52700000.0,56100000.0,18400000.0,41500000.0,59400000.0,69800000.0,19700000.0,47000000.0,61700000.0,78300000.0,15700000.0,33700000.0,51200000.0,79400000.0,22300000.0,51400000.0,74100000.0,67700000.0,22500000.0,49600000.0,76500000.0,101300000.0,27700000.0,59300000.0,90400000.0,100800000.0,33000000.0,65300000.0,98000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,41500000.0,54200000.0,10400000.0,20900000.0,26900000.0,52700000.0,7400000.0,12600000.0,14700000.0,33500000.0,5800000.0,16400000.0,23400000.0,20500000.0,8500000.0,21900000.0,33000000.0,32300000.0,11300000.0,25400000.0,36300000.0,45800000.0,11600000.0,27700000.0,41900000.0,46900000.0,9800000.0,23300000.0,34300000.0,56100000.0,14500000.0,32800000.0,46900000.0,45400000.0,15600000.0,37100000.0,48700000.0,61900000.0,12400000.0,26600000.0,40400000.0,62700000.0,17600000.0,40600000.0,58500000.0,53500000.0,17800000.0,39200000.0,60400000.0,80000000.0,21900000.0,46800000.0,71400000.0,79600000.0,26100000.0,51600000.0,77400000.0
