fact_unit,2010-07-29,2010-10-29,2011-03-01,2011-05-06,2011-08-05,2011-11-09,2012-02-01,2012-02-29,2012-05-09,2012-08-02,2012-11-08,2012-12-17,2013-03-01,2013-05-03,2013-05-08,2013-08-08,2013-11-08,2014-02-26,2014-05-02,2014-07-02,2014-07-31,2014-11-03,2015-02-27,2015-05-01,2015-07-31,2015-11-09,2016-02-29,2016-05-10,2016-08-09,2016-11-09,2017-02-28,2017-05-08,2017-07-18,2017-08-04,2017-11-09,2018-03-01,2018-05-10,2018-08-09,2018-11-09,2019-03-01,2019-05-09,2019-08-09,2019-11-07,2020-02-28,2020-04-29,2020-05-08,2020-08-10,2020-11-06,2021-02-25,2021-05-07,2021-06-17,2021-08-06,2021-11-08,2022-02-24,2022-05-06,2022-08-05,2022-11-04,2023-02-24,2023-05-05,2023-08-03,2023-11-02,2024-02-23,2024-05-08,2024-08-01,2024-11-12,2025-02-27,2025-05-08,2025-08-06,2025-11-05
AdvertisingExpense / USD,,,,,,,,347800000.0,,,,347800000.0,371200000.0,371200000.0,,,,499500000.0,,499500000.0,,,774100000.0,,,,850400000.0,,,,994700000.0,,994700000.0,,,1200000000.0,,,,1000000000.0,,,,1100000000.0,,,,,386000000.0,,386000000.0,,,388600000.0,,,,438700000.0,,,,510300000.0,,,,474900000.0,,,
AllocatedShareBasedCompensationExpense / USD,32172000.0,48687000.0,85773000.0,21545000.0,42593000.0,59651000.0,85773000.0,70081000.0,20161000.0,84280000.0,66053000.0,70081000.0,84280000.0,84280000.0,21466000.0,41907000.0,65258000.0,88588000.0,12663000.0,88588000.0,24483000.0,38848000.0,85625000.0,9613000.0,26165000.0,43497000.0,53005000.0,18911000.0,44860000.0,71869000.0,59634000.0,31185000.0,59634000.0,58949000.0,82610000.0,105450000.0,33975000.0,72890000.0,207362000.0,104820000.0,59082000.0,116643000.0,172006000.0,264618000.0,,67444000.0,50012000.0,70817000.0,66031000.0,21172000.0,66031000.0,43312000.0,80647000.0,89724000.0,30116000.0,72512000.0,112081000.0,102268000.0,42295000.0,97062000.0,150324000.0,146816000.0,41563000.0,102200000.0,163945000.0,203880000.0,63820000.0,133687000.0,198175000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,11283000.0,11283000.0,10515000.0,8848000.0,8848000.0,8848000.0,10515000.0,8848000.0,7309000.0,7309000.0,7309000.0,8848000.0,7309000.0,7309000.0,11088000.0,11088000.0,11088000.0,11088000.0,8540000.0,11088000.0,8540000.0,8540000.0,8540000.0,12437000.0,12437000.0,12437000.0,12437000.0,16528000.0,16528000.0,16528000.0,16528000.0,16405000.0,16528000.0,16405000.0,16405000.0,16405000.0,11489000.0,11489000.0,11489000.0,11489000.0,18860000.0,18860000.0,18860000.0,18860000.0,,24726000.0,578000.0,578000.0,578000.0,286000.0,578000.0,286000.0,286000.0,286000.0,281000.0,281000.0,281000.0,281000.0,387000.0,387000.0,387000.0,387000.0,603000.0,603000.0,603000.0,603000.0,379000.0,379000.0,379000.0
AmortizationOfIntangibleAssets / USD,16061000.0,26311000.0,43053000.0,3174000.0,7930000.0,10232000.0,43053000.0,157031000.0,2457000.0,4657000.0,9195000.0,157031000.0,27472000.0,27472000.0,7041000.0,12846000.0,18058000.0,22057000.0,14078000.0,22057000.0,32215000.0,45247000.0,35771000.0,11979000.0,25385000.0,41836000.0,59843000.0,12555000.0,26966000.0,39304000.0,57926000.0,13820000.0,57926000.0,50795000.0,65062000.0,139952000.0,9161000.0,17785000.0,22151000.0,79426000.0,19953000.0,40141000.0,60293000.0,42143000.0,,22752000.0,823000.0,1464000.0,1318000.0,6403000.0,1318000.0,6803000.0,7262000.0,8727000.0,213000.0,455000.0,15521000.0,7525000.0,12693000.0,,,28559000.0,12117000.0,23432000.0,,,10367000.0,21319000.0,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,36200000.0,,,,36200000.0,36300000.0,36300000.0,,,,,,,,,,,,,,,,9800000.0,300000.0,,300000.0,,9800000.0,1200000.0,,,,11300000.0,,,,100000.0,,,,,,,,,,,,,6800000.0,6800000.0,,,,6800000.0,,,,6800000.0,,,
AociTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3800000.0,3800000.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assets / USD,4015889000.0,4015889000.0,4015889000.0,3439554000.0,3439554000.0,3439554000.0,3913597000.0,3329079000.0,3409865000.0,3409865000.0,3409865000.0,3329079000.0,3409865000.0,3409865000.0,3805828000.0,3805828000.0,3805828000.0,3805828000.0,4234684000.0,3805828000.0,4234684000.0,4234684000.0,4234684000.0,4274878000.0,4274878000.0,4274878000.0,4256885000.0,5188691000.0,5188691000.0,5188691000.0,5188691000.0,4645873000.0,5188691000.0,4645873000.0,4645873000.0,4645873000.0,5867810000.0,5867810000.0,5867810000.0,5867810000.0,6874585000.0,6874585000.0,6874585000.0,6874585000.0,,8332825000.0,8364803000.0,8364803000.0,8364803000.0,3045787000.0,8444675000.0,3046454000.0,3046454000.0,3046454000.0,5063288000.0,5063288000.0,5063288000.0,5063288000.0,4182764000.0,4182764000.0,4182764000.0,4182764000.0,4507886000.0,4507886000.0,4507886000.0,4507886000.0,4465771000.0,4465771000.0,4465771000.0
AssetsCurrent / USD,2000049000.0,2000049000.0,2000049000.0,1543985000.0,1543985000.0,1543985000.0,2000049000.0,1543985000.0,1159133000.0,1159133000.0,1159133000.0,1543985000.0,1159133000.0,1159133000.0,1156750000.0,1156750000.0,1156750000.0,1156750000.0,1475386000.0,1156750000.0,1475386000.0,1475386000.0,1475386000.0,1553881000.0,1553881000.0,1553881000.0,1535888000.0,1945010000.0,1945010000.0,1945010000.0,1945010000.0,1842735000.0,1945010000.0,1842735000.0,1842735000.0,1842735000.0,2125205000.0,2125205000.0,2125205000.0,2125205000.0,2762739000.0,2762739000.0,2762739000.0,2762739000.0,,3706989000.0,3708064000.0,3708064000.0,3708064000.0,1020212000.0,3708064000.0,1020212000.0,1020212000.0,1020212000.0,1218252000.0,1218252000.0,1218252000.0,1218252000.0,882385000.0,882385000.0,882385000.0,882385000.0,1271311000.0,1271311000.0,1271311000.0,1271311000.0,1397762000.0,1397762000.0,1397762000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167397000.0,1167397000.0,1167397000.0,1818666000.0,1818666000.0,1818666000.0,1818666000.0,,2550995000.0,,,,,,14506000.0,20602000.0,309231000.0,443934000.0,309231000.0,309231000.0,111466000.0,111466000.0,111466000.0,111466000.0,206859000.0,206859000.0,206859000.0,206859000.0,389742000.0,389742000.0,389742000.0,389742000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75100000.0,159800000.0,254300000.0,355300000.0,,,,355300000.0,,,,,364700000.0,,364700000.0,,,414700000.0,,,,552600000.0,,,,622500000.0,,,,646700000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,1744994000.0,1744994000.0,1585302000.0,1245997000.0,1245997000.0,1245997000.0,1585302000.0,1744994000.0,742099000.0,742099000.0,742099000.0,1744994000.0,1245997000.0,1245997000.0,704153000.0,704153000.0,704153000.0,742099000.0,749977000.0,742099000.0,749977000.0,749977000.0,704153000.0,1100444000.0,1100444000.0,1100444000.0,749977000.0,990405000.0,990405000.0,990405000.0,1100444000.0,1481447000.0,1100444000.0,1481447000.0,1481447000.0,990405000.0,1329187000.0,1329187000.0,1329187000.0,1481447000.0,1630809000.0,1630809000.0,1630809000.0,1329187000.0,,2131632000.0,186947000.0,186947000.0,272624000.0,465676000.0,272624000.0,465676000.0,465676000.0,186947000.0,739164000.0,739164000.0,739164000.0,465676000.0,815384000.0,815384000.0,815384000.0,739164000.0,572395000.0,572395000.0,572395000.0,815384000.0,965993000.0,965993000.0,965993000.0
CashAndCashEquivalentsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180865000.0,180865000.0,180865000.0,197615000.0,180865000.0,197615000.0,197615000.0,197615000.0,309231000.0,,,309231000.0,,,,111466000.0,,,,206859000.0,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360199000.0,1360199000.0,1360199000.0,1501673000.0,1633682000.0,1633682000.0,1633682000.0,1360199000.0,,2133685000.0,2133685000.0,2133685000.0,1633682000.0,3140358000.0,1633682000.0,3140358000.0,3140358000.0,2133685000.0,739302000.0,739302000.0,739302000.0,3140358000.0,815512000.0,815512000.0,815512000.0,739302000.0,572516000.0,572516000.0,572516000.0,815512000.0,862440000.0,862440000.0,862440000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42267000.0,162432000.0,-104355000.0,-141474000.0,26715000.0,11494000.0,38079000.0,273483000.0,,85703000.0,1020268000.0,814468000.0,500003000.0,-316364000.0,500003000.0,-3010937000.0,-2741342000.0,1006673000.0,106528000.0,-502708000.0,-227860000.0,-2401056000.0,97047000.0,-351708000.0,-424760000.0,76210000.0,-2515000.0,160174000.0,134486000.0,-242996000.0,52489000.0,-24648000.0,-6908000.0
CommonStockCapitalSharesReservedForFutureIssuance / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94600000.0,,95900000.0,,95900000.0,,,75000000.0,,,,69300000.0,,,,64500000.0,,,,65700000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,0.12,0.24,0.0,,0.0,0.0,0.12,0.24,0.48,0.12,0.24,0.12,0.48,0.72,0.72,0.24,0.48,0.82,0.96,0.34,0.68,1.02,1.16,,1.16,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,0.19,0.19
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000000.0,,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0
CommonStockSharesIssued / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267329284.0,,267329284.0,267329284.0,267329284.0,283470334.0,283470334.0,283470334.0,283470334.0,286817375.0,286817375.0,286817375.0,286817375.0,289631352.0,289631352.0,289631352.0,289631352.0,294432137.0,294432137.0,294432137.0
CommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267329284.0,,267329284.0,267329284.0,267329284.0,283470334.0,283470334.0,283470334.0,283470334.0,279625364.0,279625364.0,279625364.0,279625364.0,268890470.0,268890470.0,268890470.0,268890470.0,251460397.0,251460397.0,251460397.0
CommonStockValue / USD,,,,,,,,,,,,,,,,,,,,,,,11700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,267000.0,,267000.0,267000.0,267000.0,283000.0,283000.0,283000.0,283000.0,287000.0,287000.0,287000.0,287000.0,290000.0,290000.0,290000.0,290000.0,294000.0,294000.0,294000.0
ComprehensiveIncomeNetOfTax / USD,,,,,-26519000.0,-4179000.0,-26519000.0,,21367000.0,105172000.0,120058000.0,-956499000.0,92402000.0,92402000.0,65374000.0,74693000.0,119079000.0,144244000.0,41710000.0,144244000.0,111909000.0,234411000.0,139540000.0,41234000.0,21029000.0,310979000.0,304907000.0,-29168000.0,43115000.0,94533000.0,340219000.0,28290000.0,340219000.0,-172928000.0,-135043000.0,55069000.0,44987000.0,121862000.0,338730000.0,-76431000.0,99439000.0,280348000.0,425593000.0,367370000.0,,89690000.0,204248000.0,314403000.0,601683000.0,-224169000.0,611632000.0,-130285000.0,27123000.0,445896000.0,153674000.0,292510000.0,324412000.0,202815000.0,135070000.0,-35408000.0,-65476000.0,135423000.0,86368000.0,208543000.0,327530000.0,216518000.0,53736000.0,152990000.0,370917000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,1239000.0,1239000.0,,228000.0,994000.0,-6084000.0,-719000.0,-5274000.0,-5274000.0,1272000.0,-2502000.0,-476000.0,-10893000.0,-3344000.0,-10893000.0,-3482000.0,-1443000.0,2141000.0,-2477000.0,-3461000.0,-4568000.0,1613000.0,-4824000.0,-7147000.0,-7742000.0,-6454000.0,826000.0,-6454000.0,4379000.0,13881000.0,-7399000.0,5388000.0,23830000.0,76727000.0,18638000.0,23793000.0,77175000.0,102429000.0,66881000.0,,24605000.0,57929000.0,84493000.0,124658000.0,23631000.0,124658000.0,59177000.0,58596000.0,110665000.0,-435000.0,-878000.0,-1200000.0,58208000.0,-311000.0,-1399000.0,-1871000.0,-1477000.0,-121000.0,-121000.0,-106000.0,-2960000.0,0.0,-1000.0,25000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,-5418000.0,-5418000.0,,21595000.0,106166000.0,113974000.0,-957218000.0,87128000.0,87128000.0,66646000.0,72191000.0,118603000.0,133351000.0,38366000.0,133351000.0,108427000.0,232968000.0,141681000.0,38757000.0,17568000.0,306411000.0,306520000.0,-33992000.0,35968000.0,86791000.0,333765000.0,29116000.0,333765000.0,-168549000.0,-121162000.0,47670000.0,50375000.0,145692000.0,415457000.0,-57793000.0,123232000.0,357523000.0,528022000.0,434251000.0,,114295000.0,262177000.0,398896000.0,726341000.0,-200538000.0,736290000.0,-71108000.0,85719000.0,556561000.0,153239000.0,291632000.0,323212000.0,261023000.0,134759000.0,-36807000.0,-67347000.0,133946000.0,86247000.0,208422000.0,327424000.0,213558000.0,53736000.0,152989000.0,370942000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68000000.0,72800000.0,,,,,,,,,,,29200000.0,,29200000.0,,,28500000.0,,,,33500000.0,,,,41700000.0,,,,38200000.0,,,
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374300000.0,342483000.0,342483000.0,342483000.0,360015000.0,360015000.0,360015000.0,360015000.0,,397490000.0,218843000.0,218843000.0,209900000.0,239088000.0,209900000.0,239088000.0,239088000.0,218800000.0,262131000.0,262131000.0,262131000.0,239100000.0,252718000.0,252718000.0,252718000.0,262100000.0,211282000.0,211282000.0,211282000.0,252700000.0,166142000.0,166142000.0,166142000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,2000000.0,1800000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217800000.0,278800000.0,317200000.0,330200000.0,234800000.0,315000000.0,317200000.0,330200000.0,,234800000.0,208200000.0,216600000.0,209900000.0,172500000.0,209900000.0,234900000.0,237700000.0,218800000.0,208500000.0,249700000.0,256500000.0,239100000.0,193200000.0,236200000.0,247100000.0,262100000.0,167000000.0,196500000.0,202900000.0,,137100000.0,159600000.0,162800000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,991688000.0,209234000.0,419964000.0,644659000.0,977357000.0,186737000.0,364700000.0,564077000.0,,193734000.0,,364131000.0,543262000.0,,145958000.0,284991000.0,451281000.0,,201962000.0,420186000.0,657424000.0,,,260071000.0,246889000.0,385114000.0,410000000.0,143894000.0,410000000.0,292747000.0,462570000.0,527184000.0,179455000.0,372554000.0,604765000.0,635833000.0,236236000.0,477076000.0,724038000.0,839308000.0,240010000.0,490304000.0,745902000.0,959963000.0,256742000.0,501730000.0,754859000.0
CostsAndExpenses / USD,701272000.0,1030728000.0,1454332000.0,369253000.0,738864000.0,1114146000.0,1454332000.0,2384682000.0,422877000.0,850050000.0,1320194000.0,2384682000.0,1587020000.0,1587020000.0,577835000.0,1160971000.0,1797408000.0,1861682000.0,657698000.0,1861682000.0,1350413000.0,1985281000.0,2477365000.0,668535000.0,1329160000.0,2010438000.0,2596784000.0,737393000.0,1445756000.0,2197187000.0,2730820000.0,797762000.0,2730820000.0,1795647000.0,2474165000.0,3051345000.0,723773000.0,1415525000.0,2262548000.0,3172507000.0,905125000.0,1795810000.0,2727570000.0,3118773000.0,,1025970000.0,673729000.0,1039986000.0,1180381000.0,407270000.0,1180381000.0,767126000.0,1206729000.0,1405804000.0,478354000.0,976200000.0,1557445000.0,1645554000.0,590813000.0,1395407000.0,1994318000.0,2131598000.0,588835000.0,1203591000.0,1841632000.0,2673838000.0,674909000.0,1334449000.0,2019273000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,-23186000.0,,,,-23186000.0,27271000.0,27271000.0,,,,49450000.0,,49450000.0,,,56439000.0,,,,115250000.0,,,,-45842000.0,,-45842000.0,,,67505000.0,,,,23343000.0,,,,-31844000.0,,,,,-688000.0,,-688000.0,,,964000.0,,,,-2044000.0,,,,15000.0,,,,5703000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,2209000.0,,,,2209000.0,3097000.0,3097000.0,,,,8496000.0,,8496000.0,,,16496000.0,,,,14402000.0,,,,19132000.0,,19132000.0,,,14012000.0,,,,27242000.0,,,,24108000.0,,,,,34659000.0,,34659000.0,,,26527000.0,,,,28293000.0,,,,34865000.0,,,,35542000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,-18233000.0,,,,-18233000.0,38153000.0,38153000.0,,,,31436000.0,,31436000.0,,,82139000.0,,,,143598000.0,,,,-41497000.0,,-41497000.0,,,89302000.0,,,,54247000.0,,,,-5772000.0,,,,,34312000.0,,34312000.0,,,27833000.0,,,,27889000.0,,,,38072000.0,,,,45314000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,2744000.0,,,,2744000.0,7785000.0,7785000.0,,,,-26510000.0,,-26510000.0,,,9204000.0,,,,13946000.0,,,,-14787000.0,,-14787000.0,,,7785000.0,,,,3662000.0,,,,1964000.0,,,,,341000.0,,341000.0,,,342000.0,,,,1640000.0,,,,3192000.0,,,,4069000.0,,,
