fact_unit,2019-05-09,2019-09-03,2019-11-07,2020-02-11,2020-05-11,2020-08-27,2020-11-06,2021-02-04,2021-05-06,2021-08-24,2021-11-04,2022-02-03,2022-05-04,2022-08-18,2022-11-02,2023-02-08,2023-05-03,2023-08-17,2023-11-01,2024-02-07,2024-05-01,2024-08-16,2024-11-01,2025-02-05,2025-04-29,2025-05-01,2025-08-15,2025-11-06
AmortizationOfFinancingCostsAndDiscounts / USD,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,-66000000.0,,,
AmortizationOfIntangibleAssets / USD,,29300000.0,8100000.0,15400000.0,22900000.0,31900000.0,74000000.0,119000000.0,166000000.0,44000000.0,46000000.0,90000000.0,134000000.0,204000000.0,45000000.0,90000000.0,135000000.0,182000000.0,43000000.0,87000000.0,130000000.0,180000000.0,44000000.0,91000000.0,192000000.0,137000000.0,174000000.0,42000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,5900000.0,7600000.0,7500000.0,7400000.0,10300000.0,17300000.0,20400000.0,31400000.0,6000000.0,23000000.0,11000000.0,8000000.0,37000000.0,2000000.0,5000000.0,6000000.0,6000000.0,9000000.0,12000000.0,13000000.0,7000000.0,27000000.0,31000000.0,1000000.0,30000000.0,16000000.0,19000000.0
AssetImpairmentCharges / USD,,22400000.0,,,,4400000.0,,,,75000000.0,,9000000.0,9000000.0,,,9000000.0,9000000.0,,,,,,,,5000000.0,,,
Assets / USD,130.0,9057500000.0,17165000000.0,17165000000.0,17165000000.0,17165000000.0,16442000000.0,16442000000.0,16442000000.0,16442000000.0,17188000000.0,17188000000.0,17188000000.0,17188000000.0,17426000000.0,17426000000.0,17426000000.0,17426000000.0,17003000000.0,17003000000.0,17003000000.0,17003000000.0,16524000000.0,16524000000.0,16587000000.0,16524000000.0,16524000000.0,37066000000.0
AssetsCurrent / USD,,3620300000.0,5210100000.0,5210100000.0,5210100000.0,5210100000.0,4535000000.0,4535000000.0,4535000000.0,4535000000.0,5266000000.0,5266000000.0,5266000000.0,5266000000.0,5853000000.0,5853000000.0,5853000000.0,5853000000.0,5308000000.0,5308000000.0,5308000000.0,5308000000.0,4965000000.0,4965000000.0,4533000000.0,4965000000.0,4965000000.0,8434000000.0
AssetsHeldForSaleNotPartOfDisposalGroup / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,
AssetsNoncurrent / USD,,5437200000.0,11954900000.0,11954900000.0,11954900000.0,11954900000.0,11907000000.0,11907000000.0,11907000000.0,11907000000.0,11922000000.0,11922000000.0,11922000000.0,11922000000.0,11573000000.0,11573000000.0,11573000000.0,11573000000.0,11695000000.0,11695000000.0,11695000000.0,11695000000.0,11559000000.0,11559000000.0,,11559000000.0,11559000000.0,28632000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,416100000.0,416100000.0,416100000.0,416100000.0,,,,,,,,,,,,192000000.0,,,,,,,832000000.0,,,
BuildingsAndImprovementsGross / USD,,848100000.0,,,,1305000000.0,,,,1253000000.0,,,,1355000000.0,,,,1323000000.0,,,,1483000000.0,,,,,1424000000.0,
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,53900000.0,68400000.0,59000000.0,61000000.0,60000000.0,75000000.0,58000000.0,73000000.0,62000000.0,78000000.0,52000000.0,74000000.0,85000000.0,76000000.0,77000000.0,83000000.0,69000000.0,110000000.0,58000000.0,59000000.0,,62000000.0,71000000.0,69000000.0
CashAndCashEquivalentsAtCarryingValue / USD,130.0,515700000.0,620800000.0,620800000.0,601600000.0,601600000.0,743000000.0,743000000.0,743000000.0,743000000.0,850000000.0,850000000.0,850000000.0,850000000.0,775000000.0,775000000.0,775000000.0,775000000.0,689000000.0,689000000.0,689000000.0,689000000.0,588000000.0,588000000.0,989000000.0,588000000.0,588000000.0,827000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,130.0,,,,620800000.0,561500000.0,602000000.0,602000000.0,602000000.0,621000000.0,743000000.0,743000000.0,743000000.0,602000000.0,850000000.0,850000000.0,850000000.0,850000000.0,775000000.0,850000000.0,850000000.0,775000000.0,689000000.0,689000000.0,1410000000.0,689000000.0,689000000.0,588000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,626000000.0,1077000000.0,743000000.0,562000000.0,837000000.0,564000000.0,850000000.0,524000000.0,430000000.0,,457000000.0,850000000.0,432000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,130.0,45800000.0,-266600000.0,-130100000.0,-72100000.0,59300000.0,-122000000.0,72000000.0,-64000000.0,-19000000.0,14000000.0,12000000.0,-53000000.0,141000000.0,-217000000.0,-224000000.0,227000000.0,107000000.0,-213000000.0,-13000000.0,-286000000.0,-75000000.0,-165000000.0,-259000000.0,-207000000.0,-232000000.0,-161000000.0,-156000000.0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,-88000000.0,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,349000000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,,0.42,0.24,0.24,0.455,0.445,0.12,0.235,0.35,0.575,0.115,0.2325,0.35,0.465,0.1175,0.2375,0.3575,0.4675,0.12,0.2425,0.365,0.4775,0.1225,0.2475,,0.3725,0.4875,0.125
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,10000.0,1158100000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,9000000000.0,,9000000000.0,9000000000.0,9000000000.0
CommonStockSharesIssued / shares,13001.0,1157200000.0,1625900000.0,1625900000.0,1625900000.0,1625900000.0,1568500000.0,1568500000.0,1568500000.0,1569000000.0,1538000000.0,1538000000.0,1538000000.0,1538000000.0,1489000000.0,1489000000.0,1489000000.0,1489000000.0,1448000000.0,1448000000.0,1448000000.0,1448000000.0,1445000000.0,1445000000.0,115500000.0,1445000000.0,1445000000.0,2305000000.0
CommonStockValue / USD,130.0,0.0,16300000.0,16300000.0,16300000.0,16300000.0,16000000.0,16000000.0,16000000.0,16000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,1000000.0,14000000.0,14000000.0,23000000.0
ComprehensiveIncomeNetOfTax / USD,,578500000.0,105100000.0,202000000.0,332700000.0,644800000.0,15000000.0,272000000.0,97000000.0,416000000.0,228000000.0,582000000.0,834000000.0,285000000.0,106000000.0,308000000.0,655000000.0,1222000000.0,64000000.0,670000000.0,891000000.0,691000000.0,86000000.0,321000000.0,676000000.0,467000000.0,1066000000.0,205000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,3100000.0,4200000.0,4500000.0,10600000.0,2000000.0,4000000.0,6000000.0,8000000.0,2000000.0,6000000.0,8000000.0,4000000.0,0.0,4000000.0,8000000.0,12000000.0,2000000.0,4000000.0,6000000.0,10000000.0,2000000.0,4000000.0,,6000000.0,10000000.0,2000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,561500000.0,108200000.0,206200000.0,337200000.0,655400000.0,17000000.0,276000000.0,103000000.0,424000000.0,230000000.0,588000000.0,842000000.0,289000000.0,106000000.0,312000000.0,663000000.0,1234000000.0,66000000.0,674000000.0,897000000.0,701000000.0,88000000.0,325000000.0,,473000000.0,1076000000.0,207000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,94000000.0,,,
CostOfGoodsAndServicesSold / USD,,7189200000.0,1868600000.0,3701000000.0,5591100000.0,7462300000.0,2594000000.0,5020000000.0,7509000000.0,7659000000.0,2443000000.0,4895000000.0,7420000000.0,9932000000.0,2770000000.0,5632000000.0,8609000000.0,10129000000.0,3044000000.0,6024000000.0,9018000000.0,11724000000.0,2798000000.0,5428000000.0,8372000000.0,8147000000.0,11969000000.0,2694000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,112000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,76000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,178000000.0,,,,192300000.0,,,,99000000.0,,,,301000000.0,,,,257000000.0,,,,333000000.0,,,208000000.0,,250000000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,8346000000.0,,,
DebtInstrumentFaceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000000.0,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,25600000.0,,,,27000000.0,,,,30000000.0,,,,24000000.0,,,,31000000.0,,,34000000.0,,37000000.0,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,-31000000.0,,,
DeferredFinanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,-49000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,190900000.0,190900000.0,135000000.0,135000000.0,135000000.0,135000000.0,139000000.0,139000000.0,139000000.0,139000000.0,130000000.0,130000000.0,130000000.0,130000000.0,134000000.0,134000000.0,134000000.0,134000000.0,148000000.0,148000000.0,,148000000.0,148000000.0,218000000.0
DeferredIncomeTaxExpenseBenefit / USD,,-29100000.0,7500000.0,1100000.0,-2000000.0,-73500000.0,-37000000.0,-117000000.0,-130000000.0,73000000.0,-3000000.0,5000000.0,-7000000.0,-114000000.0,-11000000.0,-14000000.0,-44000000.0,4000000.0,-16000000.0,-12000000.0,-43000000.0,-33000000.0,-6000000.0,-5000000.0,-106000000.0,-17000000.0,-57000000.0,-2000000.0
DeferredIncomeTaxLiabilities / USD,,271900000.0,,,,1101000000.0,,,,696000000.0,,,,683000000.0,,,,647000000.0,,,,591000000.0,,,968000000.0,,561000000.0,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,1011700000.0,1011700000.0,672000000.0,672000000.0,672000000.0,672000000.0,696000000.0,696000000.0,696000000.0,696000000.0,677000000.0,677000000.0,677000000.0,677000000.0,616000000.0,616000000.0,616000000.0,616000000.0,584000000.0,584000000.0,512000000.0,584000000.0,584000000.0,2482000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,-26000000.0,,,
DeferredTaxAssetInterestCarryforward / USD,,,,,,,,,,,,,,,,,,,,,,,,,129000000.0,,,
DeferredTaxAssetsDerivativeInstruments / USD,,17700000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,
DeferredTaxAssetsGross / USD,,465600000.0,,,,571100000.0,,,,522000000.0,,,,529000000.0,,,,507000000.0,,,,509000000.0,,,603000000.0,,528000000.0,
DeferredTaxAssetsInventory / USD,,5900000.0,,,,6300000.0,,,,23000000.0,,,,22000000.0,,,,15000000.0,,,,20000000.0,,,9000000.0,,15000000.0,
DeferredTaxAssetsNet / USD,,195100000.0,,,,280200000.0,,,,159000000.0,,,,126000000.0,,,,100000000.0,,,,109000000.0,,,509000000.0,,125000000.0,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,246400000.0,,,,275000000.0,,,,253000000.0,,,,293000000.0,,,,325000000.0,,,,332000000.0,,,167000000.0,,345000000.0,
DeferredTaxAssetsOther / USD,,75900000.0,,,,122700000.0,,,,66000000.0,,,,63000000.0,,,,48000000.0,,,,46000000.0,,,10000000.0,,50000000.0,
DeferredTaxAssetsTaxCreditCarryforwards / USD,,48600000.0,,,,49900000.0,,,,49000000.0,,,,40000000.0,,,,39000000.0,,,,37000000.0,,,,,31000000.0,
DeferredTaxAssetsTaxCreditCarryforwardsResearch / USD,,,,,,,,,,,,,,,,,,,,,,,,,13000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation / USD,,66600000.0,,,,103100000.0,,,,126000000.0,,,,101000000.0,,,,62000000.0,,,,70000000.0,,,,,78000000.0,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals / USD,,,,,,,,,,,,,,,,,,,,,,,,,72000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,270500000.0,,,,290900000.0,,,,363000000.0,,,,403000000.0,,,,407000000.0,,,,400000000.0,,,94000000.0,,403000000.0,
DeferredTaxLiabilities / USD,,76800000.0,,,,820800000.0,,,,537000000.0,,,,557000000.0,,,,547000000.0,,,,482000000.0,,,459000000.0,,436000000.0,
DeferredTaxLiabilitiesDerivatives / USD,,0.0,,,,20400000.0,,,,5000000.0,,,,0.0,,,,4000000.0,,,,25000000.0,,,22000000.0,,26000000.0,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,63400000.0,,,,638500000.0,,,,350000000.0,,,,326000000.0,,,,304000000.0,,,,259000000.0,,,377000000.0,,245000000.0,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,148000000.0,,,
DeferredTaxLiabilitiesOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,184300000.0,,,,329200000.0,,,,307000000.0,,,,325000000.0,,,,319000000.0,,,,294000000.0,,,400000000.0,,267000000.0,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,24200000.0,,,,106200000.0,,,,27000000.0,,,,25000000.0,,,,20000000.0,,,,13000000.0,,,,,23000000.0,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries / USD,,106200000.0,,,,26900000.0,,,,25000000.0,,,,20000000.0,,,,13000000.0,,,,23000000.0,,,,,171000000.0,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,201000000.0,224000000.0,224000000.0,224000000.0,224000000.0,217000000.0,217000000.0,,217000000.0,217000000.0,352000000.0
DefinedBenefitPlanAccumulatedBenefitObligation / USD,,1125400000.0,,,,1917000000.0,,,,1979000000.0,,,,1954000000.0,,,,1269000000.0,,,,1186000000.0,,,,,1191000000.0,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax / USD,,164700000.0,,,,130500000.0,,,,203000000.0,,,,231000000.0,,,,165000000.0,,,,50000000.0,,,,,111000000.0,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,-59000000.0,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditAfterTax / USD,,-22600000.0,,,,-19800000.0,,,,-7000000.0,,,,-6000000.0,,,,-20000000.0,,,,-15000000.0,,,,,-17000000.0,
DefinedBenefitPlanActualReturnOnPlanAssets / USD,,-2600000.0,,,,65800000.0,,,,159000000.0,,,,57000000.0,,,,-189000000.0,,,,-100000000.0,,,,,19000000.0,
DefinedBenefitPlanActuarialGainLoss / USD,,-65800000.0,,,,101500000.0,,,,127000000.0,,,,-58000000.0,,,,-341000000.0,,,,-90000000.0,,,,,19000000.0,
DefinedBenefitPlanActuarialGainLossImmediateRecognitionAsComponentInNetPeriodicBenefitCostCredit / USD,,-44700000.0,,,,33100000.0,,,,-68000000.0,,,,-41000000.0,,,,58000000.0,,,,91000000.0,,,,2000000.0,-65000000.0,
DefinedBenefitPlanAdministrationExpenses / USD,,3000000.0,,,,1800000.0,,,,5000000.0,,,,7000000.0,,,,6000000.0,,,,4000000.0,,,,,6000000.0,
DefinedBenefitPlanAmortizationOfGainsLosses / USD,,,-1000000.0,-2000000.0,-3000000.0,,-2000000.0,-3000000.0,-4000000.0,,-2000000.0,-4000000.0,-6000000.0,,-1000000.0,-3000000.0,-4000000.0,,-1000000.0,-1000000.0,-2000000.0,,-1000000.0,-2000000.0,-1000000.0,-3000000.0,,-1000000.0
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit / USD,,-2100000.0,-500000.0,-1000000.0,-1500000.0,-2200000.0,,-1000000.0,-1000000.0,-2000000.0,0.0,0.0,-1000000.0,-2000000.0,-1000000.0,-2000000.0,-3000000.0,-2000000.0,-1000000.0,-2000000.0,-3000000.0,-3000000.0,-1000000.0,-2000000.0,,-3000000.0,-3000000.0,-1000000.0
DefinedBenefitPlanAmortizationOfTransitionAssetObligation / USD,,-12200000.0,,,,-5200000.0,,,,-4000000.0,,,,-6000000.0,,,,-8000000.0,,,,-5000000.0,,,,,-2000000.0,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax / USD,,0.0,,,,0.0,,,,11000000.0,,,,0.0,,,,-16000000.0,,,,1000000.0,,,,,-4000000.0,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,,987200000.0,,,,939300000.0,,,,1631000000.0,,,,1691000000.0,,,,1759000000.0,,,,1195000000.0,,,,,1061000000.0,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate / pure,,0.021,,,,0.023,,,,0.025,,,,0.02,,,,0.021,,,,0.038,,,,,0.043,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease / pure,,0.018,,,,0.019,,,,0.021,,,,0.019,,,,0.017,,,,0.023,,,,,0.019,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate / pure,,0.02,,,,0.021,,,,0.023,,,,0.025,,,,0.02,,,,0.021,,,,,0.038,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets / pure,,0.043,,,,0.041,,,,0.036,,,,0.045,,,,0.035,,,,0.038,,,,,0.044,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease / pure,,0.017,,,,0.018,,,,0.019,,,,0.021,,,,0.019,,,,0.017,,,,,0.023,
DefinedBenefitPlanBenefitObligation / USD,,1291900000.0,,,,1179900000.0,,,,1985000000.0,,,,2051000000.0,,,,2022000000.0,,,,1314000000.0,,,,,1224000000.0,
DefinedBenefitPlanBenefitObligationBenefitsPaid / USD,,37600000.0,,,,37600000.0,,,,77000000.0,,,,79000000.0,,,,70000000.0,,,,62000000.0,,,,,61000000.0,
DefinedBenefitPlanBenefitObligationContributionsByPlanParticipant / USD,,6400000.0,,,,6100000.0,,,,6000000.0,,,,6000000.0,,,,6000000.0,,,,6000000.0,,,,,6000000.0,
DefinedBenefitPlanBenefitObligationIncreaseDecreaseForRemeasurementDueToSettlement / USD,,-42700000.0,,,,26900000.0,,,,42000000.0,,,,40000000.0,,,,244000000.0,,,,27000000.0,,,,,19000000.0,
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets / USD,,0.0,,,,662200000.0,,,,,,,,,,,,,,,,,,,,,0.0,
DefinedBenefitPlanContributionsByEmployer / USD,,36400000.0,,,,35700000.0,,,,34000000.0,,,,41000000.0,,,,35000000.0,,,,26000000.0,,,,,36000000.0,
DefinedBenefitPlanCurtailments / USD,,8200000.0,,,,100000.0,,,,0.0,,,,4000000.0,,,,,,,,0.0,,,,,1000000.0,
DefinedBenefitPlanExpectedAmortizationOfGainLossNextFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter / USD,,471000000.0,,,,477000000.0,,,,488000000.0,,,,408000000.0,,,,308000000.0,,,,394000000.0,,,,,679000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths / USD,,84900000.0,,,,90700000.0,,,,89000000.0,,,,70000000.0,,,,72000000.0,,,,72000000.0,,,,,123000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive / USD,,92100000.0,,,,91400000.0,,,,95000000.0,,,,76000000.0,,,,58000000.0,,,,77000000.0,,,,,133000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour / USD,,89400000.0,,,,92000000.0,,,,94000000.0,,,,76000000.0,,,,56000000.0,,,,77000000.0,,,,,130000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree / USD,,87700000.0,,,,89700000.0,,,,95000000.0,,,,73000000.0,,,,56000000.0,,,,77000000.0,,,,,126000000.0,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo / USD,,91500000.0,,,,88700000.0,,,,112000000.0,,,,75000000.0,,,,320000000.0,,,,75000000.0,,,,,124000000.0,
DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear / USD,,24700000.0,,,,24200000.0,,,,26000000.0,,,,18000000.0,,,,29000000.0,,,,32000000.0,,,,,61000000.0,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,,37700000.0,8400000.0,16600000.0,24900000.0,38400000.0,18000000.0,36000000.0,54000000.0,33000000.0,15000000.0,30000000.0,44000000.0,72000000.0,16000000.0,33000000.0,47000000.0,60000000.0,14000000.0,28000000.0,42000000.0,61000000.0,14000000.0,28000000.0,46000000.0,42000000.0,55000000.0,13000000.0
DefinedBenefitPlanFairValueOfPlanAssets / USD,,939300000.0,,,,1631000000.0,,,,1691000000.0,,,,1759000000.0,,,,1195000000.0,,,,1061000000.0,,,678000000.0,,1033000000.0,
DefinedBenefitPlanFairValueOfPlanAssetsPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,
DefinedBenefitPlanForeignCurrencyExchangeRateChangesBenefitObligation / USD,,-4900000.0,,,,-12200000.0,,,,-18000000.0,,,,102000000.0,,,,-113000000.0,,,,31000000.0,,,,,-4000000.0,
DefinedBenefitPlanFundedStatusOfPlan / USD,,,,,,-354000000.0,,,,-360000000.0,,,,-263000000.0,,,,-119000000.0,,,,-163000000.0,,,,,-194000000.0,
DefinedBenefitPlanInterestCost / USD,,27400000.0,6700000.0,13400000.0,20100000.0,27500000.0,12000000.0,25000000.0,37000000.0,27000000.0,10000000.0,20000000.0,29000000.0,49000000.0,11000000.0,21000000.0,30000000.0,40000000.0,12000000.0,24000000.0,36000000.0,39000000.0,13000000.0,25000000.0,43000000.0,38000000.0,49000000.0,13000000.0
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,80200000.0,2700000.0,5300000.0,8100000.0,7700000.0,2000000.0,3000000.0,5000000.0,13000000.0,3000000.0,6000000.0,9000000.0,10000000.0,1000000.0,4000000.0,5000000.0,15000000.0,2000000.0,4000000.0,6000000.0,12000000.0,4000000.0,7000000.0,2000000.0,10000000.0,11000000.0,4000000.0
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets / USD,,,,,,,,,,1292000000.0,,,,1072000000.0,,,,189000000.0,,,,601000000.0,,,,,580000000.0,
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation / USD,,894600000.0,,,,1658500000.0,,,,1695000000.0,,,,1387000000.0,,,,398000000.0,,,,832000000.0,,,,,808000000.0,
