fact_unit,2009-10-07,2010-01-05,2010-04-02,2010-07-22,2010-10-01,2011-01-03,2011-04-04,2011-07-19,2011-09-30,2011-12-30,2012-03-30,2012-07-20,2012-09-28,2012-12-28,2013-04-03,2013-07-19,2013-10-01,2013-12-31,2014-04-01,2014-07-16,2014-09-29,2014-12-29,2015-03-30,2015-07-17,2015-10-06,2016-01-06,2016-04-07,2016-07-15,2016-10-04,2017-01-04,2017-04-04,2017-07-21,2017-10-03,2018-01-04,2018-04-03,2018-07-20,2018-10-02,2019-01-03,2019-04-02,2019-07-19,2019-10-01,2020-01-02,2020-03-31,2020-07-24,2020-10-06,2021-01-07,2021-04-08,2021-07-23,2021-10-07,2022-01-06,2022-04-07,2022-07-21,2022-10-06,2023-01-05,2023-04-05,2023-07-13,2023-10-05,2024-01-04,2024-04-04,2024-07-11,2024-10-02,2024-12-19,2025-04-03,2025-07-10,2025-10-01
AccountsPayableCurrent / USD,942200000.0,1019500000.0,807800000.0,809100000.0,919100000.0,919100000.0,919100000.0,919100000.0,1083700000.0,1083700000.0,1083700000.0,1083700000.0,1190300000.0,1190300000.0,1190300000.0,1190300000.0,1501600000.0,1501600000.0,1498100000.0,1498100000.0,1349300000.0,1349300000.0,1349300000.0,1349300000.0,1138800000.0,1138800000.0,1138800000.0,1080000000.0,945400000.0,706700000.0,706700000.0,706700000.0,773100000.0,773100000.0,773100000.0,773100000.0,915100000.0,915100000.0,905300000.0,905300000.0,1252100000.0,1252100000.0,1252100000.0,1252100000.0,1525600000.0,1520200000.0,1520200000.0,1507100000.0,1655900000.0,1655900000.0,1655900000.0,1655900000.0,1864600000.0,1864600000.0,1864600000.0,1864600000.0,1529400000.0,1525500000.0,1525500000.0,1525500000.0,1493700000.0,1493700000.0,1493700000.0,1493700000.0,1590100000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,2558200000.0,2589700000.0,2608500000.0,2566800000.0,2777900000.0,2777900000.0,2777900000.0,2750200000.0,3028000000.0,3028000000.0,3028000000.0,3028000000.0,3253800000.0,3253800000.0,3253800000.0,3253800000.0,3358900000.0,3358900000.0,3329300000.0,3329300000.0,3472800000.0,3472800000.0,3472800000.0,3472800000.0,3503300000.0,3503300000.0,3503300000.0,3423600000.0,3498900000.0,2511700000.0,2511700000.0,2501600000.0,2606900000.0,2606900000.0,2515200000.0,2460100000.0,2442100000.0,2442100000.0,2419000000.0,2419000000.0,2595800000.0,2578900000.0,2578900000.0,2578900000.0,2800300000.0,2800400000.0,2800400000.0,2762400000.0,3016200000.0,2992800000.0,2992800000.0,2992800000.0,3139000000.0,3159100000.0,3159100000.0,3159100000.0,3417300000.0,3398400000.0,3398400000.0,3398400000.0,,,,3493300000.0,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,,,,,,165400000.0,,,,-134100000.0,,,,199900000.0,,,,176300000.0,,,,175800000.0,,,,158100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24500000.0,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,,,,,122700000.0,,,,52600000.0,,,,48900000.0,,,,94600000.0,,,,45400000.0,,,,23700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89200000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,261400000.0,165100000.0,162200000.0,-103700000.0,-285300000.0,-285300000.0,-285300000.0,286500000.0,-222700000.0,-222700000.0,-222700000.0,-83900000.0,-299100000.0,-299100000.0,-299100000.0,-153200000.0,-196100000.0,-196100000.0,-196100000.0,-91200000.0,-134300000.0,-134300000.0,-134300000.0,-196100000.0,-329500000.0,-329500000.0,-329500000.0,-134300000.0,-344500000.0,-344500000.0,-344500000.0,-344500000.0,-212900000.0,-212900000.0,-212900000.0,-212900000.0,-110500000.0,-110500000.0,-110500000.0,-110500000.0,-110300000.0,-110300000.0,-110300000.0,-110300000.0,-109600000.0,-109600000.0,-109600000.0,-109600000.0,5800000.0,5800000.0,5800000.0,5800000.0,-11200000.0,-11200000.0,-11200000.0,-11200000.0,-44400000.0,-44400000.0,-44400000.0,-44400000.0,-35500000.0,-35500000.0,-35500000.0,-35500000.0,16300000.0
AdditionalPaidInCapital / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376900000.0,2363200000.0,2363200000.0,2363200000.0,2363200000.0,2347200000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14800000.0,-14800000.0,-14800000.0,,14900000.0,14900000.0,14900000.0,,-16200000.0,-16200000.0,-16200000.0,,800000.0
AllocatedShareBasedCompensationExpense / USD,,,,,12000000.0,26700000.0,42000000.0,,8400000.0,22700000.0,11800000.0,,12300000.0,27800000.0,52800000.0,,13100000.0,27800000.0,52800000.0,,17400000.0,34200000.0,45900000.0,,16800000.0,35000000.0,46400000.0,,22400000.0,37400000.0,60500000.0,,14800000.0,32700000.0,48500000.0,,6400000.0,18700000.0,29800000.0,,12300000.0,35200000.0,16600000.0,,11900000.0,24500000.0,33800000.0,,17400000.0,32000000.0,42400000.0,,2600000.0,14300000.0,26800000.0,,23000000.0,59000000.0,68800000.0,,20600000.0,3500000.0,18700000.0,,20600000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,14400000.0,14400000.0,14200000.0,13800000.0,8500000.0,8500000.0,8500000.0,8500000.0,7800000.0,7800000.0,7800000.0,7800000.0,5900000.0,5900000.0,5900000.0,5900000.0,7600000.0,7600000.0,7600000.0,7600000.0,4000000.0,4000000.0,4000000.0,4000000.0,4100000.0,4100000.0,4100000.0,3800000.0,3700000.0,3200000.0,3200000.0,3200000.0,3100000.0,3100000.0,3100000.0,3100000.0,2000000.0,2000000.0,1700000.0,1700000.0,2200000.0,2200000.0,2200000.0,2200000.0,2600000.0,2600000.0,2600000.0,2600000.0,3200000.0,3200000.0,3200000.0,,3900000.0,3900000.0,3900000.0,3900000.0,3800000.0,2700000.0,2700000.0,2700000.0,3000000.0,3000000.0,3000000.0,3000000.0,3600000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,7800000.0,,,,17800000.0,,,,20800000.0,,,,55700000.0,,,,28900000.0,,,,26300000.0,8400000.0,16500000.0,25100000.0,34600000.0,8600000.0,17300000.0,26200000.0,33600000.0,8300000.0,19100000.0,34000000.0,34900000.0,15000000.0,30000000.0,44900000.0,49100000.0,14900000.0,29900000.0,44800000.0,59800000.0,14900000.0,29700000.0,44500000.0,59700000.0,14800000.0,29500000.0,43300000.0,59300000.0,13500000.0,26800000.0,40200000.0,56800000.0,13400000.0
