fact_unit,2009-08-26,2009-11-04,2010-02-16,2010-05-04,2010-05-05,2010-08-05,2010-11-02,2011-02-18,2011-05-02,2011-05-12,2011-07-28,2011-10-27,2012-02-15,2012-04-25,2012-05-14,2012-07-25,2012-10-24,2013-02-12,2013-04-24,2013-05-28,2013-07-24,2013-10-23,2014-02-13,2014-05-01,2014-08-05,2014-08-07,2014-11-04,2015-02-13,2015-05-06,2015-08-05,2015-11-04,2016-02-23,2016-05-06,2016-08-05,2016-11-04,2017-02-21,2017-05-05,2017-08-04,2017-11-03,2018-02-16,2018-05-04,2018-08-03,2018-11-02,2019-02-15,2019-05-03,2019-08-02,2019-10-31,2020-02-14,2020-05-08,2020-08-07,2020-10-30,2021-02-12,2021-05-06,2021-08-05,2021-11-04,2022-02-16,2022-05-12,2022-08-04,2022-11-03,2023-02-16,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-11-07,2025-02-14,2025-05-01,2025-08-07,2025-10-30
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931000000.0,931000000.0,931000000.0,931000000.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,1046000000.0,1046000000.0,1046000000.0,1012000000.0,933000000.0,933000000.0,933000000.0,,1105000000.0,1105000000.0,1105000000.0,,974000000.0,974000000.0,974000000.0,,1102000000.0,1102000000.0,1102000000.0,,1230000000.0,1230000000.0,1230000000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,1046000000.0,1046000000.0,1046000000.0,1046000000.0,933000000.0,933000000.0,933000000.0,1046000000.0,1105000000.0,1105000000.0,1105000000.0,933000000.0,974000000.0,974000000.0,974000000.0,1105000000.0,1102000000.0,1102000000.0,1102000000.0,974000000.0,1230000000.0,1230000000.0,1230000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1263000000.0,1263000000.0,1263000000.0,1263000000.0,1449000000.0,1449000000.0,1449000000.0,1263000000.0,1554000000.0,1554000000.0,1554000000.0,1449000000.0,1650000000.0,1650000000.0,1650000000.0,1554000000.0,1859000000.0,1859000000.0,1859000000.0,1650000000.0,2037000000.0,2037000000.0,2037000000.0,1859000000.0,2072000000.0,2072000000.0,2072000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162000000.0,162000000.0,162000000.0,162000000.0,214000000.0,214000000.0,214000000.0,214000000.0,274000000.0,274000000.0,274000000.0,214000000.0,283000000.0,283000000.0,283000000.0,274000000.0,306000000.0,306000000.0,306000000.0,283000000.0,363000000.0,363000000.0,363000000.0,306000000.0,424000000.0,424000000.0,424000000.0,363000000.0,496000000.0,496000000.0,496000000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332000000.0,3000000.0,777000000.0,836000000.0,297000000.0,541000000.0,777000000.0,836000000.0,393000000.0,600000000.0,783000000.0,836000000.0,382000000.0,631000000.0,807000000.0,854000000.0,396000000.0,705000000.0,946000000.0,946000000.0,456000000.0,712000000.0,939000000.0,1000000000.0,474000000.0,824000000.0,1100000000.0,1100000000.0,508000000.0,908000000.0,1200000000.0
ContractWithCustomerPerformanceObligationSatisfiedInPreviousPeriod / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,541000000.0,4000000.0,15000000.0,9000000.0,,-4000000.0,-15000000.0,-9000000.0,-34000000.0,-42000000.0,15000000.0,-19000000.0,-34000000.0,-48000000.0,50000000.0,-4000000.0,15000000.0,-15000000.0,53000000.0,17000000.0,22000000.0,23000000.0,4000000.0,-10000000.0,15000000.0,18000000.0,26000000.0,-12000000.0,18000000.0,6000000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369000000.0,3169000000.0,799000000.0,1736000000.0,2697000000.0,3356000000.0,884000000.0,1813000000.0,2800000000.0,3863000000.0,868000000.0,1720000000.0,2679000000.0,3956000000.0,913000000.0,1932000000.0,2994000000.0,3806000000.0,1035000000.0,2186000000.0,3527000000.0,4131000000.0,1125000000.0,2339000000.0,3614000000.0,4883000000.0,1197000000.0,2486000000.0,3843000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,-618000000.0,,-453000000.0,,,66000000.0,,,,,-45000000.0,,,,,2000000.0,,,2000000.0,,5000000.0,,,,29000000.0,,,,14000000.0,,,,71000000.0,,,,20000000.0,,,,43000000.0,,,,16000000.0,,,,94000000.0,,,,117000000.0,,,,134000000.0,,,,240000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,490000000.0,,348000000.0,,,88000000.0,,,,,183000000.0,,,,,30000000.0,,,34000000.0,,91000000.0,,,,234000000.0,,,,67000000.0,,,,30000000.0,,,,31000000.0,,,,75000000.0,,,,88000000.0,,,,93000000.0,,,,98000000.0,,,,98000000.0,,,,159000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,-133000000.0,,-110000000.0,,,160000000.0,,,,,212000000.0,,,,,35000000.0,,,39000000.0,,97000000.0,,,,275000000.0,,,,92000000.0,,,,114000000.0,,,,69000000.0,,,,127000000.0,,,,124000000.0,,,,214000000.0,,,,246000000.0,,,,268000000.0,,,,482000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,-5000000.0,,-5000000.0,,,6000000.0,,,,,74000000.0,,,,,3000000.0,,,3000000.0,,1000000.0,,,,12000000.0,,,,11000000.0,,,,13000000.0,,,,18000000.0,,,,9000000.0,,,,20000000.0,,,,27000000.0,,,,31000000.0,,,,36000000.0,,,,83000000.0,,,
DebtAndEquitySecuritiesRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,21000000.0,21000000.0,21000000.0,0.0,,,,21000000.0,,,
DebtCurrent / USD,92000000.0,92000000.0,92000000.0,536000000.0,92000000.0,536000000.0,536000000.0,536000000.0,605000000.0,536000000.0,605000000.0,605000000.0,605000000.0,405000000.0,405000000.0,405000000.0,405000000.0,405000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,52000000.0,52000000.0,52000000.0,52000000.0,31000000.0,31000000.0,31000000.0,,16000000.0,16000000.0,16000000.0,,12000000.0,12000000.0,12000000.0,,5000000.0,5000000.0,5000000.0,,1000000.0,1000000.0,1000000.0,1000000.0,1313000000.0,1313000000.0,1313000000.0,1313000000.0,322000000.0,322000000.0,
DebtInstrumentCarryingAmount / USD,,,,,,,,3786000000.0,,3679000000.0,,,2633000000.0,1500000000.0,1500000000.0,1900000000.0,1900000000.0,1492000000.0,,,,,1834000000.0,,,1834000000.0,,2440000000.0,,,,3407000000.0,,,,4355000000.0,,,,4401000000.0,,,,4476000000.0,,5324000000.0,5324000000.0,5324000000.0,5132000000.0,,5132000000.0,5132000000.0,,5177000000.0,5177000000.0,5177000000.0,,5695000000.0,5695000000.0,5695000000.0,,,,6015000000.0,6019000000.0,6019000000.0,6019000000.0,6019000000.0,,5998000000.0,5998000000.0
DebtSecuritiesAvailableForSaleAllowanceForCreditLossWriteoff / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,0.0,,,,1000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,1751000000.0,,2559000000.0,,,-49000000.0,,,,,373000000.0,,,,,-118000000.0,,,-184000000.0,,192000000.0,,,,-368000000.0,,,,-503000000.0,,,,154000000.0,,,,180000000.0,,,,1078000000.0,,,,39000000.0,,,,-61000000.0,,,,-21000000.0,,,,-2000000.0,,,,-179000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,27000000.0,,42000000.0,,,103000000.0,,,,,-54000000.0,,,,,111000000.0,,,86000000.0,,-29000000.0,,,,35000000.0,,,,-11000000.0,,,,-13000000.0,,,,36000000.0,,,,-8000000.0,,,,-18000000.0,,,,-22000000.0,,,,8000000.0,,,,22000000.0,,,,-118000000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278000000.0,,2219000000.0,2219000000.0,2219000000.0,1023000000.0,1023000000.0,1023000000.0,1023000000.0,985000000.0,985000000.0,985000000.0,985000000.0,943000000.0,943000000.0,943000000.0,943000000.0,966000000.0,966000000.0,966000000.0,966000000.0,916000000.0,916000000.0,916000000.0,916000000.0,1036000000.0,1036000000.0,1036000000.0,1036000000.0,1062000000.0,1062000000.0,1062000000.0,1062000000.0,1280000000.0,1280000000.0,1280000000.0
DeferredIncomeTaxExpenseBenefit / USD,-470000000.0,-497000000.0,-747000000.0,-197000000.0,-747000000.0,-35000000.0,-114000000.0,1717000000.0,,2591000000.0,,,28000000.0,,,244000000.0,244000000.0,191000000.0,25000000.0,25000000.0,25000000.0,25000000.0,-38000000.0,25000000.0,-25000000.0,-134000000.0,-25000000.0,114000000.0,22000000.0,6000000.0,69000000.0,-334000000.0,23000000.0,55000000.0,127000000.0,-557000000.0,35000000.0,71000000.0,143000000.0,160000000.0,23000000.0,63000000.0,99000000.0,213000000.0,7000000.0,31000000.0,19000000.0,1100000000.0,-6000000.0,17000000.0,41000000.0,9000000.0,4000000.0,1000000.0,24000000.0,-84000000.0,1000000.0,-23000000.0,2000000.0,-25000000.0,-179000000.0,-121000000.0,-212000000.0,34000000.0,-18000000.0,-120000000.0,-2000000.0,-334000000.0,-181000000.0,-170000000.0,-155000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854000000.0,,,,926000000.0,,,,1000000000.0,,,,1000000000.0,,,,1000000000.0,,,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12000000.0,121000000.0,121000000.0,121000000.0,121000000.0,115000000.0,115000000.0,115000000.0,115000000.0,201000000.0,201000000.0,201000000.0,201000000.0,184000000.0,184000000.0,184000000.0,184000000.0,180000000.0,180000000.0,180000000.0,180000000.0,183000000.0,183000000.0,183000000.0,183000000.0,73000000.0,73000000.0,73000000.0,73000000.0,55000000.0,55000000.0,55000000.0,55000000.0,87000000.0,87000000.0,87000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,-61000000.0,,-10000000.0,,,-26000000.0,,,,,-128000000.0,,,,,-31000000.0,,,-36000000.0,,-49000000.0,,,,-1000000.0,,,,-43000000.0,,,,19000000.0,,,,-3000000.0,,,,30000000.0,,,,-12000000.0,,,,-1000000.0,,,,-12000000.0,,,,14000000.0,,,,-37000000.0,,,
DeferredTaxAssetsDeferredIncome / USD,,,,,,,,199000000.0,,166000000.0,,,242000000.0,,,,,218000000.0,,,,,310000000.0,,,197000000.0,,159000000.0,,,,136000000.0,,,,146000000.0,,,,122000000.0,,,,142000000.0,,,,147000000.0,,,,165000000.0,,,,203000000.0,,,,213000000.0,,,,382000000.0,,,,406000000.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,8900000000.0,,8300000000.0,,,5700000000.0,,,,,5100000000.0,,,,,4700000000.0,,,4300000000.0,,3700000000.0,,,,3600000000.0,,,,3500000000.0,,,,3100000000.0,,,,2100000000.0,,,,2000000000.0,,,,2000000000.0,,,,2100000000.0,,,,2000000000.0,,,,2200000000.0,,,,2100000000.0,,,
DeferredTaxAssetsInventory / USD,,,,,,,,312000000.0,,117000000.0,,,114000000.0,,,,,38000000.0,,,,,1000000.0,,,4000000.0,,46000000.0,,,,34000000.0,,,,30000000.0,,,,29000000.0,,,,46000000.0,,,,28000000.0,,,,45000000.0,,,,22000000.0,,,,29000000.0,,,,38000000.0,,,,30000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,3333000000.0,,3281000000.0,,,2789000000.0,,,,,2983000000.0,,,,,3020000000.0,,,2787000000.0,,2441000000.0,,,,2582000000.0,,,,2278000000.0,,,,2098000000.0,,,,908000000.0,,,,784000000.0,,,,759000000.0,,,,786000000.0,,,,733000000.0,,,,964000000.0,,,,1005000000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,,6000000000.0,,6400000000.0,,,5200000000.0,,,,,4700000000.0,,,,,4400000000.0,,,4100000000.0,,3500000000.0,,,,3400000000.0,,,,3400000000.0,,,,3000000000.0,,,,1500000000.0,,,,1600000000.0,,,,1600000000.0,,,,1700000000.0,,,,1800000000.0,,,,2000000000.0,,,,2000000000.0,,,
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,,,,,3240000000.0,,2881000000.0,,,1617000000.0,,,,,1438000000.0,,,,,1155000000.0,,,1087000000.0,,1294000000.0,,,,1246000000.0,,,,1028000000.0,,,,927000000.0,,,,778000000.0,,,,613000000.0,,,,471000000.0,,,,449000000.0,,,,410000000.0,,,,298000000.0,,,,115000000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,3000000.0,,,,3000000.0,,,,1000000.0,,,,4000000.0,,,,10000000.0,,,
DeferredTaxAssetsPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,144000000.0,,,,379000000.0,,,,357000000.0,,,,169000000.0,,,,18000000.0,,,,,,,,,,,,,,,,95000000.0,,,,95000000.0,,,,146000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits / USD,,,,,,,,1388000000.0,,1336000000.0,,,1083000000.0,,,,,1279000000.0,,,,,1544000000.0,,,1532000000.0,,814000000.0,,,,799000000.0,,,,612000000.0,,,,693000000.0,,,,374000000.0,,,,402000000.0,,,,392000000.0,,,,372000000.0,,,,321000000.0,,,,290000000.0,,,,270000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,,,,,,,358000000.0,,247000000.0,,,231000000.0,,,,,254000000.0,,,,,134000000.0,,,124000000.0,,129000000.0,,,,148000000.0,,,,136000000.0,,,,136000000.0,,,,74000000.0,,,,84000000.0,,,,65000000.0,,,,67000000.0,,,,86000000.0,,,,67000000.0,,,,77000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves / USD,,,,,,,,210000000.0,,85000000.0,,,56000000.0,,,,,44000000.0,,,,,45000000.0,,,27000000.0,,19000000.0,,,,19000000.0,,,,20000000.0,,,,21000000.0,,,,21000000.0,,,,19000000.0,,,,33000000.0,,,,24000000.0,,,,27000000.0,,,,22000000.0,,,,22000000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges / USD,,,,,,,136000000.0,53000000.0,,30000000.0,,,24000000.0,,,,,13000000.0,,,,,12000000.0,,,12000000.0,,39000000.0,,,,22000000.0,,,,20000000.0,,,,36000000.0,,,,16000000.0,,,,10000000.0,,,,10000000.0,,,,16000000.0,,,,8000000.0,,,,7000000.0,,,,9000000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,2907000000.0,244000000.0,1893000000.0,244000000.0,244000000.0,502000000.0,244000000.0,244000000.0,,,366000000.0,,,,,308000000.0,256000000.0,200000000.0,260000000.0,200000000.0,200000000.0,,,,226000000.0,,,,129000000.0,,,,118000000.0,,,,604000000.0,,,,604000000.0,,,,349000000.0,,,,341000000.0,,,,275000000.0,,,,221000000.0,,,,63000000.0,,,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,125000000.0,,,,103000000.0,,,,95000000.0,,,,116000000.0,,,,120000000.0,,,
DeferredTaxLiabilitiesUndistributedForeignEarnings / USD,,,,,,,,,,,,,,,,,,,,,,,150000000.0,,,141000000.0,,6000000.0,,,,18000000.0,,,,19000000.0,,,,27000000.0,,,,26000000.0,,,,26000000.0,,,,27000000.0,,,,33000000.0,,,,36000000.0,,,,38000000.0,,,,28000000.0,,,
DefinedBenefitPensionPlanLiabilitiesNoncurrent / USD,,,,,,2450000000.0,2450000000.0,2450000000.0,2113000000.0,2386000000.0,2113000000.0,2113000000.0,2113000000.0,2675000000.0,2675000000.0,2675000000.0,2675000000.0,2675000000.0,3389000000.0,3389000000.0,3389000000.0,3389000000.0,3389000000.0,1759000000.0,1751000000.0,3379000000.0,1751000000.0,1751000000.0,1611000000.0,1611000000.0,1611000000.0,1611000000.0,1512000000.0,1512000000.0,1512000000.0,1512000000.0,1799000000.0,1799000000.0,1799000000.0,1799000000.0,2019000000.0,2019000000.0,2019000000.0,2019000000.0,1557000000.0,1557000000.0,1557000000.0,1557000000.0,1524000000.0,1524000000.0,1524000000.0,1524000000.0,1578000000.0,1578000000.0,1578000000.0,1578000000.0,1390000000.0,1390000000.0,1390000000.0,1390000000.0,1004000000.0,1004000000.0,1004000000.0,1004000000.0,939000000.0,939000000.0,939000000.0,939000000.0,768000000.0,768000000.0,768000000.0
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128000000.0,128000000.0,128000000.0,128000000.0,102000000.0,102000000.0,102000000.0,102000000.0,133000000.0,133000000.0,133000000.0,133000000.0,135000000.0,135000000.0,135000000.0,135000000.0,223000000.0,223000000.0,223000000.0,223000000.0,283000000.0,283000000.0,283000000.0,283000000.0,365000000.0,365000000.0,365000000.0,365000000.0,164000000.0,164000000.0,164000000.0,164000000.0,98000000.0,98000000.0,98000000.0,98000000.0,162000000.0,162000000.0,162000000.0
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,,,26000000.0,,,,28000000.0,,,,31000000.0,,,,32000000.0,,,,15000000.0,,,,36000000.0,,,,43000000.0,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
Depreciation / USD,,,,,,240000000.0,279000000.0,392000000.0,36000000.0,176000000.0,71000000.0,105000000.0,170000000.0,40000000.0,40000000.0,81000000.0,123000000.0,150000000.0,46000000.0,46000000.0,94000000.0,133000000.0,165000000.0,45000000.0,75000000.0,128000000.0,115000000.0,150000000.0,39000000.0,84000000.0,128000000.0,157000000.0,39000000.0,77000000.0,107000000.0,169000000.0,49000000.0,92000000.0,137000000.0,142000000.0,44000000.0,93000000.0,142000000.0,182000000.0,41000000.0,84000000.0,127000000.0,192000000.0,45000000.0,89000000.0,136000000.0,172000000.0,46000000.0,93000000.0,142000000.0,186000000.0,52000000.0,104000000.0,153000000.0,194000000.0,45000000.0,92000000.0,137000000.0,202000000.0,43000000.0,87000000.0,134000000.0,183000000.0,44000000.0,90000000.0,136000000.0
DepreciationDepletionAndAmortization / USD,416000000.0,624000000.0,903000000.0,190000000.0,903000000.0,382000000.0,487000000.0,686000000.0,87000000.0,403000000.0,172000000.0,257000000.0,388000000.0,91000000.0,91000000.0,181000000.0,273000000.0,353000000.0,53000000.0,53000000.0,106000000.0,151000000.0,366000000.0,52000000.0,76000000.0,133000000.0,116000000.0,151000000.0,40000000.0,86000000.0,131000000.0,158000000.0,41000000.0,81000000.0,113000000.0,173000000.0,62000000.0,144000000.0,220000000.0,150000000.0,80000000.0,166000000.0,254000000.0,295000000.0,82000000.0,178000000.0,267000000.0,343000000.0,95000000.0,191000000.0,290000000.0,360000000.0,99000000.0,197000000.0,300000000.0,394000000.0,110000000.0,220000000.0,325000000.0,409000000.0,111000000.0,223000000.0,331000000.0,438000000.0,98000000.0,185000000.0,271000000.0,440000000.0,83000000.0,166000000.0,250000000.0
DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,40000000.0,40000000.0,40000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17000000.0,17000000.0,17000000.0,17000000.0,,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets / USD,,,,,,,794000000.0,794000000.0,1492000000.0,1880000000.0,1492000000.0,1492000000.0,1492000000.0,,,,,,,,,,,,,136000000.0,,134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24000000.0,24000000.0,24000000.0,24000000.0,,,
DividendsPayableAmountPerShare / USD/shares,,,,,,,,1.4,,1.4,0.22,0.22,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,
DividendsPayableCurrent / USD,,,,,,,,,,,,72000000.0,,,,,,,,,,,,,,,,,,,,75000000.0,,,,71000000.0,,,,77000000.0,,,,84000000.0,,,,93000000.0,,,,110000000.0,,,,120000000.0,,,,134000000.0,,,,148000000.0,,,,163000000.0,,,
DividendsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,0.0,70000000.0,70000000.0,70000000.0,70000000.0,70000000.0,72000000.0,72000000.0,72000000.0,72000000.0,72000000.0,79000000.0,79000000.0,72000000.0,79000000.0,79000000.0,75000000.0,75000000.0,75000000.0,,71000000.0,71000000.0,71000000.0,,77000000.0,77000000.0,77000000.0,,84000000.0,84000000.0,84000000.0,,93000000.0,93000000.0,93000000.0,,110000000.0,110000000.0,110000000.0,,120000000.0,120000000.0,120000000.0,,134000000.0,134000000.0,134000000.0,,148000000.0,148000000.0,148000000.0,,163000000.0,163000000.0,163000000.0,,182000000.0,182000000.0,182000000.0
EarningsPerShareBasic / USD/shares,-0.08,-0.26,-0.02,-0.1,-0.02,-0.09,-0.08,-13.11,0.21,-13.11,0.7,1.03,-0.16,1.47,1.47,2.49,2.89,1.9,0.5,0.5,1.12,1.84,3.47,0.7,1.66,3.47,2.82,3.02,0.5,3.75,4.37,4.13,0.34,1.03,1.6,5.29,0.1,0.72,1.85,3.06,0.47,1.27,2.57,3.3,0.73,1.83,3.36,-0.95,0.92,2.18,3.78,5.95,1.15,1.95,3.16,5.21,1.44,3.17,4.98,5.58,1.59,2.95,4.62,7.36,1.66,3.88,6.66,8.14,-0.23,2.43,5.79
EarningsPerShareDiluted / USD/shares,-0.08,-0.26,-0.02,-0.1,-0.02,-0.09,-0.08,-13.11,0.21,-13.11,0.69,1.01,-0.15,1.44,1.44,2.44,2.84,1.87,0.49,0.49,1.1,1.81,3.41,0.68,1.62,3.41,2.77,2.96,0.49,3.7,4.32,4.06,0.34,1.01,1.58,5.29,0.1,0.71,1.82,3.02,0.45,1.23,2.48,3.24,0.69,1.73,3.17,-0.95,0.86,2.04,3.56,5.62,1.12,1.9,3.08,4.95,1.41,3.1,4.87,5.45,1.54,2.88,4.5,7.17,1.61,3.76,6.46,7.93,-0.23,2.37,5.66
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71000000.0,30000000.0,-18000000.0,-18000000.0,62000000.0,22000000.0,6000000.0,-14000000.0,-40000000.0,-50000000.0,-19000000.0,-2000000.0,-1000000.0,4000000.0,-7000000.0,-31000000.0,43000000.0,-14000000.0,-82000000.0,-163000000.0,-46000000.0,21000000.0,40000000.0,1000000.0,-79000000.0,-16000000.0,-25000000.0,12000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.12,0.32,-0.067,0.31,0.3,0.32,0.401,0.23,0.34,0.34,0.299,0.35,0.35,0.31,0.334,0.16,0.19,0.14,1.14,0.18,0.22,0.22,0.12,0.12,0.17,0.17,0.13,0.15,0.14,0.18,0.188,-0.22,0.04,0.09,0.195,0.22,0.23,0.22,0.098,0.58,0.17,0.18
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,,,,,0.35,,0.35,,,0.35,,,,,0.35,,,,,0.35,,,0.35,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.21,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,,,,-0.047,,,,-0.01,,,,-0.008,,,,-0.007,,,,-0.013,,,,-0.079,,,,0.003,,,,-0.022,,,,-0.034,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,0.023,,,,-0.05,,,,-0.03,,,,-0.026,,,,0.006,,,,0.004,,,,0.005,,,,0.005,,,,0.001,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,,,,-0.007,,,,0.016,,,,0.004,,,,0.007,,,,0.007,,,,-0.003,,,,0.004,,,,0.002,,,,0.009,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14000000.0,,,,-30000000.0,,,,-27000000.0,,,,-48000000.0,,,,-32000000.0,,,,-68000000.0,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,,,,-0.027,,,,-0.027,,,,-0.041,,,,-0.021,,,,-0.045,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,0.026,,,,0.026,,,,0.031,,,,0.036,,,,0.01,,,,0.032,,,,0.033,,,,0.035,,,,0.05,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,-0.005,,,,0.005,,,,0.01,,,,0.004,,,,0.008,,,,0.01,,,,0.024,,,,0.013,,,,0.011,,,
