fact_unit,2018-03-06,2018-07-26,2019-03-05,2019-07-25,2020-03-03,2020-07-31,2021-02-16,2021-07-30,2022-02-22,2022-07-29,2023-02-21,2023-07-28,2024-02-20,2024-07-25,2025-02-18,2025-07-29
IncreaseDecreaseThroughOtherChangesLiabilitiesArisingFromFinancingActivities / USD,,,,,2000000.0,,2000000.0,,-2000000.0,,38000000.0,,68000000.0,,6000000.0,
IncreaseDecreaseThroughSharebasedPaymentTransactions / USD,211000000.0,109000000.0,241000000.0,105000000.0,220000000.0,102000000.0,219000000.0,118000000.0,259000000.0,160000000.0,277000000.0,346000000.0,615000000.0,274000000.0,619000000.0,307000000.0
IncreaseDecreaseThroughTreasuryShareTransactions / USD,,,,,,,,,,,,,,,-68000000.0,45000000.0
IncreaseThroughAdjustmentsArisingFromPassageOfTimeContingentLiabilitiesRecognisedInBusinessCombination / USD,,,,,,,,,356000000.0,112000000.0,278000000.0,85000000.0,226000000.0,66000000.0,168000000.0,57000000.0
IncreaseThroughNewLeasesLiabilitiesArisingFromFinancingActivities / USD,,,,,173000000.0,,173000000.0,,173000000.0,,174000000.0,,503000000.0,,253000000.0,
IntangibleAssetsOtherThanGoodwill / USD,22646000000.0,27465000000.0,27586000000.0,24887000000.0,26188000000.0,22257000000.0,21959000000.0,19728000000.0,20833000000.0,20006000000.0,20947000000.0,39900000000.0,42492000000.0,38326000000.0,39307000000.0,39426000000.0
InterestCostsCapitalised / USD,,,,,,,,,,,0.0,,0.0,,0.0,
InterestExpenseDefinedBenefitPlans / USD,,,,,,,,,,,,,,,338000000.0,
InterestExpenseIncomeDefinedBenefitPlans / USD,,,,,,,,,53000000.0,,37000000.0,,26000000.0,,29000000.0,
InterestExpenseOnBorrowings / USD,,,,,,,,,,,736000000.0,,774000000.0,,889000000.0,
InterestExpenseOnLeaseLiabilities / USD,,,,,22000000.0,,22000000.0,,22000000.0,,21000000.0,,22000000.0,,24000000.0,
InterestIncomeDefinedBenefitPlans / USD,,,,,,,,,,,,,,,300000000.0,
InterestPaidClassifiedAsOperatingActivities / USD,496000000.0,334000000.0,677000000.0,296000000.0,698000000.0,378000000.0,676000000.0,338000000.0,774000000.0,323000000.0,733000000.0,386000000.0,721000000.0,483000000.0,849000000.0,583000000.0
InterestReceivedClassifiedAsInvestingActivities / USD,123000000.0,75000000.0,140000000.0,121000000.0,164000000.0,72000000.0,193000000.0,37000000.0,124000000.0,27000000.0,47000000.0,10000000.0,34000000.0,134000000.0,60000000.0,206000000.0
Inventories / USD,2143000000.0,2901000000.0,2334000000.0,3118000000.0,3035000000.0,3197000000.0,2890000000.0,3562000000.0,3193000000.0,4762000000.0,4024000000.0,6220000000.0,8983000000.0,5051000000.0,4699000000.0,5667000000.0
InventoryWritedown2011 / USD,112000000.0,,198000000.0,,109000000.0,,208000000.0,,231000000.0,,149000000.0,,552000000.0,,479000000.0,
InvestmentAccountedForUsingEquityMethod / USD,,,85000000.0,157000000.0,99000000.0,73000000.0,103000000.0,41000000.0,89000000.0,48000000.0,58000000.0,56000000.0,39000000.0,72000000.0,69000000.0,264000000.0
IssueOfEquity / USD,43000000.0,23000000.0,47000000.0,16000000.0,43000000.0,3495000000.0,34000000.0,9000000.0,3525000000.0,9000000.0,30000000.0,8000000.0,27214000000.0,8000000.0,29000000.0,11000000.0
IssuedCapital / USD,316000000.0,316000000.0,316000000.0,317000000.0,317000000.0,328000000.0,317000000.0,328000000.0,328000000.0,328000000.0,328000000.0,387000000.0,387000000.0,387000000.0,387000000.0,388000000.0
KeyManagementPersonnelCompensation / USD,49786000.0,,46509000.0,,47195000.0,,58515000.0,,52305000.0,,58394000.0,,79597000.0,,96317000.0,
KeyManagementPersonnelCompensationPostemploymentBenefits / USD,2636000.0,,2407000.0,,2469000.0,,2387000.0,,1766000.0,,1602000.0,,1378000.0,,1388000.0,
KeyManagementPersonnelCompensationSharebasedPayment / USD,17885000.0,,20377000.0,,16452000.0,,23605000.0,,19210000.0,,27666000.0,,45234000.0,,56297000.0,
KeyManagementPersonnelCompensationShorttermEmployeeBenefits / USD,29265000.0,,23725000.0,,28274000.0,,32523000.0,,31329000.0,,29126000.0,,32985000.0,,38632000.0,
LeaseLiabilities / USD,,,,,675000000.0,,720000000.0,,675000000.0,,681000000.0,,987000000.0,,953000000.0,
Liabilities / USD,41547000000.0,49707000000.0,45857000000.0,47072000000.0,46712000000.0,46818000000.0,46607000000.0,46271000000.0,46781000000.0,57948000000.0,51091000000.0,60628000000.0,66076000000.0,59127000000.0,59425000000.0,64742000000.0
LiabilitiesArisingFromFinancingActivities / USD,16808000000.0,,17807000000.0,,17807000000.0,,17807000000.0,,19113000000.0,,18227000000.0,,20380000000.0,,30781000000.0,
LongtermBorrowings / USD,14137000000.0,16792000000.0,14501000000.0,15452000000.0,15560000000.0,17355000000.0,17359000000.0,15150000000.0,15730000000.0,24109000000.0,17505000000.0,26461000000.0,28134000000.0,24329000000.0,22965000000.0,27225000000.0
LossesOnChangeInFairValueOfDerivatives / USD,17000000.0,,17000000.0,,2000000.0,,2000000.0,,,,4000000.0,,4000000.0,,3000000.0,
MergerReserve / USD,448000000.0,,448000000.0,,448000000.0,,448000000.0,,448000000.0,,448000000.0,,448000000.0,,448000000.0,
NetAssetsLiabilities / USD,18509000000.0,15412000000.0,16669000000.0,14272000000.0,16642000000.0,15071000000.0,14044000000.0,13658000000.0,14596000000.0,15693000000.0,15638000000.0,35951000000.0,39287000000.0,37416000000.0,37058000000.0,39598000000.0
NetDebt / USD,,,,,,,,,,24322000000.0,,22923000000.0,22923000000.0,22510000000.0,22510000000.0,24570000000.0
NetDeferredTaxAssets / USD,,,,,,,4895000000.0,,4792000000.0,,6019000000.0,,7266000000.0,,6711000000.0,
NetDeferredTaxLiabilities / USD,,,,,,,5802000000.0,,4564000000.0,,5499000000.0,,9142000000.0,,6392000000.0,
NetFinancialAssetsSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,,,,,,,,,,,,,,,72000000.0,
NetFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements / USD,,,,,,,,,,,,,,,95000000.0,
NetForeignExchangeLoss / USD,36000000.0,,148000000.0,,148000000.0,,51000000.0,,30000000.0,,34000000.0,,20000000.0,,16000000.0,
NewLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination / USD,,,,,,,,,,,,,60000000.0,,60000000.0,
NoncontrollingInterests / USD,19000000.0,1759000000.0,1815000000.0,1627000000.0,1682000000.0,1523000000.0,1576000000.0,1421000000.0,1469000000.0,17000000.0,16000000.0,19000000.0,19000000.0,24000000.0,21000000.0,86000000.0
NoncurrentAccruedIncomeOtherThanNoncurrentContractAssets / USD,,,,,,,,,10000000.0,,56000000.0,,61000000.0,,44000000.0,
NoncurrentAssets / USD,44049000000.0,50821000000.0,49264000000.0,48895000000.0,50204000000.0,46670000000.0,45060000000.0,44999000000.0,45814000000.0,46367000000.0,47185000000.0,75662000000.0,79119000000.0,73704000000.0,73890000000.0,78947000000.0
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners / USD,,,0.0,982000000.0,0.0,70000000.0,982000000.0,,70000000.0,368000000.0,0.0,150000000.0,368000000.0,,150000000.0,
NoncurrentAssetsOtherThanFinancialInstrumentsDeferredTaxAssetsPostemploymentBenefitAssetsAndRightsArisingUnderInsuranceContracts / USD,42309000000.0,,47819000000.0,,47511000000.0,,42524000000.0,,43035000000.0,,43576000000.0,,73007000000.0,,68863000000.0,
NoncurrentContractLiabilities / USD,,,78000000.0,,78000000.0,,78000000.0,,50000000.0,,38000000.0,,26000000.0,,14000000.0,
NoncurrentDerivativeFinancialAssets / USD,446000000.0,336000000.0,343000000.0,459000000.0,504000000.0,124000000.0,157000000.0,122000000.0,61000000.0,124000000.0,171000000.0,113000000.0,102000000.0,163000000.0,74000000.0,217000000.0
NoncurrentDerivativeFinancialLiabilities / USD,1000000.0,3000000.0,117000000.0,4000000.0,4000000.0,2000000.0,4000000.0,121000000.0,18000000.0,3000000.0,2000000.0,180000000.0,45000000.0,68000000.0,164000000.0,61000000.0
NoncurrentInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod / USD,458000000.0,989000000.0,727000000.0,1089000000.0,933000000.0,1362000000.0,833000000.0,1577000000.0,1401000000.0,1072000000.0,1108000000.0,1124000000.0,1168000000.0,1071000000.0,1066000000.0,1607000000.0
NoncurrentLeaseLiabilities / USD,,,,514000000.0,487000000.0,514000000.0,487000000.0,465000000.0,487000000.0,492000000.0,489000000.0,685000000.0,754000000.0,722000000.0,725000000.0,949000000.0
NoncurrentLiabilities / USD,26678000000.0,34050000000.0,30601000000.0,29871000000.0,30329000000.0,30784000000.0,30315000000.0,28088000000.0,28664000000.0,35726000000.0,30784000000.0,38813000000.0,43482000000.0,32752000000.0,33132000000.0,36176000000.0
NoncurrentPayables / USD,7457000000.0,9371000000.0,9488000000.0,8075000000.0,7840000000.0,6973000000.0,6770000000.0,6144000000.0,6291000000.0,5192000000.0,6084000000.0,4010000000.0,4933000000.0,2398000000.0,4270000000.0,2208000000.0
NoncurrentPortionOfNoncurrentSecuredBankLoansReceived / USD,,,,,,,,,,,,,,,181000000.0,
NoncurrentPrepayments / USD,,,,,702000000.0,,461000000.0,,392000000.0,,395000000.0,,391000000.0,,243000000.0,
NoncurrentProvisions / USD,444000000.0,406000000.0,353000000.0,391000000.0,347000000.0,376000000.0,385000000.0,835000000.0,841000000.0,620000000.0,584000000.0,892000000.0,956000000.0,1357000000.0,896000000.0,1074000000.0
NoncurrentRecognisedAssetsDefinedBenefitPlan / USD,,,,,,,,,,,,,,,90000000.0,
NoncurrentRecognisedLiabilitiesDefinedBenefitPlan / USD,1974000000.0,2534000000.0,2186000000.0,2209000000.0,2583000000.0,2632000000.0,2511000000.0,2847000000.0,2807000000.0,2383000000.0,3202000000.0,1310000000.0,2454000000.0,1078000000.0,1168000000.0,1326000000.0
NumberOfEmployees / employee,61500.0,,59700.0,,61100.0,,64600.0,,70600.0,,76100.0,,83100.0,,83500.0,
OtherAdjustmentsForNoncashItems / USD,-350000000.0,-468000000.0,-492000000.0,-310000000.0,-524000000.0,-177000000.0,-290000000.0,-511000000.0,378000000.0,-363000000.0,-276000000.0,-814000000.0,95000000.0,-594000000.0,-692000000.0,-550000000.0
OtherCashPaymentsToAcquireInterestsInJointVenturesClassifiedAsInvestingActivities / USD,45000000.0,6000000.0,41000000.0,151000000.0,76000000.0,,187000000.0,,74000000.0,,8000000.0,5000000.0,92000000.0,,26000000.0,
OtherComprehensiveIncome / USD,-338000000.0,289000000.0,-1778000000.0,-420000000.0,639000000.0,-573000000.0,-1059000000.0,241000000.0,-611000000.0,585000000.0,1608000000.0,-715000000.0,-145000000.0,31000000.0,-878000000.0,-414000000.0
OtherComprehensiveIncomeBeforeTaxChangeInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiability / USD,-9000000.0,-2000000.0,-9000000.0,-2000000.0,-9000000.0,-2000000.0,8000000.0,6000000.0,-5000000.0,2000000.0,-1000000.0,2000000.0,2000000.0,4000000.0,2000000.0,12000000.0
OtherComprehensiveIncomeBeforeTaxExchangeDifferencesOnTranslation / USD,,,,,,,,,,,443000000.0,,-483000000.0,105000000.0,-1446000000.0,-554000000.0
OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments / USD,,156000000.0,-171000000.0,156000000.0,-171000000.0,-54000000.0,-171000000.0,1069000000.0,-28000000.0,-27000000.0,938000000.0,-12000000.0,-187000000.0,-48000000.0,-88000000.0,89000000.0
OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans / USD,652000000.0,-271000000.0,-575000000.0,187000000.0,-242000000.0,-247000000.0,-46000000.0,-205000000.0,-364000000.0,692000000.0,-168000000.0,1031000000.0,626000000.0,7000000.0,1118000000.0,101000000.0
OtherComprehensiveIncomeBeforeTaxHedgesOfNetInvestmentsInForeignOperations / USD,,,,,,,,,35000000.0,,8000000.0,,34000000.0,40000000.0,-8000000.0,45000000.0
OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax / USD,-791000000.0,489000000.0,-1339000000.0,-694000000.0,874000000.0,-287000000.0,-906000000.0,-550000000.0,-235000000.0,-134000000.0,920000000.0,-1461000000.0,-689000000.0,73000000.0,-1694000000.0,-589000000.0
OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax / USD,453000000.0,-200000000.0,-439000000.0,274000000.0,-235000000.0,-286000000.0,-153000000.0,791000000.0,-376000000.0,719000000.0,688000000.0,746000000.0,544000000.0,-42000000.0,816000000.0,175000000.0
OtherCurrentPayables / USD,1301000000.0,,1028000000.0,,1048000000.0,,971000000.0,,1793000000.0,,1141000000.0,,806000000.0,,1170000000.0,
OtherCurrentReceivables / USD,,,,,,,,,,,1278000000.0,,1808000000.0,,1659000000.0,
OtherEmployeeExpense / USD,474000000.0,,610000000.0,,534000000.0,,505000000.0,,771000000.0,,813000000.0,,1192000000.0,,1338000000.0,
OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities / USD,-630000000.0,541000000.0,-303000000.0,1913000000.0,336000000.0,-64000000.0,-98000000.0,1353000000.0,-516000000.0,,288000000.0,,-276000000.0,,,
OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities / USD,283000000.0,-112000000.0,-166000000.0,-171000000.0,-345000000.0,21000000.0,405000000.0,463000000.0,194000000.0,135000000.0,745000000.0,9000000.0,96000000.0,90000000.0,-114000000.0,42000000.0
OtherNoncurrentPayables / USD,1186000000.0,,2365000000.0,,895000000.0,,608000000.0,,819000000.0,,1017000000.0,,1328000000.0,,1975000000.0,
OtherNoncurrentReceivables / USD,907000000.0,967000000.0,901000000.0,738000000.0,847000000.0,454000000.0,515000000.0,644000000.0,740000000.0,565000000.0,720000000.0,881000000.0,895000000.0,752000000.0,835000000.0,806000000.0
OtherOperatingIncomeExpense / USD,1500000000.0,839000000.0,1655000000.0,1086000000.0,1830000000.0,2527000000.0,2527000000.0,1541000000.0,1541000000.0,1308000000.0,1528000000.0,219000000.0,1492000000.0,1163000000.0,514000000.0,127000000.0
OtherReserves / USD,,,,,,,,,,2033000000.0,,2068000000.0,,2076000000.0,,2078000000.0
OtherTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome / USD,-75000000.0,,-538000000.0,,-133000000.0,,-164000000.0,,21000000.0,,-65000000.0,,-299000000.0,,-941000000.0,
ParValuePerShare / USD/shares,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
PastServiceCostDefinedBenefitPlans / USD,,,,,,,,,-29000000.0,,5000000.0,,6000000.0,,-12000000.0,
PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities / USD,,,,84000000.0,14000000.0,84000000.0,186000000.0,107000000.0,186000000.0,111000000.0,207000000.0,134000000.0,240000000.0,129000000.0,244000000.0,150000000.0
PaymentsToAcquireOrRedeemEntitysShares / USD,,,,,,,,,149000000.0,920000000.0,,,,,81000000.0,489000000.0
PlanAssetsAtFairValue / USD,9116000000.0,,9922000000.0,,8854000000.0,,9605000000.0,,10668000000.0,,10564000000.0,,7030000000.0,,6479000000.0,
PostemploymentBenefitExpenseDefinedBenefitPlans / USD,137000000.0,,123000000.0,,,,,,,,,,,,93000000.0,
PostemploymentBenefitExpenseDefinedContributionPlans / USD,352000000.0,,304000000.0,,,,,,,,428000000.0,,445000000.0,,482000000.0,
PostemploymentBenefitExpenseInProfitOrLoss / USD,,,,,,,,,491000000.0,,435000000.0,,564000000.0,,546000000.0,
ProceedsFromBorrowingsClassifiedAsFinancingActivities / USD,5928000000.0,1992000000.0,2491000000.0,500000000.0,1988000000.0,500000000.0,2971000000.0,7944000000.0,500000000.0,7944000000.0,2968000000.0,3816000000.0,12929000000.0,3816000000.0,3816000000.0,4976000000.0
ProceedsFromIssuingShares / USD,43000000.0,23000000.0,47000000.0,16000000.0,43000000.0,3495000000.0,34000000.0,9000000.0,3525000000.0,9000000.0,30000000.0,8000000.0,29000000.0,8000000.0,29000000.0,11000000.0
ProceedsFromOtherLongtermAssetsClassifiedAsInvestingActivities / USD,93000000.0,14000000.0,3000000.0,20000000.0,70000000.0,18000000.0,24000000.0,949000000.0,18000000.0,35000000.0,1381000000.0,35000000.0,9000000.0,10000000.0,42000000.0,51000000.0
ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities / USD,1130000000.0,728000000.0,1427000000.0,638000000.0,1376000000.0,1071000000.0,2338000000.0,474000000.0,2076000000.0,,,442000000.0,587000000.0,288000000.0,447000000.0,75000000.0
ProceedsFromSalesOfInvestmentsAccountedForUsingEquityMethod / USD,,,,,,,,,776000000.0,776000000.0,776000000.0,,776000000.0,13000000.0,13000000.0,13000000.0
ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities / USD,47000000.0,57000000.0,82000000.0,12000000.0,83000000.0,27000000.0,12000000.0,67000000.0,37000000.0,4000000.0,106000000.0,126000000.0,13000000.0,126000000.0,282000000.0,53000000.0
ProfitLoss / USD,2826000000.0,958000000.0,3406000000.0,635000000.0,2868000000.0,670000000.0,2050000000.0,1488000000.0,1227000000.0,2112000000.0,3144000000.0,748000000.0,115000000.0,3624000000.0,3293000000.0,4108000000.0
ProfitLossAttributableToNoncontrollingInterests / USD,1000000.0,-56000000.0,-93000000.0,-55000000.0,-133000000.0,-53000000.0,-105000000.0,-48000000.0,-108000000.0,1000000.0,-52000000.0,2000000.0,3000000.0,3000000.0,5000000.0,2000000.0
ProfitLossAttributableToOrdinaryEquityHoldersOfParentEntity / USD,2825000000.0,,3499000000.0,,3001000000.0,,2155000000.0,,1335000000.0,,3196000000.0,,112000000.0,,3288000000.0,
ProfitLossAttributableToOwnersOfParent / USD,2825000000.0,1014000000.0,3499000000.0,690000000.0,3001000000.0,723000000.0,2155000000.0,1536000000.0,1335000000.0,2111000000.0,3196000000.0,746000000.0,112000000.0,3621000000.0,3288000000.0,4106000000.0
ProfitLossBeforeTax / USD,3069000000.0,1074000000.0,3552000000.0,786000000.0,2227000000.0,899000000.0,1993000000.0,1896000000.0,1548000000.0,2372000000.0,3916000000.0,800000000.0,-265000000.0,4350000000.0,2501000000.0,5197000000.0
ProfitLossFromOperatingActivities / USD,4114000000.0,1842000000.0,4902000000.0,1459000000.0,3677000000.0,1590000000.0,3387000000.0,2504000000.0,2924000000.0,3022000000.0,5162000000.0,1417000000.0,1056000000.0,5005000000.0,3757000000.0,5861000000.0
PropertyPlantAndEquipment / USD,6413000000.0,7079000000.0,6848000000.0,7514000000.0,7615000000.0,7442000000.0,7421000000.0,7475000000.0,7688000000.0,8357000000.0,8251000000.0,8722000000.0,9183000000.0,8675000000.0,8507000000.0,9630000000.0
ProvisionUsedOtherProvisions / USD,557000000.0,,686000000.0,,472000000.0,,445000000.0,,338000000.0,,491000000.0,,622000000.0,,1282000000.0,
Provisions / USD,,,,,,,,,,,1564000000.0,,1560000000.0,,1724000000.0,
PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities / USD,1460000000.0,167000000.0,868000000.0,207000000.0,294000000.0,1296000000.0,328000000.0,983000000.0,1481000000.0,314000000.0,1645000000.0,434000000.0,1109000000.0,1436000000.0,1480000000.0,1474000000.0
PurchaseOfInterestsInInvestmentsAccountedForUsingEquityMethod / USD,,,,,,,,,,,,,,140000000.0,,140000000.0
PurchaseOfOtherLongtermAssetsClassifiedAsInvestingActivities / USD,57000000.0,131000000.0,230000000.0,14000000.0,96000000.0,7000000.0,102000000.0,119000000.0,13000000.0,10000000.0,119000000.0,28000000.0,184000000.0,26000000.0,45000000.0,67000000.0
PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities / USD,1328000000.0,549000000.0,1446000000.0,486000000.0,1326000000.0,438000000.0,1043000000.0,370000000.0,979000000.0,508000000.0,961000000.0,472000000.0,1091000000.0,517000000.0,1091000000.0,799000000.0
PurchaseOfTreasuryShares / USD,,,,,,,,,,,,,0.0,,0.0,
ReclassificationAdjustmentsOnCashFlowHedgesBeforeTax / USD,-195000000.0,200000000.0,-195000000.0,-69000000.0,315000000.0,-14000000.0,-111000000.0,1000000.0,-52000000.0,-73000000.0,254000000.0,-131000000.0,-208000000.0,71000000.0,-73000000.0,-102000000.0
RecognisedAssetsDefinedBenefitPlan / USD,,,,,,,,,,,,,,,99000000.0,
RecognisedLiabilitiesDefinedBenefitPlan / USD,,,,,,,,,,,,,,,1330000000.0,
RepaymentsOfBondsNotesAndDebentures / USD,,,,,,,,,,,,,,2569000000.0,,
RepaymentsOfBorrowingsClassifiedAsFinancingActivities / USD,884000000.0,,1750000000.0,500000000.0,1750000000.0,500000000.0,1400000000.0,611000000.0,1500000000.0,611000000.0,1609000000.0,1257000000.0,4759000000.0,3408000000.0,1271000000.0,2643000000.0
ResearchAndDevelopmentExpense / USD,5997000000.0,2802000000.0,5890000000.0,2641000000.0,5757000000.0,2622000000.0,5932000000.0,2777000000.0,6059000000.0,3542000000.0,5991000000.0,4679000000.0,9736000000.0,5278000000.0,9762000000.0,5791000000.0
RetainedEarnings / USD,11834000000.0,6930000000.0,8140000000.0,5879000000.0,8221000000.0,3265000000.0,5683000000.0,1913000000.0,2812000000.0,5335000000.0,5299000000.0,-1657000000.0,1710000000.0,-234000000.0,-574000000.0,1847000000.0
ReturnOnPlanAssetsExcludingInterestIncomeOrExpenseBeforeTaxDefinedBenefitPlans / USD,,,,,,,,,,,,,,,-65000000.0,
Revenue / USD,24708000000.0,10456000000.0,23002000000.0,10333000000.0,22465000000.0,11314000000.0,22090000000.0,12629000000.0,24384000000.0,15540000000.0,26617000000.0,22161000000.0,37417000000.0,22295000000.0,44351000000.0,25617000000.0
RevenueFromSaleOfGoods / USD,23641000000.0,9783000000.0,21319000000.0,10015000000.0,20152000000.0,11183000000.0,21049000000.0,12359000000.0,23565000000.0,15302000000.0,25890000000.0,21610000000.0,36541000000.0,21448000000.0,42998000000.0,24629000000.0
RevenueThatWasIncludedInContractLiabilityBalanceAtBeginningOfPeriod / USD,,,,,,,,,,,,,,,96000000.0,
ReversalOfImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill / USD,,,,,,,,,,,0.0,,0.0,,94000000.0,
ReverseRepurchaseAgreementsAndCashCollateralOnSecuritiesBorrowed / USD,1098000000.0,,,,,,,,,,162000000.0,,162000000.0,,162000000.0,
ReversedUnsettledLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination / USD,,,,,,,,,,,121000000.0,,121000000.0,,121000000.0,
RightofuseAssets / USD,,,,702000000.0,647000000.0,702000000.0,722000000.0,634000000.0,647000000.0,674000000.0,666000000.0,905000000.0,988000000.0,949000000.0,942000000.0,1203000000.0
SellingGeneralAndAdministrativeExpense / USD,11112000000.0,4658000000.0,9413000000.0,5008000000.0,10233000000.0,5457000000.0,10031000000.0,5354000000.0,11682000000.0,6027000000.0,11294000000.0,9521000000.0,15234000000.0,9045000000.0,18419000000.0,9424000000.0
SettledLiabilitiesContingentLiabilitiesRecognisedInBusinessCombination / USD,579000000.0,260000000.0,293000000.0,151000000.0,434000000.0,368000000.0,349000000.0,353000000.0,709000000.0,309000000.0,822000000.0,367000000.0,643000000.0,398000000.0,772000000.0,474000000.0
ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod / USD,-16000000.0,-26000000.0,-33000000.0,-33000000.0,-55000000.0,-59000000.0,-113000000.0,-20000000.0,-116000000.0,-48000000.0,-27000000.0,-5000000.0,-64000000.0,-1000000.0,-5000000.0,-19000000.0
SharePremium / USD,4304000000.0,4374000000.0,4351000000.0,4409000000.0,4393000000.0,7911000000.0,4427000000.0,7950000000.0,7941000000.0,7980000000.0,7971000000.0,35134000000.0,35126000000.0,35163000000.0,35155000000.0,35199000000.0
SharesInEntityHeldByEntityOrByItsSubsidiariesOrAssociates / shares,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1671446.0,
ShorttermDepositsClassifiedAsCashEquivalents / USD,4990000000.0,,4236000000.0,,2540000000.0,,3938000000.0,,4614000000.0,,6650000000.0,,4868000000.0,,4755000000.0,
ShorttermDepositsNotClassifiedAsCashEquivalents / USD,65000000.0,,37000000.0,,80000000.0,,40000000.0,,38000000.0,,42000000.0,,53000000.0,,64000000.0,
SocialSecurityContributions / USD,567000000.0,,584000000.0,,570000000.0,,626000000.0,,658000000.0,,726000000.0,,886000000.0,,991000000.0,
SurplusDeficitInPlan / USD,-2186000000.0,,-2583000000.0,,-2807000000.0,,-3202000000.0,,-2454000000.0,,-1078000000.0,,-1428000000.0,,-1428000000.0,
TaxEffectFromChangeInTaxRate / USD,-25000000.0,,-16000000.0,,-616000000.0,,-334000000.0,,39000000.0,,138000000.0,,54000000.0,,-108000000.0,
TaxEffectOfExpenseNotDeductibleInDeterminingTaxableProfitTaxLoss / USD,29000000.0,,132000000.0,,203000000.0,,167000000.0,,92000000.0,,71000000.0,,208000000.0,,90000000.0,
TaxEffectOfForeignTaxRates / USD,-144000000.0,,-233000000.0,,-212000000.0,,18000000.0,,-49000000.0,,-49000000.0,,1000000.0,,-59000000.0,
TaxEffectOfRevenuesExemptFromTaxation2011 / USD,7000000.0,,7000000.0,,14000000.0,,6000000.0,,13000000.0,,4000000.0,,163000000.0,,,
TaxEffectOfTaxLosses / USD,149000000.0,,242000000.0,,-105000000.0,,7000000.0,,-16000000.0,,3000000.0,,32000000.0,,68000000.0,
TaxExpenseIncomeAtApplicableTaxRate / USD,621000000.0,,710000000.0,,429000000.0,,379000000.0,,294000000.0,,744000000.0,,-50000000.0,,475000000.0,
TemporaryDifferencesAssociatedWithInvestmentsInSubsidiariesBranchesAndAssociatesAndInterestsInJointVentures / USD,6957000000.0,,6884000000.0,,,,,,1779000000.0,,5454000000.0,,3221000000.0,,7586000000.0,
TerminationBenefitsExpense / USD,338000000.0,,578000000.0,,225000000.0,,94000000.0,,158000000.0,,116000000.0,,238000000.0,,227000000.0,
TradeAndOtherCurrentPayables / USD,11663000000.0,10072000000.0,10486000000.0,10913000000.0,11641000000.0,12637000000.0,12841000000.0,12028000000.0,13987000000.0,17729000000.0,15785000000.0,17821000000.0,18938000000.0,19738000000.0,19040000000.0,20463000000.0
TradeAndOtherCurrentPayablesToTradeSuppliers / USD,3469000000.0,,1680000000.0,,2285000000.0,,1720000000.0,,1774000000.0,,2350000000.0,,2824000000.0,,2550000000.0,
TradeAndOtherCurrentReceivables / USD,6622000000.0,4348000000.0,4573000000.0,5257000000.0,5009000000.0,5319000000.0,5574000000.0,5024000000.0,5761000000.0,6356000000.0,7022000000.0,8908000000.0,9644000000.0,11092000000.0,10521000000.0,11047000000.0
TradingIncomeExpenseOnForeignExchangeContracts / USD,-22000000.0,,-216000000.0,,-6000000.0,,-100000000.0,,-112000000.0,,-86000000.0,,-21000000.0,,150000000.0,
TreasuryShares / USD,,,,,,,,,,,,,,,112000000.0,
UndrawnBorrowingFacilities / USD,3000000000.0,3000000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4100000000.0,4900000000.0,4900000000.0,4900000000.0,6900000000.0,6875000000.0,,4875000000.0,4900000000.0
UnusedProvisionReversedOtherProvisions / USD,52000000.0,,79000000.0,,169000000.0,,316000000.0,,76000000.0,,132000000.0,,242000000.0,,262000000.0,
WagesAndSalaries / USD,4603000000.0,,4664000000.0,,5004000000.0,,5370000000.0,,5648000000.0,,6273000000.0,,7633000000.0,,8656000000.0,
