fact_unit,2009-07-28,2009-10-27,2010-01-26,2010-05-04,2010-07-30,2010-10-26,2011-02-01,2011-05-05,2011-07-28,2011-10-25,2012-01-30,2012-05-02,2012-07-26,2012-10-25,2013-01-31,2013-05-07,2013-07-25,2013-10-24,2014-01-30,2014-05-14,2014-07-31,2014-10-28,2015-02-05,2015-05-12,2015-07-29,2015-10-29,2016-01-27,2016-05-05,2016-07-27,2016-10-27,2017-01-26,2017-05-22,2017-07-27,2017-10-27,2018-02-01,2018-05-24,2018-07-26,2018-10-25,2019-01-31,2019-05-15,2019-08-01,2019-10-30,2020-02-04,2020-05-22,2020-08-03,2020-11-03,2021-02-02,2021-05-12,2021-08-05,2021-11-02,2022-02-03,2022-05-09,2022-08-04,2022-11-02,2023-02-02,2023-05-09,2023-08-02,2023-11-02,2024-02-08,2024-05-08,2024-08-07,2024-11-07,2025-02-06,2025-05-09,2025-08-06,2025-11-06
AccountsPayableCurrent / USD,11739000000.0,11739000000.0,11739000000.0,11739000000.0,13255000000.0,13255000000.0,13255000000.0,13255000000.0,14090000000.0,14090000000.0,14090000000.0,14090000000.0,16114000000.0,16114000000.0,16114000000.0,16114000000.0,16108000000.0,16108000000.0,16108000000.0,16108000000.0,21429000000.0,21429000000.0,21429000000.0,21128000000.0,25166000000.0,25166000000.0,25166000000.0,25166000000.0,28585000000.0,28585000000.0,28585000000.0,28585000000.0,31022000000.0,31022000000.0,31022000000.0,31022000000.0,32177000000.0,32177000000.0,32177000000.0,32177000000.0,33853000000.0,33853000000.0,33853000000.0,33853000000.0,37195000000.0,37195000000.0,37195000000.0,37195000000.0,38975000000.0,38975000000.0,38975000000.0,38975000000.0,38086000000.0,38086000000.0,38086000000.0,38086000000.0,42490000000.0,42490000000.0,42490000000.0,42490000000.0,47097000000.0,47097000000.0,47097000000.0,47097000000.0,55330000000.0,55330000000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,7256000000.0,,,,7982000000.0,,,,8562000000.0,,,,8683000000.0,,,,13909000000.0,,,,16082000000.0,,,,18230000000.0,,,,18495000000.0,,,,17927000000.0,,,,18525000000.0,,,,20215000000.0,,,,19431000000.0,,,,18727000000.0,,,,19568000000.0,,,,22543000000.0,,
AccruedLiabilitiesCurrent / USD,,,,,,,,1559000000.0,1861000000.0,1861000000.0,1861000000.0,1861000000.0,2149000000.0,2149000000.0,2149000000.0,2149000000.0,1912000000.0,1912000000.0,1912000000.0,1912000000.0,3478000000.0,3478000000.0,3478000000.0,3998000000.0,3769000000.0,3769000000.0,3769000000.0,3769000000.0,3955000000.0,3295000000.0,3288000000.0,3948000000.0,3004000000.0,3004000000.0,3004000000.0,3004000000.0,3379000000.0,3379000000.0,3379000000.0,3379000000.0,3443000000.0,3443000000.0,3443000000.0,3443000000.0,3340000000.0,3340000000.0,3340000000.0,3340000000.0,3987000000.0,3987000000.0,3987000000.0,3987000000.0,4543000000.0,4543000000.0,4543000000.0,4543000000.0,4200000000.0,4200000000.0,4200000000.0,4200000000.0,4915000000.0,4915000000.0,4915000000.0,4915000000.0,4825000000.0,4825000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,1007000000.0,,,,1052000000.0,,,,1132000000.0,,,,1208000000.0,,,,1180000000.0,,,,1399000000.0,,,,1506000000.0,,,,1511000000.0,,,,1469000000.0,,,,1778000000.0,,,,1829000000.0,,,,2214000000.0,,,,1994000000.0,,,,2231000000.0,,,,2467000000.0,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-179000000.0,-179000000.0,-179000000.0,-179000000.0,6000000.0,6000000.0,6000000.0,6000000.0,87000000.0,87000000.0,87000000.0,87000000.0,5000000.0,5000000.0,5000000.0,87000000.0,-65000000.0,-65000000.0,-65000000.0,-65000000.0,-3000000.0,-3000000.0,-3000000.0,-3000000.0,-1713000000.0,-1713000000.0,-1713000000.0,-1713000000.0,-1561000000.0,-1561000000.0,-1561000000.0,-1561000000.0,-2141000000.0,-2141000000.0,-2141000000.0,-2141000000.0,-1717000000.0,-1717000000.0,-1717000000.0,-1717000000.0,-1849000000.0,-1849000000.0,-1849000000.0,-1849000000.0,-1703000000.0,-1703000000.0,-1703000000.0,-1703000000.0,-1480000000.0,-1480000000.0,-1480000000.0,-1480000000.0,-1534000000.0,-1534000000.0,-1534000000.0,-1534000000.0,-905000000.0,-905000000.0,-905000000.0,-905000000.0,-881000000.0,-881000000.0,-881000000.0,-881000000.0,-932000000.0,-932000000.0
AdditionalPaidInCapital / USD,4417000000.0,4417000000.0,4417000000.0,4417000000.0,4756000000.0,4756000000.0,4756000000.0,4756000000.0,5339000000.0,5339000000.0,5339000000.0,5339000000.0,5571000000.0,5571000000.0,5571000000.0,5571000000.0,6078000000.0,6078000000.0,6078000000.0,6078000000.0,6552000000.0,6552000000.0,6552000000.0,6552000000.0,6968000000.0,6968000000.0,6968000000.0,6968000000.0,5845000000.0,5845000000.0,5845000000.0,5845000000.0,6028000000.0,6028000000.0,6028000000.0,6028000000.0,6188000000.0,6188000000.0,6188000000.0,6188000000.0,6435000000.0,6435000000.0,6435000000.0,6435000000.0,6663000000.0,6663000000.0,6663000000.0,6663000000.0,6925000000.0,6925000000.0,6925000000.0,6925000000.0,7275000000.0,7275000000.0,7275000000.0,7275000000.0,7747000000.0,7747000000.0,7747000000.0,7747000000.0,8048000000.0,8048000000.0,8048000000.0,8048000000.0,8373000000.0,8373000000.0
AdjustmentForAmortization / USD,,,,247000000.0,,,,308000000.0,,,,326000000.0,,,,357000000.0,,,,366000000.0,,,,438000000.0,,,,550000000.0,,,,711000000.0,,,,604000000.0,,,,586000000.0,,,,648000000.0,147000000.0,303000000.0,452000000.0,632000000.0,142000000.0,285000000.0,429000000.0,601000000.0,138000000.0,265000000.0,383000000.0,566000000.0,87000000.0,175000000.0,262000000.0,481000000.0,95000000.0,187000000.0,284000000.0,360000000.0,106000000.0,208000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,91000000.0,,,,99000000.0,,,,114000000.0,,,,137000000.0,,,,154000000.0,,,,167000000.0,,,,160000000.0,,,,165000000.0,,,,130000000.0,,,,110000000.0,25000000.0,49000000.0,71000000.0,67000000.0,26000000.0,60000000.0,90000000.0,92000000.0,23000000.0,59000000.0,110000000.0,115000000.0,33000000.0,76000000.0,112000000.0,151000000.0,40000000.0,86000000.0,122000000.0,154000000.0,43000000.0,91000000.0,136000000.0,161000000.0,56000000.0,119000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,114000000.0,,,,137000000.0,,,,154000000.0,,,,167000000.0,,,,160000000.0,,,,174000000.0,,,,123000000.0,,,,115000000.0,,,,69000000.0,,,,95000000.0,,,,119000000.0,,,,151000000.0,,,,161000000.0,,,,162000000.0,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,73000000.0,,,,89000000.0,,,,99000000.0,,,,108000000.0,,,,105000000.0,,,,113000000.0,,,,82000000.0,,,,23000000.0,,,,41000000.0,,,,83000000.0,,,,101000000.0,,,,128000000.0,,,,126000000.0,,,,75000000.0,,
