fact_unit,2019-04-24,2020-04-24,2020-11-16,2021-04-30,2022-04-25,2023-04-26,2024-04-25,2025-04-28
IncreaseDecreaseInOtherNoncurrentLiabilities / CNY,,7389000.0,7949000.0,7389000.0,7389000.0,-4471000.0,-1922000.0,-996000.0
IncreaseDecreaseInOtherNoncurrentLiabilities / USD,,1061000.0,4220000.0,-685000.0,-302000.0,-144000.0,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / CNY,-98715000.0,87614000.0,-21335000.0,790732000.0,-12449000.0,4048536000.0,-1744645000.0,-758282000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,114694000.0,-1788000.0,104029000.0,620465000.0,-273773000.0,-109941000.0,298780000.0,107135000.0
IncrementalCommonSharesAttributableToConversionOfDebtSecurities / shares,,,,,,63206000.0,63206000.0,63206.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,701113.0,701113.0,701113.0,640545.0
IntangibleAssetsNetExcludingGoodwill / CNY,2579338000.0,2579338000.0,1994292000.0,1994292000.0,1276751000.0,701220000.0,134002000.0,21148000.0
IntangibleAssetsNetExcludingGoodwill / USD,375149000.0,286462000.0,219005000.0,195671000.0,110037000.0,19428000.0,2979000.0,2626000.0
InterestAndDebtExpense / CNY,,,,,,1268792000.0,1268792000.0,1268792000.0
InterestAndDebtExpense / USD,,,,,,183958000.0,,
InterestExpense / CNY,,145858000.0,6150000.0,145858000.0,145858000.0,757336000.0,1231002000.0,
InterestExpense / USD,,20951000.0,70577000.0,116067000.0,193171000.0,7489000.0,6195000.0,
InterestExpenseShortTermBorrowings / CNY,,1726000.0,,0.0,1726000.0,,,
InterestExpenseShortTermBorrowings / USD,,248000.0,,9432000.0,1437000.0,,,
InterestIncomeDepositsWithFinancialInstitutions / CNY,1522000.0,12483000.0,,115737000.0,500298000.0,1175842000.0,1093654000.0,2442413000.0
InterestIncomeDepositsWithFinancialInstitutions / USD,16833000.0,71863000.0,,180206000.0,171618000.0,354117000.0,810002000.0,1002121000.0
InterestIncomeExpenseNet / CNY,3992000.0,52150000.0,,433390000.0,,,,
InterestIncomeExpenseNet / USD,63034000.0,174013000.0,,288400000.0,,,,
InterestIncomeOperating / CNY,2573000.0,2573000.0,43598000.0,78267000.0,209580000.0,469486000.0,146972000.0,606447000.0
InterestIncomeOperating / USD,11383000.0,30104000.0,78785000.0,71952000.0,23063000.0,87927000.0,190817000.0,387359000.0
InterestReceivableCurrent / CNY,26529000.0,101062000.0,146294000.0,146294000.0,309027000.0,364594000.0,119564000.0,367001000.0
InterestReceivableCurrent / USD,14699000.0,21014000.0,36695000.0,47360000.0,57213000.0,17335000.0,51691000.0,28091000.0
InventoryNet / CNY,,,345299000.0,1718410000.0,1718410000.0,,,
InventoryNet / USD,,,50857000.0,263358000.0,2228000.0,,,
InvestmentIncomeInterest / CNY,4460000.0,80783000.0,1069285000.0,584940000.0,1541825000.0,2455366000.0,3061662000.0,3997100000.0
InvestmentIncomeInterest / USD,85076000.0,221469000.0,262751000.0,376301000.0,480442000.0,579525000.0,1442003000.0,2815817000.0
InvestmentsFairValueDisclosure / CNY,,,,,,1290901000.0,1233284000.0,524063000.0
InvestmentsFairValueDisclosure / USD,,,,,,178809000.0,73813000.0,69339000.0
LeaseCost / CNY,,,,,,0.0,0.0,0.0
LesseeOperatingLeaseLiabilityPaymentsDue / CNY,,613176000.0,629386000.0,715486000.0,1032369000.0,1565191000.0,4528905000.0,5599386000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,88076000.0,92699000.0,109653000.0,162001000.0,226932000.0,637883000.0,767113000.0
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / CNY,,142058000.0,199556000.0,271898000.0,460710000.0,650617000.0,1763815000.0,2253211000.0
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,20405000.0,29391000.0,41670000.0,72295000.0,94331000.0,248428000.0,308689000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / CNY,,94598000.0,,107851000.0,73786000.0,67483000.0,418912000.0,531731000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,13588000.0,,16529000.0,11579000.0,9784000.0,59003000.0,72847000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / CNY,,128731000.0,112914000.0,127738000.0,180341000.0,274728000.0,758834000.0,939852000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,18491000.0,16630000.0,19577000.0,28299000.0,39832000.0,106880000.0,128759000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / CNY,,150231000.0,148340000.0,173110000.0,304207000.0,497166000.0,1380948000.0,1583712000.0
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,21579000.0,21848000.0,26530000.0,47737000.0,72082000.0,194502000.0,216968000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / CNY,,68849000.0,56265000.0,47511000.0,60942000.0,92373000.0,243097000.0,301843000.0
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,9888000.0,8287000.0,7282000.0,9563000.0,13393000.0,34240000.0,41352000.0
Liabilities / CNY,12109507000.0,24359469000.0,51410470000.0,51410470000.0,98732726000.0,106095171000.0,119349042000.0,160836513000.0
Liabilities / USD,3542940000.0,7384653000.0,10458238000.0,15131453000.0,16648647000.0,17303985000.0,22653349000.0,26265695000.0
LiabilitiesAndStockholdersEquity / CNY,13314470000.0,43182063000.0,76057336000.0,76057336000.0,158908614000.0,181209718000.0,237119953000.0,348078120000.0
LiabilitiesAndStockholdersEquity / USD,6280571000.0,10924953000.0,14641645000.0,24353811000.0,28435759000.0,34379162000.0,49025778000.0,69189417000.0
LiabilitiesCurrent / CNY,12109507000.0,24359469000.0,45767806000.0,45767806000.0,83882077000.0,93729714000.0,116889480000.0,152900901000.0
LiabilitiesCurrent / USD,3542940000.0,6574135000.0,9584591000.0,12855492000.0,14708237000.0,16947382000.0,21535641000.0,25813824000.0
LiabilitiesNoncurrent / CNY,,5642664000.0,5642664000.0,5642664000.0,14850649000.0,12365457000.0,2459562000.0,7935612000.0
LiabilitiesNoncurrent / USD,,810518000.0,873647000.0,2275961000.0,1940410000.0,356603000.0,1117708000.0,451871000.0
MarketableSecurities / CNY,,0.0,,23398000.0,,,6828000.0,15351531000.0
MarketableSecurities / USD,,3361000.0,,,,,2162218000.0,4896065000.0
MarketableSecuritiesCurrent / CNY,,11925000.0,,11925000.0,,,6917000.0,17151086000.0
MarketableSecuritiesCurrent / USD,,1713000.0,,,,,2415680000.0,6093653000.0
NetCashProvidedByUsedInFinancingActivities / CNY,486538000.0,1398860000.0,14960832000.0,17344357000.0,15854731000.0,51798996000.0,-1875154000.0,10079000.0
NetCashProvidedByUsedInFinancingActivities / USD,2522632000.0,2277390000.0,1417493000.0,7938543000.0,-294253000.0,1461000.0,-1262078000.0,159000.0
NetCashProvidedByUsedInInvestingActivities / CNY,-307301000.0,71651000.0,-16857806000.0,-7548509000.0,-28319678000.0,-38357901000.0,-35562365000.0,-22361670000.0
NetCashProvidedByUsedInInvestingActivities / USD,-1097885000.0,-4067867000.0,-1728387000.0,-5878606000.0,-5580511000.0,-3242137000.0,-7807332000.0,-16214711000.0
NetCashProvidedByUsedInOperatingActivities / CNY,879777000.0,9686328000.0,5222963000.0,7767927000.0,14820976000.0,28196627000.0,28783011000.0,48507860000.0
NetCashProvidedByUsedInOperatingActivities / USD,1129798000.0,2128900000.0,1951521000.0,4321323000.0,4516683000.0,7032979000.0,13262515000.0,16704245000.0
NetIncomeLoss / CNY,-291977000.0,-525115000.0,-5215966000.0,-10217125000.0,-6967603000.0,-7179742000.0,7768670000.0,31538062000.0
NetIncomeLoss / USD,-1486020000.0,-1000834000.0,-854747000.0,-1100344000.0,1219074000.0,4572589000.0,8454562000.0,15403464000.0
NetIncomeLossAvailableToCommonStockholdersBasic / CNY,-322407000.0,-498702000.0,-5215966000.0,-10297621000.0,-6967603000.0,-7179742000.0,7768670000.0,31538062000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,-1497728000.0,-1000834000.0,-854747000.0,-1100344000.0,1219074000.0,4572589000.0,8454562000.0,15403464000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / CNY,,,,,,-7179742000.0,7768670000.0,31589717000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,4580078000.0,8460757000.0,15403464000.0
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1 / CNY,2852370000.0,2852370000.0,,2852370000.0,,,,
NumberOfReportableSegments / segment,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OperatingExpenses / CNY,213204000.0,1616970000.0,21450726000.0,21014482000.0,32341319000.0,49593549000.0,55335084000.0,68693370000.0
OperatingExpenses / USD,3056430000.0,4645540000.0,4790296000.0,7600544000.0,8683283000.0,9959603000.0,13692709000.0,18017188000.0
OperatingIncomeLoss / CNY,-286210000.0,-595724000.0,-6402907000.0,-10799741000.0,-8538211000.0,-9380325000.0,6896762000.0,30401921000.0
OperatingIncomeLoss / USD,-1570758000.0,-1226437000.0,-1079969000.0,-1437598000.0,1082252000.0,4407864000.0,8267548000.0,14853871000.0
OperatingLeaseCost / CNY,,94929000.0,67196000.0,94929000.0,94929000.0,177976000.0,385377000.0,557477000.0
OperatingLeaseCost / USD,,,17213000.0,27276000.0,60474000.0,80827000.0,169065000.0,287133000.0
OperatingLeaseLiability / CNY,,544327000.0,573121000.0,667975000.0,971427000.0,1472818000.0,4285808000.0,5297543000.0
OperatingLeaseLiability / USD,,78188000.0,84412000.0,102371000.0,152438000.0,213539000.0,603643000.0,725761000.0
OperatingLeaseLiabilityCurrent / CNY,,115734000.0,115734000.0,115734000.0,253036000.0,427164000.0,602036000.0,1641548000.0
OperatingLeaseLiabilityCurrent / USD,,16624000.0,26853000.0,38779000.0,67031000.0,87287000.0,231207000.0,288518000.0
OperatingLeaseLiabilityNoncurrent / CNY,,428593000.0,428593000.0,428593000.0,414939000.0,544263000.0,870782000.0,2644260000.0
OperatingLeaseLiabilityNoncurrent / USD,,61564000.0,57559000.0,63592000.0,85407000.0,126252000.0,372436000.0,437243000.0
OperatingLeasePayments / CNY,,76130000.0,57060000.0,76130000.0,76130000.0,166967000.0,388144000.0,534784000.0
OperatingLeasePayments / USD,,10935000.0,15459000.0,25589000.0,60908000.0,77536000.0,151495000.0,279663000.0
OperatingLeaseRightOfUseAsset / CNY,,517188000.0,517188000.0,517188000.0,629827000.0,938537000.0,1416081000.0,4104889000.0
OperatingLeaseRightOfUseAsset / USD,,74289000.0,78661000.0,96525000.0,147277000.0,205312000.0,578162000.0,693813000.0
OperatingLeaseRightOfUseAssetAmortizationExpense / CNY,,,,73206000.0,73206000.0,148945000.0,348863000.0,510915000.0
OperatingLeaseRightOfUseAssetAmortizationExpense / USD,,,,22827000.0,54744000.0,74076000.0,155209000.0,264700000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,0.0536,0.0536,0.0536,0.0536,0.049,0.0438,0.0405
OtherAssetsCurrent / CNY,7097000.0,7183000.0,44328000.0,44328000.0,189652000.0,885484000.0,799034000.0,1528672000.0
OtherAssetsCurrent / USD,988000.0,4019000.0,12143000.0,29066000.0,136724000.0,115850000.0,215308000.0,219109000.0
OtherAssetsNoncurrent / CNY,5000000.0,182667000.0,503120000.0,503120000.0,7275305000.0,16425966000.0,16862117000.0,47951276000.0
OtherAssetsNoncurrent / USD,26568000.0,72269000.0,1056441000.0,1114989000.0,2577593000.0,2444777000.0,6753796000.0,11426745000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / CNY,20001000.0,-47681000.0,768892000.0,1058884000.0,412447000.0,-2495958000.0,-1472172000.0,5860304000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,154008000.0,59244000.0,-134754000.0,-382522000.0,-231016000.0,849664000.0,187746000.0,357018000.0
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent / CNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / CNY,,,,,,-2495958000.0,-1472172000.0,5842138000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,,,847030000.0,197399000.0,424806000.0
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1 / CNY,0.0,0.0,0.0,0.0,0.0,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax / CNY,,,,,,-18166000.0,-18166000.0,-18166000.0
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax / USD,,,,,,-2634000.0,9653000.0,67788000.0
OtherLiabilitiesCurrent / CNY,3009000.0,28074000.0,42765000.0,50819000.0,814773000.0,797730000.0,1676391000.0,1238776000.0
OtherLiabilitiesCurrent / USD,4085000.0,6144000.0,14988000.0,124871000.0,125181000.0,260434000.0,174478000.0,109854000.0
OtherLiabilitiesNoncurrent / CNY,,7389000.0,7389000.0,7389000.0,2918000.0,996000.0,,
OtherLiabilitiesNoncurrent / USD,,1061000.0,5308000.0,447000.0,156000.0,,,
OtherNonoperatingIncomeExpense / CNY,-2034000.0,1373000.0,55608000.0,-12361000.0,82786000.0,193702000.0,656255000.0,2221358000.0
OtherNonoperatingIncomeExpense / USD,-1798000.0,11891000.0,16577000.0,29686000.0,102981000.0,322066000.0,415862000.0,427417000.0
OtherReceivablesNetCurrent / CNY,,,,,,,6318830000.0,7428070000.0
OtherReceivablesNetCurrent / USD,,,,,,,1046222000.0,1036973000.0
OtherShortTermBorrowings / CNY,,898748000.0,898748000.0,898748000.0,1866316000.0,,,
OtherShortTermBorrowings / USD,,129097000.0,408422000.0,286025000.0,,,,
OtherSundryLiabilitiesCurrent / CNY,,,,,,,1796267000.0,4831962000.0
OtherSundryLiabilitiesCurrent / USD,,,,,,,680567000.0,405364000.0
PaymentsForProceedsFromLoansReceivable / CNY,35000000.0,35000000.0,-35000000.0,35000000.0,-35000000.0,,,
PaymentsForProceedsFromOtherInvestingActivities / CNY,,,,,-445037000.0,-445037000.0,-445037000.0,-129789000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,,,,,-69836000.0,,-18280000.0,-4816000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / CNY,,,,,,3581868000.0,3581868000.0,3581868000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,519322000.0,2439236000.0,1881407000.0
PaymentsToAcquireLongtermInvestments / CNY,15000000.0,184637000.0,209897000.0,184637000.0,214100000.0,6722228000.0,13628052000.0,6795838000.0
PaymentsToAcquireLongtermInvestments / USD,26854000.0,30754000.0,972563000.0,1030227000.0,2138539000.0,985305000.0,3528391000.0,6007015000.0
PaymentsToAcquirePropertyPlantAndEquipment / CNY,2301000.0,8921000.0,18339000.0,27331000.0,,,,
PaymentsToAcquirePropertyPlantAndEquipment / USD,3975000.0,3941000.0,2660000.0,6597000.0,,,,
PaymentsToAcquireShortTermInvestments / CNY,320000000.0,1393000000.0,31036850000.0,7516370000.0,52451615000.0,86438068000.0,116639550000.0,160414453000.0
PaymentsToAcquireShortTermInvestments / USD,1093211000.0,7534202000.0,6496813000.0,13247214000.0,18303291000.0,23257909000.0,20723060000.0,28807251000.0
PaymentsToFundLongtermLoansToRelatedParties / CNY,159790000.0,159790000.0,,459632000.0,459632000.0,238000000.0,,
PaymentsToFundLongtermLoansToRelatedParties / USD,,66022000.0,,36475000.0,,,,
PrepaidExpenseAndOtherAssetsCurrent / CNY,127742000.0,953989000.0,950277000.0,950277000.0,5159531000.0,3424687000.0,2298379000.0,4213015000.0
PrepaidExpenseAndOtherAssetsCurrent / USD,138752000.0,136499000.0,265492000.0,790733000.0,537408000.0,333235000.0,593390000.0,604643000.0
PrepaidExpenseCurrent / CNY,35104000.0,667113000.0,645169000.0,645169000.0,2515711000.0,1392929000.0,966439000.0,1326294000.0
PrepaidExpenseCurrent / USD,97028000.0,92673000.0,84049000.0,385550000.0,218581000.0,140120000.0,186805000.0,185932000.0
ProceedsFromCollectionOfLongtermLoansToRelatedParties / CNY,159790000.0,159790000.0,,159790000.0,,,,
ProceedsFromConvertibleDebt / CNY,,7073101000.0,7073101000.0,6963881000.0,6963881000.0,13024199000.0,,
ProceedsFromConvertibleDebt / USD,,1015987000.0,,1996046000.0,,,,
ProceedsFromIssuanceInitialPublicOffering / CNY,11879944000.0,11879944000.0,,11523631000.0,,,,
ProceedsFromIssuanceOfConvertiblePreferredStock / CNY,511911000.0,1446906000.0,,5820726000.0,,,,
ProceedsFromIssuanceOfPrivatePlacement / CNY,,,7795290000.0,11063339000.0,11063339000.0,11063339000.0,,
ProceedsFromIssuanceOfPrivatePlacement / USD,,,1148122000.0,1695531000.0,,,,
ProceedsFromPaymentsForOtherFinancingActivities / CNY,,,,-6000.0,-6000.0,-6000.0,318000.0,10079000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,-1000.0,50000.0,1461000.0,1153000.0,171000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / CNY,,,,,,,4206359000.0,4206359000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,592453000.0,156236000.0
ProceedsFromSaleOfLongtermInvestments / CNY,5000000.0,5000000.0,,5000000.0,,7137814000.0,7137814000.0,7137814000.0
ProceedsFromSaleOfLongtermInvestments / USD,727000.0,,,,,1034886000.0,,273999000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / CNY,362000.0,362000.0,469000.0,39000.0,475000.0,51000.0,394000.0,40000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,6000.0,68000.0,8000.0,8000.0,62000.0,6000.0,63000.0,74000.0
ProceedsFromSaleOfShortTermInvestments / CNY,30000000.0,1633000000.0,14371811000.0,50000000.0,24797630000.0,55083390000.0,97547038000.0,141928351000.0
ProceedsFromSaleOfShortTermInvestments / USD,7272000.0,3561957000.0,5750269000.0,8441899000.0,15307259000.0,20577677000.0,18354797000.0,20178334000.0
ProceedsFromShortTermDebt / CNY,,897022000.0,1828923000.0,897022000.0,897022000.0,1828923000.0,,
ProceedsFromShortTermDebt / USD,,128850000.0,269371000.0,280294000.0,,,,
ProfitLoss / CNY,-291977000.0,-525115000.0,-5215966000.0,-10217125000.0,-6967603000.0,-7179742000.0,7768670000.0,31538062000.0
ProfitLoss / USD,-1486020000.0,-1000834000.0,-854747000.0,-1100344000.0,1219074000.0,4572589000.0,8454562000.0,15403464000.0
PropertyPlantAndEquipmentGross / CNY,12275000.0,37802000.0,,67955000.0,253167000.0,3164158000.0,3622110000.0,4219638000.0
PropertyPlantAndEquipmentGross / USD,5499000.0,9761000.0,,38800000.0,496525000.0,525157000.0,594323000.0,658243000.0
PropertyPlantAndEquipmentNet / CNY,9279000.0,29075000.0,41273000.0,41273000.0,202853000.0,2203323000.0,1044847000.0,979597000.0
PropertyPlantAndEquipmentNet / USD,4229000.0,5928000.0,6850000.0,31089000.0,345749000.0,151489000.0,137973000.0,120467000.0
ProvisionForDoubtfulAccounts / CNY,,,,2155000.0,,,,
ProvisionForDoubtfulAccounts / USD,,,,6657000.0,,,,
RepaymentsOfConvertibleDebt / CNY,,,,,,,8968817000.0,8968817000.0
RepaymentsOfConvertibleDebt / USD,,,,,,,1263231000.0,12000.0
ResearchAndDevelopmentExpense / CNY,29421000.0,129181000.0,2597983000.0,1116057000.0,3870358000.0,6891653000.0,8992590000.0,10384716000.0
ResearchAndDevelopmentExpense / USD,162324000.0,555942000.0,727641000.0,1056192000.0,1411134000.0,1505642000.0,1542610000.0,1734325000.0
RestrictedCashCurrent / CNY,9370849000.0,9370849000.0,18672032000.0,16379364000.0,27577671000.0,52422447000.0,59617256000.0,57974225000.0
RestrictedCashCurrent / USD,2382280000.0,3961285000.0,5716549000.0,8034091000.0,9355248000.0,8405473000.0,8730466000.0,9374374000.0
RetainedEarningsAccumulatedDeficit / CNY,-1030237000.0,-11327858000.0,-18295461000.0,-18295461000.0,-25475203000.0,-17706533000.0,15193035000.0,75118597000.0
RetainedEarningsAccumulatedDeficit / USD,-1647569000.0,-2627979000.0,-3549377000.0,-3904246000.0,-2778541000.0,2202783000.0,10580233000.0,25676628000.0
RevenueFromContractWithCustomerExcludingAssessedTax / CNY,504864000.0,1744076000.0,19349160000.0,13119990000.0,30141886000.0,59491865000.0,93949939000.0,130557589000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,1908223000.0,4329611000.0,4852150000.0,9117527000.0,14742796000.0,18929071000.0,34879253000.0,53955324000.0
RevenueFromRelatedParties / CNY,,,,,,0.0,,
RevenueFromRelatedParties / USD,,,,,,1561000.0,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / CNY,,402646000.0,134373000.0,402646000.0,402646000.0,265821000.0,704142000.0,1068063000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,57836000.0,17401000.0,40739000.0,110495000.0,154855000.0,551904000.0,406663000.0
SellingAndMarketingExpense / CNY,168990000.0,1344582000.0,17901713000.0,13441813000.0,27174249000.0,41194599000.0,44801720000.0,54343719000.0
SellingAndMarketingExpense / USD,1955031000.0,3903337000.0,3900388000.0,6313349000.0,7030368000.0,7879099000.0,11576060000.0,15248111000.0
ShareBasedCompensation / CNY,4064000.0,13380000.0,1759034000.0,6841573000.0,2557706000.0,3613043000.0,4774730000.0,7718365000.0
ShareBasedCompensation / USD,995066000.0,367392000.0,394694000.0,553723000.0,749259000.0,1119058000.0,997027000.0,1354043000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod / shares,,,,2761724.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue / USD/shares,,,,6.4514,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod / shares,,,,8295240.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,6.2519,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod / shares,,,,567636.0,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,6.9225,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1 / CNY,3106000.0,13525000.0,,45979000.0,3949471000.0,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1 / USD,6687000.0,322191000.0,,496234000.0,619758000.0,,,
ShortTermInvestments / CNY,50000000.0,7630689000.0,35288827000.0,35288827000.0,64551094000.0,86516618000.0,115112554000.0,157415365000.0
ShortTermInvestments / USD,1109838000.0,5068923000.0,5870609000.0,9892888000.0,13576345000.0,16689751000.0,22171490000.0,37509330000.0
ShortTermLeaseCost / CNY,,34255000.0,26031000.0,34255000.0,34255000.0,31394000.0,141507000.0,174402000.0
ShortTermLeaseCost / USD,,,2128000.0,4811000.0,22206000.0,25286000.0,25111000.0,16242000.0
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance / CNY,,,,,,5000000.0,5000000.0,105982000.0
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance / USD,,,,,,725000.0,14927000.0,32562000.0
StockIssuedDuringPeriodValueNewIssues / CNY,11523631000.0,11523631000.0,7993828000.0,11523631000.0,7993828000.0,26805438000.0,,
StockholdersEquity / CNY,-127936000.0,-426278000.0,18822594000.0,-991958000.0,18822594000.0,24646866000.0,60175888000.0,75114547000.0
StockholdersEquity / USD,2737631000.0,3540300000.0,4183407000.0,9222358000.0,11787112000.0,17075177000.0,26372429000.0,42923722000.0
TaxesPayableCurrent / CNY,104197000.0,436495000.0,1045796000.0,1045796000.0,2882177000.0,5734281000.0,6970790000.0,16928603000.0
TaxesPayableCurrent / USD,63486000.0,150219000.0,266492000.0,441713000.0,899834000.0,1010670000.0,2384344000.0,3124315000.0
TradingSecuritiesDebt / CNY,,795849000.0,,795849000.0,3001951000.0,313322000.0,,
TradingSecuritiesDebt / USD,,114317000.0,,460069000.0,49168000.0,1003000.0,,
TradingSecuritiesDebtAmortizedCost / CNY,,0.0,,795849000.0,2998310000.0,300000000.0,,
TradingSecuritiesDebtAmortizedCost / USD,,114317000.0,,459511000.0,47077000.0,990000.0,,
UnrealizedGainLossOnInvestments / CNY,,,,,,67065000.0,67065000.0,-221640000.0
UnrealizedGainLossOnInvestments / USD,,,,,,32135000.0,105631000.0,-3491000.0
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued / USD,,0.0,,0.0,0.0,0.0,0.0,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense / USD,,0.0,,0.0,0.0,0.0,0.0,
WeightedAverageNumberOfDilutedSharesOutstanding / shares,1815200000.0,1764799346.0,4619623000.0,2968319549.0,4627278394.0,4768343300.0,5713764297.0,5761291.0
WeightedAverageNumberOfShareOutstandingBasicAndDiluted / shares,1815200000.0,1764799000.0,4619623000.0,2968320000.0,,,,
WeightedAverageNumberOfSharesOutstandingBasic / shares,1815200000.0,1764799346.0,4619623000.0,2968319549.0,4627278394.0,4768343300.0,5012651334.0,5057540.0
