fact_unit,2013-05-08,2013-08-09,2013-11-12,2014-02-21,2014-05-09,2014-08-07,2014-11-07,2015-02-20,2015-05-08,2015-08-07,2015-11-06,2016-02-19,2016-05-06,2016-08-05,2016-11-07,2017-02-17,2017-05-05,2017-08-07,2017-11-07,2018-02-16,2018-05-04,2018-08-07,2018-11-07,2019-02-27,2019-05-03,2019-08-05,2019-11-06,2020-02-21,2020-05-08,2020-08-04,2020-11-04,2021-02-19,2021-05-07,2021-08-02,2021-11-02,2022-02-18,2022-05-06,2022-08-04,2022-11-04,2023-02-17,2023-05-05,2023-08-07,2023-11-06,2024-02-20,2024-05-03,2024-08-07,2024-11-04,2025-02-14,2025-05-09,2025-08-04,2025-11-04
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation / USD,,,,,,,,,,,,,,,,3700000000.0,,,,4400000000.0,,,,4500000000.0,,,,6700000000.0,,,,6820000000.0,,,,8719000000.0,,,,7788000000.0,,,,5592000000.0,,,,6343000000.0,,,
Depreciation / USD,140000000.0,259000000.0,352000000.0,508000000.0,92000000.0,192000000.0,289000000.0,525000000.0,89000000.0,192000000.0,286000000.0,388000000.0,90000000.0,194000000.0,296000000.0,383000000.0,103000000.0,211000000.0,307000000.0,417000000.0,103000000.0,213000000.0,324000000.0,425000000.0,115000000.0,234000000.0,349000000.0,425000000.0,118000000.0,232000000.0,346000000.0,471000000.0,115000000.0,264000000.0,439000000.0,464000000.0,206000000.0,407000000.0,630000000.0,666000000.0,198000000.0,401000000.0,582000000.0,803000000.0,179000000.0,369000000.0,565000000.0,778000000.0,183000000.0,367000000.0,558000000.0
DerivativeFairValueOfDerivativeAsset / USD,15000000.0,15000000.0,15000000.0,15000000.0,17000000.0,17000000.0,17000000.0,17000000.0,211000000.0,211000000.0,211000000.0,211000000.0,70000000.0,70000000.0,70000000.0,70000000.0,225000000.0,225000000.0,225000000.0,225000000.0,23000000.0,23000000.0,23000000.0,23000000.0,132000000.0,132000000.0,132000000.0,132000000.0,53000000.0,53000000.0,53000000.0,53000000.0,189000000.0,189000000.0,189000000.0,189000000.0,267000000.0,267000000.0,267000000.0,267000000.0,163000000.0,163000000.0,163000000.0,163000000.0,66000000.0,66000000.0,66000000.0,66000000.0,313000000.0,313000000.0,313000000.0
DerivativeFairValueOfDerivativeLiability / USD,106000000.0,106000000.0,106000000.0,106000000.0,505000000.0,505000000.0,505000000.0,505000000.0,243000000.0,243000000.0,243000000.0,243000000.0,102000000.0,102000000.0,102000000.0,102000000.0,376000000.0,376000000.0,376000000.0,376000000.0,550000000.0,550000000.0,550000000.0,550000000.0,492000000.0,492000000.0,492000000.0,492000000.0,132000000.0,132000000.0,132000000.0,132000000.0,166000000.0,166000000.0,166000000.0,166000000.0,37000000.0,37000000.0,37000000.0,37000000.0,524000000.0,524000000.0,524000000.0,524000000.0,496000000.0,496000000.0,496000000.0,496000000.0,266000000.0,266000000.0,266000000.0
DividendsCommonStockCash / USD,638000000.0,1278000000.0,1919000000.0,2561000000.0,,,,2561000000.0,,,,2561000000.0,,,,2806000000.0,,,,3431000000.0,,,,3823000000.0,1532000000.0,2997000000.0,4450000000.0,4221000000.0,1590000000.0,3181000000.0,4776000000.0,6045000000.0,1754000000.0,3859000000.0,5962000000.0,6533000000.0,2316000000.0,4634000000.0,6953000000.0,8278000000.0,2514000000.0,5025000000.0,7537000000.0,9470000000.0,2630000000.0,5258000000.0,7892000000.0,10179000000.0,2753000000.0,5507000000.0,8264000000.0
DividendsPayableCurrent / USD,,,,643000000.0,,,,643000000.0,,,,791000000.0,,,,924000000.0,,,,1028000000.0,,,,1143000000.0,,,,1607000000.0,,,,1771000000.0,,,,2335000000.0,,,,2543000000.0,,,,2680000000.0,,,,2783000000.0,,,
EarningsPerShareBasic / USD/shares,0.56,1.36,2.37,2.18,0.61,1.28,1.88,3.35,0.61,1.3,1.61,2.58,0.64,1.48,2.22,1.11,0.83,1.82,2.79,3.15,1.07,2.26,3.28,3.65,1.74,3.0,4.81,3.31,1.65,2.15,3.41,3.67,2.02,1.44,2.78,5.3,2.0,2.42,4.21,2.73,2.52,3.04,5.26,6.48,0.13,1.27,2.27,6.65,0.77,1.54,2.41
EarningsPerShareDiluted / USD/shares,0.56,1.36,2.37,2.18,0.6,1.27,1.86,3.35,0.61,1.29,1.6,2.56,0.63,1.47,2.21,1.1,0.83,1.81,2.78,3.13,1.06,2.25,3.27,3.63,1.74,2.99,4.79,3.3,1.65,2.14,3.41,3.66,2.02,1.43,2.77,5.28,1.99,2.41,4.19,2.72,2.51,3.03,5.24,6.45,0.13,1.26,2.26,6.63,0.77,1.53,2.41
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69000000.0,-5000000.0,7000000.0,-26000000.0,-85000000.0,-97000000.0,8000000.0,-2000000.0,-18000000.0,-62000000.0,-18000000.0,-27000000.0,-19000000.0
EffectiveIncomeTaxRateContinuingOperations / pure,0.122,0.107,0.07,0.064,0.219,0.219,0.229,0.079,0.24,0.24,0.24,0.226,0.27,0.22,0.23,0.251,0.24,0.23,0.22,0.226,0.18,0.18,0.2,0.245,0.01,0.01,0.01,0.313,0.03,0.05,0.05,-0.094,0.03,0.06,0.07,0.065,0.08,0.14,0.14,-0.36,0.09,0.11,0.11,0.111,0.49,0.26,0.2,0.121,0.22,0.3,0.28
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,,0.35,,,,0.35,0.35,0.35,0.35,0.35,0.21,0.21,0.21,0.35,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,,,-0.254,,,,-0.235,,,,-0.115,,,,-0.113,,,,-0.094,,,,-0.103,,,,-0.122,,,,-0.287,,,,-0.084,,,,0.024,,,,-0.054,,,,-0.044,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,0.01,,,,0.072,,,,0.003,,,,0.004,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,,,-0.02,,,,0.003,,,,0.01,,,,0.03,,,,0.015,,,,0.018,,,,0.026,,,,0.002,,,,-0.006,,,,-0.013,,,,0.004,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationTaxSettlements / pure,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-0.012,,,,-0.025,,,,-0.047,,,,-0.051,,,,-0.004,,,,0.009,,,
EmployeeBenefitsAndShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000000.0,,349000000.0,349000000.0,510000000.0
EmployeeRelatedLiabilitiesCurrent / USD,,,,523000000.0,,,,621000000.0,,,,623000000.0,,,,632000000.0,,,,644000000.0,,,,763000000.0,,,,787000000.0,,,,830000000.0,,,,1669000000.0,,,,1785000000.0,,,,1371000000.0,,,,1802000000.0,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,48000000.0,,,,56000000.0,,,,68000000.0,,,,73000000.0,48000000.0,89000000.0,83000000.0,89000000.0,47000000.0,65000000.0,85000000.0,104000000.0,29000000.0,48000000.0,61000000.0,73000000.0,33000000.0,49000000.0,64000000.0,73000000.0,39000000.0,77000000.0,109000000.0,80000000.0,48000000.0,74000000.0,101000000.0,131000000.0,56000000.0,77000000.0,102000000.0,126000000.0,55000000.0,85000000.0,111000000.0,122000000.0,60000000.0,94000000.0,127000000.0
EntityCommonStockSharesOutstanding / shares,1583729114.0,1585428724.0,1590861812.0,1588518764.0,1590066459.0,1591699124.0,1593265381.0,1593886909.0,1593076097.0,1655276338.0,1634746917.0,1611238226.0,1617358607.0,1628542359.0,1625099012.0,1593920285.0,1591540513.0,1594094698.0,1596429740.0,1587972655.0,1586879451.0,1514272698.0,1504216327.0,1475083514.0,1478332177.0,1478483838.0,1478821109.0,1479156683.0,1476742215.0,1764833246.0,1765473923.0,1765881690.0,1766222336.0,1767175532.0,1767880465.0,1768753829.0,1767110083.0,1768096495.0,1768480508.0,1769399971.0,1764289680.0,1765046680.0,1765537421.0,1766473359.0,1765867781.0,1766343745.0,1767140323.0,1765354859.0,1766403027.0,1766558253.0,1767384632.0
EntityPublicFloat / USD,,,,64886944938.0,,,,88854164315.0,,,,109991857664.0,,,,99729245619.0,,,,114407343607.0,,,,138865437576.0,,,,106362457090.0,,,,171597270533.0,,,,197245909217.0,,,,268252598311.0,,,,235629692915.0,,,,300173162268.0,,,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,,,,,,,,,,,,,,78000000.0,84000000.0,84000000.0,84000000.0,84000000.0,84000000.0,66000000.0,66000000.0,66000000.0,66000000.0,102000000.0,102000000.0,102000000.0,102000000.0,149000000.0,149000000.0,149000000.0,149000000.0,129000000.0,129000000.0,129000000.0,129000000.0,159000000.0,159000000.0,159000000.0,159000000.0,169000000.0,169000000.0,169000000.0
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings / USD,3000000.0,5000000.0,12000000.0,29000000.0,-1000000.0,-1000000.0,-1000000.0,17000000.0,,,,,,,,,,,,,,,547000000.0,228000000.0,-148000000.0,337000000.0,-432000000.0,-626000000.0,-169000000.0,-2473000000.0,-2653000000.0,-49000000.0,-72000000.0,-881000000.0,-1078000000.0,-3091000000.0,343000000.0,-2349000000.0,-2447000000.0,-5753000000.0,748000000.0,-861000000.0,-647000000.0,-2679000000.0,-1872000000.0,-3424000000.0,-3432000000.0,-2761000000.0,-660000000.0,-2136000000.0,-3492000000.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases / USD,,28000000.0,28000000.0,28000000.0,,,,28000000.0,,,,,,,,,,4130000000.0,3985000000.0,,,,,3985000000.0,,,,,,0.0,0.0,0.0,,121000000.0,121000000.0,0.0,,,,225000000.0,,,,0.0,,,,32000000.0,0.0,0.0,0.0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements / USD,131000000.0,131000000.0,131000000.0,134000000.0,137000000.0,140000000.0,140000000.0,131000000.0,,,,,,,,,,,,,,,305000000.0,0.0,,50000000.0,100000000.0,305000000.0,0.0,167000000.0,179000000.0,100000000.0,53000000.0,129000000.0,212000000.0,234000000.0,132000000.0,357000000.0,525000000.0,321000000.0,321000000.0,570000000.0,978000000.0,789000000.0,325000000.0,657000000.0,1142000000.0,1296000000.0,391000000.0,876000000.0,1456000000.0
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue / USD,251000000.0,251000000.0,251000000.0,349000000.0,165000000.0,165000000.0,165000000.0,251000000.0,,,,,,,,,,,,,,,4213000000.0,0.0,4534000000.0,4534000000.0,4534000000.0,4213000000.0,4483000000.0,4483000000.0,4483000000.0,4534000000.0,7340000000.0,7340000000.0,7340000000.0,4483000000.0,12997000000.0,12997000000.0,12997000000.0,7340000000.0,14887000000.0,14887000000.0,14887000000.0,12997000000.0,16384000000.0,16384000000.0,16384000000.0,14887000000.0,19890000000.0,19890000000.0,19890000000.0
FinanceLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,33000000.0,31000000.0,28000000.0,27000000.0,,,,29000000.0,,,,34000000.0,,,,34000000.0,,,,42000000.0,,,,40000000.0,,,
FinanceLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,9000000.0,,,,17000000.0,,,,15000000.0,,,
FinanceLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,,25000000.0,,,,17000000.0,,,,27000000.0,,,
FinanceLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,32000000.0,29000000.0,28000000.0,,,,33000000.0,,,,39000000.0,,,,35000000.0,,,,43000000.0,,,,42000000.0,,,
FinanceLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,2000000.0,,,
FinanceLeaseLiabilityPaymentsDueInNextRollingTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,,,,9000000.0,,,,17000000.0,,,,15000000.0,,,,18000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,0.0,,,,0.0,,,,9000000.0,,,,0.0,,,,0.0,,,,1000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,3000000.0,3000000.0,1000000.0,,,,1000000.0,,,,5000000.0,,,,6000000.0,,,,2000000.0,,,,2000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,9000000.0,9000000.0,8000000.0,,,,2000000.0,,,,7000000.0,,,,5000000.0,,,,12000000.0,,,,4000000.0,,,
FinanceLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,11000000.0,10000000.0,9000000.0,,,,3000000.0,,,,9000000.0,,,,7000000.0,,,,14000000.0,,,,15000000.0,,,
FinanceLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,,,,4000000.0,,,,5000000.0,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,,,,33000000.0,,,,25000000.0,,,,35000000.0,,,
FinanceLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.044,0.04,0.039,,,,0.039,,,,0.039,,,,0.014,,,,0.011,,,,0.015,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,3765000000.0,3765000000.0,3765000000.0,3765000000.0,4295000000.0,4295000000.0,4295000000.0,4295000000.0,4575000000.0,4575000000.0,4575000000.0,4575000000.0,4967000000.0,4967000000.0,4967000000.0,4967000000.0,5366000000.0,5366000000.0,5366000000.0,5366000000.0,6391000000.0,6391000000.0,6391000000.0,6391000000.0,7424000000.0,7424000000.0,7424000000.0,7424000000.0,8696000000.0,8696000000.0,8696000000.0,8696000000.0,14536000000.0,14536000000.0,14536000000.0,14536000000.0,22151000000.0,22151000000.0,22151000000.0,22151000000.0,29645000000.0,29645000000.0,29645000000.0,29645000000.0,28026000000.0,28026000000.0,28026000000.0,28026000000.0,34877000000.0,34877000000.0,34877000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,352000000.0,,,,247000000.0,,387000000.0,,655000000.0,,,,1100000000.0,,,,1300000000.0,,,,1500000000.0,,,,1800000000.0,,,,7700000000.0,,,,7200000000.0,,,,7700000000.0,,,,7400000000.0,,,,7300000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,115000000.0,,,,107000000.0,,1400000000.0,934000000.0,1100000000.0,1700000000.0,1800000000.0,1800000000.0,2000000000.0,,,,2100000000.0,,,,2200000000.0,,,,2500000000.0,,,,8400000000.0,,,,7900000000.0,,,,5800000000.0,,,,5700000000.0,,,,5700000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,131000000.0,,,,145000000.0,,1200000000.0,809000000.0,1000000000.0,1500000000.0,1600000000.0,1600000000.0,1800000000.0,,,,1900000000.0,,,,2100000000.0,,,,2400000000.0,,,,8000000000.0,,,,8400000000.0,,,,7300000000.0,,,,5600000000.0,,,,6300000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,137000000.0,,,,152000000.0,,950000000.0,666000000.0,894000000.0,1300000000.0,1300000000.0,1300000000.0,1600000000.0,,,,1700000000.0,,,,1900000000.0,,,,2300000000.0,,,,7500000000.0,,,,8000000000.0,,,,8000000000.0,,,,6300000000.0,,,,6100000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,279000000.0,,,,164000000.0,,675000000.0,588000000.0,740000000.0,1100000000.0,1100000000.0,1100000000.0,1300000000.0,,,,1500000000.0,,,,1700000000.0,,,,2000000000.0,,,,7200000000.0,,,,7500000000.0,,,,7900000000.0,,,,7000000000.0,,,,6700000000.0,,,
FiniteLivedIntangibleAssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000000.0,4000000000.0,,,1900000000.0,4000000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,5668000000.0,5668000000.0,5668000000.0,5668000000.0,5738000000.0,5738000000.0,5738000000.0,5738000000.0,5643000000.0,5643000000.0,5643000000.0,5643000000.0,17103000000.0,17103000000.0,17103000000.0,17103000000.0,24273000000.0,24273000000.0,24273000000.0,24273000000.0,23960000000.0,23960000000.0,23960000000.0,23960000000.0,23737000000.0,23737000000.0,23737000000.0,23737000000.0,27345000000.0,27345000000.0,27345000000.0,27345000000.0,95535000000.0,95535000000.0,95535000000.0,95535000000.0,97432000000.0,97432000000.0,97432000000.0,97432000000.0,96172000000.0,96172000000.0,96172000000.0,96172000000.0,83333000000.0,83333000000.0,83333000000.0,83333000000.0,89743000000.0,89743000000.0,89743000000.0
FiniteLivedIntangibleAssetsNet / USD,1903000000.0,1903000000.0,1903000000.0,1903000000.0,1443000000.0,1443000000.0,1443000000.0,1443000000.0,1068000000.0,1068000000.0,1068000000.0,1068000000.0,12136000000.0,12136000000.0,12136000000.0,12136000000.0,18907000000.0,18907000000.0,18907000000.0,18907000000.0,17569000000.0,17569000000.0,17569000000.0,17569000000.0,16313000000.0,16313000000.0,16313000000.0,16313000000.0,18649000000.0,18649000000.0,18649000000.0,18649000000.0,80999000000.0,80999000000.0,80999000000.0,80999000000.0,75281000000.0,75281000000.0,75281000000.0,75281000000.0,66527000000.0,66527000000.0,66527000000.0,66527000000.0,55307000000.0,55307000000.0,55307000000.0,55307000000.0,54866000000.0,54866000000.0,54866000000.0
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months / USD,,,,,,,,,,,,,,,,,,,,,,,63000000.0,,126000000.0,90000000.0,,,,,,,,,,,,,,,,,,,,,,,105000000.0,-8000000.0,-36000000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,-10000000.0,-21000000.0,-27000000.0,30000000.0,-15000000.0,-29000000.0,-40000000.0,-17000000.0,-3000000.0,-8000000.0,-182000000.0,-55000000.0,-164000000.0,-178000000.0,-191000000.0,-678000000.0,-302000000.0,-317000000.0,-313000000.0,-193000000.0,-13000000.0,-19000000.0,-28000000.0,-303000000.0,-8000000.0,-16000000.0,-18000000.0,-348000000.0,-6000000.0,-12000000.0,-31000000.0,-24000000.0,-5000000.0,-34000000.0,-54000000.0,-42000000.0,-9000000.0,-23000000.0,-35000000.0,-71000000.0,-25000000.0,-72000000.0,-108000000.0,-51000000.0,-35000000.0,-72000000.0,-97000000.0,-148000000.0,-4000000.0,-5000000.0,-2000000.0
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GainLossFromComponentsExcludedFromAssessmentOfFairValueHedgeEffectivenessNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GainLossOnSaleOfOtherAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,330000000.0,,68000000.0,68000000.0,0.0,,172000000.0,172000000.0,68000000.0,,,,172000000.0,,,
Goodwill / USD,6130000000.0,6130000000.0,6130000000.0,6100000000.0,6277000000.0,6277000000.0,6277000000.0,6277000000.0,5862000000.0,5862000000.0,5862000000.0,6277000000.0,13168000000.0,13168000000.0,13168000000.0,5862000000.0,15416000000.0,15416000000.0,15416000000.0,13168000000.0,15785000000.0,15785000000.0,15785000000.0,15416000000.0,15663000000.0,15663000000.0,15663000000.0,15785000000.0,15604000000.0,15604000000.0,15604000000.0,15663000000.0,33124000000.0,33124000000.0,33124000000.0,15604000000.0,32379000000.0,32379000000.0,32379000000.0,33124000000.0,32156000000.0,32156000000.0,32156000000.0,32379000000.0,32293000000.0,32293000000.0,32293000000.0,32156000000.0,34956000000.0,34956000000.0,34956000000.0
GoodwillAcquiredDuringPeriod / USD,,25000000.0,25000000.0,25000000.0,,,,,,7602000000.0,7610000000.0,7610000000.0,,2276000000.0,2402000000.0,7610000000.0,,,,2360000000.0,,,,,,,,,,27044000000.0,27063000000.0,17008000000.0,,,,17008000000.0,,,,177000000.0,,,,92000000.0,1249000000.0,1249000000.0,2951000000.0,2951000000.0,170000000.0,170000000.0,170000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,,,,,,,,,,,,,,,-112000000.0,,,,369000000.0,,,,-122000000.0,,,,-59000000.0,-211000000.0,,,512000000.0,,,,-358000000.0,,,,-315000000.0,,,,137000000.0,,,
GoodwillImpairedAccumulatedImpairmentLoss / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoodwillOtherIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162000000.0,-264000000.0,,-81000000.0,-351000000.0,-653000000.0,,64000000.0,68000000.0,-65000000.0,,-116000000.0,-156000000.0,51000000.0,,159000000.0,512000000.0,500000000.0
GrossProfit / USD,,,,3017000000.0,,,,3176000000.0,,,,3463000000.0,,,,4098000000.0,,,,4589000000.0,,,,4922000000.0,,,,6007000000.0,,,,9174000000.0,,,,10566000000.0,,,,10951000000.0,,,,8597000000.0,,,,10706000000.0,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill / USD,0.0,0.0,0.0,46000000.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000000.0,0.0,0.0,0.0,0.0,,,,39000000.0,,,0.0,354000000.0,,,1030000000.0,5070000000.0,,,,1030000000.0,,,50000000.0,0.0,0.0,0.0,770000000.0,50000000.0,710000000.0,710000000.0,2824000000.0,770000000.0,,,0.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,,,626000000.0,,,,625000000.0,,,,-581000000.0,,,,-3245000000.0,,,,-1038000000.0,,,,-1651000000.0,,,,-2678000000.0,,,,-4274000000.0,,,,-2784000000.0,,,,-4467000000.0,,,,-1644000000.0,,,,-4608000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,3668000000.0,,,,5725000000.0,,,,5332000000.0,,,,2369000000.0,,,,6645000000.0,,,,7884000000.0,,,,7727000000.0,,,,5197000000.0,,,4905000000.0,8426000000.0,3867000000.0,5030000000.0,8718000000.0,3398000000.0,4929000000.0,6112000000.0,10512000000.0,12989000000.0,475000000.0,3085000000.0,5038000000.0,13477000000.0,1755000000.0,3901000000.0,5985000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,,,3042000000.0,,,,5100000000.0,,,,5913000000.0,,,,5614000000.0,,,,7683000000.0,,,,9535000000.0,,,,10405000000.0,,,,9471000000.0,,,,11210000000.0,,,,7865000000.0,,,,14633000000.0,,,,18085000000.0,,,
IncomeTaxExpenseBenefit / USD,123000000.0,258000000.0,277000000.0,235000000.0,271000000.0,571000000.0,893000000.0,450000000.0,306000000.0,641000000.0,822000000.0,1204000000.0,374000000.0,686000000.0,1094000000.0,595000000.0,422000000.0,908000000.0,1324000000.0,1501000000.0,375000000.0,813000000.0,1277000000.0,1931000000.0,14000000.0,43000000.0,57000000.0,2418000000.0,88000000.0,154000000.0,271000000.0,-490000000.0,88000000.0,134000000.0,321000000.0,544000000.0,312000000.0,706000000.0,1214000000.0,-1224000000.0,436000000.0,691000000.0,1139000000.0,1440000000.0,234000000.0,817000000.0,989000000.0,1632000000.0,383000000.0,1156000000.0,1676000000.0
IncomeTaxesPaid / USD,,,,1305000000.0,,,,1305000000.0,,,,1305000000.0,,,,498000000.0,,,,1108000000.0,,,,3563000000.0,,,,1696000000.0,,,,1447000000.0,,,,1447000000.0,,,,1674000000.0,,,,3648000000.0,,,,2988000000.0,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,-12000000.0,-674000000.0,-234000000.0,1497000000.0,-206000000.0,-182000000.0,227000000.0,-731000000.0,-612000000.0,-217000000.0,-1000000.0,-426000000.0,188000000.0,409000000.0,1328000000.0,-193000000.0,42000000.0,89000000.0,-975000000.0,1503000000.0,-266000000.0,-530000000.0,444000000.0,-1187000000.0,191000000.0,12000000.0,881000000.0,425000000.0,94000000.0,-366000000.0,494000000.0,734000000.0,1025000000.0,466000000.0,1903000000.0,97000000.0,236000000.0,308000000.0,1454000000.0,1514000000.0,-258000000.0,-448000000.0,491000000.0,1719000000.0,-451000000.0,1123000000.0,3661000000.0,1769000000.0,362000000.0,-1337000000.0,-1070000000.0
