fact_unit,2013-05-08,2013-08-09,2013-11-12,2014-02-21,2014-05-09,2014-08-07,2014-11-07,2015-02-20,2015-05-08,2015-08-07,2015-11-06,2016-02-19,2016-05-06,2016-08-05,2016-11-07,2017-02-17,2017-05-05,2017-08-07,2017-11-07,2018-02-16,2018-05-04,2018-08-07,2018-11-07,2019-02-27,2019-05-03,2019-08-05,2019-11-06,2020-02-21,2020-05-08,2020-08-04,2020-11-04,2021-02-19,2021-05-07,2021-08-02,2021-11-02,2022-02-18,2022-05-06,2022-08-04,2022-11-04,2023-02-17,2023-05-05,2023-08-07,2023-11-06,2024-02-20,2024-05-03,2024-08-07,2024-11-04,2025-02-14,2025-05-09,2025-08-04,2025-11-04
IncreaseDecreaseInAccountsReceivable / USD,,,,,,,,,,,,,544000000.0,588000000.0,842000000.0,172000000.0,-81000000.0,194000000.0,129000000.0,1076000000.0,34000000.0,167000000.0,163000000.0,71000000.0,681000000.0,805000000.0,806000000.0,391000000.0,316000000.0,96000000.0,207000000.0,591000000.0,1025000000.0,543000000.0,574000000.0,74000000.0,866000000.0,1162000000.0,572000000.0,929000000.0,785000000.0,1396000000.0,1039000000.0,1321000000.0,195000000.0,275000000.0,273000000.0,1455000000.0,702000000.0,524000000.0,180000000.0
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-820000000.0,-727000000.0,674000000.0,191000000.0,204000000.0,-298000000.0,-1018000000.0,191000000.0,-562000000.0,-628000000.0,-573000000.0,438000000.0,-110000000.0,184000000.0,-1290000000.0,187000000.0,-932000000.0,-899000000.0,542000000.0,378000000.0,-1456000000.0,-1405000000.0
IncreaseDecreaseInInventories / USD,7000000.0,56000000.0,99000000.0,87000000.0,-11000000.0,50000000.0,86000000.0,203000000.0,-50000000.0,-97000000.0,-20000000.0,56000000.0,75000000.0,160000000.0,446000000.0,203000000.0,-19000000.0,0.0,-28000000.0,434000000.0,-71000000.0,-1000000.0,119000000.0,38000000.0,71000000.0,191000000.0,367000000.0,-93000000.0,128000000.0,288000000.0,401000000.0,226000000.0,107000000.0,304000000.0,193000000.0,231000000.0,187000000.0,249000000.0,30000000.0,40000000.0,385000000.0,499000000.0,516000000.0,142000000.0,185000000.0,458000000.0,513000000.0,686000000.0,75000000.0,127000000.0,191000000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,63000000.0,43000000.0,6000000.0,206000000.0,-29000000.0,-136000000.0,-37000000.0,-90000000.0,219000000.0,248000000.0,260000000.0,-459000000.0,-341000000.0,-301000000.0,-452000000.0,220000000.0,159000000.0,142000000.0,122000000.0,-511000000.0,53000000.0,128000000.0,22000000.0,393000000.0,267000000.0,546000000.0,426000000.0,118000000.0,112000000.0,270000000.0,89000000.0,200000000.0,-11000000.0,-240000000.0,-190000000.0,225000000.0,330000000.0,281000000.0,462000000.0,-134000000.0,285000000.0,-14000000.0,60000000.0,197000000.0,167000000.0,-285000000.0,-394000000.0,264000000.0,-284000000.0,-309000000.0,-461000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,6000000.0,4000000.0,,,,,,,,,12000000.0,15000000.0,9000000.0,9000000.0,9000000.0,12000000.0,6000000.0,7000000.0,6000000.0,9000000.0,5000000.0,5000000.0,5000000.0,7000000.0,3000000.0,3000000.0,3000000.0,5000000.0,3000000.0,4000000.0,4000000.0,3000000.0,6000000.0,7000000.0,7000000.0,6000000.0,7000000.0,7000000.0,6000000.0,7000000.0,6000000.0,5000000.0,4000000.0,7000000.0,4000000.0,3000000.0,3000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,420000000.0,420000000.0,420000000.0,420000000.0,447000000.0,447000000.0,447000000.0,447000000.0,445000000.0,445000000.0,445000000.0,445000000.0,7573000000.0,7573000000.0,7573000000.0,7573000000.0,9990000000.0,9990000000.0,9990000000.0,9990000000.0,9990000000.0,9990000000.0,9990000000.0,9990000000.0,4920000000.0,4920000000.0,4920000000.0,4920000000.0,,0.0,0.0,0.0,1877000000.0,1877000000.0,1877000000.0,1877000000.0,670000000.0,670000000.0,670000000.0,670000000.0,912000000.0,912000000.0,912000000.0,912000000.0,303000000.0,303000000.0,303000000.0,303000000.0,5202000000.0,5202000000.0,5202000000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000000.0,,,
IntangibleAssetsGrossExcludingGoodwill / USD,,,6088000000.0,6088000000.0,6185000000.0,6185000000.0,6185000000.0,6185000000.0,6088000000.0,6088000000.0,6088000000.0,6088000000.0,24676000000.0,24676000000.0,24676000000.0,24676000000.0,34263000000.0,34263000000.0,34263000000.0,34263000000.0,33950000000.0,33950000000.0,33950000000.0,33950000000.0,28657000000.0,28657000000.0,28657000000.0,28657000000.0,,27345000000.0,27345000000.0,27345000000.0,97412000000.0,97412000000.0,97412000000.0,97412000000.0,98102000000.0,98102000000.0,98102000000.0,98102000000.0,97084000000.0,97084000000.0,97084000000.0,97084000000.0,83636000000.0,83636000000.0,83636000000.0,83636000000.0,94945000000.0,94945000000.0,94945000000.0
IntangibleAssetsNetExcludingGoodwill / USD,2323000000.0,2323000000.0,2323000000.0,2323000000.0,1890000000.0,1890000000.0,1890000000.0,1890000000.0,1513000000.0,1513000000.0,1513000000.0,1513000000.0,19709000000.0,19709000000.0,19709000000.0,19709000000.0,28897000000.0,28897000000.0,28897000000.0,28897000000.0,27559000000.0,27559000000.0,27559000000.0,27559000000.0,21233000000.0,21233000000.0,21233000000.0,21233000000.0,18649000000.0,18649000000.0,18649000000.0,18649000000.0,82876000000.0,82876000000.0,82876000000.0,82876000000.0,75951000000.0,75951000000.0,75951000000.0,75951000000.0,67439000000.0,67439000000.0,67439000000.0,67439000000.0,55610000000.0,55610000000.0,55610000000.0,55610000000.0,60068000000.0,60068000000.0,60068000000.0
InterestExpense / USD,72000000.0,151000000.0,10000000.0,104000000.0,72000000.0,151000000.0,225000000.0,104000000.0,70000000.0,143000000.0,290000000.0,299000000.0,132000000.0,304000000.0,511000000.0,429000000.0,215000000.0,460000000.0,731000000.0,719000000.0,273000000.0,557000000.0,851000000.0,1047000000.0,309000000.0,629000000.0,968000000.0,1150000000.0,387000000.0,745000000.0,1225000000.0,1348000000.0,563000000.0,1195000000.0,1825000000.0,1784000000.0,632000000.0,1247000000.0,1843000000.0,2454000000.0,548000000.0,1104000000.0,1664000000.0,2423000000.0,553000000.0,1105000000.0,1660000000.0,2230000000.0,660000000.0,1386000000.0,2106000000.0
InterestIncomeExpenseNonoperatingNet / USD,1000000.0,3000000.0,4000000.0,20000000.0,-66000000.0,-141000000.0,-210000000.0,-84000000.0,-65000000.0,-134000000.0,-262000000.0,-278000000.0,-126000000.0,-290000000.0,-487000000.0,-391000000.0,-200000000.0,-425000000.0,-675000000.0,-686000000.0,-247000000.0,-500000000.0,-752000000.0,-965000000.0,-251000000.0,-523000000.0,-825000000.0,-1004000000.0,-325000000.0,-634000000.0,-1054000000.0,-1144000000.0,-428000000.0,-1042000000.0,-1662000000.0,-1509000000.0,-622000000.0,-1228000000.0,-1813000000.0,-2280000000.0,-539000000.0,-1071000000.0,-1568000000.0,-2384000000.0,-454000000.0,-908000000.0,-1306000000.0,-2044000000.0,-453000000.0,-959000000.0,-1550000000.0
InterestPaidNet / USD,,,,61000000.0,,,,61000000.0,,,,283000000.0,,,,419000000.0,,,,536000000.0,,,,986000000.0,,,,1099000000.0,,,,1215000000.0,,,,1794000000.0,,,,2619000000.0,,,,2712000000.0,,,,2546000000.0,,,
InventoryFinishedGoodsNetOfReserves / USD,547000000.0,547000000.0,547000000.0,547000000.0,485000000.0,485000000.0,485000000.0,485000000.0,341000000.0,341000000.0,341000000.0,341000000.0,469000000.0,469000000.0,469000000.0,469000000.0,223000000.0,223000000.0,223000000.0,223000000.0,610000000.0,610000000.0,610000000.0,610000000.0,473000000.0,473000000.0,473000000.0,473000000.0,485000000.0,485000000.0,485000000.0,485000000.0,1318000000.0,1318000000.0,1318000000.0,1318000000.0,932000000.0,932000000.0,932000000.0,932000000.0,1162000000.0,1162000000.0,1162000000.0,1162000000.0,1356000000.0,1356000000.0,1356000000.0,1356000000.0,1173000000.0,1173000000.0,1173000000.0
InventoryNet / USD,1091000000.0,1091000000.0,1091000000.0,1091000000.0,1150000000.0,1150000000.0,1150000000.0,1150000000.0,1124000000.0,1124000000.0,1124000000.0,1124000000.0,1719000000.0,1719000000.0,1719000000.0,1719000000.0,1444000000.0,1444000000.0,1444000000.0,1444000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1605000000.0,1813000000.0,1813000000.0,1813000000.0,1813000000.0,3310000000.0,3310000000.0,3310000000.0,3310000000.0,3128000000.0,3128000000.0,3128000000.0,3128000000.0,3579000000.0,3579000000.0,3579000000.0,3579000000.0,4099000000.0,4099000000.0,4099000000.0,4099000000.0,4181000000.0,4181000000.0,4181000000.0
InventoryRawMaterialsNetOfReserves / USD,258000000.0,258000000.0,258000000.0,258000000.0,261000000.0,261000000.0,261000000.0,261000000.0,154000000.0,154000000.0,154000000.0,154000000.0,169000000.0,169000000.0,169000000.0,169000000.0,141000000.0,141000000.0,141000000.0,141000000.0,173000000.0,173000000.0,173000000.0,173000000.0,270000000.0,270000000.0,270000000.0,270000000.0,386000000.0,386000000.0,386000000.0,386000000.0,791000000.0,791000000.0,791000000.0,791000000.0,1003000000.0,1003000000.0,1003000000.0,1003000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1100000000.0,1100000000.0,1100000000.0,1100000000.0,1057000000.0,1057000000.0,1057000000.0
InventoryWorkInProcessNetOfReserves / USD,286000000.0,286000000.0,286000000.0,286000000.0,404000000.0,404000000.0,404000000.0,404000000.0,629000000.0,629000000.0,629000000.0,629000000.0,1081000000.0,1081000000.0,1081000000.0,1081000000.0,1080000000.0,1080000000.0,1080000000.0,1080000000.0,822000000.0,822000000.0,822000000.0,822000000.0,862000000.0,862000000.0,862000000.0,862000000.0,942000000.0,942000000.0,942000000.0,942000000.0,1201000000.0,1201000000.0,1201000000.0,1201000000.0,1193000000.0,1193000000.0,1193000000.0,1193000000.0,1417000000.0,1417000000.0,1417000000.0,1417000000.0,1643000000.0,1643000000.0,1643000000.0,1643000000.0,1951000000.0,1951000000.0,1951000000.0
InvestmentIncomeInterest / USD,1000000.0,3000000.0,14000000.0,,6000000.0,10000000.0,15000000.0,,5000000.0,9000000.0,28000000.0,,6000000.0,14000000.0,24000000.0,,15000000.0,35000000.0,56000000.0,,26000000.0,57000000.0,99000000.0,,58000000.0,106000000.0,143000000.0,,62000000.0,111000000.0,171000000.0,,135000000.0,153000000.0,163000000.0,,10000000.0,19000000.0,30000000.0,,9000000.0,33000000.0,96000000.0,,99000000.0,197000000.0,354000000.0,,207000000.0,427000000.0,556000000.0
InvestmentIncomeInterestAndDividend / USD,,,,20000000.0,,,,20000000.0,,,,21000000.0,,,,38000000.0,,,,33000000.0,,,,82000000.0,,,,146000000.0,,,,204000000.0,,,,275000000.0,,,,174000000.0,,,,39000000.0,,,,186000000.0,,,
LeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,55000000.0,112000000.0,164000000.0,220000000.0,,,,220000000.0,,,,220000000.0,,,,311000000.0,,,,353000000.0,,,,339000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,,,,,471000000.0,455000000.0,418000000.0,400000000.0,,,,1121000000.0,,,,980000000.0,,,,1031000000.0,,,,1008000000.0,,,,974000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,78000000.0,79000000.0,80000000.0,58000000.0,,,,394000000.0,,,,317000000.0,,,,361000000.0,,,,292000000.0,,,,223000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202000000.0,,,,179000000.0,,,,185000000.0,,,,194000000.0,,,,204000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,35000000.0,35000000.0,22000000.0,,,,96000000.0,,,,91000000.0,,,,90000000.0,,,,93000000.0,,,,102000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,52000000.0,55000000.0,56000000.0,38000000.0,,,,111000000.0,,,,105000000.0,,,,113000000.0,,,,115000000.0,,,,118000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,97000000.0,100000000.0,99000000.0,59000000.0,,,,140000000.0,,,,126000000.0,,,,130000000.0,,,,145000000.0,,,,145000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,117000000.0,121000000.0,116000000.0,104000000.0,,,,178000000.0,,,,162000000.0,,,,152000000.0,,,,169000000.0,,,,182000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,54000000.0,54000000.0,43000000.0,40000000.0,,,,114000000.0,,,,89000000.0,,,,111000000.0,,,,107000000.0,,,,99000000.0,,,
LiabilitiesAndStockholdersEquity / USD,27008000000.0,27008000000.0,27008000000.0,27008000000.0,29198000000.0,29198000000.0,29198000000.0,29198000000.0,27547000000.0,27513000000.0,27513000000.0,27513000000.0,53050000000.0,53050000000.0,53050000000.0,53050000000.0,66099000000.0,66099000000.0,66099000000.0,66099000000.0,70786000000.0,70786000000.0,70786000000.0,70786000000.0,59352000000.0,59352000000.0,59352000000.0,59352000000.0,89115000000.0,89115000000.0,89115000000.0,89115000000.0,150565000000.0,150565000000.0,150565000000.0,150565000000.0,146529000000.0,146529000000.0,146529000000.0,146529000000.0,138805000000.0,138805000000.0,138805000000.0,138805000000.0,134711000000.0,134711000000.0,134711000000.0,134711000000.0,135161000000.0,135161000000.0,135161000000.0
LiabilitiesCurrent / USD,6776000000.0,6776000000.0,6776000000.0,6776000000.0,6879000000.0,6879000000.0,6879000000.0,6879000000.0,11400000000.0,11393000000.0,11393000000.0,11393000000.0,10894000000.0,10894000000.0,10894000000.0,10894000000.0,9781000000.0,9781000000.0,9781000000.0,9781000000.0,16641000000.0,16641000000.0,16641000000.0,16641000000.0,17239000000.0,17239000000.0,17239000000.0,17239000000.0,15585000000.0,15585000000.0,15585000000.0,15585000000.0,28661000000.0,28661000000.0,28661000000.0,28661000000.0,35194000000.0,35194000000.0,35194000000.0,35194000000.0,29538000000.0,29538000000.0,29538000000.0,29538000000.0,37841000000.0,37841000000.0,37841000000.0,37841000000.0,38749000000.0,38749000000.0,38749000000.0
LitigationReserve / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000000.0,2000000000.0,2500000000.0,2500000000.0,2500000000.0
LongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,67233000000.0,,,,84948000000.0,,,,75962000000.0,,,,63128000000.0,,,,59245000000.0,,,,66841000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,14630000000.0,14630000000.0,14630000000.0,14630000000.0,14292000000.0,14292000000.0,14292000000.0,14292000000.0,10565000000.0,10538000000.0,10538000000.0,10538000000.0,29240000000.0,29240000000.0,29240000000.0,29240000000.0,36440000000.0,36440000000.0,36440000000.0,36440000000.0,30953000000.0,30953000000.0,30953000000.0,30953000000.0,35002000000.0,35002000000.0,35002000000.0,35002000000.0,62975000000.0,62975000000.0,62975000000.0,62975000000.0,77554000000.0,77554000000.0,77554000000.0,77554000000.0,64189000000.0,64189000000.0,64189000000.0,64189000000.0,59135000000.0,59135000000.0,59135000000.0,59135000000.0,52194000000.0,52194000000.0,52194000000.0,52194000000.0,60340000000.0,60340000000.0,60340000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,22000000.0,22000000.0,22000000.0,22000000.0,18000000.0,18000000.0,18000000.0,18000000.0,4021000000.0,4014000000.0,4014000000.0,4014000000.0,2025000000.0,2025000000.0,2025000000.0,2025000000.0,25000000.0,25000000.0,25000000.0,25000000.0,6015000000.0,6015000000.0,6015000000.0,6015000000.0,1609000000.0,1609000000.0,1609000000.0,1609000000.0,3753000000.0,3753000000.0,3753000000.0,3753000000.0,8468000000.0,8468000000.0,8468000000.0,8468000000.0,12481000000.0,12481000000.0,12481000000.0,12481000000.0,4135000000.0,4135000000.0,4135000000.0,4135000000.0,7191000000.0,7191000000.0,7191000000.0,7191000000.0,6804000000.0,6804000000.0,6804000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,41708000000.0,,,,43686000000.0,,,,37377000000.0,,,,36357000000.0,,,,33333000000.0,,,,37425000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750000000.0,,,,8422000000.0,,,,12428000000.0,,,,4132000000.0,,,,7170000000.0,,,,6771000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375000000.0,,,,8771000000.0,,,,6000000000.0,,,,798000000.0,,,,3138000000.0,,,,8570000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250000000.0,,,,7426000000.0,,,,8771000000.0,,,,6000000000.0,,,,833000000.0,,,,3047000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,7850000000.0,,,,4215000000.0,,,,7219000000.0,,,,8771000000.0,,,,6000000000.0,,,,5028000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300000000.0,,,,12428000000.0,,,,4167000000.0,,,,7070000000.0,,,,8771000000.0,,,,6000000000.0,,,
LongTermInvestments / USD,119000000.0,119000000.0,119000000.0,119000000.0,118000000.0,118000000.0,118000000.0,118000000.0,92000000.0,92000000.0,92000000.0,92000000.0,145000000.0,145000000.0,145000000.0,145000000.0,1783000000.0,1783000000.0,1783000000.0,1783000000.0,2090000000.0,2090000000.0,2090000000.0,2090000000.0,1420000000.0,1420000000.0,1420000000.0,1420000000.0,93000000.0,93000000.0,93000000.0,93000000.0,293000000.0,293000000.0,293000000.0,293000000.0,277000000.0,277000000.0,277000000.0,277000000.0,241000000.0,241000000.0,241000000.0,241000000.0,304000000.0,304000000.0,304000000.0,304000000.0,279000000.0,279000000.0,279000000.0
MinorityInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,21000000.0,21000000.0,21000000.0,21000000.0,28000000.0,28000000.0,28000000.0,28000000.0,33000000.0,33000000.0,33000000.0,33000000.0,37000000.0,37000000.0,37000000.0,37000000.0,39000000.0,39000000.0,39000000.0
MinorityInterestPeriodIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000.0,19000000.0,21000000.0,2000000.0,24000000.0,19000000.0,21000000.0,2000000.0,4000000.0,6000000.0,21000000.0,3000000.0,7000000.0,5000000.0,7000000.0,-4000000.0,-1000000.0,2000000.0,5000000.0,3000000.0,6000000.0,2000000.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,,,,,,,,,,,,8183000000.0,,-1219000000.0,-55000000.0,-1426000000.0,,-1794000000.0,-2774000000.0,-3584000000.0,-3928000000.0,-2509000000.0,-11487000000.0,-10571000000.0,-5512000000.0,-5383000000.0,-7453000000.0,-7894000000.0,-14396000000.0,-2422000000.0,-4992000000.0,-7806000000.0,18708000000.0,-3174000000.0,-9058000000.0,-12701000000.0,-11501000000.0,-6972000000.0,-9651000000.0,-15169000000.0,-19039000000.0,-6192000000.0,-10112000000.0,-12773000000.0,-24803000000.0,10819000000.0,4722000000.0,1650000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,,,,,,,,,,,-12639000000.0,,-1458000000.0,-5756000000.0,-5955000000.0,,-684000000.0,-366000000.0,-475000000.0,,-447000000.0,240000000.0,-723000000.0,-274000000.0,-27000000.0,-167000000.0,1211000000.0,-1006000000.0,-129000000.0,-35781000000.0,-36930000000.0,596000000.0,-342000000.0,-584000000.0,-1199000000.0,-37557000000.0,-1591000000.0,-1461000000.0,-175000000.0,-2344000000.0,-499000000.0,-840000000.0,-1209000000.0,-623000000.0,-9588000000.0,-10690000000.0,-18946000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,,,,,,,,,,5572000000.0,,2128000000.0,4046000000.0,5500000000.0,,2102000000.0,4105000000.0,7376000000.0,,2645000000.0,5511000000.0,10035000000.0,9960000000.0,3017000000.0,5494000000.0,10049000000.0,13427000000.0,3815000000.0,6904000000.0,12734000000.0,13324000000.0,4877000000.0,9767000000.0,17702000000.0,17588000000.0,4908000000.0,9913000000.0,17515000000.0,22777000000.0,4193000000.0,10512000000.0,18086000000.0,24943000000.0,4040000000.0,6311000000.0,11758000000.0
NetIncomeLoss / USD,,,,,,,,,,,,,,,3627000000.0,1774000000.0,1354000000.0,2964000000.0,4562000000.0,5144000000.0,1711000000.0,3626000000.0,5257000000.0,5953000000.0,2783000000.0,4766000000.0,7513000000.0,5309000000.0,2456000000.0,3197000000.0,5081000000.0,5687000000.0,3010000000.0,2272000000.0,4580000000.0,7882000000.0,3553000000.0,4319000000.0,7498000000.0,4616000000.0,4490000000.0,5414000000.0,9363000000.0,11542000000.0,239000000.0,2263000000.0,4041000000.0,11836000000.0,1369000000.0,2739000000.0,4300000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1000000.0,4000000.0,0.0,2000000.0,5000000.0,6000000.0,6000000.0,3000000.0,7000000.0,10000000.0,7000000.0,2000000.0,5000000.0,8000000.0,9000000.0,3000000.0,6000000.0,9000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,883000000.0,2150000000.0,3735000000.0,3433000000.0,968000000.0,2036000000.0,3000000000.0,5275000000.0,980000000.0,2078000000.0,2584000000.0,4128000000.0,1022000000.0,2388000000.0,3609000000.0,1765000000.0,1347000000.0,2949000000.0,4539000000.0,5118000000.0,1702000000.0,3608000000.0,5231000000.0,5923000000.0,2771000000.0,4744000000.0,7479000000.0,5283000000.0,2444000000.0,3180000000.0,5054000000.0,5657000000.0,2996000000.0,2244000000.0,4536000000.0,7842000000.0,3529000000.0,4285000000.0,7445000000.0,4556000000.0,4468000000.0,5388000000.0,9320000000.0,11468000000.0,228000000.0,2241000000.0,4009000000.0,11782000000.0,1359000000.0,2719000000.0,4270000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,3609000000.0,1765000000.0,1347000000.0,2949000000.0,4539000000.0,5118000000.0,1702000000.0,3608000000.0,5231000000.0,5923000000.0,2771000000.0,4744000000.0,7479000000.0,5283000000.0,2444000000.0,3180000000.0,5054000000.0,5657000000.0,2996000000.0,2244000000.0,4536000000.0,7842000000.0,3529000000.0,4285000000.0,7445000000.0,4556000000.0,4468000000.0,5388000000.0,9320000000.0,11468000000.0,228000000.0,2241000000.0,4009000000.0,11782000000.0,1359000000.0,2719000000.0,4270000000.0
NoncurrentAssets / USD,,,,2200000000.0,,,,2300000000.0,,,,2500000000.0,,,,2565000000.0,,,,2604000000.0,,,,2803000000.0,,,,2883000000.0,,,,2962000000.0,,,,5248000000.0,,,,5110000000.0,,,,4935000000.0,,,,4989000000.0,,,
NumberOfCreditRiskDerivativesHeld / derivative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
NumberOfOperatingSegments / segment,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OperatingIncomeLoss / USD,978000000.0,2400000000.0,3996000000.0,3620000000.0,1305000000.0,2758000000.0,4129000000.0,5817000000.0,1351000000.0,2866000000.0,3826000000.0,5664000000.0,1687000000.0,3539000000.0,5424000000.0,3411000000.0,2278000000.0,4665000000.0,7026000000.0,7537000000.0,2407000000.0,5069000000.0,7763000000.0,9340000000.0,2903000000.0,5665000000.0,8824000000.0,9545000000.0,3010000000.0,6410000000.0,9027000000.0,6383000000.0,3603000000.0,4355000000.0,7610000000.0,12983000000.0,4103000000.0,8544000000.0,12850000000.0,11363000000.0,4717000000.0,8012000000.0,12615000000.0,17924000000.0,2768000000.0,7281000000.0,9562000000.0,18117000000.0,2798000000.0,6796000000.0,10627000000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,64000000.0,94000000.0,124000000.0,,,,124000000.0,,,,124000000.0,,,,192000000.0,,,,226000000.0,,,,201000000.0,,,
OperatingLeaseImpairmentLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69000000.0,,,,69000000.0,,,,69000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,417000000.0,401000000.0,375000000.0,360000000.0,,,,1007000000.0,,,,891000000.0,,,,920000000.0,,,,901000000.0,,,,875000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000000.0,,,,178000000.0,,,,166000000.0,,,,166000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832000000.0,,,,713000000.0,,,,754000000.0,,,,735000000.0,,,
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,58000000.0,94000000.0,125000000.0,,,,125000000.0,,,,125000000.0,,,,185000000.0,,,,236000000.0,,,,212000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000000.0,,,,762000000.0,,,,737000000.0,,,,744000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,0.04,0.039,,,,0.039,,,,0.039,,,,0.025,,,,0.024,,,,0.026,,,
OtherAccruedLiabilitiesCurrent / USD,,,,1718000000.0,,,,1531000000.0,,,,1934000000.0,,,,2544000000.0,,,,2979000000.0,,,,3263000000.0,,,,3748000000.0,,,,2971000000.0,,,,6208000000.0,,,,5325000000.0,,,,5819000000.0,,,,6438000000.0,,,
OtherAccruedLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222000000.0,,,,2378000000.0,,,,2498000000.0,,,,4615000000.0,,,,3988000000.0,,,
