fact_unit,2009-08-05,2009-10-22,2010-02-18,2010-04-23,2010-07-22,2010-10-21,2011-02-17,2011-04-21,2011-07-21,2011-10-19,2012-02-16,2012-04-19,2012-07-19,2012-10-18,2013-02-19,2013-04-23,2013-07-23,2013-10-22,2014-02-13,2014-04-22,2014-07-22,2014-09-10,2014-10-21,2015-02-12,2015-04-21,2015-07-21,2015-10-20,2016-02-11,2016-04-21,2016-07-21,2016-10-20,2017-02-16,2017-04-20,2017-06-20,2017-07-20,2017-10-19,2018-02-15,2018-04-24,2018-07-19,2018-10-18,2019-02-14,2019-04-18,2019-07-23,2019-10-22,2020-02-13,2020-04-21,2020-07-23,2020-10-20,2021-02-11,2021-04-20,2021-07-20,2021-10-19,2022-02-17,2022-04-19,2022-07-21,2022-10-19,2023-02-16,2023-04-19,2023-07-20,2023-10-18,2024-02-15,2024-04-17,2024-07-19,2024-10-17,2025-02-13,2025-04-16,2025-07-17,2025-10-16
AccruedIncomeTaxesCurrent / USD,,,,,,,150000000.0,,,,265000000.0,,,,102000000.0,,,,102000000.0,,,102000000.0,,85000000.0,,,,139000000.0,,,,50000000.0,,50000000.0,,,72000000.0,,,,,,,,126000000.0,,,,126000000.0,,,,131000000.0,,,,119000000.0,,,,285000000.0,,,,285000000.0,,,
AccruedInvestmentIncomeReceivable / USD,823000000.0,823000000.0,823000000.0,825000000.0,825000000.0,825000000.0,825000000.0,791000000.0,791000000.0,791000000.0,791000000.0,768000000.0,768000000.0,768000000.0,768000000.0,752000000.0,752000000.0,752000000.0,752000000.0,734000000.0,734000000.0,752000000.0,734000000.0,734000000.0,685000000.0,685000000.0,685000000.0,685000000.0,642000000.0,642000000.0,642000000.0,642000000.0,630000000.0,642000000.0,630000000.0,630000000.0,630000000.0,606000000.0,606000000.0,606000000.0,606000000.0,624000000.0,624000000.0,624000000.0,624000000.0,618000000.0,618000000.0,618000000.0,618000000.0,603000000.0,603000000.0,603000000.0,603000000.0,615000000.0,615000000.0,615000000.0,615000000.0,650000000.0,650000000.0,650000000.0,650000000.0,688000000.0,688000000.0,688000000.0,688000000.0,752000000.0,752000000.0,752000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,670000000.0,670000000.0,452000000.0,-900000000.0,-900000000.0,-900000000.0,670000000.0,1219000000.0,1219000000.0,1219000000.0,-900000000.0,1255000000.0,1255000000.0,1255000000.0,1219000000.0,2005000000.0,2005000000.0,2005000000.0,1255000000.0,2236000000.0,2236000000.0,1255000000.0,2236000000.0,2005000000.0,810000000.0,810000000.0,810000000.0,880000000.0,-157000000.0,-157000000.0,-157000000.0,-157000000.0,-755000000.0,-157000000.0,-755000000.0,-755000000.0,-755000000.0,-343000000.0,-343000000.0,-343000000.0,-343000000.0,-1859000000.0,-1859000000.0,-1859000000.0,-1859000000.0,640000000.0,640000000.0,640000000.0,640000000.0,2502000000.0,2502000000.0,2502000000.0,2502000000.0,1193000000.0,1193000000.0,1193000000.0,1193000000.0,-6445000000.0,-6445000000.0,-6445000000.0,-6445000000.0,-4471000000.0,-4471000000.0,-4471000000.0,-4471000000.0,-4967000000.0,-4967000000.0,-4967000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,55000000.0,55000000.0,56000000.0,57000000.0,58000000.0,59000000.0,59000000.0,71000000.0,74000000.0,61000000.0,74000000.0,61000000.0,61000000.0,72000000.0,51000000.0,51000000.0,51000000.0,62000000.0,46000000.0,47000000.0,47000000.0,51000000.0,46000000.0,46000000.0,46000000.0,48000000.0,41000000.0,42000000.0,43000000.0,47000000.0,59000000.0,59000000.0,60000000.0,44000000.0,62000000.0,62000000.0,63000000.0,61000000.0,138000000.0,141000000.0,144000000.0,64000000.0,108000000.0,165000000.0,168000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,65000000.0,92000000.0,123000000.0,42000000.0,71000000.0,98000000.0,127000000.0,37000000.0,67000000.0,94000000.0,128000000.0,38000000.0,66000000.0,92000000.0,121000000.0,41000000.0,70000000.0,121000000.0,99000000.0,120000000.0,44000000.0,75000000.0,106000000.0,129000000.0,47000000.0,78000000.0,109000000.0,138000000.0,50000000.0,138000000.0,82000000.0,124000000.0,141000000.0,42000000.0,73000000.0,104000000.0,155000000.0,44000000.0,77000000.0,110000000.0,136000000.0,45000000.0,80000000.0,112000000.0,140000000.0,46000000.0,80000000.0,113000000.0,142000000.0,53000000.0,89000000.0,126000000.0,148000000.0,59000000.0,100000000.0,141000000.0,162000000.0,69000000.0,116000000.0,162000000.0,183000000.0,79000000.0,139000000.0,202000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,66000000.0,100000000.0,20000000.0,37000000.0,53000000.0,86000000.0,16000000.0,28000000.0,40000000.0,69000000.0,11000000.0,23000000.0,69000000.0,34000000.0,52000000.0,12000000.0,23000000.0,35000000.0,46000000.0,11000000.0,20000000.0,23000000.0,46000000.0,3000000.0,46000000.0,5000000.0,8000000.0,26000000.0,3000000.0,5000000.0,9000000.0,11000000.0,4000000.0,8000000.0,12000000.0,13000000.0,4000000.0,8000000.0,12000000.0,17000000.0,4000000.0,7000000.0,11000000.0,15000000.0,4000000.0,,,14000000.0,,,,14000000.0,,,,13000000.0,,,
Assets / USD,109751000000.0,109751000000.0,109632000000.0,109560000000.0,109560000000.0,109560000000.0,109560000000.0,105656000000.0,105656000000.0,105656000000.0,105656000000.0,104602000000.0,104575000000.0,104575000000.0,104575000000.0,104938000000.0,104938000000.0,104938000000.0,104938000000.0,103812000000.0,103812000000.0,104938000000.0,103812000000.0,103812000000.0,103078000000.0,103078000000.0,103078000000.0,103078000000.0,100184000000.0,100184000000.0,100184000000.0,100184000000.0,100245000000.0,100184000000.0,100245000000.0,100245000000.0,100245000000.0,103483000000.0,103483000000.0,103483000000.0,103483000000.0,104233000000.0,104233000000.0,104233000000.0,104233000000.0,110122000000.0,110122000000.0,110122000000.0,110122000000.0,116764000000.0,116764000000.0,116764000000.0,116764000000.0,120466000000.0,120466000000.0,120466000000.0,120466000000.0,115717000000.0,115717000000.0,115717000000.0,115717000000.0,125978000000.0,125978000000.0,125978000000.0,125978000000.0,133189000000.0,133189000000.0,133189000000.0
AssetsHeldByInsuranceRegulators / USD,,,,,,,,,,,,,,,,,,,4940000000.0,,,4940000000.0,,4770000000.0,,,,4780000000.0,,,,4680000000.0,,4680000000.0,,,4560000000.0,,,,4410000000.0,,,,4230000000.0,,,,4340000000.0,,,,4450000000.0,,,,4320000000.0,,,,3940000000.0,,,,4040000000.0,,,
AssumedPremiumsEarned / USD,,,,,,,,,,,,,,,,,,,643000000.0,,,643000000.0,,693000000.0,,,,717000000.0,,,,743000000.0,,743000000.0,,,814000000.0,,,,875000000.0,,,,965000000.0,,,,1024000000.0,,,,1076000000.0,,,,1010000000.0,,,,1032000000.0,,,,1145000000.0,,,
AssumedPremiumsWritten / USD,,,,,,,,,,,,,,,,,,,669000000.0,,,669000000.0,,697000000.0,,,,705000000.0,,,,788000000.0,,788000000.0,,,843000000.0,,,,928000000.0,,,,1000000000.0,,,,1042000000.0,,,,1041000000.0,,,,1001000000.0,,,,1064000000.0,,,,1228000000.0,,,
