fact_unit,2019-05-31,2019-08-06,2019-10-31,2020-02-14,2020-05-07,2020-08-06,2020-11-05,2021-02-11,2021-05-05,2021-08-06,2021-11-04,2022-02-10,2022-05-05,2022-08-05,2022-11-04,2023-02-09,2023-05-04,2023-08-04,2023-11-09,2024-02-08,2024-05-02,2024-08-01,2024-11-07,2025-02-14,2025-05-08,2025-08-07,2025-11-05
FinanceLeaseWeightedAverageDiscountRatePercent / pure,0.0325,0.0326,0.0326,0.0326,,,,0.0326,,,,0.0328,,,,0.0329,,,,0.0329,,,,0.0329,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,-1651000000.0,-619000000.0,-702000000.0,-820000000.0,-894000000.0,-968000000.0,-1043000000.0,-1207000000.0,-1365000000.0,-1541000000.0,-1702000000.0,-1862000000.0,-2025000000.0,-2205000000.0,-2385000000.0,-2561000000.0,2739000000.0,2906000000.0,3065000000.0,2763000000.0,2922000000.0,3099000000.0,3265000000.0,3452000000.0,3623000000.0,3732000000.0,3907000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,,,,,,,,,,,619000000.0,,,,683000000.0,,,,641000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,,,,,,,,,,,,,,,,554000000.0,,,,526000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,,,,,,,,,,,,,,,,,,576000000.0,,,,549000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,,,,,,,,,,,,,,,,,,636000000.0,,,,570000000.0,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,,,,,,,,,,,,,,,,,,646000000.0,,,,631000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,16153000000.0,4099000000.0,4117000000.0,4152000000.0,4565000000.0,4518000000.0,4474000000.0,10750000000.0,10725000000.0,10730000000.0,10735000000.0,12599000000.0,12599000000.0,12608000000.0,12600000000.0,12595000000.0,12594000000.0,12569000000.0,12516000000.0,12092000000.0,13045000000.0,13068000000.0,13044000000.0,13073000000.0,13064000000.0,12965000000.0,12986000000.0
FiniteLivedIntangibleAssetsNet / USD,14502000000.0,3480000000.0,3415000000.0,3332000000.0,3671000000.0,3550000000.0,3431000000.0,9543000000.0,9360000000.0,9189000000.0,9033000000.0,10737000000.0,10574000000.0,10403000000.0,10215000000.0,10034000000.0,9855000000.0,9663000000.0,9451000000.0,9329000000.0,10123000000.0,9969000000.0,9779000000.0,9621000000.0,9441000000.0,9233000000.0,9079000000.0
ForeignCurrencyTransactionGainLossAfterTax / USD,,,,,,,,,,,,,,,,,-38000000.0,-94000000.0,-162000000.0,-88000000.0,-25000000.0,-116000000.0,-203000000.0,-234000000.0,-52000000.0,-100000000.0,-204000000.0
ForeignCurrencyTransactionGainLossBeforeTax / USD,-132000000.0,-116000000.0,-190000000.0,-364000000.0,-27000000.0,-59000000.0,-70000000.0,-127000000.0,-61000000.0,-60000000.0,-127000000.0,-99000000.0,-35000000.0,-49000000.0,-47000000.0,-174000000.0,-47000000.0,-83000000.0,-96000000.0,-54000000.0,-36000000.0,-140000000.0,-242000000.0,-229000000.0,-59000000.0,-137000000.0,-234000000.0
GainLossOnDerivativeInstrumentsNetPretax / USD,-183000000.0,8000000.0,38000000.0,-408000000.0,-15000000.0,-70000000.0,-15000000.0,105000000.0,167000000.0,171000000.0,188000000.0,-62000000.0,11000000.0,-64000000.0,-25000000.0,94000000.0,-96000000.0,27000000.0,70000000.0,-1000000.0,2000000.0,-62000000.0,-73000000.0,24000000.0,-142000000.0,-146000000.0,-101000000.0
GainLossOnDispositionOfAssets1 / USD,,,,24000000.0,,,,,,,,,,,,,,,17000000.0,,-1000000.0,1000000.0,12000000.0,18000000.0,5000000.0,17000000.0,17000000.0
GainLossOnSaleOfOtherAssets / USD,,,,,,,,,,,,,,,,,,,17000000.0,,-1000000.0,1000000.0,11000000.0,,4000000.0,17000000.0,17000000.0
Goodwill / USD,40686000000.0,14612000000.0,10203000000.0,14873000000.0,10203000000.0,10249000000.0,10168000000.0,10193000000.0,10027000000.0,10069000000.0,10110000000.0,10229000000.0,10146000000.0,10207000000.0,10130000000.0,10269000000.0,10109000000.0,9987000000.0,9791000000.0,10107000000.0,10508000000.0,10539000000.0,10441000000.0,9962000000.0,10553000000.0,10490000000.0,10629000000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,,,,,,,,,,,,519000000.0,513000000.0,496000000.0,512000000.0,,,,512000000.0,,,
GoodwillForeignCurrencyTranslationGainLoss / USD,,-28000000.0,-28000000.0,-271000000.0,,,,-28000000.0,,,,69000000.0,,,,-160000000.0,27000000.0,64000000.0,-17000000.0,-135000000.0,,,,131000000.0,,,
GoodwillImpairedAccumulatedImpairmentLoss / USD,,,,,,,,,,,,4503000000.0,,,,4503000000.0,,,,4503000000.0,,,,4503000000.0,,,
GoodwillOtherIncreaseDecrease / USD,,14000000.0,14000000.0,14000000.0,,,,14000000.0,,,,-29000000.0,,,,-2000000.0,,,,-10000000.0,,,,38000000.0,,,
GuaranteeObligationsMaximumExposure / USD,259000000.0,179000000.0,187000000.0,299000000.0,294000000.0,164000000.0,80000000.0,97000000.0,90000000.0,112000000.0,96000000.0,94000000.0,108000000.0,115000000.0,107000000.0,105000000.0,105000000.0,94000000.0,79000000.0,88000000.0,79000000.0,73000000.0,73000000.0,84000000.0,79000000.0,80000000.0,75000000.0
HeldToMaturitySecuritiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,140000000.0,90000000.0,55000000.0,,,,
HeldtomaturitySecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,55000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-189000000.0,-242000000.0,-5892000000.0,-37000000.0,-251000000.0,502000000.0,-129000000.0,-6806000000.0,408000000.0,1252000000.0,745000000.0,-316000000.0,791000000.0,2093000000.0,2101000000.0,675000000.0,698000000.0,-2025000000.0,1629000000.0,2346000000.0,776000000.0,1860000000.0,1416000000.0,1426000000.0,482000000.0,1820000000.0,1187000000.0
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest / USD,-216000000.0,-63000000.0,-5705000000.0,358000000.0,-184000000.0,299000000.0,-228000000.0,-6775000000.0,281000000.0,1047000000.0,657000000.0,-270000000.0,613000000.0,1631000000.0,1667000000.0,756000000.0,577000000.0,1579000000.0,1257000000.0,1822000000.0,607000000.0,1487000000.0,1172000000.0,1216000000.0,376000000.0,1432000000.0,913000000.0
IncomeLossFromContinuingOperationsPerBasicShare / USD/shares,,-0.11,-7.64,0.4,-0.26,0.37,-0.32,-9.08,0.36,1.37,0.85,-0.38,0.82,2.19,2.25,0.98,0.79,2.17,1.73,2.46,0.85,2.08,1.64,1.67,0.53,2.04,1.3
IncomeLossFromContinuingOperationsPerDilutedShare / USD/shares,,-0.11,-7.64,0.4,-0.26,0.37,-0.32,-9.08,0.36,1.37,0.85,-0.38,0.81,2.18,2.23,0.98,0.79,2.16,1.72,2.44,0.84,2.07,1.63,1.66,0.53,2.03,1.29
IncomeLossFromDiscontinuedOperationsNetOfTax / USD,-5000000.0,674000000.0,1200000000.0,1403000000.0,360000000.0,-717000000.0,-695000000.0,1748000000.0,1000000.0,1000000.0,1000000.0,-671000000.0,-10000000.0,-55000000.0,-59000000.0,-55000000.0,-10000000.0,-40000000.0,-46000000.0,-53000000.0,-8000000.0,-171000000.0,-174000000.0,-58000000.0,47000000.0,47000000.0,45000000.0
IncomeLossFromEquityMethodInvestments / USD,14000000.0,1000000.0,-2000000.0,-7000000.0,0.0,-5000000.0,-8000000.0,-1000000.0,-1000000.0,-3000000.0,-3000000.0,-9000000.0,3000000.0,5000000.0,4000000.0,0.0,10000000.0,14000000.0,13000000.0,14000000.0,3000000.0,6000000.0,4000000.0,20000000.0,8000000.0,7000000.0,7000000.0
IncomeTaxExpenseBenefit / USD,27000000.0,-179000000.0,-187000000.0,-395000000.0,-67000000.0,203000000.0,99000000.0,-31000000.0,127000000.0,205000000.0,88000000.0,-46000000.0,178000000.0,462000000.0,434000000.0,-81000000.0,121000000.0,446000000.0,372000000.0,524000000.0,169000000.0,373000000.0,244000000.0,210000000.0,106000000.0,388000000.0,274000000.0
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability / USD,,,,,,,,,,,,,,,,,,,94000000.0,,12000000.0,68000000.0,79000000.0,,6000000.0,15000000.0,25000000.0
IncomeTaxesPaid / USD,,,,272000000.0,,,,961000000.0,,,,234000000.0,,,,229000000.0,,,,341000000.0,,,,467000000.0,,,
IncreaseDecreaseInAccountsAndNotesReceivable / USD,,,,2269000000.0,,,,1522000000.0,,,,361000000.0,,,,-187000000.0,,,,113000000.0,,,,993000000.0,,,
IncreaseDecreaseInAccountsPayable / USD,,,,1106000000.0,,,,642000000.0,-557000000.0,-717000000.0,-629000000.0,149000000.0,-448000000.0,-525000000.0,-41000000.0,-118000000.0,-406000000.0,-488000000.0,-202000000.0,526000000.0,907000000.0,-1560000000.0,-1218000000.0,807000000.0,-615000000.0,-913000000.0,-518000000.0
IncreaseDecreaseInAccountsReceivable / USD,,,,,,,,,-1685000000.0,-1712000000.0,-619000000.0,,-2012000000.0,-1957000000.0,-1116000000.0,,-2372000000.0,-2331000000.0,1814000000.0,,2705000000.0,1892000000.0,773000000.0,,2546000000.0,2427000000.0,1450000000.0
IncreaseDecreaseInDeferredRevenue / USD,,,,,,,,,-575000000.0,-2147000000.0,-2169000000.0,632000000.0,-401000000.0,-1931000000.0,-1945000000.0,71000000.0,-782000000.0,-2450000000.0,-2311000000.0,574000000.0,-685000000.0,-2758000000.0,-2840000000.0,194000000.0,-700000000.0,-2978000000.0,-2974000000.0
IncreaseDecreaseInInventories / USD,,,,903000000.0,,,,498000000.0,398000000.0,1271000000.0,481000000.0,-74000000.0,467000000.0,1334000000.0,375000000.0,-104000000.0,234000000.0,905000000.0,466000000.0,422000000.0,-324000000.0,-1320000000.0,-492000000.0,1715000000.0,-618000000.0,-1783000000.0,-1060000000.0
IncreaseDecreaseInOtherOperatingCapitalNet / USD,,,,-1402000000.0,,,,1564000000.0,-176000000.0,812000000.0,236000000.0,935000000.0,-262000000.0,532000000.0,7000000.0,-253000000.0,-227000000.0,679000000.0,-100000000.0,-57000000.0,206000000.0,-195000000.0,445000000.0,-142000000.0,93000000.0,-406000000.0,-38000000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,,,,,,,,,,,,,,,3600000.0,,3300000.0,3000000.0,2900000.0,,2400000.0,2300000.0,2500000.0
IndefiniteLivedIntangibleAssetsExcludingGoodwill / USD,11551000000.0,8838000000.0,8723000000.0,8723000000.0,8290000000.0,8282000000.0,8236000000.0,1881000000.0,1881000000.0,1881000000.0,1881000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,14000000.0,16000000.0,16000000.0,5000000.0,5000000.0,5000000.0,5000000.0
IntangibleAssetsGrossExcludingGoodwill / USD,27704000000.0,12937000000.0,12840000000.0,12875000000.0,12855000000.0,12800000000.0,12710000000.0,12631000000.0,12606000000.0,12611000000.0,12616000000.0,12609000000.0,12609000000.0,12618000000.0,12610000000.0,12605000000.0,12604000000.0,12579000000.0,12526000000.0,12102000000.0,13059000000.0,13084000000.0,13060000000.0,13078000000.0,13069000000.0,12970000000.0,12991000000.0
IntangibleAssetsNetExcludingGoodwill / USD,26053000000.0,12318000000.0,12138000000.0,12055000000.0,11961000000.0,11832000000.0,11667000000.0,11424000000.0,11241000000.0,11070000000.0,10914000000.0,10747000000.0,10584000000.0,10413000000.0,10225000000.0,10044000000.0,9865000000.0,9673000000.0,9461000000.0,9339000000.0,10137000000.0,9985000000.0,9795000000.0,9626000000.0,9446000000.0,9238000000.0,9084000000.0
InterestAndDebtExpense / USD,80000000.0,169000000.0,251000000.0,254000000.0,59000000.0,93000000.0,112000000.0,337000000.0,10000000.0,24000000.0,35000000.0,136000000.0,7000000.0,14000000.0,22000000.0,45000000.0,9000000.0,25000000.0,43000000.0,30000000.0,31000000.0,113000000.0,171000000.0,79000000.0,41000000.0,107000000.0,173000000.0
InterestIncomeOperating / USD,28000000.0,51000000.0,63000000.0,59000000.0,16000000.0,33000000.0,46000000.0,86000000.0,18000000.0,27000000.0,38000000.0,59000000.0,21000000.0,39000000.0,58000000.0,56000000.0,15000000.0,39000000.0,75000000.0,77000000.0,40000000.0,94000000.0,153000000.0,124000000.0,35000000.0,60000000.0,93000000.0
InterestPaidNet / USD,,,,331000000.0,,,,923000000.0,,,,263000000.0,,,,36000000.0,,,,30000000.0,,,,75000000.0,,,
InventoryFinishedGoods / USD,4204000000.0,2611000000.0,2649000000.0,3022000000.0,3266000000.0,2103000000.0,2295000000.0,2684000000.0,2721000000.0,1831000000.0,2074000000.0,2584000000.0,2508000000.0,1680000000.0,1871000000.0,2497000000.0,2691000000.0,1722000000.0,2082000000.0,3260000000.0,3650000000.0,2640000000.0,2786000000.0,3273000000.0,3284000000.0,2190000000.0,2399000000.0
InventoryGross / USD,6895000000.0,4362000000.0,4898000000.0,5310000000.0,5019000000.0,3918000000.0,4403000000.0,5032000000.0,4401000000.0,3589000000.0,4374000000.0,4882000000.0,4321000000.0,3541000000.0,4417000000.0,5180000000.0,4986000000.0,4184000000.0,5415000000.0,6811000000.0,6585000000.0,5628000000.0,6320000000.0,6899000000.0,6183000000.0,4893000000.0,5674000000.0
InventoryNet / USD,7407000000.0,4362000000.0,4898000000.0,5310000000.0,5019000000.0,3918000000.0,4403000000.0,5032000000.0,4401000000.0,3589000000.0,4374000000.0,4882000000.0,4321000000.0,3541000000.0,4417000000.0,5180000000.0,4986000000.0,4184000000.0,5415000000.0,6811000000.0,6585000000.0,5628000000.0,6320000000.0,6899000000.0,6183000000.0,4893000000.0,5674000000.0
InventoryRawMaterialsAndSupplies / USD,,,347000000.0,467000000.0,403000000.0,442000000.0,417000000.0,498000000.0,420000000.0,394000000.0,422000000.0,485000000.0,427000000.0,455000000.0,518000000.0,607000000.0,660000000.0,669000000.0,776000000.0,862000000.0,912000000.0,861000000.0,844000000.0,851000000.0,693000000.0,593000000.0,490000000.0
InventoryWorkInProcess / USD,1769000000.0,1401000000.0,1902000000.0,1821000000.0,1350000000.0,1373000000.0,1691000000.0,1850000000.0,1260000000.0,1364000000.0,1878000000.0,1813000000.0,1386000000.0,1406000000.0,2028000000.0,2076000000.0,1635000000.0,1793000000.0,2557000000.0,2689000000.0,2023000000.0,2127000000.0,2690000000.0,2775000000.0,2206000000.0,2110000000.0,2785000000.0
InventoryWriteDown / USD,,,,,,,,,,,,,,,,,,,,,,,,-12000000.0,,2000000.0,2000000.0
LeaseCost / USD,91000000.0,106000000.0,160000000.0,201000000.0,,,,201000000.0,,,,220000000.0,,,,220000000.0,,,,181000000.0,,,,179000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,778000000.0,655000000.0,630000000.0,648000000.0,,,,648000000.0,,,,598000000.0,,,,504000000.0,,,,530000000.0,,,,532000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,129000000.0,177000000.0,189000000.0,167000000.0,,,,167000000.0,,,,137000000.0,,,,98000000.0,,,,99000000.0,,,,101000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,154000000.0,,,,154000000.0,,,,152000000.0,,,,130000000.0,,,,139000000.0,,,,146000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,55000000.0,60000000.0,57000000.0,47000000.0,,,,47000000.0,,,,51000000.0,,,,37000000.0,,,,43000000.0,,,,40000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,107000000.0,80000000.0,81000000.0,67000000.0,,,,67000000.0,,,,61000000.0,,,,65000000.0,,,,54000000.0,,,,56000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,132000000.0,107000000.0,108000000.0,93000000.0,,,,93000000.0,,,,83000000.0,,,,79000000.0,,,,87000000.0,,,,74000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,171000000.0,136000000.0,147000000.0,120000000.0,,,,120000000.0,,,,114000000.0,,,,95000000.0,,,,108000000.0,,,,115000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,71000000.0,75000000.0,74000000.0,82000000.0,,,,82000000.0,,,,69000000.0,,,,54000000.0,,,,44000000.0,,,,56000000.0,,,
LettersOfCreditOutstandingAmount / USD,,98000000.0,100000000.0,82000000.0,,,,175000000.0,,,,127000000.0,,,,143000000.0,,,,143000000.0,,,,169000000.0,,,
LiabilitiesAndStockholdersEquity / USD,101025000000.0,116129000000.0,109648000000.0,108683000000.0,110102000000.0,43922000000.0,43235000000.0,42397000000.0,42978000000.0,42180000000.0,41690000000.0,42649000000.0,42549000000.0,41496000000.0,41122000000.0,42344000000.0,42633000000.0,40906000000.0,40651000000.0,42618000000.0,45500000000.0,44189000000.0,43110000000.0,42996000000.0,43625000000.0,41464000000.0,41908000000.0
LiabilitiesCurrent / USD,11441000000.0,13049000000.0,13242000000.0,13310000000.0,14078000000.0,8614000000.0,8993000000.0,8238000000.0,9199000000.0,7529000000.0,7734000000.0,8548000000.0,8999000000.0,7252000000.0,7805000000.0,9558000000.0,9653000000.0,7856000000.0,8918000000.0,10744000000.0,13231000000.0,10346000000.0,10348000000.0,10409000000.0,11332000000.0,8953000000.0,10424000000.0
LiabilitiesNoncurrent / USD,19496000000.0,25377000000.0,24407000000.0,20220000000.0,20950000000.0,9241000000.0,8981000000.0,9604000000.0,9700000000.0,9850000000.0,9610000000.0,9038000000.0,8772000000.0,8619000000.0,8338000000.0,7163000000.0,7044000000.0,6979000000.0,6649000000.0,6333000000.0,6430000000.0,7382000000.0,7295000000.0,7308000000.0,7285000000.0,7090000000.0,6505000000.0
LineOfCreditFacilityMaximumBorrowingCapacity / USD,,7300000000.0,7300000000.0,6000000000.0,,,,6000000000.0,,,,6000000000.0,,5500000000.0,5500000000.0,5500000000.0,6000000000.0,6000000000.0,5500000000.0,5500000000.0,6000000000.0,5750000000.0,5750000000.0,5750000000.0,5500000000.0,5500000000.0,5500000000.0
LineOfCreditFacilityRemainingBorrowingCapacity / USD,,6494000000.0,6142000000.0,6000000000.0,,,,6000000000.0,,,,6000000000.0,,5500000000.0,5500000000.0,5500000000.0,5000000000.0,6000000000.0,5500000000.0,5500000000.0,6000000000.0,5750000000.0,5750000000.0,5750000000.0,5500000000.0,5500000000.0,5500000000.0
LitigationSettlementExpense / USD,,,,,,,,,,,,,,,,,,,,87000000.0,,,,87000000.0,54000000.0,101000000.0,101000000.0
LongTermDebtAndCapitalLeaseObligations / USD,5812000000.0,9736000000.0,10215000000.0,5784000000.0,6297000000.0,117000000.0,116000000.0,115000000.0,614000000.0,1102000000.0,1102000000.0,1102000000.0,1102000000.0,1101000000.0,1101000000.0,1100000000.0,1154000000.0,1283000000.0,1277000000.0,1283000000.0,1241000000.0,2290000000.0,2290000000.0,2291000000.0,2492000000.0,2471000000.0,1975000000.0
LongTermDebtCurrent / USD,,1765000000.0,508000000.0,263000000.0,479000000.0,2000000.0,4000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,49000000.0,195000000.0,188000000.0,196000000.0,0.0,0.0,500000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,500000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo / USD,,,,,,,,,,,,,,,,,,,,,,,,761000000.0,,,
MinorityInterest / USD,231000000.0,498000000.0,503000000.0,493000000.0,503000000.0,257000000.0,246000000.0,246000000.0,254000000.0,240000000.0,240000000.0,239000000.0,240000000.0,240000000.0,239000000.0,239000000.0,240000000.0,240000000.0,240000000.0,239000000.0,240000000.0,241000000.0,241000000.0,242000000.0,241000000.0,242000000.0,242000000.0
NetCashProvidedByUsedInFinancingActivities / USD,-694000000.0,-1212000000.0,-591000000.0,5632000000.0,1312000000.0,-685000000.0,761000000.0,-2624000000.0,2344000000.0,2214000000.0,2695000000.0,-2929000000.0,821000000.0,-27000000.0,365000000.0,303000000.0,714000000.0,106000000.0,663000000.0,-1266000000.0,3274000000.0,3379000000.0,3603000000.0,-1180000000.0,1766000000.0,1518000000.0,2137000000.0
NetCashProvidedByUsedInInvestingActivities / USD,382000000.0,2000000.0,-228000000.0,-2382000000.0,-502000000.0,-674000000.0,-964000000.0,-505000000.0,-130000000.0,-252000000.0,-445000000.0,-904000000.0,36000000.0,-17000000.0,-201000000.0,-674000000.0,-404000000.0,-435000000.0,-439000000.0,-362000000.0,-1511000000.0,-1544000000.0,-1773000000.0,-632000000.0,-270000000.0,-305000000.0,-466000000.0
NetCashProvidedByUsedInOperatingActivities / USD,-1975000000.0,-1590000000.0,-2780000000.0,-3949000000.0,-1541000000.0,-1088000000.0,-2303000000.0,483000000.0,-1930000000.0,-869000000.0,-1237000000.0,1070000000.0,-1950000000.0,-643000000.0,-819000000.0,2064000000.0,-2730000000.0,-1621000000.0,-2146000000.0,2727000000.0,-3311000000.0,-2499000000.0,-2604000000.0,872000000.0,-2609000000.0,-2158000000.0,-2028000000.0
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations / USD,,,,,,,,,,,,,,,,,,,,2769000000.0,-3302000000.0,-2480000000.0,-2574000000.0,912000000.0,-2606000000.0,-1999000000.0,-1871000000.0
NetIncomeLoss / USD,-228000000.0,587000000.0,-4534000000.0,1734000000.0,164000000.0,-444000000.0,-938000000.0,-5065000000.0,272000000.0,1032000000.0,640000000.0,-959000000.0,600000000.0,1570000000.0,1600000000.0,681000000.0,564000000.0,1533000000.0,1202000000.0,1759000000.0,595000000.0,1309000000.0,988000000.0,1147000000.0,419000000.0,1472000000.0,948000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,7000000.0,24000000.0,29000000.0,27000000.0,12000000.0,26000000.0,15000000.0,38000000.0,10000000.0,16000000.0,18000000.0,18000000.0,3000000.0,6000000.0,8000000.0,20000000.0,3000000.0,6000000.0,9000000.0,10000000.0,4000000.0,7000000.0,10000000.0,11000000.0,4000000.0,7000000.0,10000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,0.78,-6.05,2.0,0.22,-0.59,-1.25,-6.76,0.36,1.37,0.85,-1.28,0.81,2.12,2.17,0.91,0.78,2.11,1202000000.0,1759000000.0,595000000.0,1309000000.0,988000000.0,1147000000.0,419000000.0,1472000000.0,948000000.0
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,,,,,,,,,,,,,1248000000.0,1812000000.0,603000000.0,1480000000.0,1162000000.0,1205000000.0,372000000.0,1425000000.0,903000000.0
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic / USD,,668000000.0,1194000000.0,1384000000.0,356000000.0,-722000000.0,-700000000.0,1739000000.0,,,,-676000000.0,,,,-55000000.0,,,,-53000000.0,,,,-58000000.0,,,
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest / USD,,18000000.0,23000000.0,8000000.0,8000000.0,21000000.0,10000000.0,29000000.0,10000000.0,16000000.0,18000000.0,13000000.0,3000000.0,6000000.0,8000000.0,20000000.0,3000000.0,6000000.0,9000000.0,10000000.0,4000000.0,7000000.0,10000000.0,11000000.0,4000000.0,7000000.0,10000000.0
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent / USD,,,,,,,,,,,,,,,,,,,170000000.0,,-31000000.0,-61000000.0,-91000000.0,,-36000000.0,-72000000.0,-109000000.0
NonoperatingIncomeExpense / USD,47000000.0,111000000.0,118000000.0,-501000000.0,31000000.0,31000000.0,90000000.0,249000000.0,1000000.0,90000000.0,120000000.0,215000000.0,337000000.0,635000000.0,1013000000.0,212000000.0,17000000.0,66000000.0,89000000.0,1348000000.0,-71000000.0,-205000000.0,-354000000.0,-60000000.0,-99000000.0,-212000000.0,-319000000.0
NontradeReceivables / USD,,,,,,,,,,,,,,,,,124000000.0,131000000.0,132000000.0,,137000000.0,139000000.0,137000000.0,,125000000.0,152000000.0,145000000.0
NotesAndLoansReceivableNetCurrent / USD,,1625000000.0,1605000000.0,194000000.0,377000000.0,1291000000.0,1403000000.0,171000000.0,412000000.0,1391000000.0,1407000000.0,163000000.0,533000000.0,1445000000.0,1408000000.0,120000000.0,426000000.0,1305000000.0,1233000000.0,93000000.0,451000000.0,1327000000.0,1307000000.0,119000000.0,440000000.0,1220000000.0,1241000000.0
NumberOfReportableSegments / pure,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
OperatingLeaseCost / USD,54000000.0,85000000.0,131000000.0,166000000.0,,,,166000000.0,,,,197000000.0,,,,197000000.0,,,,158000000.0,,,,152000000.0,,,
OperatingLeaseLiability / USD,707000000.0,580000000.0,556000000.0,566000000.0,,,,566000000.0,,,,529000000.0,,,,459000000.0,,,,450000000.0,,,,486000000.0,,,
OperatingLeaseLiabilityCurrent / USD,213000000.0,152000000.0,149000000.0,140000000.0,,,,140000000.0,,,,138000000.0,,,,121000000.0,,,,119000000.0,,,,131000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,494000000.0,428000000.0,407000000.0,426000000.0,,,,426000000.0,,,,391000000.0,,,,338000000.0,,,,331000000.0,,,,355000000.0,,,
OperatingLeasePayments / USD,56000000.0,90000000.0,146000000.0,174000000.0,,,,174000000.0,,,,202000000.0,,,,202000000.0,,,,169000000.0,,,,155000000.0,,,
OperatingLeaseResidualValueOfLeasedAsset / USD,,,,,,,,,,,,,,,,,,,,207000000.0,,,,215000000.0,,,
OperatingLeaseRightOfUseAsset / USD,703000000.0,553000000.0,543000000.0,555000000.0,,,,555000000.0,,,,521000000.0,,,,458000000.0,,,,460000000.0,,,,412000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,0.0337,0.0355,0.0374,0.0396,,,,0.0396,,,,0.0306,,,,0.0275,,,,0.0314,,,,0.0298,,,
OtherAssetsCurrent / USD,1165000000.0,1181000000.0,1041000000.0,1038000000.0,1318000000.0,1010000000.0,1043000000.0,1190000000.0,1530000000.0,1192000000.0,1167000000.0,1165000000.0,1405000000.0,1052000000.0,1029000000.0,1010000000.0,1296000000.0,978000000.0,1039000000.0,968000000.0,1335000000.0,1008000000.0,1070000000.0,1131000000.0,1416000000.0,892000000.0,831000000.0
OtherAssetsNoncurrent / USD,1810000000.0,1909000000.0,1888000000.0,1932000000.0,2368000000.0,2464000000.0,2440000000.0,2326000000.0,2336000000.0,1974000000.0,1954000000.0,1939000000.0,1987000000.0,1740000000.0,1796000000.0,1804000000.0,1886000000.0,1640000000.0,1671000000.0,1687000000.0,1660000000.0,1545000000.0,1561000000.0,1519000000.0,1583000000.0,1571000000.0,1644000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,42000000.0,139000000.0,-67000000.0,-152000000.0,-154000000.0,8000000.0,-6000000.0,10000000.0,17000000.0
