fact_unit,2009-08-05,2009-10-29,2010-02-19,2010-05-07,2010-08-04,2010-11-04,2011-02-17,2011-05-04,2011-08-04,2011-11-03,2012-02-16,2012-05-02,2012-08-07,2012-10-29,2013-02-21,2013-05-02,2013-07-31,2013-10-30,2014-02-11,2014-05-01,2014-07-31,2014-10-28,2015-02-10,2015-04-29,2015-07-29,2015-10-28,2016-02-18,2016-05-04,2016-07-28,2016-11-04,2017-02-16,2017-05-02,2017-07-27,2017-11-02,2018-02-09,2018-05-03,2018-07-26,2018-11-05,2019-02-28,2019-05-02,2019-08-09,2019-11-07,2020-02-18,2020-03-31,2020-05-01,2020-07-30,2020-10-29,2021-02-25,2021-04-29,2021-07-29,2021-11-01,2022-02-10,2022-04-28,2022-07-28,2022-10-27,2023-02-23,2023-05-04,2023-07-27,2023-10-26,2024-02-22,2024-04-25,2024-07-25,2024-11-07,2025-02-13,2025-04-24,2025-07-31,2025-10-23
AccountsPayableOtherCurrent / USD,,,,,,,,,,379000000.0,379000000.0,420000000.0,420000000.0,420000000.0,420000000.0,444000000.0,444000000.0,444000000.0,444000000.0,471000000.0,471000000.0,471000000.0,471000000.0,476000000.0,476000000.0,476000000.0,476000000.0,398000000.0,398000000.0,398000000.0,398000000.0,433000000.0,433000000.0,433000000.0,433000000.0,517000000.0,517000000.0,517000000.0,517000000.0,464000000.0,464000000.0,464000000.0,464000000.0,,566000000.0,566000000.0,566000000.0,566000000.0,580000000.0,580000000.0,580000000.0,580000000.0,679000000.0,679000000.0,679000000.0,679000000.0,778000000.0,778000000.0,778000000.0,778000000.0,851000000.0,851000000.0,851000000.0,851000000.0,748000000.0,748000000.0,748000000.0
AccountsPayableTradeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975000000.0,,1954000000.0,1954000000.0,1954000000.0,1954000000.0,2402000000.0,2402000000.0,2402000000.0,2402000000.0,2855000000.0,2855000000.0,2855000000.0,2855000000.0,2888000000.0,2888000000.0,2888000000.0,2888000000.0,2309000000.0,2309000000.0,2309000000.0,2309000000.0,2748000000.0,2748000000.0,2748000000.0
AccountsReceivableNetCurrent / USD,1751000000.0,1751000000.0,1751000000.0,1609000000.0,859000000.0,859000000.0,859000000.0,944000000.0,944000000.0,944000000.0,944000000.0,992000000.0,992000000.0,992000000.0,992000000.0,937000000.0,937000000.0,937000000.0,937000000.0,1091000000.0,1091000000.0,1091000000.0,1091000000.0,960000000.0,960000000.0,960000000.0,960000000.0,1106000000.0,1106000000.0,1106000000.0,1106000000.0,1252000000.0,1252000000.0,1252000000.0,1252000000.0,1243000000.0,1243000000.0,1243000000.0,1243000000.0,1148000000.0,1148000000.0,1148000000.0,1148000000.0,,1287000000.0,1287000000.0,1287000000.0,1287000000.0,1883000000.0,1883000000.0,1883000000.0,1883000000.0,2345000000.0,2345000000.0,2345000000.0,2345000000.0,2645000000.0,2645000000.0,2645000000.0,2645000000.0,2048000000.0,2048000000.0,2048000000.0,2048000000.0,2220000000.0,2220000000.0,2220000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-221000000.0,-221000000.0,-221000000.0,-160000000.0,-160000000.0,-160000000.0,-160000000.0,-202000000.0,-202000000.0,-202000000.0,-202000000.0,-213000000.0,-213000000.0,-213000000.0,-213000000.0,-101000000.0,-101000000.0,-101000000.0,-101000000.0,-101000000.0,-101000000.0,-101000000.0,-101000000.0,50000000.0,50000000.0,50000000.0,50000000.0,11000000.0,11000000.0,11000000.0,-7000000.0,-7000000.0,-7000000.0,-7000000.0,-9000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,-9000000.0,-9000000.0,-9000000.0,-9000000.0,,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-27000000.0,-27000000.0,-27000000.0,-27000000.0,-20000000.0,-20000000.0,-20000000.0,-20000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-13000000.0,-13000000.0,-13000000.0,-13000000.0,-19000000.0,-19000000.0,-19000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,57000000.0,,24000000.0,30000000.0,57000000.0,16000000.0,29000000.0,41000000.0,56000000.0,19000000.0,31000000.0,43000000.0,26000000.0,12000000.0,27000000.0,41000000.0,57000000.0,6000000.0,34000000.0,58000000.0,64000000.0,6000000.0,35000000.0,59000000.0,78000000.0,56000000.0,13000000.0,-2000000.0,93000000.0,34000000.0,49000000.0,64000000.0,108000000.0,,,,85000000.0,,,,,89000000.0,,,,50000000.0,,,,35000000.0,,,,56000000.0,,,,115000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64000000.0,,,,50000000.0,,,,,63000000.0,,,,35000000.0,,,,25000000.0,,,,40000000.0,,,,83000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,76000000.0,76000000.0,76000000.0,68000000.0,68000000.0,68000000.0,68000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,87000000.0,87000000.0,87000000.0,87000000.0,80000000.0,80000000.0,80000000.0,80000000.0,66000000.0,66000000.0,66000000.0,66000000.0,54000000.0,54000000.0,54000000.0,54000000.0,58000000.0,58000000.0,58000000.0,58000000.0,64000000.0,64000000.0,64000000.0,64000000.0,56000000.0,56000000.0,56000000.0,56000000.0,,43000000.0,43000000.0,43000000.0,43000000.0,146000000.0,146000000.0,146000000.0,146000000.0,171000000.0,171000000.0,171000000.0,171000000.0,166000000.0,166000000.0,166000000.0,166000000.0,445000000.0,445000000.0,445000000.0,445000000.0,418000000.0,418000000.0,418000000.0
AllowanceForDoubtfulOtherReceivablesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,35000000.0,35000000.0,35000000.0,35000000.0
AssetRetirementObligation / USD,,,,,,,,,,,1593000000.0,,,,1586000000.0,,,,1609000000.0,,,,2919000000.0,,,,3538000000.0,,,,3575000000.0,,,,3643000000.0,,,,4684000000.0,,,,4899000000.0,,,,,5994000000.0,,,,5854000000.0,,,6400000000.0,6412000000.0,,,,5298000000.0,,,,5912000000.0,,,
AssetRetirementObligationAccretionExpense / USD,,,,,,,,,,,93000000.0,,,,100000000.0,,,,101000000.0,,,,130000000.0,,,,163000000.0,,,,169000000.0,,,,194000000.0,,,,207000000.0,,,,211000000.0,,,,,274000000.0,,,,265000000.0,,,,287000000.0,,,,213000000.0,,,,253000000.0,,,
