fact_unit,2009-08-05,2009-10-28,2010-02-26,2010-05-05,2010-08-04,2010-10-28,2011-03-30,2011-05-05,2011-08-04,2011-11-02,2012-02-29,2012-05-03,2012-08-02,2012-11-07,2013-02-27,2013-05-02,2013-08-01,2013-11-06,2014-02-26,2014-05-01,2014-08-06,2014-11-05,2015-02-26,2015-05-11,2015-08-10,2015-11-05,2016-02-26,2016-05-10,2016-08-05,2016-11-04,2017-02-28,2017-05-05,2017-08-03,2017-11-03,2018-02-22,2018-05-04,2018-08-03,2018-11-08,2019-02-28,2019-05-09,2019-08-07,2019-11-07,2020-02-27,2020-05-07,2020-05-19,2020-08-06,2020-11-05,2021-02-25,2021-05-06,2021-08-05,2021-11-04,2022-02-22,2022-05-03,2022-08-02,2022-11-01,2023-02-17,2023-04-27,2023-07-27,2023-10-26,2024-02-20,2024-04-30,2024-07-30,2024-10-28,2025-02-20,2025-04-24,2025-07-24,2025-10-23,2025-11-07
AccountsPayableCurrent / USD,,,,,,,648000000.0,667000000.0,667000000.0,667000000.0,667000000.0,560000000.0,560000000.0,560000000.0,560000000.0,561000000.0,561000000.0,561000000.0,561000000.0,689000000.0,689000000.0,689000000.0,689000000.0,716000000.0,716000000.0,716000000.0,716000000.0,483000000.0,483000000.0,483000000.0,483000000.0,657000000.0,657000000.0,657000000.0,657000000.0,963000000.0,963000000.0,963000000.0,963000000.0,1240000000.0,1240000000.0,1240000000.0,1240000000.0,884000000.0,761000000.0,884000000.0,884000000.0,884000000.0,853000000.0,853000000.0,853000000.0,853000000.0,1196000000.0,1196000000.0,1196000000.0,1196000000.0,1352000000.0,1352000000.0,1352000000.0,1352000000.0,917000000.0,917000000.0,917000000.0,917000000.0,1320000000.0,1320000000.0,1320000000.0,1320000000.0
AccountsReceivableNetCurrent / USD,1009000000.0,1009000000.0,1009000000.0,790000000.0,790000000.0,790000000.0,790000000.0,835000000.0,835000000.0,835000000.0,835000000.0,773000000.0,773000000.0,773000000.0,773000000.0,768000000.0,768000000.0,768000000.0,768000000.0,851000000.0,851000000.0,851000000.0,851000000.0,837000000.0,837000000.0,837000000.0,837000000.0,593000000.0,593000000.0,593000000.0,593000000.0,740000000.0,740000000.0,740000000.0,740000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1190000000.0,1190000000.0,1190000000.0,1190000000.0,702000000.0,586000000.0,702000000.0,702000000.0,702000000.0,676000000.0,676000000.0,676000000.0,676000000.0,690000000.0,690000000.0,690000000.0,690000000.0,889000000.0,889000000.0,889000000.0,889000000.0,710000000.0,710000000.0,710000000.0,710000000.0,717000000.0,717000000.0,717000000.0,717000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,3710000000.0,3710000000.0,,3982000000.0,3982000000.0,3982000000.0,3982000000.0,4273000000.0,4273000000.0,4273000000.0,4273000000.0,4466000000.0,4466000000.0,4466000000.0,4466000000.0,4780000000.0,4780000000.0,4780000000.0,4780000000.0,4545000000.0,4545000000.0,4545000000.0,4545000000.0,4856000000.0,4856000000.0,4856000000.0,4856000000.0,5113000000.0,5113000000.0,5113000000.0,5113000000.0,5524000000.0,5524000000.0,5524000000.0,5524000000.0,5974000000.0,5974000000.0,5974000000.0,5974000000.0,6223000000.0,6223000000.0,6223000000.0,6223000000.0,9700000000.0,6211000000.0,9700000000.0,9700000000.0,9700000000.0,10152000000.0,10152000000.0,10152000000.0,,10189000000.0,10189000000.0,10189000000.0,,10585000000.0,10585000000.0,10585000000.0,10585000000.0,10543000000.0,10543000000.0,10543000000.0,10543000000.0,10578000000.0,10578000000.0,10578000000.0,10578000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-131000000.0,-131000000.0,,-124000000.0,-124000000.0,-124000000.0,,-117000000.0,-117000000.0,-117000000.0,,-133000000.0,-133000000.0,-133000000.0,,-135000000.0,-135000000.0,-135000000.0,,-90000000.0,-90000000.0,-90000000.0,,-86000000.0,-86000000.0,-86000000.0,,-66000000.0,-66000000.0,-66000000.0,-66000000.0,-71000000.0,-71000000.0,-71000000.0,-71000000.0,-68000000.0,-68000000.0,-68000000.0,-68000000.0,-108000000.0,-108000000.0,-108000000.0,-108000000.0,-98000000.0,-108000000.0,-98000000.0,-98000000.0,-98000000.0,-98000000.0,-98000000.0,-98000000.0,-90000000.0,-90000000.0,-90000000.0,-90000000.0,-64000000.0,-64000000.0,-64000000.0,-64000000.0,-64000000.0,-31000000.0,-31000000.0,-31000000.0,-31000000.0,-35000000.0,-17000000.0,-17000000.0,-17000000.0
AdditionalPaidInCapital / USD,3158000000.0,3158000000.0,,3671000000.0,3671000000.0,3671000000.0,,4100000000.0,4100000000.0,4100000000.0,,4120000000.0,4120000000.0,4120000000.0,,4130000000.0,4130000000.0,4130000000.0,,4157000000.0,4157000000.0,4157000000.0,,4169000000.0,4169000000.0,4169000000.0,,4180000000.0,4180000000.0,4180000000.0,4180000000.0,4195000000.0,4195000000.0,4195000000.0,4195000000.0,4209000000.0,4209000000.0,4209000000.0,4209000000.0,6072000000.0,6072000000.0,6072000000.0,6072000000.0,6080000000.0,6072000000.0,6080000000.0,6080000000.0,6080000000.0,6914000000.0,6914000000.0,6914000000.0,6914000000.0,8529000000.0,8529000000.0,8529000000.0,8529000000.0,8568000000.0,8568000000.0,8568000000.0,8568000000.0,8604000000.0,8604000000.0,8604000000.0,8604000000.0,9105000000.0,9105000000.0,9105000000.0,9105000000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,488000000.0,,,,423000000.0,,,,492000000.0,,,,413000000.0,,,,64000000.0,,,,88000000.0,,73000000.0,,,76000000.0,,,,75000000.0,,,,73000000.0,,,,79000000.0,,,,84000000.0,,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,28000000.0,28000000.0,28000000.0,26000000.0,26000000.0,26000000.0,26000000.0,20000000.0,20000000.0,20000000.0,20000000.0,15000000.0,15000000.0,15000000.0,15000000.0,19000000.0,19000000.0,19000000.0,19000000.0,18000000.0,18000000.0,18000000.0,18000000.0,21000000.0,,21000000.0,21000000.0,21000000.0,52000000.0,52000000.0,52000000.0,52000000.0,44000000.0,44000000.0,44000000.0,44000000.0,38000000.0,38000000.0,38000000.0,38000000.0,27000000.0,27000000.0,27000000.0,27000000.0,28000000.0,28000000.0,28000000.0,28000000.0
AmortizationOfRegulatoryAsset / USD,,,,,,,230000000.0,,,,247000000.0,,,,333000000.0,,,,357000000.0,,,,,,,,,,,,,,,,,,,,455000000.0,,,,329000000.0,,329000000.0,,,531000000.0,,,,271000000.0,,,,155000000.0,,,,213000000.0,,,,191000000.0,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,2617772.0,1753239.0,1616951.0,1522444.0,2372132.0,111760.0,37497.0,,1458598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676.0,,
AssetRetirementObligation / USD,,,,,,,63000000.0,,,,82000000.0,,,,84000000.0,,,,156000000.0,,,,164000000.0,,,,134000000.0,,,,176000000.0,,,,195000000.0,,,,205000000.0,46000000.0,90000000.0,75000000.0,281000000.0,,281000000.0,,,258000000.0,,,,539000000.0,,,,664000000.0,,,,659000000.0,,,119000000.0,610000000.0,130000000.0,132000000.0,137000000.0,137000000.0
