fact_unit,2016-05-06,2016-08-04,2016-11-02,2017-02-27,2017-05-04,2017-08-02,2017-11-08,2018-02-27,2018-05-02,2018-08-01,2018-11-07,2019-02-27,2019-05-01,2019-08-01,2019-11-06,2020-02-26,2020-05-06,2020-08-05,2020-11-05,2021-02-23,2021-05-06,2021-08-02,2021-11-04,2022-02-24,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-22,2024-05-02,2024-08-01,2024-11-07,2025-02-24,2025-05-01,2025-08-07,2025-11-06
OperatingLeaseExpense / USD,,,,,,,,,,,,,,,,,,,,32500000.0,,,,32500000.0,,,,75200000.0,,,,80300000.0,,,,93600000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,,,,,135597000.0,132220000.0,132236000.0,136105000.0,386897000.0,428428000.0,436024000.0,442409000.0,455854000.0,,,459044000.0,,,,424458000.0,,,,343358000.0,,,,331258000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,0.0,0.0,0.0,27275000.0,27275000.0,27275000.0,27275000.0,27275000.0,52747000.0,52747000.0,52747000.0,52747000.0,64027000.0,64027000.0,64027000.0,64027000.0,66854000.0,66854000.0,66854000.0,66854000.0,53721000.0,53721000.0,53721000.0,53721000.0,52880000.0,52880000.0,52880000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,112556000.0,107265000.0,106457000.0,108830000.0,108830000.0,108830000.0,108830000.0,108830000.0,389662000.0,389662000.0,389662000.0,389662000.0,395017000.0,395017000.0,395017000.0,395017000.0,357419000.0,357419000.0,357419000.0,357419000.0,289788000.0,289788000.0,289788000.0,289788000.0,278617000.0,278617000.0,278617000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,16067000.0,24580000.0,33340000.0,9293000.0,16067000.0,24580000.0,33340000.0,9570000.0,,,46901000.0,,,,77201000.0,,,,92730000.0,,,,93890000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,111956000.0,107809000.0,108670000.0,113148000.0,113148000.0,113148000.0,113148000.0,113148000.0,456888000.0,456888000.0,456888000.0,456888000.0,449406000.0,449406000.0,449406000.0,449406000.0,373172000.0,373172000.0,373172000.0,373172000.0,244701000.0,244701000.0,244701000.0,244701000.0,219954000.0,219954000.0,219954000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,,,0.04,,,,0.0355,,,,0.0355,,,,0.0362,,,
OtherAccruedLiabilitiesCurrent / USD,11060000.0,11060000.0,8617000.0,8617000.0,11181000.0,11181000.0,6583000.0,5367000.0,12020000.0,12020000.0,12020000.0,11452000.0,14958000.0,25315000.0,25315000.0,23729000.0,26494000.0,26494000.0,26494000.0,26494000.0,54596000.0,54596000.0,54596000.0,71586000.0,144991000.0,144536000.0,84692000.0,133154000.0,258129000.0,258129000.0,258129000.0,258129000.0,316372000.0,316372000.0,316372000.0,316372000.0,270898000.0,270898000.0,270898000.0
OtherAccruedLiabilitiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154972000.0,154972000.0,154972000.0,,152164000.0,152164000.0,152164000.0
OtherAssetsCurrent / USD,42051000.0,41447000.0,41447000.0,41447000.0,60543000.0,60543000.0,60543000.0,60543000.0,86454000.0,86454000.0,86454000.0,86454000.0,164966000.0,164966000.0,164966000.0,198804000.0,250409000.0,250409000.0,250409000.0,250409000.0,383067000.0,383067000.0,383067000.0,383067000.0,687429000.0,687429000.0,687429000.0,687429000.0,1627265000.0,1627265000.0,1627265000.0,1627265000.0,2353488000.0,2353488000.0,2353488000.0,2353488000.0,2945130000.0,2580068000.0,2580068000.0
OtherAssetsMiscellaneousCurrent / USD,2916000.0,2312000.0,2312000.0,2312000.0,10812000.0,10812000.0,10545000.0,10545000.0,15115000.0,15115000.0,15115000.0,15115000.0,46062000.0,46062000.0,46062000.0,46062000.0,39951000.0,39951000.0,39951000.0,39951000.0,66814000.0,66814000.0,66814000.0,66814000.0,118189000.0,118189000.0,118189000.0,118189000.0,185485000.0,185485000.0,185485000.0,159930000.0,227003000.0,227003000.0,227003000.0,227003000.0,324198000.0,324198000.0,324198000.0
OtherAssetsMiscellaneousNoncurrent / USD,1645000.0,1645000.0,1645000.0,1645000.0,,,50000.0,50000.0,2305000.0,2305000.0,2305000.0,3612000.0,13051000.0,13051000.0,13051000.0,13051000.0,27935000.0,27935000.0,27935000.0,27935000.0,26956000.0,26956000.0,26956000.0,26956000.0,67914000.0,67914000.0,67914000.0,67914000.0,101454000.0,101454000.0,101454000.0,101454000.0,122508000.0,122508000.0,122508000.0,113111000.0,131794000.0,131794000.0,131794000.0
OtherAssetsNoncurrent / USD,3826000.0,3826000.0,3826000.0,3826000.0,3194000.0,3194000.0,3194000.0,3194000.0,31350000.0,31350000.0,31350000.0,31350000.0,58393000.0,58393000.0,58393000.0,74229000.0,196388000.0,196388000.0,196388000.0,196388000.0,499250000.0,499250000.0,499250000.0,499250000.0,370535000.0,370535000.0,370535000.0,370535000.0,813539000.0,813539000.0,813539000.0,484237000.0,1531370000.0,1531370000.0,1531370000.0,730089000.0,2245911000.0,2245911000.0,2245911000.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,4758000.0,3191000.0,,-2534000.0,-3979000.0,-5083000.0,,-29954000.0,-37198000.0,-44876000.0,-15096000.0,14410000.0,20877000.0,28870000.0,-35489000.0,2278000.0,4161000.0,11703000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,-2021000.0,7090000.0,,-10595000.0,-11511000.0,-25656000.0,,264746000.0,-376283000.0,-985328000.0,-24667000.0,-63881000.0,-35165000.0,-308262000.0,-471166000.0,-284174000.0,-158223000.0,176692000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,-5061000.0,-5061000.0,7682000.0,-13129000.0,-13129000.0,-13129000.0,21699000.0,234792000.0,234792000.0,234792000.0,-39763000.0,-49471000.0,-49471000.0,-49471000.0,-506655000.0,-281896000.0,-281896000.0,-281896000.0
OtherLiabilitiesNoncurrent / USD,52522000.0,52522000.0,52522000.0,52522000.0,57745000.0,57745000.0,57745000.0,57745000.0,69538000.0,69538000.0,69538000.0,69538000.0,93286000.0,93286000.0,93286000.0,93286000.0,94461000.0,94461000.0,94461000.0,94461000.0,85291000.0,85291000.0,85291000.0,85291000.0,207610000.0,207610000.0,207610000.0,207610000.0,334155000.0,334155000.0,334155000.0,201657000.0,480455000.0,480455000.0,480455000.0,154972000.0,593216000.0,593216000.0,593216000.0
OtherLongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000.0,460356000.0,460356000.0,460356000.0,460356000.0,0.0,0.0,0.0,0.0,999497000.0,999497000.0,999497000.0
OtherLongTermDebtNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,4559208000.0,4559208000.0,4559208000.0,,4109829000.0,4109829000.0,4109829000.0,4109829000.0,4120091000.0,4120091000.0,4120091000.0,4120091000.0,5105939000.0,5105939000.0,5105939000.0
OtherNonoperatingIncomeExpense / USD,-796000.0,-746000.0,-1390000.0,,,,,,,,1951000.0,247000.0,-707000.0,108000.0,37908000.0,1595000.0,-11299000.0,-12529000.0,-6988000.0,18469000.0,-5862000.0,19729000.0,20513000.0,-273000.0,-27528000.0,48260000.0,36249000.0,291725000.0,33472000.0,52238000.0,71036000.0,29474000.0,77717000.0,92352000.0,68440000.0,95443000.0,4420000.0,15004000.0,24665000.0
OtherSellingAndMarketingExpense / USD,,,,,,,,,,,,,,,,,,,,149000000.0,106800000.0,256700000.0,465100000.0,279700000.0,183600000.0,372700000.0,555900000.0,635300000.0,202300000.0,407900000.0,620300000.0,778300000.0,243700000.0,479100000.0,693300000.0,840000000.0,210900000.0,463600000.0,697900000.0
OtherSignificantNoncashTransactionValueOfConsiderationGiven1 / USD,22887000.0,22887000.0,27456000.0,59576000.0,0.0,0.0,0.0,35776000.0,400000.0,644000.0,644000.0,0.0,1151000.0,3995000.0,3995000.0,0.0,6447000.0,8411000.0,8411000.0,140107000.0,7338000.0,7439000.0,8974000.0,,,50528000.0,54132000.0,8974000.0,,14377000.0,14377000.0,50079000.0,,,,14377000.0,,,
OtherTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1900000000.0,,,
PayablesToCustomers / USD,,,,215365000.0,388058000.0,431632000.0,431632000.0,431632000.0,733736000.0,733736000.0,733736000.0,733736000.0,749215000.0,749215000.0,749215000.0,749215000.0,1273135000.0,1273135000.0,1273135000.0,1273135000.0,3009051000.0,3009051000.0,3009051000.0,3009051000.0,3979624000.0,3979624000.0,3979624000.0,3979624000.0,5548656000.0,5548656000.0,5548656000.0,5548656000.0,6795340000.0,6795340000.0,6795340000.0,6795340000.0,5837152000.0,5837152000.0,5837152000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,252095000.0,641603000.0,987179000.0
PaymentsOfDebtIssuanceCosts / USD,,,,0.0,,,,1387000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,26619000.0,26619000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,0.0,0.0,0.0,0.0,18298000.0,0.0,27651000.0,68575000.0,125899000.0,44682000.0,50801000.0,106663000.0,164044000.0,189124000.0,48772000.0,93654000.0,182607000.0,212264000.0,152013000.0,292225000.0,312406000.0,314019000.0,2456000.0,4253000.0,4734000.0,323011000.0,,,,4735000.0,,,
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,0.0,0.0,0.0,0.0,73086000.0,102245000.0,139103000.0,0.0,181851000.0,314055000.0,485484000.0,164766000.0,50221000.0,165024000.0,859060000.0,544910000.0,193673000.0,354908000.0,758969000.0,1000346000.0,363874000.0,724862000.0,966278000.0,992583000.0,401161000.0,1482486000.0,2343446000.0,1322362000.0,209981000.0,383372000.0,521692000.0,2714560000.0,56761000.0,423751000.0,934904000.0,755697000.0,184048000.0,757335000.0,1035477000.0
PaymentsToAcquireFinanceReceivables / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1946468000.0,7543996000.0,12286091000.0,0.0,4911509000.0,10546501000.0,16401673000.0,18361871000.0,6095104000.0,12866904000.0,20197450000.0
PaymentsToAcquireLoansHeldForInvestment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PaymentsToAcquireOtherInvestments / USD,,,,,,,,,,,,,0.0,0.0,0.0,25000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,15250000.0,28470000.0,45425000.0,47550000.0,1277000.0,16495000.0,39448000.0,39079000.0,48510000.0,4821000.0,4397000.0,7277000.0,56712000.0,2924000.0,19079000.0,37218000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,10419000.0,20760000.0,30724000.0,28794000.0,7527000.0,15840000.0,19674000.0,37432000.0,6508000.0,13883000.0,19625000.0,25433000.0,8083000.0,23143000.0,37173000.0,26097000.0,18168000.0,30162000.0,45826000.0,61203000.0,26137000.0,56561000.0,86353000.0,62498000.0,34149000.0,66628000.0,98028000.0,138402000.0,41187000.0,85420000.0,121709000.0,134320000.0,32253000.0,61775000.0,99457000.0,170815000.0,31998000.0,70355000.0,126954000.0
PreferredStockParOrStatedValuePerShare / USD/shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesAuthorized / shares,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseCurrent / USD,7101000.0,7101000.0,7101000.0,7101000.0,7365000.0,7365000.0,7365000.0,7365000.0,14473000.0,14473000.0,14473000.0,14473000.0,21782000.0,21782000.0,21782000.0,21782000.0,22758000.0,22758000.0,22758000.0,22758000.0,34279000.0,34279000.0,34279000.0,34279000.0,63341000.0,63341000.0,63341000.0,63341000.0,141262000.0,141262000.0,141262000.0,141262000.0,100770000.0,100770000.0,100770000.0,100770000.0,129343000.0,129343000.0,129343000.0
ProceedsFromIssuanceOfSeniorLongTermDebt / USD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1971828000.0,1971828000.0,0.0,,,,1971828000.0,,0.0,0.0,0.0,,2000000000.0,2000000000.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions / USD,,,,14056000.0,,,,13840000.0,,,,96439000.0,,,,162504000.0,,66921000.0,81781000.0,133850000.0,31406000.0,78085000.0,106600000.0,118514000.0,32891000.0,72155000.0,84866000.0,161985000.0,4093000.0,43117000.0,49233000.0,126719000.0,6825000.0,65962000.0,70416000.0,81768000.0,19943000.0,86201000.0,88053000.0
ProceedsFromLongTermLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,183440000.0,376219000.0,711455000.0,0.0,47975000.0,289418000.0,564588000.0,1620805000.0,160587000.0,319634000.0,406359000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities / USD,,0.0,0.0,0.0,0.0,16768000.0,26268000.0,0.0,15569000.0,52064000.0,106079000.0,43200000.0,45450000.0,79273000.0,128603000.0,168224000.0,111505000.0,220229000.0,325682000.0,197454000.0,98146000.0,267686000.0,404931000.0,430888000.0,139353000.0,296082000.0,609377000.0,607134000.0,262559000.0,540914000.0,769276000.0,831019000.0,273771000.0,656502000.0,994740000.0,999569000.0,204737000.0,458029000.0,790748000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,,-3298000.0,-1439000.0,-1379000.0,-2663000.0,-3946000.0,-4789000.0,-1055000.0,-1924000.0,-2606000.0,-5124000.0,,,-7112000.0,-7359000.0,,0.0,0.0,-9948000.0,,-4320000.0,-19977000.0,-87692000.0,,-18473000.0,-18473000.0
ProceedsFromSaleAndCollectionOfFinanceReceivables / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943554000.0,7688413000.0,12538992000.0,0.0,5339800000.0,10933947000.0,16814089000.0,18192470000.0,6824596000.0,13727603000.0,21142547000.0
ProceedsFromSaleAndCollectionOfLoansHeldforsale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585211000.0,10419823000.0
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,65121000.0,34222000.0,0.0,56259000.0,106358000.0,89087000.0,44810000.0,116522000.0,327247000.0,171992000.0,247027000.0,330626000.0,432162000.0,548619000.0,249342000.0,374760000.0,558724000.0,585427000.0,178352000.0,234142000.0,236524000.0,617097000.0,15697000.0,24874000.0,39450000.0,449723000.0,327128000.0,395455000.0,436912000.0
ProfitLoss / USD,,,,,,,,,,,,,,,,,,,,,,-105891000.0,-105891000.0,375446000.0,39008000.0,39008000.0,39008000.0,213105000.0,-207363000.0,-207363000.0,-207363000.0,158826000.0,95828000.0,95828000.0,95828000.0,-553005000.0,470820000.0,470820000.0,470820000.0
PropertyPlantAndEquipmentGross / USD,133191000.0,133191000.0,133191000.0,133191000.0,161660000.0,161660000.0,161660000.0,161660000.0,192812000.0,192812000.0,192812000.0,192812000.0,267311000.0,267311000.0,267311000.0,267311000.0,327723000.0,,,,,,,,,,,,,,,696849000.0,,,,619357000.0,,,
PropertyPlantAndEquipmentNet / USD,87222000.0,87222000.0,87222000.0,87222000.0,88328000.0,88328000.0,88328000.0,88328000.0,91496000.0,91496000.0,91496000.0,91496000.0,142402000.0,142402000.0,142402000.0,142402000.0,149194000.0,,,149194000.0,,,,233520000.0,,,,282140000.0,329302000.0,329302000.0,329302000.0,329302000.0,296056000.0,296056000.0,296056000.0,296056000.0,314432000.0,314432000.0,314432000.0
ProvisionForLoanLeaseAndOtherLosses / USD,,,,,,,,,,,,,,,,67018000.0,27841000.0,62105000.0,94827000.0,88077000.0,108883000.0,146486000.0,161684000.0,126959000.0,20395000.0,68568000.0,130874000.0,177670000.0,91150000.0,247847000.0,395433000.0,187991000.0,127896000.0,307667000.0,485005000.0,550683000.0,165729000.0,357541000.0,549603000.0
RecordedUnconditionalPurchaseObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279200000.0,1424527000.0,1314742000.0,1239985000.0,1195379000.0,1105119000.0,1002406000.0,911827000.0,924022000.0,819474000.0,732738000.0,643315000.0
RecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229148000.0,119363000.0,44606000.0,,210294000.0,107581000.0,17002000.0,,241074000.0,154338000.0,64915000.0
RecordedUnconditionalPurchaseObligationDueInSecondYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,244700000.0,316425000.0,316425000.0,316425000.0,316425000.0,263300000.0,263300000.0,263300000.0,263300000.0,315100000.0,315100000.0,315100000.0
RecordedUnconditionalPurchaseObligationDueInThirdYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,273600000.0,263300000.0,263300000.0,263300000.0,263300000.0,315100000.0,315100000.0,315100000.0,315100000.0,,,
RecordedUnconditionalPurchaseObligationDueWithinOneYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500000.0,300554000.0,300554000.0,300554000.0,300554000.0,316425000.0,316425000.0,316425000.0,345622000.0,263300000.0,263300000.0,263300000.0
RepaymentsOfConvertibleDebt / USD,,,,,,,,,,,0.0,0.0,219400000.0,219400000.0,70047000.0,0.0,,,,219384000.0,,,,,0.0,0.0,0.0,,1071788000.0,1071788000.0,1071788000.0,0.0,,461761000.0,461761000.0,1071788000.0,0.0,0.0,0.0
RepaymentsOfLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,194186000.0,321953000.0,419978000.0,0.0,372897000.0,429117000.0,466417000.0,648100000.0,5077000.0,16840000.0,16840000.0,480694000.0,,,
RepaymentsOfLongTermLinesOfCredit / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,90491000.0,282550000.0,310729000.0,0.0,692556000.0,794384000.0,967655000.0,391463000.0,790592000.0,968045000.0,1054091000.0
ResearchAndDevelopmentExpense / USD,39545000.0,85432000.0,140452000.0,144637000.0,64592000.0,133230000.0,203648000.0,199638000.0,68582000.0,146708000.0,229255000.0,268537000.0,105095000.0,219895000.0,355668000.0,321888000.0,154350000.0,328551000.0,497322000.0,497479000.0,194986000.0,403606000.0,631156000.0,674165000.0,310141000.0,631769000.0,992498000.0,881826000.0,458224000.0,983051000.0,1531088000.0,1383841000.0,626937000.0,1321609000.0,2035397000.0,2135612000.0,720574000.0,1433737000.0,2144720000.0
RestrictedCashCurrent / USD,,,,,,,,,,,,,,,,33838000.0,33220000.0,31148000.0,27389000.0,38873000.0,34315000.0,19761000.0,27556000.0,38873000.0,32891000.0,15088000.0,14420000.0,30279000.0,109450000.0,156984000.0,246570000.0,18778000.0,414267000.0,536733000.0,572754000.0,639780000.0,660153000.0,597855000.0,630933000.0
RestrictedCashNoncurrent / USD,,,,,,,,,,,,,,,,15836000.0,14433000.0,14433000.0,14433000.0,12715000.0,13286000.0,13685000.0,13702000.0,12715000.0,63509000.0,74569000.0,73420000.0,13526000.0,71702000.0,71702000.0,72479000.0,71702000.0,70350000.0,73196000.0,71946000.0,71600000.0,71588000.0,71203000.0,69915000.0
RetainedEarningsAccumulatedDeficit / USD,-607649000.0,-607649000.0,-607649000.0,-607649000.0,-779239000.0,-779239000.0,-779239000.0,-779239000.0,-842735000.0,-842735000.0,-842735000.0,-842735000.0,-885774000.0,-885774000.0,-885774000.0,-885774000.0,-510328000.0,-510328000.0,-510328000.0,-510328000.0,-297223000.0,-297223000.0,-297223000.0,-297223000.0,-27965000.0,-27965000.0,-27965000.0,-27965000.0,-568712000.0,-568712000.0,-568712000.0,-568712000.0,-528429000.0,-528429000.0,-528429000.0,-528429000.0,2368618000.0,2368618000.0,2368618000.0
Revenues / USD,,,,,,,,,,1013059000.0,1598218000.0,1708721000.0,668603000.0,1483541000.0,2365649000.0,2214253000.0,959359000.0,2133597000.0,3400071000.0,3298177000.0,1381109000.0,3304734000.0,6338608000.0,4713500000.0,5057270000.0,9737942000.0,13582669000.0,9497578000.0,3960645000.0,8365144000.0,12880685000.0,17661203000.0,4990131000.0,10525088000.0,16142581000.0,17531587000.0,5957128000.0,12112691000.0,18088492000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,,,,,19918000.0,21905000.0,31013000.0,40555000.0,19918000.0,21905000.0,31013000.0,40555000.0,255553000.0,304132000.0,321245000.0,40555000.0,22715000.0,36667000.0,40712000.0,342662000.0,26090000.0,37572000.0,37939000.0,63290000.0,518000.0,1901000.0,4381000.0,39324000.0,9416000.0,13948000.0,28232000.0
SafeguardingAssetPlatformOperatorCryptoAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428243000.0,428243000.0,428243000.0,1038585000.0,1038585000.0,1038585000.0,,,,
SafeguardingLiabilityPlatformOperatorCryptoAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428243000.0,428243000.0,428243000.0,1038585000.0,1038585000.0,1038585000.0,,,,
SecuredDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,461240000.0,461240000.0,461240000.0,461240000.0,753035000.0,753035000.0,753035000.0,753035000.0,185000000.0,185000000.0,185000000.0
SellingAndMarketingExpense / USD,36181000.0,67911000.0,107170000.0,112577000.0,38496000.0,77716000.0,124470000.0,145618000.0,49900000.0,109816000.0,176349000.0,173876000.0,77266000.0,175509000.0,291846000.0,253170000.0,133713000.0,290134000.0,439601000.0,411151000.0,194535000.0,432631000.0,781094000.0,625126000.0,349460000.0,723338000.0,1132411000.0,1109670000.0,501562000.0,1032389000.0,1518227000.0,1617189000.0,496011000.0,1033618000.0,1512999000.0,2057951000.0,443885000.0,951447000.0,1463202000.0
SettlementAssetsCurrent / USD,142727000.0,142727000.0,142727000.0,142727000.0,321102000.0,321102000.0,321102000.0,321102000.0,620523000.0,620523000.0,620523000.0,620523000.0,364946000.0,364946000.0,364946000.0,364946000.0,588692000.0,588692000.0,588692000.0,588692000.0,1024895000.0,1024895000.0,1024895000.0,1024895000.0,1171612000.0,1171612000.0,1171612000.0,1171612000.0,2416324000.0,2416324000.0,2416324000.0,2416324000.0,3226294000.0,3226294000.0,3226294000.0,3226294000.0,1060966000.0,1060966000.0,1060966000.0
SeveranceCosts1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104000000.0,,,,104000000.0,,,
ShareBasedCompensation / USD,13461000.0,28693000.0,,36100000.0,31198000.0,68120000.0,104899000.0,82292000.0,31670000.0,71263000.0,111311000.0,138786000.0,46824000.0,98943000.0,157856000.0,155836000.0,61088000.0,140554000.0,217980000.0,216881000.0,77303000.0,173713000.0,284129000.0,297863000.0,118623000.0,264988000.0,429999000.0,397800000.0,275423000.0,532061000.0,794794000.0,608040000.0,279592000.0,598845000.0,944514000.0,1071278000.0,311168000.0,631791000.0,955845000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber / shares,100569757.0,94552296.0,82443845.0,69936089.0,61373338.0,53717383.0,49642480.0,44252865.0,40039760.0,37006235.0,33952212.0,31066578.0,27693334.0,25358359.0,24136540.0,22107017.0,18862499.0,16532301.0,14389236.0,12034630.0,9605627.0,9415552.0,8099979.0,7769686.0,7565229.0,6890289.0,6222745.0,5701097.0,5148000.0,4853000.0,4801000.0,4250.0,3294000.0,2719000.0,2701000.0,1952.0,1863000.0,1776000.0,1805000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice / USD/shares,6.76,6.89,7.15,7.54,7.81,8.03,8.26,8.37,8.47,8.62,8.64,8.63,8.88,9.12,9.4,9.77,10.25,10.84,11.53,12.11,12.66,13.51,15.57,16.58,18.1,21.09,24.65,28.32,32.6,36.27,38.97,40.26,44.89,54.16,57.89,70.0,74.58,79.32,79.37
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue / USD,,,,47800000.0,,,,49800000.0,,,,202600000.0,,,,464100000.0,,,,720100000.0,,,,616300000.0,,,,1200000000.0,,,,1100000000.0,,,,211000000.0,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,12124.0,13056.0,4000.0,24000.0,25000.0,54.0,81000.0,81000.0,96000.0,96.0,9000.0,55000.0,65000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod / shares,3801721.0,5993756.0,9020899.0,11692898.0,1075984.0,2144552.0,2423888.0,2697685.0,328651.0,454154.0,674525.0,1498155.0,95141.0,130671.0,136772.0,541564.0,20135.0,46231.0,340594.0,509318.0,,,2895.0,13140.0,44692.0,71416.0,85258.0,93371.0,7000.0,106000.0,108000.0,311.0,0.0,0.0,136000.0,249.0,0.0,0.0,0.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross / shares,20700.0,1707320.0,1767320.0,1767320.0,0.0,1216959.0,1216959.0,1216959.0,0.0,783625.0,783625.0,783625.0,0.0,1184657.0,1184657.0,1184657.0,,1502356.0,1538109.0,1538109.0,,183441.0,198771.0,198771.0,264897.0,731438.0,796719.0,796719.0,225000.0,682000.0,682000.0,682.0,0.0,578000.0,578000.0,578.0,0.0,1769000.0,1769000.0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue / USD/shares,,,,3.84,,,,5.87,,,,5.8,,,,5.97,,,,16.25,,,,30.58,,,,27.04,,,,131.57,,,,73.31,,,
