fact_unit,2009-08-10,2009-11-09,2010-03-01,2010-05-10,2010-08-09,2010-11-09,2011-03-01,2011-05-06,2011-08-05,2011-11-08,2012-02-29,2012-05-09,2012-08-08,2012-11-07,2013-02-21,2013-03-01,2013-05-08,2013-08-09,2013-11-08,2014-03-03,2014-05-08,2014-08-08,2014-11-06,2015-03-02,2015-05-08,2015-08-05,2015-08-10,2015-11-06,2016-02-29,2016-05-10,2016-08-08,2016-11-08,2017-03-01,2017-05-09,2017-08-08,2017-11-09,2018-02-28,2018-05-09,2018-08-07,2018-11-07,2019-02-28,2019-05-06,2019-08-02,2019-11-01,2020-02-28,2020-05-08,2020-08-07,2020-11-02,2021-03-01,2021-05-07,2021-08-06,2021-11-04,2022-02-25,2022-05-05,2022-08-04,2022-11-04,2023-02-23,2023-05-04,2023-08-03,2023-11-02,2024-02-22,2024-05-02,2024-08-01,2024-10-31,2025-02-20,2025-05-01,2025-07-31,2025-10-30
AccountsPayableAndAccruedLiabilitiesCurrent / USD,400253000.0,400253000.0,400253000.0,422034000.0,422034000.0,422034000.0,422034000.0,415947000.0,415947000.0,415947000.0,415947000.0,618925000.0,618925000.0,618925000.0,,570572000.0,707294000.0,707294000.0,707294000.0,707285000.0,802180000.0,802180000.0,802180000.0,802180000.0,877336000.0,,856245000.0,856245000.0,825231000.0,782134000.0,782134000.0,782134000.0,782134000.0,922819000.0,922819000.0,922819000.0,922819000.0,1057460000.0,1057460000.0,1057460000.0,1057460000.0,1314520000.0,1314520000.0,1314520000.0,1314520000.0,1489559000.0,1489559000.0,1489559000.0,1489559000.0,1509794000.0,1509794000.0,1509794000.0,1509794000.0,2254671000.0,2254671000.0,2254671000.0,2254671000.0,2153129000.0,2153129000.0,2153129000.0,2153129000.0,3061242000.0,3061242000.0,3061242000.0,3061242000.0,3722343000.0,3722343000.0,3722343000.0
AccountsPayableTradeCurrent / USD,,,,,,,,,,,222881000.0,,,,,316525000.0,,,,373947000.0,,,,412601000.0,,,,,477370000.0,,,,452295000.0,,,,529608000.0,,,,632931000.0,,,,786546000.0,,,,798718000.0,798023000.0,798023000.0,798023000.0,798023000.0,1251118000.0,1251118000.0,1251118000.0,1251118000.0,1302086000.0,1302086000.0,1302086000.0,1302086000.0,2027588000.0,2027588000.0,2027588000.0,2027588000.0,2096125000.0,2096125000.0,2096125000.0
AccountsReceivableNetCurrent / USD,795251000.0,795251000.0,795251000.0,688260000.0,688260000.0,688260000.0,688260000.0,766387000.0,766387000.0,766387000.0,766387000.0,1066273000.0,1066273000.0,1066273000.0,,959887000.0,1328081000.0,1328081000.0,1328081000.0,1328081000.0,1439115000.0,1439115000.0,1439115000.0,1439115000.0,1812539000.0,,1801110000.0,1801110000.0,1801110000.0,1621133000.0,1621133000.0,1621133000.0,1621133000.0,1500115000.0,1500115000.0,1500115000.0,1500115000.0,1985077000.0,1985077000.0,1985077000.0,1985077000.0,2354737000.0,2354737000.0,2354737000.0,2354737000.0,2747911000.0,2747911000.0,2747911000.0,2747911000.0,2716083000.0,2716083000.0,2716083000.0,2716083000.0,3400318000.0,3400318000.0,3400318000.0,3400318000.0,3674525000.0,3674525000.0,3674525000.0,3674525000.0,4410829000.0,4410829000.0,4410829000.0,4410829000.0,5170935000.0,5170935000.0,5170935000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-2956000.0,-2956000.0,-2956000.0,3502000.0,3502000.0,3502000.0,3502000.0,14122000.0,14122000.0,14122000.0,14122000.0,710000.0,710000.0,710000.0,,710000.0,14453000.0,14453000.0,14453000.0,14453000.0,-37236000.0,-37236000.0,-37236000.0,-37236000.0,-123290000.0,,-123290000.0,-123290000.0,-123290000.0,-294689000.0,-294689000.0,-294689000.0,-294689000.0,-271673000.0,-271673000.0,-271673000.0,-271673000.0,-203395000.0,-203395000.0,-203395000.0,-203395000.0,-286048000.0,-286048000.0,-286048000.0,-286048000.0,-241818000.0,-241818000.0,-241818000.0,-241818000.0,-232997000.0,-232997000.0,-232997000.0,-232997000.0,-237689000.0,-237689000.0,-237689000.0,-237689000.0,-310677000.0,-310677000.0,-310677000.0,-310677000.0,-282945000.0,-282945000.0,-282945000.0,-282945000.0,-372708000.0,-372708000.0,-372708000.0
AdditionalPaidInCapitalCommonStock / USD,2803836000.0,2803836000.0,2803836000.0,3065581000.0,3065581000.0,3065581000.0,3065581000.0,3162779000.0,3162779000.0,3162779000.0,3162779000.0,3216206000.0,3216206000.0,3216206000.0,,3216206000.0,3287086000.0,3287086000.0,3287086000.0,3287086000.0,3416585000.0,3416585000.0,3416585000.0,3416585000.0,3592906000.0,,3592906000.0,3592906000.0,3592906000.0,3497740000.0,3497740000.0,3497740000.0,3497740000.0,1749306000.0,1749306000.0,1749306000.0,1749306000.0,1889356000.0,1889356000.0,1889356000.0,1889356000.0,1967354000.0,1967354000.0,1967354000.0,1967354000.0,2024610000.0,2024610000.0,2024610000.0,2024610000.0,2170026000.0,2170026000.0,2170026000.0,2170026000.0,2615410000.0,2615410000.0,2615410000.0,2615410000.0,2718988000.0,2718988000.0,2718988000.0,2718988000.0,3002652000.0,3002652000.0,3002652000.0,3002652000.0,3444108000.0,3444108000.0,3444108000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,7300000.0,7300000.0,9069000.0,3763000.0,3763000.0,,,5962000.0,,,,3751000.0,,,,5447000.0,,,,,5215000.0,,,,6174000.0,,,,5226000.0,,,,2752000.0,,,,,5839000.0,5839000.0,5839000.0,4465000.0,9398000.0,9398000.0,9398000.0,5839000.0,16546000.0,16546000.0,16546000.0,9398000.0,49749000.0,49749000.0,49749000.0,16546000.0,15644000.0,15644000.0,15644000.0,49749000.0,13962000.0,13962000.0,13962000.0
AmortizationOfIntangibleAssets / USD,20466000.0,29464000.0,18759000.0,4906000.0,9812000.0,15260000.0,36300000.0,5848000.0,14938000.0,28334000.0,38952000.0,6266000.0,13137000.0,21432000.0,6037000.0,37655000.0,9165000.0,18491000.0,28781000.0,29039000.0,5301000.0,10380000.0,17406000.0,37691000.0,8245000.0,4888000.0,16035000.0,25160000.0,25865000.0,8293000.0,17024000.0,25674000.0,34257000.0,7495000.0,15636000.0,23730000.0,34848000.0,6562000.0,13056000.0,22035000.0,31685000.0,10405000.0,20912000.0,31535000.0,32205000.0,12670000.0,25280000.0,40544000.0,43994000.0,17908000.0,35687000.0,55374000.0,62091000.0,21355000.0,42646000.0,65418000.0,76704000.0,115751000.0,223696000.0,290843000.0,165366000.0,72403000.0,142428000.0,213789000.0,353973000.0,77511000.0,156725000.0,267147000.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58451000.0,,,,58451000.0,,,,58451000.0,,,,7964000.0,,,,58057000.0,,,,49375000.0,,0.0,0.0,13892000.0,,2319000.0,2319000.0,8282000.0,,2800000.0,2800000.0,5743000.0,,,,14457000.0,,,
Assets / USD,3554243000.0,3558159000.0,3558159000.0,4116954000.0,4116954000.0,4116954000.0,4116954000.0,4341212000.0,4341212000.0,4341212000.0,4341212000.0,4699114000.0,4699114000.0,4699114000.0,,4699114000.0,5140757000.0,5140757000.0,5140757000.0,5140757000.0,5793245000.0,5793245000.0,5793245000.0,5793245000.0,6312024000.0,,6312024000.0,6312024000.0,6253583000.0,5213543000.0,5213543000.0,5213543000.0,5213543000.0,5354059000.0,5354059000.0,5354059000.0,5354059000.0,6480154000.0,6480154000.0,6480154000.0,6480154000.0,7075787000.0,7075787000.0,7075787000.0,7075787000.0,8331682000.0,8331682000.0,8331682000.0,8331682000.0,8398272000.0,8398272000.0,8398272000.0,8398272000.0,12855189000.0,12855189000.0,12855189000.0,12855189000.0,13464337000.0,13464337000.0,13464337000.0,13464337000.0,16237225000.0,16237225000.0,16237225000.0,16237225000.0,18683894000.0,18683894000.0,18683894000.0
AssetsCurrent / USD,1381491000.0,1385407000.0,1385407000.0,1582792000.0,1582792000.0,1582792000.0,1582792000.0,1596364000.0,1596364000.0,1596364000.0,1596364000.0,1765154000.0,1765154000.0,1765154000.0,,1765154000.0,2201727000.0,2201727000.0,2201727000.0,2201727000.0,2313318000.0,2313318000.0,2313318000.0,2313318000.0,2553976000.0,,2553976000.0,2553976000.0,2495704000.0,2277519000.0,2277519000.0,2277519000.0,2277519000.0,2288745000.0,2288745000.0,2288745000.0,2288745000.0,2869907000.0,2869907000.0,2869907000.0,2869907000.0,3326104000.0,3326104000.0,3326104000.0,3326104000.0,3830986000.0,3830986000.0,3830986000.0,3830986000.0,3588389000.0,3588389000.0,3588389000.0,3588389000.0,4732577000.0,4732577000.0,4732577000.0,4732577000.0,5536070000.0,5536070000.0,5536070000.0,5536070000.0,7676897000.0,7676897000.0,7676897000.0,7676897000.0,7851033000.0,7851033000.0,7851033000.0
