fact_unit,2009-11-09,2010-02-05,2010-05-06,2010-09-02,2010-11-08,2011-02-08,2011-05-06,2011-08-26,2011-11-04,2012-02-07,2012-05-08,2012-08-22,2012-11-09,2013-02-06,2013-05-08,2013-08-20,2013-11-07,2014-02-06,2014-05-06,2014-08-13,2014-11-05,2015-02-03,2015-05-05,2015-08-13,2015-11-03,2016-02-02,2016-05-03,2016-08-12,2016-11-02,2017-02-07,2017-05-02,2017-08-10,2017-11-07,2018-02-08,2018-05-09,2018-08-22,2018-11-08,2019-02-07,2019-05-09,2019-08-20,2019-11-07,2020-02-06,2020-05-11,2020-08-13,2020-11-05,2021-02-05,2021-05-06,2021-08-16,2021-11-09,2022-02-03,2022-05-05,2022-08-11,2022-11-04,2023-02-02,2023-05-04,2023-08-15,2023-11-03,2024-02-01,2024-05-02,2024-08-14,2024-11-01,2025-01-30,2025-05-01,2025-08-12,2025-10-30
AccountsPayableCurrent / USD,9041900000.0,9041900000.0,9041900000.0,9041900000.0,9494900000.0,9494900000.0,9494900000.0,9494900000.0,9494900000.0,11331500000.0,11331500000.0,11332000000.0,11726000000.0,11726000000.0,11726000000.0,11726000000.0,12295000000.0,12295000000.0,12295000000.0,12295000000.0,12149000000.0,12149000000.0,12149000000.0,12149000000.0,14368000000.0,14368000000.0,14368000000.0,14368000000.0,17306000000.0,17306000000.0,17306000000.0,17306000000.0,17906000000.0,17906000000.0,17906000000.0,17906000000.0,19677000000.0,19677000000.0,19677000000.0,19677000000.0,21535000000.0,21535000000.0,21535000000.0,21535000000.0,21374000000.0,21374000000.0,21374000000.0,21374000000.0,23700000000.0,23700000000.0,23700000000.0,23700000000.0,27128000000.0,27128000000.0,27128000000.0,27128000000.0,29813000000.0,29813000000.0,29813000000.0,29934000000.0,31759000000.0,31759000000.0,31759000000.0,31759000000.0,34713000000.0
AccountsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21400000000.0,21400000000.0,21400000000.0,21400000000.0,23700000000.0,23700000000.0,23700000000.0,23700000000.0,27100000000.0,27100000000.0,27100000000.0,27100000000.0,29800000000.0,29800000000.0,29800000000.0,29900000000.0,31800000000.0,31800000000.0,31800000000.0,31800000000.0,34700000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,1675100000.0,1675100000.0,1675100000.0,1536800000.0,1624900000.0,1624900000.0,1624900000.0,1624900000.0,1624900000.0,1762000000.0,1762000000.0,1762000000.0,,,,1986000000.0,,,,2180000000.0,,,,2411000000.0,,,,2528000000.0,,,,2680000000.0,,,,2748000000.0,,,,2773000000.0,,,,2812000000.0,,,,2965000000.0,,,,3228000000.0,,,,3522000000.0,,,,3849000000.0,,,,4166000000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,82200000.0,82200000.0,82200000.0,82200000.0,70000000.0,70000000.0,70000000.0,70000000.0,70000000.0,76700000.0,76700000.0,77000000.0,37000000.0,37000000.0,37000000.0,77000000.0,68000000.0,68000000.0,68000000.0,37000000.0,70000000.0,70000000.0,70000000.0,68000000.0,-23000000.0,-23000000.0,-23000000.0,-23000000.0,-116000000.0,-116000000.0,-116000000.0,-116000000.0,-125000000.0,-125000000.0,-125000000.0,-125000000.0,-92000000.0,-92000000.0,-92000000.0,-92000000.0,-79000000.0,-79000000.0,-79000000.0,-79000000.0,-104000000.0,-104000000.0,-104000000.0,-104000000.0,-34000000.0,-34000000.0,-34000000.0,-34000000.0,-114000000.0,-114000000.0,-114000000.0,-114000000.0,-151000000.0,-151000000.0,-151000000.0,-151000000.0,-167000000.0,-167000000.0,-167000000.0,-167000000.0,-155000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,42100000.0,79000000.0,109900000.0,109900000.0,42400000.0,60400000.0,100000000.0,20000000.0,42000000.0,63000000.0,80000000.0,24000000.0,46000000.0,68000000.0,85000000.0,24000000.0,48000000.0,72000000.0,93000000.0,25000000.0,53000000.0,80000000.0,96000000.0,30000000.0,56000000.0,82000000.0,110000000.0,23000000.0,47000000.0,73000000.0,111000000.0,17000000.0,40000000.0,64000000.0,96000000.0,19000000.0,41000000.0,64000000.0,85000000.0,20000000.0,41000000.0,68000000.0,82000000.0,28000000.0,51000000.0,84000000.0,90000000.0,24000000.0,42000000.0,65000000.0,89000000.0,23000000.0,48000000.0,69000000.0,81000000.0,29000000.0,57000000.0,88000000.0,96000000.0,30000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,25800000.0,53900000.0,11000000.0,19000000.0,38000000.0,58000000.0,68000000.0,21000000.0,44000000.0,72000000.0,79000000.0,46000000.0,92000000.0,138000000.0,121000000.0,45000000.0,92000000.0,140000000.0,188000000.0,67000000.0,168000000.0,255000000.0,191000000.0,101000000.0,196000000.0,291000000.0,355000000.0,135000000.0,287000000.0,435000000.0,395000000.0,133000000.0,266000000.0,399000000.0,574000000.0,129000000.0,256000000.0,385000000.0,531000000.0,115000000.0,228000000.0,337000000.0,512000000.0,78000000.0,157000000.0,235000000.0,428000000.0,71000000.0,142000000.0,211000000.0,311000000.0,64000000.0,127000000.0,191000000.0,281000000.0,68000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,22100000.0,22300000.0,23000000.0,22900000.0,28800000.0,28800000.0,14900000.0,11800000.0,19000000.0,10000000.0,10000000.0,10000000.0,11000000.0,13000000.0,12000000.0,10000000.0,10000000.0,1000000.0,2000000.0,0.0,9000000.0,1000000.0,1000000.0,1000000.0,0.0,2000000.0,2000000.0,2000000.0,1000000.0,3000000.0,3000000.0,3000000.0,2000000.0,5000000.0,6000000.0,5000000.0,3000000.0,6000000.0,5000000.0,6000000.0,6000000.0,,6000000.0,7000000.0,7000000.0,,4000000.0,4000000.0,6000000.0,,4000000.0,5000000.0,3000000.0,,1000000.0,2000000.0,5000000.0,2000000.0,1000000.0,,2000000.0,
Assets / USD,25118800000.0,25118800000.0,25118800000.0,25118800000.0,19990200000.0,19990200000.0,19990200000.0,19990200000.0,19990200000.0,22845900000.0,22845900000.0,19990000000.0,24260000000.0,24260000000.0,24260000000.0,22846000000.0,25819000000.0,25819000000.0,25819000000.0,24260000000.0,26033000000.0,26033000000.0,26033000000.0,25819000000.0,30142000000.0,30142000000.0,30142000000.0,26033000000.0,34122000000.0,34122000000.0,34122000000.0,30142000000.0,40112000000.0,40112000000.0,40112000000.0,34122000000.0,39951000000.0,39951000000.0,39951000000.0,40112000000.0,40963000000.0,40963000000.0,40963000000.0,39951000000.0,40766000000.0,40766000000.0,40766000000.0,40963000000.0,44453000000.0,44453000000.0,44453000000.0,40766000000.0,43878000000.0,43878000000.0,43878000000.0,44453000000.0,43417000000.0,43417000000.0,43417000000.0,43349000000.0,45121000000.0,45121000000.0,45121000000.0,45121000000.0,53122000000.0
AssetsCurrent / USD,20981700000.0,20981700000.0,20981700000.0,20981700000.0,14918900000.0,14918900000.0,14918900000.0,14918900000.0,14918900000.0,16315900000.0,16315900000.0,16316000000.0,17510000000.0,17510000000.0,17510000000.0,17510000000.0,17770000000.0,17770000000.0,17770000000.0,17770000000.0,17939000000.0,17939000000.0,17939000000.0,17939000000.0,21752000000.0,21752000000.0,21752000000.0,21752000000.0,21956000000.0,21956000000.0,21956000000.0,21956000000.0,28345000000.0,28345000000.0,28345000000.0,28345000000.0,24553000000.0,24553000000.0,24553000000.0,24553000000.0,25747000000.0,25747000000.0,25747000000.0,25747000000.0,25940000000.0,25940000000.0,25940000000.0,25940000000.0,31048000000.0,31048000000.0,31048000000.0,31048000000.0,32935000000.0,32935000000.0,32935000000.0,32935000000.0,33833000000.0,33833000000.0,33833000000.0,33737000000.0,34884000000.0,34884000000.0,34884000000.0,34884000000.0,36373000000.0
AssetsOfDisposalGroupIncludingDiscontinuedOperation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,756000000.0,756000000.0,756000000.0,756000000.0,,,,,,,0.0,0.0,1101000000.0,1101000000.0,1101000000.0,1101000000.0,,,,0.0,144000000.0,144000000.0,144000000.0,140000000.0,47000000.0,47000000.0,47000000.0,47000000.0,12000000.0
