fact_unit,2010-09-08,2010-11-09,2011-03-01,2011-05-10,2011-08-09,2011-11-09,2012-02-29,2012-05-10,2012-08-09,2012-11-09,2013-03-01,2013-05-10,2013-08-09,2013-11-12,2014-03-03,2014-05-12,2014-08-11,2014-11-10,2015-03-02,2015-05-11,2015-08-10,2015-11-09,2016-02-29,2016-05-10,2016-08-09,2016-11-09,2017-03-01,2017-05-10,2017-08-09,2017-11-09,2018-03-01,2018-05-10,2018-08-09,2018-11-09,2019-03-01,2019-05-10,2019-08-09,2019-11-12,2020-03-02,2020-05-11,2020-08-10,2020-11-09,2021-03-01,2021-05-10,2021-08-05,2021-11-04,2022-02-28,2022-05-05,2022-08-04,2022-11-03,2023-02-24,2023-05-04,2023-08-03,2023-11-01,2024-02-28,2024-05-03,2024-08-02,2024-11-05,2025-02-27,2025-05-02,2025-08-01,2025-10-31
AccruedInvestmentIncomeReceivable / USD,158886000.0,158886000.0,158886000.0,148990000.0,148990000.0,148990000.0,148990000.0,130193000.0,130193000.0,130193000.0,130193000.0,130209000.0,130209000.0,130209000.0,130209000.0,119058000.0,119058000.0,119058000.0,119058000.0,111075000.0,111075000.0,111075000.0,111075000.0,100942000.0,100942000.0,100942000.0,100942000.0,96473000.0,96473000.0,96473000.0,96473000.0,97704000.0,97704000.0,97704000.0,97704000.0,104619000.0,104619000.0,104619000.0,104619000.0,116804000.0,116804000.0,116804000.0,116804000.0,141304000.0,141304000.0,141304000.0,141304000.0,149105000.0,149105000.0,149000000.0,149000000.0,217000000.0,217000000.0,217000000.0,217000000.0,324000000.0,324000000.0,324000000.0,324000000.0,368000000.0,368000000.0,368000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,272038000.0,272038000.0,272038000.0,332258000.0,332258000.0,332258000.0,332258000.0,366978000.0,366978000.0,366978000.0,366978000.0,537049000.0,537049000.0,537049000.0,537049000.0,157728000.0,157728000.0,157728000.0,157728000.0,48317000.0,48317000.0,48317000.0,48317000.0,-231755000.0,-231755000.0,-231755000.0,-231755000.0,-216764000.0,-216764000.0,-216764000.0,-216764000.0,-160891000.0,-160891000.0,-160891000.0,-160891000.0,-462557000.0,-462557000.0,-462557000.0,-462557000.0,28152000.0,28152000.0,28152000.0,28152000.0,534899000.0,534899000.0,534899000.0,534899000.0,11523000.0,11523000.0,12000000.0,12000000.0,-1996000000.0,-1996000000.0,-1996000000.0,-1996000000.0,-934000000.0,-934000000.0,-934000000.0,-934000000.0,-1138000000.0,-1138000000.0,-1138000000.0
AdditionalPaidInCapital / USD,1845181000.0,1845181000.0,1845181000.0,1863031000.0,1863031000.0,1863031000.0,1863031000.0,1892988000.0,1892988000.0,1892988000.0,1892988000.0,1946439000.0,1946439000.0,1946439000.0,1946439000.0,2029774000.0,2029774000.0,2029774000.0,2029774000.0,2068807000.0,2068807000.0,2068807000.0,2068807000.0,2103638000.0,2103638000.0,2103638000.0,2103638000.0,2140783000.0,2140783000.0,2140783000.0,2140783000.0,2165768000.0,2165768000.0,2165768000.0,2165768000.0,2188777000.0,2188777000.0,2188777000.0,2188777000.0,2219660000.0,2219660000.0,2219660000.0,2219660000.0,2245301000.0,2245301000.0,2245301000.0,2245301000.0,2274431000.0,2274431000.0,2274000000.0,2274000000.0,2302000000.0,2302000000.0,2302000000.0,2302000000.0,3773000000.0,3773000000.0,3773000000.0,3773000000.0,3812000000.0,3812000000.0,3812000000.0
AdvancesFromFederalHomeLoanBanks / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,90000000.0,310000000.0,310000000.0,310000000.0,310000000.0,310000000.0,519000000.0,519000000.0,519000000.0,519000000.0,519000000.0,519000000.0,519000000.0,519000000.0,819000000.0,819000000.0,819000000.0,819000000.0,1019000000.0,1019000000.0,1019000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,13296000.0,,,,14726000.0,,,,17693000.0,,,,31984000.0,,,,31844000.0,,,,21196000.0,,,,21237000.0,,,,26398000.0,,,,30297000.0,,,,32369000.0,,,,34000000.0,,,,39000000.0,,,,43000000.0,,,,45000000.0,,,
AmortizationOfDebtDiscountPremium / USD,6881000.0,12793000.0,15256000.0,10885000.0,21339000.0,36189000.0,32172000.0,12752000.0,25570000.0,34384000.0,46095000.0,14766000.0,30966000.0,45795000.0,47872000.0,18607000.0,35507000.0,50280000.0,61844000.0,13572000.0,27068000.0,38010000.0,66461000.0,13333000.0,25514000.0,38770000.0,49214000.0,12354000.0,24125000.0,38151000.0,50901000.0,11746000.0,22475000.0,34657000.0,49167000.0,8950000.0,17677000.0,24804000.0,45867000.0,5899000.0,13321000.0,23642000.0,29272000.0,8640000.0,20547000.0,32594000.0,30936000.0,17323000.0,37928000.0,57000000.0,50000000.0,19000000.0,35000000.0,49000000.0,76000000.0,-1000000.0,-11000000.0,-35000000.0,55000000.0,-30000000.0,-65000000.0,-113000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,153000.0,148000.0,187000.0,186000.0,1542790.0,1548390.0,1873070.0,1761350.0,1707150.0,1203944.0,1490730.0,454.0,454.0,0.0,894704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,
AociTaxAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-250000000.0,-99000000.0,-99000000.0,-99000000.0,-99000000.0,-177000000.0,-177000000.0,-177000000.0
AssetBackedSecuritiesAtCarryingValue / USD,,,,,,,1410030000.0,,,,1478079000.0,,,,1405722000.0,,,,1434105000.0,,,,1398874000.0,,,,1415085000.0,,,,1482707000.0,,,,1471451000.0,,,,1549145000.0,,,,1617928000.0,,,,1500000000.0,,,,1400000000.0,,,,1400000000.0,,,,1400000000.0,,,
Assets / USD,18001312000.0,18001312000.0,18001312000.0,18407971000.0,18407971000.0,18407971000.0,18384198000.0,18893555000.0,18893555000.0,18893555000.0,18893555000.0,19777907000.0,19777907000.0,19777907000.0,19777907000.0,19808036000.0,19808036000.0,19808036000.0,19808036000.0,20817824000.0,20817824000.0,20817824000.0,20817824000.0,20550828000.0,20545418000.0,20545418000.0,20545418000.0,21321504000.0,21321504000.0,21321504000.0,20550828000.0,23591792000.0,23591792000.0,23591792000.0,23591792000.0,24793999000.0,24793999000.0,23563296000.0,23563296000.0,27324051000.0,27324051000.0,27324051000.0,27324051000.0,32788357000.0,32788357000.0,32788357000.0,32711503000.0,38185283000.0,38185283000.0,38185000000.0,38185000000.0,39966000000.0,39966000000.0,39966000000.0,39966000000.0,49399000000.0,49399000000.0,49399000000.0,49399000000.0,56341000000.0,56341000000.0,56341000000.0
AssetsHeldInTrust / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406000000.0,3208000000.0,3208000000.0,3208000000.0,3208000000.0,3241000000.0,3241000000.0,3241000000.0
AssumedPremiumsEarned / USD,,,,,,,,,,,,,,,,,,,3353667000.0,,,,3748824000.0,,,,4419322000.0,,,,4500526000.0,,,,4361944000.0,,,,4945522000.0,,,,5807332000.0,,,,6059222000.0,,,,7055000000.0,,,,8315000000.0,,,,9082000000.0,,,
AssumedPremiumsWritten / USD,,,,,,,,,,,,,,,,,,,3236331000.0,,,,3949936000.0,,,,4535231000.0,,,,4321922000.0,,3763000.0,,4214286000.0,,4647000.0,9440000.0,5090367000.0,2309000.0,5033000.0,14900000.0,6234203000.0,2759000.0,5554000.0,14448000.0,6350328000.0,2476000.0,5217000.0,9000000.0,7264000000.0,1000000.0,1000000.0,3000000.0,9062000000.0,,,,9350000000.0,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941663000.0,,,,,81000000.0,81000000.0,81000000.0,81000000.0,358000000.0,358000000.0,358000000.0,358000000.0,167000000.0,167000000.0,167000000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124812000.0,,,,,1982000000.0,1982000000.0,1982000000.0,1982000000.0,1137000000.0,1137000000.0,1137000000.0,1137000000.0,1157000000.0,1157000000.0,1157000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4636000000.0,4636000000.0,4636000000.0,4636000000.0,5613000000.0,5613000000.0,5613000000.0,5613000000.0,4764000000.0,4764000000.0,4764000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4057000000.0,4057000000.0,4057000000.0,4057000000.0,5405000000.0,5405000000.0,5405000000.0,5405000000.0,4523000000.0,4523000000.0,4523000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8131000000.0,8131000000.0,8131000000.0,8131000000.0,7094000000.0,7094000000.0,7094000000.0,7094000000.0,8774000000.0,8774000000.0,8774000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7546000000.0,7546000000.0,7546000000.0,7546000000.0,6858000000.0,6858000000.0,6858000000.0,6858000000.0,8480000000.0,8480000000.0,8480000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454000000.0,1454000000.0,1454000000.0,1454000000.0,2537000000.0,2537000000.0,2537000000.0,2537000000.0,1826000000.0,1826000000.0,1826000000.0
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233000000.0,1233000000.0,1233000000.0,1233000000.0,2460000000.0,2460000000.0,2460000000.0,2460000000.0,1723000000.0,1723000000.0,1723000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331000000.0,1331000000.0,1331000000.0,1331000000.0,1289000000.0,1289000000.0,1289000000.0,1289000000.0,1116000000.0,1116000000.0,1116000000.0
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314000000.0,1314000000.0,1314000000.0,1314000000.0,1261000000.0,1261000000.0,1261000000.0,1261000000.0,1080000000.0,1080000000.0,1080000000.0
