fact_unit,2009-07-24,2009-10-29,2010-03-01,2010-05-07,2010-08-06,2010-11-08,2011-02-28,2011-05-09,2011-08-08,2011-11-08,2012-02-28,2012-05-08,2012-08-07,2012-11-09,2013-02-28,2013-05-09,2013-08-07,2013-11-07,2014-02-27,2014-05-08,2014-08-07,2014-11-10,2015-02-27,2015-05-07,2015-08-06,2015-11-05,2016-02-26,2016-05-09,2016-08-08,2016-11-07,2017-02-28,2017-05-09,2017-08-08,2017-11-07,2018-02-27,2018-05-08,2018-08-07,2018-11-06,2019-02-27,2019-05-08,2019-08-06,2019-11-05,2020-02-26,2020-05-06,2020-08-05,2020-11-05,2021-02-25,2021-05-05,2021-08-09,2021-11-05,2022-02-25,2022-05-05,2022-08-05,2022-11-03,2023-02-24,2023-05-05,2023-08-07,2023-11-03,2024-02-26,2024-04-11,2024-05-03,2024-08-05,2024-11-06,2025-02-25,2025-05-02,2025-08-05,2025-11-05
AccountsPayableCurrent / USD,1677000000.0,1677000000.0,617600000.0,2239100000.0,2239100000.0,2243500000.0,2244000000.0,2308000000.0,2308000000.0,2308000000.0,2308000000.0,2462000000.0,2023000000.0,2023000000.0,2023000000.0,1753000000.0,1753000000.0,1753000000.0,1753000000.0,2274000000.0,2274000000.0,2274000000.0,2274000000.0,2625000000.0,2625000000.0,2625000000.0,2625000000.0,2533000000.0,2533000000.0,2533000000.0,2533000000.0,2807000000.0,2807000000.0,2807000000.0,2807000000.0,3102000000.0,3102000000.0,3102000000.0,3102000000.0,3318000000.0,3318000000.0,3318000000.0,3318000000.0,3738000000.0,3738000000.0,3738000000.0,3738000000.0,4594000000.0,4327000000.0,4327000000.0,4327000000.0,4609000000.0,4609000000.0,4609000000.0,4609000000.0,4264000000.0,4264000000.0,4264000000.0,4264000000.0,,3922000000.0,3922000000.0,3922000000.0,3922000000.0,4079000000.0,4079000000.0,4079000000.0
AccountsReceivableNetCurrent / USD,2816000000.0,2816000000.0,,,,,,,7344000000.0,7344000000.0,7344000000.0,8261000000.0,8261000000.0,8261000000.0,8261000000.0,7672000000.0,7672000000.0,7672000000.0,7672000000.0,7184000000.0,7184000000.0,7184000000.0,7184000000.0,6626000000.0,6626000000.0,6626000000.0,6626000000.0,6484000000.0,6484000000.0,6484000000.0,6484000000.0,7018000000.0,7018000000.0,7018000000.0,7018000000.0,6873000000.0,6873000000.0,6873000000.0,6873000000.0,7071000000.0,7071000000.0,7071000000.0,7071000000.0,6778000000.0,6778000000.0,6778000000.0,6778000000.0,7851000000.0,6803000000.0,6803000000.0,6803000000.0,9230000000.0,9230000000.0,9230000000.0,9230000000.0,9450000000.0,9450000000.0,9450000000.0,9450000000.0,,10349000000.0,10349000000.0,10349000000.0,10349000000.0,10278000000.0,10278000000.0,10278000000.0
AccountsReceivableSale / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000000.0,2700000000.0,2700000000.0,2700000000.0,2700000000.0,2300000000.0,2100000000.0,2100000000.0,2100000000.0,2800000000.0,2800000000.0,2800000000.0,2800000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,,3000000000.0,3000000000.0,3000000000.0,3000000000.0,2100000000.0,2100000000.0,2100000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,162000000.0,,,,185000000.0,,,,171000000.0,,,,145000000.0,,,,213000000.0,,,,125000000.0,,,,109000000.0,,,,83000000.0,,,,82000000.0,,,,71000000.0,,,,67000000.0,,,,43000000.0,,,,40000000.0,,,,39000000.0,,,,,42000000.0,,,
AccruedIncomeTaxesCurrent / USD,183000000.0,183000000.0,1426400000.0,1258200000.0,1258200000.0,1223200000.0,1167000000.0,1243000000.0,1243000000.0,1243000000.0,1243000000.0,781000000.0,781000000.0,781000000.0,781000000.0,1200000000.0,1200000000.0,1200000000.0,1200000000.0,251000000.0,251000000.0,251000000.0,251000000.0,1606000000.0,1606000000.0,1606000000.0,1237000000.0,1560000000.0,1560000000.0,1560000000.0,1560000000.0,2239000000.0,2239000000.0,2239000000.0,2239000000.0,708000000.0,708000000.0,708000000.0,708000000.0,1971000000.0,1971000000.0,1971000000.0,1971000000.0,736000000.0,736000000.0,736000000.0,736000000.0,1575000000.0,1597000000.0,1597000000.0,1597000000.0,1224000000.0,1224000000.0,1224000000.0,1224000000.0,1986000000.0,1986000000.0,1986000000.0,1986000000.0,,2649000000.0,2649000000.0,2649000000.0,2649000000.0,3914000000.0,3914000000.0,3914000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,3607000000.0,3607000000.0,12128600000.0,12594700000.0,12594700000.0,12594700000.0,12595000000.0,13481000000.0,13481000000.0,13481000000.0,13481000000.0,16176000000.0,16176000000.0,16176000000.0,16176000000.0,17385000000.0,17385000000.0,17385000000.0,17385000000.0,18121000000.0,18121000000.0,18121000000.0,18121000000.0,18004000000.0,18004000000.0,18004000000.0,18004000000.0,15923000000.0,15923000000.0,15923000000.0,15923000000.0,15749000000.0,15749000000.0,15749000000.0,15749000000.0,16602000000.0,16602000000.0,16602000000.0,16602000000.0,16324000000.0,16324000000.0,16324000000.0,16324000000.0,17686000000.0,17686000000.0,17686000000.0,17686000000.0,18982000000.0,18162000000.0,18162000000.0,18162000000.0,18192000000.0,18192000000.0,18192000000.0,18192000000.0,17985000000.0,17985000000.0,17985000000.0,17985000000.0,,18266000000.0,18266000000.0,18266000000.0,18266000000.0,19155000000.0,19155000000.0,19155000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-1913000000.0,-1913000000.0,-2553900000.0,-2766500000.0,-2766500000.0,-2766500000.0,-2767000000.0,-2767000000.0,-2767000000.0,-2767000000.0,-3216000000.0,-3216000000.0,-3216000000.0,-3216000000.0,-3132000000.0,-3132000000.0,-3132000000.0,-3132000000.0,-3216000000.0,-4682000000.0,-4682000000.0,-4682000000.0,-3132000000.0,-2197000000.0,-2197000000.0,-2197000000.0,-4682000000.0,-4323000000.0,-4323000000.0,-4323000000.0,-4148000000.0,-5226000000.0,-5226000000.0,-5226000000.0,-5226000000.0,-4910000000.0,-4910000000.0,-4910000000.0,-4910000000.0,-5545000000.0,-5545000000.0,-5545000000.0,-5545000000.0,-6193000000.0,-6193000000.0,-6193000000.0,-6193000000.0,-6634000000.0,-6634000000.0,-6634000000.0,-6634000000.0,-4429000000.0,-4429000000.0,-4429000000.0,-4429000000.0,-4768000000.0,-4768000000.0,-4768000000.0,-4768000000.0,,-5161000000.0,-5161000000.0,-5161000000.0,-5161000000.0,-4945000000.0,-4945000000.0,-4945000000.0
AdditionalPaidInCapitalCommonStock / USD,,,8319100000.0,39682600000.0,39682600000.0,39682600000.0,39683000000.0,40701000000.0,40701000000.0,40701000000.0,40701000000.0,40663000000.0,40663000000.0,40663000000.0,40663000000.0,40646000000.0,40646000000.0,40646000000.0,40646000000.0,40508000000.0,40508000000.0,40508000000.0,40508000000.0,40423000000.0,40423000000.0,40423000000.0,40423000000.0,40222000000.0,40222000000.0,40222000000.0,40222000000.0,39939000000.0,39939000000.0,39939000000.0,39939000000.0,39902000000.0,39902000000.0,39902000000.0,39902000000.0,38808000000.0,38808000000.0,38808000000.0,38808000000.0,39660000000.0,39660000000.0,39660000000.0,39660000000.0,39588000000.0,39588000000.0,39588000000.0,39588000000.0,44238000000.0,44238000000.0,44238000000.0,44238000000.0,44379000000.0,44379000000.0,44379000000.0,44379000000.0,,44509000000.0,44509000000.0,44509000000.0,44509000000.0,44704000000.0,44704000000.0,44704000000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3103000000.0,410000000.0,988000000.0,1393000000.0,1695000000.0,514000000.0,871000000.0,1231000000.0,1817000000.0,699000000.0,1163000000.0,1623000000.0,1636000000.0,,543000000.0,1020000000.0,1582000000.0,2085000000.0,473000000.0,1087000000.0,1720000000.0
AdvertisingExpense / USD,,,,,,,,,,,,,,,,,,,3100000000.0,,,,2800000000.0,,,,2500000000.0,,,,2300000000.0,,,,2100000000.0,,,,2100000000.0,,,,2200000000.0,,,,2100000000.0,,,,1900000000.0,,,,1800000000.0,,,,2000000000.0,,,,,2200000000.0,,,
