fact_unit,2014-06-12,2014-08-08,2014-11-07,2015-02-26,2015-05-13,2015-08-07,2015-11-06,2016-02-22,2016-05-05,2016-08-03,2016-11-03,2017-02-21,2017-05-04,2017-08-02,2017-11-02,2018-02-14,2018-05-03,2018-08-02,2018-11-01,2019-02-14,2019-05-02,2019-08-01,2019-10-31,2020-02-13,2020-04-30,2020-08-06,2020-11-05,2021-02-18,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-03,2023-02-16,2023-05-04,2023-08-03,2023-11-02,2024-02-15,2024-05-02,2024-08-01,2024-10-31,2025-02-20,2025-05-08,2025-08-07,2025-11-06
DeferredTaxAssetsOperatingLossCarryforwards / USD,,,,3643000.0,,,,1381000.0,,,,36000.0,,,,36000.0,,,,1677000.0,,,,935000.0,,,,532000.0,,,,697000.0,,,,614000.0,,,,189000.0,,,,100000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,,,,,1035000.0,,,,1035000.0,,,,2658000.0,,,,945000.0,,,,1529000.0,,,,994000.0,,,,1219000.0,,,,1541000.0,,,,4425000.0,,,,15100000.0,,,
DeferredTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,91217000.0,,,,112598000.0,,,,145504000.0,,,,141033000.0,,,,143800000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,,,,,1600000.0,2500000.0,2400000.0,1200000.0,2100000.0,2800000.0,3500000.0,1400000.0,2700000.0,3900000.0,4100000.0,1600000.0,3300000.0,4800000.0,5300000.0,2200000.0,4400000.0,6300000.0,6700000.0,3300000.0,5900000.0,8800000.0,8600000.0,3500000.0,6600000.0,9900000.0,11600000.0,4000000.0,7800000.0,11800000.0,12700000.0,4600000.0,10000000.0,14700000.0
DepreciationAndAmortization / USD,1295000.0,2583000.0,4036000.0,4092000.0,1091000.0,2163000.0,3322000.0,3682000.0,1323000.0,2723000.0,4180000.0,4538000.0,1723000.0,3546000.0,5578000.0,5738000.0,2226000.0,4666000.0,7069000.0,7834000.0,3032000.0,6491000.0,10652000.0,9805000.0,4805000.0,10183000.0,15848000.0,15125000.0,6285000.0,13059000.0,20209000.0,21800000.0,7716000.0,16096000.0,25503000.0,27605000.0,11663000.0,23753000.0,36378000.0,35811000.0,14125000.0,29052000.0,44660000.0,49800000.0,17500000.0,36700000.0,57200000.0
DepreciationDepletionAndAmortization / USD,,,,5522000.0,1721000.0,3401000.0,5198000.0,5486000.0,2133000.0,4420000.0,6822000.0,7162000.0,2909000.0,6118000.0,9671000.0,9421000.0,4286000.0,8993000.0,13898000.0,13632000.0,6069000.0,12782000.0,20910000.0,19395000.0,9347000.0,19675000.0,30644000.0,29657000.0,12215000.0,25290000.0,39073000.0,42211000.0,14916000.0,30933000.0,48254000.0,53373000.0,21655000.0,44223000.0,67783000.0,67222000.0,26272000.0,54010000.0,82959000.0,92700000.0,32500000.0,68100000.0,106200000.0
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet / USD,,,,,,,,,,,,,,,,,,,,-673000.0,738000.0,1010000.0,1259000.0,-673000.0,,,,479000.0,-1644000.0,-1939000.0,-2042000.0,-1456000.0,424000.0,287000.0,305000.0,-1993000.0,1089000.0,1368000.0,1559000.0,662000.0,,,,1600000.0,,,
DirectOperatingCosts / USD,,,,,,12049000.0,17847000.0,19070000.0,7471000.0,14605000.0,22569000.0,24694000.0,10785000.0,21264000.0,34491000.0,31790000.0,15086000.0,30695000.0,46019000.0,48268000.0,20568000.0,38245000.0,56403000.0,62438000.0,24776000.0,45065000.0,66153000.0,76231000.0,24116000.0,47373000.0,71651000.0,89336000.0,29073000.0,57846000.0,92612000.0,97778000.0,38492000.0,78096000.0,122265000.0,130475000.0,53085000.0,107702000.0,163302000.0,169800000.0,63700000.0,131100000.0,201900000.0
DividendsCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22721000.0,22721000.0,67775000.0,19977000.0,22721000.0,22721000.0,67800000.0,20000000.0,20000000.0,
EarningsPerShareBasic / USD/shares,0.06,0.07,0.06,-0.01,0.02,0.01,0.06,0.01,0.11,0.21,0.28,0.11,0.32,0.5,0.61,0.37,0.58,0.93,1.29,1.21,0.71,1.33,1.83,2.13,0.82,1.67,2.35,2.37,1.09,1.59,2.07,3.14,1.12,2.02,2.55,2.49,1.58,2.57,3.48,3.39,2.06,3.17,4.48,4.86,4.37,5.58,6.9
EarningsPerShareDiluted / USD/shares,0.05,0.06,0.05,-0.01,0.02,0.01,0.06,0.01,0.11,0.21,0.27,0.11,0.31,0.49,0.59,0.36,0.57,0.91,1.26,1.19,0.7,1.31,1.8,2.1,0.81,1.64,2.31,2.34,1.08,1.57,2.04,3.09,1.11,2.01,2.53,2.46,1.58,2.57,3.46,3.37,2.06,3.17,4.46,4.84,4.37,5.57,6.89
EffectiveIncomeTaxRateContinuingOperations / pure,0.3202,0.3201,0.3202,0.17,0.4247,0.4206,0.3911,0.56,0.4145,0.4224,0.4213,0.41,0.3461,0.346,0.209,0.38,0.3348,0.244,0.197,0.3,0.209,0.196,0.2,0.03,0.239,0.161,0.18,0.22,0.287,0.204,0.203,0.2,0.321,0.179,0.208,0.23,0.279,0.255,0.269,0.23,0.28,0.289,0.281,0.28,0.148,0.19,0.219
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,,,0.34,,,,0.34,,,,0.34,,,,0.35,,,,0.35,,,,0.35,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,,,-0.13,,,,0.04,,,,0.04,,,,0.03,,,,0.0,,,,0.0,,,,0.01,,,,0.03,,,,0.06,,,,0.06,,,,0.04,,,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,0.07,,,,0.09,,,,0.07,,,,-0.01,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,,,0.07,,,,0.29,,,,0.04,,,,0.04,,,,0.04,,,,0.04,,,,0.06,,,,0.06,,,,0.08,,,,0.08,,,,0.06,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch / pure,,,,,,,,0.0,,,,0.0,,,,0.01,,,,0.01,,,,0.02,,,,0.02,,,,0.03,,,,0.03,,,,0.03,,,,0.02,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5284000.0,4757000.0,1456000.0,3351000.0,5108000.0,6655000.0,1891000.0,4180000.0,6545000.0,7141000.0,3597000.0,7752000.0,11529000.0,9000000.0,3600000.0,8800000.0,13900000.0
EntityCommonStockSharesOutstanding / shares,51041157.0,51041157.0,51112429.0,53848094.0,58370980.0,59110711.0,59105143.0,59096925.0,59926434.0,59826777.0,60111318.0,59491770.0,59427244.0,59575510.0,59196119.0,59182715.0,59063253.0,58625158.0,58613653.0,58599531.0,58507395.0,58420664.0,58399009.0,58846011.0,58566076.0,58532912.0,58512531.0,60188541.0,60183272.0,60094394.0,60025819.0,60213519.0,60253999.0,60026348.0,60020369.0,60321077.0,60292594.0,60467053.0,60228165.0,57551437.0,58110019.0,57432442.0,57662043.0,57264718.0,57819755.0,57876797.0,56269005.0
EntityPublicFloat / USD,,,,199792761.0,,,,1000000000.0,,,,2100000000.0,,,,3300000000.0,,,,4900000000.0,,,,11100000000.0,,,,14200000000.0,,,,18600000000.0,,,,14400000000.0,,,,16600000000.0,,,,7200000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,10482000.0,10482000.0,10482000.0,10482000.0,12095000.0,12095000.0,12095000.0,12095000.0,13707000.0,13707000.0,13707000.0,13707000.0,15320000.0,15320000.0,15320000.0,15320000.0,2236000.0,2236000.0,2236000.0,2236000.0,2449000.0,2449000.0,2449000.0,2449000.0,2662000.0,2662000.0,2662000.0,2662000.0,,2875000.0,2875000.0,2875000.0,5365000.0,5365000.0,5365000.0,5365000.0,6182000.0,6182000.0,6182000.0,6182000.0,10087000.0,10087000.0,10087000.0,10100000.0,14000000.0,14000000.0,14000000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,1210000.0,806000.0,,1613000.0,,,,1613000.0,,,,913000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,200000.0,,4000000.0,4000000.0,4000000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,,13600000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,,403000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000.0,1000000.0,,3000000.0,2000000.0,1000000.0,,2900000.0,2000000.0,1000000.0,,2900.0,2000000.0,1000000.0,,2900000.0,,3400000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,213000.0,213000.0,213000.0,213000.0,,,,213000.0,,,,213000.0,,,,106000.0,,,,,,,,,,,,,,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,913000.0,913000.0,913000.0,213000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,106000.0,,,,,,,,,,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,1613000.0,1613000.0,1613000.0,913000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,106000.0,,,,,,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,,10300000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,1613000.0,1613000.0,1613000.0,1613000.0,,,,913000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,213000.0,,,,100000.0,,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,3900000.0,,13600000.0
FiniteLivedIntangibleAssetsGross / USD,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,17191000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,3194000.0,,3194000.0,3194000.0,3194000.0,63393000.0,63393000.0,63393000.0,63393000.0,60199000.0,60199000.0,60199000.0,60199000.0,60199000.0,60199000.0,60199000.0,60200000.0,60200000.0,60200000.0,60200000.0
FiniteLivedIntangibleAssetsNet / USD,6709000.0,6709000.0,6709000.0,6709000.0,5096000.0,5096000.0,5096000.0,5096000.0,3484000.0,3484000.0,3484000.0,3484000.0,1871000.0,1871000.0,1871000.0,1871000.0,958000.0,958000.0,958000.0,958000.0,745000.0,745000.0,745000.0,745000.0,532000.0,532000.0,532000.0,532000.0,,319000.0,319000.0,319000.0,58028000.0,58028000.0,58028000.0,58028000.0,54017000.0,54017000.0,54017000.0,54017000.0,50112000.0,50112000.0,50112000.0,50100000.0,46200000.0,46200000.0,46200000.0
FundsHeldForClients / USD,455779000.0,455779000.0,455779000.0,455779000.0,660557000.0,660557000.0,660557000.0,660557000.0,696703000.0,696703000.0,696703000.0,696703000.0,858244000.0,858244000.0,858244000.0,858244000.0,1089201000.0,1089201000.0,1089201000.0,1089201000.0,967787000.0,967787000.0,967787000.0,967787000.0,1662778000.0,1662778000.0,1662778000.0,1662778000.0,1613494000.0,1613494000.0,1613494000.0,1613494000.0,1846573000.0,1846573000.0,1846573000.0,1846573000.0,2202975000.0,2202975000.0,2202975000.0,2202975000.0,2327366000.0,2327366000.0,2327366000.0,2327400000.0,3665500000.0,3665500000.0,3665500000.0
GainLossOnSaleOfPropertyPlantEquipment / USD,,,,248000.0,,-15000.0,-15000.0,248000.0,,-15000.0,-15000.0,-15000.0,,-3000.0,-230000.0,-15000.0,,,-21000.0,64000.0,,,,-21000.0,,,,,-132000.0,-132000.0,-146000.0,-146000.0,-132000.0,-132000.0,-146000.0,-146000.0,13000.0,21000.0,33000.0,-146000.0,13000.0,21000.0,33000.0,200000.0,,,100000.0
GainsLossesOnExtinguishmentOfDebt / USD,,-4044000.0,-4044000.0,-4044000.0,,-4044000.0,-4044000.0,-4044000.0,,,,-4044000.0,,,,-923000.0,,,,-923000.0,,,,-923000.0,,,,,,,,,,,,,,,-1222000.0,-1222000.0,,,-1222000.0,-1200000.0,,,
Goodwill / USD,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51889000.0,51900000.0,51900000.0,51900000.0,51900000.0
GoodwillImpairmentLoss / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GrossProfit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162500000.0,421200000.0,774900000.0,1138500000.0
ImpairmentOfIntangibleAssetsFinitelived / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,,,,,,806000.0,5185000.0,1399000.0,10239000.0,20674000.0,27284000.0,9656000.0,28427000.0,44377000.0,44494000.0,33525000.0,52348000.0,71008000.0,92913000.0,101012000.0,52050000.0,95568000.0,132012000.0,127732000.0,62112000.0,114477000.0,164968000.0,174711000.0,88318000.0,115053000.0,149335000.0,226087000.0,95175000.0,142411000.0,185960000.0,185936000.0,127464000.0,200301000.0,275589000.0,255962000.0,165599000.0,258446000.0,360487000.0,389600000.0,290000000.0,389200000.0,497500000.0
IncomeTaxExpenseBenefit / USD,1241000.0,1410000.0,1211000.0,-84000.0,783000.0,339000.0,2028000.0,792000.0,4244000.0,8733000.0,11496000.0,3993000.0,9839000.0,15368000.0,9287000.0,12580000.0,18654000.0,17298000.0,18293000.0,30591000.0,10890000.0,18686000.0,26361000.0,4246000.0,14830000.0,18433000.0,29772000.0,37646000.0,25303000.0,23449000.0,30249000.0,45511000.0,30559000.0,25517000.0,38687000.0,42483000.0,35534000.0,51016000.0,74151000.0,60002000.0,46303000.0,74634000.0,101456000.0,108200000.0,42800000.0,74000000.0,109100000.0
IncomeTaxesPaidNet / USD,,,,74000.0,,,,378000.0,,,,2013000.0,,,,19205000.0,,,,9323000.0,,,,18332000.0,,,,13511000.0,,,,24566000.0,,,,27530000.0,,,,33068000.0,,,,100600000.0,,,
IncomeTaxesReceivable / USD,,,,,,935000.0,935000.0,935000.0,6743000.0,6743000.0,6743000.0,6743000.0,692000.0,692000.0,692000.0,692000.0,7047000.0,7047000.0,7047000.0,7047000.0,3962000.0,3962000.0,3962000.0,3962000.0,4020000.0,4020000.0,4020000.0,4020000.0,10447000.0,10447000.0,10447000.0,10447000.0,16413000.0,16413000.0,16413000.0,16413000.0,5583000.0,5583000.0,5583000.0,5583000.0,18391000.0,18391000.0,18391000.0,18400000.0,11900000.0,11900000.0,11900000.0
IncreaseDecreaseInAccountsPayable / USD,-411000.0,-635000.0,-159000.0,1157000.0,-1710000.0,-2400000.0,-3044000.0,2667000.0,-515000.0,-970000.0,-850000.0,-2386000.0,-1170000.0,2619000.0,-3658000.0,-431000.0,-1349000.0,-319000.0,-1463000.0,-1571000.0,-710000.0,593000.0,1789000.0,79000.0,-1251000.0,-1284000.0,-970000.0,1079000.0,408000.0,-1017000.0,4491000.0,-221000.0,803000.0,2267000.0,1659000.0,1529000.0,5406000.0,7655000.0,4159000.0,-660000.0,-4645000.0,-10277000.0,-8131000.0,11700000.0,3000000.0,0.0,13100000.0
IncreaseDecreaseInAccountsReceivable / USD,-147000.0,-63000.0,85000.0,133000.0,-968000.0,-799000.0,-237000.0,1083000.0,-1110000.0,-242000.0,592000.0,1089000.0,226000.0,421000.0,-875000.0,-440000.0,508000.0,464000.0,105000.0,-1015000.0,774000.0,838000.0,637000.0,237000.0,421000.0,-564000.0,-805000.0,1838000.0,-1239000.0,-3000.0,3057000.0,5884000.0,10662000.0,10775000.0,3874000.0,-168000.0,8455000.0,10588000.0,5406000.0,360000.0,-5041000.0,-6650000.0,-7295000.0,13400000.0,3600000.0,3600000.0,4100000.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,1350000.0,1480000.0,2679000.0,538000.0,2437000.0,-1128000.0,-498000.0,2394000.0,2188000.0,1346000.0,1965000.0,749000.0,2111000.0,2091000.0,3241000.0,4026000.0,-3436000.0,-3395000.0,-3225000.0,3896000.0,2232000.0,1789000.0,4242000.0,-2709000.0,7923000.0,7820000.0,6176000.0,6498000.0,-1490000.0,-2621000.0,2239000.0,7561000.0,-321000.0,3051000.0,2117000.0,-2002000.0,-1195000.0,-2393000.0,-1106000.0,17004000.0,6859000.0,24560000.0,15732000.0,-9500000.0,6200000.0,3900000.0,3900000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,10675000.0,2153000.0,5565000.0,9190000.0,11913000.0,2860000.0,5353000.0,8714000.0,13027000.0,2211000.0,4643000.0,9143000.0,11593000.0,2167000.0,5632000.0,11051000.0,10582000.0,3390000.0,7454000.0,12585000.0,14600000.0,3386000.0,6817000.0,10902000.0,16000000.0,6600000.0,11900000.0,11800000.0
IncreaseDecreaseInDeferredCharges / USD,,,,,,,,,,,,,,,,,13563000.0,22330000.0,32024000.0,42019000.0,17712000.0,27487000.0,39881000.0,48619000.0,23414000.0,37591000.0,53654000.0,60730000.0,27630000.0,40488000.0,56922000.0,76204000.0,26575000.0,44893000.0,68041000.0,89776000.0,36261000.0,57746000.0,86634000.0,103356000.0,38519000.0,62489000.0,87604000.0,122400000.0,37600000.0,55200000.0,84400000.0
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable / USD,,,,,389000.0,135000.0,298000.0,-150000.0,4288000.0,2866000.0,2543000.0,-122000.0,13325000.0,12114000.0,2427000.0,-5808000.0,17269000.0,-2855000.0,-8555000.0,6051000.0,4013000.0,1445000.0,591000.0,-6355000.0,7488000.0,-6654000.0,-5550000.0,3085000.0,19973000.0,-304000.0,-5260000.0,-58000.0,23424000.0,2450000.0,236000.0,-6427000.0,39593000.0,16193000.0,1245000.0,-5966000.0,24933000.0,3645000.0,-5187000.0,10800000.0,35700000.0,28700000.0,8100000.0
IncreaseDecreaseInInventories / USD,30000.0,-87000.0,121000.0,-8000.0,-126000.0,-59000.0,-195000.0,-136000.0,523000.0,131000.0,-245000.0,-267000.0,-423000.0,-652000.0,-963000.0,224000.0,-176000.0,-434000.0,75000.0,-418000.0,193000.0,-57000.0,56000.0,-462000.0,11000.0,248000.0,181000.0,306000.0,-254000.0,433000.0,-32000.0,403000.0,125000.0,-80000.0,-97000.0,41000.0,-124000.0,1166000.0,-27000.0,-481000.0,-385000.0,-336000.0,-375000.0,200000.0,-200000.0,-400000.0,-900000.0
IncreaseDecreaseInOtherOperatingAssets / USD,,,,,,,,,,,,,,,,,,,,,565000.0,153000.0,111000.0,241000.0,702000.0,2479000.0,2367000.0,762000.0,1801000.0,1113000.0,3757000.0,3555000.0,-559000.0,-1631000.0,-671000.0,1720000.0,2970000.0,5308000.0,10104000.0,7862000.0,-2923000.0,9057000.0,8262000.0,4000000.0,300000.0,400000.0,1700000.0
IncreaseDecreaseInPrepaidExpense / USD,691000.0,467000.0,753000.0,395000.0,725000.0,132000.0,94000.0,800000.0,1092000.0,1260000.0,474000.0,465000.0,1262000.0,605000.0,460000.0,1579000.0,938000.0,1262000.0,1230000.0,944000.0,2019000.0,3043000.0,2952000.0,507000.0,1498000.0,3607000.0,5066000.0,2676000.0,4292000.0,11426000.0,7196000.0,5903000.0,6255000.0,14430000.0,8789000.0,4293000.0,4859000.0,14050000.0,11203000.0,5875000.0,6984000.0,10597000.0,8845000.0,6500000.0,13900000.0,8300000.0,8000000.0
IntangibleAssetsNetExcludingGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319000.0,319000.0,319000.0,58028000.0,58028000.0,58028000.0,58028000.0,54017000.0,54017000.0,54017000.0,54017000.0,50112000.0,50112000.0,50112000.0,50100000.0,46200000.0,46200000.0,46200000.0
InterestAndDebtExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,1600000.0,400000.0,800000.0,1100000.0,1600000.0,400000.0,700000.0,1100000.0,1500000.0,300000.0,900000.0,2100000.0,1400000.0,1400000.0,2900000.0,4200000.0,3400000.0,800000.0,1600000.0,2400000.0
InterestCostsCapitalized / USD,11000.0,35000.0,400000.0,100000.0,100000.0,,400000.0,100000.0,0.0,0.0,0.0,400000.0,100000.0,200000.0,300000.0,400000.0,100000.0,200000.0,500000.0,400000.0,400000.0,700000.0,800000.0,800000.0,100000.0,200000.0,400000.0,800000.0,400000.0,800000.0,1100000.0,600000.0,400000.0,700000.0,1100000.0,1500000.0,100000.0,300000.0,500000.0,1400000.0,500000.0,1400000.0,2600000.0,900000.0,0.0,0.0,0.0
InterestExpense / USD,2274000.0,4600000.0,6929000.0,6977000.0,2067000.0,2741000.0,3079000.0,9272000.0,332000.0,724000.0,1067000.0,3421000.0,311000.0,481000.0,733000.0,1427000.0,257000.0,538000.0,758000.0,1036000.0,276000.0,34000.0,418000.0,911000.0,276000.0,534000.0,794000.0,766000.0,16000.0,19000.0,19000.0,940000.0,215000.0,569000.0,1587000.0,19000.0,215000.0,569000.0,1587000.0,2536000.0,837000.0,1439000.0,1661000.0,2500000.0,800000.0,1600000.0,2400000.0
InterestPaidNet / USD,,,,6834000.0,,,,9298000.0,,,,3482000.0,,,,1271000.0,,,,938000.0,,,,791000.0,,,,708000.0,,,,891000.0,,,,2000.0,,,,2000.0,,,,500000.0,,,
InventoryNet / USD,578000.0,578000.0,578000.0,578000.0,195000.0,195000.0,195000.0,195000.0,1093000.0,1093000.0,1093000.0,1093000.0,675000.0,675000.0,675000.0,675000.0,979000.0,979000.0,979000.0,979000.0,797000.0,797000.0,797000.0,797000.0,1158000.0,1158000.0,1158000.0,1158000.0,1151000.0,1151000.0,1151000.0,1151000.0,1131000.0,1131000.0,1131000.0,1131000.0,1607000.0,1607000.0,1607000.0,1607000.0,1383000.0,1383000.0,1383000.0,1400000.0,1400000.0,1400000.0,1400000.0
Investments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124551000.0,2124551000.0,2124551000.0,2124551000.0,2603705000.0,2603705000.0,2603705000.0,2603705000.0,3099316000.0,2621391000.0,2621391000.0,2621400000.0,4067500000.0,4067500000.0,4067500000.0
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,,,,,,,,,,,,,26876000.0,29254000.0,28855000.0,30746000.0,,,,29301000.0,,,,32959000.0,,,,42743000.0,,,,84789000.0,,,,93400000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,,,,,,,,,,,,,335000.0,1067000.0,1382000.0,301000.0,,,,,,,,2204000.0,,,,3500000.0,,,,5303000.0,,,,3800000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,,,,,,,,,,,10462000.0,,,,11204000.0,,,,11069000.0,,,,14791000.0,,,,19721000.0,,,,21000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,,,,,,,,,,,,,2543000.0,3368000.0,3666000.0,2063000.0,,,,941000.0,,,,1490000.0,,,,2711000.0,,,,10827000.0,,,,9700000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,,,,,,,,,,,,,4285000.0,5023000.0,5314000.0,4474000.0,,,,3452000.0,,,,3082000.0,,,,5192000.0,,,,13421000.0,,,,17700000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,,,,,,,,,,,,,4974000.0,5838000.0,6397000.0,6071000.0,,,,5970000.0,,,,5954000.0,,,,6962000.0,,,,17154000.0,,,,19800000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,,,,,,,,,,,,,7862000.0,8968000.0,9570000.0,7375000.0,,,,7734000.0,,,,9160000.0,,,,9587000.0,,,,18363000.0,,,,21400000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,,,,,,,,,,,,,2025000.0,2228000.0,2027000.0,2061000.0,,,,1405000.0,,,,2047000.0,,,,1731000.0,,,,8840000.0,,,,10000000.0,,,
Liabilities / USD,,,,,,,,,,,,,,,,,,,,1268891000.0,1187173000.0,1187173000.0,1187173000.0,1187173000.0,1960289000.0,1960289000.0,1960289000.0,1960289000.0,1952269000.0,1952269000.0,1952269000.0,1952269000.0,2321431000.0,2321431000.0,2321431000.0,2321431000.0,2719906000.0,2719906000.0,2719906000.0,2719906000.0,2894503000.0,2894503000.0,2894503000.0,2894500000.0,4284000000.0,4284000000.0,4284000000.0
LiabilitiesAndStockholdersEquity / USD,575478000.0,575478000.0,575478000.0,575478000.0,798942000.0,798942000.0,798942000.0,797497000.0,876655000.0,876655000.0,876655000.0,876655000.0,1078613000.0,1078613000.0,1078613000.0,1078613000.0,1550138000.0,1550138000.0,1550138000.0,1550138000.0,1521926000.0,1521926000.0,1521926000.0,1521926000.0,2486917000.0,2486917000.0,2486917000.0,2486917000.0,2607912000.0,2607912000.0,2607912000.0,2607912000.0,3215145000.0,3215145000.0,3215145000.0,3215145000.0,3902513000.0,3902513000.0,3902513000.0,3902513000.0,4197539000.0,4197539000.0,4197539000.0,4197500000.0,5859900000.0,5859900000.0,5859900000.0
