fact_unit,2010-08-04,2010-11-05,2011-03-01,2011-05-10,2011-08-09,2011-11-09,2012-02-29,2012-05-10,2012-08-06,2012-11-09,2013-03-01,2013-05-09,2013-08-02,2013-11-07,2014-02-28,2014-05-12,2014-08-07,2014-11-06,2015-03-02,2015-05-11,2015-08-07,2015-11-04,2016-02-26,2016-05-06,2016-08-05,2016-11-09,2017-02-24,2017-05-05,2017-08-04,2017-08-18,2017-11-03,2018-02-28,2018-05-10,2018-08-07,2018-11-05,2019-02-26,2019-05-09,2019-07-30,2019-10-30,2020-02-24,2020-04-29,2020-07-30,2020-10-27,2021-02-23,2021-04-27,2021-07-27,2021-10-26,2022-02-23,2022-05-09,2022-07-26,2022-11-03,2023-02-27,2023-04-28,2023-07-27,2023-10-26,2024-02-22,2024-04-24,2024-07-22,2024-10-28,2025-02-13,2025-04-28,2025-07-28,2025-10-28
AccountsPayableCurrent / USD,17431000.0,17431000.0,17431000.0,33693000.0,33693000.0,33693000.0,33693000.0,22384000.0,22384000.0,22384000.0,22384000.0,48524000.0,48524000.0,48524000.0,48524000.0,34158000.0,34158000.0,34158000.0,34158000.0,57261000.0,57261000.0,57261000.0,57261000.0,63910000.0,63910000.0,63910000.0,63910000.0,69595000.0,69595000.0,57261000.0,69595000.0,69595000.0,64177000.0,64177000.0,64177000.0,64177000.0,87345000.0,87345000.0,87345000.0,64177000.0,99960000.0,99960000.0,99960000.0,99960000.0,190497000.0,190497000.0,190497000.0,190497000.0,242700000.0,242700000.0,242700000.0,242700000.0,286500000.0,286500000.0,286500000.0,286500000.0,459000000.0,459000000.0,459000000.0,459000000.0,373000000.0,373000000.0,373000000.0
AccruedBonusesCurrent / USD,,,,,,,43896000.0,,,,47585000.0,,,,12668000.0,,,,70272000.0,,,,76891000.0,,,,76210000.0,,,,,82438000.0,,,,106923000.0,,,,120228000.0,,,,144475000.0,,,,159356000.0,,,,216700000.0,,,,234500000.0,,,,268000000.0,,,
AccruedEmployeeBenefitsCurrent / USD,,,,,,,16040000.0,,,,16818000.0,,,,19943000.0,,,,35145000.0,,,,36241000.0,,,,39366000.0,,,,,45771000.0,,,,40540000.0,,,,51731000.0,,,,60260000.0,,,,41550000.0,,,,53500000.0,,,,64600000.0,,,,64000000.0,,,
AccruedLiabilitiesCurrent / USD,96387000.0,96387000.0,96387000.0,94947000.0,94947000.0,94947000.0,94947000.0,100865000.0,100865000.0,100865000.0,100865000.0,79593000.0,79593000.0,79593000.0,79593000.0,157400000.0,157400000.0,157400000.0,157400000.0,181156000.0,181156000.0,181156000.0,181156000.0,192067000.0,192067000.0,192067000.0,192067000.0,201989000.0,201989000.0,181156000.0,201989000.0,201989000.0,228748000.0,228748000.0,228748000.0,228748000.0,279310000.0,279310000.0,279310000.0,228748000.0,337717000.0,337717000.0,337717000.0,337717000.0,371737000.0,371737000.0,371737000.0,371737000.0,456200000.0,456200000.0,456200000.0,456200000.0,541500000.0,541500000.0,541500000.0,541500000.0,608000000.0,608000000.0,608000000.0,608000000.0,653000000.0,653000000.0,653000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,82839000.0,,,,87559000.0,,,,90298000.0,,,,99483000.0,,,,110640000.0,,,,123431000.0,,,,,138528000.0,,,,156822000.0,,,,168480000.0,,,,171298000.0,,,,190834000.0,,,,196400000.0,,,,237000000.0,,,,254000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,5000.0,5000.0,5000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,,,,,,,-9000.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,-4990000.0,-3549000.0,-6550000.0,-9409000.0,-9400000.0,-9400000.0,-9400000.0,-9400000.0,-148400000.0,-148400000.0,-148400000.0,-148400000.0,-19000000.0,-19000000.0,-19000000.0,-19000000.0,-109000000.0,-109000000.0,-109000000.0
AdditionalPaidInCapitalCommonStock / USD,267856000.0,267856000.0,267856000.0,286997000.0,286997000.0,286997000.0,286997000.0,307059000.0,307059000.0,307059000.0,307059000.0,335872000.0,335872000.0,335872000.0,335872000.0,371960000.0,371960000.0,371960000.0,371960000.0,405982000.0,405982000.0,405982000.0,405982000.0,426498000.0,426498000.0,426498000.0,426498000.0,468443000.0,468443000.0,405982000.0,468443000.0,468443000.0,483730000.0,483730000.0,483730000.0,483733000.0,615180000.0,615180000.0,615180000.0,615180000.0,716049000.0,716049000.0,716049000.0,716049000.0,794909000.0,794909000.0,794909000.0,794909000.0,849400000.0,849400000.0,849400000.0,849400000.0,919700000.0,919700000.0,919700000.0,919700000.0,1027000000.0,1027000000.0,1027000000.0,1027000000.0,1118000000.0,1118000000.0,1118000000.0
AdjustmentForAmortization / USD,24904000.0,37372000.0,46631000.0,12553000.0,25203000.0,38072000.0,49857000.0,13509000.0,27065000.0,40790000.0,51442000.0,15613000.0,31494000.0,47450000.0,54755000.0,16161000.0,32282000.0,50140000.0,63573000.0,17876000.0,38499000.0,60482000.0,67932000.0,21625000.0,43248000.0,65406000.0,82941000.0,21610000.0,43220000.0,38499000.0,65025000.0,87421000.0,21620000.0,42967000.0,64402000.0,86663000.0,20539000.0,41324000.0,62961000.0,85446000.0,26192000.0,52146000.0,78418000.0,86544000.0,26391000.0,53132000.0,80190000.0,105298000.0,29500000.0,59000000.0,88600000.0,108500000.0,31100000.0,64700000.0,108200000.0,119600000.0,41000000.0,83000000.0,123000000.0,147000000.0,43000000.0,86000000.0,131000000.0
AmortizationOfDebtDiscountPremium / USD,,,,,,,,,,,,,,,,,,,46000.0,0.0,0.0,0.0,0.0,39000.0,79000.0,118000.0,46000.0,39000.0,79000.0,0.0,118000.0,157000.0,39000.0,79000.0,119000.0,1762000.0,407000.0,819000.0,1220000.0,1840000.0,456000.0,988000.0,1521000.0,1627000.0,512000.0,1066000.0,1619000.0,2054000.0,700000.0,1500000.0,2100000.0,2300000.0,700000.0,1800000.0,2800000.0,2800000.0,,2000000.0,3000000.0,,,,
AssetRetirementObligationAccretionExpense / USD,,,,,327000.0,580000.0,128000.0,416000.0,877000.0,1353000.0,932000.0,582000.0,1214000.0,1832000.0,1837000.0,525000.0,1022000.0,1503000.0,2469000.0,480000.0,1032000.0,1593000.0,1963000.0,686000.0,1401000.0,2224000.0,2563000.0,742000.0,1414000.0,1032000.0,2142000.0,2990000.0,693000.0,1431000.0,1907000.0,2847000.0,404000.0,1012000.0,1583000.0,2326000.0,1160000.0,2651000.0,3953000.0,2366000.0,1684000.0,3627000.0,5512000.0,5932000.0,1800000.0,3500000.0,4800000.0,7300000.0,1400000.0,3100000.0,5000000.0,6200000.0,2000000.0,4000000.0,7000000.0,7000000.0,2000000.0,5000000.0,6000000.0
Assets / USD,2224226000.0,2224226000.0,2224226000.0,2400814000.0,2336812000.0,2387811000.0,2224226000.0,2443996000.0,2524872000.0,2561303000.0,2400814000.0,3017447000.0,3097291000.0,3134729000.0,2607011000.0,3230360000.0,3326320000.0,3554788000.0,3128058000.0,3674289000.0,4930472000.0,4945748000.0,3649508000.0,4838942000.0,5020837000.0,5002192000.0,4946560000.0,4992960000.0,5206877000.0,4930472000.0,5522027000.0,4979844000.0,5197444000.0,5279009000.0,7414277000.0,5262734000.0,5615083000.0,5701557000.0,5802806000.0,5747550000.0,6806289000.0,7164767000.0,7680664000.0,6688668000.0,7582345000.0,8201058000.0,8795379000.0,7622821000.0,8910800000.0,9357900000.0,9629200000.0,8966500000.0,11272900000.0,12279900000.0,13658300000.0,9795400000.0,13400000000.0,14072000000.0,13983000000.0,14883000000.0,17612000000.0,17612000000.0,17612000000.0
AssetsCurrent / USD,613699000.0,613699000.0,613699000.0,652809000.0,652809000.0,652809000.0,652809000.0,708127000.0,708127000.0,708127000.0,708127000.0,759512000.0,759512000.0,759512000.0,759512000.0,928036000.0,928036000.0,928036000.0,928036000.0,1570108000.0,1570108000.0,1570108000.0,1570108000.0,1537389000.0,1537389000.0,1537389000.0,1537389000.0,1736128000.0,1736128000.0,1570108000.0,1736128000.0,1736128000.0,2242156000.0,2242156000.0,2242156000.0,2242156000.0,2167311000.0,2167311000.0,2167311000.0,2167311000.0,2494802000.0,2494802000.0,2494802000.0,2494802000.0,2958249000.0,2958249000.0,2958249000.0,2958249000.0,3330300000.0,3330300000.0,3330300000.0,3330300000.0,4996000000.0,4996000000.0,4996000000.0,4996000000.0,5130000000.0,5130000000.0,5130000000.0,5130000000.0,6924000000.0,6924000000.0,6924000000.0
BusinessAcquisitionProFormaEarningsPerShareBasic / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.54
BusinessAcquisitionProFormaEarningsPerShareDiluted / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.52
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareBasic / USD/shares,,,,,,,,,,,,,,,,,,,,0.36,0.81,1.3,,0.4,0.85,1.35,,,0.93,0.81,1.44,,0.25,0.5,0.79,,0.34,0.28,1.04,,0.41,0.77,1.21,,0.54,0.89,1.38,,0.71,1.22,1.69,,0.78,1.31,1.89,2.53,,,,3.22,,,
BusinessAcquisitionProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTaxPerShareDiluted / USD/shares,,,,,,,,,,,,,,,,,,,,0.36,0.8,1.28,,0.4,0.84,1.32,,,0.92,0.8,1.43,,0.25,0.49,0.78,,0.33,0.27,1.02,,0.41,0.76,1.21,,0.54,0.89,1.38,,0.71,1.22,1.69,,0.78,1.3,1.89,2.52,,,,3.2,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount / USD,,,,,18806000.0,69136000.0,91303000.0,25383000.0,38019000.0,43412000.0,91303000.0,3226000.0,19909000.0,28326000.0,84105000.0,38000.0,9308000.0,141757000.0,52730000.0,23959000.0,65974000.0,62735000.0,41600000.0,7023000.0,54920000.0,60473000.0,141900000.0,,16420000.0,65974000.0,26248000.0,91100000.0,26900000.0,107700000.0,162900000.0,88900000.0,62200000.0,96500000.0,203800000.0,35300000.0,121500000.0,202400000.0,281800000.0,640300000.0,64900000.0,96700000.0,151500000.0,245600000.0,4000000.0,16000000.0,70700000.0,516700000.0,1100000.0,16800000.0,35000000.0,64500000.0,,,,121000000.0,,,
BusinessAcquisitionsProFormaNetIncomeLoss / USD,,,,,,,,,,,,,,,,,,,,53064000.0,117594000.0,187952000.0,,57560000.0,120910000.0,190387000.0,,,129113000.0,117594000.0,201675000.0,,70522000.0,139874000.0,222407000.0,,93150000.0,76588000.0,288373000.0,,115758000.0,215312000.0,341772000.0,,153491000.0,252571000.0,392135000.0,,201800000.0,345200000.0,478500000.0,,221000000.0,369300000.0,535200000.0,703800000.0,,,,899000000.0,,555000000.0,841000000.0
BusinessAcquisitionsProFormaRevenue / USD,,,,,,,,,,,,,,,,,,,,367131000.0,779257000.0,1212241000.0,,407579000.0,848183000.0,1295027000.0,,,874344000.0,779257000.0,1341511000.0,,467198000.0,956510000.0,1477640000.0,,512730000.0,486052000.0,1578627000.0,,628230000.0,1235519000.0,1900105000.0,,706714000.0,1318896000.0,2019218000.0,,826100000.0,1574800000.0,2641100000.0,,907700000.0,1764800000.0,2713400000.0,3736900000.0,,,,4428000000.0,,2471000000.0,4972000000.0
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528000.0,9200000.0,1210000.0,-1650000.0,-6920000.0,2969000.0,-10957000.0,-10322000.0,4996000.0,-1366000.0,-900000.0,-2500000.0,20600000.0,-4500000.0,-3400000.0,-6400000.0,-33100000.0,40400000.0,-2000000.0,0.0,30000000.0,-39000000.0,-2000000.0,-2000000.0,-9000000.0
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual / USD,,,,,6348000.0,14398000.0,30172000.0,4456000.0,12949000.0,3026000.0,30172000.0,27712000.0,58266000.0,96020000.0,40291000.0,6000.0,627000.0,77064000.0,129472000.0,1726000.0,7422000.0,16640000.0,63800000.0,2527000.0,8870000.0,21452000.0,112200000.0,,454000.0,7422000.0,3645000.0,28200000.0,900000.0,7900000.0,29200000.0,34200000.0,4800000.0,16400000.0,31000000.0,7800000.0,5600000.0,24300000.0,52600000.0,82400000.0,8700000.0,17500000.0,28900000.0,49100000.0,,19200000.0,116900000.0,93900000.0,2600000.0,12200000.0,17600000.0,67900000.0,,,,40000000.0,,18000000.0,318000000.0
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentConsiderationTransferred / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,11000000.0,,,
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,11000000.0,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets / USD,,,,,,,,,,,,,,,,,,,,44003000.0,135687000.0,143011000.0,519794000.0,49687000.0,130003000.0,139653000.0,1165141000.0,490000.0,24661000.0,135687000.0,41178000.0,194129000.0,41204000.0,188408000.0,343150000.0,152106000.0,115653000.0,175170000.0,393279000.0,62301000.0,182626000.0,392432000.0,539924000.0,1151328000.0,214754000.0,275076000.0,363588000.0,473943000.0,588300000.0,616500000.0,3511100000.0,951800000.0,53000000.0,,271400000.0,997000000.0,,175000000.0,224000000.0,1219000000.0,130000000.0,246000000.0,12577000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets / USD,,,,,,,,,,,,,,,,,,,,1992000.0,2656000.0,2656000.0,,1379000.0,4277000.0,4277000.0,,93000.0,93000.0,2656000.0,98000.0,,,7743000.0,13407000.0,52917000.0,-4345000.0,-3164000.0,9063000.0,601000.0,4160000.0,8033000.0,14794000.0,52917000.0,46204000.0,50373000.0,52952000.0,12956000.0,3900000.0,2900000.0,85500000.0,22000000.0,2600000.0,,14900000.0,71800000.0,,7000000.0,7000000.0,34000000.0,2000000.0,5000000.0,1135000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther / USD,,,,,,,,,,,,,,,,,,,,742000.0,3760000.0,3762000.0,81150000.0,2362000.0,4004000.0,6285000.0,14974000.0,12000.0,1095000.0,3760000.0,1284000.0,12213000.0,1414000.0,13959000.0,21639000.0,8542000.0,-1438000.0,-847000.0,336000.0,1512000.0,13810000.0,14089000.0,21251000.0,32996000.0,73250000.0,75394000.0,76713000.0,2269000.0,14600000.0,14300000.0,76900000.0,32300000.0,3800000.0,,6500000.0,52300000.0,,1000000.0,2000000.0,18000000.0,4000000.0,3000000.0,564000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8651000.0,30200000.0,30200000.0,156700000.0,8700000.0,23900000.0,,,16600000.0,,,7000000.0,87000000.0,,,113000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16600000.0,,,167400000.0,,,,399000000.0,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities / USD,,,,,,,,,,,,,,,,,,,,2150000.0,2592000.0,2594000.0,106079000.0,5592000.0,7234000.0,9515000.0,408157000.0,701000.0,1784000.0,2592000.0,1973000.0,11202000.0,1414000.0,13959000.0,22204000.0,11772000.0,-1409000.0,-818000.0,743000.0,2201000.0,13810000.0,14089000.0,21251000.0,33561000.0,78320000.0,80464000.0,81783000.0,2676000.0,97800000.0,97500000.0,945000000.0,58600000.0,11500000.0,,38400000.0,204200000.0,,22000000.0,31000000.0,179000000.0,34000000.0,36000000.0,2728000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet / USD,,,,,42538000.0,140895000.0,184485000.0,53346000.0,104782000.0,117106000.0,184485000.0,427352000.0,465184000.0,484365000.0,199163000.0,-1114000.0,15848000.0,734714000.0,530910000.0,41853000.0,133095000.0,140417000.0,413715000.0,44095000.0,122769000.0,130138000.0,756984000.0,-211000.0,22877000.0,133095000.0,39205000.0,182927000.0,39790000.0,174449000.0,320946000.0,140334000.0,117062000.0,175988000.0,392536000.0,60100000.0,168816000.0,378343000.0,518673000.0,1117767000.0,136434000.0,194612000.0,281805000.0,471267000.0,490500000.0,519000000.0,2566100000.0,893200000.0,64500000.0,,233000000.0,792800000.0,,147000000.0,187000000.0,1034000000.0,96000000.0,210000000.0,9849000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407000.0,565000.0,,,,565000.0,13000.0,13000.0,13000.0,407000.0,,,12200000.0,26300000.0,1500000.0,,3600000.0,25000000.0,,,,12000000.0,1000000.0,1000000.0,1058000000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000.0,18588000.0,,3088000.0,3088000.0,18588000.0,300000.0,394000.0,394000.0,55000.0,1800000.0,1900000.0,14000000.0,3700000.0,200000.0,,100000.0,12200000.0,,,2000000.0,20000000.0,4000000.0,4000000.0,117000000.0
CashAndCashEquivalentsAtCarryingValue / USD,78557000.0,78557000.0,38234000.0,197113000.0,197113000.0,197113000.0,78557000.0,272984000.0,272984000.0,272984000.0,197113000.0,286305000.0,286305000.0,286305000.0,272984000.0,219821000.0,219821000.0,219821000.0,286305000.0,202952000.0,202952000.0,202952000.0,219821000.0,470048000.0,470048000.0,470048000.0,202952000.0,443420000.0,443420000.0,202952000.0,443420000.0,443420000.0,515646000.0,515646000.0,515646000.0,515646000.0,573383000.0,573383000.0,573383000.0,573383000.0,438961000.0,438961000.0,438961000.0,438961000.0,385788000.0,623240000.0,1070190000.0,542174000.0,511700000.0,625400000.0,784600000.0,656200000.0,650000000.0,2383500000.0,579500000.0,693200000.0,563000000.0,628000000.0,756000000.0,650000000.0,581000000.0,1107000000.0,957000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824088000.0,781283000.0,777596000.0,777596000.0,777596000.0,824088000.0,962975000.0,962975000.0,962975000.0,777596000.0,1271900000.0,1271900000.0,1271900000.0,963000000.0,1470200000.0,1470200000.0,1470200000.0,1271900000.0,2033000000.0,2033000000.0,2033000000.0,1470000000.0,2303000000.0,2303000000.0,2303000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99401000.0,42805000.0,-152709000.0,37185000.0,96999000.0,-46492000.0,-187797000.0,99229000.0,538866000.0,185379000.0,-131200000.0,79100000.0,154000000.0,308900000.0,955900000.0,1817300000.0,380600000.0,198300000.0,-90000000.0,230000000.0,238000000.0,563000000.0,-153000000.0,671000000.0,398000000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,,0.3125,,,,0.325,,,,0.35,,,,0.0037,,,,0.0041,,,,,0.0041,,,,0.0025,,,0.075,0.28,0.08,0.08,0.08,0.31,0.085,0.085,0.085,0.33,0.0925,0.0925,0.0925,0.35,0.1025,0.1025,0.1025,0.38,0.115,0.115,0.115,0.42,0.13,0.13,0.13
CommonStockParOrStatedValuePerShare / USD/shares,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CommonStockSharesAuthorized / shares,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,280000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0,560000000.0
CommonStockSharesIssued / shares,142076000.0,142076000.0,142076000.0,142795000.0,142795000.0,142795000.0,142795000.0,143352000.0,143352000.0,143352000.0,143352000.0,143878000.0,143878000.0,143878000.0,143878000.0,145419.0,145419000.0,145419000.0,145419000.0,145871000.0,145871000.0,145871000.0,145871000.0,146415.0,146415000.0,146415428.0,146415000.0,148107000.0,148107038.0,145871000.0,148107038.0,148107038.0,286929229.0,286929229.0,286929229.0,286929229.0,295844557.0,295819254.0,293380000.0,293380000.0,297106000.0,297106000.0,297106000.0,297106000.0,299689000.0,299689000.0,299689000.0,299689000.0,301000000.0,301000000.0,301000000.0,301000000.0,302900000.0,302900000.0,302900000.0,302900000.0,304000000.0,304000000.0,304000000.0,304000000.0,306000000.0,306000000.0,306000000.0
CommonStockSharesOutstanding / shares,142076000.0,142076000.0,142076000.0,142795000.0,142795000.0,142795000.0,142795000.0,143352000.0,143352000.0,143352000.0,143352000.0,143878000.0,143878000.0,143878000.0,143878000.0,145419.0,145419000.0,145419000.0,145419000.0,143486000.0,143486000.0,143486000.0,143486000.0,138985.0,138985000.0,138985058.0,138985000.0,140104000.0,140103841.0,143486000.0,140103841.0,140103841.0,276210910.0,276210910.0,276210910.0,276210910.0,282047861.0,281455959.0,279583000.0,279583000.0,281655000.0,281655000.0,281655000.0,281655000.0,283004000.0,283004000.0,283004000.0,283004000.0,282500000.0,282500000.0,282500000.0,282500000.0,283200000.0,283200000.0,283200000.0,283200000.0,285000000.0,285000000.0,285000000.0,285000000.0,286000000.0,286000000.0,286000000.0
CommonStockValue / USD,14208000.0,14208000.0,14208000.0,14279000.0,14279000.0,14279000.0,14279000.0,14335000.0,14335000.0,14335000.0,14335000.0,14388000.0,14388000.0,14388000.0,14388000.0,14542000.0,14542000.0,14542000.0,14542000.0,14587000.0,14587000.0,14587000.0,14587000.0,14642000.0,14642000.0,14642000.0,14642000.0,14811000.0,14811000.0,14587000.0,14811000.0,14811000.0,28692000.0,28692000.0,28692000.0,28689000.0,29338000.0,29338000.0,29338000.0,29338000.0,29711000.0,29711000.0,29711000.0,29711000.0,29969000.0,29969000.0,29969000.0,29969000.0,30100000.0,30100000.0,30100000.0,30100000.0,30300000.0,30300000.0,30300000.0,30300000.0,30000000.0,30000000.0,30000000.0,30000000.0,31000000.0,31000000.0,31000000.0
ComprehensiveIncomeNetOfTax / USD,,,153286000.0,,,,153286000.0,,,,161754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152400000.0,249184000.0,383163000.0,398514000.0,194700000.0,335500000.0,478900000.0,480500000.0,217300000.0,232100000.0,220500000.0,577700000.0,283000000.0,524000000.0,623000000.0,533000000.0,261000000.0,522000000.0,927000000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210323000.0,210323000.0,210323000.0,210323000.0,265994000.0,265994000.0,265994000.0,265994000.0,289609000.0,289609000.0,289609000.0,289609000.0,308755000.0,308755000.0,308755000.0,308755000.0,361800000.0,361800000.0,361800000.0,361800000.0,431200000.0,431200000.0,431200000.0,431200000.0,473000000.0,473000000.0,473000000.0,473000000.0,575000000.0,575000000.0,575000000.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51236000.0,51236000.0,51236000.0,51236000.0,53496000.0,53496000.0,53496000.0,53496000.0,58126000.0,58126000.0,58126000.0,58126000.0,80997000.0,80997000.0,80997000.0,80997000.0,97900000.0,97900000.0,97900000.0,97900000.0,113300000.0,113300000.0,113300000.0,113300000.0,113000000.0,113000000.0,113000000.0,113000000.0,119000000.0,119000000.0,119000000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500000.0,44500000.0,44500000.0,37000000.0,37000000.0,37000000.0,37000000.0,41200000.0,41200000.0,41200000.0,41200000.0,54000000.0,54000000.0,54000000.0,,67400000.0,67400000.0,67400000.0,67400000.0,79900000.0,79900000.0,79900000.0,79900000.0,78000000.0,78000000.0,78000000.0,78000000.0,80000000.0,80000000.0,80000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700000.0,6700000.0,6700000.0,16500000.0,16500000.0,16500000.0,16500000.0,16900000.0,16900000.0,16900000.0,16900000.0,27000000.0,27000000.0,27000000.0,,30500000.0,30500000.0,30500000.0,30500000.0,33400000.0,33400000.0,33400000.0,33400000.0,35000000.0,35000000.0,35000000.0,35000000.0,39000000.0,39000000.0,39000000.0
