fact_unit,2010-10-08,2011-01-07,2011-04-08,2011-07-29,2011-10-07,2012-01-09,2012-04-09,2012-07-30,2012-10-10,2013-01-09,2013-04-09,2013-07-30,2013-10-10,2014-01-09,2014-04-09,2014-07-30,2014-10-10,2015-01-09,2015-04-02,2015-07-30,2015-10-09,2016-01-08,2016-04-08,2016-07-29,2016-10-11,2017-01-06,2017-04-07,2017-07-31,2017-10-06,2018-01-05,2018-04-06,2018-07-27,2018-10-05,2019-01-08,2019-04-05,2019-07-26,2019-10-08,2020-01-09,2020-03-31,2020-07-29,2020-10-09,2021-01-08,2021-04-06,2021-07-28,2021-10-07,2022-01-06,2022-04-07,2022-07-27,2022-10-06,2023-01-06,2023-04-06,2023-07-27,2023-10-05,2024-01-08,2024-04-05,2024-07-25,2024-10-04,2025-01-08,2025-04-03,2025-07-28,2025-10-08
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,11953000.0,,,,15349000.0,,,,15203000.0,,,,20312000.0,,,,23310000.0,,,,44746000.0,,,,47002000.0,,,,79293000.0,,,28630000.0,88868000.0,46172000.0,46172000.0,46172000.0,112835000.0,40395000.0,40395000.0,40395000.0,139210000.0,29055000.0,29055000.0,29055000.0,115435000.0,36496000.0,36496000.0,36496000.0,112035000.0,26282000.0,26282000.0,26282000.0,109308000.0,30242000.0,30242000.0,30242000.0,103621000.0,33367000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,14297000.0,,,,17057000.0,,,,17017000.0,,,,15855000.0,,,,14906000.0,,,,15674000.0,,,,19103000.0,,,,20525000.0,,,,33510000.0,,,,37809000.0,,,,35433000.0,,,,12097000.0,,,,12918000.0,,,,14926000.0,,,,17914000.0,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,,,5100000.0,10400000.0,15600000.0,,3500000.0,7000000.0,10300000.0,,3600000.0,7800000.0,12100000.0,,3200000.0,6400000.0,9600000.0,,14100000.0,29800000.0,45500000.0,22800000.0,33000000.0,66200000.0,99900000.0,61200000.0,34600000.0,69900000.0,105600000.0,134000000.0,35100000.0,70500000.0,106000000.0,140800000.0,36500000.0,73400000.0,111400000.0,141900000.0,36400000.0,73700000.0,111500000.0,148400000.0,38500000.0,77900000.0,117900000.0,150000000.0,40700000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,5000000.0,3900000.0,3600000.0,4500000.0,2500000.0,2600000.0,2100000.0,3900000.0,800000.0,700000.0,800000.0,2000000.0,600000.0,700000.0,600000.0,700000.0,600000.0,600000.0,700000.0,700000.0,500000.0,400000.0,300000.0,600000.0,700000.0,600000.0,500000.0,500000.0,600000.0,600000.0,800000.0,600000.0,300000.0,400000.0,500000.0,800000.0,200000.0,300000.0,200000.0,500000.0,200000.0,200000.0,200000.0,200000.0,100000.0,100000.0,500000.0,200000.0,800000.0,900000.0,1000000.0,500000.0,600000.0,1300000.0,1500000.0,4000000.0,300000.0
Assets / USD,3969736000.0,3969736000.0,3969736000.0,3969736000.0,3890904000.0,3928295000.0,3972070000.0,3969736000.0,4127892000.0,4215312000.0,4253167000.0,4351940000.0,4157035000.0,4222682000.0,4226099000.0,4165706000.0,4311177000.0,4365398000.0,4400441000.0,4345632000.0,4556270000.0,4697571000.0,4266346000.0,4462452000.0,4116465000.0,4444610000.0,4231210000.0,4185674000.0,4167145000.0,4214579000.0,4271164000.0,4098815000.0,6851606000.0,6978801000.0,6928593000.0,6844057000.0,7287204000.0,7405083000.0,7433673000.0,6958214000.0,7661900000.0,7887337000.0,7901980000.0,7436662000.0,8043381000.0,8454753000.0,8347497000.0,7669885000.0,7857750000.0,8017410000.0,8168600000.0,8236823000.0,8261026000.0,8427007000.0,8466001000.0,8147256000.0,8719681000.0,8813869000.0,8978875000.0,8546356000.0,9068707000.0
AssetsCurrent / USD,1524944000.0,1524944000.0,1524944000.0,1520862000.0,1700777000.0,1700777000.0,1700777000.0,1700777000.0,1541568000.0,1541568000.0,1541568000.0,1538086000.0,1624826000.0,1624826000.0,1624826000.0,1624826000.0,1805681000.0,1805681000.0,1805681000.0,1805681000.0,1735807000.0,1735807000.0,1735807000.0,1735807000.0,1590035000.0,1590035000.0,1590035000.0,1590579000.0,1954478000.0,1954478000.0,1954478000.0,1954478000.0,1977932000.0,1977932000.0,1977932000.0,1977932000.0,2236280000.0,2236280000.0,2236280000.0,2236280000.0,2309699000.0,2309699000.0,2309699000.0,2309699000.0,2843309000.0,2843309000.0,2843309000.0,2843309000.0,2631983000.0,2631983000.0,2631983000.0,2631983000.0,2938459000.0,2938459000.0,2938459000.0,2938459000.0,3185207000.0,3185207000.0,3185207000.0,3185207000.0,3436169000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17100000.0,34700000.0,52700000.0,71100000.0,17100000.0,34700000.0,52700000.0,71100000.0,18800000.0,38000000.0,57700000.0,71100000.0,20400000.0,41100000.0,62000000.0,77800000.0,21400000.0,43100000.0,65100000.0,83100000.0,22400000.0,45800000.0,69800000.0,87400000.0,24400000.0,49600000.0,75300000.0,94800000.0,25900000.0
CapitalizedContractCostNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65300000.0,67000000.0,68400000.0,69600000.0,69600000.0,69600000.0,69600000.0,69600000.0,76200000.0,76200000.0,76200000.0,76200000.0,79400000.0,79400000.0,79400000.0,79400000.0,83700000.0,83700000.0,83700000.0,83700000.0,92500000.0,92500000.0,92500000.0,92500000.0,94600000.0,94600000.0,94600000.0,94600000.0,96500000.0
CapitalizedContractCostNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194400000.0,199700000.0,203300000.0,206000000.0,206000000.0,206000000.0,206000000.0,206000000.0,227100000.0,227100000.0,227100000.0,227100000.0,227100000.0,227100000.0,227100000.0,227100000.0,232200000.0,232200000.0,232200000.0,232200000.0,251600000.0,251600000.0,251600000.0,251600000.0,262500000.0,262500000.0,262500000.0,262500000.0,275300000.0
CashAndCashEquivalentsAtCarryingValue / USD,129745000.0,129745000.0,129745000.0,66224000.0,411281000.0,411281000.0,411281000.0,129745000.0,438106000.0,438106000.0,438106000.0,411281000.0,339825000.0,339825000.0,339825000.0,438106000.0,352273000.0,352273000.0,352273000.0,339825000.0,513288000.0,513288000.0,513288000.0,417073000.0,417073000.0,417073000.0,417073000.0,513288000.0,139357000.0,139357000.0,139357000.0,417073000.0,169266000.0,169266000.0,169266000.0,138724000.0,96645000.0,96645000.0,96645000.0,96645000.0,145402000.0,145402000.0,145402000.0,145402000.0,493640000.0,493640000.0,493640000.0,493640000.0,90471000.0,90471000.0,90471000.0,90471000.0,124149000.0,124149000.0,124149000.0,124149000.0,342015000.0,342015000.0,342015000.0,342015000.0,263973000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139357000.0,138724000.0,138724000.0,138724000.0,169266000.0,96645000.0,96645000.0,96645000.0,138724000.0,145402000.0,145402000.0,145402000.0,96645000.0,493640000.0,493640000.0,493640000.0,145402000.0,90471000.0,90471000.0,90471000.0,493640000.0,124149000.0,124149000.0,124149000.0,90471000.0,342015000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29909000.0,-20368000.0,-50245000.0,-57865000.0,-30542000.0,5486000.0,129890000.0,137796000.0,-42079000.0,276140000.0,557773000.0,408209000.0,48757000.0,-413891000.0,-380470000.0,-409504000.0,348238000.0,-15913000.0,-672000.0,-1908000.0,-403169000.0,-36023000.0,-38593000.0,4334000.0,33678000.0,-240642000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,0.49,0.49,0.48,,0.54,0.54,0.49,,0.64,0.64,0.54,,0.77,0.77,0.64,,1.7,1.7,0.77,,1.05,1.05,1.7,,1.33,1.33,1.05,,1.62,1.62,1.33,,2.05,2.05,1.62,,2.55,2.55,2.05,0.0,3.51,4.26,2.55,0.95,1.9,2.85,5.01,1.15,2.3,3.45,3.8,0.3375,0.675,1.0125,1.15,0.39
CommonStockSharesAuthorized / shares,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,425000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0
CommonStockSharesIssued / shares,173207493.0,173207493.0,173207493.0,173207493.0,173346180.0,173346180.0,173346180.0,173346180.0,173745913.0,173745913.0,173745913.0,173745913.0,174786010.0,174786010.0,174786010.0,174786010.0,176378412.0,176378412.0,176378412.0,176378412.0,178117334.0,178117334.0,178117334.0,178117334.0,179598516.0,179598516.0,179598516.0,179598516.0,180992605.0,180992605.0,180992605.0,180992605.0,182723471.0,182723471.0,182723471.0,182723471.0,184790626.0,184790626.0,184790626.0,184790626.0,186793207.0,186793207.0,186793207.0,186793207.0,189071185.0,189071185.0,189071185.0,189071185.0,190837921.0,190837921.0,190837921.0,190837921.0,192198938.0,192198938.0,192198938.0,192198938.0,773097000.0,773097000.0,773097000.0,773097000.0,776936000.0
CommonStockSharesOutstanding / shares,152869848.0,152869848.0,152869848.0,152869848.0,137583884.0,137583884.0,137583884.0,137583884.0,126519758.0,126519758.0,126519758.0,126519758.0,122281507.0,122281507.0,122281507.0,122281507.0,117037784.0,117037784.0,117037784.0,117037784.0,111702949.0,111702949.0,111702949.0,111702949.0,104213479.0,104213479.0,104213479.0,105400629.0,105400629.0,105400629.0,105400629.0,105400629.0,106326383.0,106326383.0,106326383.0,106326383.0,103284401.0,103284401.0,103284401.0,103284401.0,103415368.0,103415368.0,103415368.0,103415368.0,104061391.0,104061391.0,104061391.0,104061391.0,101711215.0,101711215.0,101711215.0,101711215.0,101732148.0,101732148.0,101732148.0,101732148.0,405008000.0,405008000.0,405008000.0,405008000.0,402948000.0
CommonStockValue / USD,132058000.0,132058000.0,132058000.0,132058000.0,135401000.0,135401000.0,135401000.0,135401000.0,148255000.0,148255000.0,148255000.0,148255000.0,186332000.0,186332000.0,186332000.0,186332000.0,251753000.0,251753000.0,251753000.0,251753000.0,329248000.0,329248000.0,329248000.0,329248000.0,,,,409682000.0,,,,485068000.0,,,,618464000.0,,,,840328000.0,,,,1102689000.0,,,,1516202000.0,,,,1771917000.0,2031542000.0,2031542000.0,2031542000.0,2031542000.0,2305301000.0,2305301000.0,2305301000.0,2305301000.0,2593479000.0
ComprehensiveIncomeNetOfTax / USD,,,,,64239000.0,130303000.0,204875000.0,,69404000.0,123402000.0,211292000.0,269663000.0,84085000.0,164265000.0,231250000.0,275493000.0,77582000.0,164779000.0,244647000.0,316902000.0,108498000.0,219602000.0,292712000.0,364747000.0,88648000.0,436072000.0,537419000.0,393719000.0,126553000.0,286056000.0,409406000.0,677117000.0,252243000.0,377786000.0,681961000.0,502553000.0,206033000.0,443050000.0,642931000.0,861958000.0,227338000.0,497274000.0,673815000.0,829486000.0,337435000.0,640835000.0,983658000.0,759834000.0,270025000.0,567702000.0,922555000.0,1295236000.0,331896000.0,652161000.0,969996000.0,1312786000.0,394476000.0,775259000.0,1165822000.0,1317871000.0,444210000.0
CostOfRevenue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642401000.0,1249456000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,106389000.0,,,,70811000.0,,,,139251000.0,,,,109739000.0,,,,139102000.0,,,,199360000.0,,,,272663000.0,,,,184130000.0,,,,124861000.0,,,,134174000.0,,,,153736000.0,,,,164104000.0,,,,162269000.0,,,,248413000.0,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6471000.0,,,,6996000.0,,,,15103000.0,,,,9882000.0,,,,6985000.0,,,,12417000.0,,,,16676000.0,,,,13205000.0,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,119298000.0,,,,85874000.0,,,,157031000.0,,,,122192000.0,,,,157388000.0,,,,224093000.0,,,,304562000.0,,,,221327000.0,,,,172286000.0,,,,185005000.0,,,,195223000.0,,,,218861000.0,,,,211376000.0,,,,318207000.0,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,12909000.0,,,,15063000.0,,,,17780000.0,,,,12453000.0,,,,18286000.0,,,,24733000.0,,,,25428000.0,,,,30201000.0,,,,32322000.0,,,,40949000.0,,,,34502000.0,,,,42340000.0,,,,32431000.0,,,,56589000.0,
DebtInstrumentFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998700000.0,2998700000.0,2998700000.0,,2804200000.0,2804200000.0,2804200000.0,,2788800000.0,2788800000.0,2788800000.0,,2862200000.0,2862200000.0,2862200000.0,,2443800000.0,2443800000.0,2443800000.0,,2392800000.0,2392800000.0,2392800000.0,,2404700000.0
DebtLongtermAndShorttermCombinedAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866200000.0,2866200000.0,2866200000.0,,2550000000.0,2550000000.0,2550000000.0,,2550000000.0,2550000000.0,2550000000.0,,2811200000.0,2811200000.0,2811200000.0,,2500000000.0,2500000000.0,2500000000.0,,2486600000.0,2486600000.0,2486600000.0,,2436600000.0
DebtWeightedAverageInterestRate / pure,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,0.038,,,,0.037,,,,0.038,,,,0.038,,,,0.037,,,,0.04,,,,0.04,,,,0.041,
DeferredFinanceCostsCurrentNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100000.0,100000.0,100000.0,100000.0,,,,0.0,236000.0,236000.0,236000.0,236000.0,0.0,0.0,0.0,0.0,930000.0,930000.0,930000.0,930000.0,6000.0,6000.0,6000.0,6000.0,,,,0.0,699000.0,699000.0,699000.0,699000.0,
DeferredFinanceCostsNoncurrentNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5578000.0,22075000.0,22075000.0,22075000.0,22075000.0,19119000.0,19119000.0,19119000.0,19119000.0,16150000.0,16150000.0,16150000.0,16150000.0,13182000.0,13182000.0,13182000.0,13182000.0,9283000.0,9283000.0,9283000.0,9283000.0,17033000.0,17033000.0,17033000.0,17033000.0,14225000.0,14225000.0,14225000.0,14225000.0,10616000.0,10616000.0,10616000.0,10616000.0,11551000.0
DeferredIncomeTaxExpenseBenefit / USD,-412000.0,4777000.0,11945000.0,-1174000.0,-2538000.0,-6277000.0,22524000.0,8974000.0,,,,59806000.0,,,,16276000.0,,,,61897000.0,,,,41967000.0,,,,13910000.0,,,,-47852000.0,,,,8791000.0,,,,-115217000.0,,,,34759000.0,,,,-13292000.0,,,,-42080000.0,,,,51635000.0,,,,26931000.0,
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,439686000.0,,,,442344000.0,,,,390021000.0,,,,666264000.0,,,,517972000.0,,,,636496000.0,,,,697085000.0,,,,705302000.0,,,,756479000.0,,,,780875000.0,,,,787993000.0,
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469328000.0,469328000.0,,352581000.0,352581000.0,352581000.0,352581000.0,438179000.0,438179000.0,438179000.0,438179000.0,388579000.0,388579000.0,388579000.0,388579000.0,386647000.0,386647000.0,386647000.0,386647000.0,473777000.0,473777000.0,473777000.0,473777000.0,498356000.0,498356000.0,498356000.0,498356000.0,475512000.0,475512000.0,475512000.0,475512000.0,471740000.0
DeferredTaxAssetsGross / USD,,,,,,,,63605000.0,,,,89316000.0,,,,102486000.0,,,,118155000.0,,,,117707000.0,,,,147593000.0,,,,215024000.0,,,,176693000.0,,,,205625000.0,,,,314917000.0,,,,320692000.0,,,,282702000.0,,,,282519000.0,,,,314610000.0,
DeferredTaxAssetsNet / USD,,,,,,,,63605000.0,,,,80262000.0,,,,89697000.0,,,,104797000.0,,,,103017000.0,,,,130546000.0,,,,196936000.0,,,,165391000.0,,,,198317000.0,,,,308506000.0,,,,318655000.0,,,,,,,,282519000.0,,,,312481000.0,
DeferredTaxAssetsOperatingLossCarryforwardsForeign / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2169000.0,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits / USD,,,,,,,,12585000.0,,,,16017000.0,,,,17513000.0,,,,23890000.0,,,,29910000.0,,,,45720000.0,,,,73027000.0,,,,64376000.0,,,,77697000.0,,,,78802000.0,,,,74898000.0,,,,62522000.0,,,,63186000.0,,,,71146000.0,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,,,,,,,5630000.0,,,,5577000.0,,,,5322000.0,,,,4835000.0,,,,4857000.0,,,,7416000.0,,,,7707000.0,,,,8209000.0,,,,9495000.0,,,,14718000.0,,,,10292000.0,,,,10928000.0,,,,12562000.0,,,,13478000.0,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther / USD,,,,,,,,15065000.0,,,,9421000.0,,,,20030000.0,,,,15663000.0,,,,9461000.0,,,,8100000.0,,,,25891000.0,,,,37319000.0,,,,48922000.0,,,,73562000.0,,,,114553000.0,,,,92250000.0,,,,92538000.0,,,,114786000.0,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,,0.0,,,,9054000.0,,,,9054000.0,,,,12789000.0,,,,13358000.0,,,,14690000.0,,,,17047000.0,,,,18088000.0,,,,11302000.0,,,,7308000.0,,,,6411000.0,,,,,,,,0.0,,,,2129000.0,
DeferredTaxLiabilities / USD,,,,,,,,214113000.0,,,,287402000.0,,,,377349000.0,,,,334889000.0,,,,339327000.0,,,,259475000.0,,,,469328000.0,,,,352581000.0,,,,438179000.0,,,,388579000.0,,,,386647000.0,,,,473777000.0,,,,498356000.0,,,,475512000.0,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,,,,,,,,,,,,,99267000.0,,,,81215000.0,,,,84218000.0,,,,104585000.0,,,,290049000.0,,,,215455000.0,,,,210531000.0,,,,207610000.0,,,,207834000.0,,,,199256000.0,,,,190299000.0,,,,178583000.0,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,118413000.0,,,,122675000.0,,,,123904000.0,,,,90155000.0,,,,77871000.0,,,,93784000.0,,,,126872000.0,,,,126273000.0,,,,159186000.0,,,,177664000.0,,,,167622000.0,,,,171819000.0,,,,171971000.0,,,,175214000.0,
DefinedBenefitPlanBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,87387000.0,,,,86341000.0,,,,91935000.0,,,,105357000.0,,,,99728000.0,,,,84546000.0,,,,64300000.0,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,59396000.0,,,,58781000.0,,,,62267000.0,,,,68341000.0,,,,78244000.0,,,,66723000.0,,,,48272000.0,
Depreciation / USD,38549000.0,75899000.0,113834000.0,157572000.0,37362000.0,74563000.0,112126000.0,152059000.0,38277000.0,76922000.0,115566000.0,150886000.0,40342000.0,81321000.0,123242000.0,155831000.0,42571000.0,85180000.0,127761000.0,165664000.0,35448000.0,70451000.0,104950000.0,168220000.0,36165000.0,73130000.0,110535000.0,140624000.0,39679000.0,79590000.0,120493000.0,149691000.0,53568000.0,107578000.0,157319000.0,171565000.0,52745000.0,107112000.0,164380000.0,215476000.0,56726000.0,115367000.0,175261000.0,223631000.0,60574000.0,121096000.0,182132000.0,235905000.0,60955000.0,122274000.0,184464000.0,243836000.0,63057000.0,126561000.0,190801000.0,249376000.0,67613000.0,136803000.0,207637000.0,267223000.0,73838000.0
DepreciationDepletionAndAmortization / USD,,,,,,,,193141000.0,,,,193467000.0,,,,194165000.0,,,,179909000.0,,,,147289000.0,,,,152595000.0,,,,165279000.0,,,,196595000.0,,,,279416000.0,,,,360093000.0,,,,379053000.0,,,,387951000.0,,,,399701000.0,,,,409162000.0,120392000.0
