fact_unit,2009-07-28,2009-10-16,2010-03-01,2010-05-03,2010-07-27,2010-10-15,2010-12-02,2011-02-24,2011-05-02,2011-07-25,2011-09-14,2011-10-17,2012-02-22,2012-04-30,2012-05-01,2012-07-23,2012-07-24,2012-10-15,2013-02-25,2013-05-07,2013-08-06,2013-11-06,2014-02-26,2014-05-02,2014-08-01,2014-10-31,2015-02-25,2015-05-01,2015-07-31,2015-10-30,2016-02-22,2016-04-29,2016-07-29,2016-11-02,2017-02-24,2017-05-02,2017-07-28,2017-11-02,2018-02-27,2018-05-03,2018-08-08,2018-11-05,2019-02-26,2019-05-03,2019-08-08,2019-11-07,2020-02-25,2020-05-08,2020-07-31,2020-11-06,2021-02-25,2021-05-05,2021-08-05,2021-11-05,2022-02-24,2022-05-06,2022-08-05,2022-11-04,2023-02-22,2023-05-05,2023-08-04,2023-11-06,2024-02-28,2024-05-03,2024-08-02,2024-11-08,2025-02-26,2025-05-02,2025-08-01,2025-11-07
Assets / USD,11950000000.0,11950000000.0,11950000000.0,12555000000.0,12555000000.0,12555000000.0,11950000000.0,,,,,,,,,,,,,,,,12994000000.0,12814000000.0,12814000000.0,12814000000.0,12814000000.0,12207000000.0,12207000000.0,12207000000.0,12172000000.0,11656000000.0,11656000000.0,11656000000.0,11656000000.0,11408000000.0,11408000000.0,11408000000.0,11408000000.0,11693000000.0,11693000000.0,11693000000.0,11693000000.0,12090000000.0,12090000000.0,12090000000.0,12090000000.0,12305000000.0,12305000000.0,12305000000.0,12305000000.0,12890000000.0,12890000000.0,12890000000.0,12890000000.0,12352000000.0,12352000000.0,12352000000.0,12352000000.0,12269000000.0,12269000000.0,12269000000.0,12269000000.0,12243000000.0,12243000000.0,12243000000.0,12243000000.0,13048000000.0,13048000000.0,13048000000.0
BuildingsAndImprovementsGross / USD,,,,,,,,11502000000.0,12080000000.0,12080000000.0,11502000000.0,12080000000.0,12080000000.0,13168000000.0,12080000000.0,13168000000.0,12080000000.0,13168000000.0,13168000000.0,13665000000.0,13665000000.0,13665000000.0,13665000000.0,13435000000.0,13435000000.0,13435000000.0,13435000000.0,13336000000.0,13336000000.0,13336000000.0,13336000000.0,13472000000.0,13472000000.0,13472000000.0,13472000000.0,13483000000.0,13483000000.0,13483000000.0,13483000000.0,13529000000.0,13529000000.0,13529000000.0,13529000000.0,13586000000.0,13586000000.0,13586000000.0,13586000000.0,13308000000.0,13308000000.0,13308000000.0,13308000000.0,13609000000.0,13609000000.0,13609000000.0,13609000000.0,13636000000.0,13636000000.0,13636000000.0,13636000000.0,13849000000.0,13849000000.0,13849000000.0,13849000000.0,14253000000.0,14253000000.0,14253000000.0,14253000000.0,15504000000.0,15504000000.0,15504000000.0
CashAndCashEquivalentsAtCarryingValue / USD,488000000.0,488000000.0,364000000.0,508000000.0,508000000.0,508000000.0,364000000.0,,,,,,,,,,,,,,,,1113000000.0,417000000.0,417000000.0,417000000.0,826000000.0,861000000.0,861000000.0,861000000.0,417000000.0,666000000.0,666000000.0,666000000.0,839000000.0,234000000.0,266000000.0,340000000.0,221000000.0,411000000.0,644000000.0,789000000.0,372000000.0,323000000.0,646000000.0,1269000000.0,913000000.0,1082000000.0,1107000000.0,2030000000.0,1542000000.0,2796000000.0,1578000000.0,2430000000.0,1573000000.0,2008000000.0,1450000000.0,1038000000.0,2335000000.0,266000000.0,699000000.0,883000000.0,807000000.0,563000000.0,802000000.0,916000000.0,667000000.0,1349000000.0,805000000.0,564000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377000000.0,377000000.0,798000000.0,544000000.0,838000000.0,972000000.0,544000000.0,520000000.0,846000000.0,1475000000.0,1109000000.0,1274000000.0,1310000000.0,2215000000.0,1756000000.0,2962000000.0,1733000000.0,2568000000.0,1750000000.0,2141000000.0,1591000000.0,1179000000.0,2476000000.0,430000000.0,885000000.0,1074000000.0,,770000000.0,1025000000.0,1139000000.0,874000000.0,1582000000.0,1049000000.0,806000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544000000.0,544000000.0,377000000.0,1109000000.0,1109000000.0,1109000000.0,544000000.0,1756000000.0,1756000000.0,1756000000.0,1109000000.0,1750000000.0,1750000000.0,1750000000.0,1756000000.0,2476000000.0,2476000000.0,2476000000.0,1750000000.0,953000000.0,953000000.0,953000000.0,2476000000.0,874000000.0,874000000.0,874000000.0,953000000.0,1363000000.0,1363000000.0,1363000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000000.0,147000000.0,-421000000.0,40000000.0,294000000.0,428000000.0,167000000.0,-589000000.0,-263000000.0,366000000.0,565000000.0,-482000000.0,-446000000.0,459000000.0,647000000.0,1212000000.0,-17000000.0,818000000.0,-6000000.0,-335000000.0,-885000000.0,-1297000000.0,726000000.0,-523000000.0,-68000000.0,121000000.0,-1523000000.0,-104000000.0,151000000.0,265000000.0,-79000000.0,219000000.0,-314000000.0,-557000000.0
CommonStockCapitalSharesReservedForFutureIssuance / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000000.0,,,,6000000.0,,,,3000000.0,,,,22000000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,0.65,,,0.65,,0.25,,0.25,,0.25,,0.04,,,,0.14,,,,0.3,,,,0.46,,,,0.75,,,,0.8,,,,0.85,,,,0.85,,,,0.85,,,,0.85,,,,0.2,,,0.18,0.0,0.2,0.2,0.2,0.53,0.2,0.2,0.2
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,0.01,,0.01,,0.01,,0.01,,0.01,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,750000000.0,750000000.0,750000000.0,1050000000.0,1050000000.0,1050000000.0,750000000.0,1050000000.0,,,1050000000.0,,1050000000.0,,1050000000.0,,1050000000.0,,1050000000.0,,,,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0
CommonStockSharesIssued / shares,525300000.0,525300000.0,525300000.0,646300000.0,646300000.0,646300000.0,525300000.0,,,,,,,,,,,,,,,,724600000.0,754800000.0,754800000.0,754800000.0,754800000.0,755800000.0,755800000.0,755800000.0,755800000.0,750300000.0,750300000.0,750300000.0,750300000.0,737800000.0,737800000.0,737800000.0,737800000.0,739100000.0,739100000.0,739100000.0,739100000.0,740400000.0,740400000.0,740400000.0,740400000.0,713400000.0,713400000.0,713400000.0,713400000.0,705400000.0,705400000.0,705400000.0,705400000.0,714100000.0,714100000.0,714100000.0,714100000.0,713400000.0,713400000.0,713400000.0,713400000.0,703600000.0,703600000.0,703600000.0,703600000.0,699100000.0,699100000.0,699100000.0
CommonStockSharesOutstanding / shares,525300000.0,525300000.0,525300000.0,646300000.0,646300000.0,646300000.0,525300000.0,646300000.0,,,646300000.0,,675600000.0,,675600000.0,,675600000.0,,705100000.0,,,,724600000.0,754800000.0,754800000.0,754800000.0,754800000.0,755800000.0,755800000.0,755800000.0,755800000.0,750300000.0,750300000.0,750300000.0,750300000.0,737800000.0,737800000.0,737800000.0,737800000.0,739100000.0,739100000.0,739100000.0,739100000.0,740400000.0,740400000.0,740400000.0,740400000.0,713400000.0,713400000.0,713400000.0,713400000.0,705400000.0,705400000.0,705400000.0,705400000.0,714100000.0,714100000.0,714100000.0,714100000.0,713400000.0,713400000.0,713400000.0,713400000.0,703600000.0,703600000.0,703600000.0,703600000.0,699100000.0,699100000.0,699100000.0
CommonStockValue / USD,5000000.0,5000000.0,5000000.0,6000000.0,6000000.0,6000000.0,5000000.0,,,,,,,,,,,,,,,,7000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,-41000000.0,58000000.0,151000000.0,182000000.0,74000000.0,186000000.0,346000000.0,455000000.0,296000000.0,61000000.0,276000000.0,326000000.0,691000000.0,195000000.0,565000000.0,664000000.0,503000000.0,164000000.0,373000000.0,497000000.0,787000000.0,258000000.0,454000000.0,779000000.0,586000000.0,186000000.0,475000000.0,837000000.0,1087000000.0,-19000000.0,-373000000.0,-691000000.0,923000000.0,-155000000.0,-209000000.0,-332000000.0,-750000000.0,123000000.0,374000000.0,485000000.0,-13000000.0,289000000.0,502000000.0,610000000.0,634000000.0,265000000.0,499000000.0,584000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,4000000.0,6000000.0,5000000.0,2000000.0,6000000.0,10000000.0,11000000.0,8000000.0,1000000.0,3000000.0,5000000.0,9000000.0,2000000.0,6000000.0,7000000.0,5000000.0,2000000.0,6000000.0,7000000.0,8000000.0,3000000.0,5000000.0,61000000.0,8000000.0,3000000.0,7000000.0,11000000.0,65000000.0,-1000000.0,-4000000.0,-7000000.0,12000000.0,-1000000.0,-2000000.0,-3000000.0,-9000000.0,2000000.0,6000000.0,8000000.0,0.0,4000000.0,8000000.0,10000000.0,10000000.0,4000000.0,7000000.0,9000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,-42000000.0,62000000.0,157000000.0,187000000.0,76000000.0,192000000.0,356000000.0,466000000.0,304000000.0,62000000.0,279000000.0,331000000.0,700000000.0,197000000.0,571000000.0,671000000.0,508000000.0,166000000.0,379000000.0,504000000.0,795000000.0,261000000.0,459000000.0,840000000.0,594000000.0,189000000.0,482000000.0,848000000.0,1152000000.0,-19000000.0,-377000000.0,-698000000.0,935000000.0,-156000000.0,-211000000.0,-335000000.0,-759000000.0,125000000.0,380000000.0,493000000.0,-13000000.0,293000000.0,510000000.0,620000000.0,644000000.0,269000000.0,506000000.0,593000000.0
ConstructionInProgressGross / USD,,,,,,,,104000000.0,168000000.0,168000000.0,104000000.0,168000000.0,168000000.0,196000000.0,168000000.0,196000000.0,168000000.0,196000000.0,196000000.0,199000000.0,199000000.0,199000000.0,199000000.0,176000000.0,176000000.0,176000000.0,176000000.0,209000000.0,209000000.0,209000000.0,209000000.0,289000000.0,289000000.0,289000000.0,289000000.0,86000000.0,86000000.0,86000000.0,86000000.0,106000000.0,106000000.0,106000000.0,106000000.0,220000000.0,220000000.0,220000000.0,220000000.0,262000000.0,262000000.0,262000000.0,262000000.0,166000000.0,166000000.0,166000000.0,166000000.0,278000000.0,278000000.0,278000000.0,278000000.0,313000000.0,313000000.0,313000000.0,313000000.0,237000000.0,237000000.0,237000000.0,237000000.0,299000000.0,299000000.0,299000000.0
CostOfOtherPropertyOperatingExpense / USD,175000000.0,264000000.0,385000000.0,81000000.0,176000000.0,270000000.0,384000000.0,,,,,,,,,,,,,,,,554000000.0,94000000.0,187000000.0,283000000.0,576000000.0,97000000.0,195000000.0,289000000.0,376000000.0,96000000.0,192000000.0,289000000.0,377000000.0,93000000.0,193000000.0,289000000.0,386000000.0,100000000.0,197000000.0,294000000.0,382000000.0,98000000.0,197000000.0,287000000.0,394000000.0,92000000.0,183000000.0,268000000.0,387000000.0,93000000.0,163000000.0,240000000.0,365000000.0,78000000.0,157000000.0,239000000.0,312000000.0,84000000.0,162000000.0,252000000.0,307000000.0,91000000.0,184000000.0,290000000.0,325000000.0,104000000.0,205000000.0,313000000.0
CostsAndExpenses / USD,2025000000.0,3036000000.0,4324000000.0,844000000.0,1791000000.0,2702000000.0,4301000000.0,,,,,,,,,,,,,,,,4405000000.0,1134000000.0,2329000000.0,3461000000.0,4697000000.0,1175000000.0,2381000000.0,3473000000.0,4654000000.0,1169000000.0,2386000000.0,3536000000.0,4627000000.0,1188000000.0,2408000000.0,3559000000.0,4719000000.0,1177000000.0,2374000000.0,3501000000.0,4746000000.0,1175000000.0,2430000000.0,3821000000.0,4711000000.0,1174000000.0,2377000000.0,3502000000.0,4994000000.0,1063000000.0,1519000000.0,2035000000.0,4670000000.0,565000000.0,1282000000.0,2221000000.0,2573000000.0,952000000.0,2006000000.0,3047000000.0,3140000000.0,1133000000.0,2277000000.0,3334000000.0,4132000000.0,1180000000.0,2354000000.0,3538000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,-7000000.0,,,-7000000.0,,-7000000.0,,-7000000.0,,-7000000.0,,1000000.0,,,,1000000.0,,,,3000000.0,,,,2000000.0,,,,3000000.0,,,,2000000.0,,,,17000000.0,,,,17000000.0,,,,79000000.0,,,,14000000.0,,,,-57000000.0,,,,1000000.0,,,,3000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,3000000.0,,,3000000.0,,4000000.0,,4000000.0,,4000000.0,,4000000.0,,,,8000000.0,,,,10000000.0,,,,9000000.0,,,,10000000.0,,,,3000000.0,,,,12000000.0,,,,19000000.0,,,,37000000.0,,,,3000000.0,,,,1000000.0,,,,0.0,,,,1000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,5000000.0,,,5000000.0,,-1000000.0,,-1000000.0,,-1000000.0,,5000000.0,,,,10000000.0,,,,14000000.0,,,,15000000.0,,,,15000000.0,,,,4000000.0,,,,13000000.0,,,,42000000.0,,,,146000000.0,,,,23000000.0,,,,-55000000.0,,,,2000000.0,,,,6000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,2000000.0,,1000000.0,,,,1000000.0,,,,1000000.0,,,,4000000.0,,,,2000000.0,,,,-1000000.0,,,,1000000.0,,,,6000000.0,,,,30000000.0,,,,6000000.0,,,,1000000.0,,,,1000000.0,,,,2000000.0,,,
DebtAndCapitalLeaseObligations / USD,5876000000.0,5876000000.0,5876000000.0,5837000000.0,5837000000.0,5837000000.0,5876000000.0,5837000000.0,,,5837000000.0,,5477000000.0,,5477000000.0,,5477000000.0,,5753000000.0,,,,5411000000.0,4759000000.0,4759000000.0,4759000000.0,4759000000.0,3992000000.0,3992000000.0,3992000000.0,3957000000.0,3867000000.0,3867000000.0,3867000000.0,3867000000.0,3649000000.0,3649000000.0,3649000000.0,3649000000.0,3954000000.0,3954000000.0,3954000000.0,3954000000.0,3837000000.0,3837000000.0,3837000000.0,3837000000.0,3794000000.0,3794000000.0,3794000000.0,3794000000.0,5541000000.0,5541000000.0,5541000000.0,5541000000.0,4891000000.0,4891000000.0,4891000000.0,4891000000.0,4215000000.0,4215000000.0,4215000000.0,4215000000.0,4209000000.0,4209000000.0,4209000000.0,4209000000.0,5083000000.0,5083000000.0,5083000000.0
DebtInstrumentCarryingAmount / USD,,,,,,,,5512000000.0,,,5512000000.0,,5814000000.0,,5814000000.0,,5814000000.0,,5457000000.0,,,,4788000000.0,,,,4007000000.0,,,,4047000000.0,,,,3673000000.0,,,,3983000000.0,,,,3860000000.0,,,,3828000000.0,,,,5588000000.0,,,,4940000000.0,,,,4255000000.0,,,,4248000000.0,,,,5146000000.0,,,
DebtInstrumentUnamortizedDiscountPremiumNet / USD,,,,,,,,95000000.0,,,95000000.0,,75000000.0,,75000000.0,,75000000.0,,55000000.0,,,,32000000.0,,,,16000000.0,,,,2000000.0,,,,2000000.0,,,,3000000.0,,,,3000000.0,,,,7000000.0,,,,17000000.0,,,,18000000.0,,,,17000000.0,,,,14000000.0,,,,32000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,-11000000.0,,,-11000000.0,,-33000000.0,,-33000000.0,,-33000000.0,,-31000000.0,,,,-11000000.0,,,,11000000.0,,,,4000000.0,,,,-1000000.0,,,,2000000.0,,,,24000000.0,,,,32000000.0,,,,2000000.0,,,,3000000.0,,,,-96000000.0,,,,-66000000.0,,,,13000000.0,,,
DeferredFinanceCostsNet / USD,46000000.0,46000000.0,46000000.0,49000000.0,49000000.0,49000000.0,46000000.0,,,,,,,,,,,,,,,,53000000.0,42000000.0,42000000.0,42000000.0,42000000.0,35000000.0,35000000.0,35000000.0,35000000.0,,,,23000000.0,,,,27000000.0,,,,21000000.0,,,,28000000.0,,,,30000000.0,,,,31000000.0,,,,23000000.0,,,,25000000.0,,,,31000000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,1000000.0,,,1000000.0,,2000000.0,,2000000.0,,2000000.0,,1000000.0,,,,2000000.0,,,,5000000.0,,,,1000000.0,,,,1000000.0,,,,3000000.0,,,,-3000000.0,,,,2000000.0,,,,1000000.0,,,,3000000.0,,,,-6000000.0,,,,-3000000.0,,,,2000000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,3000000.0,5000000.0,-7000000.0,-15000000.0,-7000000.0,-33000000.0,-7000000.0,-8000000.0,,,-8000000.0,,-38000000.0,,-38000000.0,,-38000000.0,,-36000000.0,,,,-11000000.0,-5000000.0,-1000000.0,11000000.0,17000000.0,-11000000.0,-3000000.0,2000000.0,6000000.0,-13000000.0,-1000000.0,4000000.0,-1000000.0,-9000000.0,13000000.0,29000000.0,5000000.0,-6000000.0,20000000.0,37000000.0,27000000.0,,1000000.0,-2000000.0,38000000.0,,1000000.0,-2000000.0,4000000.0,,,,7000000.0,,,,-165000000.0,,,,-93000000.0,,,,20000000.0,,,
DeferredIncomeTaxLiabilities / USD,,,,,,,,16000000.0,,,16000000.0,,40000000.0,,40000000.0,,40000000.0,,24000000.0,,,,32000000.0,,,,30000000.0,,,,27000000.0,,,,30000000.0,,,,20000000.0,,,,8000000.0,,,,5000000.0,,,,6000000.0,,,,1000000.0,,,,10000000.0,,,,4000000.0,,,,1000000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,2000000.0,,,2000000.0,,-7000000.0,,-7000000.0,,-7000000.0,,-6000000.0,,,,-2000000.0,,,,1000000.0,,,,1000000.0,,,,-1000000.0,,,,6000000.0,,,,6000000.0,,,,4000000.0,,,,1000000.0,,,,1000000.0,,,,-63000000.0,,,,-24000000.0,,,,5000000.0,,,
DeferredTaxAssetsDeferredIncome / USD,,,,,,,,46000000.0,,,46000000.0,,,,,,,,,,,,,,,,57000000.0,,,,55000000.0,,,,52000000.0,,,,42000000.0,,,,27000000.0,,,,23000000.0,,,,20000000.0,,,,17000000.0,,,,17000000.0,,,,15000000.0,,,,20000000.0,,,
DeferredTaxAssetsEquityMethodInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
DeferredTaxAssetsGross / USD,,,,,,,,108000000.0,,,108000000.0,,161000000.0,,161000000.0,,161000000.0,,172000000.0,,,,185000000.0,,,,174000000.0,,,,159000000.0,,,,154000000.0,,,,113000000.0,,,,76000000.0,,,,55000000.0,,,,51000000.0,,,,204000000.0,,,,294000000.0,,,,268000000.0,,,,240000000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,55000000.0,,,55000000.0,,77000000.0,,77000000.0,,77000000.0,,101000000.0,,,,90000000.0,,,,83000000.0,,,,87000000.0,,,,101000000.0,,,,71000000.0,,,,41000000.0,,,,39000000.0,,,,32000000.0,,,,184000000.0,,,,266000000.0,,,,246000000.0,,,,221000000.0,,,
