fact_unit,2011-08-03,2011-11-02,2012-02-23,2012-05-02,2012-08-06,2012-11-01,2013-02-21,2013-05-01,2013-08-07,2013-11-06,2014-02-20,2014-05-01,2014-08-06,2014-11-06,2015-02-25,2015-04-29,2015-08-05,2015-11-04,2016-02-23,2016-04-27,2016-08-02,2016-11-01,2017-02-28,2017-05-02,2017-08-01,2017-11-01,2018-02-27,2018-05-02,2018-08-01,2018-11-06,2019-02-21,2019-05-01,2019-07-31,2019-11-06,2020-02-13,2020-04-28,2020-07-28,2020-10-27,2021-02-11,2021-04-29,2021-07-29,2021-10-28,2022-02-14,2022-04-28,2022-07-28,2022-10-27,2023-02-09,2023-04-27,2023-07-27,2023-10-26,2024-02-08,2024-04-25,2024-07-25,2024-10-24,2025-02-18,2025-05-01,2025-07-30,2025-10-30
AmortizationOfFinancingCosts / USD,30000.0,36000.0,246000.0,,,,0.0,,0.0,0.0,0.0,0.0,200000.0,300000.0,100000.0,100000.0,200000.0,300000.0,400000.0,100000.0,100000.0,200000.0,,,,,,,,,,,,,,900000.0,1800000.0,2700000.0,1800000.0,900000.0,2000000.0,3100000.0,3700000.0,1500000.0,3000000.0,4500000.0,5500000.0,1500000.0,2900000.0,4300000.0,6000000.0,1500000.0,3500000.0,5500000.0,5900000.0,1800000.0,3600000.0,5400000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,,,500000.0,,,,600000.0,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,1000000.0,2300000.0,2500000.0,2000000.0,3900000.0,5700000.0,3700000.0,,,,7500000.0,,,
AssetRetirementObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600000.0,,,,4500000.0,,,,7400000.0,,,,11100000.0,15700000.0,15700000.0,15700000.0,15700000.0,17000000.0,17000000.0,17000000.0
Assets / USD,77164000.0,77164000.0,77164000.0,120475000.0,120475000.0,120475000.0,120500000.0,106000000.0,106000000.0,106000000.0,106000000.0,122500000.0,122500000.0,122500000.0,122500000.0,184600000.0,184600000.0,184600000.0,184600000.0,292000000.0,292000000.0,292000000.0,292000000.0,402800000.0,402800000.0,402800000.0,402800000.0,904100000.0,904100000.0,904100000.0,904100000.0,1916000000.0,1916000000.0,1916000000.0,1916000000.0,2395000000.0,2395000000.0,2395000000.0,2395000000.0,4290500000.0,4290500000.0,4290500000.0,4290500000.0,4933300000.0,4933300000.0,4933300000.0,4933300000.0,5391700000.0,5391700000.0,5391700000.0,5391700000.0,6264500000.0,6264500000.0,6264500000.0,6264500000.0,6484500000.0,6484500000.0,6484500000.0
AssetsCurrent / USD,66025000.0,65361000.0,65361000.0,104410000.0,104410000.0,104410000.0,104500000.0,77600000.0,77600000.0,77600000.0,77600000.0,93100000.0,93100000.0,93100000.0,93100000.0,145900000.0,145900000.0,145900000.0,145900000.0,231300000.0,231300000.0,231300000.0,231300000.0,280000000.0,280000000.0,280000000.0,280000000.0,744700000.0,744700000.0,744700000.0,744700000.0,1699500000.0,1699500000.0,1699500000.0,1699500000.0,1969400000.0,1969400000.0,1969400000.0,1969400000.0,3424800000.0,3424800000.0,3424800000.0,3424800000.0,3684400000.0,3684400000.0,3684400000.0,3684400000.0,3668800000.0,3668800000.0,3668800000.0,3668800000.0,4425900000.0,4425900000.0,4425900000.0,4425900000.0,4301400000.0,4301400000.0,4301400000.0
AssetsFairValueDisclosure / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514600000.0,1342800000.0,1342800000.0,1342800000.0,1342800000.0,2535000000.0,2535000000.0,2535000000.0,2535000000.0,2517000000.0,2517000000.0,2517000000.0,2517000000.0,2244800000.0,2244800000.0,2244800000.0,2244800000.0,2488900000.0,2488900000.0,2488900000.0,2488900000.0,2138600000.0,2138600000.0,2138600000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,500000.0,500000.0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,1300000.0,1300000.0,1300000.0,1300000.0,1700000.0,1700000.0,1700000.0
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,200000.0,100000.0,200000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,2000000.0,2000000.0,2000000.0,2000000.0,5300000.0,5300000.0,5300000.0,5300000.0,900000.0,900000.0,900000.0,900000.0,1100000.0,1100000.0,1100000.0
AvailableForSaleDebtSecuritiesAmortizedCostBasis / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,101300000.0,251000000.0,258600000.0,107300000.0,210700000.0,210700000.0,210700000.0,210700000.0,1086700000.0,1086700000.0,1086700000.0,1086700000.0,1890000000.0,1890000000.0,1890000000.0,1890000000.0,1680600000.0,1680600000.0,1680600000.0,1680600000.0,1819000000.0,1819000000.0,1819000000.0,1819000000.0,2157400000.0,2157400000.0,2157400000.0,2157400000.0,1972700000.0,,
AvailableForSaleSecuritiesDebtSecurities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,101100000.0,250800000.0,258500000.0,107100000.0,210600000.0,210600000.0,210600000.0,210600000.0,1087100000.0,1087100000.0,1087100000.0,1087100000.0,1890100000.0,1890100000.0,1890100000.0,1890100000.0,1678600000.0,1678600000.0,1678600000.0,1678600000.0,1813900000.0,1813900000.0,1813900000.0,1813900000.0,2157800000.0,2157800000.0,2157800000.0,2157800000.0,1973300000.0,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent / USD,42224000.0,42224000.0,42224000.0,79358000.0,79358000.0,79358000.0,79400000.0,40600000.0,40600000.0,40600000.0,40600000.0,11400000.0,11400000.0,11400000.0,11400000.0,11800000.0,11800000.0,11800000.0,11800000.0,29100000.0,29100000.0,29100000.0,29100000.0,29200000.0,29200000.0,29200000.0,29200000.0,107100000.0,107100000.0,107100000.0,92700000.0,,,,,,,,,,,1083700000.0,1360000000.0,1357900000.0,1357900000.0,1360000000.0,1360000000.0,1810000000.0,1810000000.0,1810000000.0,1810000000.0,2160000000.0,2160000000.0,2160000000.0,2160000000.0,1730000000.0,,
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400000.0,,,,,,,,,,,169900000.0,320700000.0,320700000.0,320700000.0,320700000.0,320700000.0,,,,,275600000.0,156400000.0,217300000.0,247700000.0,247700000.0,,
CashAndCashEquivalentsAtCarryingValue / USD,3577000.0,3577000.0,12700000.0,4889000.0,4889000.0,4889000.0,3600000.0,2500000.0,2600000.0,2500000.0,4900000.0,8100000.0,8100000.0,8100000.0,2600000.0,43200000.0,43200000.0,43200000.0,8100000.0,71800000.0,71800000.0,71800000.0,43200000.0,86100000.0,86100000.0,86100000.0,71800000.0,153500000.0,395900000.0,441500000.0,94500000.0,420400000.0,300200000.0,367400000.0,441500000.0,1285100000.0,709200000.0,395600000.0,1137000000.0,584600000.0,530000000.0,673500000.0,446200000.0,733800000.0,1158800000.0,1444300000.0,817600000.0,716000000.0,735400000.0,698100000.0,1052600000.0,623200000.0,1194900000.0,643700000.0,642300000.0,851200000.0,939200000.0,621200000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,94500000.0,94500000.0,94500000.0,86100000.0,441500000.0,441500000.0,441500000.0,94500000.0,1137100000.0,1137100000.0,1137100000.0,441500000.0,446400000.0,446400000.0,446400000.0,1137100000.0,818200000.0,818200000.0,818200000.0,446400000.0,1053600000.0,1053600000.0,1053600000.0,818200000.0,643300000.0,643300000.0,643300000.0,1053600000.0,567500000.0,567500000.0,567500000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,59000000.0,301400000.0,307600000.0,8400000.0,-20800000.0,-141000000.0,-73800000.0,347000000.0,148600000.0,-427300000.0,-741000000.0,695600000.0,138500000.0,83600000.0,227400000.0,-690700000.0,-84000000.0,340900000.0,627000000.0,371800000.0,-336500000.0,-317200000.0,-354500000.0,235400000.0,-19000000.0,552700000.0,1500000.0,-410300000.0,284900000.0,373000000.0,54900000.0
CashEquivalentsAtCarryingValue / USD,,,1000000.0,,,,,4500000.0,4500000.0,4500000.0,4500000.0,28700000.0,28700000.0,28700000.0,28700000.0,54300000.0,54300000.0,54300000.0,54300000.0,32100000.0,32100000.0,32100000.0,32100000.0,32300000.0,32300000.0,32300000.0,32300000.0,344600000.0,344600000.0,344600000.0,344600000.0,266000000.0,266000000.0,266000000.0,266000000.0,255000000.0,255000000.0,255000000.0,255000000.0,641500000.0,641500000.0,641500000.0,641500000.0,831400000.0,831400000.0,831400000.0,831400000.0,420700000.0,420700000.0,420700000.0,420700000.0,315900000.0,315900000.0,315900000.0,315900000.0,134200000.0,134200000.0,134200000.0
CommonStockParOrStatedValuePerShare / USD/shares,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0,800000000.0
CommonStockSharesIssued / shares,62360000.0,62360000.0,62360000.0,67833000.0,67833000.0,67833000.0,4700000.0,69700000.0,69700000.0,69700000.0,69700000.0,72800000.0,72800000.0,72800000.0,72800000.0,77600000.0,77600000.0,77600000.0,77600000.0,82000000.0,82000000.0,82000000.0,82000000.0,84900000.0,84900000.0,84900000.0,84900000.0,87300000.0,87300000.0,87300000.0,87300000.0,91100000.0,91100000.0,91100000.0,91100000.0,92400000.0,92400000.0,92400000.0,92400000.0,96900000.0,96900000.0,96900000.0,96900000.0,97800000.0,391400000.0,391400000.0,391400000.0,393200000.0,393200000.0,393200000.0,393200000.0,407200000.0,407200000.0,407200000.0,407200000.0,408900000.0,408900000.0,408900000.0
CommonStockSharesOutstanding / shares,62078000.0,62078000.0,62078000.0,67549000.0,67549000.0,67549000.0,67500000.0,69500000.0,69500000.0,69500000.0,69500000.0,72500000.0,72500000.0,72500000.0,72500000.0,77300000.0,77300000.0,77300000.0,77300000.0,81700000.0,81700000.0,81700000.0,81700000.0,84600000.0,84600000.0,84600000.0,84600000.0,87000000.0,87000000.0,87000000.0,87000000.0,90000000.0,90000000.0,90000000.0,90000000.0,91600000.0,91600000.0,91600000.0,91600000.0,96100000.0,96100000.0,96100000.0,96100000.0,97000000.0,388000000.0,388000000.0,388000000.0,386300000.0,386300000.0,386300000.0,386300000.0,385400000.0,385400000.0,385400000.0,385400000.0,390700000.0,390700000.0,390700000.0
CommonStockValueOutstanding / USD,62000.0,62000.0,62000.0,68000.0,68000.0,68000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0,400000.0
ComprehensiveIncomeNetOfTax / USD,,,-53587000.0,-11867000.0,-19252000.0,-32523000.0,-55200000.0,-14100000.0,-28800000.0,-46000000.0,-44800000.0,-11100000.0,-21200000.0,-27200000.0,-54500000.0,-12500000.0,-18500000.0,-23700000.0,-29800000.0,-13100000.0,-16800000.0,-59300000.0,-22400000.0,-19200000.0,-39800000.0,-58600000.0,-57800000.0,-42000000.0,-39400000.0,-42000000.0,-66300000.0,-26500000.0,7300000.0,54900000.0,-51800000.0,-26800000.0,-36900000.0,7900000.0,-123000000.0,21300000.0,67400000.0,138900000.0,101900000.0,56200000.0,134500000.0,220400000.0,550600000.0,90700000.0,124700000.0,207800000.0,214200000.0,53700000.0,146800000.0,261200000.0,329100000.0,125800000.0,268600000.0,504600000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200000.0,2900000.0,2900000.0,2900000.0,2900000.0,1700000.0,1700000.0,1700000.0,1700000.0,2200000.0,2200000.0,2200000.0,2200000.0,2100000.0,2100000.0,2100000.0,2100000.0,10100000.0,10100000.0,10100000.0,10100000.0,18400000.0,18400000.0,18400000.0,18400000.0,8000000.0,8000000.0,8000000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2100000.0,2100000.0,2100000.0,2100000.0,8200000.0,8200000.0,8200000.0,8200000.0,16100000.0,16100000.0,16100000.0,16100000.0,19000000.0,19000000.0,19000000.0,19000000.0,7400000.0,7400000.0,7400000.0,7400000.0,9500000.0,9500000.0,9500000.0
ConvertibleLongTermNotesPayable / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,327600000.0,327600000.0,327600000.0,327600000.0,1010300000.0,1010300000.0,1010300000.0,1010300000.0,1059700000.0,1059700000.0,1059700000.0,1059700000.0,1667200000.0,1667200000.0,1667200000.0,1667200000.0,2033100000.0,2033100000.0,2033100000.0,2033100000.0,1197700000.0,1197700000.0,1197700000.0,1197700000.0,2434200000.0,2434200000.0,2434200000.0,2434200000.0,1237000000.0,1237000000.0,1237000000.0
ConvertibleNotesPayableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,772600000.0,772600000.0,772600000.0,772600000.0,,,,0.0,1204400000.0,1204400000.0,1204400000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194900000.0,65500000.0,154400000.0,252500000.0,226400000.0,111700000.0,241600000.0,391000000.0,367700000.0,148600000.0,316300000.0,476800000.0,544500000.0,161100000.0,339100000.0,542400000.0,646600000.0,230700000.0,477400000.0,752800000.0,768000000.0,278900000.0,603800000.0,955500000.0,1026700000.0,359100000.0,736700000.0,1137100000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,5700000.0,,,,32600000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,800000.0,0.0,0.0,0.0,1500000.0,,,,100000.0,,,,1900000.0,,,,2600000.0,,,,10100000.0,,,,12500000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,100000.0,,,,900000.0,,,,1600000.0,,,,2800000.0,,,,2900000.0,,,,8700000.0,,,,24100000.0,,,,71200000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,100000.0,,,,100000.0,,,,100000.0,,,,2700000.0,,,,1000000.0,,,,6100000.0,,,,8300000.0,,,,26100000.0,,,
DebtAndEquitySecuritiesUnrealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,40800000.0,0.0,,,,36000000.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,
DebtConversionConvertedInstrumentAmount1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1190000000.0,1350900000.0,0.0,0.0,0.0,94500000.0,1350900000.0,35900000.0,35900000.0,35900000.0,157700000.0,,,1316400000.0,35900000.0,,,
DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestBeforeAllowanceForCreditLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972700000.0,1972700000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973300000.0,1973300000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730000000.0,1730000000.0
DebtSecuritiesAvailableForSaleExcludingAccruedInterestNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247700000.0,247700000.0
DebtSecuritiesRealizedGainLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
DeferredCompensationLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,10200000.0,10200000.0,10200000.0,15200000.0,15200000.0,15200000.0,15200000.0,18600000.0,18600000.0,18600000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-100000.0,,,,0.0,,,,-1700000.0,,,,0.0,,,,-182900000.0,,,,23000000.0,,,,-4300000.0,,,
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-100000.0,,,,0.0,,,,0.0,,,,200000.0,,,,-27100000.0,,,,-7000000.0,,,,300000.0,,,
DeferredIncomeTaxAssetsNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,216400000.0,216400000.0,216400000.0,216400000.0,307700000.0,307700000.0,307700000.0,307700000.0,341200000.0,341200000.0,341200000.0,341200000.0,419400000.0,419400000.0,419400000.0,419400000.0,481200000.0,481200000.0,481200000.0
DeferredIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,-17100000.0,-18200000.0,-200000.0,,,,0.0,,,,-2200000.0,0.0,0.0,0.0,200000.0,-300000.0,100000.0,200000.0,-260500000.0,100000.0,-19800000.0,-53600000.0,15800000.0,-9300000.0,-51500000.0,-136500000.0,-21600000.0,-41800000.0,-56500000.0,-68100000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19600000.0,,,,92200000.0,,,,42500000.0,,,,70200000.0,,,,60400000.0,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,-500000.0,,,,0.0,,,,-50500000.0,,,,-200000.0,,,,-17600000.0,,,
DeferredTaxAssetsGross / USD,,,118263000.0,,,,134700000.0,,,,152700000.0,,,,166000000.0,,,,169900000.0,,,,198400000.0,,,,197800000.0,,,,279600000.0,,,,334100000.0,,,,351700000.0,,,,364100000.0,,,,397000000.0,,,,485200000.0,,,,741300000.0,,,
DeferredTaxAssetsInProcessResearchAndDevelopment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49300000.0,,,,211900000.0,,,,233400000.0,,,
DeferredTaxAssetsLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,,100000.0,,,,16100000.0,,,,4000000.0,,,,216400000.0,,,,216400000.0,,,,284600000.0,,,,336300000.0,,,,416600000.0,,,
