fact_unit,2018-03-15,2018-08-09,2019-03-14,2019-08-08,2020-03-16,2020-08-06,2021-03-12,2021-09-02,2022-03-15,2022-08-04,2023-03-17,2023-08-02,2024-03-15,2024-08-07,2025-03-21,2025-08-07
IncreaseDecreaseThroughTreasuryShareTransactions / EUR,-523000000.0,,-502000000.0,-457000000.0,-502000000.0,-457000000.0,-502000000.0,-129000000.0,-1005000000.0,,-129000000.0,,,-8000000.0,,
IntangibleAssetsOtherThanGoodwill / EUR,8344000000.0,8400000000.0,8384000000.0,8363000000.0,8384000000.0,8392000000.0,8506000000.0,8395000000.0,8414000000.0,12639000000.0,12639000000.0,12505000000.0,12505000000.0,12395000000.0,12395000000.0,12749000000.0
InterestExpenseIncomeDefinedBenefitPlans / EUR,,,,,,,,,1000000.0,,2000000.0,,2000000.0,,-1000000.0,
InterestExpenseOnBorrowings / EUR,127000000.0,,145000000.0,,141000000.0,,134000000.0,,137000000.0,,132000000.0,,153000000.0,,162000000.0,
InterestExpenseOnLeaseLiabilities / EUR,,,,,,,4000000.0,,10000000.0,,4000000.0,,10000000.0,,14000000.0,
InterestPaidClassifiedAsFinancingActivities / EUR,91000000.0,55000000.0,110000000.0,61000000.0,94000000.0,53000000.0,81000000.0,59000000.0,86000000.0,58000000.0,91000000.0,98000000.0,97000000.0,88000000.0,130000000.0,125000000.0
InterestReceivedClassifiedAsInvestingActivities / EUR,,,,,,,,,,,,,0.0,0.0,0.0,37000000.0
Inventories / EUR,673000000.0,802000000.0,650000000.0,815000000.0,693000000.0,945000000.0,723000000.0,795000000.0,681000000.0,1157000000.0,1157000000.0,1380000000.0,1380000000.0,1356000000.0,1356000000.0,1608000000.0
InventoryWritedown2011 / EUR,17000000.0,,28000000.0,,25000000.0,,23000000.0,,25000000.0,,29000000.0,,41000000.0,,41000000.0,
InvestmentAccountedForUsingEquityMethod / EUR,,,,,,,,,26000000.0,,35000000.0,,33000000.0,,35000000.0,
InvestmentFundsAmountContributedToFairValueOfPlanAssets / EUR,,,,,,,,,73000000.0,,73000000.0,,76000000.0,,77000000.0,
InvestmentProperty / EUR,,,,,,,,,,,,,,0.0,0.0,73000000.0
IssueOfEquity / EUR,18000000.0,10000000.0,13000000.0,8000000.0,13000000.0,15000000.0,25000000.0,6000000.0,26000000.0,18000000.0,14000000.0,5000000.0,28000000.0,31000000.0,14000000.0,11000000.0
IssuedCapital / EUR,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
KeyManagementPersonnelCompensation / EUR,44000000.0,,51000000.0,,27000000.0,,33000000.0,,45000000.0,,32000000.0,,29000000.0,,45000000.0,
KeyManagementPersonnelCompensationSharebasedPayment / EUR,25000000.0,,20000000.0,,8000000.0,,9000000.0,,9000000.0,,6000000.0,,7000000.0,,15000000.0,
KeyManagementPersonnelCompensationShorttermEmployeeBenefits / EUR,17000000.0,,20000000.0,,18000000.0,,23000000.0,,35000000.0,,20000000.0,,22000000.0,,30000000.0,
KeyManagementPersonnelCompensationTerminationBenefits / EUR,2000000.0,,10000000.0,,,,0.0,,0.0,,5000000.0,,,,0.0,
Liabilities / EUR,12107000000.0,12258000000.0,11509000000.0,11789000000.0,11652000000.0,12755000000.0,12529000000.0,13231000000.0,13212000000.0,21880000000.0,21880000000.0,21866000000.0,21866000000.0,21278000000.0,21278000000.0,22115000000.0
LongtermBorrowings / EUR,5562000000.0,5274000000.0,5474000000.0,5289000000.0,5127000000.0,5676000000.0,5622000000.0,6343000000.0,6382000000.0,11790000000.0,11790000000.0,10571000000.0,10571000000.0,10096000000.0,10096000000.0,9940000000.0
MergerReserve / EUR,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0,287000000.0
NoncontrollingInterests / EUR,,,,,,,,0.0,0.0,177000000.0,177000000.0,,177000000.0,0.0,0.0,496000000.0
NoncurrentAssets / EUR,15143000000.0,15010000000.0,14880000000.0,14824000000.0,15225000000.0,15427000000.0,15582000000.0,15266000000.0,15161000000.0,23330000000.0,23330000000.0,22770000000.0,22770000000.0,22649000000.0,22649000000.0,24462000000.0
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale / EUR,10000000.0,,10000000.0,,15000000.0,,18000000.0,,20000000.0,223000000.0,223000000.0,94000000.0,94000000.0,22000000.0,22000000.0,46000000.0
NoncurrentAssetsOtherThanFinancialInstrumentsDeferredTaxAssetsPostemploymentBenefitAssetsAndRightsArisingUnderInsuranceContracts / EUR,14834000000.0,,14822000000.0,,15186000000.0,,15552000000.0,,15128000000.0,,23044000000.0,,22558000000.0,,22548000000.0,
NoncurrentDerivativeFinancialAssets / EUR,35000000.0,2000000.0,2000000.0,7000000.0,2000000.0,3000000.0,3000000.0,4000000.0,6000000.0,226000000.0,226000000.0,191000000.0,191000000.0,100000000.0,100000000.0,98000000.0
NoncurrentDerivativeFinancialLiabilities / EUR,1000000.0,38000000.0,93000000.0,77000000.0,51000000.0,40000000.0,13000000.0,34000000.0,15000000.0,47000000.0,47000000.0,187000000.0,187000000.0,169000000.0,169000000.0,161000000.0
NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome / EUR,,,,,,,,,0.0,,5000000.0,,2000000.0,,4000000.0,
NoncurrentLiabilities / EUR,8355000000.0,8122000000.0,8222000000.0,8069000000.0,7860000000.0,8406000000.0,8414000000.0,9209000000.0,9072000000.0,15787000000.0,15787000000.0,14553000000.0,14553000000.0,14000000000.0,14000000000.0,13966000000.0
NoncurrentProvisionsForEmployeeBenefits / EUR,278000000.0,266000000.0,162000000.0,150000000.0,142000000.0,134000000.0,221000000.0,350000000.0,283000000.0,138000000.0,138000000.0,108000000.0,108000000.0,191000000.0,191000000.0,172000000.0
NoncurrentRecognisedAssetsDefinedBenefitPlan / EUR,,,24000000.0,,21000000.0,,38000000.0,,43000000.0,,194000000.0,,135000000.0,,134000000.0,
NoncurrentRecognisedLiabilitiesDefinedBenefitPlan / EUR,184000000.0,,95000000.0,,89000000.0,,178000000.0,,251000000.0,,103000000.0,,77000000.0,,158000000.0,
NumberOfOutstandingShareOptions / shares,8548000.0,,8136000.0,,9435000.0,,8579000.0,,6542000.0,,4815000.0,,4051000.0,,2758000.0,
NumberOfPotentialOrdinarySharesThatAreAntidilutiveInPeriodPresented / shares,,,,,,,,,,,,,,0.0,,0.0
NumberOfShareOptionsExercisableInSharebasedPaymentArrangement / shares,6488000.0,,8701000.0,,8417000.0,,6542000.0,,4815000.0,,4051000.0,,2758000.0,,2272000.0,
NumberOfShareOptionsExercisedInSharebasedPaymentArrangement / shares,-1268000.0,,-1347000.0,,-842000.0,,-2037000.0,,1722000.0,,761000.0,,1290000.0,,484000.0,
NumberOfShareOptionsGrantedInSharebasedPaymentArrangement / shares,901000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
NumberOfSharesIssuedAndFullyPaid / shares,483076396.0,,483076396.0,,484586428.0,,474920066.0,454163561.0,456399877.0,455853051.0,454645510.0,456789240.0,456235032.0,458846191.0,457106453.0,460371583.0
NumberOfSharesOutstanding / shares,,484270231.0,,,,,,454163561.0,,455853051.0,,456789240.0,,458846191.0,,460371583.0
OperatingExpense / EUR,,,,,,,,,,,2922000000.0,,3570000000.0,,4234000000.0,
OtherCashPaymentsToAcquireEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities / EUR,,,,,,,,,,,,,,,2000000.0,
OtherCashReceiptsFromSalesOfEquityOrDebtInstrumentsOfOtherEntitiesClassifiedAsInvestingActivities / EUR,,,,,,,,,,,,,,,13000000.0,
OtherComprehensiveIncome / EUR,,,,,,,,-324000000.0,36000000.0,363000000.0,-143000000.0,138000000.0,718000000.0,-292000000.0,-292000000.0,84000000.0
OtherComprehensiveIncomeAttributableToOwnersOfParent / EUR,-136000000.0,-66000000.0,-290000000.0,-18000000.0,-11000000.0,-15000000.0,-47000000.0,,36000000.0,,-143000000.0,,718000000.0,,-292000000.0,
OtherComprehensiveIncomeBeforeTaxCashFlowHedges / EUR,16000000.0,13000000.0,-11000000.0,-8000000.0,0.0,0.0,-17000000.0,-54000000.0,11000000.0,223000000.0,33000000.0,8000000.0,277000000.0,-38000000.0,-64000000.0,35000000.0
OtherComprehensiveIncomeBeforeTaxChangeInValueOfForwardElementsOfForwardContracts / EUR,,,,,,,,0.0,0.0,6000000.0,0.0,-2000000.0,7000000.0,13000000.0,-9000000.0,-6000000.0
OtherComprehensiveIncomeBeforeTaxExchangeDifferencesOnTranslation / EUR,-185000000.0,-77000000.0,-186000000.0,-11000000.0,-111000000.0,-16000000.0,-35000000.0,-159000000.0,94000000.0,58000000.0,-125000000.0,98000000.0,260000000.0,-280000000.0,-205000000.0,44000000.0
OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans / EUR,-50000000.0,,-65000000.0,,91000000.0,0.0,2000000.0,-162000000.0,-79000000.0,149000000.0,-71000000.0,53000000.0,301000000.0,13000000.0,-45000000.0,23000000.0
OtherComprehensiveIncomeNetOfTaxCashFlowHedges / EUR,11000000.0,11000000.0,-9000000.0,-7000000.0,0.0,1000000.0,-14000000.0,-39000000.0,9000000.0,175000000.0,37000000.0,5000000.0,214000000.0,-31000000.0,-47000000.0,27000000.0
OtherComprehensiveIncomeNetOfTaxChangeInValueOfForwardElementsOfForwardContracts / EUR,,,,,,,,0.0,0.0,5000000.0,0.0,-2000000.0,6000000.0,10000000.0,-6000000.0,-4000000.0
OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation / EUR,-185000000.0,-77000000.0,-186000000.0,-11000000.0,-111000000.0,-16000000.0,-35000000.0,-159000000.0,94000000.0,58000000.0,-125000000.0,98000000.0,260000000.0,-280000000.0,-205000000.0,44000000.0
OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans / EUR,-50000000.0,,-51000000.0,,73000000.0,0.0,2000000.0,-126000000.0,-67000000.0,125000000.0,-55000000.0,37000000.0,238000000.0,9000000.0,-34000000.0,17000000.0
OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax / EUR,-86000000.0,,-239000000.0,,-84000000.0,-15000000.0,-49000000.0,-198000000.0,103000000.0,238000000.0,-88000000.0,101000000.0,480000000.0,-301000000.0,-258000000.0,67000000.0
OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax / EUR,-50000000.0,,-51000000.0,,73000000.0,0.0,2000000.0,-126000000.0,-67000000.0,125000000.0,-55000000.0,37000000.0,238000000.0,9000000.0,-34000000.0,17000000.0
OtherCurrentAssets / EUR,372000000.0,428000000.0,452000000.0,497000000.0,193000000.0,230000000.0,259000000.0,216000000.0,204000000.0,271000000.0,271000000.0,479000000.0,479000000.0,351000000.0,351000000.0,458000000.0
OtherCurrentReceivables / EUR,81000000.0,,124000000.0,,114000000.0,,132000000.0,,109000000.0,,154000000.0,,162000000.0,,181000000.0,
OtherFinanceCost / EUR,7000000.0,,9000000.0,,7000000.0,,6000000.0,,8000000.0,,12000000.0,,19000000.0,,19000000.0,
OtherIncome / EUR,,,,,,,,,,,0.0,0.0,0.0,53000000.0,96000000.0,
OtherInflowsOutflowsOfCashClassifiedAsFinancingActivities / EUR,-8000000.0,-1000000.0,-17000000.0,-2000000.0,-2000000.0,1000000.0,-11000000.0,-1000000.0,2000000.0,4000000.0,0.0,-8000000.0,5000000.0,-9000000.0,-20000000.0,-16000000.0
OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities / EUR,,,,,,,,0.0,0.0,16000000.0,0.0,-1000000.0,-2000000.0,1000000.0,0.0,6000000.0
OtherLongtermProvisions / EUR,89000000.0,49000000.0,48000000.0,67000000.0,119000000.0,116000000.0,54000000.0,54000000.0,83000000.0,48000000.0,48000000.0,55000000.0,55000000.0,45000000.0,45000000.0,104000000.0
OtherNoncurrentAssets / EUR,70000000.0,63000000.0,81000000.0,78000000.0,396000000.0,286000000.0,321000000.0,313000000.0,337000000.0,534000000.0,534000000.0,252000000.0,252000000.0,295000000.0,295000000.0,397000000.0
OtherNoncurrentLiabilities / EUR,177000000.0,206000000.0,208000000.0,233000000.0,45000000.0,52000000.0,47000000.0,45000000.0,44000000.0,37000000.0,37000000.0,37000000.0,37000000.0,46000000.0,46000000.0,61000000.0
OtherOperatingIncomeExpense / EUR,,,,,,,,,,,,,,53000000.0,96000000.0,0.0
OtherProvisions / EUR,37000000.0,242000000.0,310000000.0,252000000.0,242000000.0,196000000.0,252000000.0,237000000.0,196000000.0,134000000.0,237000000.0,170000000.0,134000000.0,159000000.0,170000000.0,350000000.0
OtherReserves / EUR,-419000000.0,-485000000.0,-419000000.0,-521000000.0,-503000000.0,-567000000.0,-552000000.0,-647000000.0,-449000000.0,-156000000.0,-537000000.0,-507000000.0,-156000000.0,-823000000.0,-507000000.0,-912000000.0
OtherShorttermProvisions / EUR,221000000.0,143000000.0,194000000.0,139000000.0,133000000.0,74000000.0,142000000.0,172000000.0,154000000.0,86000000.0,86000000.0,115000000.0,115000000.0,114000000.0,114000000.0,246000000.0
ParValuePerShare / EUR/shares,,,,,,,,,,,,,,,0.01,0.01
PastServiceCostAndLossesGainsArisingFromSettlementsDefinedBenefitPlans / EUR,,,,,,,,,3000000.0,,0.0,,-23000000.0,,-2000000.0,
PaymentsFromChangesInOwnershipInterestsInSubsidiaries / EUR,,,,,,,,,,,,0.0,,282000000.0,,
PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities / EUR,,,,10000000.0,20000000.0,61000000.0,18000000.0,60000000.0,128000000.0,65000000.0,116000000.0,80000000.0,139000000.0,74000000.0,153000000.0,77000000.0
PlanAssetsAtFairValue / EUR,1779000000.0,,1898000000.0,,1804000000.0,,2096000000.0,,2132000000.0,,2504000000.0,,1524000000.0,,1532000000.0,
PostemploymentBenefitExpenseDefinedBenefitPlans / EUR,57000000.0,,53000000.0,,55000000.0,,55000000.0,,52000000.0,,56000000.0,,7000000.0,,16000000.0,
PostemploymentBenefitExpenseDefinedContributionPlans / EUR,22000000.0,,24000000.0,,25000000.0,,34000000.0,,34000000.0,,34000000.0,,62000000.0,,79000000.0,
ProceedsFromBorrowingsClassifiedAsFinancingActivities / EUR,350000000.0,,,,350000000.0,,398000000.0,,987000000.0,,1598000000.0,,4877000000.0,0.0,0.0,382000000.0
ProceedsFromContributionsOfNoncontrollingInterests / EUR,,,,,,,,,,,,,,0.0,0.0,468000000.0
ProceedsFromDisposalOfExplorationAndEvaluationAssets / EUR,,,,,,,,,,,,,0.0,35000000.0,0.0,
ProceedsFromExerciseOfOptions / EUR,19000000.0,10000000.0,18000000.0,8000000.0,13000000.0,15000000.0,25000000.0,6000000.0,26000000.0,18000000.0,14000000.0,5000000.0,28000000.0,31000000.0,13000000.0,11000000.0
ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities / EUR,,,,,,,,,,0.0,0.0,143000000.0,0.0,37000000.0,143000000.0,
ProceedsFromSalesOfInterestsInAssociates / EUR,,,,,,,,,0.0,0.0,0.0,13000000.0,25000000.0,,,
ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities / EUR,12000000.0,12000000.0,12000000.0,3000000.0,32000000.0,11000000.0,4000000.0,35000000.0,11000000.0,20000000.0,49000000.0,6000000.0,25000000.0,9000000.0,11000000.0,2000000.0
ProfitLoss / EUR,,,,,,,,126000000.0,1090000000.0,246000000.0,498000000.0,675000000.0,988000000.0,854000000.0,1521000000.0,811000000.0
ProfitLossAttributableToNoncontrollingInterests / EUR,,,,,,,,0.0,0.0,2000000.0,0.0,8000000.0,6000000.0,0.0,13000000.0,14000000.0
ProfitLossAttributableToOwnersOfParent / EUR,513000000.0,445000000.0,549000000.0,417000000.0,688000000.0,508000000.0,909000000.0,126000000.0,1090000000.0,244000000.0,498000000.0,667000000.0,982000000.0,854000000.0,1508000000.0,797000000.0
ProfitLossBeforeTax / EUR,644000000.0,584000000.0,719000000.0,560000000.0,1159000000.0,678000000.0,1205000000.0,211000000.0,1454000000.0,455000000.0,695000000.0,898000000.0,1382000000.0,1101000000.0,1957000000.0,1045000000.0
ProfitLossFromOperatingActivities / EUR,759000000.0,635000000.0,851000000.0,605000000.0,1260000000.0,726000000.0,1300000000.0,268000000.0,1548000000.0,520000000.0,813000000.0,967000000.0,1516000000.0,1170000000.0,2086000000.0,1142000000.0
ProfitLossOfCombinedEntity / EUR,,,,,,,,,,,,,,,2500000000.0,
PropertyAmountContributedToFairValueOfPlanAssets / EUR,149000000.0,,226000000.0,,293000000.0,,329000000.0,,312000000.0,,346000000.0,,274000000.0,,255000000.0,
PropertyPlantAndEquipment / EUR,1692000000.0,3768000000.0,3993000000.0,3793000000.0,3837000000.0,4184000000.0,3888000000.0,4030000000.0,4205000000.0,5248000000.0,3860000000.0,5201000000.0,,,,
PropertyPlantAndEquipmentIncludingRightofuseAssets / EUR,,,,,,,,,,,,,5248000000.0,5344000000.0,5201000000.0,6434000000.0
ProvisionUsedOtherProvisions / EUR,213000000.0,102000000.0,241000000.0,71000000.0,209000000.0,57000000.0,123000000.0,102000000.0,194000000.0,36000000.0,199000000.0,56000000.0,76000000.0,39000000.0,94000000.0,99000000.0
PurchaseOfFinancialInstrumentsClassifiedAsInvestingActivities / EUR,,,,,0.0,0.0,0.0,3000000.0,8000000.0,0.0,11000000.0,2000000.0,4000000.0,1000000.0,,3000000.0
PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities / EUR,21000000.0,7000000.0,38000000.0,13000000.0,36000000.0,44000000.0,75000000.0,33000000.0,96000000.0,42000000.0,60000000.0,22000000.0,97000000.0,40000000.0,103000000.0,42000000.0
PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities / EUR,292000000.0,198000000.0,459000000.0,207000000.0,484000000.0,260000000.0,525000000.0,241000000.0,506000000.0,115000000.0,348000000.0,178000000.0,349000000.0,264000000.0,500000000.0,390000000.0
PurchaseOfTreasuryShares / EUR,,,,,,,,,,,,,,,7000000.0,8000000.0
QualifyingInsurancePoliciesAmountContributedToFairValueOfPlanAssets / EUR,,,,,,,,,,,,,257000000.0,,260000000.0,
RepaymentsOfBorrowingsClassifiedAsFinancingActivities / EUR,1160000000.0,,,,1160000000.0,,426000000.0,,625000000.0,,569000000.0,,950000000.0,706000000.0,938000000.0,1167000000.0
RepaymentsOfNoncurrentBorrowings / EUR,431000000.0,19000000.0,241000000.0,0.0,,175000000.0,,227000000.0,,468000000.0,,834000000.0,,,,
ReserveOfCashFlowHedges / EUR,-12000000.0,,-12000000.0,,-12000000.0,,-26000000.0,,-17000000.0,,20000000.0,,20000000.0,,151000000.0,
ReserveOfExchangeDifferencesOnTranslation / EUR,-577000000.0,,-577000000.0,,-688000000.0,,-723000000.0,,-629000000.0,,-754000000.0,,-509000000.0,,-728000000.0,
ReserveOfGainsAndLossesOnHedgingInstrumentsThatHedgeInvestmentsInEquityInstruments / EUR,170000000.0,,170000000.0,,197000000.0,,197000000.0,,197000000.0,,197000000.0,,197000000.0,,197000000.0,
RetainedEarnings / EUR,6474000000.0,6649000000.0,6769000000.0,6924000000.0,6672000000.0,6443000000.0,6135000000.0,6003000000.0,6078000000.0,6677000000.0,6677000000.0,7428000000.0,7428000000.0,8231000000.0,8231000000.0,8802000000.0
ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset / EUR,23000000.0,,-183000000.0,,-121000000.0,,118000000.0,,-203000000.0,,-89000000.0,,-235000000.0,,882000000.0,
Revenue / EUR,6329000000.0,5436000000.0,9133000000.0,5435000000.0,11062000000.0,5802000000.0,11518000000.0,4837000000.0,12017000000.0,5918000000.0,10606000000.0,8280000000.0,13763000000.0,8977000000.0,17320000000.0,9828000000.0
RevenueFromContractsWithCustomers / EUR,,,,5435000000.0,,5802000000.0,,4837000000.0,,5918000000.0,,8280000000.0,,8977000000.0,,9828000000.0
RevenueFromInterest / EUR,24000000.0,,31000000.0,,48000000.0,,47000000.0,,49000000.0,,33000000.0,,43000000.0,,67000000.0,
RevenueFromRoyalties / EUR,,,,,,,,,,,,18000000.0,,18000000.0,,
ReversalOfProvisionsForCostOfRestructuring / EUR,5000000.0,,6000000.0,,22000000.0,,23000000.0,,15000000.0,,7000000.0,,13000000.0,,8000000.0,
RightofuseAssets / EUR,,,,393000000.0,393000000.0,,384000000.0,,364000000.0,,649000000.0,,683000000.0,680000000.0,681000000.0,693000000.0
SharePremium / EUR,114000000.0,124000000.0,127000000.0,135000000.0,152000000.0,167000000.0,178000000.0,184000000.0,192000000.0,220000000.0,220000000.0,234000000.0,234000000.0,276000000.0,276000000.0,307000000.0
ShorttermDepositsNotClassifiedAsCashEquivalents / EUR,,,,,,,,,0.0,58000000.0,58000000.0,256000000.0,256000000.0,568000000.0,568000000.0,150000000.0
ShorttermEmployeeBenefitsAccruals / EUR,260000000.0,,249000000.0,,269000000.0,,234000000.0,,217000000.0,,482000000.0,,500000000.0,,532000000.0,
SocialSecurityContributions / EUR,152000000.0,,234000000.0,,290000000.0,,290000000.0,,289000000.0,,283000000.0,,302000000.0,,316000000.0,
SpareParts / EUR,97000000.0,,103000000.0,,81000000.0,,83000000.0,,82000000.0,,147000000.0,,151000000.0,,157000000.0,
SurplusDeficitInPlan / EUR,-168000000.0,,-71000000.0,,-68000000.0,,-140000000.0,,-208000000.0,,91000000.0,,58000000.0,,-24000000.0,
TaxEffectFromChangeInTaxRate / EUR,-51000000.0,,-43000000.0,,-16000000.0,,-38000000.0,,3000000.0,,43000000.0,,127000000.0,,0.0,
TaxEffectOfForeignTaxRates / EUR,-112000000.0,,-11000000.0,,86000000.0,,81000000.0,,89000000.0,,23000000.0,,72000000.0,,115000000.0,
TaxExpenseIncomeAtApplicableTaxRate / EUR,225000000.0,,144000000.0,,223000000.0,,229000000.0,,276000000.0,,132000000.0,,262000000.0,,371000000.0,
TemporaryDifferencesAssociatedWithInvestmentsInSubsidiariesBranchesAndAssociatesAndInterestsInJointVentures / EUR,0.0,,0.0,,0.0,,139000000.0,,207000000.0,,309000000.0,,309000000.0,,244000000.0,
TradeAndOtherCurrentPayables / EUR,2418000000.0,2583000000.0,2533000000.0,2814000000.0,2828000000.0,3080000000.0,2785000000.0,2697000000.0,2754000000.0,4237000000.0,4237000000.0,5052000000.0,5052000000.0,5234000000.0,5234000000.0,5786000000.0
TradeAndOtherCurrentPayablesToRelatedParties / EUR,162000000.0,204000000.0,178000000.0,235000000.0,191000000.0,379000000.0,249000000.0,232000000.0,181000000.0,210000000.0,210000000.0,485000000.0,485000000.0,270000000.0,270000000.0,373000000.0
TradeAndOtherCurrentPayablesToTradeSuppliers / EUR,904000000.0,,1057000000.0,,1105000000.0,,1138000000.0,,1124000000.0,,1691000000.0,,2221000000.0,,2306000000.0,
TradeAndOtherCurrentReceivablesDueFromRelatedParties / EUR,95000000.0,95000000.0,75000000.0,101000000.0,107000000.0,114000000.0,106000000.0,95000000.0,150000000.0,143000000.0,143000000.0,139000000.0,139000000.0,123000000.0,123000000.0,89000000.0
UnusedProvisionReversedOtherProvisions / EUR,9000000.0,8000000.0,25000000.0,12000000.0,23000000.0,4000000.0,17000000.0,9000000.0,7000000.0,6000000.0,15000000.0,6000000.0,13000000.0,7000000.0,20000000.0,31000000.0
ValueAddedTaxPayables / EUR,,,,,,,,,,,,,59000000.0,,59000000.0,
WagesAndSalaries / EUR,653000000.0,,1059000000.0,,1317000000.0,,1360000000.0,,1370000000.0,,1253000000.0,,1544000000.0,,1769000000.0,
WeightedAverageExercisePriceOfShareOptionsExercisableInSharebasedPaymentArrangement2019 / USD/shares,,,,,23.28,,26.51,,29.8,,31.68,,34.19,,35.3,
WeightedAverageExercisePriceOfShareOptionsGrantedInSharebasedPaymentArrangement2019 / USD/shares,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
WeightedAverageExercisePriceOfShareOptionsInSharebasedPaymentArrangementExercisedDuringPeriodAtDateOfExercise2019 / USD/shares,,,,,17.48,,14.16,,17.33,,19.79,,26.33,,29.0,
WeightedAverageExercisePriceOfShareOptionsOutstandingInSharebasedPaymentArrangement2019 / USD/shares,,,,,23.03,,23.58,,26.51,,29.8,,31.68,,34.19,
WeightedAverageSharePrice2019 / USD/shares,,,,,39.24,,41.91,,52.73,,42.71,,55.68,,51.21,
WeightedAverageShares / shares,231000000.0,484000000.0,380000000.0,485000000.0,484000000.0,472000000.0,484000000.0,455000000.0,466000000.0,455000000.0,455000000.0,457000000.0,456000000.0,458000000.0,457000000.0,460000000.0
