fact_unit,2009-07-29,2009-10-28,2010-02-24,2010-04-28,2010-07-23,2010-10-29,2011-02-23,2011-04-27,2011-07-28,2011-10-21,2012-02-07,2012-04-25,2012-07-26,2012-11-02,2013-02-28,2013-03-20,2013-04-30,2013-07-25,2013-10-22,2014-02-07,2014-04-29,2014-07-29,2014-10-29,2015-02-13,2015-04-28,2015-07-28,2015-10-29,2015-11-04,2016-02-12,2016-04-26,2016-07-28,2016-11-03,2017-02-09,2017-04-26,2017-07-27,2017-10-26,2018-02-09,2018-04-26,2018-07-26,2018-10-26,2019-02-13,2019-05-03,2019-08-01,2019-10-30,2020-02-10,2020-04-28,2020-07-28,2020-10-28,2021-02-09,2021-04-29,2021-07-29,2021-10-26,2022-02-08,2022-05-04,2022-08-03,2022-10-28,2023-02-10,2023-04-27,2023-07-27,2023-11-02,2024-02-09,2024-04-25,2024-07-30,2024-10-25,2025-04-29,2025-08-01,2025-10-30
AccountsPayableCurrent / USD,361467000.0,318974000.0,337459000.0,275457000.0,285509000.0,314571000.0,301828000.0,293400000.0,325000000.0,332600000.0,392000000.0,337000000.0,336000000.0,333000000.0,223000000.0,223000000.0,249000000.0,249000000.0,249000000.0,249000000.0,219000000.0,219000000.0,210000000.0,210000000.0,191000000.0,191000000.0,210000000.0,191000000.0,191000000.0,206000000.0,206000000.0,206000000.0,206000000.0,183000000.0,183000000.0,183000000.0,183000000.0,195000000.0,195000000.0,195000000.0,195000000.0,211000000.0,211000000.0,211000000.0,211000000.0,190000000.0,190000000.0,190000000.0,190000000.0,233000000.0,233000000.0,233000000.0,233000000.0,205000000.0,205000000.0,205000000.0,205000000.0,450000000.0,450000000.0,450000000.0,450000000.0,557000000.0,557000000.0,557000000.0,553000000.0,553000000.0,553000000.0
AccountsReceivableNetCurrent / USD,1266221000.0,1309550000.0,1060858000.0,832339000.0,1049447000.0,1174567000.0,969662000.0,766500000.0,994000000.0,1106900000.0,973000000.0,808000000.0,1002000000.0,1133000000.0,702000000.0,702000000.0,954000000.0,954000000.0,954000000.0,954000000.0,979000000.0,979000000.0,949000000.0,949000000.0,932000000.0,932000000.0,949000000.0,932000000.0,932000000.0,991000000.0,991000000.0,991000000.0,991000000.0,1122000000.0,1122000000.0,1122000000.0,1122000000.0,1319000000.0,1319000000.0,1319000000.0,1319000000.0,1449000000.0,1449000000.0,1449000000.0,1449000000.0,1577000000.0,1577000000.0,1577000000.0,1577000000.0,1593000000.0,1593000000.0,1593000000.0,1593000000.0,1650000000.0,1650000000.0,1650000000.0,1650000000.0,2494000000.0,2494000000.0,2494000000.0,2494000000.0,2826000000.0,2826000000.0,2826000000.0,2867000000.0,2867000000.0,2867000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,16600000.0,55100000.0,160300000.0,24000000.0,41000000.0,82000000.0,250000000.0,33000000.0,33000000.0,158000000.0,158000000.0,158000000.0,158000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,,15000000.0,32000000.0,54000000.0,,,,56000000.0,,,,95000000.0,,,,77000000.0,,,,73000000.0,,,,68000000.0,,,,84000000.0,,,,90000000.0,116000000.0,116000000.0,116000000.0,116000000.0,121000000.0,121000000.0,121000000.0,199000000.0,199000000.0,199000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,978637000.0,999848000.0,952889000.0,957250000.0,984012000.0,1005493000.0,990654000.0,1007100000.0,1023400000.0,997200000.0,1009000000.0,1039000000.0,1056000000.0,1057000000.0,791000000.0,791000000.0,772000000.0,772000000.0,772000000.0,772000000.0,617000000.0,617000000.0,609000000.0,609000000.0,563000000.0,563000000.0,609000000.0,563000000.0,563000000.0,585000000.0,585000000.0,585000000.0,585000000.0,537000000.0,537000000.0,537000000.0,537000000.0,554000000.0,554000000.0,554000000.0,554000000.0,596000000.0,596000000.0,596000000.0,596000000.0,622000000.0,622000000.0,622000000.0,622000000.0,587000000.0,587000000.0,587000000.0,587000000.0,620000000.0,620000000.0,620000000.0,620000000.0,859000000.0,859000000.0,859000000.0,859000000.0,794000000.0,794000000.0,794000000.0,823000000.0,823000000.0,823000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-23589000.0,-51806000.0,-444022000.0,-457644000.0,-410289000.0,-389681000.0,-444000000.0,-350700000.0,-356800000.0,-330900000.0,-344000000.0,-339000000.0,-327000000.0,-373000000.0,-425000000.0,-425000000.0,-517000000.0,-517000000.0,-517000000.0,-517000000.0,-196000000.0,-196000000.0,-196000000.0,-196000000.0,-514000000.0,-514000000.0,-196000000.0,-514000000.0,-514000000.0,-600000000.0,-600000000.0,-600000000.0,-600000000.0,-773000000.0,-773000000.0,-773000000.0,-773000000.0,-649000000.0,-649000000.0,-649000000.0,-649000000.0,-742000000.0,-742000000.0,-742000000.0,-742000000.0,-624000000.0,-624000000.0,-624000000.0,-624000000.0,-637000000.0,-637000000.0,-637000000.0,-637000000.0,-841000000.0,-841000000.0,-841000000.0,-841000000.0,-886000000.0,-886000000.0,-886000000.0,-886000000.0,-763000000.0,-763000000.0,-763000000.0,-883000000.0,-883000000.0,-883000000.0
AdditionalPaidInCapitalCommonStock / USD,102574000.0,59087000.0,55150000.0,11093000.0,15994000.0,4106000.0,5125000.0,34700000.0,45300000.0,65700000.0,67000000.0,125000000.0,134000000.0,148000000.0,94000000.0,94000000.0,492000000.0,492000000.0,492000000.0,492000000.0,447000000.0,447000000.0,447000000.0,447000000.0,493000000.0,493000000.0,447000000.0,493000000.0,493000000.0,475000000.0,475000000.0,475000000.0,475000000.0,502000000.0,502000000.0,502000000.0,502000000.0,525000000.0,525000000.0,525000000.0,525000000.0,833000000.0,833000000.0,833000000.0,833000000.0,903000000.0,903000000.0,903000000.0,903000000.0,946000000.0,946000000.0,946000000.0,946000000.0,1031000000.0,1031000000.0,1031000000.0,1031000000.0,44422000000.0,44422000000.0,44422000000.0,44422000000.0,44231000000.0,44231000000.0,44231000000.0,44321000000.0,44321000000.0,44321000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,306384000.0,,,,35282000.0,,,,12000000.0,,,,117000000.0,117000000.0,57000000.0,117000000.0,244000000.0,248000000.0,49000000.0,129000000.0,184000000.0,438000000.0,22000000.0,55000000.0,438000000.0,65000000.0,343000000.0,6000000.0,69000000.0,112000000.0,295000000.0,3000000.0,35000000.0,92000000.0,102000000.0,-24000000.0,46000000.0,56000000.0,152000000.0,-24000000.0,46000000.0,56000000.0,131000000.0,-14000000.0,11000000.0,34000000.0,84000000.0,-26000000.0,-20000000.0,17000000.0,52000000.0,-19000000.0,13000000.0,44000000.0,45000000.0,30000000.0,57000000.0,81000000.0,77000000.0,-25000000.0,15000000.0,53000000.0,-11000000.0,33000000.0,126000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,70176000.0,69874000.0,,77900000.0,70200000.0,74100000.0,,79000000.0,70000000.0,64000000.0,,,54000000.0,54000000.0,54000000.0,,52000000.0,52000000.0,50000000.0,,38000000.0,38000000.0,38000000.0,38000000.0,,37000000.0,37000000.0,37000000.0,,28000000.0,28000000.0,28000000.0,,33000000.0,33000000.0,33000000.0,,34000000.0,34000000.0,34000000.0,,34000000.0,34000000.0,34000000.0,,30000000.0,30000000.0,30000000.0,30000000.0,26000000.0,26000000.0,26000000.0,26000000.0,48000000.0,48000000.0,48000000.0,48000000.0,54000000.0,54000000.0,54000000.0,44000000.0,44000000.0,44000000.0
AmortizationOfIntangibleAssets / USD,27344000.0,40981000.0,48403000.0,14204000.0,25644000.0,36710000.0,58497000.0,10000000.0,23000000.0,30300000.0,50000000.0,14000000.0,29000000.0,43000000.0,21000000.0,21000000.0,9000000.0,20000000.0,35000000.0,33000000.0,12000000.0,25000000.0,38000000.0,48000000.0,12000000.0,24000000.0,48000000.0,36000000.0,51000000.0,11000000.0,23000000.0,40000000.0,48000000.0,24000000.0,47000000.0,71000000.0,67000000.0,24000000.0,49000000.0,73000000.0,96000000.0,24000000.0,57000000.0,91000000.0,98000000.0,32000000.0,63000000.0,92000000.0,122000000.0,29000000.0,61000000.0,94000000.0,122000000.0,31000000.0,53000000.0,74000000.0,123000000.0,111000000.0,379000000.0,645000000.0,96000000.0,262000000.0,522000000.0,782000000.0,264000000.0,531000000.0,803000000.0
Assets / USD,6604595000.0,6574113000.0,6080142000.0,5849418000.0,6058016000.0,6415467000.0,6475250000.0,6289200000.0,6364000000.0,6884300000.0,7047000000.0,6790000000.0,6944000000.0,7154000000.0,6620000000.0,6620000000.0,7052000000.0,7052000000.0,7052000000.0,7052000000.0,6061000000.0,6061000000.0,6061000000.0,6061000000.0,6771000000.0,6771000000.0,6061000000.0,6771000000.0,6773000000.0,8183000000.0,8183000000.0,8183000000.0,8183000000.0,8669000000.0,8669000000.0,8669000000.0,8669000000.0,9425000000.0,9425000000.0,9425000000.0,9425000000.0,9458000000.0,9458000000.0,9458000000.0,9441000000.0,11348000000.0,11348000000.0,11348000000.0,11348000000.0,12537000000.0,12537000000.0,12537000000.0,12537000000.0,15026000000.0,15026000000.0,15026000000.0,15026000000.0,61784000000.0,61784000000.0,61784000000.0,61784000000.0,60589000000.0,60589000000.0,60589000000.0,60221000000.0,60221000000.0,60221000000.0
