fact_unit,2009-08-04,2009-11-03,2010-02-22,2010-04-30,2010-08-03,2010-11-02,2011-02-18,2011-04-29,2011-08-04,2011-11-02,2012-02-17,2012-05-08,2012-07-31,2012-11-06,2013-02-14,2013-02-19,2013-05-07,2013-07-30,2013-10-31,2014-02-20,2014-05-06,2014-07-31,2014-11-04,2015-02-19,2015-05-05,2015-08-05,2015-11-03,2016-02-18,2016-05-05,2016-08-02,2016-11-01,2017-02-14,2017-05-09,2017-08-04,2017-11-02,2018-02-28,2018-05-10,2018-08-08,2018-11-09,2019-03-01,2019-05-02,2019-08-06,2019-11-07,2020-02-27,2020-05-06,2020-08-05,2020-11-06,2021-02-22,2021-04-29,2021-08-03,2021-11-03,2022-02-24,2022-04-26,2022-08-05,2022-11-04,2023-02-24,2023-05-05,2023-08-03,2023-11-08,2024-02-23,2024-05-09,2024-08-07,2024-11-07,2025-02-27,2025-05-08,2025-08-07,2025-11-06
AccountsPayableCurrent / USD,,,71000000.0,,63000000.0,63000000.0,63000000.0,87000000.0,87000000.0,87000000.0,87000000.0,53000000.0,53000000.0,53000000.0,53000000.0,53000000.0,71000000.0,71000000.0,71000000.0,71000000.0,141000000.0,141000000.0,141000000.0,141000000.0,225000000.0,225000000.0,225000000.0,225000000.0,282000000.0,282000000.0,282000000.0,282000000.0,241000000.0,241000000.0,241000000.0,241000000.0,277000000.0,277000000.0,277000000.0,277000000.0,325000000.0,325000000.0,325000000.0,325000000.0,463000000.0,463000000.0,463000000.0,463000000.0,,,,397000000.0,412000000.0,412000000.0,412000000.0,412000000.0,1454000000.0,1454000000.0,1454000000.0,1454000000.0,1260000000.0,1260000000.0,1260000000.0,1260000000.0,1055000000.0,1055000000.0,1055000000.0
AccruedLiabilitiesCurrent / USD,,,350000000.0,,,,383000000.0,393000000.0,393000000.0,393000000.0,393000000.0,554000000.0,554000000.0,554000000.0,554000000.0,554000000.0,721000000.0,721000000.0,721000000.0,721000000.0,992000000.0,992000000.0,992000000.0,992000000.0,1094000000.0,1094000000.0,1094000000.0,1094000000.0,988000000.0,988000000.0,988000000.0,988000000.0,1075000000.0,1075000000.0,1075000000.0,1075000000.0,1309000000.0,1309000000.0,1309000000.0,1309000000.0,1604000000.0,1604000000.0,1604000000.0,1604000000.0,1678000000.0,1678000000.0,1678000000.0,1678000000.0,,,,1793000000.0,2230000000.0,2230000000.0,2230000000.0,2230000000.0,11504000000.0,11504000000.0,11504000000.0,11504000000.0,10368000000.0,10368000000.0,10368000000.0,10368000000.0,10438000000.0,10438000000.0,10438000000.0
AccruedRoyaltiesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,2986000000.0,,,,3071000000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,574000000.0,,,,654000000.0,,,,736000000.0,736000000.0,,,,783000000.0,,,,883000000.0,,,,988000000.0,,,,1073000000.0,,,,1132000000.0,,,,1304000000.0,,,,1193000000.0,,,,1148000000.0,,,,1363000000.0,,,,1329000000.0,,,,2055000000.0,,,,3085000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-78000000.0,-78000000.0,-78000000.0,-21000000.0,-21000000.0,-21000000.0,-78000000.0,-33000000.0,-33000000.0,-33000000.0,-21000000.0,-33000000.0,-33000000.0,-33000000.0,-21000000.0,-21000000.0,-23000000.0,-23000000.0,-23000000.0,-33000000.0,4000000.0,4000000.0,4000000.0,-23000000.0,4000000.0,4000000.0,4000000.0,4000000.0,-368000000.0,-368000000.0,-368000000.0,4000000.0,-633000000.0,-633000000.0,-633000000.0,-762000000.0,-762000000.0,-762000000.0,-585000000.0,-585000000.0,-785000000.0,-785000000.0,-785000000.0,-785000000.0,-822000000.0,-822000000.0,-822000000.0,-822000000.0,-651000000.0,-651000000.0,-651000000.0,-651000000.0,-830000000.0,-830000000.0,-830000000.0,-830000000.0,-1523000000.0,-1523000000.0,-1523000000.0,-1523000000.0,-741000000.0,-741000000.0,-741000000.0,-741000000.0,-1067000000.0,-1067000000.0,-1067000000.0
AdditionalPaidInCapital / USD,6545000000.0,6545000000.0,6545000000.0,6600000000.0,6600000000.0,6600000000.0,6600000000.0,6358000000.0,6358000000.0,6358000000.0,6358000000.0,6505000000.0,6505000000.0,6505000000.0,6505000000.0,6505000000.0,6689000000.0,6689000000.0,6689000000.0,6689000000.0,6826000000.0,6826000000.0,6826000000.0,6826000000.0,6917000000.0,6917000000.0,6917000000.0,6917000000.0,7021000000.0,7021000000.0,7021000000.0,7021000000.0,7046000000.0,7046000000.0,7046000000.0,7046000000.0,7295000000.0,7295000000.0,7295000000.0,7295000000.0,10647000000.0,10647000000.0,10647000000.0,10647000000.0,10747000000.0,10747000000.0,10747000000.0,10747000000.0,10809000000.0,10809000000.0,10809000000.0,10809000000.0,11086000000.0,11086000000.0,11086000000.0,11086000000.0,54630000000.0,54630000000.0,54630000000.0,54630000000.0,55112000000.0,55112000000.0,55112000000.0,55112000000.0,55560000000.0,55560000000.0,55560000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,68000000.0,68000000.0,,38000000.0,38000000.0,38000000.0,71000000.0,53000000.0,53000000.0,53000000.0,54000000.0,53000000.0,53000000.0,53000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,1000000.0,3000000.0,1000000.0,5000000.0,12000000.0,19000000.0,6000000.0,8000000.0,18000000.0,29000000.0,23000000.0,14000000.0,28000000.0,41000000.0,42000000.0,42000000.0,18000000.0,32000000.0,47000000.0,59000000.0,20000000.0,34000000.0,48000000.0,65000000.0,20000000.0,27000000.0,39000000.0,67000000.0,11000000.0,17000000.0,25000000.0,50000000.0,11000000.0,23000000.0,32000000.0,39000000.0,41000000.0,52000000.0,71000000.0,35000000.0,41000000.0,41000000.0,41000000.0,44000000.0,38000000.0,38000000.0,38000000.0,82000000.0,21000000.0,21000000.0,21000000.0,73000000.0,32000000.0,32000000.0,32000000.0,94000000.0,53000000.0,53000000.0,53000000.0,158000000.0,101000000.0,101000000.0,101000000.0,399000000.0,108000000.0,108000000.0,108000000.0
AdvertisingExpense / USD,,,,,,,145000000.0,,,,103000000.0,,,,135000000.0,135000000.0,,,,132000000.0,,,,124000000.0,,,,156000000.0,,,,145000000.0,,,,148000000.0,,,,166000000.0,,,,162000000.0,,,,355000000.0,,,,390000000.0,,,,412000000.0,,,,1247000000.0,,,,2519000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,98000000.0,196000000.0,-66000000.0,44000000.0,94000000.0,153000000.0,228000000.0,17000000.0,49000000.0,70000000.0,182000000.0,182000000.0,41000000.0,72000000.0,112000000.0,99000000.0,60000000.0,84000000.0,129000000.0,154000000.0,19000000.0,33000000.0,66000000.0,190000000.0,2000000.0,25000000.0,16000000.0,78000000.0,24000000.0,27000000.0,49000000.0,35000000.0,21000000.0,,22000000.0,69000000.0,15000000.0,49000000.0,92000000.0,80000000.0,30000000.0,69000000.0,82000000.0,142000000.0,-4000000.0,30000000.0,62000000.0,142000000.0,64000000.0,95000000.0,134000000.0,110000000.0,,,,178000000.0,,,,412000000.0,,,
