fact_unit,2010-11-09,2011-02-09,2011-05-10,2011-08-29,2011-11-09,2012-02-07,2012-05-10,2012-08-29,2012-11-09,2013-02-11,2013-05-10,2013-08-29,2013-11-12,2014-02-04,2014-05-12,2014-08-29,2014-11-10,2015-02-09,2015-05-11,2015-08-31,2015-11-09,2016-02-09,2016-05-10,2016-08-29,2016-11-09,2017-02-09,2017-05-10,2017-09-07,2017-11-09,2018-02-08,2018-05-09,2018-08-27,2018-11-07,2019-02-07,2019-05-07,2019-08-28,2019-10-09,2019-11-06,2020-02-06,2020-05-11,2020-08-26,2020-11-09,2021-02-08,2021-05-07,2021-08-25,2021-11-08,2022-02-07,2022-05-09,2022-08-24,2022-11-07,2023-02-07,2023-05-08,2023-08-23,2023-11-07,2024-02-07,2024-05-06,2024-08-22,2024-11-05,2025-02-06,2025-05-08,2025-08-22,2025-11-05
AccountsPayableCurrent / USD,5232000.0,5232000.0,5232000.0,5232000.0,5207000.0,5207000.0,5207000.0,5207000.0,6291000.0,6291000.0,6291000.0,6291000.0,6236000.0,6236000.0,6236000.0,6236000.0,9652000.0,9652000.0,9652000.0,9652000.0,13443000.0,13443000.0,13444000.0,13443000.0,20653000.0,20653000.0,20653000.0,20653000.0,16856000.0,16856000.0,16856000.0,16856000.0,18452000.0,18452000.0,18452000.0,18452000.0,18452000.0,18452000.0,16210000.0,16210000.0,16210000.0,23090000.0,23090000.0,23090000.0,23090000.0,29384000.0,29384000.0,29384000.0,29384000.0,33865000.0,33865000.0,33865000.0,33865000.0,25679000.0,25679000.0,25679000.0,25679000.0,37968000.0,37968000.0,37968000.0,37968000.0,25311000.0
AccountsReceivableNetCurrent / USD,30850000.0,30850000.0,30850000.0,30850000.0,35914000.0,35914000.0,35914000.0,35914000.0,35668000.0,35668000.0,35668000.0,35668000.0,38183000.0,38183000.0,38183000.0,38183000.0,47874000.0,47874000.0,47874000.0,55001000.0,70034000.0,70034000.0,70034000.0,70034000.0,93393000.0,93393000.0,93393000.0,93393000.0,116830000.0,116830000.0,116830000.0,116830000.0,120296000.0,120296000.0,120296000.0,120296000.0,120296000.0,120296000.0,137466000.0,137466000.0,137466000.0,122534000.0,122534000.0,122534000.0,122534000.0,145385000.0,145385000.0,145385000.0,145385000.0,194548000.0,194548000.0,194548000.0,194548000.0,218468000.0,218468000.0,218468000.0,218468000.0,241394000.0,241394000.0,241394000.0,241394000.0,206876000.0
AccruedIncomeTaxesCurrent / USD,3636000.0,3636000.0,3636000.0,3636000.0,5509000.0,5509000.0,5509000.0,5509000.0,3251000.0,3251000.0,3251000.0,3251000.0,2276000.0,2276000.0,2276000.0,2276000.0,496000.0,496000.0,496000.0,496000.0,1972000.0,1972000.0,1972000.0,1972000.0,1779000.0,1779000.0,1779000.0,1779000.0,2478000.0,2478000.0,2478000.0,2478000.0,8878000.0,8878000.0,8878000.0,8878000.0,8878000.0,8878000.0,5764000.0,5764000.0,5764000.0,2376000.0,2376000.0,2376000.0,2376000.0,5336000.0,5336000.0,5336000.0,5336000.0,13237000.0,13237000.0,13237000.0,13237000.0,12022000.0,12022000.0,12022000.0,12022000.0,3706000.0,3706000.0,3706000.0,3706000.0,10770000.0
AccruedLiabilitiesCurrent / USD,4375000.0,4375000.0,4375000.0,4375000.0,2688000.0,2688000.0,2688000.0,2688000.0,7275000.0,7275000.0,7275000.0,7275000.0,9603000.0,9603000.0,9603000.0,9603000.0,4136000.0,4136000.0,4136000.0,4136000.0,6604000.0,6604000.0,6604000.0,6604000.0,8371000.0,8371000.0,8371000.0,8371000.0,18518000.0,18518000.0,18518000.0,18518000.0,20361000.0,20361000.0,20361000.0,20361000.0,20361000.0,20361000.0,26389000.0,26389000.0,26389000.0,9093000.0,9093000.0,9093000.0,9093000.0,15282000.0,15282000.0,15282000.0,15282000.0,17886000.0,17886000.0,17886000.0,17886000.0,14880000.0,14880000.0,14880000.0,14880000.0,24886000.0,24886000.0,24886000.0,24886000.0,25663000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,59585000.0,67654000.0,67654000.0,67654000.0,67654000.0,74310000.0,74310000.0,74310000.0,74310000.0,81044000.0,81044000.0,81044000.0,81044000.0,92857000.0,92857000.0,92857000.0,92857000.0,108971000.0,108971000.0,108971000.0,108967000.0,113889000.0,113889000.0,113889000.0,113889000.0,128237000.0,128237000.0,128237000.0,128237000.0,139452000.0,139452000.0,139452000.0,139452000.0,139452000.0,139452000.0,152278000.0,152278000.0,152278000.0,169821000.0,169821000.0,169821000.0,169821000.0,189849000.0,189849000.0,189849000.0,189849000.0,211423000.0,211423000.0,211423000.0,211423000.0,233712000.0,233712000.0,233712000.0,233712000.0,256556000.0,256556000.0,256556000.0,256556000.0,286131000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-21234000.0,-21234000.0,-21234000.0,-7477000.0,-16291000.0,-16291000.0,-16291000.0,-21234000.0,21775000.0,21775000.0,21775000.0,-16291000.0,14553000.0,14553000.0,14553000.0,14553000.0,-5388000.0,-5388000.0,-5388000.0,-5388000.0,-30594000.0,-30593000.0,-30593000.0,-30593000.0,-70405000.0,-70405000.0,-70405000.0,-70405000.0,-48935000.0,-48935000.0,-48935000.0,-48935000.0,-44814000.0,-44814000.0,-44814000.0,-44814000.0,-44814000.0,-44814000.0,-83521000.0,-83521000.0,-83521000.0,-97199000.0,-97199000.0,-97199000.0,-97199000.0,-57291000.0,-57291000.0,-57291000.0,-57291000.0,-75200000.0,-75200000.0,-75200000.0,-75200000.0,-66064000.0,-66064000.0,-66064000.0,-66064000.0,-78316000.0,-78316000.0,-78316000.0,-78316000.0,-59880000.0
AdditionalPaidInCapitalCommonStock / USD,122537000.0,122537000.0,122537000.0,122537000.0,129312000.0,129312000.0,129312000.0,129312000.0,131851000.0,131851000.0,131851000.0,131851000.0,134895000.0,134895000.0,134895000.0,134895000.0,147004000.0,147004000.0,147004000.0,147004000.0,163306000.0,163306000.0,163306000.0,163306000.0,178760000.0,178760000.0,178760000.0,178760000.0,199161000.0,199161000.0,199161000.0,199161000.0,246568000.0,246568000.0,246568000.0,246568000.0,246568000.0,246568000.0,316797000.0,316797000.0,316797000.0,420536000.0,420536000.0,420536000.0,420536000.0,534411000.0,534411000.0,534411000.0,534411000.0,653657000.0,652467000.0,652467000.0,652467000.0,721543000.0,721543000.0,721543000.0,721543000.0,820337000.0,820337000.0,820337000.0,820337000.0,911089000.0
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition / USD,,,,,,,,,,,,,,,,,,,,39000.0,,,,39000.0,,,,39000.0,,,,144000.0,,77000.0,77000.0,213000.0,213000.0,213000.0,238000.0,238000.0,281000.0,99000.0,99000.0,99000.0,505000.0,286000.0,286000.0,286000.0,435000.0,341000.0,341000.0,341000.0,917000.0,97000.0,97000.0,97000.0,973000.0,112000.0,112000.0,112000.0,915000.0,38000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,1478000.0,,,,1135000.0,,,,1138000.0,,,,1641000.0,,,,1864000.0,,,,3523000.0,,,,5918000.0,,,,9287000.0,,3718000.0,3718000.0,14418000.0,14418000.0,14418000.0,11327000.0,11327000.0,27959000.0,8267000.0,8267000.0,8267000.0,31775000.0,12667000.0,12667000.0,12667000.0,31932000.0,11396000.0,11396000.0,11396000.0,48065000.0,14364000.0,14364000.0,14364000.0,41208000.0,9981000.0,9981000.0,9981000.0,38315000.0,10146000.0
AdvertisingExpense / USD,,,,3000000.0,,,,3000000.0,,,,2900000.0,,,,3400000.0,,,,3200000.0,,,,3400000.0,,,,4100000.0,,,,5200000.0,,,,4500000.0,4500000.0,4500000.0,,,3800000.0,,,,4100000.0,,,,4200000.0,,,,4700000.0,,,,4600000.0,,,,4800000.0,
