fact_unit,2010-08-04,2010-11-03,2011-02-18,2011-05-10,2011-08-10,2011-11-09,2012-02-24,2012-05-09,2012-08-02,2012-11-01,2013-02-21,2013-05-06,2013-08-01,2013-10-30,2014-02-18,2014-05-01,2014-07-31,2014-10-30,2015-02-19,2015-04-29,2015-07-30,2015-11-03,2016-02-18,2016-04-28,2016-07-26,2016-10-26,2017-02-21,2017-05-08,2017-08-03,2017-11-02,2018-02-27,2018-05-03,2018-08-02,2018-10-31,2019-02-08,2019-05-01,2019-07-31,2019-10-30,2020-02-04,2020-04-29,2020-07-29,2020-10-28,2021-01-29,2021-04-28,2021-07-28,2021-10-27,2022-02-03,2022-05-04,2022-08-03,2022-11-02,2023-02-27,2023-05-03,2023-08-02,2023-11-01,2024-01-31,2024-05-01,2024-07-31,2024-10-30,2025-02-05,2025-05-07,2025-08-06,2025-11-05
AccountsPayableCurrent / USD,647000000.0,647000000.0,647000000.0,376000000.0,376000000.0,376000000.0,376000000.0,363000000.0,363000000.0,363000000.0,363000000.0,278000000.0,278000000.0,278000000.0,278000000.0,519000000.0,519000000.0,519000000.0,519000000.0,415000000.0,415000000.0,415000000.0,415000000.0,279000000.0,279000000.0,279000000.0,279000000.0,440000000.0,440000000.0,440000000.0,440000000.0,384000000.0,384000000.0,384000000.0,384000000.0,528000000.0,834000000.0,834000000.0,834000000.0,988000000.0,988000000.0,988000000.0,988000000.0,468000000.0,468000000.0,468000000.0,468000000.0,1321000000.0,1321000000.0,1321000000.0,1321000000.0,2493000000.0,2493000000.0,2493000000.0,2493000000.0,2055000000.0,2055000000.0,2055000000.0,2055000000.0,2466000000.0,2466000000.0,2466000000.0
AccountsPayableOtherCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463000000.0,463000000.0,363000000.0,363000000.0,363000000.0,363000000.0,,,
AccountsReceivableNetCurrent / USD,745000000.0,745000000.0,745000000.0,968000000.0,968000000.0,968000000.0,968000000.0,919000000.0,919000000.0,919000000.0,919000000.0,630000000.0,630000000.0,630000000.0,630000000.0,832000000.0,832000000.0,832000000.0,832000000.0,818000000.0,818000000.0,818000000.0,818000000.0,533000000.0,533000000.0,533000000.0,533000000.0,311000000.0,311000000.0,311000000.0,311000000.0,454000000.0,454000000.0,454000000.0,372000000.0,1235000000.0,1235000000.0,1235000000.0,1235000000.0,1859000000.0,1859000000.0,1859000000.0,1859000000.0,2066000000.0,2066000000.0,2066000000.0,2066000000.0,2706000000.0,2706000000.0,2706000000.0,2706000000.0,4126000000.0,4126000000.0,4126000000.0,4126000000.0,5376000000.0,5376000000.0,5376000000.0,4323000000.0,6192000000.0,6192000000.0,6192000000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000000.0,1500000000.0,1500000000.0,1300000000.0,1600000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0,1400000000.0
AccruedLiabilitiesCurrent / USD,795000000.0,795000000.0,795000000.0,698000000.0,698000000.0,698000000.0,698000000.0,550000000.0,550000000.0,550000000.0,550000000.0,489000000.0,489000000.0,489000000.0,552000000.0,530000000.0,530000000.0,530000000.0,530000000.0,558000000.0,558000000.0,518000000.0,518000000.0,472000000.0,472000000.0,472000000.0,472000000.0,391000000.0,391000000.0,391000000.0,391000000.0,555000000.0,555000000.0,555000000.0,400000000.0,763000000.0,783000000.0,783000000.0,783000000.0,1084000000.0,1084000000.0,1084000000.0,1084000000.0,1796000000.0,1796000000.0,1796000000.0,1796000000.0,2424000000.0,2424000000.0,2424000000.0,2424000000.0,3077000000.0,3077000000.0,3077000000.0,3077000000.0,3082000000.0,3082000000.0,3082000000.0,3082000000.0,4260000000.0,4260000000.0,4260000000.0
AccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260000000.0,4260000000.0,4260000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454000000.0,454000000.0,,839000000.0,839000000.0,839000000.0,,933000000.0,933000000.0,933000000.0,,876000000.0,876000000.0,876000000.0,,827000000.0,827000000.0,827000000.0,,1063000000.0,1063000000.0,1063000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,1379000000.0,1379000000.0,1379000000.0,1470000000.0,1470000000.0,1470000000.0,1470000000.0,1560000000.0,1560000000.0,1560000000.0,1560000000.0,1387000000.0,1387000000.0,1387000000.0,1387000000.0,1378000000.0,1378000000.0,1378000000.0,1378000000.0,796000000.0,796000000.0,796000000.0,796000000.0,717000000.0,717000000.0,717000000.0,717000000.0,740000000.0,740000000.0,740000000.0,740000000.0,707000000.0,707000000.0,707000000.0,707000000.0,768000000.0,768000000.0,768000000.0,768000000.0,912000000.0,912000000.0,912000000.0,912000000.0,1134000000.0,1134000000.0,1134000000.0,1134000000.0,1507000000.0,1507000000.0,1507000000.0,1507000000.0,1787000000.0,1787000000.0,1787000000.0,1787000000.0,2173000000.0,2173000000.0,2173000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,154000000.0,154000000.0,154000000.0,1000000.0,1000000.0,1000000.0,1000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,-3000000.0,-3000000.0,-3000000.0,-3000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-5000000.0,-8000000.0,-8000000.0,-8000000.0,-5000000.0,-5000000.0,-5000000.0,-5000000.0,6000000.0,6000000.0,6000000.0,6000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,0.0,0.0,0.0,0.0,17000000.0,17000000.0,17000000.0,17000000.0,-3000000.0,-3000000.0,-3000000.0,-3000000.0,-41000000.0,-41000000.0,-41000000.0,-41000000.0,-10000000.0,-10000000.0,-10000000.0,-10000000.0,-69000000.0,-69000000.0,-69000000.0
AdditionalPaidInCapitalCommonStock / USD,6524000000.0,6524000000.0,6524000000.0,6575000000.0,6575000000.0,6575000000.0,6575000000.0,6672000000.0,6672000000.0,6672000000.0,6672000000.0,6803000000.0,6803000000.0,6803000000.0,6803000000.0,6894000000.0,6894000000.0,6894000000.0,6894000000.0,6949000000.0,6949000000.0,6949000000.0,6949000000.0,7017000000.0,7017000000.0,7017000000.0,7017000000.0,8334000000.0,8334000000.0,8334000000.0,8334000000.0,8464000000.0,8464000000.0,8464000000.0,8464000000.0,8750000000.0,8750000000.0,8750000000.0,8750000000.0,9963000000.0,9963000000.0,9963000000.0,9963000000.0,10544000000.0,10544000000.0,10544000000.0,10544000000.0,11069000000.0,11069000000.0,11069000000.0,11069000000.0,58005000000.0,58005000000.0,58005000000.0,58005000000.0,59676000000.0,59676000000.0,59676000000.0,59676000000.0,61362000000.0,61362000000.0,61362000000.0
AdjustmentForAmortization / USD,-53000000.0,-78000000.0,-107000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,43000000.0,65000000.0,75000000.0,,,,87000000.0,,,,90000000.0,,,,97000000.0,,,,91000000.0,,,,81000000.0,,,,63000000.0,,,,86000000.0,32000000.0,65000000.0,101000000.0,97000000.0,41000000.0,86000000.0,140000000.0,137000000.0,59000000.0,119000000.0,195000000.0,197000000.0,85000000.0,168000000.0,267000000.0,274000000.0,199000000.0,491000000.0,766000000.0,379000000.0,309000000.0,657000000.0,1010000000.0,1081000000.0,371000000.0,717000000.0,1068000000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,27000000.0,47000000.0,69000000.0,,21000000.0,47000000.0,74000000.0,,24000000.0,44000000.0,67000000.0,,23000000.0,44000000.0,65000000.0,,17000000.0,34000000.0,47000000.0,,,,,,,,,,,,,,,,,137000000.0,59000000.0,119000000.0,195000000.0,197000000.0,72000000.0,141000000.0,224000000.0,232000000.0,,,,321000000.0,,,,902000000.0,,,
AmortizationOfIntangibleAssets / USD,35000000.0,52000000.0,137000000.0,17000000.0,34000000.0,50000000.0,,,,,-29000000.0,,5000000.0,9000000.0,29000000.0,5000000.0,9000000.0,14000000.0,14000000.0,3000000.0,7000000.0,10000000.0,18000000.0,3000000.0,3000000.0,3000000.0,14000000.0,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,479000000.0,1500000000.0,2500000000.0,,823000000.0,,,2800000000.0,622000000.0,1225000000.0,1810000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,43000000.0,,,,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,16000000.0,,,
AssetAcquisitionContingentConsiderationLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Assets / USD,9078000000.0,9078000000.0,9078000000.0,4964000000.0,4964000000.0,4964000000.0,4964000000.0,4954000000.0,4954000000.0,4954000000.0,4954000000.0,4000000000.0,4000000000.0,4000000000.0,4000000000.0,4337000000.0,4337000000.0,4337000000.0,4337000000.0,3767000000.0,3767000000.0,3767000000.0,3767000000.0,3084000000.0,3084000000.0,3084000000.0,3084000000.0,3321000000.0,3321000000.0,3321000000.0,3321000000.0,3552000000.0,3552000000.0,3552000000.0,3552000000.0,4556000000.0,4556000000.0,4556000000.0,4556000000.0,6028000000.0,6028000000.0,6028000000.0,6028000000.0,8962000000.0,8962000000.0,8962000000.0,8962000000.0,12419000000.0,12419000000.0,12419000000.0,12419000000.0,67580000000.0,67580000000.0,67580000000.0,67580000000.0,67885000000.0,67885000000.0,67885000000.0,67885000000.0,69226000000.0,69226000000.0,69226000000.0
