fact_unit,2011-05-03,2011-08-02,2011-11-01,2012-02-28,2012-05-01,2012-07-31,2012-10-30,2013-02-26,2013-04-30,2013-07-30,2013-11-05,2014-02-25,2014-04-29,2014-07-29,2014-10-28,2015-02-24,2015-04-28,2015-07-28,2015-10-27,2016-02-24,2016-05-03,2016-08-02,2016-11-01,2017-02-21,2017-05-02,2017-08-01,2017-10-31,2018-02-20,2018-05-01,2018-07-31,2018-10-30,2019-02-19,2019-04-30,2019-07-30,2019-10-30,2020-02-18,2020-05-05,2020-08-04,2020-11-04,2021-02-23,2021-05-04,2021-08-03,2021-11-02,2022-02-22,2022-05-03,2022-08-02,2022-11-01,2023-02-28,2023-05-03,2023-08-02,2023-11-01,2024-02-21,2024-05-01,2024-07-31,2024-10-30,2025-02-26,2025-05-07,2025-07-30,2025-10-29
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,22656000.0,,,,24696000.0,,11057000.0,16323000.0,21087000.0,4224000.0,19047000.0,25471000.0,20300000.0,5500000.0,16500000.0,23800000.0,30500000.0,6500000.0,15400000.0,24200000.0,30000000.0,,,,31800000.0,,,,38500000.0,,,,42700000.0,,,,47600000.0,,,,55700000.0,,,,56500000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,4028000.0,4028000.0,4028000.0,4028000.0,4158000.0,4158000.0,4158000.0,4158000.0,4753000.0,4753000.0,4753000.0,4753000.0,4415000.0,4415000.0,4415000.0,4415000.0,5995000.0,5995000.0,5995000.0,5995000.0,2642000.0,2642000.0,2642000.0,2600000.0,3400000.0,3400000.0,3400000.0,3400000.0,4600000.0,4600000.0,4600000.0,4600000.0,5700000.0,5700000.0,5700000.0,5700000.0,11700000.0,11700000.0,11700000.0,11700000.0,17700000.0,17700000.0,17700000.0,17700000.0,21300000.0,21300000.0,21300000.0,15400000.0,14300000.0,14300000.0,,14300000.0,15100000.0,15100000.0,15100000.0,15100000.0,22500000.0,22500000.0,22500000.0
AmortizationOfDeferredLoanOriginationFeesNet / USD,-395000.0,-789000.0,-1156000.0,-785000.0,-309000.0,-754000.0,-1206000.0,-1463000.0,-545000.0,-1096000.0,-1649000.0,-1655000.0,-688000.0,-1368000.0,-2048000.0,-2337000.0,-661000.0,-1322000.0,-1989000.0,-2713000.0,-1195000.0,-10634000.0,-11770000.0,-2600000.0,-1100000.0,-2500000.0,,-12900000.0,,,,-5000000.0,,,,-4200000.0,,-1900000.0,-3500000.0,,,-800000.0,-1300000.0,-3900000.0,-400000.0,-700000.0,-1100000.0,-1800000.0,-300000.0,-700000.0,-900000.0,-1400000.0,-100000.0,-600000.0,-1000000.0,-1100000.0,-400000.0,-1300000.0,-2200000.0
AmortizationOfIntangibleAssets / USD,7304000.0,14324000.0,20482000.0,32621000.0,8455000.0,17332000.0,26129000.0,27398000.0,8587000.0,20774000.0,36216000.0,32985000.0,17052000.0,34113000.0,49371000.0,52207000.0,14212000.0,28433000.0,42620000.0,63741000.0,7455000.0,30359000.0,42998000.0,30100000.0,23900000.0,47700000.0,70400000.0,70400000.0,22300000.0,46200000.0,73600000.0,92500000.0,33200000.0,65200000.0,98500000.0,101800000.0,33200000.0,66900000.0,100100000.0,130800000.0,41000000.0,82000000.0,123600000.0,138000000.0,45000000.0,95500000.0,133100000.0,73400000.0,21200000.0,39500000.0,57500000.0,79900000.0,17700000.0,36500000.0,56100000.0,74400000.0,18500000.0,36700000.0,55000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,147280.0,2004390.0,2151646.0,9054022.0,1957020.0,1402980.0,1555507.0,2095140.0,3619.0,781505.0,932045.0,1506440.0,34062.0,479586.0,601195.0,659246.0,761848.0,1433751.0,1574984.0,656499.0,1604.0,892981.0,1127414.0,1633670.0,1674484.0,2215987.0,1890460.0,1221301.0,1282164.0,2002341.0,2158723.0,1724338.0,3718.0,455292.0,622199.0,1967409.0,49820.0,473848.0,606100.0,496446.0,1009520.0,992615.0,675324.0,674983.0,946563.0,866055.0,824067.0,513137.0,1405680.0,1369746.0,1365720.0,620241.0,1399406.0,1030278.0,716783.0,1350159.0,254861.0,254251.0,237062.0
AssetImpairmentCharges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,73700000.0,73700000.0,73700000.0,134000000.0,,,,377400000.0,,,
Assets / USD,1217090000.0,1217090000.0,1217090000.0,1217090000.0,1541106000.0,1541106000.0,1541106000.0,1541106000.0,2360336000.0,2360336000.0,2360336000.0,2360336000.0,2504451000.0,2504451000.0,2504451000.0,2504451000.0,2345330000.0,2345330000.0,2345330000.0,2345330000.0,5593652000.0,5593652000.0,5593652000.0,5593700000.0,4631200000.0,4631200000.0,4631200000.0,4631200000.0,6020300000.0,6020300000.0,6020300000.0,6020300000.0,5900300000.0,5900300000.0,5900300000.0,5900300000.0,7055200000.0,7055200000.0,7055200000.0,7055200000.0,7561800000.0,7561800000.0,7561800000.0,7561800000.0,7808100000.0,7808100000.0,7808100000.0,7808100000.0,6961100000.0,6961100000.0,6961100000.0,6961100000.0,4366100000.0,4366100000.0,4366100000.0,4366100000.0,4264700000.0,4264700000.0,4264700000.0
AssetsCurrent / USD,240435000.0,240435000.0,240435000.0,240435000.0,453654000.0,453654000.0,453654000.0,453654000.0,390559000.0,390559000.0,390559000.0,390559000.0,474845000.0,474845000.0,474845000.0,474845000.0,384483000.0,384483000.0,384483000.0,384483000.0,604569000.0,604569000.0,604569000.0,604600000.0,500900000.0,500900000.0,500900000.0,500900000.0,597600000.0,597600000.0,597600000.0,597600000.0,644500000.0,644500000.0,644500000.0,644500000.0,744900000.0,744900000.0,744900000.0,744900000.0,794200000.0,794200000.0,794200000.0,794200000.0,902600000.0,902600000.0,902600000.0,907400000.0,925100000.0,925100000.0,925100000.0,925100000.0,810100000.0,810100000.0,810100000.0,810100000.0,911600000.0,911600000.0,911600000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,0.0,-544000.0,0.0,,-3364000.0,-3364000.0,544000.0,,,,-3364000.0,,,,,,,,,,,1003000.0,,0.0,2700000.0,1000000.0,,1300000.0,2700000.0,5900000.0,,,,,,,,,,0.0,1400000.0,500000.0,,500000.0,1600000.0,1700000.0,,1400000.0,1900000.0,2000000.0,,1000000.0,100000.0,300000.0,,100000.0,100000.0,300000.0
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,-22000000.0,-22000000.0,0.0,,0.0,0.0
BusinessCombinationContingentConsiderationLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,500000.0,,,,30000000.0,,,,10000000.0,,,
BusinessCombinationContingentConsiderationLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700000.0,12700000.0,12700000.0,,,,,111200000.0,600000.0,600000.0,600000.0,600000.0,500000.0,500000.0,500000.0,500000.0,29900000.0,29900000.0,29900000.0,29900000.0,10000000.0,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0
BusinessCombinationContingentConsiderationLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,200000.0,200000.0,200000.0,200000.0,21700000.0,21700000.0,21700000.0,21700000.0,0.0,0.0,0.0,0.0,2100000.0,2100000.0,2100000.0,2100000.0,2200000.0,2200000.0,2200000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,11800000.0,,,,22300000.0,,,,43600000.0,,,,,,,,85400000.0,,,,100200000.0,,,,120600000.0,,,,111600000.0,,,,116600000.0,,,
CashAcquiredFromAcquisition / USD,1556000.0,1556000.0,1556000.0,9477000.0,0.0,590000.0,590000.0,10524000.0,29387000.0,29387000.0,36113000.0,590000.0,,,,36113000.0,0.0,0.0,0.0,0.0,232000.0,35398000.0,35398000.0,300000.0,0.0,1000000.0,1000000.0,41400000.0,3600000.0,4000000.0,22100000.0,2100000.0,2300000.0,3100000.0,3100000.0,29900000.0,3700000.0,3700000.0,6800000.0,3100000.0,0.0,0.0,,10400000.0,3800000.0,5700000.0,5700000.0,11100000.0,17400000.0,17400000.0,17400000.0,9300000.0,1000000.0,8000000.0,8000000.0,17400000.0,,1800000.0,1800000.0
CashAndCashEquivalentsAtCarryingValue / USD,71527000.0,71527000.0,71527000.0,33185000.0,54974000.0,54974000.0,54974000.0,71527000.0,191603000.0,191603000.0,191603000.0,54974000.0,89819000.0,89819000.0,89819000.0,191603000.0,165801000.0,165801000.0,165801000.0,89819000.0,39359000.0,39359000.0,39359000.0,165800000.0,138300000.0,138300000.0,138300000.0,39300000.0,135100000.0,135100000.0,135100000.0,138300000.0,139500000.0,139500000.0,139500000.0,139500000.0,184600000.0,184600000.0,184600000.0,184600000.0,218800000.0,218800000.0,218800000.0,218800000.0,280300000.0,280300000.0,280300000.0,111900000.0,112500000.0,112500000.0,112500000.0,112500000.0,302700000.0,302700000.0,302700000.0,302700000.0,291200000.0,291200000.0,291200000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142300000.0,142300000.0,142300000.0,135100000.0,139500000.0,139500000.0,139500000.0,142300000.0,184600000.0,184600000.0,184600000.0,139500000.0,218800000.0,218800000.0,218800000.0,280300000.0,280300000.0,280300000.0,280300000.0,218800000.0,292700000.0,292700000.0,292700000.0,280300000.0,302700000.0,302700000.0,302700000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000.0,-10300000.0,5300000.0,7200000.0,40000000.0,13800000.0,172300000.0,-2800000.0,19500000.0,124500000.0,36900000.0,45100000.0,172100000.0,57500000.0,83300000.0,280300000.0,125700000.0,200400000.0,-3500000.0,61500000.0,-60800000.0,16000000.0,124100000.0,12400000.0,49700000.0,329400000.0,155300000.0
CashFDICInsuredAmount / USD,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,,250000.0,,,
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.29,0.29,0.29,0.31,0.31,0.31,0.31,0.34,0.34,0.34,0.34,0.39,0.39,0.39,0.39,0.45,0.45,0.45
CommonStockParOrStatedValuePerShare / USD/shares,,,,,0.001,0.001,0.001,,,,,,,,,,,,,0.001,,,,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.0,1.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized / shares,,,,,1200000000.0,1200000000.0,1200000000.0,800000000.0,1200000000.0,1200000000.0,,800000000.0,,,,,,,,1200000000.0,,,,2000000000.0,,,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0
CommonStockSharesIssued / shares,,,,,544003038.0,544003038.0,544003038.0,,,,,,,,,,,,,544003038.0,,,,544003038.0,,,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0,544003038.0
CommonStockSharesOutstanding / shares,,,,,164285227.0,164285227.0,164285227.0,,,,,,,,,,,,,157913227.0,,,,169424981.0,,,166915772.0,166915772.0,164878930.0,164878930.0,164878930.0,164878930.0,163970410.0,163970410.0,163970410.0,163970410.0,163161564.0,163161564.0,163161564.0,163161564.0,162817526.0,162817526.0,162817526.0,162817526.0,161651639.0,161651639.0,161651639.0,161651639.0,154701136.0,154701136.0,154701136.0,154701136.0,143308729.0,143308729.0,143308729.0,143308729.0,140414637.0,140414637.0,140414637.0
CommonStockValue / USD,,,,,137000.0,137000.0,137000.0,,,,,,,137000.0,137000.0,,137000.0,137000.0,137000.0,137000.0,137000.0,137000.0,137000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
ComprehensiveIncomeNetOfTax / USD,240377000.0,240377000.0,240377000.0,155420000.0,66842000.0,133748000.0,204587000.0,240377000.0,75485000.0,148865000.0,232277000.0,260274000.0,80744000.0,165538000.0,263725000.0,318269000.0,116224000.0,204768000.0,303299000.0,394052000.0,99142000.0,258647000.0,294917000.0,363000000.0,17900000.0,139300000.0,205000000.0,346100000.0,142700000.0,354200000.0,558000000.0,182400000.0,236700000.0,225300000.0,355900000.0,793600000.0,194000000.0,284500000.0,231200000.0,419800000.0,-100000.0,180400000.0,482500000.0,554900000.0,178300000.0,349500000.0,472000000.0,823900000.0,435300000.0,414600000.0,371400000.0,647300000.0,817000000.0,1030000000.0,1187400000.0,617400000.0,204800000.0,512300000.0,780000000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-800000.0,-3100000.0,-400000.0,0.0,-500000.0,-1300000.0,-2500000.0,-400000.0,-700000.0,0.0,-1000000.0,-1100000.0,1100000.0,900000.0,1100000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100000.0,180400000.0,482500000.0,554900000.0,177500000.0,346400000.0,471600000.0,823900000.0,434800000.0,413300000.0,368900000.0,646900000.0,816300000.0,1030000000.0,1186400000.0,616300000.0,205900000.0,513200000.0,781100000.0
ContractWithCustomerAssetNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ContractWithCustomerLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386700000.0,386700000.0,386700000.0,386700000.0,385100000.0,385100000.0,385100000.0,383100000.0,443200000.0,440100000.0,440100000.0,,,,,443200000.0,504800000.0,504800000.0,504800000.0,322700000.0,321700000.0,321700000.0,321700000.0,349300000.0,375100000.0,375100000.0,375100000.0,321700000.0,451100000.0,451100000.0,451100000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383100000.0,383100000.0,383100000.0,,440100000.0,,,440100000.0,466700000.0,466700000.0,466700000.0,466700000.0,501000000.0,501000000.0,501000000.0,347800000.0,321700000.0,321700000.0,321700000.0,321700000.0,375100000.0,375100000.0,375100000.0,375100000.0,447200000.0,447200000.0,447200000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500000.0,49500000.0,63700000.0,63700000.0,63700000.0,63700000.0,73800000.0,73800000.0,73800000.0,73800000.0,86800000.0,86800000.0,86800000.0,68200000.0,69700000.0,69700000.0,69700000.0,69700000.0,76400000.0,76400000.0,76400000.0,76400000.0,78500000.0,78500000.0,78500000.0
CostOfRevenue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376600000.0,575100000.0,714400000.0,221200000.0,443600000.0,662200000.0,783800000.0,231400000.0,474100000.0,717000000.0,886200000.0,257700000.0,493500000.0,733400000.0,976800000.0,262400000.0,527300000.0,792600000.0,791700000.0,228700000.0,424200000.0,619400000.0,853700000.0,216200000.0,433100000.0,650300000.0,824600000.0,227800000.0,447200000.0,670600000.0
CostsAndExpenses / USD,169740000.0,344342000.0,517978000.0,725097000.0,193572000.0,397034000.0,605723000.0,697429000.0,207540000.0,442364000.0,685976000.0,710230000.0,231169000.0,474668000.0,719760000.0,835620000.0,260800000.0,525288000.0,798463000.0,981436000.0,210341000.0,492897000.0,766157000.0,798800000.0,300100000.0,607200000.0,906900000.0,1057300000.0,314900000.0,643100000.0,983700000.0,1227600000.0,386700000.0,775700000.0,1163300000.0,1344000000.0,422600000.0,856900000.0,1440000000.0,1561000000.0,437500000.0,856600000.0,1283700000.0,1910200000.0,475700000.0,955800000.0,1425900000.0,1313100000.0,20800000.0,386000000.0,742500000.0,1551100000.0,357500000.0,726500000.0,1123000000.0,1090500000.0,396600000.0,794700000.0,1208500000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,134014000.0,,,,158100000.0,,,,168800000.0,,,,171700000.0,,,,176600000.0,,,,69000000.0,,,,109900000.0,,,,113000000.0,,,,123800000.0,,,,247800000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,1201000.0,,,,1500000.0,,,,3300000.0,,,,3600000.0,,,,9500000.0,,,,11100000.0,,,,14600000.0,,,,3300000.0,,,,3000000.0,,,,1100000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,125489000.0,,,,150726000.0,,,,143395000.0,,,,120155000.0,,,,153979000.0,,,,184000000.0,,,,196000000.0,,,,199300000.0,,,,209500000.0,,,,102200000.0,,,,145900000.0,,,,139100000.0,,,,146300000.0,,,,313600000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,26603000.0,,,,24651000.0,,,,20523000.0,,,,8442000.0,,,,18764000.0,,,,24400000.0,,,,23900000.0,,,,24000000.0,,,,23400000.0,,,,22100000.0,,,,21400000.0,,,,22800000.0,,,,19500000.0,,,,64700000.0,,,
DebtCurrent / USD,437717000.0,437717000.0,437717000.0,437717000.0,5554000.0,5554000.0,5554000.0,5554000.0,195263000.0,195263000.0,195263000.0,195263000.0,4448000.0,4448000.0,4448000.0,4448000.0,336058000.0,336058000.0,336058000.0,336058000.0,874811000.0,874811000.0,874811000.0,874800000.0,106800000.0,106800000.0,106800000.0,106800000.0,724400000.0,724400000.0,724400000.0,724400000.0,672800000.0,672800000.0,672800000.0,672800000.0,,499400000.0,499400000.0,499400000.0,514300000.0,514300000.0,514300000.0,514300000.0,971300000.0,971300000.0,971300000.0,971300000.0,1392900000.0,1392900000.0,1392900000.0,1392900000.0,14500000.0,14500000.0,14500000.0,14500000.0,514200000.0,514200000.0,514200000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,37894000.0,,,,28700000.0,,,,23400000.0,,,,29400000.0,,,,-66300000.0,,,,27600000.0,,,,-14300000.0,,,,21200000.0,,,,20600000.0,,,,-43300000.0,,,
