fact_unit,2014-09-05,2014-10-31,2015-02-23,2015-05-01,2015-07-31,2015-10-30,2016-02-25,2016-04-28,2016-07-28,2016-10-27,2017-02-23,2017-05-01,2017-07-28,2017-10-26,2018-02-22,2018-04-26,2018-07-27,2018-10-25,2019-02-15,2019-04-25,2019-07-25,2019-10-25,2020-02-13,2020-04-22,2020-07-23,2020-10-22,2021-02-11,2021-04-27,2021-07-22,2021-10-21,2022-02-10,2022-04-21,2022-07-21,2022-10-25,2023-02-09,2023-04-20,2023-07-21,2023-10-24,2024-02-08,2024-04-25,2024-07-19,2024-10-23,2025-02-07,2025-04-24,2025-07-23,2025-10-22
InterestIncomeExpenseNet / USD,5019000000.0,7722000000.0,9564000000.0,2743000000.0,5463000000.0,8342000000.0,10571000000.0,2875000000.0,5782000000.0,8885000000.0,11320000000.0,3209000000.0,6421000000.0,9902000000.0,12093000000.0,3587000000.0,7224000000.0,11100000000.0,13530000000.0,3842000000.0,7579000000.0,11785000000.0,15016000000.0,4226000000.0,8381000000.0,12770000000.0,16118000000.0,3890000000.0,7286000000.0,10743000000.0,16799000000.0,3439000000.0,6751000000.0,10409000000.0,14402000000.0,3789000000.0,7591000000.0,11519000000.0,14239000000.0,4051000000.0,8171000000.0,12533000000.0,15625000000.0,4405000000.0,8810000000.0,13419000000.0
InterestIncomeOperating / USD,5390000000.0,8276000000.0,10309000000.0,2933000000.0,5859000000.0,8982000000.0,11313000000.0,3150000000.0,6327000000.0,9719000000.0,12242000000.0,3520000000.0,7035000000.0,10831000000.0,13228000000.0,3913000000.0,7883000000.0,12116000000.0,14778000000.0,4244000000.0,8418000000.0,13112000000.0,16407000000.0,4786000000.0,9524000000.0,14505000000.0,17988000000.0,4407000000.0,8237000000.0,12074000000.0,19090000000.0,3742000000.0,7320000000.0,11218000000.0,16067000000.0,4022000000.0,8096000000.0,12438000000.0,15271000000.0,4786000000.0,9807000000.0,15161000000.0,17146000000.0,5568000000.0,11150000000.0,16935000000.0
InterestPaidNet / USD,,,,,,,,,,,,,,,,,,,1160000000.0,,,,1350000000.0,,,,1815000000.0,,,,2272000000.0,,,,1691000000.0,,,,1034000000.0,,,,1356000000.0,,,
LaborAndRelatedExpense / USD,335000000.0,508000000.0,620000000.0,193000000.0,400000000.0,639000000.0,698000000.0,239000000.0,489000000.0,757000000.0,866000000.0,280000000.0,581000000.0,892000000.0,1042000000.0,323000000.0,641000000.0,974000000.0,1198000000.0,358000000.0,709000000.0,1074000000.0,1304000000.0,353000000.0,711000000.0,1070000000.0,1427000000.0,324000000.0,651000000.0,1033000000.0,1455000000.0,364000000.0,723000000.0,1092000000.0,1380000000.0,402000000.0,806000000.0,1222000000.0,1501000000.0,451000000.0,902000000.0,1346000000.0,1681000000.0,496000000.0,930000000.0,1394000000.0
Liabilities / USD,53125000000.0,53125000000.0,53125000000.0,65229000000.0,65229000000.0,65229000000.0,65229000000.0,71386000000.0,71386000000.0,71386000000.0,71386000000.0,76011000000.0,76011000000.0,76011000000.0,76011000000.0,81574000000.0,81574000000.0,81574000000.0,81574000000.0,92114000000.0,92114000000.0,92114000000.0,92114000000.0,89738000000.0,89738000000.0,89738000000.0,89738000000.0,83247000000.0,83247000000.0,83247000000.0,83247000000.0,82093000000.0,82093000000.0,82093000000.0,82093000000.0,91691000000.0,91691000000.0,91691000000.0,91691000000.0,103576000000.0,103576000000.0,103576000000.0,103576000000.0,102883000000.0,102883000000.0,102883000000.0
LiabilitiesAndStockholdersEquity / USD,59085000000.0,59085000000.0,59085000000.0,75707000000.0,75707000000.0,75707000000.0,75707000000.0,83990000000.0,83990000000.0,83990000000.0,83990000000.0,90207000000.0,90207000000.0,90207000000.0,90207000000.0,95808000000.0,95808000000.0,95808000000.0,95808000000.0,106792000000.0,106792000000.0,106792000000.0,106792000000.0,104826000000.0,104826000000.0,104826000000.0,104826000000.0,95948000000.0,95948000000.0,95948000000.0,95948000000.0,95748000000.0,95748000000.0,95748000000.0,95748000000.0,104564000000.0,104564000000.0,104564000000.0,104564000000.0,117479000000.0,117479000000.0,117479000000.0,117479000000.0,119463000000.0,119463000000.0,119463000000.0
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107000000.0,107000000.0,107000000.0,107000000.0,,,
LoansReceivableHeldForSaleAmount / USD,0.0,0.0,0.0,332000000.0,332000000.0,332000000.0,332000000.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,725000000.0,725000000.0,725000000.0,725000000.0,5000000.0,5000000.0,5000000.0,5000000.0,4361000000.0,4361000000.0,4361000000.0,4361000000.0,,,,,,,,,,0.0,0.0
LongTermDebt / USD,,,,,,,,,,24279000000.0,24279000000.0,20147000000.0,20147000000.0,20147000000.0,20147000000.0,20799000000.0,20799000000.0,20799000000.0,20799000000.0,23996000000.0,23996000000.0,23996000000.0,23996000000.0,19866000000.0,19866000000.0,19866000000.0,19866000000.0,15775000000.0,15775000000.0,15775000000.0,15775000000.0,14507000000.0,14507000000.0,14507000000.0,14507000000.0,14191000000.0,14191000000.0,14191000000.0,14191000000.0,15982000000.0,15982000000.0,15982000000.0,15982000000.0,15462000000.0,15462000000.0,15462000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,,,,,3000000000.0,3600000000.0,4158000000.0,2750000000.0,2750000000.0,3500000000.0,3500000000.0,3750000000.0,3750000000.0,4457000000.0,4457000000.0,3750000000.0,5000000000.0,5000000000.0,5000000000.0,3150000000.0,3150000000.0,3150000000.0,,2150000000.0,,,,2400000000.0,,,,1400000000.0,,,,2150000000.0,,,,2250000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,,,,,,,,3977000000.0,,,,2007000000.0,,,,5985000000.0,,,,4208000000.0,,,4825000000.0,4825000000.0,4583000000.0,4733000000.0,4908000000.0,4608000000.0,2307000000.0,2507000000.0,2007000000.0,1707000000.0,3650000000.0,4000000000.0,4225000000.0,4225000000.0,6050000000.0,5650000000.0,5650000000.0,5650000000.0,3800000000.0,3800000000.0,3400000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,,,,,2025000000.0,2025000000.0,2098000000.0,1408000000.0,1408000000.0,1408000000.0,1408000000.0,1634000000.0,1634000000.0,1634000000.0,1634000000.0,707000000.0,707000000.0,707000000.0,707000000.0,1850000000.0,1850000000.0,1850000000.0,,1000000000.0,,,,500000000.0,,,,1600000000.0,,,,0.0,,,,650000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,,,,,5888000000.0,5085000000.0,6435000000.0,2124000000.0,2474000000.0,3146000000.0,4058000000.0,1457000000.0,2075000000.0,2825000000.0,4525000000.0,1634000000.0,2883000000.0,3600000000.0,4350000000.0,708000000.0,1207000000.0,1207000000.0,1850000000.0,1850000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,500000000.0,500000000.0,500000000.0,500000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,0.0,0.0,0.0,0.0,650000000.0,650000000.0,1150000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,,,,,3640000000.0,4015000000.0,3157000000.0,6735000000.0,7360000000.0,6810000000.0,7227000000.0,4983000000.0,6483000000.0,6150000000.0,6800000000.0,5400000000.0,5250000000.0,5359000000.0,5659000000.0,4350000000.0,4550000000.0,4484000000.0,1207000000.0,1207000000.0,1850000000.0,1850000000.0,2525000000.0,3325000000.0,1000000000.0,2750000000.0,4825000000.0,5525000000.0,750000000.0,1150000000.0,2000000000.0,2750000000.0,2350000000.0,2650000000.0,3700000000.0,3700000000.0,1025000000.0,1775000000.0,2175000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,,,,,5088000000.0,4627000000.0,4377000000.0,3207000000.0,3099000000.0,2749000000.0,2232000000.0,7027000000.0,6027000000.0,6360000000.0,6385000000.0,6575000000.0,5450000000.0,4708000000.0,4708000000.0,5659000000.0,5359000000.0,5125000000.0,4784000000.0,4784000000.0,1657000000.0,2157000000.0,2207000000.0,2707000000.0,3325000000.0,3150000000.0,3150000000.0,3500000000.0,5375000000.0,5375000000.0,5300000000.0,5300000000.0,2750000000.0,3250000000.0,3250000000.0,3250000000.0,4200000000.0,4200000000.0,4200000000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,898000000.0,0.0,0.0,,3153000000.0,3153000000.0,1526000000.0,,1106000000.0,356000000.0,0.0,,2664000000.0,1930000000.0,0.0,,1185000000.0,301000000.0,0.0,,3957000000.0,1600000000.0,0.0,,3858000000.0,884000000.0,883000000.0,,1457000000.0,0.0,0.0,,2875000000.0,1975000000.0,175000000.0,,4325000000.0,2575000000.0,0.0
NetCashProvidedByUsedInFinancingActivities / USD,,,962000000.0,,,,,,,,14237000000.0,-2526000000.0,-2275000000.0,1627000000.0,5116000000.0,-829000000.0,455000000.0,736000000.0,3805000000.0,-313000000.0,2266000000.0,6439000000.0,3116000000.0,-3182000000.0,-3114000000.0,-4367000000.0,8253000000.0,-4287000000.0,-6083000000.0,-7183000000.0,-6458000000.0,-979000000.0,-6127000000.0,-7750000000.0,-8031000000.0,-976000000.0,-1875000000.0,2904000000.0,-5204000000.0,2912000000.0,3128000000.0,6159000000.0,5284000000.0,2604000000.0,1237000000.0,6000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,-6452000000.0,,,,,,,,-10068000000.0,1201000000.0,-1235000000.0,-5151000000.0,-10803000000.0,1380000000.0,-440000000.0,-2422000000.0,-13364000000.0,755000000.0,-2274000000.0,-12751000000.0,-9542000000.0,3810000000.0,628000000.0,-942000000.0,-19036000000.0,3887000000.0,5932000000.0,2761000000.0,-261000000.0,4637000000.0,2784000000.0,950000000.0,-498000000.0,1818000000.0,766000000.0,-3376000000.0,-4814000000.0,692000000.0,-4497000000.0,-7065000000.0,-10234000000.0,798000000.0,-1709000000.0,-3940000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,5637000000.0,,,,,,,,5340000000.0,1500000000.0,2972000000.0,4787000000.0,6184000000.0,1480000000.0,3204000000.0,6106000000.0,6511000000.0,1915000000.0,4081000000.0,6766000000.0,8575000000.0,2289000000.0,4255000000.0,6654000000.0,9342000000.0,1537000000.0,3918000000.0,5401000000.0,8990000000.0,1839000000.0,3280000000.0,5095000000.0,7487000000.0,1396000000.0,3213000000.0,4847000000.0,7099000000.0,1886000000.0,3794000000.0,6276000000.0,6694000000.0,2248000000.0,4732000000.0,7495000000.0
NetIncomeLoss / USD,895000000.0,1536000000.0,2119000000.0,558000000.0,1030000000.0,1578000000.0,1979000000.0,552000000.0,1093000000.0,1667000000.0,2109000000.0,582000000.0,1071000000.0,1675000000.0,2214000000.0,499000000.0,995000000.0,1550000000.0,2251000000.0,640000000.0,640000000.0,640000000.0,1935000000.0,1107000000.0,1107000000.0,1107000000.0,2790000000.0,286000000.0,286000000.0,286000000.0,3747000000.0,1025000000.0,1025000000.0,1025000000.0,1385000000.0,932000000.0,932000000.0,932000000.0,4221000000.0,601000000.0,601000000.0,601000000.0,3016000000.0,1293000000.0,1293000000.0,1293000000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,,,,,,,,,,,,,,,,,,,,1935000000.0,1107000000.0,1960000000.0,3016000000.0,2790000000.0,275000000.0,312000000.0,615000000.0,3747000000.0,1014000000.0,2246000000.0,3376000000.0,1343000000.0,922000000.0,1715000000.0,2407000000.0,4179000000.0,590000000.0,1149000000.0,1767000000.0,2974000000.0,1282000000.0,1906000000.0,2674000000.0
NoninterestBearingDepositLiabilities / USD,359000000.0,359000000.0,359000000.0,108000000.0,108000000.0,108000000.0,108000000.0,152000000.0,152000000.0,152000000.0,152000000.0,159000000.0,159000000.0,159000000.0,159000000.0,212000000.0,212000000.0,212000000.0,212000000.0,281000000.0,281000000.0,281000000.0,281000000.0,277000000.0,277000000.0,277000000.0,277000000.0,313000000.0,313000000.0,313000000.0,313000000.0,359000000.0,359000000.0,359000000.0,359000000.0,399000000.0,399000000.0,399000000.0,399000000.0,364000000.0,364000000.0,364000000.0,364000000.0,398000000.0,398000000.0,398000000.0
NoninterestExpense / USD,1102000000.0,1677000000.0,2123000000.0,610000000.0,1407000000.0,2135000000.0,2484000000.0,746000000.0,1551000000.0,2394000000.0,2927000000.0,800000000.0,1639000000.0,2498000000.0,3264000000.0,908000000.0,1819000000.0,2777000000.0,3416000000.0,988000000.0,1963000000.0,3017000000.0,3747000000.0,1043000000.0,2102000000.0,3166000000.0,4095000000.0,1002000000.0,1988000000.0,3055000000.0,4245000000.0,932000000.0,1880000000.0,2841000000.0,4055000000.0,1039000000.0,2122000000.0,3186000000.0,3963000000.0,1119000000.0,2288000000.0,3442000000.0,4337000000.0,1206000000.0,2383000000.0,3572000000.0
NoninterestIncome / USD,256000000.0,370000000.0,484000000.0,115000000.0,227000000.0,323000000.0,500000000.0,101000000.0,221000000.0,305000000.0,485000000.0,92000000.0,175000000.0,259000000.0,392000000.0,93000000.0,150000000.0,226000000.0,344000000.0,75000000.0,138000000.0,201000000.0,288000000.0,92000000.0,182000000.0,267000000.0,265000000.0,97000000.0,192000000.0,323000000.0,371000000.0,131000000.0,220000000.0,314000000.0,405000000.0,108000000.0,306000000.0,350000000.0,481000000.0,65000000.0,126000000.0,218000000.0,380000000.0,1157000000.0,1274000000.0,1393000000.0
NoninterestIncomeOtherOperatingIncome / USD,39000000.0,55000000.0,87000000.0,12000000.0,25000000.0,36000000.0,65000000.0,14000000.0,44000000.0,54000000.0,102000000.0,8000000.0,12000000.0,20000000.0,57000000.0,17000000.0,47000000.0,60000000.0,27000000.0,6000000.0,18000000.0,30000000.0,67000000.0,26000000.0,45000000.0,72000000.0,39000000.0,25000000.0,51000000.0,97000000.0,101000000.0,70000000.0,117000000.0,165000000.0,124000000.0,47000000.0,211000000.0,240000000.0,309000000.0,16000000.0,35000000.0,87000000.0,268000000.0,1094000000.0,1169000000.0,1233000000.0
NotesReceivableGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,87215000000.0,,,81867000000.0,81867000000.0,80740000000.0,80740000000.0,80740000000.0,80740000000.0,92470000000.0,92470000000.0,92470000000.0,92470000000.0,102988000000.0,102988000000.0,102988000000.0,102988000000.0,104721000000.0,104721000000.0,104721000000.0
NotesReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,81613000000.0,,,71602000000.0,71602000000.0,72052000000.0,72052000000.0,72052000000.0,72052000000.0,82943000000.0,82943000000.0,82943000000.0,82943000000.0,92417000000.0,92417000000.0,92417000000.0,92417000000.0,93792000000.0,93792000000.0,93792000000.0
NumberOfOperatingSegments / segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0
OtherAssets / USD,919000000.0,919000000.0,919000000.0,2431000000.0,2431000000.0,2431000000.0,2431000000.0,2080000000.0,2080000000.0,2080000000.0,2080000000.0,2122000000.0,2122000000.0,2122000000.0,2122000000.0,1620000000.0,1620000000.0,1620000000.0,1620000000.0,2461000000.0,2461000000.0,2461000000.0,2461000000.0,2087000000.0,2087000000.0,2087000000.0,2087000000.0,3145000000.0,3145000000.0,3145000000.0,3145000000.0,3442000000.0,3442000000.0,3442000000.0,3442000000.0,4056000000.0,4056000000.0,4056000000.0,4601000000.0,4915000000.0,4915000000.0,4915000000.0,4915000000.0,5753000000.0,5753000000.0,5753000000.0
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,1000000.0,-1000000.0,-1000000.0,-1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,10000000.0,0.0,0.0,0.0,3000000.0,-1000000.0,-1000000.0,0.0,13000000.0,,1000000.0,4000000.0,-23000000.0,0.0,1000000.0,1000000.0,23000000.0,1000000.0,1000000.0,-1000000.0,21000000.0,0.0,-1000000.0,-1000000.0,-7000000.0,0.0,0.0,1000000.0,-53000000.0,0.0,0.0,1000000.0
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,-8000000.0,-9000000.0,2000000.0,2000000.0,5000000.0,5000000.0,-10000000.0,1000000.0,-3000000.0,-1000000.0,9000000.0,11000000.0,17000000.0,17000000.0,-10000000.0,-1000000.0,3000000.0,6000000.0,-8000000.0,-20000000.0,-24000000.0,-29000000.0,-1000000.0,17000000.0,32000000.0,35000000.0,-13000000.0,17000000.0,29000000.0,29000000.0,36000000.0,-6000000.0,-8000000.0,-13000000.0,26000000.0,-50000000.0,-77000000.0,-110000000.0,-21000000.0,24000000.0,28000000.0,31000000.0,-97000000.0,-1000000.0,-1000000.0,20000000.0
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax / USD,-2000000.0,-2000000.0,2000000.0,1000000.0,1000000.0,-1000000.0,-4000000.0,-6000000.0,-5000000.0,-10000000.0,-5000000.0,1000000.0,6000000.0,2000000.0,-11000000.0,-1000000.0,1000000.0,7000000.0,-1000000.0,-3000000.0,-6000000.0,-6000000.0,3000000.0,2000000.0,1000000.0,0.0,-8000000.0,-8000000.0,-7000000.0,-1000000.0,4000000.0,2000000.0,4000000.0,-1000000.0,2000000.0,-2000000.0,-4000000.0,-9000000.0,-4000000.0,-1000000.0,1000000.0,-1000000.0,-12000000.0,0.0,-4000000.0,-1000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,-10000000.0,-11000000.0,4000000.0,3000000.0,6000000.0,4000000.0,-15000000.0,-4000000.0,-7000000.0,-10000000.0,3000000.0,10000000.0,21000000.0,17000000.0,-31000000.0,-2000000.0,4000000.0,13000000.0,-12000000.0,-22000000.0,-22000000.0,-22000000.0,-11000000.0,19000000.0,19000000.0,19000000.0,2000000.0,9000000.0,9000000.0,9000000.0,17000000.0,-5000000.0,-5000000.0,-5000000.0,7000000.0,-52000000.0,-52000000.0,-52000000.0,-18000000.0,23000000.0,23000000.0,23000000.0,-56000000.0,-1000000.0,-1000000.0,-1000000.0
OtherLaborRelatedExpenses / USD,,,,,,,,,,,99000000.0,,,,99000000.0,,,,99000000.0,,,,103000000.0,,,,117000000.0,,,,119000000.0,,,,107000000.0,,,,111000000.0,,,,114000000.0,,,
OtherNoninterestExpense / USD,366000000.0,547000000.0,679000000.0,152000000.0,447000000.0,625000000.0,875000000.0,200000000.0,417000000.0,638000000.0,826000000.0,198000000.0,394000000.0,589000000.0,847000000.0,250000000.0,473000000.0,717000000.0,819000000.0,239000000.0,477000000.0,698000000.0,943000000.0,222000000.0,434000000.0,668000000.0,908000000.0,247000000.0,510000000.0,776000000.0,889000000.0,152000000.0,301000000.0,448000000.0,976000000.0,166000000.0,362000000.0,541000000.0,644000000.0,185000000.0,382000000.0,571000000.0,714000000.0,179000000.0,350000000.0,518000000.0
PaymentsForProceedsFromLoansAndLeases / USD,463000000.0,2499000000.0,,-2184000000.0,587000000.0,3189000000.0,7355000000.0,-2124000000.0,966000000.0,3433000000.0,8755000000.0,-1558000000.0,1613000000.0,4773000000.0,8852000000.0,-1918000000.0,1179000000.0,3706000000.0,11092000000.0,-2659000000.0,-330000000.0,1950000000.0,9238000000.0,-3760000000.0,-1093000000.0,2016000000.0,8448000000.0,-3464000000.0,-6071000000.0,-4798000000.0,8033000000.0,-3996000000.0,-1374000000.0,610000000.0,-713000000.0,-1415000000.0,3045000000.0,6999000000.0,6378000000.0,234000000.0,5014000000.0,8797000000.0,13733000000.0,-1504000000.0,1092000000.0,3545000000.0
PaymentsForProceedsFromOtherInvestingActivities / USD,31000000.0,72000000.0,106000000.0,201000000.0,264000000.0,278000000.0,107000000.0,108000000.0,200000000.0,300000000.0,446000000.0,50000000.0,86000000.0,133000000.0,441000000.0,242000000.0,297000000.0,383000000.0,218000000.0,76000000.0,263000000.0,615000000.0,474000000.0,201000000.0,338000000.0,514000000.0,802000000.0,79000000.0,184000000.0,266000000.0,660000000.0,252000000.0,309000000.0,422000000.0,390000000.0,117000000.0,266000000.0,342000000.0,549000000.0,141000000.0,289000000.0,508000000.0,549000000.0,81000000.0,322000000.0,490000000.0
PaymentsForRepurchaseOfCommonStock / USD,,,,,,,,,,0.0,0.0,0.0,0.0,238000000.0,0.0,238000000.0,676000000.0,1066000000.0,476000000.0,410000000.0,901000000.0,1868000000.0,1497000000.0,967000000.0,1692000000.0,2242000000.0,1868000000.0,985000000.0,985000000.0,985000000.0,3618000000.0,200000000.0,593000000.0,1894000000.0,985000000.0,968000000.0,1669000000.0,2619000000.0,2876000000.0,404000000.0,707000000.0,859000000.0,3320000000.0,300000000.0,605000000.0,907000000.0
PaymentsOfDividendsCommonStock / USD,,,,,,,,,,0.0,0.0,0.0,0.0,107000000.0,0.0,105000000.0,210000000.0,328000000.0,214000000.0,114000000.0,227000000.0,383000000.0,446000000.0,150000000.0,295000000.0,440000000.0,534000000.0,135000000.0,263000000.0,392000000.0,581000000.0,128000000.0,256000000.0,380000000.0,520000000.0,114000000.0,222000000.0,331000000.0,500000000.0,100000000.0,199000000.0,303000000.0,434000000.0,102000000.0,202000000.0,301000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11000000.0,22000000.0,32000000.0,0.0,11000000.0,21000000.0,32000000.0,42000000.0,10000000.0,21000000.0,32000000.0,42000000.0,11000000.0,21000000.0,31000000.0,42000000.0,11000000.0,30000000.0,51000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7423000000.0,7856000000.0,1621000000.0,2140000000.0,2290000000.0,9913000000.0,1478000000.0,2660000000.0,3624000000.0,2990000000.0,391000000.0,1212000000.0,1642000000.0,3866000000.0,163000000.0,1047000000.0,1422000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1935000000.0,1935000000.0,1935000000.0
PreferredStockDividendsIncomeStatementImpact / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11000000.0,22000000.0,32000000.0,0.0,11000000.0,21000000.0,32000000.0,42000000.0,10000000.0,21000000.0,32000000.0,42000000.0,11000000.0,21000000.0,31000000.0,42000000.0,11000000.0,30000000.0,51000000.0
PreferredStockLiquidationPreferenceValue / USD,,,,,,,,,,,,,,,,,,,,,,,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,750000000.0,1250000000.0,1250000000.0,1250000000.0,1250000000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,,,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,1250000.0,1250000.0,1250000.0,1250000.0
PreferredStockSharesIssued / shares,,,,,,,,,,,,,,,,,,,,,,,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,1250000.0,1250000.0,1250000.0,1250000.0
PreferredStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,1250000.0,1250000.0,1250000.0,1250000.0
PreferredStockValue / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,734000000.0,1222000000.0,1222000000.0,1222000000.0
ProceedsFromDivestitureOfBusinesses / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,491000000.0,491000000.0,491000000.0
ProceedsFromDivestitureOfBusinessesNetOfCashDivested / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,734000000.0,,,,,,,,,0.0,0.0,0.0,0.0,488000000.0,488000000.0,488000000.0
ProceedsFromIssuanceOfSecuredDebt / USD,866000000.0,866000000.0,7799000000.0,0.0,3400000000.0,3800000000.0,866000000.0,745000000.0,2167000000.0,2793000000.0,5170000000.0,748000000.0,2167000000.0,3766000000.0,3868000000.0,750000000.0,1570000000.0,2381000000.0,3791000000.0,1417000000.0,2121000000.0,4493000000.0,4311000000.0,1498000000.0,3045000000.0,3345000000.0,5093000000.0,500000000.0,500000000.0,675000000.0,3345000000.0,250000000.0,1050000000.0,1350000000.0,675000000.0,0.0,997000000.0,1670000000.0,2361000000.0,250000000.0,250000000.0,1547000000.0,2720000000.0,747000000.0,947000000.0,1694000000.0
ProceedsFromIssuanceOfUnsecuredDebt / USD,,0.0,0.0,0.0,998000000.0,11593000000.0,0.0,992000000.0,992000000.0,1983000000.0,12276000000.0,,498000000.0,1193000000.0,2978000000.0,0.0,741000000.0,741000000.0,1193000000.0,497000000.0,1244000000.0,1244000000.0,1732000000.0,1240000000.0,1240000000.0,1985000000.0,1244000000.0,,,,1985000000.0,,0.0,0.0,0.0,0.0,746000000.0,2235000000.0,744000000.0,740000000.0,740000000.0,740000000.0,2235000000.0,0.0,0.0,745000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-7000000.0,-11000000.0,-66000000.0,-21000000.0,-71000000.0,-124000000.0,-32000000.0,,0.0,-1000000.0,-18000000.0,,-2000000.0,-6000000.0,2000000.0,0.0,-4000000.0,-8000000.0,-5000000.0,1000000.0,-4000000.0,-32000000.0,-5000000.0,8000000.0,19000000.0,22000000.0,-34000000.0,-5000000.0,-10000000.0,-11000000.0,37000000.0,13000000.0,25000000.0,28000000.0,-7000000.0,-36000000.0,-40000000.0,-44000000.0,29000000.0,-33000000.0,-34000000.0,-32000000.0,-44000000.0,-14000000.0,1000000.0,18000000.0
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities / USD,23000000.0,35000000.0,40000000.0,5000000.0,10000000.0,19000000.0,40000000.0,317000000.0,1034000000.0,2747000000.0,27000000.0,213000000.0,996000000.0,1038000000.0,3538000000.0,399000000.0,2075000000.0,2987000000.0,1380000000.0,718000000.0,2668000000.0,3961000000.0,3762000000.0,2214000000.0,4097000000.0,6766000000.0,5668000000.0,1175000000.0,4227000000.0,4943000000.0,8085000000.0,2514000000.0,3836000000.0,4249000000.0,8383000000.0,1998000000.0,2807000000.0,3659000000.0,5080000000.0,1458000000.0,2018000000.0,3882000000.0,3984000000.0,982000000.0,2196000000.0,2961000000.0
