fact_unit,2010-10-12,2011-01-10,2011-04-01,2011-07-25,2011-10-11,2012-01-06,2012-04-02,2012-07-27,2012-09-28,2012-10-02,2013-01-08,2013-04-02,2013-07-25,2013-10-01,2014-01-08,2014-04-03,2014-07-29,2014-10-02,2015-01-08,2015-04-08,2015-07-30,2015-10-07,2016-01-11,2016-02-05,2016-04-06,2016-07-28,2016-10-05,2017-01-09,2017-02-28,2017-05-04,2017-08-03,2017-11-08,2018-02-23,2018-05-03,2018-08-02,2018-10-30,2019-02-21,2019-05-02,2019-07-30,2019-10-31,2020-02-21,2020-05-06,2020-08-03,2020-10-29,2021-02-19,2021-05-04,2021-08-02,2021-11-02,2022-02-18,2022-05-02,2022-08-01,2022-10-31,2023-02-17,2023-05-03,2023-08-01,2023-10-31,2024-02-14,2024-05-01,2024-08-07,2024-10-31,2025-02-14,2025-05-06,2025-08-06,2025-11-04
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,3004000.0,7433000.0,11843000.0,14570000.0,3492000.0,7690000.0,11748000.0,18072000.0,18072000.0,3978000.0,8425000.0,12796000.0,15885000.0,4222000.0,9178000.0,14063000.0,16391000.0,4788000.0,11965000.0,17269000.0,18427000.0,4066000.0,9145000.0,18427000.0,14827000.0,29793000.0,6467000.0,13472000.0,29793000.0,7047000.0,17372000.0,26060000.0,21056000.0,8816000.0,21153000.0,30771000.0,30809000.0,14898000.0,30104000.0,44937000.0,39095000.0,11418000.0,27914000.0,55791000.0,57826000.0,27822000.0,62805000.0,105081000.0,89634000.0,37165000.0,80490000.0,146097000.0,148792000.0,38399000.0,85414000.0,122465000.0,180779000.0,,,,163261000.0,,,163261000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,15885000.0,4200000.0,9200000.0,14100000.0,16391000.0,4800000.0,12000000.0,17300000.0,18427000.0,4066000.0,9145000.0,18400000.0,14827000.0,29793000.0,6467000.0,13472000.0,29793000.0,7047000.0,17372000.0,26060000.0,21056000.0,8816000.0,21153000.0,30771000.0,30809000.0,14898000.0,30104000.0,44937000.0,39095000.0,11418000.0,27914000.0,55791000.0,57826000.0,27822000.0,62805000.0,105081000.0,89634000.0,37165000.0,80490000.0,146097000.0,148792000.0,38399000.0,85414000.0,122465000.0,180779000.0,89566000.0,136701000.0,173325000.0,163261000.0,40117000.0,83362000.0,163261000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20600000.0,,,,20600000.0,,,,17400000.0,,,,21000000.0,,,,19000000.0,,,17500000.0
AmortizationOfFinancingCostsAndDiscounts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8600000.0,11800000.0,3100000.0,6100000.0,9200000.0,11700000.0,,,,11900000.0,,,,12000000.0,,,,14400000.0,,,,20500000.0,,,20500000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,41692000.0,11225000.0,25561000.0,42091000.0,50696000.0,14393000.0,28953000.0,43553000.0,56765000.0,17854000.0,36117000.0,56765000.0,54184000.0,61945000.0,20848000.0,41809000.0,61945000.0,20545000.0,87675000.0,173345000.0,72587000.0,84049000.0,165117000.0,249095000.0,113689000.0,87825000.0,176303000.0,263714000.0,337878000.0,107475000.0,210993000.0,345455000.0,377685000.0,314245000.0,628264000.0,941654000.0,667135000.0,329201000.0,654042000.0,973948000.0,1256911000.0,329007000.0,656373000.0,962413000.0,1295042000.0,301267000.0,645675000.0,986026000.0,1262969000.0,343217000.0,689157000.0,1262969000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,,,,,,,,,,,,,200000.0,0.0,,600000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,124888000.0,124888000.0,124888000.0,0.0,0.0,234813000.0,234813000.0,124888.0,388355.0,2000000.0,1900000.0,234813.0,1200000.0,900000.0,200000.0,700119.0,100000.0,700000.0,700119.0
Assets / USD,2039326000.0,2039326000.0,2039326000.0,2039326000.0,3350531000.0,3350531000.0,3350531000.0,3350531000.0,3350531000.0,2688143000.0,2688143000.0,2688143000.0,2688143000.0,3125056000.0,3125056000.0,3125056000.0,3125056000.0,4018650000.0,4018650000.0,4018650000.0,4018650000.0,5791115000.0,5779301000.0,4002527000.0,5779301000.0,5779301000.0,10509952000.0,10509952000.0,5779301000.0,10664350000.0,10664350000.0,10664350000.0,10664350000.0,12998069000.0,12998069000.0,12998069000.0,12998069000.0,13230774000.0,13230774000.0,13230774000.0,13230774000.0,44480162000.0,44480162000.0,44480162000.0,44480162000.0,44201545000.0,44201545000.0,44201545000.0,44201545000.0,45279713000.0,45279713000.0,45279713000.0,45279713000.0,44809014000.0,44809014000.0,44809014000.0,44809014000.0,50570186000.0,50570186000.0,50570186000.0,50570186000.0,46890255000.0,46890255000.0,50570186000.0
AssetsCurrent / USD,968264000.0,968264000.0,968264000.0,968264000.0,1847975000.0,1847975000.0,1847975000.0,1847975000.0,1847975000.0,1248739000.0,1248739000.0,1248739000.0,1248739000.0,1214492000.0,1214492000.0,1214492000.0,1214492000.0,1643444000.0,1643444000.0,1643444000.0,1643444000.0,3301579000.0,3289915000.0,1629742000.0,3289915000.0,3289915000.0,2851313000.0,2851313000.0,3289915000.0,3116006000.0,3116006000.0,3116006000.0,3116006000.0,4303579000.0,4303579000.0,4303579000.0,4303579000.0,3376208000.0,3376208000.0,3376208000.0,3376208000.0,4366448000.0,4366448000.0,4366448000.0,4366448000.0,4592360000.0,4592360000.0,4592360000.0,4592360000.0,4710985000.0,4710985000.0,4710985000.0,4710985000.0,6314148000.0,6314148000.0,6314148000.0,6314148000.0,8073759000.0,8073759000.0,8073759000.0,8073759000.0,6036670000.0,6031232000.0,8068321000.0
AssetsHeldForSaleNotPartOfDisposalGroupCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4779000.0,4779000.0,4779000.0,138815000.0,138815000.0,138815000.0,138815000.0,,,,,,942828000.0,891703000.0
BridgeLoan / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700000000.0,7700000000.0
BusinessCombinationAcquisitionRelatedCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259200000.0,101800000.0,169300000.0,244400000.0,,78900000.0,,
BusinessCombinationContingentConsiderationLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47300000.0,,,47300000.0
BusinessCombinationContingentConsiderationLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800000.0,,,8800000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCapitalLeaseObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272000000.0,,,,272000000.0,,,,5800000.0,,,,5800000.0,,,,41300000.0,,,41300000.0
BusinessExitCosts1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,27662000.0,51349000.0,5164000.0,,59200000.0,99100000.0,66300000.0,,99100000.0
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10200000.0,23800000.0,37300000.0,51500000.0,10213000.0,23835000.0,37281000.0,45098000.0,15847000.0,31965000.0,47778000.0,51541000.0,18738000.0,38070000.0,57888000.0,66086000.0,21050000.0,43975000.0,68112000.0,78147000.0,25906000.0,53113000.0,81052000.0,93328000.0,29336000.0,59065000.0,90463000.0,109701000.0,32883000.0,68019000.0,109701000.0
Cash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100900000.0,,,,894600000.0,,,,713000000.0,,,,703300000.0,,,703300000.0
CashAndCashEquivalentsAtCarryingValue / USD,426935000.0,426935000.0,426935000.0,456060000.0,769946000.0,769946000.0,769946000.0,426935000.0,426935000.0,1354285000.0,1354285000.0,1354285000.0,769946000.0,781275000.0,781275000.0,781275000.0,1354285000.0,680470000.0,680470000.0,680470000.0,781275000.0,581872000.0,581872000.0,781275000.0,581872000.0,680470000.0,650739000.0,650739000.0,680470000.0,587751000.0,587751000.0,587751000.0,581872000.0,1162779000.0,1162779000.0,1162779000.0,650739000.0,1335855000.0,1210878000.0,1210878000.0,1210878000.0,1678273000.0,1678273000.0,1678273000.0,1678273000.0,1945868000.0,1945868000.0,1945868000.0,1945868000.0,1979308000.0,1979308000.0,1979308000.0,1979308000.0,1997566000.0,1997566000.0,1997566000.0,1997566000.0,2088887000.0,2088887000.0,2088887000.0,2088887000.0,2538416000.0,2356434000.0,1906931000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335855000.0,1335855000.0,1162779000.0,1210878000.0,1210878000.0,1210878000.0,1335855000.0,1678273000.0,1678273000.0,1678273000.0,1210878000.0,2089771000.0,2089771000.0,2089771000.0,1678273000.0,2123023000.0,2123023000.0,2123023000.0,2089771000.0,2215606000.0,2215606000.0,2215606000.0,2123023000.0,2256875000.0,2256875000.0,2123023000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373344000.0,348681000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2735975000.0,2735975000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-236326000.0,-345251000.0,173076000.0,66755000.0,-163151000.0,916738000.0,-124977000.0,121788000.0,147352000.0,542549000.0,467395000.0,112303000.0,-150047000.0,378843000.0,411498000.0,56696000.0,-23182000.0,34470000.0,33252000.0,22146000.0,-101255000.0,-105741000.0,92583000.0,70848000.0,30274000.0,92583000.0
CommonStockDividendsPerShareDeclared / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,0.75,1.0,0.25,0.5,1.0
CommonStockSharesAuthorized / shares,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,400000000.0,400000000.0,400000000.0,200000000.0,400000000.0,400000000.0,400000000.0,200000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0
CommonStockSharesIssued / shares,82028945.0,82028945.0,82028945.0,82028945.0,80334781.0,80334781.0,80334781.0,80334781.0,80334781.0,78551297.0,78551297.0,78551297.0,78551297.0,75426099.0,75426099.0,75426099.0,75426099.0,68845643.0,68845643.0,68845643.0,68845643.0,65278838.0,130557676.0,137691286.0,130557676.0,130557676.0,154421585.0,154421585.0,130557676.0,152185616.0,152185616.0,152185616.0,152185616.0,159180317.0,159180317.0,159180317.0,159180317.0,157961982.0,157961982.0,157961982.0,157961982.0,300225590.0,300225590.0,300225590.0,300225590.0,298332459.0,298332459.0,298332459.0,298332459.0,284750452.0,284750452.0,284750452.0,284750452.0,263081872.0,263081872.0,263081872.0,263081872.0,260382746.0,260382746.0,260382746.0,260382746.0,248708899.0,248708899.0,260382746.0
CommonStockSharesOutstanding / shares,79646055.0,79646055.0,79646055.0,79646055.0,80334781.0,80334781.0,80334781.0,80334781.0,80334781.0,78551297.0,78551297.0,78551297.0,78551297.0,75426099.0,75426099.0,75426099.0,75426099.0,68845643.0,68845643.0,68845643.0,68845643.0,65278838.0,130557676.0,137691286.0,130557676.0,130557676.0,154421585.0,154421585.0,130557676.0,152185616.0,152185616.0,152185616.0,152185616.0,159180317.0,159180317.0,159180317.0,159180317.0,157961982.0,157961982.0,157961982.0,157961982.0,300225590.0,300225590.0,300225590.0,300225590.0,298332459.0,298332459.0,298332459.0,298332459.0,284750452.0,284750452.0,284750452.0,284750452.0,263081872.0,263081872.0,263081872.0,263081872.0,260382746.0,260382746.0,260382746.0,260382746.0,248708899.0,248708899.0,260382746.0
CommonStockValue / USD,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTax / USD,,,,,,,,,,55004000.0,58744000.0,137054000.0,332813000.0,78173000.0,165290000.0,198546000.0,78840000.0,62329000.0,155837000.0,202978000.0,231063000.0,57791000.0,49197000.0,231063000.0,30265000.0,258572000.0,59911000.0,106176000.0,258572000.0,88397000.0,103949000.0,165318000.0,93824000.0,83724000.0,194981000.0,346672000.0,211608000.0,99425000.0,141826000.0,291280000.0,607998000.0,109908000.0,203069000.0,209950000.0,326865000.0,-85634000.0,32328000.0,360543000.0,430217000.0,186581000.0,489837000.0,716315000.0,704873000.0,231710000.0,-565262000.0,-508132000.0,933459000.0,-15889000.0,290675000.0,559967000.0,-60294000.0,274794000.0,554705000.0,-60294000.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,,,,7949000.0,6335000.0,11168000.0,17809000.0,10451000.0,20227000.0,25457000.0,3673000.0,9627000.0,19642000.0,26823000.0,30378000.0,3939000.0,7484000.0,30378000.0,338000.0,31720000.0,8300000.0,6336000.0,31720000.0,10463000.0,13023000.0,18926000.0,2478000.0,4867000.0,22404000.0,32352000.0,19022000.0,17480000.0,14930000.0,36264000.0,39452000.0,2284000.0,15815000.0,17780000.0,29918000.0,380000.0,7888000.0,25898000.0,35938000.0,-4245000.0,1703000.0,6328000.0,35223000.0,-441000.0,-5981000.0,-11111000.0,12123000.0,12995000.0,24901000.0,23491000.0,18519000.0,-13332000.0,-5902000.0,18519000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,70884000.0,154924000.0,165546000.0,-90415000.0,75269000.0,146739000.0,250919000.0,177992000.0,177992000.0,62953000.0,65079000.0,148222000.0,350622000.0,88624000.0,185517000.0,224003000.0,82513000.0,71956000.0,175479000.0,229801000.0,261441000.0,61730000.0,56681000.0,261441000.0,30603000.0,290292000.0,68211000.0,112512000.0,290292000.0,98860000.0,116972000.0,184244000.0,96302000.0,88591000.0,217385000.0,379024000.0,230630000.0,116905000.0,156756000.0,327544000.0,647450000.0,112192000.0,218884000.0,227730000.0,356783000.0,-85254000.0,40216000.0,386441000.0,466155000.0,182336000.0,491540000.0,722643000.0,740096000.0,231269000.0,-571243000.0,-519243000.0,945582000.0,-2894000.0,315576000.0,583458000.0,-41775000.0,261462000.0,548803000.0,-41775000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100600000.0,100600000.0,100600000.0,101029000.0,146947000.0,146947000.0,146947000.0,146947000.0,193405000.0,193405000.0,193405000.0,193405000.0,217938000.0,217938000.0,217938000.0,217938000.0,227783000.0,227783000.0,227783000.0,227783000.0,226254000.0,226254000.0,226254000.0,226254000.0,229686000.0,229686000.0,229686000.0,226254000.0,242769000.0,197564000.0,174367000.0
ContractWithCustomerLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,6000000.0,6000000.0,6000000.0,8595000.0,8595000.0,8595000.0,8595000.0,35272000.0,35272000.0,35272000.0,35272000.0,52944000.0,52944000.0,52944000.0,52944000.0,44502000.0,44502000.0,44502000.0,44502000.0,45613000.0,45613000.0,45613000.0,45613000.0,54246000.0,54246000.0,54246000.0,45613000.0,50555000.0,20414000.0,24111000.0
ContractWithCustomerLiabilityRevenueRecognized / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40600000.0,69900000.0,90200000.0,97300000.0,40600000.0,69900000.0,90200000.0,97300000.0,58500000.0,97100000.0,122700000.0,137200000.0,90800000.0,159900000.0,195300000.0,182300000.0,85900000.0,146600000.0,186000000.0,207100000.0,84100000.0,149800000.0,189300000.0,209400000.0,83700000.0,142900000.0,181300000.0,199700000.0,92300000.0,124700000.0,154200000.0
CostOfGoodsAndServicesSold / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925085000.0,1418969000.0,638700000.0,252386000.0,516930000.0,781943000.0,1928037000.0,305230000.0,607505000.0,1035225000.0,1095014000.0,933871000.0,1827611000.0,2728532000.0,2073803000.0,925246000.0,1861556000.0,2805728000.0,3650727000.0,957158000.0,1919457000.0,2850706000.0,3773725000.0,947753000.0,1889705000.0,2805237000.0,3778617000.0,922390000.0,1003516000.0,2223280000.0
CostsAndExpenses / USD,320689000.0,640937000.0,965624000.0,1169760000.0,358031000.0,718414000.0,1096597000.0,1319189000.0,1319189000.0,434161000.0,868086000.0,1309278000.0,1528208000.0,509799000.0,981755000.0,1469727000.0,1896498000.0,522301000.0,1044516000.0,1563677000.0,2018710000.0,580497000.0,1153804000.0,2018710000.0,1714172000.0,2148737000.0,611024000.0,1210209000.0,2148737000.0,531686000.0,1313170000.0,2144667000.0,2317121000.0,814792000.0,1645180000.0,2511617000.0,1423523000.0,638807000.0,1281234000.0,1915742000.0,3416295000.0,683547000.0,1396972000.0,2328876000.0,2629311000.0,1659619000.0,3223997000.0,4851394000.0,4120475000.0,1714748000.0,3489627000.0,5291881000.0,6529605000.0,1780307000.0,4591071000.0,6490010000.0,7164886000.0,2235712000.0,4085441000.0,6002937000.0,8335364000.0,1967935000.0,2970140000.0,6519370000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,37151000.0,37151000.0,,,,42034000.0,,,,52875000.0,,,,16326000.0,,,16326000.0,,49178000.0,,,49178000.0,,,,25022000.0,,,,26493000.0,,,,79903000.0,,,,-20984000.0,,,,50048000.0,,,,124176000.0,,,,195804000.0,,,,277120000.0,,,196384000.0
CurrentForeignTaxExpenseBenefit / USD,,,,,,,,14266000.0,14266000.0,,,,18358000.0,,,,35029000.0,,,,36020000.0,,,36020000.0,,48075000.0,,,48075000.0,,,,-10346000.0,,,,56689000.0,,,,67851000.0,,,,79320000.0,,,,90895000.0,,,,82456000.0,,,,103781000.0,,,,125580000.0,,,111814000.0
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,,52978000.0,52978000.0,,,,62989000.0,,,,90893000.0,,,,53333000.0,,,53333000.0,,101109000.0,,,101109000.0,,,,18581000.0,,,,88636000.0,,,,151222000.0,,,,79458000.0,,,,170731000.0,,,,242472000.0,,,,358357000.0,,,,470820000.0,,,356414000.0
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,1561000.0,1561000.0,,,,2597000.0,,,,2989000.0,,,,987000.0,,,987000.0,,3856000.0,,,3856000.0,,,,3905000.0,,,,5454000.0,,,,3468000.0,,,,21122000.0,,,,29788000.0,,,,35840000.0,,,,58772000.0,,,,68120000.0,,,48216000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,23240000.0,23240000.0,,,,17849000.0,,,,-21088000.0,,,,26302000.0,,,26302000.0,,1568000.0,,,1568000.0,,,,14822000.0,,,,-18205000.0,,,,-266869000.0,,,,-8760000.0,,,,-79813000.0,,,,-151824000.0,,,,-178666000.0,,,,-235727000.0,,,-182475000.0
DeferredForeignIncomeTaxExpenseBenefit / USD,,,,,,,,9228000.0,9228000.0,,,,15283000.0,,,,13889000.0,,,,12368000.0,,,12368000.0,,3515000.0,,,3515000.0,,,,70986000.0,,,,3884000.0,,,,4582000.0,,,,8474000.0,,,,598000.0,,,,7112000.0,,,,7843000.0,,,,-26629000.0,,,-28053000.0
