fact_unit,2009-08-05,2009-11-23,2010-02-03,2010-05-05,2010-08-04,2010-11-23,2011-02-02,2011-05-04,2011-08-04,2011-11-22,2012-02-08,2012-05-02,2012-08-08,2012-11-20,2013-02-06,2013-05-08,2013-08-07,2013-11-19,2014-02-05,2014-05-07,2014-08-06,2014-11-19,2015-02-04,2015-05-06,2015-08-05,2015-11-18,2016-02-03,2016-05-05,2016-08-03,2016-11-16,2017-02-08,2017-05-04,2017-08-02,2017-11-20,2018-02-07,2018-05-02,2018-08-08,2018-11-19,2019-02-06,2019-05-09,2019-08-07,2019-11-18,2020-02-05,2020-04-24,2020-08-05,2020-11-16,2021-02-03,2021-05-05,2021-08-04,2021-11-15,2022-02-02,2022-05-04,2022-08-09,2022-11-14,2023-02-08,2023-05-03,2023-08-02,2023-11-13,2024-02-07,2024-05-08,2024-08-07,2024-11-12,2025-02-05,2025-05-07,2025-08-06,2025-11-10
AccountsPayableCurrent / USD,2699000000.0,2699000000.0,1949000000.0,1949000000.0,1949000000.0,1949000000.0,2409000000.0,2409000000.0,2409000000.0,2409000000.0,2677000000.0,2677000000.0,2677000000.0,2677000000.0,2767000000.0,2767000000.0,2767000000.0,2767000000.0,2725000000.0,2725000000.0,2725000000.0,2725000000.0,2951000000.0,2951000000.0,2951000000.0,2951000000.0,2358000000.0,2358000000.0,2358000000.0,1537000000.0,1517000000.0,1517000000.0,1517000000.0,1517000000.0,1776000000.0,1776000000.0,1776000000.0,1776000000.0,1943000000.0,1943000000.0,1943000000.0,1943000000.0,1874000000.0,1874000000.0,1874000000.0,1874000000.0,1715000000.0,1715000000.0,1715000000.0,1715000000.0,2108000000.0,2108000000.0,2108000000.0,2108000000.0,1276000000.0,1276000000.0,1276000000.0,1276000000.0,1275000000.0,1275000000.0,1275000000.0,1275000000.0,1335000000.0,1335000000.0,1335000000.0,1335000000.0
AccountsReceivableNetCurrent / USD,4618000000.0,4618000000.0,3623000000.0,3623000000.0,3623000000.0,3623000000.0,3989000000.0,3989000000.0,3989000000.0,3989000000.0,4502000000.0,4502000000.0,4502000000.0,4502000000.0,4983000000.0,4983000000.0,4983000000.0,4983000000.0,4808000000.0,4808000000.0,4808000000.0,4808000000.0,5019000000.0,5019000000.0,5019000000.0,5019000000.0,4319000000.0,4319000000.0,4319000000.0,2870000000.0,2701000000.0,2701000000.0,2701000000.0,2701000000.0,3072000000.0,3072000000.0,3072000000.0,3072000000.0,3023000000.0,3023000000.0,3023000000.0,3023000000.0,2985000000.0,2985000000.0,2985000000.0,2985000000.0,2802000000.0,2802000000.0,2802000000.0,2802000000.0,2971000000.0,2971000000.0,2971000000.0,2971000000.0,2261000000.0,2261000000.0,2261000000.0,2261000000.0,2518000000.0,2518000000.0,2518000000.0,2518000000.0,2927000000.0,2927000000.0,2927000000.0,2927000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000000.0,125000000.0,125000000.0,,207000000.0,207000000.0,207000000.0,,587000000.0,587000000.0,587000000.0,587000000.0
AccruedLiabilitiesCurrent / USD,2480000000.0,2480000000.0,2378000000.0,2378000000.0,2378000000.0,2378000000.0,2864000000.0,2864000000.0,2864000000.0,2864000000.0,2772000000.0,2772000000.0,2772000000.0,2772000000.0,2732000000.0,2732000000.0,2732000000.0,2732000000.0,3184000000.0,3184000000.0,3184000000.0,3184000000.0,2876000000.0,2876000000.0,2876000000.0,2876000000.0,2803000000.0,2803000000.0,2803000000.0,2058000000.0,2126000000.0,2126000000.0,2126000000.0,2126000000.0,2342000000.0,2342000000.0,2342000000.0,2342000000.0,2534000000.0,2534000000.0,2534000000.0,2598000000.0,2658000000.0,2658000000.0,2658000000.0,2658000000.0,2910000000.0,2910000000.0,2910000000.0,2910000000.0,3266000000.0,3266000000.0,3266000000.0,3266000000.0,3038000000.0,3038000000.0,3038000000.0,3038000000.0,3210000000.0,3210000000.0,3210000000.0,3210000000.0,3875000000.0,3875000000.0,3875000000.0,3875000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,5184000000.0,,,-5394000000.0,5394000000.0,5020000000.0,5020000000.0,5020000000.0,5020000000.0,5294000000.0,5294000000.0,5294000000.0,5294000000.0,5425000000.0,5425000000.0,5425000000.0,5425000000.0,5487000000.0,5487000000.0,5487000000.0,5487000000.0,5609000000.0,5609000000.0,5609000000.0,5609000000.0,5346000000.0,5346000000.0,5346000000.0,4176000000.0,4396000000.0,4396000000.0,4396000000.0,4396000000.0,4552000000.0,4552000000.0,4552000000.0,4552000000.0,4808000000.0,4808000000.0,4808000000.0,4808000000.0,5029000000.0,5029000000.0,5029000000.0,5029000000.0,5367000000.0,5367000000.0,5367000000.0,5367000000.0,5689000000.0,5689000000.0,5689000000.0,5689000000.0,3151000000.0,3151000000.0,3151000000.0,3151000000.0,3161000000.0,3161000000.0,3161000000.0,3161000000.0,3378000000.0,3378000000.0,3378000000.0,3378000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,141000000.0,141000000.0,-496000000.0,-496000000.0,-496000000.0,-496000000.0,-426000000.0,-426000000.0,-426000000.0,-426000000.0,-562000000.0,-562000000.0,-562000000.0,-562000000.0,-731000000.0,-731000000.0,-731000000.0,-731000000.0,-617000000.0,-708000000.0,-745000000.0,-731000000.0,-146000000.0,-128000000.0,-52000000.0,-189000000.0,-875000000.0,-1273000000.0,-1056000000.0,-575000000.0,-1738000000.0,-1582000000.0,-1564000000.0,-1617000000.0,-2030000000.0,-1690000000.0,-1575000000.0,-1999000000.0,-992000000.0,-827000000.0,-1092000000.0,-1019000000.0,-1052000000.0,-928000000.0,-1016000000.0,-1015000000.0,-1576000000.0,-1903000000.0,-1699000000.0,-1722000000.0,-1330000000.0,-1322000000.0,-1307000000.0,-1577000000.0,-922000000.0,-957000000.0,-1152000000.0,-872000000.0,-1255000000.0,-1253000000.0,-1253000000.0,-1485000000.0,-1090000000.0,-868000000.0,-868000000.0,-868000000.0
AdditionalPaidInCapital / USD,146000000.0,146000000.0,157000000.0,157000000.0,157000000.0,157000000.0,192000000.0,192000000.0,192000000.0,192000000.0,317000000.0,317000000.0,317000000.0,317000000.0,324000000.0,324000000.0,324000000.0,324000000.0,352000000.0,352000000.0,352000000.0,352000000.0,161000000.0,161000000.0,161000000.0,161000000.0,170000000.0,170000000.0,170000000.0,170000000.0,205000000.0,205000000.0,205000000.0,205000000.0,297000000.0,297000000.0,297000000.0,297000000.0,348000000.0,348000000.0,348000000.0,348000000.0,393000000.0,393000000.0,393000000.0,393000000.0,470000000.0,470000000.0,470000000.0,470000000.0,522000000.0,522000000.0,522000000.0,522000000.0,57000000.0,57000000.0,57000000.0,57000000.0,62000000.0,62000000.0,62000000.0,62000000.0,169000000.0,169000000.0,169000000.0,169000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,54000000.0,,,,217000000.0,,,,121000000.0,,,,100000000.0,,,,221000000.0,,,,123000000.0,,,,24000000.0,,,,145000000.0,,,,216000000.0,,,,216000000.0,,,,120000000.0,,,,110000000.0,,,,224000000.0,,,,144000000.0,,,,271000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,90000000.0,90000000.0,93000000.0,93000000.0,93000000.0,93000000.0,98000000.0,98000000.0,98000000.0,98000000.0,104000000.0,104000000.0,104000000.0,104000000.0,109000000.0,109000000.0,109000000.0,109000000.0,103.0,103.0,103000000.0,103000000.0,114000000.0,114000000.0,114000000.0,114000000.0,128000000.0,128000000.0,128000000.0,89000000.0,92000000.0,92000000.0,92000000.0,92000000.0,91000000.0,91000000.0,91000000.0,91000000.0,113000000.0,113000000.0,113000000.0,113000000.0,112000000.0,112000000.0,112000000.0,112000000.0,138000000.0,138000000.0,138000000.0,138000000.0,116000000.0,116000000.0,116000000.0,116000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,121000000.0,124000000.0,121000000.0,121000000.0
AmortizationOfAcquisitionCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,231000000.0,231000000.0,231000000.0,0.0
