fact_unit,2009-07-31,2009-11-18,2010-01-28,2010-04-29,2010-07-23,2010-11-10,2011-01-24,2011-04-26,2011-07-22,2011-11-18,2012-01-27,2012-04-30,2012-07-26,2012-11-13,2013-01-25,2013-04-24,2013-07-25,2013-11-15,2014-01-23,2014-04-24,2014-07-24,2014-11-12,2015-01-28,2015-04-23,2015-07-23,2015-11-10,2016-01-22,2016-04-21,2016-07-22,2016-11-15,2017-01-26,2017-04-26,2017-07-26,2017-11-14,2018-01-24,2018-04-25,2018-07-26,2018-11-13,2019-01-24,2019-04-26,2019-07-26,2019-11-12,2020-01-29,2020-05-04,2020-07-30,2020-11-10,2021-01-28,2021-04-23,2021-07-29,2021-11-09,2022-01-28,2022-04-29,2022-07-29,2022-11-15,2023-01-27,2023-04-28,2023-07-28,2023-11-13,2024-01-26,2024-04-26,2024-07-29,2024-11-12,2025-01-24,2025-04-28,2025-07-25,2025-11-10
AccountsPayableCurrent / USD,,1433000000.0,1068000000.0,1068000000.0,1068000000.0,1068000000.0,1386000000.0,1386000000.0,1386000000.0,1386000000.0,1483000000.0,1454000000.0,1454000000.0,1454000000.0,1292000000.0,1292000000.0,1292000000.0,1292000000.0,1383000000.0,1383000000.0,1383000000.0,1383000000.0,1391000000.0,1230000000.0,1230000000.0,1230000000.0,1143000000.0,1143000000.0,1143000000.0,1143000000.0,1090000000.0,1090000000.0,1090000000.0,1090000000.0,1436000000.0,1436000000.0,1436000000.0,1387000000.0,1548000000.0,1548000000.0,1548000000.0,1548000000.0,1357000000.0,1357000000.0,1357000000.0,1357000000.0,1276000000.0,1276000000.0,1276000000.0,1276000000.0,1911000000.0,1911000000.0,1911000000.0,1911000000.0,1593000000.0,1593000000.0,1593000000.0,1593000000.0,1563000000.0,1563000000.0,1563000000.0,1563000000.0,1728000000.0,1728000000.0,1728000000.0,1728000000.0
AccountsReceivableNetCurrent / USD,2656000000.0,2656000000.0,1975000000.0,1975000000.0,1975000000.0,1975000000.0,2259000000.0,2259000000.0,2259000000.0,2259000000.0,2425000000.0,2341000000.0,2341000000.0,2341000000.0,2343000000.0,2343000000.0,2343000000.0,2343000000.0,2323000000.0,2323000000.0,2323000000.0,2323000000.0,2439000000.0,2057000000.0,2057000000.0,2057000000.0,2120000000.0,2120000000.0,2120000000.0,2120000000.0,2046000000.0,2046000000.0,2046000000.0,2046000000.0,2290000000.0,2290000000.0,2290000000.0,2138000000.0,2361000000.0,2361000000.0,2361000000.0,2361000000.0,2320000000.0,2320000000.0,2320000000.0,2320000000.0,2377000000.0,2377000000.0,2377000000.0,2377000000.0,2928000000.0,2928000000.0,2928000000.0,2928000000.0,2865000000.0,2865000000.0,2865000000.0,2865000000.0,2967000000.0,2967000000.0,2967000000.0,2967000000.0,3055000000.0,3055000000.0,3055000000.0,3055000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000000.0,19000000.0,19000000.0,18000000.0,17000000.0,17000000.0,17000000.0,18000000.0,18000000.0,18000000.0,17000000.0,18000000.0,20000000.0,19000000.0,20000000.0,21000000.0,21000000.0,21000000.0,21000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,21000000.0,21000000.0,21000000.0,21000000.0,21000000.0,23000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,48000000.0,,,,297000000.0,,,,290000000.0,,,,139000000.0,,,,112000000.0,,,,158000000.0,,,,198000000.0,,,,149000000.0,,,,121000000.0,,,,109000000.0,,,,94000000.0,,,,113000000.0,,,,146000000.0,,,,162000000.0,,,,140000000.0,,,,113000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,5463000000.0,,,,5477000000.0,,,,5893000000.0,,,,6088000000.0,,,,6353000000.0,,,,5846000000.0,,,,5717000000.0,,,,5836000000.0,,,,5779000000.0,,,,5901000000.0,,,,5906000000.0,,,,6304000000.0,,,,6741000000.0,,,,6206000000.0,,,,6736000000.0,,,,7378000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,929000000.0,929000000.0,455000000.0,455000000.0,455000000.0,455000000.0,246000000.0,246000000.0,246000000.0,246000000.0,428000000.0,428000000.0,428000000.0,428000000.0,229000000.0,229000000.0,229000000.0,246000000.0,303000000.0,303000000.0,303000000.0,428000000.0,-17000000.0,-17000000.0,-17000000.0,229000000.0,-373000000.0,-373000000.0,-373000000.0,303000000.0,-542000000.0,-542000000.0,-542000000.0,-17000000.0,-160000000.0,-160000000.0,-160000000.0,-160000000.0,-306000000.0,-306000000.0,-306000000.0,-306000000.0,-503000000.0,-503000000.0,-503000000.0,-503000000.0,-445000000.0,-445000000.0,-445000000.0,-445000000.0,-168000000.0,-168000000.0,-168000000.0,-168000000.0,-495000000.0,-495000000.0,-495000000.0,-495000000.0,-158000000.0,-158000000.0,-158000000.0,-158000000.0,5000000.0,5000000.0,5000000.0,5000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,61000000.0,,,,61000000.0,,,,52000000.0,,,,63000000.0,,,,73000000.0,,,,70000000.0,22000000.0,43000000.0,64000000.0,78000000.0,25000000.0,48000000.0,71000000.0,84000000.0,23000000.0,44000000.0,67000000.0,95000000.0,24000000.0,47000000.0,73000000.0,91000000.0,29000000.0,52000000.0,74000000.0,99000000.0,23000000.0,39000000.0,57000000.0,98000000.0,22000000.0,37000000.0,54000000.0,75000000.0,19000000.0,49000000.0,73000000.0,74000000.0,32000000.0,60000000.0,88000000.0,94000000.0,32000000.0,63000000.0,95000000.0,119000000.0,34000000.0,69000000.0,100000000.0,123000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,40000000.0,62000000.0,15000000.0,31000000.0,47000000.0,53000000.0,22000000.0,40000000.0,60000000.0,61000000.0,17000000.0,35000000.0,52000000.0,71000000.0,21000000.0,40000000.0,59000000.0,68000000.0,22000000.0,40000000.0,58000000.0,71000000.0,23000000.0,44000000.0,65000000.0,77000000.0,22000000.0,43000000.0,66000000.0,89000000.0,24000000.0,47000000.0,73000000.0,87000000.0,28000000.0,51000000.0,71000000.0,95000000.0,23000000.0,38000000.0,56000000.0,95000000.0,22000000.0,37000000.0,54000000.0,75000000.0,19000000.0,49000000.0,73000000.0,74000000.0,32000000.0,60000000.0,88000000.0,94000000.0,32000000.0,63000000.0,95000000.0,119000000.0,34000000.0,69000000.0,100000000.0,123000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,40000000.0,40000000.0,48000000.0,48000000.0,48000000.0,48000000.0,44000000.0,44000000.0,44000000.0,44000000.0,39000000.0,38000000.0,38000000.0,38000000.0,41000000.0,41000000.0,41000000.0,41000000.0,48000000.0,48000000.0,48000000.0,48000000.0,35000000.0,14000000.0,14000000.0,14000000.0,18000000.0,18000000.0,18000000.0,18000000.0,17000000.0,17000000.0,17000000.0,17000000.0,21000000.0,21000000.0,21000000.0,18000000.0,22000000.0,22000000.0,22000000.0,22000000.0,25000000.0,25000000.0,25000000.0,25000000.0,29000000.0,29000000.0,29000000.0,29000000.0,41000000.0,41000000.0,41000000.0,41000000.0,45000000.0,45000000.0,45000000.0,45000000.0,30000000.0,30000000.0,30000000.0,30000000.0,32000000.0,32000000.0,32000000.0,32000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,,,49000000.0,30000000.0,15000000.0,29000000.0,76000000.0,65000000.0,28000000.0,56000000.0,83000000.0,107000000.0,28000000.0,40000000.0,60000000.0,80000000.0,42000000.0,80000000.0,117000000.0,84000000.0,34000000.0,68000000.0,108000000.0,153000000.0,42000000.0,83000000.0,126000000.0,149000000.0,45000000.0,90000000.0,135000000.0,169000000.0,45000000.0,90000000.0,135000000.0,180000000.0,45000000.0,91000000.0,137000000.0,180000000.0,48000000.0,96000000.0,144000000.0,182000000.0,48000000.0,97000000.0,145000000.0,193000000.0,46000000.0,95000000.0,141000000.0,192000000.0,42000000.0,85000000.0,126000000.0,187000000.0
