fact_unit,2011-08-02,2011-11-07,2012-02-29,2012-05-02,2012-08-01,2012-11-01,2013-02-28,2013-05-01,2013-07-31,2013-10-30,2014-02-28,2014-04-30,2014-07-30,2014-10-29,2015-02-26,2015-04-29,2015-07-30,2015-10-29,2016-02-23,2016-04-27,2016-07-28,2016-10-27,2017-02-23,2017-04-26,2017-07-27,2017-10-26,2018-02-22,2018-04-26,2018-07-26,2018-10-25,2019-02-21,2019-04-25,2019-07-25,2019-10-24,2020-02-26,2020-04-27,2020-07-27,2020-10-26,2021-02-25,2021-04-28,2021-07-28,2021-10-27,2022-02-23,2022-04-27,2022-07-27,2022-10-26,2023-02-22,2023-04-26,2023-07-26,2023-10-26,2024-02-22,2024-04-25,2024-07-25,2024-10-24,2025-02-20,2025-04-24,2025-07-24,2025-10-23
AccountsPayableCurrent / USD,101134000.0,101134000.0,101134000.0,114255000.0,114255000.0,114255000.0,111683000.0,100641000.0,100641000.0,100641000.0,100641000.0,100825000.0,100825000.0,100825000.0,100825000.0,106211000.0,106211000.0,106211000.0,106211000.0,106684000.0,106684000.0,106684000.0,106684000.0,103440000.0,103440000.0,103440000.0,103440000.0,132011000.0,132011000.0,132011000.0,132011000.0,176167000.0,176167000.0,176167000.0,176167000.0,196195000.0,196195000.0,196195000.0,196195000.0,204145000.0,204145000.0,204145000.0,204145000.0,254788000.0,254788000.0,254788000.0,254788000.0,337385000.0,337385000.0,337385000.0,337385000.0,419962000.0,419962000.0,419962000.0,419962000.0,654943000.0,654943000.0,654943000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,61507000.0,,,,68670000.0,,,,74115000.0,,,,79638000.0,,,,87642000.0,,,,97136000.0,,,,108310000.0,,,,119221000.0,,,,129369000.0,,,,147202000.0,,,,164825000.0,,,,189600000.0,,,,216949000.0,,,
AdditionalPaidInCapitalCommonStock / USD,326467000.0,326467000.0,326467000.0,323608000.0,323608000.0,323608000.0,323608000.0,317534000.0,317534000.0,317534000.0,317534000.0,318123000.0,318123000.0,318123000.0,318123000.0,320084000.0,320084000.0,320084000.0,320084000.0,323765000.0,323765000.0,323765000.0,323765000.0,309625000.0,309625000.0,309625000.0,309625000.0,312784000.0,312784000.0,312784000.0,312784000.0,316479000.0,316479000.0,316479000.0,316479000.0,320168000.0,320168000.0,320168000.0,320168000.0,322451000.0,322451000.0,322451000.0,322451000.0,327061000.0,327061000.0,327061000.0,327061000.0,332080000.0,332080000.0,332080000.0,332080000.0,339562000.0,339562000.0,339562000.0,339562000.0,350734000.0,350734000.0,350734000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,616000.0,616000.0,459000.0,662000.0,662000.0,662000.0,616000.0,544000.0,544000.0,544000.0,662000.0,631000.0,631000.0,631000.0,544000.0,531000.0,531000.0,531000.0,631000.0,937000.0,937000.0,937000.0,531000.0,1304000.0,1304000.0,1304000.0,937000.0,1419000.0,1419000.0,1419000.0,1304000.0,846000.0,846000.0,846000.0,1419000.0,781000.0,781000.0,781000.0,1540000.0,622000.0,622000.0,622000.0,1498000.0,854000.0,854000.0,854000.0,1076000.0,1399000.0,1399000.0,1399000.0,2363000.0,1798000.0,1798000.0,1798000.0,3247000.0,2126000.0,2126000.0,2126000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,3687000.0,3687000.0,3454000.0,,3604000.0,3604000.0,3687000.0,2797000.0,2797000.0,2797000.0,3604000.0,3041000.0,3041000.0,3041000.0,2797000.0,2992000.0,2992000.0,2992000.0,3041000.0,3057000.0,3057000.0,3057000.0,2992000.0,3502000.0,3502000.0,3502000.0,3057000.0,3785000.0,3785000.0,3785000.0,3502000.0,1880000.0,1880000.0,1880000.0,3785000.0,2084000.0,2084000.0,2084000.0,4212000.0,2134000.0,2134000.0,2134000.0,4168000.0,2472000.0,2472000.0,2472000.0,4197000.0,2605000.0,2605000.0,2605000.0,4848000.0,3438000.0,3438000.0,3438000.0,5220000.0,4350000.0,4350000.0,4350000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,3700000.0,,,,3600000.0,,,,2800000.0,,,,4000000.0,,,,4800000.0,,,,5600000.0,,,,5000000.0,,,,6400000.0,,,,7200000.0,,,,5900000.0,,,,6900000.0,,,,10600000.0,,,,10500000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6907000.0,6907000.0,6907000.0,5898000.0,,,,6907000.0,,,,10709000.0,,,,10110000.0,,,,12241000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,5096000.0,5096000.0,5096000.0,5341000.0,5341000.0,5341000.0,7200000.0,6333000.0,6333000.0,6333000.0,5029000.0,4460000.0,4460000.0,4460000.0,4615000.0,4379000.0,4379000.0,4379000.0,6333000.0,5158000.0,5158000.0,5158000.0,4460000.0,4288000.0,4288000.0,4288000.0,4379000.0,3400000.0,3400000.0,3400000.0,5158000.0,5898000.0,5898000.0,5898000.0,4288000.0,6907000.0,6907000.0,6907000.0,6907000.0,9087000.0,9087000.0,9087000.0,9087000.0,8808000.0,8808000.0,8808000.0,8808000.0,10640000.0,10640000.0,10640000.0,10640000.0,11926000.0,11926000.0,11926000.0,11926000.0,15286000.0,15286000.0,15286000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000.0,809000.0,1536000.0,,,,,2166000.0,,,,986000.0,,,,1206000.0,,,,4013000.0,,,
AllowanceForDoubtfulOtherReceivablesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,759000.0,759000.0,759000.0,759000.0,503000.0,503000.0,503000.0,503000.0,510000.0,510000.0,510000.0,510000.0,522000.0,522000.0,522000.0,522000.0,553000.0,553000.0,553000.0
