fact_unit,2009-08-25,2009-10-30,2010-02-26,2010-05-06,2010-09-01,2010-10-29,2011-02-28,2011-05-06,2011-08-08,2011-11-08,2012-02-28,2012-05-07,2012-08-08,2012-11-08,2013-02-28,2013-05-03,2013-08-02,2013-11-01,2014-02-24,2014-05-02,2014-07-31,2014-11-07,2015-02-23,2015-05-07,2015-08-03,2015-10-30,2016-02-19,2016-04-29,2016-08-09,2016-11-01,2017-02-17,2017-05-04,2017-08-03,2017-11-01,2018-02-22,2018-05-03,2018-08-07,2018-11-01,2019-02-14,2019-05-02,2019-08-06,2019-11-05,2020-02-14,2020-05-08,2020-08-10,2020-11-05,2021-02-18,2021-05-06,2021-08-05,2021-11-04,2022-02-18,2022-05-05,2022-08-03,2022-11-04,2023-02-17,2023-05-04,2023-08-04,2023-11-02,2024-02-16,2024-05-01,2024-08-02,2024-11-01,2025-02-13,2025-04-30,2025-07-31,2025-11-05
AccountsPayableCurrent / USD,766000000.0,766000000.0,766000000.0,619000000.0,619000000.0,619000000.0,619000000.0,1028000000.0,1028000000.0,1028000000.0,1028000000.0,1214000000.0,1214000000.0,1214000000.0,1150000000.0,1252000000.0,1252000000.0,1252000000.0,1252000000.0,1308000000.0,1308000000.0,1308000000.0,1308000000.0,1356000000.0,995000000.0,995000000.0,995000000.0,812000000.0,812000000.0,812000000.0,812000000.0,820000000.0,820000000.0,820000000.0,820000000.0,924000000.0,924000000.0,924000000.0,924000000.0,989000000.0,989000000.0,989000000.0,989000000.0,956000000.0,956000000.0,956000000.0,956000000.0,745000000.0,745000000.0,745000000.0,745000000.0,679000000.0,679000000.0,679000000.0,679000000.0,1201000000.0,1201000000.0,1201000000.0,1201000000.0,1104000000.0,1104000000.0,1104000000.0,1104000000.0,1196000000.0,1196000000.0,1196000000.0
AccountsReceivableNetCurrent / USD,456000000.0,456000000.0,456000000.0,409000000.0,409000000.0,409000000.0,409000000.0,652000000.0,652000000.0,652000000.0,652000000.0,742000000.0,736000000.0,736000000.0,732000000.0,745000000.0,745000000.0,745000000.0,745000000.0,923000000.0,923000000.0,923000000.0,923000000.0,923000000.0,737000000.0,737000000.0,737000000.0,673000000.0,673000000.0,673000000.0,673000000.0,666000000.0,666000000.0,666000000.0,666000000.0,681000000.0,681000000.0,681000000.0,681000000.0,663000000.0,663000000.0,663000000.0,663000000.0,687000000.0,687000000.0,687000000.0,687000000.0,603000000.0,603000000.0,603000000.0,603000000.0,583000000.0,583000000.0,583000000.0,583000000.0,896000000.0,896000000.0,896000000.0,896000000.0,950000000.0,950000000.0,950000000.0,950000000.0,961000000.0,961000000.0,961000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,7882000000.0,7882000000.0,7882000000.0,8211000000.0,8211000000.0,8211000000.0,5383000000.0,5440000000.0,5440000000.0,5440000000.0,5440000000.0,5676000000.0,5676000000.0,5676000000.0,5676000000.0,5942000000.0,5942000000.0,5942000000.0,5942000000.0,6172000000.0,6172000000.0,6172000000.0,6172000000.0,6404000000.0,162000000.0,162000000.0,162000000.0,165000000.0,165000000.0,165000000.0,165000000.0,134000000.0,134000000.0,134000000.0,134000000.0,110000000.0,110000000.0,110000000.0,110000000.0,101000000.0,101000000.0,101000000.0,101000000.0,109000000.0,109000000.0,109000000.0,109000000.0,37000000.0,37000000.0,37000000.0,37000000.0,41000000.0,41000000.0,41000000.0,41000000.0,46000000.0,46000000.0,46000000.0,46000000.0,23000000.0,23000000.0,23000000.0,23000000.0,29000000.0,29000000.0,29000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-985000000.0,-985000000.0,-985000000.0,-537000000.0,-537000000.0,-537000000.0,-537000000.0,-479000000.0,-479000000.0,-479000000.0,-985000000.0,-788000000.0,-788000000.0,-788000000.0,-537000000.0,-1940000000.0,-1940000000.0,-1940000000.0,-479000000.0,-1940000000.0,-1940000000.0,-1940000000.0,-788000000.0,-1565000000.0,-1565000000.0,-1565000000.0,-1940000000.0,-2274000000.0,-2274000000.0,-2274000000.0,-1565000000.0,-2728000000.0,-2728000000.0,-2728000000.0,-2274000000.0,-3778000000.0,-3778000000.0,-3778000000.0,-2728000000.0,-3422000000.0,-3422000000.0,-3422000000.0,-3778000000.0,-3964000000.0,-3964000000.0,-3964000000.0,-3422000000.0,-4358000000.0,-4358000000.0,-4358000000.0,-3964000000.0,-4220000000.0,-4220000000.0,-4220000000.0,-4358000000.0,-157000000.0,-157000000.0,-157000000.0,-4220000000.0,-124000000.0,-124000000.0,-124000000.0,-157000000.0,-163000000.0,-163000000.0,-163000000.0
AdditionalCollateralAggregateFairValue / USD,,,,,174000000.0,278000000.0,186000000.0,205000000.0,184000000.0,191000000.0,183000000.0,175000000.0,186000000.0,201000000.0,202000000.0,151000000.0,144000000.0,167000000.0,214000000.0,363000000.0,265000000.0,91000000.0,71000000.0,128000000.0,33000000.0,22000000.0,19000000.0,23000000.0,23000000.0,22000000.0,10000000.0,10000000.0,21000000.0,42000000.0,51000000.0,91000000.0,17000000.0,8000000.0,6000000.0,7000000.0,5000000.0,4000000.0,3000000.0,6000000.0,8000000.0,6000000.0,102000000.0,139000000.0,,,,,,,,20000000.0,22000000.0,22000000.0,36000000.0,29000000.0,21000000.0,19000000.0,4000000.0,0.0,0.0,3000000.0
AdditionalPaidInCapitalCommonStock / USD,2196000000.0,2196000000.0,2196000000.0,2280000000.0,2280000000.0,2280000000.0,2280000000.0,4602000000.0,4602000000.0,4602000000.0,4602000000.0,6813000000.0,6813000000.0,6813000000.0,6813000000.0,6936000000.0,6936000000.0,6936000000.0,6936000000.0,8316000000.0,8316000000.0,8316000000.0,8316000000.0,9433000000.0,9433000000.0,9433000000.0,9433000000.0,9687000000.0,9687000000.0,9687000000.0,9687000000.0,9841000000.0,9841000000.0,9841000000.0,9841000000.0,10305000000.0,10305000000.0,10305000000.0,10305000000.0,11021000000.0,11021000000.0,11021000000.0,11021000000.0,12214000000.0,12214000000.0,12214000000.0,12214000000.0,12270000000.0,12270000000.0,12270000000.0,12270000000.0,12303000000.0,12303000000.0,12303000000.0,12303000000.0,12317000000.0,12317000000.0,12317000000.0,12317000000.0,12326000000.0,12326000000.0,12326000000.0,12326000000.0,12346000000.0,12346000000.0,12346000000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,213000000.0,55000000.0,88000000.0,144000000.0,254000000.0,64000000.0,113000000.0,164000000.0,186000000.0,60000000.0,35000000.0,51000000.0,66000000.0,11000000.0,27000000.0,46000000.0,65000000.0,18000000.0,37000000.0,54000000.0,59000000.0,23000000.0,45000000.0,72000000.0,80000000.0,21000000.0,34000000.0,56000000.0,97000000.0,22000000.0,31000000.0,60000000.0,78000000.0,9000000.0,22000000.0,40000000.0,58000000.0,11000000.0,40000000.0,30000000.0,58000000.0,7000000.0,15000000.0,30000000.0,39000000.0,17000000.0,39000000.0,61000000.0,52000000.0,24000000.0,47000000.0,61000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000000.0,-5000000.0,2000000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,36000000.0,36000000.0,36000000.0,37000000.0,37000000.0,37000000.0,37000000.0,55000000.0,55000000.0,55000000.0,55000000.0,54000000.0,54000000.0,54000000.0,54000000.0,64000000.0,64000000.0,64000000.0,64000000.0,64000000.0,64000000.0,64000000.0,64000000.0,46000000.0,44000000.0,44000000.0,44000000.0,41000000.0,41000000.0,41000000.0,41000000.0,54000000.0,54000000.0,54000000.0,54000000.0,51000000.0,51000000.0,51000000.0,51000000.0,56000000.0,56000000.0,56000000.0,56000000.0,58000000.0,58000000.0,58000000.0,58000000.0,71000000.0,71000000.0,71000000.0,71000000.0,65000000.0,65000000.0,65000000.0,65000000.0,87000000.0,87000000.0,87000000.0,87000000.0,123000000.0,123000000.0,123000000.0,123000000.0,147000000.0,147000000.0,147000000.0
AllowanceForDoubtfulAccountsReceivableNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,1000000.0,1000000.0,1000000.0
