fact_unit,2011-11-07,2012-02-06,2012-05-07,2012-09-13,2012-11-07,2013-02-06,2013-05-10,2013-09-11,2013-11-07,2014-02-07,2014-05-07,2014-09-15,2014-11-06,2015-02-09,2015-05-07,2015-09-10,2015-11-16,2016-02-04,2016-05-06,2016-08-26,2016-11-07,2017-02-07,2017-05-10,2019-05-17,2019-12-19,2019-12-20,2020-02-07,2020-05-11,2020-08-31,2020-11-06,2021-02-05,2021-05-07,2021-08-27,2021-11-05,2022-02-04,2022-05-06,2022-08-29,2022-11-04,2023-02-03,2023-05-05,2023-08-28,2023-11-03,2024-02-02,2024-05-06,2025-02-25,2025-05-12,2025-08-28,2025-11-07
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,,,0.0,,,,,,,,,4001000.0,,,,19416000.0,,,,16821000.0,,,,10588000.0,,,,4827000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,,,13362000.0,,,,28638000.0,,,,,,,,,,,,,,,,,,,,,23704000.0,,,,63490000.0,1696000.0,10551000.0,29853000.0,449146000.0,37660000.0,38776000.0,39260000.0,170123000.0,40843000.0,42621000.0,41169000.0,402346000.0,39805000.0,75060000.0,18770000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,,,933000.0,,,,0.0,,,,0.0,,,,0.0,0.0,,,10000000.0,,,,,,,,,814000.0,,,,4957000.0,,,,14855000.0,,,,6222000.0,,,,5266000.0,,5374000.0,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,,,2800000.0,,,,933000.0,,,,0.0,,,,0.0,0.0,,,10000000.0,,,,,,,,,814000.0,,,,4957000.0,7110000.0,34745000.0,37014000.0,39769000.0,18025000.0,18559000.0,18791000.0,18447000.0,5985000.0,6246000.0,6033000.0,5931000.0,5178000.0,5862000.0,5152000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,,,2800000.0,,,,2800000.0,,,,933000.0,,,,0.0,0.0,,,10000000.0,,,,,,,,,68000.0,,,,4957000.0,7110000.0,34746000.0,37014000.0,39769000.0,41491000.0,42720000.0,43253000.0,42461000.0,17744000.0,18517000.0,17886000.0,17584000.0,5833000.0,6603000.0,5621000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,,,12862000.0,,,,2800000.0,,,,2800000.0,,,,933000.0,933000.0,,,10000000.0,,,,,,,,,0.0,,,,413000.0,7110000.0,31130000.0,33530000.0,36404000.0,41491000.0,42720000.0,43253000.0,42461000.0,40843000.0,42621000.0,41169000.0,40475000.0,17293000.0,19576000.0,6331000.0
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233594000.0,174088000.0,377969000.0,,94631000.0,10453000.0,25526000.0,,30632000.0,254997000.0,50690000.0,483409000.0,34118000.0,,89943000.0
LongTermDebtNoncurrent / USD,27596000.0,27596000.0,27596000.0,27596000.0,19395000.0,19395000.0,19395000.0,19395000.0,6533000.0,6533000.0,6533000.0,6533000.0,3733000.0,3733000.0,3733000.0,3733000.0,3733000.0,933000.0,933000.0,933000.0,40000000.0,40000000.0,40000000.0,40000000.0,,,,,0.0,5697000.0,5697000.0,5697000.0,5697000.0,34700000.0,34700000.0,34700000.0,34700000.0,147618000.0,147618000.0,147618000.0,147618000.0,120179000.0,120179000.0,120179000.0,,,,
LongTermInvestments / USD,5188000.0,5188000.0,5188000.0,5188000.0,2923000.0,2923000.0,2923000.0,2923000.0,2637000.0,2637000.0,2637000.0,2637000.0,2647000.0,2647000.0,2647000.0,2647000.0,2647000.0,2633000.0,2633000.0,2633000.0,2643000.0,2643000.0,2643000.0,2643000.0,,,,,,,,,,,,,,,,,,,,,,,60996000.0,112367000.0
LossContingencyNewClaimsFiledNumber / claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
MarketingAndAdvertisingExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,,,
MinorityInterest / USD,,,,,0.0,0.0,0.0,0.0,181000.0,181000.0,181000.0,181000.0,175000.0,175000.0,175000.0,175000.0,175000.0,164000.0,164000.0,164000.0,184000.0,184000.0,184000.0,184000.0,157000.0,161000.0,161000.0,161000.0,161000.0,167000.0,167000.0,167000.0,167000.0,173000.0,173000.0,173000.0,173000.0,172000.0,172000.0,172000.0,172000.0,165000.0,165000.0,165000.0,165000.0,164000.0,164000.0,178000.0
NetCashProvidedByUsedInFinancingActivities / USD,379000.0,730000.0,15612000.0,16325000.0,3634000.0,9383000.0,16306000.0,13589000.0,4749000.0,4077000.0,4087000.0,13817000.0,1797000.0,12420000.0,32922000.0,3762000.0,3762000.0,7187000.0,29973000.0,37222000.0,2613000.0,3286000.0,13161000.0,80008000.0,57724000.0,-37653000.0,-69324000.0,-95943000.0,-50832000.0,-1715000.0,-2076000.0,25381000.0,-95828000.0,-19327000.0,-53697000.0,-48445000.0,23796000.0,184262000.0,227173000.0,466365000.0,-44440000.0,-331183000.0,-415821000.0,-547291000.0,522871000.0,3652783000.0,-448293000.0,49854000.0
NetCashProvidedByUsedInInvestingActivities / USD,-6427000.0,-7057000.0,-18398000.0,-11802000.0,-6354000.0,-13746000.0,-16806000.0,-24770000.0,-920000.0,-2502000.0,-4453000.0,-19719000.0,-1962000.0,-33964000.0,-36378000.0,-5113000.0,-5113000.0,-11693000.0,-25716000.0,-40161000.0,-7665000.0,-15639000.0,-26138000.0,-36177000.0,-29365000.0,-3171000.0,-9306000.0,-15781000.0,-25924000.0,-13325000.0,-23339000.0,-34136000.0,-24849000.0,-11851000.0,-25551000.0,-44627000.0,-43588000.0,-11902000.0,-24306000.0,-35257000.0,-58016000.0,-10746000.0,-20631000.0,-28618000.0,-46282000.0,-137969000.0,-39486000.0,-44300000.0
NetCashProvidedByUsedInOperatingActivities / USD,16923000.0,20899000.0,-1762000.0,-2174000.0,25137000.0,36890000.0,19028000.0,8480000.0,-26554000.0,5603000.0,13569000.0,16467000.0,18307000.0,18395000.0,12474000.0,13583000.0,13583000.0,-8687000.0,9064000.0,6538000.0,20306000.0,86922000.0,92826000.0,-46125000.0,-96188000.0,37662000.0,81102000.0,180700000.0,84347000.0,5560000.0,87153000.0,65716000.0,262554000.0,120555000.0,183802000.0,59392000.0,-30334000.0,-134571000.0,-187722000.0,-415658000.0,122955000.0,313587000.0,474674000.0,672919000.0,-440801000.0,-1838158000.0,663580000.0,408904000.0
NetIncomeLoss / USD,7217000.0,18786000.0,29482000.0,26915000.0,8492000.0,17266000.0,24343000.0,40213000.0,899000.0,5813000.0,12853000.0,29853000.0,7699000.0,21034000.0,37608000.0,21279000.0,21279000.0,52105000.0,75161000.0,54157000.0,13699000.0,48388000.0,65050000.0,92555000.0,66854000.0,19342000.0,37562000.0,48208000.0,46165000.0,26345000.0,50051000.0,65858000.0,71918000.0,26601000.0,54275000.0,72703000.0,84308000.0,25437000.0,67369000.0,144341000.0,111865000.0,184416000.0,360583000.0,446429000.0,285163000.0,855422000.0,639998000.0,424327000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,,,,26229000.0,8395000.0,17091000.0,24108000.0,39568000.0,893000.0,5780000.0,12786000.0,29573000.0,7679000.0,21006000.0,37574000.0,21173000.0,21173000.0,,,54121000.0,,,,,,,,,,,,,,,,,,25437000.0,67369000.0,144341000.0,,184416000.0,360583000.0,446429000.0,285163000.0,855422000.0,639998000.0,424327000.0
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,26309000.0,8401000.0,17104000.0,24126000.0,39632000.0,893000.0,5782000.0,12789000.0,29593000.0,7680000.0,21008000.0,37576000.0,21178000.0,21178000.0,,,54123000.0,,,,,,,,,,,,,,,,,,25437000.0,67369000.0,144341000.0,,184416000.0,360583000.0,446429000.0,285163000.0,855807000.0,639998000.0,427076000.0
NonoperatingIncomeExpense / USD,20000.0,35000.0,56000.0,103000.0,17000.0,37000.0,46000.0,66000.0,15000.0,22000.0,24000.0,54000.0,17000.0,63000.0,73000.0,48000.0,48000.0,71000.0,92000.0,92000.0,87000.0,111000.0,131000.0,956000.0,-984000.0,169000.0,793000.0,707000.0,-773000.0,1589000.0,1173000.0,2110000.0,-1020000.0,-841000.0,-3380000.0,-1363000.0,1410000.0,50000.0,-557000.0,4106000.0,-2834000.0,8054000.0,1719000.0,1641000.0,8079000.0,8762000.0,3646000.0,7233000.0
NumberOfOperatingSegments / segment,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OperatingExpenses / USD,21028000.0,44283000.0,66981000.0,74247000.0,26112000.0,55008000.0,86147000.0,92411000.0,33333000.0,65847000.0,99300000.0,119403000.0,34749000.0,69637000.0,105429000.0,132895000.0,132895000.0,79134000.0,124506000.0,145286000.0,50775000.0,108011000.0,162718000.0,173938000.0,255083000.0,94746000.0,196927000.0,296395000.0,335280000.0,98064000.0,208653000.0,326467000.0,398289000.0,99469000.0,198199000.0,304161000.0,440556000.0,109011000.0,221705000.0,342703000.0,410591000.0,127412000.0,249652000.0,376929000.0,464834000.0,593093000.0,521870000.0,266381000.0
OperatingIncomeLoss / USD,12009000.0,28933000.0,44091000.0,40745000.0,13514000.0,27232000.0,36822000.0,58693000.0,1682000.0,9290000.0,14730000.0,46014000.0,12043000.0,32247000.0,53719000.0,27158000.0,27158000.0,74511000.0,105959000.0,80259000.0,21440000.0,70566000.0,95011000.0,132646000.0,94875000.0,28493000.0,54234000.0,67093000.0,94714000.0,32865000.0,60680000.0,76226000.0,97233000.0,30446000.0,67811000.0,84866000.0,85654000.0,29128000.0,80177000.0,169954000.0,123947000.0,220123000.0,435305000.0,534387000.0,335167000.0,922288000.0,761142000.0,509199000.0
OperatingLeaseCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1709000.0,3304000.0,4909000.0,6993000.0,1709000.0,3304000.0,4909000.0,6993000.0,2000000.0,3947000.0,5900000.0,7827000.0,2182000.0,4166000.0,6183000.0,8265000.0,2110000.0,4225000.0,6354000.0,8299000.0,7076000.0,8299000.0,3226000.0
OperatingLeaseLiability / USD,,,,,,,,,,,,,,,,,,,,,,,,,,15200000.0,15200000.0,15200000.0,24412000.0,24919000.0,24185000.0,22035000.0,20861000.0,24766000.0,24056000.0,25706000.0,23800000.0,22178000.0,21041000.0,19811000.0,19160000.0,26069000.0,25025000.0,36423000.0,35382000.0,155601000.0,301557000.0,301557000.0
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,5159000.0,4851000.0,0.0,6310000.0,6310000.0,6310000.0,6310000.0,6310000.0,6322000.0,6322000.0,6322000.0,6322000.0,7139000.0,7139000.0,7139000.0,,7292000.0,7292000.0,7292000.0,9248000.0,9248000.0,9248000.0,21189000.0
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,8624000.0,8169000.0,0.0,0.0,18102000.0,18102000.0,18102000.0,18102000.0,14539000.0,14539000.0,14539000.0,14539000.0,16661000.0,16661000.0,16661000.0,,,,,26134000.0,142413000.0,280368000.0,280368000.0
OperatingLeasePayments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,1845000.0,3415000.0,5082000.0,6411000.0,1845000.0,3415000.0,5082000.0,6411000.0,1966000.0,3957000.0,5951000.0,7966000.0,2205000.0,4213000.0,6067000.0,8007000.0,2038000.0,4063000.0,6209000.0,8275000.0,6756000.0,8275000.0,2863000.0
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,,,,,14800000.0,14800000.0,0.0,14800000.0,23784000.0,23784000.0,23784000.0,23784000.0,20047000.0,20047000.0,20047000.0,20047000.0,23679000.0,23679000.0,23679000.0,,,,,18900000.0,34600000.0,34566000.0,293692000.0
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,0.04,0.04,0.035,0.035,0.035,0.034,0.032,0.03,0.03,0.03,0.03,0.029,0.03,0.031,0.041,0.042,0.05,0.031,0.05,0.051,0.058
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,5682000.0,7416000.0,7416000.0,7416000.0,7416000.0,10285000.0,10285000.0,10285000.0,7822000.0,7822000.0,7813000.0,7813000.0,6909000.0,6804000.0,6804000.0,6804000.0,23461000.0,12626000.0,26438000.0,26438000.0,26438000.0,26438000.0,29639000.0,29639000.0,29639000.0,29639000.0,30446000.0,30446000.0,30446000.0,30446000.0,35637000.0,35637000.0,35637000.0,,41737000.0,41737000.0,44100000.0,113803000.0,57284000.0,57369000.0,57815000.0
OtherAssetsMiscellaneousNoncurrent / USD,,,,,,,,,,,,,408000.0,408000.0,408000.0,,488000.0,223000.0,223000.0,,128000.0,128000.0,128000.0,129000.0,2471000.0,,,,,,,,128000.0,528000.0,528000.0,528000.0,528000.0,1956000.0,1956000.0,1956000.0,,,,,,,3340000.0,14324000.0
OtherAssetsNoncurrent / USD,12580000.0,12580000.0,12580000.0,12580000.0,3390000.0,3390000.0,3390000.0,3390000.0,3241000.0,3241000.0,3241000.0,3241000.0,2854000.0,2854000.0,2854000.0,2854000.0,2854000.0,5226000.0,5226000.0,5226000.0,8546000.0,8546000.0,8546000.0,12885000.0,14037000.0,10659000.0,10659000.0,10659000.0,10659000.0,34499000.0,34499000.0,34499000.0,34499000.0,32126000.0,32126000.0,32126000.0,32126000.0,37532000.0,37532000.0,42861000.0,42861000.0,42409000.0,42409000.0,42409000.0,42409000.0,114952000.0,114952000.0,604871000.0
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-705000.0,,49000.0,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86000.0,,247000.0,548000.0,514000.0,,-4000.0,96000.0,101000.0,,-397000.0,-299000.0,-228000.0,-247000.0,-90000.0,-223000.0,94000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-299000.0,-228000.0,458000.0,-90000.0,-272000.0,94000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,,,597000.0,95000.0,95000.0,95000.0,,4000.0,24000.0,15000.0,128000.0,4000.0,-1000.0,-5000.0,7000.0,7000.0,-16000.0,-11000.0,6000.0,-18000.0,-16000.0,-12000.0,-17000.0,8000.0,-231000.0,-237000.0,-177000.0,242000.0,-140000.0,-55000.0,-86000.0,-245000.0,247000.0,548000.0,514000.0,-72000.0,-4000.0,96000.0,101000.0,605000.0,-397000.0,-299000.0,-228000.0,458000.0,,-272000.0,94000.0
OtherLiabilitiesNoncurrent / USD,9120000.0,9120000.0,9120000.0,9120000.0,10849000.0,10849000.0,10849000.0,10849000.0,10336000.0,10336000.0,10336000.0,10336000.0,12475000.0,12475000.0,12475000.0,12475000.0,12475000.0,15684000.0,15684000.0,15684000.0,40603000.0,40603000.0,40603000.0,45200000.0,24565000.0,26183000.0,26183000.0,26183000.0,26183000.0,41995000.0,41995000.0,41995000.0,41995000.0,41132000.0,41132000.0,41132000.0,41132000.0,39140000.0,39140000.0,39140000.0,39140000.0,37947000.0,37947000.0,37947000.0,37947000.0,67878000.0,67878000.0,326528000.0
OtherNoncashIncomeExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9000.0,125000.0,-923000.0,-909000.0,-289000.0,-581000.0,-1105000.0,-733000.0,719000.0,699000.0,792000.0,-1364000.0,-5000.0,-1045000.0,-1007000.0,1044000.0,306000.0,430000.0,649000.0,-368000.0,-3186000.0,668000.0,3346000.0
PaymentsForRepurchaseOfEquity / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,130000000.0,,,146526000.0,0.0,,149998000.0,
PaymentsOfDebtIssuanceCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,375000.0,414000.0,,,,625000.0,,,,650000.0,,,,561000.0,,,,592000.0,0.0,,
PaymentsOfStockIssuanceCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23752000.0,42567000.0,42575000.0,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,762000.0,1434000.0,1434000.0,0.0,1109000.0,1109000.0,1109000.0,8424000.0,1022000.0,1022000.0,1022000.0,1109000.0,651000.0,651000.0,651000.0,1034000.0,1034000.0,0.0,0.0,681000.0,196000.0,504000.0,1108000.0,175000.0,3554000.0,1059000.0,1601000.0,2323000.0,4472000.0,580000.0,3574000.0,6434000.0,3051000.0,2005000.0,3718000.0,5780000.0,8243000.0,2069000.0,4801000.0,6807000.0,8721000.0,3716000.0,10504000.0,19442000.0,10081000.0,119285000.0,28197000.0,35537000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,2193000.0,
PaymentsToAcquireEquitySecuritiesFvNi / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1100000.0,27673000.0,,
PaymentsToAcquireInvestments / USD,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,
PaymentsToAcquirePropertyPlantAndEquipment / USD,7250000.0,8275000.0,10561000.0,22223000.0,8045000.0,18260000.0,21710000.0,16202000.0,919000.0,2790000.0,4346000.0,24862000.0,1948000.0,33956000.0,36779000.0,5001000.0,5001000.0,11031000.0,24637000.0,40567000.0,7662000.0,15235000.0,25120000.0,35100000.0,29365000.0,3171000.0,9306000.0,15781000.0,24824000.0,13325000.0,24089000.0,34886000.0,24849000.0,11851000.0,25551000.0,44627000.0,44338000.0,10802000.0,23206000.0,34157000.0,58016000.0,10746000.0,20631000.0,28618000.0,45182000.0,110296000.0,36793000.0,44300000.0
PreferredStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0,10000000.0,10000000.0,10000000.0
PreferredStockSharesIssued / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
PrepaidExpenseAndOtherAssetsCurrent / USD,4506000.0,4506000.0,4506000.0,4506000.0,6357000.0,6357000.0,6357000.0,6357000.0,6819000.0,6819000.0,6819000.0,6819000.0,6237000.0,6237000.0,6237000.0,6237000.0,6237000.0,7516000.0,7516000.0,7516000.0,13435000.0,13435000.0,13435000.0,79427000.0,110856000.0,109795000.0,109795000.0,109795000.0,109795000.0,126985000.0,126985000.0,126985000.0,126985000.0,130195000.0,130195000.0,130195000.0,130195000.0,158799000.0,158799000.0,158799000.0,158799000.0,145144000.0,145144000.0,145144000.0,145144000.0,191834000.0,191834000.0,247426000.0
ProceedsFromIssuanceOfDebt / USD,,,,,,,,,,,,33696000.0,,,,20641000.0,20641000.0,5200000.0,36400000.0,17354000.0,4700000.0,14400000.0,24100000.0,84900000.0,207029000.0,25900000.0,41760000.0,41760000.0,107337000.0,0.0,0.0,10000000.0,41760000.0,6408000.0,14669000.0,62225000.0,164791000.0,269806000.0,587719000.0,938075000.0,127059000.0,79141000.0,144037000.0,164326000.0,1153317000.0,1818850000.0,1093860000.0,1185034000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17000.0,-38000.0,-59000.0,,-15000.0,-19000.0,-25000.0,-72000.0,76000.0,-33000.0,8000.0
ProceedsFromStockOptionsExercised / USD,594000.0,1142000.0,5961000.0,6351000.0,611000.0,1926000.0,7694000.0,10271000.0,359000.0,780000.0,1446000.0,8549000.0,1535000.0,4785000.0,19154000.0,1845000.0,1845000.0,12745000.0,21071000.0,23928000.0,951000.0,2439000.0,10661000.0,23338000.0,10878000.0,,0.0,0.0,3043000.0,0.0,2704000.0,23053000.0,0.0,5020000.0,10767000.0,20344000.0,28343000.0,6018000.0,11588000.0,15951000.0,28387000.0,8144000.0,15327000.0,24822000.0,20994000.0,25114000.0,30466000.0,6527000.0
ProductWarrantyAccrualClassifiedCurrent / USD,,,,,,,,5522000.0,6472000.0,6472000.0,6472000.0,6472000.0,7083000.0,7083000.0,7083000.0,7083000.0,7083000.0,6960000.0,7209000.0,7700000.0,7545000.0,6116000.0,5634000.0,6015000.0,5976000.0,8150000.0,8216000.0,8200000.0,7589000.0,8655000.0,8956000.0,9386000.0,8661000.0,11057000.0,10904000.0,10813000.0,9984000.0,9532000.0,8903000.0,9322000.0,10185000.0,8540000.0,8668000.0,9704000.0,9073000.0,10028000.0,9079000.0,9872000.0
ProductWarrantyAccrualNoncurrent / USD,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1661000.0,1496000.0,1685000.0,1745000.0,2095000.0,2218000.0,2316000.0,2295000.0,2630000.0,2486000.0,2348000.0,2373000.0,2670000.0,2600000.0,2712000.0,2395000.0,2701000.0,2680000.0,2673000.0,2678000.0,4163000.0,4608000.0,5268000.0,3064000.0,7614000.0,5780000.0,8081000.0
ProfitLoss / USD,,,,,,,,40213000.0,,,,29853000.0,,,,21292000.0,21292000.0,,,54151000.0,,,,92544000.0,66840000.0,19342000.0,37562000.0,48211000.0,46152000.0,26346000.0,50055000.0,65863000.0,71922000.0,26603000.0,54281000.0,72704000.0,84314000.0,25440000.0,67373000.0,144344000.0,111871000.0,184411000.0,360576000.0,446423000.0,285162000.0,855420000.0,639991000.0,424326000.0
PropertyPlantAndEquipmentGross / USD,,,,94718000.0,124344000.0,124344000.0,124344000.0,124344000.0,130288000.0,130288000.0,130288000.0,130288000.0,170579000.0,170579000.0,170579000.0,170579000.0,170579000.0,209836000.0,209836000.0,209836000.0,246961000.0,246961000.0,246961000.0,246961000.0,289225000.0,316112000.0,316112000.0,316112000.0,316112000.0,360531000.0,360531000.0,360531000.0,360531000.0,420535000.0,420535000.0,420535000.0,420535000.0,453730000.0,453730000.0,453730000.0,453730000.0,479627000.0,479627000.0,479627000.0,479627000.0,627904000.0,627904000.0,622733000.0
PropertyPlantAndEquipmentNet / USD,74438000.0,74438000.0,74438000.0,74438000.0,97419000.0,97419000.0,97419000.0,97419000.0,95912000.0,95912000.0,95912000.0,95912000.0,130589000.0,130589000.0,130589000.0,95912000.0,95912000.0,163038000.0,163038000.0,130589000.0,187949000.0,187949000.0,187949000.0,187949000.0,196631000.0,207337000.0,207337000.0,207337000.0,207337000.0,233785000.0,233785000.0,233785000.0,233785000.0,274713000.0,274713000.0,274713000.0,274713000.0,285972000.0,285972000.0,285972000.0,285972000.0,290240000.0,290240000.0,290240000.0,290240000.0,414008000.0,414008000.0,504488000.0
PropertyPlantAndEquipmentTransfersAndChanges / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,122000.0
ProvisionForDoubtfulAccounts / USD,161000.0,409000.0,578000.0,772000.0,-5000.0,25000.0,203000.0,499000.0,137000.0,75000.0,696000.0,217000.0,849000.0,1076000.0,1384000.0,929000.0,929000.0,-87000.0,194000.0,1476000.0,98000.0,805000.0,1014000.0,80000.0,334000.0,707000.0,1577000.0,3110000.0,-96000.0,56000.0,43000.0,1544000.0,7058000.0,-154000.0,-476000.0,-629000.0,-3081000.0,-124000.0,-636000.0,-815000.0,-800000.0,,,,-840000.0,,-13000000.0,
PurchaseObligation / USD,,,,,,,,,,,,249005000.0,211090000.0,211090000.0,211090000.0,211090000.0,211090000.0,378341000.0,378341000.0,378341000.0,334010000.0,334010000.0,334010000.0,354700000.0,382800000.0,383400000.0,579200000.0,381100000.0,193600000.0,119700000.0,248300000.0,306400000.0,569800000.0,508200000.0,816000000.0,628600000.0,562900000.0,512300000.0,422900000.0,932800000.0,2300000000.0,1400000000.0,1900000000.0,2900000000.0,6200000000.0,1800000000.0,1600000000.0,11600000000.0
RepaymentsOfDebt / USD,,,,,,,,,,,,28949000.0,700000.0,1400000.0,5620000.0,18073000.0,18073000.0,14400000.0,35300000.0,6320000.0,2900000.0,13300000.0,23700000.0,36000000.0,140452000.0,35900000.0,67700000.0,67700000.0,220299000.0,0.0,0.0,0.0,67700000.0,271000.0,537000.0,7300000.0,159191000.0,89476000.0,367295000.0,480795000.0,60629000.0,414737000.0,564662000.0,570446000.0,640695000.0,1939590000.0,1394391000.0,1106178000.0
ResearchAndDevelopmentArrangementContractToPerformForOthersCompensationEarned / USD,,,,2519000.0,,,,3354000.0,,,,2866000.0,,,,2112000.0,2112000.0,,,3132000.0,,,,6300000.0,10300000.0,,,,6100000.0,,,,2800000.0,,,,2100000.0,,,,10900000.0,,,,8200000.0,,20000000.0,
ResearchAndDevelopmentExpense / USD,10446000.0,22743000.0,34945000.0,37382000.0,13824000.0,29481000.0,46643000.0,48108000.0,18221000.0,37045000.0,55651000.0,64223000.0,20236000.0,40664000.0,61234000.0,75208000.0,75208000.0,46974000.0,72516000.0,84257000.0,28326000.0,58590000.0,89846000.0,101402000.0,143992000.0,42994000.0,88918000.0,133718000.0,165104000.0,49572000.0,105144000.0,154730000.0,179907000.0,54798000.0,107527000.0,165439000.0,221478000.0,65143000.0,130614000.0,201483000.0,224369000.0,74243000.0,144943000.0,222458000.0,272273000.0,336077000.0,307260000.0,132243000.0
RestrictedCash / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501000.0,,,
RestrictedCashAndCashEquivalentsNoncurrent / USD,,,,,,,,,,,,,450000.0,450000.0,450000.0,450000.0,450000.0,840000.0,840000.0,840000.0,1851000.0,1851000.0,1851000.0,1851000.0,,2303000.0,2303000.0,2303000.0,,1607000.0,1607000.0,1607000.0,,932000.0,932000.0,932000.0,,911000.0,911000.0,911000.0,,501000.0,501000.0,501000.0,507000.0,507000.0,507000.0,2390000.0
RestrictedCashNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,2202000.0,,,,2303000.0,,,,1607000.0,,,,932000.0,,,,,,,,,,507000.0,2390000.0
RetainedEarningsAccumulatedDeficit / USD,166798000.0,166798000.0,166798000.0,166798000.0,196651000.0,196651000.0,196651000.0,196651000.0,217930000.0,217930000.0,217930000.0,217930000.0,272087000.0,272087000.0,272087000.0,272087000.0,272087000.0,373950000.0,373950000.0,373950000.0,445971000.0,445971000.0,445971000.0,419119000.0,532271000.0,611903000.0,611903000.0,611903000.0,611903000.0,696211000.0,696211000.0,696211000.0,696211000.0,657760000.0,657760000.0,657760000.0,657760000.0,942923000.0,942923000.0,942923000.0,942923000.0,1433014000.0,1433014000.0,1433014000.0,1433014000.0,2585680000.0,2585680000.0,3434539000.0
