fact_unit,2011-07-29,2011-10-28,2012-03-02,2012-05-04,2012-08-01,2012-10-31,2013-03-01,2013-05-03,2013-08-02,2013-11-01,2014-02-28,2014-05-02,2014-08-01,2014-11-05,2015-03-03,2015-05-11,2015-08-07,2015-11-09,2015-11-19,2016-03-11,2016-05-06,2016-08-05,2016-11-04,2017-03-01,2017-05-09,2017-08-04,2017-11-09,2018-03-01,2018-05-10,2018-08-08,2018-11-02,2019-03-01,2019-05-03,2019-08-02,2019-11-01,2020-02-21,2020-05-01,2020-07-31,2020-10-30,2021-02-26,2021-05-06,2021-07-21,2021-08-05,2021-11-04,2022-03-01,2022-05-10,2022-08-01,2022-11-08,2023-02-28,2023-05-03,2023-08-02,2023-11-01,2024-02-22,2024-05-07,2024-08-06,2024-11-05,2025-02-20,2025-05-01,2025-07-31,2025-10-30
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,300000000.0,,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0,300000000.0
CommonStockSharesIssued / shares,96769000.0,96769000.0,96769000.0,96806000.0,96806000.0,96806000.0,96806000.0,96916000.0,96916000.0,96916000.0,96916000.0,97905000.0,97905000.0,97905000.0,97905000.0,98226000.0,98226000.0,98226000.0,97905000.0,98226000.0,109726000.0,109726000.0,109726000.0,109726000.0,111564000.0,111564000.0,111564000.0,111564000.0,113572000.0,113572000.0,113572000.0,113572000.0,115078000.0,115078000.0,115078000.0,115078000.0,116052000.0,116052000.0,116052000.0,116052000.0,116829000.0,,116829000.0,116829000.0,116829000.0,179820000.0,179820000.0,179820000.0,179820000.0,138864000.0,138864000.0,138864000.0,138864000.0,121857000.0,121857000.0,121857000.0,121857000.0,113578000.0,113578000.0,113578000.0
CommonStockSharesOutstanding / shares,96769000.0,96769000.0,96769000.0,96806000.0,96806000.0,96806000.0,96806000.0,96916000.0,96916000.0,96916000.0,96916000.0,97905000.0,97905000.0,97905000.0,97905000.0,98226000.0,98226000.0,98226000.0,97905000.0,98226000.0,109726000.0,109726000.0,109726000.0,109726000.0,111564000.0,111564000.0,111564000.0,111564000.0,113572000.0,113572000.0,113572000.0,113572000.0,115078000.0,115078000.0,115078000.0,115078000.0,116052000.0,116052000.0,116052000.0,116052000.0,116829000.0,,116829000.0,116829000.0,116829000.0,179820000.0,179820000.0,179820000.0,179820000.0,138864000.0,138864000.0,138864000.0,138864000.0,121857000.0,121857000.0,121857000.0,121857000.0,113578000.0,113578000.0,113578000.0
CommonStockValue / USD,949000.0,949000.0,949000.0,950000.0,950000.0,950000.0,950000.0,957000.0,957000.0,957000.0,957000.0,973000.0,973000.0,973000.0,973000.0,982000.0,982000.0,982000.0,973000.0,982000.0,1097000.0,1097000.0,1097000.0,1097000.0,1115000.0,1115000.0,1115000.0,1115000.0,1136000.0,1136000.0,1136000.0,1136000.0,1151000.0,1151000.0,1151000.0,1151000.0,1161000.0,1161000.0,1161000.0,1161000.0,1168000.0,,1168000.0,1168000.0,1168000.0,1798000.0,1798000.0,1798000.0,1798000.0,1389000.0,1389000.0,1389000.0,1389000.0,1219000.0,1219000.0,1219000.0,1219000.0,1136000.0,1136000.0,1136000.0
ContractWithCustomerAssetNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57265000.0,207587000.0,207587000.0,207587000.0,207587000.0,183700000.0,183700000.0,183700000.0,183700000.0,165677000.0,165677000.0,165677000.0,165677000.0,151095000.0,151095000.0,151095000.0
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58455000.0,216097000.0,216097000.0,216097000.0,216097000.0,193178000.0,193178000.0,193178000.0,193178000.0,162659000.0,162659000.0,162659000.0,162659000.0,168208000.0,168208000.0,168208000.0
CostOfGoodsAndServicesSold / USD,304690000.0,449555000.0,535480000.0,131396000.0,294986000.0,467741000.0,568587000.0,174270000.0,392525000.0,626592000.0,621148000.0,257355000.0,573271000.0,883708000.0,856110000.0,270994000.0,603738000.0,940998000.0,856110000.0,1169972000.0,287253000.0,638160000.0,1589449000.0,1247099000.0,1047366000.0,2306335000.0,3615199000.0,2662967000.0,1157012000.0,2539512000.0,3959099000.0,4770536000.0,1289384000.0,2882944000.0,4478630000.0,5306818000.0,1189325000.0,2576692000.0,4016585000.0,5801831000.0,1321608000.0,,2749919000.0,4474718000.0,5303602000.0,3104221000.0,7097752000.0,10893890000.0,6336290000.0,3848758000.0,8362870000.0,12109601000.0,14042900000.0,2511914000.0,5445858000.0,8399020000.0,14982039000.0,2591498000.0,5585154000.0,8431315000.0
CostOfGoodsAndServicesSoldDepreciationAndAmortization / USD,,,,,,,5500000.0,,,,4100000.0,,,,3100000.0,,,,3100000.0,2400000.0,,,,2500000.0,,,,5300000.0,,,,9500000.0,4400000.0,9200000.0,13900000.0,9800000.0,,,,18600000.0,5000000.0,,10100000.0,15300000.0,19700000.0,,,,20800000.0,,,,43500000.0,,,,48700000.0,,,
CurrentFederalTaxExpenseBenefit / USD,,,,,,,-98000.0,,,,-594000.0,,,,-594000.0,,,,-594000.0,-594000.0,,,,,,,,1831000.0,,,,1831000.0,,,,1831000.0,,,,-1831000.0,,,,,3678000.0,,,,66017000.0,,,,475737000.0,,,,789465000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,123000.0,,,,400000.0,,,,119000.0,,,,119000.0,-148000.0,,,,587000.0,,,,1100000.0,,,,2115000.0,,,,4044000.0,,,,3741000.0,,,,,9952000.0,,,,78015000.0,,,,560704000.0,,,,914925000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,221000.0,,,,400000.0,,,,119000.0,,,,119000.0,446000.0,,,,587000.0,,,,1100000.0,,,,2115000.0,,,,2213000.0,,,,5572000.0,,,,,6274000.0,,,,11998000.0,,,,84967000.0,,,,125460000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,303803000.0,303803000.0,303803000.0,368749000.0,368749000.0,368749000.0,368749000.0,,,,383904000.0,,,,383904000.0,1708625000.0,,,,1585258000.0,,,,1562950000.0,,,1803451000.0,1803451000.0,1577127000.0,1577127000.0,1577127000.0,1577127000.0,1299982000.0,1299982000.0,1299982000.0,1299982000.0,1642445000.0,,1642445000.0,1642445000.0,1642445000.0,2957282000.0,2957282000.0,2957282000.0,1000000000.0,3015386000.0,3015386000.0,3015386000.0,1000000000.0,3209345000.0,3209345000.0,3209345000.0,1000000000.0,3704113000.0,3704113000.0,3704113000.0
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet / USD,,,,,,,,,,,,,,,,,,,,,,,46022000.0,46022000.0,29172000.0,29172000.0,29172000.0,29172000.0,19031000.0,19031000.0,19031000.0,19031000.0,15833000.0,15833000.0,15833000.0,15833000.0,8709000.0,8709000.0,8709000.0,8709000.0,18205000.0,,18205000.0,18205000.0,18205000.0,27500000.0,27500000.0,27500000.0,-27500000.0,-31189000.0,-31189000.0,-31189000.0,-31189000.0,-28285000.0,-28285000.0,-28285000.0,-28285000.0,-37277000.0,-37277000.0,-37277000.0
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,-1384000.0,,,,1689000.0,,,,378000.0,,,,378000.0,827000.0,,,,457000.0,,,,2530000.0,,,,-110720000.0,,,,49710000.0,,,,45934000.0,,,,,45955000.0,,,,16270000.0,,,,-33803000.0,,,,-73016000.0,,,
DeferredIncomeTaxExpenseBenefit / USD,-585000.0,-1091000.0,411000.0,-66000.0,1566000.0,1692000.0,-1235000.0,116000.0,226000.0,338000.0,1817000.0,134000.0,429000.0,875000.0,458000.0,-48000.0,80000.0,361000.0,458000.0,917000.0,267000.0,28000.0,396000.0,524000.0,4342000.0,6650000.0,-124787000.0,3287000.0,40000.0,15573000.0,29060000.0,-124787000.0,1497000.0,18863000.0,35829000.0,49104000.0,9638000.0,21390000.0,36547000.0,51823000.0,875000.0,,2248000.0,3155000.0,50994000.0,-8857000.0,-32753000.0,-65696000.0,16614000.0,-7398000.0,-22627000.0,-57183000.0,-34573000.0,-21469000.0,-37902000.0,-72688000.0,-92461000.0,-8368000.0,-27322000.0,-46000000.0
DeferredIncomeTaxLiabilities / USD,,,,,,,8193000.0,,,,8527000.0,,,,9195000.0,,,,9195000.0,10504000.0,,,,28227000.0,,,,33341000.0,,,,30893000.0,,,,58912000.0,,,,150981000.0,,,,,177398000.0,,,,582320000.0,,,,511975000.0,,,,417430000.0,,,148200000.0
DeferredIncomeTaxLiabilitiesNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967000.0,18836000.0,36645000.0,36645000.0,36645000.0,36645000.0,36645000.0,49495000.0,,49495000.0,49495000.0,49495000.0,362121000.0,362121000.0,362121000.0,362121000.0,269660000.0,269660000.0,269660000.0,269660000.0,167199000.0,167199000.0,167199000.0,167199000.0,148167000.0,148167000.0,148167000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit / USD,,,,,,,149000.0,,,,128000.0,,,,80000.0,,,,80000.0,90000.0,,,,67000.0,,,,757000.0,,,,-14067000.0,,,,-606000.0,,,,5889000.0,,,,,5039000.0,,,,344000.0,,,,-770000.0,,,,-19445000.0,,,
DeferredTaxAssetsInventory / USD,,,,,,,1364000.0,,,,1666000.0,,,,5117000.0,,,,5117000.0,6394000.0,,,,8200000.0,,,,24628000.0,,,,11370000.0,,,,13348000.0,,,,5394000.0,,,,,6152000.0,,,,10387000.0,,,,14965000.0,,,,13132000.0,,,
DeferredTaxAssetsNet / USD,,,,,,,3911000.0,,,,3788000.0,,,,3539000.0,,,,3539000.0,4323000.0,,,,18760000.0,,,,148661000.0,,,,105998000.0,,,,81678000.0,,,,122753000.0,,,,,132556000.0,,,,220199000.0,,,,242315000.0,,,,250231000.0,,,
DeferredTaxAssetsOther / USD,,,,,,,482000.0,,,,460000.0,,,,435000.0,,,,435000.0,512000.0,,,,4494000.0,,,,,,,,,,,,1677000.0,,,,1677000.0,,,,,3746000.0,,,,3098000.0,,,,4751000.0,,,,7813000.0,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost / USD,,,,,,,6288000.0,,,,6940000.0,,,,7943000.0,,,,7943000.0,8066000.0,,,,7284000.0,,,,7429000.0,,,,4702000.0,,,,4770000.0,,,,3325000.0,,,,,3549000.0,,,,5008000.0,,,,5696000.0,,,,8643000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities / USD,,,,,,,581000.0,,,,1055000.0,,,,1897000.0,,,,1897000.0,1764000.0,,,,6786000.0,,,,13664000.0,,,,9615000.0,,,,10019000.0,,,,8219000.0,,,,,19182000.0,,,,31828000.0,,,,33146000.0,,,,36719000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts / USD,,,,,,,,,,,715000.0,,,,921000.0,,,,921000.0,658000.0,,,,1358000.0,,,,5023000.0,,,,3355000.0,,,,3892000.0,,,,3799000.0,,,,,4726000.0,,,,8742000.0,,,,16480000.0,,,,10338000.0,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance / USD,,,,,,,,,,,2848000.0,,,,3596000.0,,,,3596000.0,4461000.0,,,,7156000.0,,,,15128000.0,,,,11299000.0,,,,13245000.0,,,,14277000.0,,,,,16582000.0,,,,32080000.0,,,,33824000.0,,,,34556000.0,,,
DeferredTaxAssetsValuationAllowance / USD,,,,,,,52839000.0,,,,87664000.0,,,,112392000.0,,,,112392000.0,127700000.0,,136500000.0,136500000.0,143682000.0,,,,133183000.0,,,,136548000.0,,,,2409000.0,,,,2409000.0,,,,,2409000.0,,,,2573000.0,,,,0.0,,,,0.0,,,
DeferredTaxLiabilities / USD,,,,,,,4282000.0,,,,,,,,5656000.0,,,,5656000.0,6181000.0,,,,9467000.0,,,,,,,,,,,,28228000.0,,,,28228000.0,,,,,44842000.0,,,,362121000.0,,,,269660000.0,,,,167199000.0,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets / USD,,,,,,,6996000.0,,,,7394000.0,,,,7812000.0,,,,7812000.0,8281000.0,,,,11502000.0,,,,15956000.0,,,,19431000.0,,,,28055000.0,,,,37426000.0,,,,,47490000.0,,,,307165000.0,,,,231223000.0,,,,121052000.0,,,
DeferredTaxLiabilitiesPrepaidExpenses / USD,,,,,,,1197000.0,,,,1133000.0,,,,1383000.0,,,,1383000.0,2223000.0,,,,6344000.0,,,,3799000.0,,,,2706000.0,,,,2845000.0,,,,2393000.0,,,,,3914000.0,,,,8960000.0,,,,7953000.0,,,,11064000.0,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,10381000.0,,,,10381000.0,,,,13058000.0,,,,8593000.0,,,,26670000.0,,,,37991000.0,,,,,57353000.0,,,,156315000.0,,,,158173000.0,,,,166799000.0,,,
DefinedContributionPlanCostRecognized / USD,,,,,,,300000.0,,,,300000.0,,,,300000.0,,,,300000.0,400000.0,,,,400000.0,,,,6500000.0,,,,4600000.0,,,,4600000.0,,,,6800000.0,,,,,7800000.0,,,,8100000.0,,,,30200000.0,,,,36400000.0,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent / pure,,,,,,,,,,,0.15,,,,0.15,,,,0.15,0.15,,,,0.15,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,,,0.75,,,,0.75,,,,0.75,,,,0.75,,,
Depreciation / USD,,,,,,,14900000.0,,,,13500000.0,,,,10700000.0,,,,10700000.0,8900000.0,,,,8500000.0,,,,46300000.0,,,,87200000.0,17400000.0,36000000.0,55200000.0,71100000.0,,,,74400000.0,23700000.0,,46600000.0,70600000.0,84000000.0,,,,94500000.0,,,,189300000.0,,,,194600000.0,,,
DepreciationDepletionAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,61349000.0,86901000.0,58280000.0,23592000.0,47765000.0,70796000.0,109793000.0,22819000.0,47587000.0,72691000.0,92993000.0,23576000.0,47390000.0,71771000.0,97906000.0,29400000.0,,57875000.0,87298000.0,100038000.0,134331000.0,261553000.0,401500000.0,116566000.0,111946000.0,229805000.0,355472000.0,547352000.0,136549000.0,275515000.0,416126000.0,497140000.0,140381000.0,283736000.0,425441000.0
EarningsPerShareBasic / USD/shares,,,,,,,,,,-0.47,-0.12,,-0.62,-0.49,-0.6,-0.03,0.07,0.16,-0.6,-0.44,-0.07,-0.04,-0.12,0.19,-0.15,0.11,1.25,-0.22,0.03,0.37,0.73,1.3,0.2,0.7,1.34,0.34,0.31,0.89,1.56,1.79,0.08,,0.75,1.49,1.92,0.84,3.24,6.23,2.69,3.61,9.36,14.12,8.55,2.44,5.59,9.19,16.98,2.12,5.0,7.45
