fact_unit,2010-08-03,2010-10-28,2011-02-18,2011-04-29,2011-08-02,2011-11-01,2012-02-24,2012-05-03,2012-08-02,2012-11-02,2013-02-22,2013-05-03,2013-08-02,2013-10-31,2014-02-21,2014-05-02,2014-07-31,2014-10-31,2015-02-20,2015-05-01,2015-07-30,2015-10-30,2016-02-19,2016-04-29,2016-08-02,2016-11-03,2017-02-24,2017-05-02,2017-08-03,2017-11-03,2018-02-23,2018-05-02,2018-08-03,2018-11-08,2019-02-22,2019-05-01,2019-08-08,2019-11-07,2020-02-21,2020-05-08,2020-08-06,2020-10-30,2021-02-24,2021-05-05,2021-08-05,2021-11-05,2022-02-25,2022-05-04,2022-08-03,2022-11-03,2023-02-27,2023-05-04,2023-08-03,2023-11-02,2024-02-27,2024-05-02,2024-08-01,2024-11-06,2025-02-25,2025-05-01,2025-08-06,2025-11-03
AccountsPayableCurrent / USD,240637000.0,240637000.0,240637000.0,236354000.0,236354000.0,236354000.0,236354000.0,326987000.0,326987000.0,326987000.0,326987000.0,221312000.0,221312000.0,221312000.0,221312000.0,284516000.0,284516000.0,284516000.0,284516000.0,295211000.0,295211000.0,295211000.0,295211000.0,297480000.0,297480000.0,297480000.0,297480000.0,264631000.0,264631000.0,264631000.0,264631000.0,256442000.0,256442000.0,256442000.0,256442000.0,277336000.0,277336000.0,277336000.0,277336000.0,346448000.0,346448000.0,346448000.0,346448000.0,318585000.0,318585000.0,318585000.0,318585000.0,393083000.0,393083000.0,393083000.0,393083000.0,430425000.0,430425000.0,430425000.0,430425000.0,442455000.0,442455000.0,442455000.0,442455000.0,485426000.0,485426000.0,485426000.0
AccountsReceivableGrossCurrent / USD,301915000.0,301915000.0,301915000.0,324207000.0,324207000.0,324207000.0,324207000.0,284183000.0,284183000.0,284183000.0,284183000.0,277225000.0,277225000.0,277225000.0,277225000.0,299904000.0,299904000.0,299904000.0,299904000.0,297740000.0,297740000.0,297740000.0,297740000.0,274691000.0,274691000.0,274691000.0,274691000.0,250491000.0,250491000.0,250491000.0,250491000.0,305147000.0,305147000.0,305147000.0,305147000.0,267887000.0,267887000.0,267887000.0,267887000.0,266426000.0,266426000.0,266426000.0,266426000.0,313576000.0,313576000.0,313576000.0,313576000.0,391923000.0,391923000.0,391923000.0,391923000.0,453209000.0,453209000.0,453209000.0,453209000.0,513892000.0,513892000.0,513892000.0,513892000.0,525608000.0,525608000.0,525608000.0
AccumulatedDeferredInvestmentTaxCredit / USD,,,,,,,,,,,,,5033000.0,8974000.0,99819000.0,152361000.0,152361000.0,152361000.0,152361000.0,178607000.0,178607000.0,178607000.0,178607000.0,187080000.0,187080000.0,187080000.0,187080000.0,210162000.0,210162000.0,210162000.0,210162000.0,205575000.0,205575000.0,205575000.0,205575000.0,200405000.0,200405000.0,200405000.0,200405000.0,196468000.0,196468000.0,196468000.0,196468000.0,191372000.0,191372000.0,191372000.0,191372000.0,186570000.0,186570000.0,186570000.0,186570000.0,180677000.0,180677000.0,180677000.0,180677000.0,257743000.0,257743000.0,257743000.0,257743000.0,249490000.0,249490000.0,249490000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,4340645000.0,4340645000.0,4340645000.0,4514204000.0,4514204000.0,4514204000.0,4514204000.0,4709991000.0,4709991000.0,4709991000.0,4709991000.0,4929613000.0,4929613000.0,4929613000.0,4929613000.0,5300219000.0,5300219000.0,5300219000.0,5300219000.0,5397751000.0,5397751000.0,5397751000.0,5397751000.0,5594094000.0,5594094000.0,5594094000.0,5594094000.0,5970100000.0,5970100000.0,5970100000.0,5970100000.0,6128535000.0,6128535000.0,6128535000.0,6128535000.0,6366014000.0,6366014000.0,6366014000.0,6366014000.0,6637857000.0,6637857000.0,6637857000.0,6637857000.0,7110310000.0,7110310000.0,7110310000.0,7110310000.0,7504603000.0,7504603000.0,7504603000.0,7504603000.0,7929878000.0,7929878000.0,7929878000.0,7929878000.0,8408040000.0,8408040000.0,8408040000.0,8408040000.0,9027426000.0,9027426000.0,9027426000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-131587000.0,-131587000.0,-131587000.0,-159767000.0,-159767000.0,-159767000.0,-159767000.0,-152163000.0,-152163000.0,-152163000.0,-152163000.0,-114008000.0,-114008000.0,-114008000.0,-114008000.0,-114008000.0,-114008000.0,-114008000.0,-114008000.0,-78053000.0,-78053000.0,-78053000.0,-78053000.0,-44748000.0,-44748000.0,-44748000.0,-44748000.0,-43822000.0,-43822000.0,-43822000.0,-43822000.0,-45002000.0,-45002000.0,-45002000.0,-45002000.0,-47708000.0,-47708000.0,-47708000.0,-47708000.0,-57096000.0,-57096000.0,-57096000.0,-57096000.0,-62796000.0,-62796000.0,-62796000.0,-62796000.0,-54861000.0,-54861000.0,-54861000.0,-54861000.0,-31435000.0,-31435000.0,-31435000.0,-31435000.0,-33144000.0,-33144000.0,-33144000.0,-33144000.0,-30942000.0,-30942000.0,-30942000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,5000000.0,,,,15000000.0,,,,23000000.0,,,,32000000.0,,,,25000000.0,,,,33000000.0,,,,19000000.0,,,,19000000.0,,,,21000000.0,,,,20000000.0,,,,18000000.0,,,,18000000.0,,,,18000000.0,,,,16000000.0,,,
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069000.0,4069000.0,4069000.0,2513000.0,8171000.0,8171000.0,8171000.0,4069000.0,19782000.0,19782000.0,19782000.0,8171000.0,25354000.0,25354000.0,25354000.0,19782000.0,23778000.0,23778000.0,23778000.0,25354000.0,22433000.0,22433000.0,22433000.0
AllowanceForDoubtfulAccountsReceivableCurrent / USD,6153000.0,6153000.0,6153000.0,7981000.0,7981000.0,7981000.0,7981000.0,3748000.0,3748000.0,3748000.0,3748000.0,3340000.0,3340000.0,3340000.0,3340000.0,3203000.0,3203000.0,3203000.0,3203000.0,3094000.0,3094000.0,3094000.0,3094000.0,3125000.0,3125000.0,3125000.0,3125000.0,3037000.0,3037000.0,3037000.0,3037000.0,2513000.0,2513000.0,2513000.0,2513000.0,4069000.0,4069000.0,4069000.0,4069000.0,8171000.0,8171000.0,8171000.0,8171000.0,19782000.0,19782000.0,19782000.0,19782000.0,25354000.0,25354000.0,25354000.0,25354000.0,23778000.0,23778000.0,23778000.0,23778000.0,22433000.0,22433000.0,22433000.0,22433000.0,24849000.0,24849000.0,24849000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7717000.0,7717000.0,7717000.0,9314000.0,9022000.0,9022000.0,9022000.0,7717000.0,16679000.0,16679000.0,16679000.0,9022000.0,18582000.0,18582000.0,18582000.0,16679000.0,24744000.0,24744000.0,24744000.0,18582000.0,33383000.0,33383000.0,33383000.0
AllowanceForFundsUsedDuringConstructionInvestingActivities / USD,-7145000.0,-8568000.0,-18820000.0,-3080000.0,-6395000.0,-12553000.0,-10745000.0,-3576000.0,-7432000.0,-14371000.0,-16778000.0,-3151000.0,-6598000.0,-10428000.0,-18358000.0,-3990000.0,-7626000.0,-10861000.0,-14971000.0,-3770000.0,-7560000.0,-11039000.0,-14861000.0,-4216000.0,-8538000.0,-12056000.0,-15457000.0,-5227000.0,-10528000.0,-14848000.0,-16259000.0,-4472000.0,-9378000.0,-15378000.0,-19970000.0,-6755000.0,-13046000.0,-18959000.0,-22112000.0,-6665000.0,-11159000.0,-14645000.0,-25180000.0,-4076000.0,-8825000.0,-13488000.0,-18528000.0,-4994000.0,-10193000.0,-15466000.0,-18530000.0,-4422000.0,-10111000.0,-18381000.0,-21052000.0,-12722000.0,-25039000.0,-34131000.0,-28030000.0,-13141000.0,-24177000.0,-36078000.0
