fact_unit,2010-08-03,2010-11-09,2011-02-23,2011-05-03,2011-08-05,2011-11-03,2012-02-27,2012-05-02,2012-05-03,2012-08-01,2012-10-31,2013-02-27,2013-05-02,2013-07-30,2013-10-29,2014-02-25,2014-04-29,2014-07-29,2014-10-29,2015-02-24,2015-04-28,2015-07-28,2015-10-27,2016-02-23,2016-04-26,2016-07-27,2016-10-26,2017-02-21,2017-04-25,2017-07-27,2017-10-31,2018-02-20,2018-04-26,2018-07-31,2018-10-30,2019-02-19,2019-05-01,2019-07-31,2019-10-30,2020-02-18,2020-05-07,2020-07-29,2020-10-30,2021-02-18,2021-04-28,2021-07-29,2021-10-14,2021-10-27,2022-02-15,2022-04-27,2022-07-27,2022-10-27,2023-02-13,2023-04-27,2023-07-27,2023-10-27,2024-02-20,2024-05-01,2024-07-31,2024-10-31,2025-02-18,2025-05-01,2025-07-31,2025-10-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,118682000.0,118682000.0,118682000.0,118682000.0,91282000.0,91282000.0,91282000.0,91282000.0,81356000.0,81356000.0,81356000.0,81356000.0,103835000.0,103835000.0,103835000.0,103835000.0,102956000.0,102956000.0,102956000.0,102956000.0,76343000.0,76343000.0,76343000.0,76343000.0,90032000.0,90032000.0,90032000.0,90032000.0,110999000.0,110999000.0,,110999000.0,110999000.0,136954000.0,136954000.0,136954000.0,136954000.0,153220000.0,153220000.0,153220000.0,153220000.0,141311000.0,141311000.0,141311000.0,141311000.0,115105000.0,115105000.0,115105000.0
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,18786000.0,18786000.0,18786000.0,18786000.0,17388000.0,17388000.0,17388000.0,17388000.0,18349000.0,18349000.0,18349000.0,18349000.0,20608000.0,20608000.0,20608000.0,20608000.0,29445000.0,29445000.0,29445000.0,29445000.0,29946000.0,29946000.0,,29946000.0,29946000.0,33095000.0,33095000.0,33095000.0,33095000.0,37681000.0,37681000.0,37681000.0,37681000.0,47107000.0,47107000.0,47107000.0,47107000.0,46403000.0,46403000.0,46403000.0
AccumulatedDistributionsInExcessOfNetIncome / USD,687180000.0,687180000.0,687180000.0,973864000.0,687180000.0,973864000.0,973864000.0,1142895000.0,973864000.0,1142895000.0,1142895000.0,1142895000.0,1143781000.0,1143781000.0,-1143781000.0,-1143781000.0,1342070000.0,1342070000.0,1342070000.0,1342070000.0,1528917000.0,1528917000.0,1528917000.0,1528917000.0,1584459000.0,1584459000.0,1584459000.0,1584459000.0,1585825000.0,1585825000.0,1585825000.0,1585825000.0,1871603000.0,1871603000.0,1871603000.0,1871603000.0,2063996000.0,2063996000.0,2063996000.0,2063996000.0,2462132000.0,2462132000.0,2462132000.0,2462132000.0,2685770000.0,2685770000.0,,2685770000.0,2685770000.0,3485080000.0,3485080000.0,3485080000.0,3485080000.0,3451587000.0,3451587000.0,3451587000.0,3451587000.0,3554892000.0,3554892000.0,3554892000.0,3554892000.0,4179415000.0,4179415000.0,4179415000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,2000.0,2000.0,2000.0,-3469000.0,2000.0,-3469000.0,-3469000.0,-13902000.0,-3469000.0,-13902000.0,-13902000.0,-13902000.0,-11257000.0,-11257000.0,-11257000.0,-11257000.0,-5125000.0,-5125000.0,-5125000.0,-5125000.0,-8855000.0,-8855000.0,-8855000.0,-8855000.0,-12678000.0,-12678000.0,-12678000.0,-12678000.0,-5609000.0,-5609000.0,-5609000.0,-5609000.0,-2681000.0,-2681000.0,-2681000.0,-2681000.0,-67000.0,-67000.0,-67000.0,-67000.0,-10448000.0,-10448000.0,-10448000.0,-10448000.0,-9144000.0,-9144000.0,,-9144000.0,-9144000.0,-4261000.0,-4261000.0,-4261000.0,-4261000.0,8344000.0,8344000.0,8344000.0,8344000.0,4914000.0,4914000.0,4914000.0,4914000.0,3638000.0,3638000.0,3638000.0
AdditionalPaidInCapital / USD,1948669000.0,1948669000.0,1948669000.0,2450141000.0,1948669000.0,2450141000.0,2450141000.0,3340470000.0,2450141000.0,3340470000.0,3340470000.0,3340470000.0,4098882000.0,4098882000.0,4098882000.0,4098882000.0,4109765000.0,4109765000.0,4109765000.0,4109765000.0,4223747000.0,4223747000.0,4223747000.0,4223747000.0,4447816000.0,4447816000.0,4447816000.0,4447816000.0,4635413000.0,4635413000.0,4635413000.0,4635413000.0,4651205000.0,4651205000.0,4651205000.0,4651205000.0,4920732000.0,4920732000.0,4920732000.0,4920732000.0,5781975000.0,5781975000.0,5781975000.0,5781975000.0,5881383000.0,5881383000.0,,5881383000.0,5881383000.0,6884269000.0,6884269000.0,6884269000.0,6884269000.0,7493423000.0,7493423000.0,7493423000.0,7493423000.0,7493217000.0,7493217000.0,7493217000.0,7493217000.0,7572480000.0,7572480000.0,7572480000.0
AdvanceRent / USD,,,,,,,,,,,,,,,,,,,,,,34064000.0,34064000.0,34064000.0,36330000.0,36330000.0,36330000.0,36330000.0,34238000.0,34238000.0,34238000.0,34238000.0,31916000.0,31916000.0,31916000.0,31916000.0,35060000.0,35060000.0,35060000.0,35060000.0,48353000.0,48353000.0,48353000.0,48353000.0,49008000.0,49008000.0,,49008000.0,49008000.0,55441000.0,55441000.0,55441000.0,55441000.0,51999000.0,51999000.0,51999000.0,51999000.0,50528000.0,50528000.0,50528000.0,50528000.0,61592000.0,61592000.0,61592000.0
AdvertisingExpense / USD,,,,,,,5700000.0,,5700000.0,,,6400000.0,,,,5400000.0,,,,6200000.0,,,,5700000.0,,,,6000000.0,,,,6400000.0,,,,6400000.0,,,,6200000.0,,,,6700000.0,,,,,6500000.0,,,,7900000.0,,,,8300000.0,,,,8700000.0,,,
Assets / USD,5132617000.0,5132617000.0,5132617000.0,5529540000.0,5132617000.0,5529540000.0,5529540000.0,6721354000.0,5529540000.0,6721354000.0,6721354000.0,6721354000.0,6859103000.0,6859103000.0,6859103000.0,6859103000.0,6807722000.0,6807722000.0,6807722000.0,6807722000.0,6846534000.0,6846534000.0,6846534000.0,6828728000.0,7663844000.0,7663844000.0,7663844000.0,7663844000.0,7679584000.0,7679584000.0,7679584000.0,7679584000.0,7733273000.0,7733273000.0,7733273000.0,7733273000.0,7711728000.0,7711728000.0,7711728000.0,7711728000.0,9636472000.0,9636472000.0,9636472000.0,9636472000.0,9637533000.0,9637533000.0,,9637533000.0,9637533000.0,10775220000.0,10775220000.0,10775220000.0,10775220000.0,11038470000.0,11038470000.0,11038470000.0,11038470000.0,11373242000.0,11373242000.0,11373242000.0,11373242000.0,10897586000.0,10897586000.0,10897586000.0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill / USD,,,,,,,,,,,,,,,,,,,,,,,,25455000.0,,,,,,,,,,,,,35954000.0,35954000.0,40570000.0,40570000.0,40570000.0,40570000.0,40570000.0,40570000.0,40570000.0,40570000.0,,40570000.0,40570000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,50013000.0,11933000.0,11933000.0,11933000.0
CapitalExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,19372000.0,23523000.0,13922000.0,34746000.0,21220000.0,42940000.0,44564000.0,20375000.0,34336000.0,49295000.0,48995000.0,46285000.0,39749000.0,32613000.0,23437000.0,43930000.0,10745000.0,12251000.0,12174000.0,10304000.0,25568000.0,26400000.0,,27705000.0,16635000.0,31628000.0,38541000.0,37056000.0,31387000.0,43571000.0,48623000.0,47862000.0,39856000.0,35524000.0,32788000.0,42760000.0,56336000.0,34728000.0,27881000.0,21214000.0
CashAndCashEquivalentsAtCarryingValue / USD,12740000.0,12740000.0,3219000.0,5985000.0,3219000.0,5985000.0,12740000.0,9486000.0,12740000.0,9486000.0,9486000.0,5985000.0,12503000.0,12503000.0,12503000.0,9486000.0,12115000.0,12115000.0,12115000.0,12503000.0,30249000.0,30249000.0,30249000.0,12115000.0,15224000.0,15224000.0,15224000.0,30249000.0,6742000.0,6742000.0,6742000.0,15224000.0,2112000.0,2112000.0,2112000.0,6742000.0,2038000.0,2038000.0,2038000.0,2112000.0,185216000.0,185216000.0,185216000.0,2038000.0,8106000.0,8106000.0,,8106000.0,185216000.0,1409000.0,1409000.0,1409000.0,8106000.0,967000.0,967000.0,967000.0,1409000.0,1193000.0,1193000.0,1193000.0,967000.0,2922000.0,2922000.0,2922000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22106000.0,22106000.0,22106000.0,27540000.0,21830000.0,21830000.0,21830000.0,22106000.0,208891000.0,208891000.0,208891000.0,21830000.0,33291000.0,33291000.0,,33291000.0,208891000.0,24171000.0,24171000.0,24171000.0,33291000.0,28418000.0,28418000.0,28418000.0,24171000.0,30194000.0,30194000.0,30194000.0,28418000.0,34866000.0,34866000.0,34866000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5434000.0,-977000.0,9082000.0,6250000.0,-276000.0,-184737000.0,-184868000.0,-185350000.0,187061000.0,-10362000.0,-10415000.0,,-9091000.0,-175600000.0,10429000.0,11899000.0,5062000.0,-9120000.0,-1491000.0,271000.0,1477000.0,4247000.0,-984000.0,187000.0,2261000.0,1776000.0,-2900000.0,-480000.0,686000.0
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,0.67,,0.67,,,0.73,,,,0.77,,,,0.88,,,,0.925,,,,1.015,,,,1.092,,,,1.162,,,,1.225,,,,1.278,,,,,1.35,,,,1.4225,,,,1.4475,,,,1.5025,,,
CommonStockDividendsPerShareDeclared / USD/shares,0.485,0.665,2.29,0.18,2.29,0.545,0.85,0.185,0.85,0.385,0.585,0.73,0.22,0.44,0.66,0.8,0.235,0.47,0.705,0.88,0.26,0.52,0.78,0.94,0.2775,0.555,0.8325,1.04,0.295,0.59,0.885,1.11,0.31,0.62,0.93,1.18,0.3225,,0.9675,1.24,0.3425,0.685,1.0275,1.29,0.36,0.72,,1.08,1.37,0.3625,0.725,1.0875,1.44,0.38,0.76,1.14,1.45,0.42,0.84,0.84,1.52,0.425,0.85,1.275
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,250000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,,450000000.0,350000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0
CommonStockSharesIssued / shares,155465482.0,155465482.0,155465482.0,182496330.0,155465482.0,182496330.0,182496330.0,219650225.0,182496330.0,219650225.0,219650225.0,219650225.0,250139408.0,250139408.0,250139408.0,250139408.0,250749665.0,250749665.0,250749665.0,250749665.0,255114603.0,,,,261844521.0,261844521.0,261844521.0,261844521.0,267259469.0,267259469.0,267259469.0,267259469.0,267822069.0,267822069.0,267822069.0,267822069.0,275545900.0,275545900.0,275545900.0,275545900.0,294588305.0,294588305.0,294588305.0,294588305.0,296611579.0,296611579.0,,296611579.0,296611579.0,318149635.0,318149635.0,318149635.0,318149635.0,328993088.0,328993088.0,328993088.0,328993088.0,329014512.0,329014512.0,329014512.0,329014512.0,330858719.0,330858719.0,330858719.0
