fact_unit,2009-08-10,2009-11-09,2010-03-01,2010-05-10,2010-07-30,2010-08-09,2010-11-09,2011-03-01,2011-05-10,2011-08-09,2011-11-09,2012-02-29,2012-05-11,2012-08-09,2012-11-09,2013-03-01,2013-05-10,2013-08-06,2013-11-06,2014-02-27,2014-05-07,2014-08-06,2014-11-06,2015-02-27,2015-05-06,2015-08-05,2015-11-04,2016-02-25,2016-05-05,2016-08-04,2016-11-03,2017-03-03,2017-05-04,2017-08-03,2017-11-02,2018-02-22,2018-05-02,2018-08-01,2018-10-30,2019-02-27,2019-05-09,2019-08-06,2019-11-05,2020-02-27,2020-04-29,2020-05-11,2020-08-10,2020-11-09,2021-02-02,2021-03-01,2021-04-30,2021-05-13,2021-08-10,2021-11-02,2022-02-24,2022-05-06,2022-08-02,2022-11-01,2023-02-22,2023-05-02,2023-08-01,2023-10-31,2024-02-21,2024-04-30,2024-07-29,2024-10-29,2025-02-26,2025-04-29,2025-07-29,2025-10-28
AssetRetirementObligationAccretionExpense / USD,,,,,,,,-17000000.0,,,,15000000.0,,,,19000000.0,,,,22000000.0,,,,22000000.0,,,,22000000.0,,,,23000000.0,,,,24000000.0,,,,15000000.0,15000000.0,,,10000000.0,,,,,10000000.0,11000000.0,,,,,12000000.0,,,,1000000.0,,,,17000000.0,,,,16000000.0,,,
AssetRetirementObligationCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,18000000.0,,,,21000000.0,,,,14000000.0,,,,15000000.0,15000000.0,,,11000000.0,,,,,11000000.0,11000000.0,,,,,5000000.0,,,,5000000.0,,,,12000000.0,,,,11000000.0,,,
AssetRetirementObligationLiabilitiesIncurred / USD,,,,,,,,14000000.0,,,,16000000.0,,,,20000000.0,,,,29000000.0,,,,20000000.0,,,,29000000.0,,,,6000000.0,,,,4000000.0,,,,5000000.0,5000000.0,,,3000000.0,,,,,3000000.0,21000000.0,,,,,1000000.0,,,,0.0,,,,53000000.0,,,,9000000.0,,,
AssetRetirementObligationLiabilitiesSettled / USD,,,,,,,,15000000.0,,,,12000000.0,,,,-16000000.0,,,,41000000.0,,,,20000000.0,,,,92000000.0,,,,34000000.0,,,,182000000.0,,,,70000000.0,70000000.0,,,35000000.0,,,,,35000000.0,5000000.0,,,,,66000000.0,,,,1000000.0,,,,54000000.0,,,,75000000.0,,,
AssetRetirementObligationRevisionOfEstimate / USD,,,,,,,,-3000000.0,,,,-1000000.0,,,,-1000000.0,,,,42000000.0,,,,8000000.0,,,,101000000.0,,,,13000000.0,,,,-58000000.0,,,,-34000000.0,-34000000.0,,,11000000.0,,,,,11000000.0,18000000.0,,,,,-14000000.0,,,,0.0,,,,16000000.0,,,,-9000000.0,,,
AssetRetirementObligationsNoncurrent / USD,269000000.0,269000000.0,269000000.0,282000000.0,282000000.0,282000000.0,282000000.0,282000000.0,301000000.0,301000000.0,301000000.0,301000000.0,323000000.0,323000000.0,323000000.0,323000000.0,375000000.0,375000000.0,375000000.0,375000000.0,405000000.0,405000000.0,405000000.0,405000000.0,447000000.0,447000000.0,447000000.0,447000000.0,452000000.0,452000000.0,452000000.0,452000000.0,247000000.0,247000000.0,247000000.0,247000000.0,162000000.0,162000000.0,162000000.0,162000000.0,162000000.0,155000000.0,155000000.0,155000000.0,,200000000.0,200000000.0,200000000.0,155000000.0,200000000.0,,139000000.0,139000000.0,139000000.0,139000000.0,349000000.0,236000000.0,236000000.0,236000000.0,323000000.0,323000000.0,323000000.0,236000000.0,265000000.0,265000000.0,265000000.0,265000000.0,499000000.0,499000000.0,499000000.0
Assets / USD,38593000000.0,38593000000.0,38593000000.0,29914000000.0,29914000000.0,29914000000.0,29914000000.0,38593000000.0,37179000000.0,37179000000.0,37179000000.0,29914000000.0,41835000000.0,41835000000.0,41835000000.0,41835000000.0,41611000000.0,41611000000.0,41611000000.0,41611000000.0,41782000000.0,41782000000.0,41782000000.0,41611000000.0,40751000000.0,40751000000.0,40751000000.0,41782000000.0,17314000000.0,17314000000.0,17314000000.0,40655000000.0,13028000000.0,13028000000.0,13028000000.0,13028000000.0,12425000000.0,12425000000.0,12425000000.0,12425000000.0,14925000000.0,12735000000.0,12735000000.0,12735000000.0,,16193000000.0,16193000000.0,16193000000.0,12735000000.0,16193000000.0,,6584000000.0,6584000000.0,6584000000.0,6584000000.0,6814000000.0,6814000000.0,6814000000.0,6814000000.0,15468000000.0,15468000000.0,15468000000.0,6814000000.0,14376000000.0,14376000000.0,14376000000.0,14376000000.0,27894000000.0,27894000000.0,27894000000.0
AssetsCurrent / USD,4292000000.0,4292000000.0,4292000000.0,2446000000.0,2446000000.0,2446000000.0,2446000000.0,2446000000.0,3266000000.0,3266000000.0,3266000000.0,3266000000.0,3177000000.0,3177000000.0,3177000000.0,3177000000.0,2948000000.0,2948000000.0,2948000000.0,2948000000.0,3656000000.0,3656000000.0,3656000000.0,3656000000.0,7468000000.0,7468000000.0,7468000000.0,7468000000.0,2480000000.0,2480000000.0,2480000000.0,2480000000.0,2142000000.0,2142000000.0,2142000000.0,2142000000.0,1525000000.0,1525000000.0,1525000000.0,1525000000.0,1526000000.0,1598000000.0,1598000000.0,1598000000.0,,1251000000.0,1251000000.0,1251000000.0,1598000000.0,1251000000.0,,1108000000.0,1108000000.0,1108000000.0,1108000000.0,1030000000.0,1030000000.0,1030000000.0,1030000000.0,2698000000.0,2698000000.0,2698000000.0,1030000000.0,2609000000.0,2609000000.0,2609000000.0,2609000000.0,1997000000.0,1997000000.0,1997000000.0
BusinessAcquisitionProFormaEarningsPerShareBasic / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.54,-13.7,-0.04,-6.83,2.9,10.0,-0.04,,,,16.86,0.36,-1.51,-1.76
BusinessAcquisitionProFormaEarningsPerShareDiluted / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.54,-13.7,-0.04,-6.83,2.48,8.5,-0.04,,,,16.14,0.35,-1.51,-1.76
BusinessAcquisitionsProFormaNetIncomeLoss / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-573000000.0,-1732000000.0,-5000000.0,-868000000.0,369000000.0,1252000000.0,-5000000.0,,,,3852000000.0,83000000.0,-341000000.0,-401000000.0
BusinessAcquisitionsProFormaRevenue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744000000.0,2254000000.0,5891000000.0,935000000.0,4455000000.0,7617000000.0,5891000000.0,,,,14247000000.0,2750000000.0,4434000000.0,6192000000.0
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities / USD,,,,,,,,24220000000.0,,,,25595000000.0,,,,-27208000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882000000.0,,,,2373000000.0,,,,3584000000.0,,,
CapitalizedCostsOilAndGasProducingActivitiesGross / USD,,,,,,,,45012000000.0,,,,53421000000.0,,,,58408000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9212000000.0,,,,13118000000.0,,,,13274000000.0,,,
CapitalizedCostsOilAndGasProducingActivitiesNet / USD,,,,,,,,20792000000.0,,,,27826000000.0,,,,31200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8330000000.0,,,,10745000000.0,,,,9690000000.0,,,
CapitalizedCostsProvedProperties / USD,,,,,,,,,,,,38952000000.0,41723000000.0,41723000000.0,41723000000.0,41723000000.0,50172000000.0,50172000000.0,50172000000.0,50172000000.0,56157000000.0,56157000000.0,56157000000.0,56157000000.0,58594000000.0,58594000000.0,58594000000.0,58594000000.0,63843000000.0,63843000000.0,63843000000.0,63843000000.0,66451000000.0,66451000000.0,66451000000.0,66451000000.0,68858000000.0,68858000000.0,68858000000.0,68858000000.0,,,,,,,,,,,,,,,,,,,7682000000.0,,,,11096000000.0,,,,11468000000.0,,,
CapitalizedCostsUnprovedProperties / USD,,,,,,,,585000000.0,,,,627000000.0,,,,711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530000000.0,,,,2022000000.0,,,,1806000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,1000000.0,1000000.0,3000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,1000000.0,307000000.0,307000000.0,307000000.0,1749000000.0,102000000.0,102000000.0,102000000.0,307000000.0,351000000.0,351000000.0,351000000.0,102000000.0,287000000.0,287000000.0,287000000.0,351000000.0,837000000.0,837000000.0,837000000.0,287000000.0,4108000000.0,4108000000.0,4108000000.0,837000000.0,825000000.0,825000000.0,882000000.0,882000000.0,5000000.0,5000000.0,5000000.0,825000000.0,825000000.0,4000000.0,4000000.0,4000000.0,,6000000.0,6000000.0,6000000.0,4000000.0,6000000.0,,82000000.0,82000000.0,306000000.0,6000000.0,40000000.0,40000000.0,40000000.0,279000000.0,19000000.0,17000000.0,74000000.0,40000000.0,130000000.0,903000000.0,713000000.0,130000000.0,1179000000.0,1019000000.0,1044000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825000000.0,4108000000.0,882000000.0,882000000.0,882000000.0,,5000000.0,5000000.0,5000000.0,882000000.0,,4000000.0,4000000.0,4000000.0,882000000.0,5000000.0,,6000000.0,6000000.0,6000000.0,4000000.0,279000000.0,279000000.0,279000000.0,6000000.0,914000000.0,914000000.0,914000000.0,279000000.0,192000000.0,192000000.0,192000000.0,914000000.0,1153000000.0,1153000000.0,1153000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-821000000.0,-3283000000.0,-633000000.0,-869000000.0,-877000000.0,,-1000000.0,-2000000.0,-1000000.0,-877000000.0,,4000000.0,0.0,10000000.0,-877000000.0,-1000000.0,,76000000.0,76000000.0,300000000.0,2000000.0,-153000000.0,-153000000.0,-153000000.0,273000000.0,-886000000.0,-888000000.0,-784000000.0,-153000000.0,5000000.0,783000000.0,594000000.0,-722000000.0,101000000.0,-58000000.0,-33000000.0
CashFlowHedgesDerivativeInstrumentsAtFairValueNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1.12,,,,1.22,,,,1.22,,,
CommonStockDividendsPerShareCashPaid / USD/shares,,,,,,,,,,,,0.3375,0.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.29,1.29,,0.575,,
CommonStockParOrStatedValuePerShare / USD/shares,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
CommonStockSharesAuthorized / shares,750000000.0,750000000.0,750000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1500000000.0,1500000000.0,1500000000.0,1500000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,2000000000.0,,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,22500000.0,22500000.0,22500000.0,22500000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0,450000000.0
CommonStockSharesIssued / shares,607953437.0,607953437.0,607953437.0,648549165.0,648549165.0,607953000.0,607953000.0,511648000.0,655251275.0,655251275.0,648549000.0,607953000.0,655251000.0,655251000.0,655251000.0,648549000.0,660888000.0,660888000.0,660888159.0,655251000.0,666468000.0,666468000.0,666468000.0,660888000.0,666192000.0,666192000.0,666192000.0,666468000.0,664944000.0,664795509.0,664795509.0,664795509.0,896279353.0,896279353.0,896279353.0,896279353.0,908732809.0,908732809.0,908732809.0,908732809.0,908732809.0,913715512.0,908733000.0,896279000.0,,4568000.0,4568000.0,4568000.0,4481000.0,4543000.0,,9780547.0,9780547.0,9780547.0,9780547.0,117917349.0,117917349.0,117917349.0,117917349.0,134715094.0,134715094.0,134715094.0,134715094.0,130789936.0,130789936.0,130789936.0,130789936.0,231769886.0,231769886.0,231769886.0
CommonStockValue / USD,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0
CostsAndExpenses / USD,3792000000.0,5806000000.0,5150000000.0,11048000000.0,11048000000.0,12297000000.0,13712000000.0,10172000000.0,1586000000.0,3151000000.0,4915000000.0,16647000000.0,1896000000.0,4229000000.0,6723000000.0,6561000000.0,2413000000.0,5064000000.0,11228000000.0,8714000000.0,3207000000.0,6714000000.0,11145000000.0,14010000000.0,4313000000.0,8855000000.0,13385000000.0,17011000000.0,8258000000.0,17286000000.0,26115000000.0,19648000000.0,3052000000.0,6457000000.0,9967000000.0,31683000000.0,2512000000.0,4394000000.0,6243000000.0,12283000000.0,11961000000.0,4931000000.0,7273000000.0,10177000000.0,,2378000000.0,4486000000.0,6527000000.0,10177000000.0,9648000000.0,,10752000000.0,11800000000.0,12871000000.0,8563000000.0,494000000.0,494000000.0,494000000.0,13943000000.0,1729000000.0,3908000000.0,6065000000.0,494000000.0,1550000000.0,2924000000.0,4357000000.0,7963000000.0,1049000000.0,1848000000.0,2651000000.0
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves / USD,,,,,,,,355000000.0,,,,61000000.0,,,,243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,,,,0.0,,,,2321000000.0,,,
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties / USD,,,,,,,,8250000000.0,,,,2793000000.0,,,,6953000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,0.0,,,,795000000.0,,,
CostsIncurredDevelopmentCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887000000.0,,,,58000000.0,,,,1918000000.0,,,
CostsIncurredExplorationCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,0.0,,,,15000000.0,,,
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904000000.0,,,,58000000.0,,,,5049000000.0,,,
CurrentFederalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,-14000000.0,-14000000.0,,,-14000000.0,,,,,-14000000.0,0.0,,,,,0.0,,,,-3000000.0,,,,0.0,,,,37000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,3000000.0,196000000.0,29000000.0,,,1000000.0,1000000.0,423000000.0,6000000.0,5000000.0,4000000.0,4000000.0,6000000.0,12000000.0,11000000.0,0.0,0.0,2000000.0,24000000.0,13000000.0,1000000.0,3000000.0,9000000.0,47000000.0,3000000.0,8000000.0,10000000.0,22000000.0,0.0,-6000000.0,-6000000.0,47000000.0,,,,-36000000.0,,,,-19000000.0,-19000000.0,,,-9000000.0,,,,,-9000000.0,0.0,,,,,-26000000.0,,,,-9000000.0,,,,0.0,26000000.0,132000000.0,213000000.0,47000000.0,0.0,0.0,0.0
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,13000000.0,,,,47000000.0,,,,22000000.0,,,,47000000.0,,,,-36000000.0,,,,-5000000.0,-5000000.0,,,5000000.0,,,,,5000000.0,0.0,,,,,-26000000.0,,,,-6000000.0,,,,0.0,,,,10000000.0,,,
DebtInstrumentCarryingAmount / USD,,,,,,,,,12640000000.0,12640000000.0,12640000000.0,12640000000.0,10626000000.0,10626000000.0,10626000000.0,,12620000000.0,12620000000.0,12620000000.0,12620000000.0,12886000000.0,1500000000.0,1500000000.0,11756000000.0,,,,11535000000.0,10692000000.0,10692000000.0,10692000000.0,10692000000.0,10441000000.0,10441000000.0,10441000000.0,10441000000.0,9973000000.0,9973000000.0,9973000000.0,9973000000.0,9973000000.0,7722000000.0,7722000000.0,7722000000.0,,9458000000.0,9458000000.0,9458000000.0,7722000000.0,9458000000.0,,9095000000.0,9095000000.0,9095000000.0,9095000000.0,,,,,,,,,,,,5686000000.0,,,
DebtInstrumentFairValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313000000.0,2313000000.0,2313000000.0,2927000000.0,2927000000.0,2927000000.0,2927000000.0,1943000000.0,1943000000.0,1943000000.0,1943000000.0,5548000000.0,5548000000.0,5548000000.0
DebtInstrumentUnamortizedDiscountPremiumNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4000000.0,-4000000.0
DebtInstrumentUnamortizedPremium / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000000.0,100000000.0,100000000.0,100000000.0,100000000.0,83000000.0,83000000.0,83000000.0,83000000.0,4000000.0,,
DecreaseDueToSalesOfMineralsInPlace / USD,,,,,,,,1696000000.0,,,,377000000.0,,,,-2235000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000000.0,,,,0.0,,,,402000000.0,,,
DeferredFederalIncomeTaxExpenseBenefit / USD,,,,,,,,,,,,,,,,,,,,1044000000.0,,,,-358000000.0,,,,502000000.0,,,,1115000000.0,,,,-4385000000.0,,,,-147000000.0,-147000000.0,,,13000000.0,,,,,13000000.0,3000000.0,,,,,-297000000.0,,,,0.0,,,,-54000000.0,,,,-1112000000.0,,,
