fact_unit,2011-08-04,2011-11-04,2012-03-28,2012-05-07,2012-08-08,2012-10-30,2013-02-27,2013-05-08,2013-08-06,2013-08-07,2013-11-05,2014-03-03,2014-05-07,2014-08-05,2014-11-06,2015-03-02,2015-05-01,2015-08-04,2015-11-09,2016-02-26,2016-05-06,2016-08-05,2016-11-08,2017-03-01,2017-05-03,2017-08-02,2017-11-02,2018-02-26,2018-05-08,2018-08-07,2018-11-07,2019-02-27,2019-05-08,2019-08-01,2019-10-31,2020-02-26,2020-05-07,2020-08-06,2020-11-06,2021-02-19,2021-05-03,2021-08-02,2021-11-08,2022-02-25,2022-05-06,2022-08-05,2022-11-07,2023-02-24,2023-05-08,2023-08-07,2023-11-07,2024-02-26,2024-05-06,2024-08-08,2024-11-08,2025-02-21,2025-05-08,2025-08-08,2025-11-07
AccountsPayableCurrent / USD,12761000.0,12761000.0,12761000.0,19768000.0,19768000.0,19768000.0,19768000.0,20816000.0,20816000.0,20816000.0,20816000.0,20816000.0,35599000.0,35599000.0,35599000.0,35599000.0,49947000.0,49947000.0,49947000.0,49947000.0,61500000.0,61500000.0,61500000.0,61500000.0,56732000.0,56732000.0,56732000.0,56732000.0,70000000.0,70000000.0,70000000.0,70000000.0,86400000.0,86400000.0,86400000.0,86400000.0,96400000.0,96400000.0,96400000.0,96400000.0,141600000.0,141600000.0,141600000.0,141600000.0,148400000.0,148400000.0,148400000.0,148400000.0,243400000.0,243400000.0,243400000.0,243400000.0,204300000.0,204300000.0,204300000.0,204300000.0,190900000.0,190900000.0,190900000.0
AccountsReceivableNetCurrent / USD,72336000.0,72336000.0,72336000.0,95522000.0,95522000.0,95522000.0,95522000.0,107642000.0,107642000.0,107642000.0,107642000.0,107642000.0,130471000.0,130471000.0,130471000.0,130471000.0,184741000.0,184741000.0,184741000.0,184741000.0,259563000.0,259563000.0,259563000.0,259563000.0,312998000.0,312998000.0,312998000.0,312998000.0,348200000.0,348200000.0,348200000.0,348200000.0,444500000.0,444500000.0,444500000.0,444500000.0,544300000.0,544300000.0,544300000.0,544300000.0,720000000.0,720000000.0,720000000.0,720000000.0,807700000.0,807700000.0,807700000.0,807700000.0,1261700000.0,1261700000.0,1261700000.0,1261700000.0,1402000000.0,1402000000.0,1402000000.0,1402000000.0,1463400000.0,1463400000.0,1463400000.0
AccretionAmortizationOfDiscountsAndPremiumsInvestments / USD,-2713000.0,-4934000.0,-836000.0,-3261000.0,-6291000.0,-9508000.0,-7349000.0,-3255000.0,-6528000.0,-6528000.0,-10002000.0,-12515000.0,-3051000.0,-5889000.0,-8900000.0,-12962000.0,-2513000.0,-4752000.0,-6680000.0,-11634000.0,-1938000.0,-3881000.0,-5770000.0,-8703000.0,-1497000.0,-2794000.0,-3828000.0,-7457000.0,-1000000.0,-1400000.0,-2100000.0,-4800000.0,-100000.0,-200000.0,0.0,-2500000.0,1100000.0,3000000.0,4700000.0,600000.0,600000.0,400000.0,-200000.0,6000000.0,-1200000.0,-2900000.0,-4800000.0,-1300000.0,-1700000.0,-2800000.0,-3600000.0,-6900000.0,300000.0,5900000.0,16100000.0,-4400000.0,12200000.0,24900000.0,37300000.0
AccruedLiabilitiesCurrent / USD,16303000.0,16303000.0,16303000.0,15971000.0,15971000.0,15971000.0,15971000.0,22263000.0,22263000.0,22263000.0,22263000.0,18481000.0,27380000.0,27380000.0,27380000.0,27380000.0,29016000.0,29016000.0,29016000.0,29016000.0,33028000.0,33028000.0,33028000.0,33028000.0,35640000.0,35640000.0,35640000.0,35640000.0,50000000.0,50000000.0,50000000.0,50000000.0,77500000.0,77500000.0,77500000.0,77500000.0,101800000.0,101800000.0,101800000.0,101800000.0,149200000.0,149200000.0,149200000.0,149200000.0,197300000.0,197300000.0,197300000.0,197300000.0,266300000.0,248700000.0,248700000.0,266300000.0,423700000.0,423700000.0,423700000.0,423700000.0,337900000.0,337900000.0,337900000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,18747000.0,23853000.0,23853000.0,23853000.0,23853000.0,31220000.0,31220000.0,31220000.0,31220000.0,31220000.0,41798000.0,41798000.0,41798000.0,41798000.0,55433000.0,55433000.0,55433000.0,35732000.0,49059000.0,49059000.0,49059000.0,49059000.0,70472000.0,70472000.0,70472000.0,70472000.0,95200000.0,95200000.0,95200000.0,95200000.0,110800000.0,110800000.0,110800000.0,110800000.0,137000000.0,137000000.0,137000000.0,137000000.0,172500000.0,172500000.0,172500000.0,172500000.0,211700000.0,211700000.0,211700000.0,211700000.0,280200000.0,280200000.0,280200000.0,280200000.0,353000000.0,353000000.0,353000000.0,353000000.0,416100000.0,416100000.0,416100000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,2181000.0,2181000.0,2181000.0,402000.0,402000.0,402000.0,402000.0,3091000.0,3091000.0,3091000.0,3091000.0,3091000.0,1092000.0,1092000.0,1092000.0,1092000.0,-349000.0,-349000.0,-349000.0,-349000.0,-933000.0,-933000.0,-933000.0,-933000.0,-765000.0,-765000.0,-765000.0,-765000.0,-800000.0,-800000.0,-800000.0,-800000.0,-800000.0,-800000.0,-800000.0,-800000.0,1100000.0,1100000.0,1100000.0,1100000.0,700000.0,700000.0,700000.0,700000.0,-4800000.0,-4800000.0,-4800000.0,-4800000.0,-20200000.0,-20200000.0,-20200000.0,-20200000.0,-18900000.0,-18900000.0,-18900000.0,-18900000.0,-26100000.0,-26100000.0,-26100000.0
AdditionalPaidInCapitalCommonStock / USD,251845000.0,251845000.0,251845000.0,317026000.0,317026000.0,317026000.0,317026000.0,400075000.0,400075000.0,400075000.0,400075000.0,400075000.0,462644000.0,462644000.0,462644000.0,462644000.0,562504000.0,562504000.0,562504000.0,562504000.0,687658000.0,687658000.0,687658000.0,687658000.0,800653000.0,800653000.0,800653000.0,800653000.0,909600000.0,909600000.0,909600000.0,909600000.0,1068300000.0,1068300000.0,1068300000.0,1068300000.0,1180300000.0,1180300000.0,1180300000.0,1180300000.0,1207200000.0,1207200000.0,1207200000.0,1207200000.0,1254200000.0,1253600000.0,1253600000.0,1253600000.0,1284200000.0,1284200000.0,1284200000.0,1284200000.0,1416400000.0,1416400000.0,1416400000.0,1416400000.0,1636200000.0,1636200000.0,1636200000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,1452000.0,,,,1452000.0,,,,,,,,,,,,,,,,,,,48000000.0,,32000000.0,56500000.0,76100000.0,,37800000.0,58900000.0,86500000.0,,41400000.0,76100000.0,119000000.0,,64800000.0,100100000.0,132100000.0,,34600000.0,59700000.0,90700000.0,,,63100000.0,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,7461000.0,,,,9315000.0,,,,,19015000.0,,,,30690000.0,,,,43909000.0,,,,58994000.0,,,,95088000.0,,,,122400000.0,36500000.0,77100000.0,120300000.0,137200000.0,43000000.0,88000000.0,130400000.0,162900000.0,44800000.0,93700000.0,143000000.0,173000000.0,49500000.0,102100000.0,154800000.0,191700000.0,53200000.0,107900000.0,162600000.0,207900000.0,56300000.0,121300000.0,185600000.0,217300000.0,62300000.0,126200000.0,192100000.0
AllocatedShareBasedCompensationExpense / USD,,,7461000.0,3070000.0,,,9315000.0,7246000.0,15098000.0,15098000.0,23928000.0,19015000.0,9299000.0,20006000.0,31784000.0,30690000.0,12930000.0,27646000.0,42313000.0,44471000.0,18922000.0,40682000.0,67001000.0,58994000.0,28902000.0,59249000.0,90342000.0,95088000.0,33300000.0,68400000.0,102700000.0,122400000.0,36500000.0,77100000.0,120300000.0,137200000.0,43000000.0,88000000.0,130400000.0,162900000.0,45300000.0,94900000.0,144900000.0,174100000.0,50000000.0,103500000.0,157000000.0,193800000.0,53900000.0,109200000.0,164500000.0,211200000.0,57000000.0,122700000.0,187600000.0,219800000.0,63000000.0,127300000.0,193700000.0
