fact_unit,2010-08-03,2010-11-02,2011-02-23,2011-05-03,2011-08-04,2011-11-03,2012-02-29,2012-05-07,2012-08-06,2012-11-05,2013-02-20,2013-05-06,2013-08-05,2013-11-04,2014-02-19,2014-05-05,2014-08-04,2014-11-03,2015-02-18,2015-05-07,2015-08-05,2015-11-05,2016-02-23,2016-05-05,2016-08-04,2016-11-04,2017-02-23,2017-05-10,2017-08-10,2017-11-09,2018-02-22,2018-05-11,2018-08-09,2018-11-08,2019-02-21,2019-05-09,2019-08-08,2019-11-07,2020-02-20,2020-05-07,2020-08-06,2020-10-22,2021-02-18,2021-05-06,2021-08-05,2021-11-04,2022-02-17,2022-05-05,2022-08-04,2022-11-03,2023-02-23,2023-04-27,2023-08-10,2023-11-09,2024-02-23,2024-05-09,2024-08-08,2024-11-07,2025-02-20,2025-05-08,2025-08-07,2025-11-06
AccountsPayableCurrent / USD,294776000.0,356822000.0,261635000.0,394955000.0,289538000.0,348610000.0,247388000.0,406408000.0,351763000.0,340208000.0,266409000.0,423913000.0,314757000.0,362059000.0,320392000.0,476043000.0,360811000.0,403521000.0,316487000.0,477508000.0,390170000.0,483042000.0,370823000.0,585551000.0,452669000.0,527143000.0,427249000.0,582745000.0,430394000.0,484014000.0,519522000.0,563525000.0,510820000.0,609883000.0,576568000.0,732524000.0,649665000.0,683672000.0,619981000.0,785068000.0,681529000.0,679791000.0,643036000.0,887938000.0,1003697000.0,1056911000.0,976096000.0,1181924000.0,1221911000.0,1197813000.0,1155630000.0,1341645000.0,1280518000.0,1219593000.0,1398288000.0,1526540000.0,1272232000.0,1412186000.0,1179803000.0,1515681000.0,1436520000.0,1349817000.0
AccruedIncomeTaxesCurrent / USD,32673000.0,0.0,7265000.0,308000.0,51190000.0,0.0,8269000.0,0.0,42431000.0,2850000.0,11874000.0,6526000.0,64160000.0,24834000.0,43359000.0,3749000.0,53482000.0,2323000.0,9424000.0,22481000.0,73174000.0,19014000.0,12436000.0,28684000.0,77950000.0,18255000.0,5449000.0,29830000.0,54139000.0,0.0,5482000.0,31407000.0,73157000.0,15732000.0,10772000.0,29539000.0,34997000.0,0.0,1768000.0,7991000.0,49082000.0,0.0,5984000.0,24789000.0,133830000.0,1914000.0,19938000.0,40226000.0,84078000.0,762000.0,0.0,0.0,80959000.0,4942000.0,9471000.0,12284000.0,114194000.0,33647000.0,,39331000.0,94858000.0,0.0
AccruedLiabilitiesCurrent / USD,96491000.0,84664000.0,100695000.0,90291000.0,94813000.0,104164000.0,127386000.0,122442000.0,114879000.0,119588000.0,134048000.0,121861000.0,126445000.0,125884000.0,148316000.0,135192000.0,138417000.0,136234000.0,155615000.0,138696000.0,144360000.0,154631000.0,182565000.0,180829000.0,185631000.0,192335000.0,195024000.0,178747000.0,201077000.0,199327000.0,215650000.0,187247000.0,184829000.0,186037000.0,201656000.0,200053000.0,205352000.0,209199000.0,232416000.0,204797000.0,222919000.0,218774000.0,247690000.0,234460000.0,270463000.0,274244000.0,324813000.0,377777000.0,381836000.0,408887000.0,474412000.0,445079000.0,470082000.0,453747000.0,498575000.0,472742000.0,464267000.0,454513000.0,533029000.0,559688000.0,557721000.0,551847000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,335135000.0,,-366905000.0,-384105000.0,386997000.0,403976000.0,421883000.0,438504000.0,455580000.0,476070000.0,497278000.0,508169000.0,519179000.0,540934000.0,563789000.0,586149000.0,603911000.0,629998000.0,657233000.0,675132000.0,696346000.0,725155000.0,754847000.0,774772000.0,796340000.0,828789000.0,861274000.0,893488000.0,911557000.0,950163000.0,988998000.0,1025266000.0,1049234000.0,,,,1203084000.0,,,,1387535000.0,,,,1581374000.0,,,,1805588000.0,,,,2016301000.0,,,,2291528000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1362000.0,-1111000.0,1392000.0,1673000.0,1521000.0,1557000.0,3358000.0,5190000.0,,,3814000.0,,,,199000.0,199000.0,199000.0,199000.0,,-1118000.0,-798000.0,-592000.0,1345000.0,7338000.0,9148000.0,12298000.0,11275000.0,9438000.0,10216000.0,9292000.0,6793000.0,6062000.0,4680000.0,2550000.0
AdditionalPaidInCapitalCommonStock / USD,176953000.0,184727000.0,190649000.0,202186000.0,211893000.0,224113000.0,235283000.0,254064000.0,269864000.0,281101000.0,298426000.0,317717000.0,335899000.0,347793000.0,361106000.0,386136000.0,413695000.0,429144000.0,452668000.0,464058000.0,476742000.0,483804000.0,510997000.0,544042000.0,563096000.0,576175000.0,596131000.0,613686000.0,647719000.0,661665000.0,671515000.0,683012000.0,693775000.0,703292000.0,716228000.0,728588000.0,746410000.0,793090000.0,823413000.0,864738000.0,928094000.0,950908000.0,966698000.0,978837000.0,1024089000.0,1059687000.0,1095500000.0,1154451000.0,1175123000.0,1191785000.0,1210512000.0,1204294000.0,1220682000.0,1236161000.0,1261283000.0,1262775000.0,1283589000.0,1302268000.0,1312772000.0,1326920000.0,1343508000.0,1356772000.0
AdvertisingExpense / USD,,,,,,,45700000.0,,,,48600000.0,,,,56000000.0,,,,62600000.0,,,,65600000.0,,,,70400000.0,,,,73900000.0,,,,84200000.0,,,,81300000.0,,,,83400000.0,,,,86600000.0,,,,100900000.0,,,,95400000.0,,,,94600000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,7000000.0,10700000.0,,4600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37300000.0,,,,47600000.0,,,,53800000.0,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits / USD,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,600000.0,581000.0,3305874.0,300000.0,400000.0,500000.0,521941.0,300000.0,400000.0,900000.0,600000.0,1300000.0,1200000.0,1200000.0,1000000.0,600000.0,900000.0,1100000.0,600000.0,600000.0,800000.0,900000.0,1000000.0,1300000.0,1500000.0,1600000.0,900000.0,2800000.0,3200000.0,3900000.0,1900000.0,3700000.0,3700000.0,3400000.0,3900000.0,300000.0,300000.0,400000.0,3100000.0,500000.0,600000.0,100000.0,400000.0,200000.0,200000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200000.0,200000.0,700000.0,1600000.0,1300000.0,1100000.0
AssetImpairmentCharges / USD,,,,,,,800000.0,,,,1100000.0,,,,500000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,5100000.0,,,,0.0,,,,0.0,,,
Assets / USD,1171511000.0,1242097000.0,1276580000.0,1404339000.0,1424267000.0,1487968000.0,1463474000.0,1577153000.0,1582863000.0,1547850000.0,1594832000.0,1743651000.0,1722412000.0,1716303000.0,1706808000.0,1881328000.0,1846424000.0,1919306000.0,1903391000.0,2056392000.0,2025528000.0,2188698000.0,2034571000.0,2322010000.0,2271270000.0,2440586000.0,2370826000.0,2564528000.0,2578766000.0,2635733000.0,2674942000.0,2976402000.0,2815572000.0,2928351000.0,2868769000.0,3207787000.0,3067406000.0,3220934000.0,3085262000.0,5437201000.0,5312719000.0,5429296000.0,5289268000.0,6002405000.0,6611075000.0,6860797000.0,7049116000.0,7359679000.0,7687888000.0,7745194000.0,7767467000.0,7686808000.0,7869194000.0,7911728000.0,8489990000.0,8848815000.0,9032823000.0,9205014000.0,9188151000.0,9554954000.0,9784524000.0,9767897000.0
