fact_unit,2018-06-14,2018-09-13,2018-12-21,2019-03-15,2019-06-14,2019-09-13,2019-12-20,2020-03-13,2020-06-12,2020-06-26,2020-09-11,2020-12-18,2021-03-12,2021-06-11,2021-09-09,2021-12-17,2022-03-10,2022-06-09,2022-09-08,2022-12-16,2023-03-08,2023-06-07,2023-09-06,2023-12-14,2024-03-14,2024-06-13,2024-09-11,2024-12-20,2025-03-12,2025-06-11,2025-09-10
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,1698000000.0,481000000.0,1174000000.0,1698000000.0,1889000000.0,12277000000.0,306000000.0,799000000.0,1414000000.0,2707000000.0,,,,2664000000.0,,,,,,,,11223000000.0,,,
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersBasic / USD,,,,,,,-6000000.0,-10000000.0,-12000000.0,-6000000.0,-12000000.0,-18000000.0,5000000.0,0.0,-1000000.0,-12000000.0,,,,-1000000.0,,,,,,,,0.0,,,
NumberOfReportableSegments / segment,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
OperatingExpenses / USD,2997000000.0,4498000000.0,6349000000.0,1685000000.0,3035000000.0,4315000000.0,6138000000.0,2653000000.0,4772000000.0,6138000000.0,6941000000.0,5598000000.0,2550000000.0,4973000000.0,7281000000.0,9039000000.0,2115000000.0,4197000000.0,6268000000.0,9502000000.0,1941000000.0,3986000000.0,5930000000.0,8325000000.0,1901000000.0,4008000000.0,6316000000.0,7870000000.0,5292000000.0,10103000000.0,14671000000.0
OperatingIncomeLoss / USD,980000000.0,1628000000.0,-409000000.0,943000000.0,2144000000.0,3483000000.0,2371000000.0,555000000.0,1525000000.0,2371000000.0,2390000000.0,5135000000.0,714000000.0,1480000000.0,2488000000.0,3444000000.0,1837000000.0,3812000000.0,5938000000.0,4014000000.0,3108000000.0,6502000000.0,10239000000.0,8519000000.0,4103000000.0,8111000000.0,11967000000.0,14225000000.0,2083000000.0,5048000000.0,8836000000.0
OperatingLeaseCost / USD,,,,,,,,25000000.0,51000000.0,,78000000.0,233000000.0,,,,244000000.0,,,,106000000.0,,,,102000000.0,,,,98000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,591000000.0,591000000.0,,591000000.0,591000000.0,,,,543000000.0,,,,463000000.0,,,,419000000.0,,,,1350000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,95000000.0,95000000.0,,100000000.0,,,,,100000000.0,,,,83000000.0,,,,74000000.0,,,,60000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,568000000.0,553000000.0,,546000000.0,,,,,527000000.0,,,,460000000.0,,,,389000000.0,,,,359000000.0,,,
OperatingLeasePayments / USD,,,,,,,,32000000.0,63000000.0,,92000000.0,125000000.0,,,,125000000.0,,,,125000000.0,,,,140000000.0,,,,103000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,545000000.0,545000000.0,,545000000.0,545000000.0,,,,589000000.0,,,,588000000.0,,,,517000000.0,,,,463000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,0.037,0.0371,,0.0379,0.038,,,,0.038,,,,0.0378,,,,0.036,,,,0.039,,,
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,886000000.0,,467000000.0,467000000.0,771000000.0,397000000.0,679000000.0,679000000.0,397000000.0,408000000.0,408000000.0,408000000.0,408000000.0,312000000.0,312000000.0,312000000.0,312000000.0,1143000000.0,1143000000.0,1143000000.0
OtherAccruedLiabilitiesNoncurrent / USD,,,,,,,,,,,,2037000000.0,,1418000000.0,1418000000.0,1418000000.0,1453000000.0,1453000000.0,1453000000.0,887000000.0,1184000000.0,1184000000.0,1184000000.0,774000000.0,657000000.0,657000000.0,657000000.0,657000000.0,1503000000.0,1503000000.0,1503000000.0
OtherAssetsCurrent / USD,724000000.0,724000000.0,724000000.0,366000000.0,366000000.0,366000000.0,366000000.0,729000000.0,729000000.0,366000000.0,729000000.0,729000000.0,977000000.0,977000000.0,977000000.0,977000000.0,1055000000.0,1055000000.0,1055000000.0,1055000000.0,1205000000.0,1205000000.0,1205000000.0,1205000000.0,1606000000.0,1606000000.0,1606000000.0,1606000000.0,4071000000.0,4071000000.0,4071000000.0
OtherAssetsMiscellaneousCurrent / USD,,,,,,,,,,123000000.0,,427000000.0,,,,590000000.0,,,516000000.0,516000000.0,341000000.0,341000000.0,341000000.0,341000000.0,863000000.0,863000000.0,364000000.0,364000000.0,764000000.0,764000000.0,764000000.0
OtherAssetsNoncurrent / USD,458000000.0,458000000.0,458000000.0,707000000.0,707000000.0,707000000.0,707000000.0,743000000.0,743000000.0,707000000.0,743000000.0,743000000.0,1300000000.0,1300000000.0,1300000000.0,1300000000.0,1812000000.0,1812000000.0,1812000000.0,1812000000.0,1797000000.0,1797000000.0,1797000000.0,1797000000.0,2340000000.0,2340000000.0,2340000000.0,2340000000.0,5073000000.0,5073000000.0,5073000000.0
OtherCommitment / USD,,,175000000.0,245000000.0,222000000.0,187000000.0,197000000.0,550000000.0,943000000.0,197000000.0,1098000000.0,1137000000.0,1075000000.0,1024000000.0,1003000000.0,1109000000.0,1077000000.0,1004000000.0,974000000.0,1433000000.0,1378000000.0,1303000000.0,1495000000.0,1611000000.0,1590000000.0,2860000000.0,2895000000.0,2772000000.0,3844000000.0,3740000000.0,3777000000.0
OtherCommitmentDueAfterFifthYear / USD,,,0.0,0.0,0.0,0.0,0.0,65000000.0,299000000.0,0.0,,239000000.0,,,,1000000.0,,,,447000000.0,,,,341000000.0,,,,997000000.0,,,
OtherCommitmentDueInFifthYear / USD,,,0.0,3000000.0,5000000.0,7000000.0,0.0,72000000.0,97000000.0,0.0,,63000000.0,,,,48000000.0,,,,112000000.0,,,,176000000.0,,,,240000000.0,,,
OtherCommitmentDueInFourthYear / USD,,,2000000.0,6000000.0,7000000.0,10000000.0,14000000.0,81000000.0,141000000.0,14000000.0,126000000.0,157000000.0,63000000.0,73000000.0,74000000.0,25000000.0,49000000.0,48000000.0,50000000.0,162000000.0,112000000.0,112000000.0,175000000.0,219000000.0,183000000.0,296000000.0,306000000.0,293000000.0,689000000.0,691000000.0,718000000.0
OtherCommitmentDueInNextTwelveMonths / USD,,,105000000.0,134000000.0,97000000.0,55000000.0,133000000.0,137000000.0,97000000.0,133000000.0,196000000.0,248000000.0,227000000.0,231000000.0,239000000.0,738000000.0,181000000.0,189000000.0,185000000.0,304000000.0,266000000.0,271000000.0,306000000.0,328000000.0,300000000.0,405000000.0,413000000.0,486000000.0,587000000.0,607000000.0,634000000.0
OtherCommitmentDueInSecondYear / USD,,,63000000.0,87000000.0,92000000.0,92000000.0,31000000.0,105000000.0,161000000.0,31000000.0,183000000.0,221000000.0,216000000.0,220000000.0,226000000.0,178000000.0,122000000.0,131000000.0,148000000.0,261000000.0,158000000.0,158000000.0,223000000.0,269000000.0,295000000.0,407000000.0,419000000.0,404000000.0,566000000.0,576000000.0,604000000.0
OtherCommitmentDueInThirdYear / USD,,,5000000.0,15000000.0,21000000.0,23000000.0,19000000.0,90000000.0,148000000.0,19000000.0,172000000.0,209000000.0,157000000.0,166000000.0,162000000.0,119000000.0,25000000.0,26000000.0,36000000.0,147000000.0,163000000.0,169000000.0,232000000.0,278000000.0,229000000.0,338000000.0,350000000.0,352000000.0,501000000.0,504000000.0,530000000.0
OtherCommitmentsFutureMinimumPaymentsRemainderOfFiscalYear / USD,,,,,,,,,,,,,,,,,,,554000000.0,,232000000.0,146000000.0,81000000.0,,234000000.0,268000000.0,214000000.0,,498000000.0,359000000.0,264000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax / USD,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-126000000.0,-128000000.0,100000000.0,,0.0,0.0,0.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,371000000.0,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000.0,,,
OtherComprehensiveIncomeLossNetOfTax / USD,1000000.0,1000000.0,-61000000.0,9000000.0,9000000.0,9000000.0,43000000.0,,0.0,43000000.0,0.0,-8000000.0,0.0,1000000.0,1000000.0,-24000000.0,1000000.0,1000000.0,1000000.0,24000000.0,1000000.0,1000000.0,1000000.0,-8000000.0,-126000000.0,-126000000.0,-126000000.0,62000000.0,0.0,0.0,1000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,,61000000.0,,,,-43000000.0,,,-43000000.0,,8000000.0,,,,24000000.0,,,,-24000000.0,,,,8000000.0,,,,-25000000.0,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax / USD,1000000.0,1000000.0,-61000000.0,,1000000.0,1000000.0,,,0.0,,0.0,,0.0,1000000.0,1000000.0,,1000000.0,2000000.0,2000000.0,,1000000.0,1000000.0,2000000.0,,,,0.0,,0.0,0.0,1000000.0
OtherLiabilitiesCurrent / USD,681000000.0,681000000.0,681000000.0,812000000.0,812000000.0,812000000.0,812000000.0,2616000000.0,2616000000.0,812000000.0,2616000000.0,2616000000.0,3831000000.0,3831000000.0,3831000000.0,3831000000.0,3839000000.0,3839000000.0,3839000000.0,3839000000.0,4412000000.0,4412000000.0,4412000000.0,4412000000.0,3652000000.0,3652000000.0,3652000000.0,3652000000.0,11793000000.0,11793000000.0,11793000000.0
OtherLiabilitiesNoncurrent / USD,11272000000.0,11272000000.0,11272000000.0,3636000000.0,3636000000.0,3636000000.0,3636000000.0,5613000000.0,5613000000.0,3636000000.0,5613000000.0,5613000000.0,5426000000.0,5426000000.0,5426000000.0,5426000000.0,4860000000.0,4860000000.0,4860000000.0,4860000000.0,4413000000.0,4413000000.0,4413000000.0,4413000000.0,3847000000.0,3847000000.0,3847000000.0,3847000000.0,14975000000.0,14975000000.0,14975000000.0
OtherNoncashIncomeExpense / USD,15000000.0,2000000.0,6000000.0,-3000000.0,-17000000.0,-22000000.0,-7000000.0,21000000.0,60000000.0,-7000000.0,83000000.0,-37000000.0,-19000000.0,-11000000.0,43000000.0,132000000.0,-10000000.0,-19000000.0,-27000000.0,52000000.0,-15000000.0,-125000000.0,-152000000.0,75000000.0,39000000.0,18000000.0,18000000.0,-183000000.0,-38000000.0,-130000000.0,-266000000.0
OtherNonoperatingExpense / USD,,,27000000.0,,,,24000000.0,,,24000000.0,,0.0,,,,35000000.0,,,,50000000.0,,,,10000000.0,,,,15000000.0,,,
OtherNonoperatingIncome / USD,,,27000000.0,,,,55000000.0,,,55000000.0,,27000000.0,,,,18000000.0,,,,56000000.0,,,,26000000.0,,,,30000000.0,,,
OtherNonoperatingIncomeExpense / USD,34000000.0,46000000.0,10000000.0,35000000.0,81000000.0,120000000.0,74000000.0,68000000.0,131000000.0,74000000.0,172000000.0,144000000.0,-4000000.0,126000000.0,175000000.0,226000000.0,117000000.0,94000000.0,109000000.0,206000000.0,-14000000.0,-100000000.0,-94000000.0,131000000.0,143000000.0,256000000.0,380000000.0,-54000000.0,185000000.0,272000000.0,354000000.0
OtherRestructuringCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,30000000.0,66000000.0,,,,
PaymentsForProceedsFromOtherInvestingActivities / USD,4000000.0,5000000.0,11000000.0,-4000000.0,12000000.0,59000000.0,9000000.0,24000000.0,5000000.0,9000000.0,4000000.0,2000000.0,9000000.0,5000000.0,4000000.0,2000000.0,8000000.0,0.0,-1000000.0,-8000000.0,8000000.0,-1000000.0,-2000000.0,8000000.0,0.0,-1000000.0,-13000000.0,-3000000.0,15000000.0,12000000.0,10000000.0
PaymentsForRepurchaseOfCommonStock / USD,0.0,0.0,0.0,0.0,347000000.0,5725000000.0,0.0,3436000000.0,4266000000.0,0.0,5002000000.0,7258000000.0,,,,5435000000.0,0.0,0.0,0.0,0.0,2724000000.0,5500000000.0,7000000000.0,0.0,1188000000.0,3994000000.0,5701000000.0,7000000000.0,7176000000.0,7176000000.0,7176000000.0
PaymentsOfDividends / USD,868000000.0,1306000000.0,750000000.0,755000000.0,1521000000.0,2275000000.0,1745000000.0,1067000000.0,2124000000.0,1745000000.0,3181000000.0,2998000000.0,1372000000.0,2753000000.0,4139000000.0,4235000000.0,1543000000.0,3095000000.0,4651000000.0,5534000000.0,1764000000.0,3514000000.0,5250000000.0,6212000000.0,1926000000.0,3840000000.0,5741000000.0,7032000000.0,2435000000.0,4878000000.0,7330000000.0
PaymentsOfDividendsCommonStock / USD,822000000.0,1237000000.0,716000000.0,717000000.0,1444000000.0,2198000000.0,1653000000.0,1067000000.0,2124000000.0,1653000000.0,3181000000.0,2921000000.0,1297000000.0,2603000000.0,3915000000.0,4235000000.0,1468000000.0,2945000000.0,4427000000.0,5235000000.0,1689000000.0,3365000000.0,5026000000.0,5913000000.0,1926000000.0,3840000000.0,5741000000.0,6733000000.0,2435000000.0,4878000000.0,7330000000.0
PaymentsOfDividendsPreferredStockAndPreferenceStock / USD,,,,,,,,0.0,0.0,,0.0,0.0,75000000.0,150000000.0,224000000.0,0.0,75000000.0,150000000.0,224000000.0,299000000.0,75000000.0,149000000.0,224000000.0,299000000.0,,,,299000000.0,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,0.0,2000000.0,35000000.0,0.0,77000000.0,577000000.0,0.0,818000000.0,56000000.0,169000000.0,388000000.0,580000000.0,972000000.0,225000000.0,686000000.0,1033000000.0,765000000.0,375000000.0,889000000.0,1181000000.0,1299000000.0,333000000.0,947000000.0,1407000000.0,1455000000.0,1114000000.0,2662000000.0,4012000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,37000000.0,40000000.0,10055000000.0,4786000000.0,4786000000.0,4793000000.0,40000000.0,16027000000.0,16027000000.0,40000000.0,16033000000.0,4800000000.0,10870000000.0,10870000000.0,10872000000.0,16033000000.0,,8000000.0,8000000.0,10872000000.0,,234000000.0,239000000.0,8000000.0,0.0,0.0,17000000.0,246000000.0,25416000000.0,25976000000.0,25978000000.0
PaymentsToAcquireInvestments / USD,200000000.0,200000000.0,58000000.0,244000000.0,249000000.0,249000000.0,207000000.0,,,207000000.0,,249000000.0,,,,,0.0,0.0,0.0,0.0,200000000.0,200000000.0,200000000.0,0.0,0.0,197000000.0,288000000.0,200000000.0,13000000.0,72000000.0,145000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,581000000.0,836000000.0,723000000.0,220000000.0,409000000.0,529000000.0,1069000000.0,99000000.0,224000000.0,1069000000.0,336000000.0,635000000.0,108000000.0,256000000.0,361000000.0,432000000.0,114000000.0,240000000.0,355000000.0,463000000.0,101000000.0,186000000.0,302000000.0,443000000.0,103000000.0,225000000.0,347000000.0,424000000.0,122000000.0,254000000.0,426000000.0
PreferredStockDividendRatePerDollarAmount / USD/shares,,,,,,,80.0,,,80.0,,80.0,,,,80.0,,,,80.0,,,,80.0,,,,80.0,,,
PreferredStockDividendRatePercentage / pure,,,,,,,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,0.08,,,
PreferredStockDividendsIncomeStatementImpact / USD,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,74000000.0,149000000.0,223000000.0,29000000.0,74000000.0,150000000.0,224000000.0,297000000.0,74000000.0,149000000.0,224000000.0,299000000.0,,,,272000000.0,,,
PreferredStockDividendsPerShareCashPaid / USD/shares,,,,,,,,0.0,0.0,,0.0,0.0,20.0,40.0,60.0,0.0,20.0,40.0,60.0,80.0,20.0,40.0,60.0,80.0,,,,80.0,,,
PreferredStockLiquidationPreference / USD/shares,,,,,,,1000.0,,,1000.0,,1000.0,,,,1000.0,,,,1000.0,,,,1000.0,,,,1000.0,,,
PreferredStockParOrStatedValuePerShare / USD/shares,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized / shares,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
PreferredStockSharesIssued / shares,22145603.0,22145603.0,22804591.0,0.0,0.0,0.0,0.0,3737500.0,3737500.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockSharesOutstanding / shares,22145603.0,22145603.0,22804591.0,0.0,0.0,0.0,0.0,3737500.0,3737500.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PreferredStockValue / USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PrepaidExpenseCurrent / USD,440000000.0,440000000.0,440000000.0,243000000.0,243000000.0,243000000.0,243000000.0,302000000.0,302000000.0,243000000.0,302000000.0,302000000.0,387000000.0,387000000.0,387000000.0,387000000.0,539000000.0,539000000.0,539000000.0,539000000.0,864000000.0,864000000.0,864000000.0,864000000.0,743000000.0,743000000.0,743000000.0,743000000.0,1391000000.0,1391000000.0,1391000000.0
ProceedsFromDivestitureOfBusinesses / USD,10000000.0,10000000.0,898000000.0,782000000.0,782000000.0,782000000.0,10000000.0,957000000.0,957000000.0,10000000.0,957000000.0,773000000.0,,168000000.0,218000000.0,957000000.0,,,,218000000.0,,,,45000000.0,,,0.0,0.0,,,3485000000.0
ProceedsFromIssuanceOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
ProceedsFromIssuanceOfCommonStock / USD,150000000.0,,,34000000.0,114000000.0,153000000.0,257000000.0,62000000.0,183000000.0,257000000.0,194000000.0,212000000.0,37000000.0,128000000.0,174000000.0,253000000.0,35000000.0,106000000.0,113000000.0,276000000.0,,60000000.0,60000000.0,170000000.0,,63000000.0,63000000.0,114000000.0,,64000000.0,64000000.0
ProceedsFromIssuanceOfConvertiblePreferredStock / USD,,,,,,,0.0,3679000000.0,3679000000.0,0.0,3679000000.0,0.0,,,,3679000000.0,,,,3679000000.0,,,,3679000000.0,,,,3679000000.0,,,
ProceedsFromIssuanceOfLongTermDebt / USD,13446000000.0,13446000000.0,19510000000.0,0.0,0.0,0.0,17426000000.0,17896000000.0,28793000000.0,17426000000.0,28793000000.0,0.0,15381000000.0,19849000000.0,27802000000.0,28793000000.0,9904000000.0,9904000000.0,9904000000.0,27802000000.0,,1935000000.0,1935000000.0,9904000000.0,0.0,0.0,0.0,1935000000.0,30010000000.0,30010000000.0,34985000000.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,-4000000.0,0.0,0.0,-9000000.0,-21000000.0,-19000000.0,-40000000.0,-47000000.0,-48000000.0,-40000000.0,-45000000.0,-45000000.0,-4000000.0,-10000000.0,-60000000.0,-36000000.0,-28000000.0,-30000000.0,-41000000.0,-69000000.0,-3000000.0,-8000000.0,-12000000.0,-42000000.0,5000000.0,-2000000.0,-7000000.0,-17000000.0,-14000000.0,-16000000.0,-52000000.0
ProceedsFromSaleMaturityAndCollectionsOfInvestments / USD,0.0,0.0,104000000.0,,54000000.0,54000000.0,200000000.0,,,200000000.0,,,,,0.0,0.0,,,67000000.0,0.0,,,200000000.0,169000000.0,0.0,0.0,74000000.0,200000000.0,89000000.0,131000000.0,136000000.0
ProfitLoss / USD,716000000.0,1223000000.0,-1861000000.0,6566000000.0,6566000000.0,6566000000.0,1784000000.0,471000000.0,471000000.0,1784000000.0,471000000.0,12610000000.0,385000000.0,385000000.0,385000000.0,2724000000.0,1378000000.0,1378000000.0,1378000000.0,2960000000.0,2472000000.0,2472000000.0,2472000000.0,6736000000.0,3774000000.0,3774000000.0,3774000000.0,11495000000.0,1325000000.0,1325000000.0,1325000000.0
PropertyPlantAndEquipmentGross / USD,,,4092000000.0,,,,4529000000.0,,,4529000000.0,,4896000000.0,,,,5331000000.0,,,,5544000000.0,,,,5827000000.0,,,,6178000000.0,,,
PropertyPlantAndEquipmentNet / USD,2599000000.0,2599000000.0,2599000000.0,2635000000.0,2635000000.0,2635000000.0,2635000000.0,2565000000.0,2565000000.0,2635000000.0,2565000000.0,2565000000.0,2509000000.0,2509000000.0,2509000000.0,2509000000.0,2348000000.0,2348000000.0,2348000000.0,2348000000.0,2223000000.0,2223000000.0,2223000000.0,2223000000.0,2154000000.0,2154000000.0,2154000000.0,2154000000.0,2521000000.0,2521000000.0,2521000000.0
RepaymentsOfDebt / USD,13668000000.0,13668000000.0,11317000000.0,856000000.0,856000000.0,856000000.0,13668000000.0,0.0,12000000000.0,13668000000.0,12000000000.0,973000000.0,4537000000.0,8989000000.0,15814000000.0,16800000000.0,9200000000.0,10733000000.0,10733000000.0,18814000000.0,255000000.0,2352000000.0,2352000000.0,11495000000.0,260000000.0,260000000.0,260000000.0,2361000000.0,934000000.0,2934000000.0,12136000000.0
ResearchAndDevelopmentExpense / USD,1637000000.0,2464000000.0,2674000000.0,925000000.0,1861000000.0,2820000000.0,3302000000.0,1133000000.0,2284000000.0,3302000000.0,3519000000.0,3768000000.0,1289000000.0,2558000000.0,3786000000.0,4696000000.0,1211000000.0,2449000000.0,3654000000.0,4968000000.0,1206000000.0,2467000000.0,3722000000.0,4854000000.0,1195000000.0,2507000000.0,3865000000.0,4919000000.0,2308000000.0,4723000000.0,7076000000.0
RestructuringAndRelatedCostIncurredCost / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,,,
RestructuringCharges / USD,,,,599000000.0,680000000.0,716000000.0,,62000000.0,131000000.0,,199000000.0,228000000.0,75000000.0,109000000.0,173000000.0,746000000.0,75000000.0,98000000.0,123000000.0,233000000.0,19000000.0,,,113000000.0,712000000.0,1057000000.0,1418000000.0,,186000000.0,300000000.0,443000000.0
RestructuringReserve / USD,45000000.0,45000000.0,26000000.0,22000000.0,22000000.0,22000000.0,151000000.0,108000000.0,108000000.0,151000000.0,108000000.0,45000000.0,34000000.0,34000000.0,34000000.0,22000000.0,4000000.0,4000000.0,4000000.0,108000000.0,6000000.0,,,34000000.0,2000000.0,2000000.0,2000000.0,4000000.0,119000000.0,119000000.0,119000000.0
RestructuringSettlementAndImpairmentProvisions / USD,73000000.0,106000000.0,996000000.0,130000000.0,183000000.0,202000000.0,161000000.0,573000000.0,649000000.0,161000000.0,698000000.0,219000000.0,57000000.0,111000000.0,163000000.0,736000000.0,71000000.0,96000000.0,122000000.0,198000000.0,17000000.0,35000000.0,42000000.0,148000000.0,10000000.0,19000000.0,231000000.0,57000000.0,620000000.0,912000000.0,1215000000.0
RetainedEarningsAccumulatedDeficit / USD,-129000000.0,-129000000.0,-129000000.0,3487000000.0,3487000000.0,3487000000.0,3487000000.0,0.0,0.0,3487000000.0,0.0,0.0,0.0,0.0,0.0,0.0,748000000.0,748000000.0,748000000.0,748000000.0,1604000000.0,1604000000.0,1604000000.0,1604000000.0,2682000000.0,2682000000.0,2682000000.0,2682000000.0,0.0,0.0,0.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,5327000000.0,10341000000.0,15404000000.0,17636000000.0,5789000000.0,11306000000.0,17636000000.0,16821000000.0,20848000000.0,5858000000.0,11600000000.0,17421000000.0,22597000000.0,6655000000.0,13265000000.0,20043000000.0,23888000000.0,7706000000.0,15809000000.0,24273000000.0,27450000000.0,8915000000.0,17648000000.0,26524000000.0,33203000000.0,11961000000.0,24448000000.0,37520000000.0
RevenueRemainingPerformanceObligation / USD,,,,,,,,,,,,,,6100000000.0,12100000000.0,13600000000.0,15300000000.0,16500000000.0,25200000000.0,23600000000.0,22800000000.0,21400000000.0,21400000000.0,20300000000.0,27700000000.0,22900000000.0,21200000000.0,20500000000.0,22400000000.0,24700000000.0,27500000000.0
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability / USD,,,,,,,,57000000.0,58000000.0,,74000000.0,74000000.0,,,,74000000.0,,,,74000000.0,,,,15000000.0,,,,1000000.0,,,
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,642000000.0,659000000.0,,674000000.0,682000000.0,,,,682000000.0,,,,682000000.0,,,,92000000.0,,,,16000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,405000000.0,605000000.0,806000000.0,291000000.0,585000000.0,819000000.0,789000000.0,471000000.0,890000000.0,789000000.0,1300000000.0,1056000000.0,601000000.0,1102000000.0,1530000000.0,1709000000.0,339000000.0,664000000.0,1010000000.0,1935000000.0,321000000.0,689000000.0,1012000000.0,1347000000.0,348000000.0,786000000.0,1174000000.0,1382000000.0,1572000000.0,2849000000.0,3949000000.0
ShareBasedCompensation / USD,418000000.0,669000000.0,679000000.0,299000000.0,595000000.0,910000000.0,921000000.0,465000000.0,1009000000.0,921000000.0,1641000000.0,1227000000.0,545000000.0,1062000000.0,1527000000.0,2185000000.0,444000000.0,869000000.0,1290000000.0,1976000000.0,387000000.0,773000000.0,1146000000.0,1704000000.0,391000000.0,904000000.0,1533000000.0,1533000000.0,1582000000.0,3039000000.0,4427000000.0
StockIssuedDuringPeriodSharesNewIssues / shares,,,,,,,,,,,,,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,,,,4000000.0,,,
StockIssuedDuringPeriodValueAcquisitions / USD,,,,,,,,,,,,,,,,,,,,,,,,,53421000000.0,53421000000.0,53421000000.0,53421000000.0,53421000000.0,53421000000.0,53421000000.0
StockIssuedDuringPeriodValueShareBasedCompensation / USD,34000000.0,,295000000.0,,,,,,,,62000000.0,212000000.0,37000000.0,37000000.0,37000000.0,253000000.0,35000000.0,35000000.0,35000000.0,276000000.0,1000000.0,1000000.0,1000000.0,170000000.0,0.0,0.0,0.0,114000000.0,0.0,0.0,0.0
StockRepurchaseProgramAuthorizedAmount1 / USD,12000000000.0,12000000000.0,12000000000.0,12000000000.0,12000000000.0,12000000000.0,18000000000.0,,,18000000000.0,,18000000000.0,,,,18000000000.0,,,,,,,,,20000000000.0,20000000000.0,20000000000.0,20000000000.0,,20000000000.0,20000000000.0
StockRepurchasedAndRetiredDuringPeriodShares / shares,1500000.0,26000000.0,32000000.0,14000000.0,2000000.0,26000000.0,32000000.0,,,32000000.0,,32000000.0,,,,21000000.0,,,,,,9000000.0,12000000.0,12000000.0,2000000.0,7000000.0,90000000.0,117000000.0,,67000000.0,67000000.0
