fact_unit,2010-08-02,2010-10-29,2011-02-22,2011-05-03,2011-08-02,2011-11-01,2012-02-15,2012-05-08,2012-08-02,2012-11-07,2013-02-13,2013-05-07,2013-08-06,2013-11-05,2014-02-11,2014-05-06,2014-08-04,2014-11-06,2015-02-11,2015-05-04,2015-07-29,2015-11-04,2016-02-10,2016-05-03,2016-08-04,2016-11-02,2017-02-21,2017-05-09,2017-08-08,2017-11-06,2018-02-21,2018-05-08,2018-08-06,2018-11-06,2019-02-20,2019-05-07,2019-08-06,2019-11-05,2020-02-20,2020-05-05,2020-08-04,2020-11-02,2021-02-17,2021-05-04,2021-08-03,2021-11-02,2022-02-15,2022-05-03,2022-08-02,2022-11-01,2023-02-21,2023-05-09,2023-08-07,2023-11-28,2024-02-28,2024-05-07,2024-08-06,2024-11-05,2025-02-25,2025-05-05,2025-08-05,2025-11-04
AccountsPayableCurrent / USD,521079000.0,521079000.0,521079000.0,590029000.0,590029000.0,590029000.0,590029000.0,621468000.0,621468000.0,621468000.0,621468000.0,787658000.0,787658000.0,787658000.0,787658000.0,824495000.0,824495000.0,824495000.0,824495000.0,860996000.0,860996000.0,860996000.0,860996000.0,1005798000.0,1005798000.0,1005798000.0,1005798000.0,977249000.0,977249000.0,977249000.0,1007249000.0,1153012000.0,1153012000.0,1153012000.0,1153012000.0,785756000.0,785756000.0,785756000.0,785756000.0,880266000.0,880266000.0,880266000.0,880266000.0,1005655000.0,1005655000.0,1005655000.0,1005655000.0,1054000000.0,1054000000.0,1054000000.0,1054000000.0,1004000000.0,1004000000.0,1004000000.0,1004000000.0,1020000000.0,1020000000.0,1020000000.0,1020000000.0,962000000.0,962000000.0,962000000.0
AccountsReceivableNetCurrent / USD,725397000.0,725397000.0,725397000.0,885784000.0,885784000.0,885784000.0,885784000.0,888248000.0,888248000.0,888248000.0,888248000.0,1015194000.0,1015194000.0,1015194000.0,1015194000.0,1055216000.0,1055216000.0,1055216000.0,1055216000.0,1127517000.0,1127517000.0,1127517000.0,1127517000.0,1229816000.0,1229816000.0,1229816000.0,1229816000.0,1254139000.0,1254139000.0,1254139000.0,1254139000.0,1522807000.0,1522807000.0,1522807000.0,1522807000.0,1168776000.0,1168776000.0,1168776000.0,1168776000.0,1246246000.0,1246246000.0,1246246000.0,1246246000.0,1424787000.0,1424787000.0,1424787000.0,1424787000.0,1452000000.0,1452000000.0,1452000000.0,1452000000.0,1442000000.0,1442000000.0,1442000000.0,1442000000.0,1863000000.0,1863000000.0,1863000000.0,1442000000.0,1482000000.0,1482000000.0,1482000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,297058000.0,,,,-259735000.0,,,,-307800000.0,,,,353740000.0,,,,400347000.0,,,,437643000.0,,,,478104000.0,,,,530838000.0,,,,615497000.0,,,,590884000.0,,,,468946000.0,,,,526178000.0,,,,550000000.0,,,,573000000.0,,,,672000000.0,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax / USD,,,218000.0,8388000.0,8388000.0,8388000.0,3751000.0,14626000.0,14626000.0,14626000.0,8388000.0,20077000.0,20077000.0,20077000.0,14626000.0,15206000.0,15206000.0,15206000.0,20077000.0,22647000.0,22647000.0,22647000.0,15206000.0,20377000.0,20377000.0,20377000.0,22647000.0,20776000.0,20776000.0,20776000.0,20377000.0,16843000.0,16843000.0,16843000.0,20776000.0,13810000.0,13810000.0,13810000.0,16843000.0,20175000.0,20175000.0,20175000.0,13810000.0,20032000.0,20032000.0,20032000.0,20175000.0,14000000.0,14000000.0,14000000.0,20000000.0,2000000.0,2000000.0,2000000.0,14000000.0,5000000.0,5000000.0,5000000.0,2000000.0,8000000.0,8000000.0,8000000.0
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax / USD,,,,41138000.0,41138000.0,41138000.0,69441000.0,39717000.0,39717000.0,39717000.0,41138000.0,72160000.0,72160000.0,72160000.0,39717000.0,82288000.0,82288000.0,82288000.0,72160000.0,-71294000.0,-71294000.0,-71294000.0,82288000.0,-200499000.0,-200499000.0,-200499000.0,-71294000.0,-296212000.0,-296212000.0,-296212000.0,-200499000.0,-112439000.0,-112439000.0,-112439000.0,-296212000.0,-234799000.0,-234799000.0,-234799000.0,-112439000.0,-143172000.0,-143172000.0,-143172000.0,-234799000.0,-76565000.0,-76565000.0,-76565000.0,-143172000.0,-155000000.0,-155000000.0,-155000000.0,-77000000.0,-236000000.0,-236000000.0,-236000000.0,-155000000.0,-188000000.0,-188000000.0,-188000000.0,-236000000.0,-371000000.0,-371000000.0,-371000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,64194000.0,64194000.0,29721000.0,30514000.0,30514000.0,30514000.0,64194000.0,22584000.0,22584000.0,22584000.0,30514000.0,52855000.0,52855000.0,52855000.0,22584000.0,67849000.0,67849000.0,67849000.0,52855000.0,-95132000.0,-95132000.0,-95132000.0,67849000.0,-219939000.0,-219939000.0,-219939000.0,-95132000.0,-317041000.0,-317041000.0,-317041000.0,-219939000.0,-130067000.0,-130067000.0,-130067000.0,-317041000.0,-248771000.0,-248771000.0,-248771000.0,-130067000.0,-167373000.0,-167373000.0,-167373000.0,-248771000.0,-108084000.0,-108084000.0,-108084000.0,-167373000.0,-171000000.0,-171000000.0,-171000000.0,-108000000.0,-233000000.0,-233000000.0,-233000000.0,-171000000.0,-206000000.0,-206000000.0,-206000000.0,-233000000.0,-379000000.0,-379000000.0,-379000000.0
AdditionalPaidInCapital / USD,603772000.0,603772000.0,603772000.0,601014000.0,601014000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,47768000.0,47768000.0,47768000.0,47768000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,-22496000.0,-2990000.0,-20940000.0,22373000.0,22559000.0,23027000.0,26883000.0,27556000.0,27925000.0,22500000.0,27552000.0,28332000.0,28779000.0,22572000.0,43201000.0,44925000.0,44701000.0,28314000.0,16394000.0,17689000.0,18110000.0,29114000.0,16394000.0,17689000.0,18110000.0,44776000.0,10445000.0,10568000.0,10767000.0,18143000.0,13874000.0,14006000.0,14199000.0,10845000.0,7000000.0,7000000.0,7000000.0,15000000.0,28000000.0,29000000.0,30000000.0,8000000.0,29000000.0,32000000.0,32000000.0,32000000.0,8000000.0,9000000.0,9000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,36900000.0,5300000.0,16700000.0,24700000.0,37300000.0,9000000.0,19500000.0,33300000.0,35500000.0,8500000.0,22000000.0,35100000.0,45900000.0,14100000.0,27500000.0,43600000.0,44600000.0,8500000.0,19400000.0,32000000.0,58200000.0,7700000.0,21100000.0,30600000.0,36800000.0,7100000.0,19800000.0,33100000.0,32600000.0,-17500000.0,-12400000.0,6600000.0,44900000.0,13000000.0,30000000.0,58000000.0,9000000.0,12000000.0,27000000.0,44000000.0,78000000.0,10000000.0,24000000.0,38000000.0,54000000.0,8000000.0,20000000.0,30000000.0
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,,,,88000000.0,,,,67000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,51724000.0,51724000.0,51724000.0,56267000.0,56267000.0,56267000.0,56267000.0,65853000.0,65853000.0,65853000.0,65853000.0,75240000.0,75240000.0,75240000.0,75240000.0,78298000.0,78298000.0,78298000.0,78298000.0,80671000.0,80671000.0,80671000.0,80671000.0,77008000.0,77008000.0,77008000.0,77008000.0,90329000.0,90329000.0,90329000.0,90329000.0,53832000.0,53832000.0,53832000.0,53832000.0,53121000.0,53121000.0,53121000.0,53121000.0,60002000.0,60002000.0,60002000.0,60002000.0,88030000.0,88030000.0,88030000.0,88030000.0,67000000.0,67000000.0,67000000.0,67000000.0,65000000.0,65000000.0,65000000.0,65000000.0,83000000.0,83000000.0,83000000.0,83000000.0,78000000.0,78000000.0,78000000.0
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,48400000.0,,,,58800000.0,,,,68500000.0,,,,69200000.0,,,,89600000.0,,,,92900000.0,,,,98200000.0,,,,70300000.0,,,,75300000.0,,,,108300000.0,,,,106000000.0,,,,124000000.0,,,,126000000.0,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,910000.0,1000000.0,990000.0,994000.0,2738000.0,2000.0,6000.0,7000.0,991000.0,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,422000.0,,,,,,,,503301.0,601514.0,2398.0,147520.0,476429.0,572283.0,612917.0,440495.0,446760.0,441309.0,362182.0,664806.0,912896.0,432404.0
